Title,Description,Keywords,sentence1,sentence2,sentence3,sentence4,sentence5
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""The young lady died."", it is important to know that There will be a funeral. 
","You can use a minister to perform a marriage. 
","To understand the event ""Alex was depressed. Alex committed suicide."", it is important to know that Alex was severely depressed. 
","Situation: Teach each child to clean. 
","picture description: A Person who is talking to many other people. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","breads are usually made of ground grains 
","picture description: A bird flying against the sun 
","a wash cloth is for cleaning your kitchen counter 
","A maxima is a car model made by Nissan 
","One of the things you do when you howl with laughter is pee your pants 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","you bath in a bathtub 
","buildings with no plumbing would be inconvenient 
","The four necessities of surviving anywhere are: water, warmth, shelter and food. 
","Something that might happen as a consequence of having a party is you have fun 
","a subject is part of a sentence. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Something that might happen while walking the dog is the dog might poop 
","Mother nature never displays emotions 
","Musical instruments make noise. 
","The first thing you do when you shout at the top of your voice is inhale. 
","If you want to play soccer then you should join a team 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","picture description: Beniton 
","They went to a fair. 
","the equator can doesn't provide the proper climate for skiers 
","Something you find in a suitcase is a robe. 
","You are likely to find a sister in the house with you 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","men are dirty pigs 
","To understand the event ""Jenny logged on to the Internet."", it is important to know that Jenny does not have a broadband internet connection 
","Up to 5% of the net is completely unreachable. 
","Some out-door cats wind up getting hit by cars. 
","You are likely to find a toy marble around in a toy chest 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","The topic 'liquids' does not contain these words: sour, free, act, common, sand, large 
","To understand the event ""Jim painted a house."", it is important to know that It take a lot of paint to cover an entire house. 
","humans can domesticated horses 
","Another way to say ""a paper page is used for writing on."" is ""You use a paper page for writing on it."" 
","mountains are really beautiful 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Situation: I look at Mars through my telescope. 
","Sometimes cleaning your room causes you to wonder why you didn't do it sooner. 
","Another way to say ""chicken meat is white meat"" is ""The meat of a chicken is white"" 
","a cannon is used for killing an enemy 
","A fourth movement of Beethoven's Third Symphony is part of the Beethoven's Third Symphony 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""Emma smiled at her friend."", it is important to know that They often tell jokes 
","If you want to purchase a cellular phone then you should compare various brands 
","Giant squid swim deep in the oceans 
","Another way to say ""people can jump"" is ""An ability that people have is jumping."" 
","Disco is a form of music 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Situation: football is the mostinteresting of all athletic activities 
","The statement ""People are upset when others die violently or suddenly"" is true because People who see others die violently or suddenly get a graphic reminder of their own mortality. 
","The last thing you do when you go to a sporting event is congratulate the team. 
","I can touch a loved one very gently. 
","To understand the event ""Jim cut his finger with the knife."", it is important to know that Jim probably did not intend to cut himself. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Something that might happen while taking a midterm is stress and loss of sleep 
","If you want to love someone else then you should show them respect. 
","Somewhere a frypan can be is in the kitchen 
","The statement ""an orchestra pit is for the orchesta to sit in."" helps answer the question ""where is the orchestra located in a theatre or opera house"" 
","Something that might happen while running twenty six miles is approaching the finish line. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","You are likely to find a cinema around in a large metro area 
","person wants to feel joy 
","To understand the event ""Sand blew across the runway. Dhahran airport was in the Arabian desert."", it is important to know that The sand was probably blown by wind. 
","A bad mood is not always caused by menstruation. 
","If you want to jump out of a window then you should be ready to fall 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Native Americans discovered many things before the European invasion 
","Another way to say ""OK is another word for good"" is ""OK and good are synonyms"" 
","To understand the event ""A bird flew onto a branch."", it is important to know that Birds fly in the air. 
","The effect of bringing suit is becoming involved directly with lawyers and the law 
","In the event ""Bob was three years old. Bob picked a ripe chili and ate it."", something that changed was Bob probably started crying. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""John's birthday is coming soon. John would like to have a birthday party."", it is important to know that birthdays come once per year 
","To understand the event ""Sally found a nickle on the sidewalk."", it is important to know that People sometimes lose coins from their pockets 
","Another way to say ""A writer writes for a living."" is ""a writer makes his living by writing"" 
","Something you find on the street is lines 
","The statement ""Electricity can power a computer"" is true because a computer needs electrons to work. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","You would bungee jump from a high bridge because you want excitement. 
","The average bite of food travels 1300 miles before it reaches a mouth 
","a field is for ploughing 
","To understand the event ""Jack is a little boy. He fell off his bike."", it is important to know that Jack should wear a helmet when he rides his bike 
","Situation: Some people are not into spirituality. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Something you find in class is new knowledge 
","A person giving a haircut is called a barber or hairdresser. They use both scizzors and a comb to cut a person's hair. 
","Something you might do while going on a vacation is reading a book. 
","The statement ""chopping firewood is for getting exercise."" is true because chopping firewood requires physical effort 
","If you want to keep things orderly and tidy then you should tidy up 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","If you want to drive then you should get your keys. 
","conducting a trial is for members of the court staff. 
","A side dish is a food 
","To understand the event ""Ronald gave a speech about saving the rainforests."", it is important to know that The rainforests are in danger of being cut down. 
","One of the things you do when you attend class is getting attentive 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","You can use a train tracks to mount a train 
","An eating place is called a restaurant. 
","Earth is another word for the third planet from Sol 
","You can tell if something is sweet by tasting it 
","attending a classical concert is for musical appreciation 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","cajun food is good 
","Voting is frequently done in private while riding a bicycle is a public event. 
","Something you need to do before you play a game is get together everyone who wants to play the game. 
","Another way to say ""raisins are a fruit"" is ""Raisins are a sort of fruit."" 
","To understand the event ""Lisa and Bob are married. Lisa and Bob made love."", it is important to know that Lisa is a woman; Bob is a man. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","an armoire is used for storing clothing 
","Sensitivity of the finger tips allow precise control of pressure for touching and rubbing. 
","A provocateur wants to be provocative. 
","In the event ""Ed disconnected the phone."", something that changed was Ed cannot call anyone 
","use this when it rains 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","The colour of vegemite is black. 
","An axiom is a common saying or a truism. 
","The statement ""a prostitute can sell sex."" helps answer the question ""Why is prostitution illegal? "" 
","make sure your hairpiece is on straight! 
","To understand the event ""Bob broke a plate."", it is important to know that Bob probably didn't break the plate on purpose. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","The effect of computing a sum is a number 
","bridge is a card game 
","Another way to say ""It is healthy to ride a bicycle"" is ""Riding a bicycle is good for your health"" 
","brent is poor 
","You are likely to find a second floor around in a building 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Something that might happen when you start a family is dwindling finances. 
","anybody can oil a squeaky hinge 
","Put imperative forces in balance and you will be free 
","Something you need to do before you spend money is check your budget 
","con artistry is a type of fraud 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Situation: We will always have time for the things we put first. 
","ACTION offers pre-purchased tickets. 
","If you want to get fit then you should lift weights. 
","too many passengers can crowd an elevator 
","You are likely to find a bald eagle in the air. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Situation: They advanced up the hill. 
","The statement ""a key can free a prisoner"" helps answer the question ""How do you open a cell door?"" 
","You would stop being married to someone because you want to be with someone else. 
","You would use a VCR because you want to watch a movie at home 
","Most bark feels rough. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Another way to say ""a person wants a chance to be creative"" is ""poeple would like an opportunity to be creative"" 
","If you want to go on the stage then you should have someone distract security 
","The story ""Serving Justice"" has the step ""I said sorry and then I asked him what he wanted to drink"" 
","Soft words can open communication 
","You are likely to find an entrance hall in a large building. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","a clutch is part of a car 
","You are likely to find jeans in miller's outpost 
","There are too many cats in the world. 
","using a calculator is for dividing 
","The earth orbits around the sun once a year 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""Marie opened her jewelry box."", it is important to know that Jewelry is something special to wear 
","The statement ""Wax is formed into candles."" helps answer the question ""what can i do with wax?"" 
","Pseudo-social delinquents reject adults and others in authority. 
","Situation: Jealousy, of any form, kills. 
","picture description: dark horse and jockey jumping a fence, probably in a competition 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","There is part of Pennsylvania 
","The effect of setting a cup on a table is that you are not drinking 
","You would play because you are bored. 
","A village is a community of people smaller in size than a town 
","picture description: a locomotive seems mighty. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","an ice skater is one who skates on ice 
","You would drink alcohol because you want to feel relaxed 
","If you have good credit, a bank may give you a loan. 
","One impairment a person might have is partial hearing loss. 
","The fact ""a person doesn't want to have noisy neighbors"" is illustrated with the story:1. John lived next to Diane.2. Diane had loud parties every weekend.3. John called the police every weekend.4. Diane continued to have loud parties.5. John moved away from Diane. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","old people like to pretend they are sophisticated 
","Something you find in the newspaper is ink 
","To understand the event ""Sally drove her husband to the mall."", it is important to know that Suburban areas usually have lots of malls. 
","women can tear their dresses 
","Something you find in the desk is glue 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""The jury convicted the criminal."", it is important to know that The criminal was probably guilty. 
","you can destroy me 
","The statement ""The color blue is often associated with sadness or depression"" is true because Blue evokes a mellow emotion. 
","Something you find in New Jersey is tunpike 
","To understand the event ""Paul went to a vegetarian restaurant."", it is important to know that There will be no meat on the menu 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Situation: It is the sixth day of November. 
","To understand the event ""Jill received a bill from the gas company."", it is important to know that A bill is a note saying the person who receives it owes the person who sent it some money. 
","You are likely to find a fruit around in an orchard 
","Something that might happen when you watch TV is you might become fat 
","You can trip me 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","our noses may be used to smell 
","an arena is where a sports event is held. 
","Another way to say ""counting is difficult"" is ""dating is not easy"" 
","Something that might happen when you go to a party is socialize 
","People get tired if they don't sleep. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""Joe bought a new stereo."", it is important to know that Joe is boy 
","High-powered lasers can sh 
","Typing takes energy. 
","Something you find in a medicine chest is a tranquilizer. 
","Bodies have bones. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","A pixie is a different name for a brownie. 
","Situation: I evaluated courses. 
","You are likely to find a porch in front of a house 
","Games often use pieces to represent a player. 
","skin will bleed when cut. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Something that might happen when you impanel a jury is you get a conviction. 
","To understand the event ""Patty saw a wallet lying on the ground. She opened the wallet and found $100 and an ID. Patty returned the wallet and the money to the person on the ID."", it is important to know that Patty returned the wallet to the person on the ID card 
","a heater is for maintaining fishtank water temperature 
","The statement ""To understand the event ""Joe shot an elk."", it is important to know that Joe had a gun."" is true because To shoot something you need a gun 
","Somewhere something can be is in a jail cell 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","an organ is for dissecting in medical school 
","in many countries, people who are darker than other people are denied good jobs 
","An activity someone can do is row a boat 
","Another way to say ""The Earth is not a perfect sphere."" is ""the earth is not perfectly round "" 
","You would wash your hands because you touched dangerous substances 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","a nail can be driven. 
","Something that might happen when you take a phone call is someone will try to sell you something 
","Something that might happen while getting drunk is being hit by a car 
","You are likely to find a patio door in a landfill 
","Similarity between a hat and a coach seat: both are used by people 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""The boat crashed."", it is important to know that the boat was probably going too fast. 
","When students graduate from RSI, they become Rickoids. 
","a flute is to make music 
","A sea is a huge mass of water. 
","Another way to say ""A person can ride a horse."" is ""horses may be rode"" 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","other common animals kept in human homes are birds and small rodents 
","a drawstring bag is for Keeping things in 
","Situation: I should fix my car 
","Cats are indifferent to uprisings. 
","The lowest point in Saudi Arabia is Persian Gulf 0 m 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Most people want to be rich but they don't want to work hard for it. 
","You are likely to find a guitar in a band. 
","People in love tend to smile more often. 
","Something you find underground is water. 
","To understand the event ""Jane saw a tiger at the zoo."", it is important to know that Jane was at the zoo 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","love conquers all 
","picture description: Glass of apple juice. 
","Some Chinese kites look like dragons 
","If you want to gather energy for tomorrow then you should save the energy you have today 
","Something that might happen when you read a newspaper is ink stained fingers 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","the sun is for heat 
","Bob planted some tomatoes in his garden. 
","An activity something can do is a verb 
","taking a bath is for relaxing tired muscles 
","it uses hot air to dry something 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Something that might happen when you open a bag of chips is it tears 
","To understand the event ""Grandma died."", it is important to know that That baby grew up to be my (mum or dad) who had baby(me)(gender male or female) 
","Something you find at a grocery store is canned food 
","You can use a bass fiddle to make music 
","many loans are scheduled for payment on a monthly basis 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","When the sun sets, it gets dark 
","There is no relationship between the words care and bye. 
","The statement ""An activity someone can do is play tennis"" is true because tennis is game of two or four players with rackets and a one small ball 
","The first thing you do when you maintain good health is exercise 
","a round trip ticket is used for travel 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","A budget is a list of the payments you have made and how you will make them. 
","a scuba diver can goes farther underwater than a casual swimmer 
","To understand the event ""Danny was drunk. Danny had trouble walking."", it is important to know that Danny has consumed alcohol. 
","One of the things you do when you cogitate is compare choices. 
","An activity something can do is heat up 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","water can be found in lakes. 
","The statement ""People use animals for food."" is true because Part of most peoples diets include different kinds of meat and fish. 
",#NAME?,"Space can also mean the universe in which we live. 
","Another way to say ""tourists can view the scenery"" is ""While on journey, most travelers enjoy new scenic views."" 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","an electric fan is for cooling yourself 
","To understand the event ""Lawrence bought himself lunch."", it is important to know that Lunch is the meal eaten at mid-day 
","To understand the event ""Juanita played outside after school."", it is important to know that You are not supposed to play inside school 
","The statement ""Something that might happen when you spit is it lands on the ground"" is true because gravity pulls things toward the earth 
","You are likely to find a hole slot in a place where a one is needed. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Something you need to do before you go into a coma is lose consciousness 
","Situation: My feet are big. 
","Surfer dudes are likely to drive a car to the beach. 
","To understand the event ""Mary baked some cookies for her children to eat after school."", it is important to know that Mary's children probably live at home 
","Something that might happen while cutting your hair is your hair gets shorter. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","a handgun is used for carrying on your person. 
","Kinds of bread : black bread 
","Antisemites believe Jews are inferior. 
","A celebrity is associated with fame. 
","The right idea can seed terrific projects. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""Pam started to cry. Pam was at a funeral."", it is important to know that Pam missed the camaraderie of the deceased. 
","Ice can cool fish 
","Another way to say ""growing vegetables requires soil."" is ""you need soil to grow vegetables"" 
","To understand the event ""Mary went to the grocery store."", it is important to know that mary required transportation ot move from where she was at to the grocery store 
","a person wants to keep some things private. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","You are likely to find a cow in a dairy farm 
","You are likely to find a seatbelt around a car 
","a school is used for producing educated people. 
","To buy a product or service, a person must spend a particular amount of money. 
","To understand the event ""The class watched the movie."", it is important to know that breakfast is the first meal of the day 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","handling proposals requires judgement. 
","The story ""Staying In Bed"" has the step ""On Satrudays, I can stay in bed longer."" 
","the peace sign is a symbol of 60s culture 
","A traveler can prepare to take a trip. 
","One of the things you do when you do Karaoke is to look at the screen. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","I can count to 100. 
","Light in a vacuum travels a distance of almost a foot in a nanosecond. 
","Marching music is for soldiers 
","The first thing you do when you love another is care about them 
","In the event ""Marie named her daughter Jane."", something that changed was Marie's daughter is named Jane 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Another way to say ""You would skateboard because you lie to"" is ""Skateboard's are riden by young adults or children."" 
","To understand the event ""Jessica ran down the stairs."", it is important to know that Jessica was in a hurry 
","Situation: The drawer is full. 
","You would surprise someone because you want to make them feel a sense of belonging 
","dandruff shampoo can be used for curing dandruff 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Somethng a tropical storm does is cause damage. 
","a shot is something a weapon can do 
","joe is sewing 
","Situation: I want to make the putt 
","a hot table will cool if you wait 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","To understand the event ""Lisa and Bob are married. Lisa and Bob made love."", it is important to know that Lisa and Bob are a couple by contract and social convention 
","You are likely to find an explosive in a military facility 
","steve needs sex 
","a razor is for shaving a mans face. 
","To understand the event ""Jeff bought a ring."", it is important to know that More expensive rings are sold at jewellery stores. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Automobiles are another form of transportation 
","Something you find at a hotel is a swimming pool. 
","Situation: Heavy things are hard to lift 
","Situation: the water in the pool is too cold 
","To understand the event ""Buffy drove a wooden stake into the vampires heart."", it is important to know that Buffy is a hero. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Something that might happen when you go on a vacation is each day can be special. 
","Something you find in church is people dressed in their ""Sunday finest"" clothes. 
","a cigarette is used for relaxation 
","A merchant sells products to a customer. 
","The statement ""If you want to take a break then you should go on vaction"" is true because When you go on vacation you forget about the stresses of your life. 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Situation: I can stack big balls of snow to make a snowman. 
","computers can only do what they are programmed to do. 
","Leaves can be turning color in the autumn. 
","a parking structure is for providing a service 
","To understand the event ""Jill received a bill from the hospital."", it is important to know that a bill is a charge for services 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Something that might happen while having friends over is you have a water balloon fight 
","Cellulose is a polymer made with repeated glucose units 
","a nose is for producing snot 
","Periodic table element 88 with symbol Ra is commonly referred to as Radium 
","You are likely to find a heifer in a stall 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Somewhere someone can be is an airplane 
","The statement ""An airplane flies in the air."" helps answer the question ""What might fly through the air?"" 
","Situation: I am kicking your butt 
","You would improve your image because it makes me feel better about myself 
","hard hats can be used to protect your head 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","Dollars are the unit of measurement for insurance. 
","Something likely to be in a living room is a couch. 
","most goods include some form of tax in the price 
","convicted criminals go to prison 
","To understand the event ""Daisy slaughtered a pig."", it is important to know that pigs are animals 
"
Commonsense Validation and Explanation,"write five sentences, one correct statement; one against-common-sense statement which has similar language structure with the correct statement; one right reason to explain why the statement is against common sense; two wrong reasons for confusing.","common sense, statements, reasons","The statement ""A shadowis created when something moves infront of light."" is true because Because it blocks the light from reaching the place where the shadow is. 
","Another way to say ""actors can present a performance"" is ""actors are found in performances"" 
","To understand the event ""Franklin is singing in the choir."", it is important to know that He has a great voice 
","Information technology is abbreviated to ""IT"". 
","To understand the event ""Billy ate a grapefruit."", it is important to know that grapefruits are bitter 
"
