Title,Description,Keywords,id,sample_number_of_best_expl,premise,hypothesis,gold_label,which_gold,explanation_1,explanation_2
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_138,greedy,A young woman skateboarding on an outdoor basketball court in front of a mural.,A young woman skateboards on an outdoor basketball court.,true,1,Skateboarding on a basketball court is a form of skateboarding.,Both woman skateboards on an outdoor basketball court.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_191,greedy,A woman in an office making a phone call,A woman is making a business phone call.,neither,0,Just because a woman is making a phone call doesn't mean she is making a business phone call,"The woman could be making a personal phone call, or a business phone call."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_165,greedy,Boy with red shorts getting soaked with water.,The boy is not wet.,false,0,The can't be soaked and not wet at the same time.,"If the boy is wearing red shorts, it's likely that he is wet."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_23,3,A couple of newlyweds kissing underneath the bride's veil.,Two people kissing.,true,0,A couple kissing constitutes two people kissing.,"If people are seen kissing, they are almost certainly engaged in the activity of kissing."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_129,greedy,A man with a cigarette sits on the stoop.,An old man is smoking a cigar.,neither,0,If a man has a cigarette doesn't mean he is old or he is smoking a cigar,"Just because a man is sitting on a stoop with a cigarette does not mean he is smoking a cigar. He could be smoking a cigarette, or he could be sitting on the stoop because he is tired."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_198,1,A young girl with her bike.,A girl is wiating for someone to take her bicycle.,neither,0,You can have your bike and not be wiating for someone.,The girl could be waiting for someone to offer to give her a ride on their bicycle.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_182,0,A basketball player in a red uniform is trying to make a basket but is being blocked by the opposing team.,A basketball player is playing basketball.,true,0,The game of basketball requires a player trying to make a basket therefor the player is playing basketball.,"If a basketball player is playing basketball, then he or she is playing basketball. It does not matter what their uniform color is */."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_1,greedy,"A man, wearing a cap, is pushing a cart, on which large display boards are kept, on a road.",A man is buying a lottery ticket.,false,0,Pushing a cart is different from buying a lottery ticket.,Buying a lottery ticket is not the same as pushing a cart with display boards.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_139,2,A band singing and playing electric guitar for a crowd of people.,A band is playing a cover song.,neither,1,"Not all songs are covers or written by other people. Sometimes, songs that are original are performed, in which case a band is not ""playing a cover song"".",The band could be playing one of their own songs rather than a cover song.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_114,3,A young woman in tight pants talks to a man in the street.,The lady in a dress is yelling at the man in the road.,false,0,"The emotional dynamic conveyed by the phrase ""talks to"" is very different from that conveyed by the phrase ""yelling at"". Also, people don't wear dresses and tight pants at the same time.","If the woman in tight pants is talking to a man in the street, it's unlikely that she would be yelling at him."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_161,greedy,Three girls blow out the candles of a cake made of Peeps.,There are three girls and a cake,true,0,Cake made of Peeps is a type of cake.,Three girls and a cake implies there are three girls and a cake.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_240,greedy,A child making a sand castle on the beach.,A child uses their imagination.,neither,1,"A child could be using their imagination while building a sand castle, but they could also be building a sand castle without using their imagination.",It is not clear that the child is using their imagination in rather than just making a standard sandcastle with the tools they have available.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_22,greedy,The young man in the plaid shirt is sitting on a chair that is out in the yard.,Someone is sitting outside waiting for a friend to arrive.,neither,0,one isn't always waiting for a friend when sitting out in the yard,"While someone could be sitting outside waiting for a friend to arrive, it is also possible that they are sitting outside for other reasons, such as to enjoy the weather."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_227,0,A girl with short hair and a white shirt is holding a beer bottle,There is a girl holding a beer bottle.,true,1,The girl is holding the beer bottle.,"If there is a girl with short hair and a white shirt, then there must also be a girl"
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_151,greedy,Two women are observing something together.,Two women are standing with their eyes closed.,false,1,Women cannot be standing with their eyes closed at the same time.,Answer: The women cannot be observing with eyes closed
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_231,2,Colorful rings spraying water at little girl wearing swimsuit.,The child is playing.,true,1,"If a child is wearing a swimsuit, they are likely playing.",A child is playing in spraying water.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_7,greedy,A small dog runs to catch a ball.,A little dog chases a ball.,true,0,Chases implies runs.,"A dog is usually small, and so if a dog is chasing a ball, it is likely to be a little dog."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_106,greedy,A group of four children poke at two small turtles in the grass.,A group of kids poked at the two small turtles.,true,1,"If a group of kids poked at the turtles, then the kids must have poked at the turtles.",A group of four children is implying a group of kids.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_249,greedy,A scruffy man is standing in front of a red shopping cart filled with boxes.,A man by a full shopping cart.,true,0,If a man has a cart filled with boxes it infers the shopping cart is full.,A man standing in front of a full shopping cart is a man by a full shopping cart.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_0,greedy,a little boy is riding a yellow bicycle across a town square.,the boy is having fun.,neither,1,"While it is possible that the boy is having fun, it is also possible that he is not having fun.",because the boy is riding the bicycle doesn't mean he's having fun.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_127,greedy,A child plays with her father's boots.,A child is playing with her mothers' shoe.,false,0,the child can not be playing with her mothers' shoe if she was playing with her father's boots in sentence one,"A child is playing with her father's boots, not her mother's shoes."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_192,greedy,A choir of youths are singing.,a choir of kids are singing,true,0,Youths are kids.,"A choir of youths are singing, so they are kids."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_97,0,An Asian woman dressed in a colorful outfit laughing.,The woman is not laughing.,true,1,"If an Asian woman is all dressed up wearing a colorful outfit and laughing, then, she is indeed laughing.",An Asian woman can be termed as a woman in general.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_70,greedy,Stick figures in the middle of the street.,A painting of a stick figure,neither,0,Stick figures do not have to be in a painting.,A stick figure is not a painting.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_53,greedy,An elderly woman is preparing food in the kitchen.,A person makes dinner.,neither,0,An elderly woman who is preparing food in the kitchen can be making dinner or any other,"Cooking dinner does not necessarily mean that the person is elderly, as a young person could be cooking dinner for their family."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_76,greedy,A person doing a trick on a snowboard.,A snowboarder is performing tricks.,true,0,A person can also be a snowboarder. Doing a trick is a part of performing tricks.,A snowboarder is performing tricks if they are doing tricks.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_208,greedy,A man and wife stand at the alter as they get married.,A man and woman are getting eloped,neither,0,It is not necessarily true that they eloped.,Getting married at an alter does not necessarily mean that they are getting eloped.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_69,3,"Two young girls with long brunette hair, standing in front of a stone wall playing a game.",Two girls playing a game.,true,1,girls play games.,Two young girls are playing a game standing in front of a stone wall.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_78,2,A woman in a white and red basketball uniform with the number fifteen on her chest prepares to shoot a free throw.,A woman in a white and yellow baseball uniform with the number fifteen on her chest prepares to shoot a free throw.,false,1,A woman in a white & red basketball uniform does not equal a woman in a white and yellow baseball uniform.,Red color and yellow color are different colors. Basketball and baseball are different things.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_188,2,A person with braided hair and a gray sweatshirt covers his mouth and sits in a purple chair.,A man sits in a purple chair.,true,0,"A man is a person, he is sitting in a chair.","If a man has braided hair and is sitting in a purple chair, then he is sitting in a purple chair."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_228,greedy,A young lady and group of younger girls watching a group of military men drive down the road at a parade.,Women are watching a parade.,true,0,"""A young lady and a group of younger girls"" implies they are women.","If a group of women are watching a parade, then women are watching a parade."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_241,greedy,"Two guys playing soccer, one in red and the other in blue.",One of the men is a goalie.,neither,1,The fact that one of the men is wearing red does not mean that he is a goalie.,There are more positions in soccer than just goalie.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_31,1,"A girl in a purple top, baggy pants and sneakers is blowing a kiss, while another girl in black watches.",A girl is smoking a cigar in a pool hall.,false,0,One cannot be smoking a cigar and blowing a kiss at the same time.,"Given that we are seeing a girl in what is likely a public place like a mall or park, it's highly unlikely that she would be smoking a cigar in public or in the vicinity of other people."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_146,greedy,Two men and a Frisbee,Two men playing with a basketball.,false,0,The men are either playing basketball or playing with a Frisbee.,Frisbees are not basketballs.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_105,3,A man is standing outside next to a garbage can.,A young black man stands beside an overfilled garbage can.,neither,0,You can not infer it's overfilled.,"If the man is standing near the garbage can, it does not necessarily follow that the man is standing beside an overfilled garbage can."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_248,greedy,an asian man in a black tracksuit is watching students doing exercised on basketball court.,man coaches players,neither,0,"Even though the man is watching students, it does not mean that he coaches players.","The man is not coaching the players, he is watching them."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_16,greedy,A family is taking part in a walk-a-thon.,Some of the people shown are related.,true,0,"If it is a family, then some of the people are related.","If the people are related, then they are part of a family."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_26,greedy,"An elderly man with glasses, a red ball cap and backpack is standing in front of an open doorway.",the man is a farmer,neither,0,No way to know that the man is a farmer.,"The man could be a farmer, but he doesn't need to be."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_2,1,Four youth and an elder man and woman playing in water just up to the bottom of man's swim trunks.,A group of people are playing in the water.,true,0,A group of people playing in the water one man's swim trunks teared and makes the situation funny!,"If four youth and an elder are playing in water, then a group of people are playing in the water."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_21,3,A man in a hard hat looks intimidated.,"He exclaims that he's done with this work, sprouts wings, and flies away.",false,0,A man cannot spout wings,"Like a person cannot be sitting and standing at the same time, a person cannot be intimidating and flying at the same time."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_173,greedy,Kids out in front of a building doing sightseeing.,The kids are on a fieldtrip,neither,1,Kids out in front of a building do not necessarily have to be on a fieldtrip.,Kids doing sightseeing are not necessarily on a fieldtrip.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_126,greedy,A crowded city street with lots of pedestrians.,The pedistrians are waiting for a parade to come through this busy street.,neither,1,The presence of pedestrians does not imply that they are waiting for a parade.,You can not infer they are waiting for a parade.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_147,0,The girls walk down the street.,Girls walk down the street.,true,1,"They are walking down the street, exhibiting the same action as mentioned in the question.",The girls walk down the street is a rephrasing of girls walk down the street.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_83,greedy,A man in a blue shirt and a woman in a pink skirt sit around other people in the background.,There are some people doing the limbo.,false,0,"The man and woman are sitting around, or they are doing the limbo.","The act of doing the limbo involves bending one's body in a way that one's head is below one's waist. If the people in the background are sitting, it's unlikely that they are doing the limbo."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_91,greedy,Three women are dressed in ninja costumes.,There are multiple people present.,true,0,Three women can be comes under the list of multiple people,Three women dressed in ninja costumes are present.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_213,greedy,A black man wearing a red belt and a white man wearing a blue belt are pictured in the act of practicing martial arts inside a building with a woman looking on in the background.,The men are blackbelts.,false,0,red belt and blue belt can't be inferred as black belts.,"The men are wearing belts, but that does not necessarily mean they are blackbelts."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_179,greedy,People waiting in line in a snowstorm.,People are waiting in a line during a scorching drought.,false,0,There cannot be a snowstorm during a scorching drought.,Waiting in line in a snowstorm is not the same as waiting in line during a scorching drought.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_86,3,A woman wearing a red hat and red bandanna followed by a man in a red bandanna.,The people are wearing bandanas.,true,1,"If a person is wearing a red hat and red bandanna, they are wearing red bandannas.",The man and woman are wearing bandanas.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_224,greedy,A black-haired woman with her hair in a high bun is having her head shaved by another woman.,A person with hair,true,0,The woman with black hair is having her head shaved by another woman with hair.,"If a person has hair, then they have hair."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_4,greedy,"A person, in a striped blue shirt and pants, is running along.",The person is old,neither,1,"The person could be old, but they could also be young.",A person running is not assumed to be old.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_8,greedy,A group of people traveling in a small wooden boat.,A group of people waiting for a larger boat.,false,1,A group of people traveling in a small boat is not the same as a group of people waiting for a larger boat.,One cannot be traveling and waiting simultaneously.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_215,0,Two little kids without shirts are sitting down facing each other.,Two children are sleeping at daycare,false,0,"They wouldn't be sitting down facing each other, they'd be lying down with their eyes closed.","It is possible that kids without shirts are not sleeping at daycare. There are many places a child without a shirt may be sleeping, of which one is not daycare. (Example: The child may be at home.)"
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_190,0,A band performing at a local bar or club.,The band is playing music,true,0,When a band performs it is playing music.,"If a band is performing, it is performing a song."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_6,greedy,Two teens trying to win a prize at a carnival.,Two humans are outdoors.,true,0,Two teens at a carnival implies that two humans are outdoors.,"If two people are trying to win a prize at a carnival, they are outdoors."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_135,greedy,"Three workers, with life vests and hard hats, on a boat hanging from cables over water.","Three lifeguards are haning from the boar, trying to save the dog from drowning.",neither,1,"The workers are not lifeguards, and they are not trying to save the dog.",Lifeguards are not the only profession that works near water.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_216,greedy,A woman in a purple jacket walks by two elderly men outside a cafe.,A women walking outdoors.,true,1,"A woman in a purple jacket is still a woman, and a woman walking outdoors is still a woman walking outdoors.",Walking outside of a cafe implies the woman is walking outdoors.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_17,1,many children play in the water.,The children are playing mini golf.,false,1,"If children are playing in the water, they are probably playing in the water, and not out at mini golf.",Mini golf is not played in the water.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_247,greedy,A woman within an orchestra is playing a violin.,A man is looking in a telescope.,false,0,orchestra and the telescope cannot be in the same place and hence the man and the women.,"The woman is playing a violin, not a man."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_73,0,"A young man is standing near his bike outside a shop called, 'Sara's Old Fashioned Ice Cream.'",The young man is standing.,true,1,"A young man standing near his bike is standing, and he is near his bike.",A man standing near his bike is considered to be standing.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_55,greedy,Construction workers on lifts working on a building.,There are men working on a building.,true,1,"If there are men working on a building, then they are working on a building.",Men working on a building must be construction workers.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_102,greedy,Tan dog running through long grass in a park-like setting.,A dog runs after a squirrel.,neither,1,A dog running through long grass does not imply that the dog is chasing a squirrel.,A running dog does not mean there is a squirrel.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_199,greedy,Two wrestlers in an intense match.,Two wrestlers are competing and are brothers.,neither,0,"You can have a wrestling match and not be competing, you can wrestle with someone that is not your brother.","Brothers can be wrestlers, but wrestlers do not have to be brothers."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_159,0,A young boy and an adult man looking at ducks in a pond.,The man and his son stand at the edge of a pond.,neither,1,"People looking at ducks in a pond does not necessarily indicate the man and his son, the people could be close family members playing games.",People do not need to stand at the edge of the pond to looks at the ducks.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_130,3,"A man with medium length curly hair, wearing a button down shirt and bracelets, sings into a microphone while he plays a guitar.",A person with hair,true,0,A man is a person.,Someone who has hair is usually a person.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_172,greedy,A woman with a black and white dress on is carrying a green plastic laundry basket in front of an apartment building.,The woman is wearing a dress.,true,1,"The woman is wearing a dress, and the dress is black and white.",If the woman is said to be with a dress it means they're wearing that dress.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_58,greedy,Performer who is wearing 2 hats a scary mask and a black and white robe.,A costume is being worn by a performer.,true,0,"A performer is wearing a costume and that costume could be 2 hats, a scary mask, and a black and white robe.",A costume is a piece of clothing that is worn for the purpose of entertaining others.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_98,0,A brown dog persues a Frisbee across the grass as the thrower watches.,A dog plays in the park.,true,0,A dog that pursues a frisbee on the grass is playing on a park.,The Frisbee tossing implies the dog has a playful intergration would be a playful integration.
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_40,greedy,Boys with their backs against an incoming wave.,A group of people stand together.,true,0,The group of people are boys and they stand together with their backs against a wave,"If a group of people are standing together, then they must be standing together."
"Given 2 explanations for a decision, select the best one.","This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read 2 explanations for the label and select the best one.","natural language inference, explanations, AI, reading, interpretation",esnli_train_3,greedy,"Two hockey players on opposing teams, one in a red and white jersey and one in a blue and black jersey, are standing on the rink.",Hockey players are standing on the ice rink.,true,1,"If two hockey players are standing on the ice rink, then they are hockey players standing on the ice rink.",Two hockey players standing on the rink implies that hockey players are standing on the rink.
