Title,Description,Keywords,event,neg_event,Answer.commentbox,Answer.otherppl,Answer.owant4a,Answer.owant4b,Answer.owant4c,Answer.owant4d,Answer.submitButtonTimer,Answer.xdo,Answer.xneed2a,Answer.xneed2b,Answer.xneed2c,Answer.xneed2d,Answer.xwant3a,Answer.xwant3b,Answer.xwant3c,Answer.xwant3d,Approve,Reject
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets it for PersonY,PersonX gets it from PersonY,{},no,{},{},{},{},20.091,no,{},{},{},{},to keep it,save it,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes exploring,PersonX shelters in place,{},no,{},{},{},{},144.651,no,{},{},{},{},to have food,to get  rest,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes exploring,PersonX shelters in place,{},no,{},{},{},{},10.36,no,{},{},{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is waiting for PersonY,PersonX is playing with PersonY,{},no,{},{},{},{},29.497,no,{},{},{},{},bat,ground,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is waiting for PersonY,PersonX is playing with PersonY,{},yes,Play some more with person x,Be friends with person x,{},{},79.871,yes,to put out his toys,meet with persony,{},{},Say goodbye to persony,open the door to let persony out,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets it for PersonY,PersonX refuses to get anything for PersonY,{},no,{},{},{},{},183.895,no,{},{},{},{},to be alone,to be happy,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets it for PersonY,PersonX refuses to get anything for PersonY,{},no,{},{},{},{},84.029,no,{},{},{},{},angry,fight,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes first,PersonX goes last,{},no,{},{},{},{},138.706,no,{},{},{},{},to work hard,win next time,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes first,PersonX goes last,{},no,{},{},{},{},97.461,yes,To go to the back of the line,To allow others to go in front of them,{},{},To rest,To reflect on their actions,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds another job,PersonX gets fired,{},no,{},{},{},{},66.984,yes,not working hard,coming late to work,{},{},pleaded with the people who fired him,look for another job,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds another job,PersonX gets fired,{},no,{},{},{},{},27.986,yes,have a job,fail to meet expectations,{},{},find another job,take some time off,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking across the street,PersonX is walking on one side of the street.,{},no,{},{},{},{},146.191,no,{},{},{},{},to be safe,to be clear,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking across the street,PersonX is walking on one side of the street.,{},no,{},{},{},{},49.447,yes,to get on the sidewalk,to put one foot in front of the other,{},{},to walk back home,to get away from the cars,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets it right,PersonX gets it wrong,{},no,{},{},{},{},26.678,no,{},{},{},{},to find out what the right answer is,to ask if others know what is right,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets it right,PersonX gets it wrong,{},no,{},{},{},{},28.306,yes,to not know the answer,to make a guess,{},{},to educate themselves,to try again,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX hits the headlines,PersonX avoids the headlines,{},no,{},{},{},{},41.75,no,{},{},{},{},to read news,to important points,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX hits the headlines,PersonX avoids the headlines,{},no,{},{},{},{},9.177,no,{},{},{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds another place,PersonX loses another place,{},no,{},{},{},{},97.908,no,{},{},{},{},to practice well,to win the game,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds another place,PersonX loses another place,{},no,{},{},{},{},17.113,no,{},{},{},{},to hide,to kill themselves,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking across the street,PersonX sprints across the street,{},no,{},{},{},{},12.686,no,{},{},{},{},Run to,Stop at,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking across the street,PersonX sprints across the street,{},no,{},{},{},{},123.841,yes,to be walking near the street,to see an opening in traffic,{},{},to catch their breath,to walk to their destination,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes first,PersonX goes last,{},no,{},{},{},{},19.387,no,{},{},{},{},to bring up the rear,have someone else go first,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes first,PersonX goes last,{},no,{},{},{},{},87.685,no,{},{},{},{},to be more late,to wait foe some one,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets it right,PersonX gets it wrong,{},no,{},{},{},{},85.106,no,{},{},{},{},to apologize,to get it straight,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets it right,PersonX gets it wrong,no,no,{},{},{},{},164.66,yes,to see somethin,to hear something,{},{},to know the truth,to analyze the details,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX hits the headlines,PersonX remains anonymous,{},no,{},{},{},{},8.769,no,{},{},{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX hits the headlines,PersonX remains anonymous,{},no,{},{},{},{},22.866,no,{},{},{},{},remain secret,keep in the shadows,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds another place,PersonX is still looking.,no,no,{},{},{},{},190.543,yes,to be amazed,to look at something,{},{},to change the mind,to find something new,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds another place,PersonX is still looking.,{},no,{},{},{},{},147.863,no,{},{},{},{},to be safe,to be alone,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets it to work,PersonX breaks it.,{},no,{},{},{},{},24.981,no,{},{},{},{},to fix it,to make up for the damage,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets it to work,PersonX breaks it.,{},no,{},{},{},{},47.237,yes,to grab the thing and throw it,to keep throwing the thing,{},{},to clean his/her mess,to buy new thing,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking along the beach,PersonX is sitting on the beach.,{},no,{},{},{},{},23.299,no,{},{},{},{},to build a sand castle,to run into the water,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking along the beach,PersonX is sitting on the beach.,{},no,{},{},{},{},23.092,yes,go to the beach,sit down at the beach,{},{},go swimming,pack up,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX hits the road,PersonX goes home.,{},no,{},{},{},{},55.963,no,{},{},{},{},to go to bed,call his dad on the phone,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX hits the road,PersonX goes home.,{},no,{},{},{},{},56.406,no,{},{},{},{},to take rest,to be alone,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds another way,PersonX loses another way,{},no,{},{},{},{},45.078,no,{},{},{},{},to practice and become better,to make sure they are able to win next time,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds another way,PersonX loses another way,{},no,{},{},{},{},27.018,no,{},{},{},{},to leave town,to give up,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets it to work,PersonX breaks it.,{},no,{},{},{},{},17.384,no,{},{},{},{},to try and fix it,to see if anyone saw them break it,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets it to work,PersonX breaks it.,{},no,{},{},{},{},37.784,yes,to hold an item,to drop the item on the ground,{},{},to pick up the pieces,to replace the broken item,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX hits the road,PersonX stays at home,{},no,{},{},{},{},124.105,no,{},{},{},{},watch a show,read a book,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX hits the road,PersonX stays at home,{},no,{},{},{},{},185.317,no,{},{},{},{},to see movies,to prepare the food,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking along the beach,PersonX is hiking up a mountain,{},no,{},{},{},{},34.345,yes,to buy hiking gear,to go into nature,{},{},to take a drink of water,to walk down the mountain,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking along the beach,PersonX is hiking up a mountain,{},no,{},{},{},{},110.78,no,{},{},{},{},to see a better view,put a flag on mountain,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds another way,PersonX finds the way,{},no,{},{},{},{},237.745,yes,to get into the car,to move from one point to another,{},{},to park the car,to lock the car,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds another way,PersonX finds the way,{},no,{},{},{},{},152.497,no,{},{},{},{},to execute the plan,win the game,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets knocked out,PersonX wins the fight.,{},no,{},{},{},{},26.621,no,{},{},{},{},to take a harder fight next time,to find out if anyone saw the fight,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets knocked out,PersonX wins the fight.,{},no,{},{},{},{},188.152,yes,train hard,practice everyday,{},{},celebrate victory,go out to party,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX hits the roof,PersonX listens calmly,{},yes,to be calm also,follow personX's lead,{},{},40.711,yes,have something to listen to,be calm,{},{},remain calm,help others remain calm,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX hits the roof,PersonX listens calmly,{},no,{},{},{},{},35.139,no,{},{},{},{},pay attention,not escalate things,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds gold,PersonX misplaces the gold,no,no,{},{},{},{},44.504,yes,to see the gold,to take the gold,{},{},to keep the gold safe,to be happy with the gold,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX finds gold,PersonX misplaces the gold,{},no,{},{},{},{},50.087,yes,must be careless with the gold,playing with the gold,{},{},inform the police,keep looking for the gold,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX hits the roof,PersonX hits the floor,{},yes,to help person X up.,to ensure person X is okay.,{},{},110.352,yes,to trip on something.,to loose their balance.,to fall down.,{},to get back up.,to be seen by a doctor for any possible injuries.,to be more careful when walking.,{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX hits the roof,PersonX hits the floor,{},no,{},{},{},{},74.136,yes,to be standing,to be without shoes,{},{},to stand upright,to get up,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking down the street,PersonX skips down the street.,{},no,{},{},{},{},25.219,no,{},{},{},{},to look and see if they know anyone,to eat a healthy meal after exercising,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking down the street,PersonX skips down the street.,{},no,{},{},{},{},88.992,yes,to put on appropriate footware,to ensure it is safe to skip down the street,{},{},to drink a glass of water,to sit down and rest,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets knocked out,PersonX gets woken up,{},no,{},{},{},{},46.671,yes,go to school,get ready for work,{},{},have some breakfast,get dressed,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets knocked out,PersonX gets woken up,no,no,{},{},{},{},150.871,yes,to go to bed,to sleep,{},{},to go to school,to study,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets messy,PersonX gets cleaned up.,{},no,{},{},{},{},30.435,yes,prepares bath,cleans clothes,{},{},go to a party,go to work,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets messy,PersonX gets cleaned up.,{},no,{},{},{},{},76.471,yes,to undress,to turn on the shower,to adjust water temperature,{},obtain a towel,dry off with towel,moisturize skin,{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds a grudge,PersonX forgives everyone.,{},yes,to thank PersonX for his forgiveness,to sigh in relief that they are off the hook,{},{},92.592,yes,to have been wronged by people,to have been hurt by people,to have been angry at people,{},to forgive so they can move on,to get this hate out of his heart,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds a grudge,PersonX forgives everyone.,{},yes,repay the favor,offer thanks,{},{},41.547,yes,have something to forgive,decide to forgive,{},{},have the favor returned,let go of anger regularly,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking down the street,PersonX is under quarantine,{},yes,visit personx after the quarantine,respect the quarantine,{},{},48.439,yes,cause the quarantine,comply with the quarantine,{},{},be let out of quarantine,avoid exposing anyone,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking down the street,PersonX is under quarantine,{},no,{},{},{},{},46.399,yes,to be exposed to a disease,to hear from the health department,{},{},time to pass,to avoid becoming sick,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds a grudge,PersonX forgives,{},no,{},{},{},{},58.385,no,{},{},{},{},to help other,to be gentle,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds a grudge,PersonX forgives,{},yes,offer thanks,return the favor,{},{},43.823,yes,have something to forgive,decide to forgive,{},{},have the favor returned,be thanked,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets messy,PersonX stays clean,{},no,{},{},{},{},105.233,no,{},{},{},{},to sleep,to get dirty,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets messy,PersonX stays clean,{},no,{},{},{},{},56.57,yes,to take a shower,to use soap and shampoo,{},{},to attend a work function,to go on a date,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds on for dear life,PersonX lets go,{},no,{},{},{},{},47.785,yes,be holding something,decide to let go,{},{},grab something else,leave something,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds on for dear life,PersonX lets go,{},no,{},{},{},{},58.313,no,{},{},{},{},to be alone,to be order more grocery,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets milk,PersonX gets soda.,{},no,{},{},{},{},26.09,no,{},{},{},{},to drink soda,to eat,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets milk,PersonX gets soda.,{},no,{},{},{},{},55.222,yes,to pay for the soda,to bring the soda with him,{},{},to open the soda,to drink the soda,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking on the beach,PersonX is flying over the desert,{},yes,to see PersonX too,to celebrate PersonX being home,{},{},211.642,yes,to be in an airplane,be near a desert,{},{},to get to his destination,to see his family,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking on the beach,PersonX is flying over the desert,{},no,{},{},{},{},36.109,yes,to board a plane,to start traveling,{},{},to land eventually,to deplane,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds on for dear life,PersonX lets go.,{},no,{},{},{},{},149.215,yes,hold something,decide to let go,{},{},grab something else,get rid of the item,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds on for dear life,PersonX lets go.,{},no,{},{},{},{},24.186,yes,to hold on,,{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes from zero to hero,PersonX goes from hero to zero,{},yes,offer forgiveness,find a new hero,{},{},32.768,yes,be a hero,make a mistake,{},{},make amends,apologize,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes from zero to hero,PersonX goes from hero to zero,{},no,{},{},{},{},13.904,no,{},{},{},{},regain their glory,gain fame,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets milk,PersonX realizes the store ran out of milk,{},no,{},{},{},{},122.18,yes,to go to the store,to grab a shopping cart,{},{},to go to another store to buy milk,to borrow milk from the neighbor,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets milk,PersonX realizes the store ran out of milk,{},no,{},{},{},{},27.91,yes,to look for the milk,to realize they are out of milk,{},{},to leave the store,to feel frustrated,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking on the beach,personx is laying on the beach,{},no,{},{},{},{},33.075,yes,travel to beach,find open spot to lie down on,{},{},turn on side to avoid numbness,go home,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking on the beach,personx is laying on the beach,{},no,{},{},{},{},20.642,yes,to travel to the beach,to set out a towel,{},{},to relax,to get a tan,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds PersonY in place,Personx lets persony go,{},yes,enjoy the outing,thank personX,{},{},38.794,yes,be aware personY might go somewhere,contemplate whether to let them go,{},{},be thanked,keep an eye out for persony,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds PersonY in place,Personx lets persony go,{},no,{},{},{},{},13.205,no,{},{},{},{},,,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes from zero to hero,PersonX does not live up to expectations,,no,{},{},{},{},41.727,yes,plan to live,expectation a lot,{},{},making happy for all,meet some popular mates,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes from zero to hero,PersonX does not live up to expectations,{},no,{},{},{},{},152.144,no,{},{},{},{},to increase the quality,to be fit,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets more exercise,PersonX becomes lazy.,no,no,{},{},{},{},105.999,yes,to eat lot,to be at home,{},{},to workout,to become active,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX gets more exercise,PersonX becomes lazy.,{},no,{},{},{},{},46.077,yes,has been jobless,have nothing to do,{},{},get a job,keep staying at home and lazy,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking to the store,PersonX isn't walking to the store,no,no,{},{},{},{},181.306,yes,to be lazy,to buy coffee,{},{},to work hard,to save more money,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking to the store,PersonX isn't walking to the store,{},no,{},{},{},{},134.37,no,{},{},{},{},to be more safe,to take rest,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes golfing,PersonX stays home and watches tv,no,no,{},{},{},{},63.387,yes,to be lazy,to cook some food,{},{},to work out,to clean the bike,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes golfing,PersonX stays home and watches tv,{},no,{},{},{},{},130.173,no,{},{},{},{},to take rest,to enjoy sports,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds PersonY in place,Person X does not want to help Person Y.,{},no,{},{},{},{},52.566,no,{},{},{},{},selfish,lonely,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds PersonY in place,Person X does not want to help Person Y.,{},no,{},{},{},{},161.239,no,{},{},{},{},to be arrogant,to be violent,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes golfing,PersonX stays indoors,{},no,{},{},{},{},24.889,yes,go indoors,decide to stay,{},{},avoid the elements,invite someone over,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes golfing,PersonX stays indoors,{},no,{},{},{},{},30.568,no,{},{},{},{},to be alone,to practice social distancing,to avoid sunburn,{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking to the store,PersonX is driving to the store,{},no,{},{},{},{},26.626,no,{},{},{},{},stop and put some gas in their car,to check and see if they brought the grocery list,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is walking to the store,PersonX is driving to the store,{},no,{},{},{},{},33.752,yes,to grab the keys to her/his car,to get inside the car,to turn the car on,{},to get out of the car,to get inside the store,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds PersonY place,PersonX loses PersonY place,{},yes,to yell at PersonX for losing their place,to put their items back,to leave the store,{},165.838,yes,to leave the line,go to the bathroom,{},{},to apologize to PersonY,to get back in line,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds PersonY place,PersonX loses PersonY place,{},yes,accept an apology,get their place back,{},{},25.468,yes,hold the place,get distracted,{},{},apologize,help get the place back,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes in PersonX ear and out the other,PersonX goes in PersonX nose and out the other,{},no,{},{},{},{},20.212,no,{},{},{},{},blow their nose,clear their sinuses,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes in PersonX ear and out the other,PersonX goes in PersonX nose and out the other,{},no,{},{},{},{},87.432,no,{},{},{},{},go to party,vehicle,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is watching a scary movie,PersonX is watching a funny movie,{},no,{},{},{},{},98.114,yes,to find a movie,to play the movie,{},{},to put the movie back,to recommend the movie to others,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is watching a scary movie,PersonX is watching a funny movie,{},no,{},{},{},{},32.567,yes,to turn on the tv,to put the movie on,{},{},to turn off the tv,to go do something else,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds PersonY place,PersonY holds PersonX's place,{},no,{},{},{},{},37.513,no,{},{},{},{},to be higher,to be a head,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds PersonY place,PersonY holds PersonX's place,{},yes,to use the toilet,to beat the crowds,{},{},106.403,no,{},{},{},{},to save a place in line,go black friday shopping,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes in PersonX ear and out the other,PersonX pays good attnetion.,{},no,{},{},{},{},29.477,no,{},{},{},{},to learn more,to be more attentive,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes in PersonX ear and out the other,PersonX pays good attnetion.,{},no,{},{},{},{},104.762,no,{},{},{},{},to be good,to be fit,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is watching a scary movie,PersonX is watching a comedy movie.,no,no,{},{},{},{},121.94,yes,to relax,to plan to watch a movie,{},{},to laugh,to enjoy the movie,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX is watching a scary movie,PersonX is watching a comedy movie.,{},no,{},{},{},{},51.43,no,{},{},{},{},to laugh,to feel happy,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds PersonY's attention,PersonX bores PersonY,{},no,{},{},{},{},139.891,no,{},{},{},{},to take rest,to be alone,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds PersonY's attention,PersonX bores PersonY,{},yes,find something to do,find someone else to hang out with,{},{},37.389,yes,be around personY,be unexciting,{},{},be more fun,find entertainment,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes on with PersonX's work,PersonX goes on with PersonY's work,{},no,{},{},{},{},20.12,no,{},{},{},{},To work,To keep up,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes on with PersonX's work,PersonX goes on with PersonY's work,{},yes,share their work with personX,talk to personX,{},{},81.192,yes,know personY,know about their work,{},{},continue with personY's work,talk to personY,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes on with PersonX's work,PersonX returns home.,{},no,{},{},{},{},71.418,no,{},{},{},{},to eat,to sleep,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX goes on with PersonX's work,PersonX returns home.,{},no,{},{},{},{},39.53,yes,been at work,very tired,{},{},make a meal,shower and sleep,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds PersonY's attention,PersonX loses PersonY's attention,{},yes,to ignore PersonX,to avoid PersonX,{},{},46.281,no,{},{},{},{},to contact PersonY,to find out why PersonY feels this way,{},{},,
Describe People's Previous/Next Actions Based on a Given Event,Describe the previous/next actions people take given an event,annotation,PersonX holds PersonY's attention,PersonX loses PersonY's attention,{},yes,to leave personx,to go back home,{},{},40.892,yes,to do something bad,to make persony lose interest,{},{},to regain persony interest,to spend more time with persony,{},{},,
