Title,Description,Keywords,sent,numquestions,q1text,q1option1,q1option2,q1option3,q1option4,q1option5,q2text,q2option1,q2option2,q2option3,q2option4,q2option5,q3text,q3option1,q3option2,q3option3,q3option4,q3option5,q4text,q4option1,q4option2,q4option3,q4option4,q4option5,q5text,q5option1,q5option2,q5option3,q5option4,q5option5,q6text,q6option1,q6option2,q6option3,q6option4,q6option5,q7text,q7option1,q7option2,q7option3,q7option4,q7option5
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Disgusted by the arrangement , Trippy leaves home to fight in the Lafayette Escadrille in World War I. Job loves Fanny , but she all but ignores him .",7,"Did ""Job"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Job"" is done ""loving""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Job""'s act of ""loving"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Job"" make a concious choice to ""love""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""loving"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""Fanny"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""Fanny"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Hypnotists observed second personalities emerging during hypnosis and wondered how two minds could coexist .,7,"Did ""Hypnotists"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Hypnotists"" is done ""wondering""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Hypnotists""'s act of ""wondering"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Hypnotists"" make a concious choice to ""wonder""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""wondering"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""Hypnotists"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""Hypnotists"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","There is no record of him in any official database , and even his closest associates do not recognize or remember him .",7,"Did ""his closest associates"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""his closest associates"" is done ""remembering""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""his closest associates""'s act of ""remembering"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""his closest associates"" make a concious choice to ""remember""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""remembering"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""him"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""him"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","The short 100-day growing season limits the crops that can be grown , but the long sunny summer days make for productive growing seasons .",5,"Did ""the long sunny summer days"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""the long sunny summer days"" is done ""making""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""the long sunny summer days""'s act of ""making"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""the long sunny summer days"" make a concious choice to ""make""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""making"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","The French hoped to raise 9,000 troops , but the army was not ready in time to relieve Harfleur .",7,"Did ""The French"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""The French"" is done ""hoping""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""The French""'s act of ""hoping"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""The French"" make a concious choice to ""hope""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""hoping"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""to raise 9,000 troops"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""to raise 9,000 troops"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Kay is an avid and skilled musician who plays keyboard instruments and guitar .,7,"Did ""Kay"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Kay"" is done ""playing""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Kay""'s act of ""playing"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Kay"" make a concious choice to ""play""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""playing"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""keyboard instruments and guitar"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""keyboard instruments and guitar"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Other , unnamed shades such as honey yellow are also known .",3,"From reading the sentence, how certain are you that ""knowing"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""unnamed shades"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""unnamed shades"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,,,,,,,,,,,,,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","This causes the animals to turn against the wooden people ; even their pots and querns rebel , and crush the peoples ' faces .",5,"Did ""This"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""This"" is done ""turning""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""This""'s act of ""turning"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""This"" make a concious choice to ""turn""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""turning"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Faravahar floats above , giving his blessing to the king .",7,"Did ""Faravahar"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Faravahar"" is done ""giving""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Faravahar""'s act of ""giving"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Faravahar"" make a concious choice to ""give""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""giving"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""his blessing"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""his blessing"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","During this time , Gracen says she had a one-night stand with future President Bill Clinton .",7,"Did ""Gracen"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Gracen"" is done ""saying""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Gracen""'s act of ""saying"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Gracen"" make a concious choice to ""say""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""saying"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""President Bill Clinton"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""President Bill Clinton"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Air passes are obtainable for multiple flights , when buying an international ticket .",3,"From reading the sentence, how certain are you that ""buying"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""an international ticket"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""an international ticket"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,,,,,,,,,,,,,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Hoping to contain Germany , the United Kingdom , France and Italy formed the Stresa Front .",7,"Did ""the United Kingdom , France and Italy"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""the United Kingdom , France and Italy"" is done ""hoping""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""the United Kingdom , France and Italy""'s act of ""hoping"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""the United Kingdom , France and Italy"" make a concious choice to ""hope""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""hoping"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""the United Kingdom , France and Italy"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""the United Kingdom , France and Italy"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","The war , and especially this victory , made Jackson a national hero .",7,"Did ""The war"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""The war"" is done ""making""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""The war""'s act of ""making"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""The war"" make a concious choice to ""make""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""making"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""Jackson"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""Jackson"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","The introduction of holes reduces the needed volume of clay through the whole process , with the consequent reduction in cost .",3,"From reading the sentence, how certain are you that ""needing"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""volume of clay"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""volume of clay"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,,,,,,,,,,,,,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","A parliament was created , which mostly sat in Drogheda , until the Tudors took greater interest in Irish affairs from 1485 and moved it back to Dublin .",7,"Did ""A parliament"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""A parliament"" is done ""sitting""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""A parliament""'s act of ""sitting"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""A parliament"" make a concious choice to ""sit""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""sitting"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""A parliament"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""A parliament"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Most countries require you to buy some , but not all , of these coverages .",7,"Did ""you"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""you"" is done ""buying""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""you""'s act of ""buying"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""you"" make a concious choice to ""buy""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""buying"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""some , but not all , of these coverages"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""some , but not all , of these coverages"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Churchill was calm and focused , hoping to promote his Mediterranean plan .",7,"Did ""Churchill"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Churchill"" is done ""hoping""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Churchill""'s act of ""hoping"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Churchill"" make a concious choice to ""hope""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""hoping"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""Churchill"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""Churchill"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",Abraham worries over how much he has changed .,7,"Did ""Abraham"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Abraham"" is done ""worrying""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Abraham""'s act of ""worrying"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Abraham"" make a concious choice to ""worry""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""worrying"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""Abraham"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""Abraham"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia",One way to measure advertising effectiveness is known as Ad Tracking .,3,"From reading the sentence, how certain are you that ""knowing"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,"How much did ""One way to measure advertising effectiveness"" benefit?",The action didn't affect it,It probably wasn't benefited by the action,It might have benefited from the action,It benefited from the action,It greatly benefited from the action,"How much was ""One way to measure advertising effectiveness"" harmed?",The action didn't affect it at all,It probably wasn't harmed by the action,It might have been harmed by the action,It was harmed by the action,It was greatly harmed by the action,,,,,,,,,,,,,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","But since the two rarely come together , anyone compelled to choose will find greater security in being feared than in being loved .",1,"From reading the sentence, how certain are you that ""loving"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","Xerxes waited 4 days to attack , hoping the Greeks would disperse .",5,"Did ""Xerxes"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""Xerxes"" is done ""waiting""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""Xerxes""'s act of ""waiting"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""Xerxes"" make a concious choice to ""wait""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""waiting"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,,,,,,,,,,,,
Read a Wikipedia sentence and answer questions,You will be shown a sentence from English Wikipedia and asked to answer a few multiple choice questions about the nature of the action being described by the sentence.,"english, sentence, analysis, wikipedia","When a dog is first taught to sit , it is given a biscuit .",5,"Did ""a dog"" move?",It definitely did not move,It probably did not move,I'm not sure whether it moved,It probably moved,It definitely moved,"After reading this sentence, do you know that ""a dog"" is done ""sitting""?","The action can, by definition, either never stop nor start or can never happen",The action is definitely still going on,The action is probably still going on,The action has probably been completed,The action has definitely been completed,"If you were to film ""a dog""'s act of ""sitting"" in its entirety, how long would the movie be?",This does not refer to a specific event at all; it is describing something,"A long time, and there is no way of telling how long from the context","Almost always more than a minute, but I could give a good range of times (e.g. about an hour, one week, etc.)",Almost always less than a minute,Almost always less than a second,"Did ""a dog"" make a concious choice to ""sit""?",It is something that cannot make concious decisions,It can make concious decisions but it definitely did not in this case,It can make concious decisions but probably did not in this case,It can make concious decisions and probably did in this case,It can and definitely did made a concious decision,"From reading the sentence, how certain are you that ""sitting"" happened?",It definitely didn't happen,It probably didn't happen,There is equal chance that it happened or not,It probably happened,It definitely happened,,,,,,,,,,,,
