Title,Description,Keywords,context,doc_id
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","It was definitely worth the stop , but if i was driving across the US and did n't care about the sears tower , I 'd head south and miss chicago altogether . Links to Sears Tower Pics Illinois and Wisconsin Just driving through them the vistas did improve as we went . We saw lots of farm lands and low rolling hills . At about mile marker 40 on I-90 West , we started seeing alot more hills and some neat rock structures .",Blog_742091
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I felt that their exploits or problems were incredibly repetitive ( she kept making the same mistakes over and over , and she never learned ! Argh ! ) and I could n't care less about their adventures or their close brushes with the rich and famous . It was n't until I finished the book , and started digging around the web for information on Katherine Taylor , when I realized the real purpose of the book : the characters were supposed to be this way . The story was supposed to be this way : repetitive , banal , stupid .",Blog_271207
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",I went down to visit my dad on the Kyle XY set last night . They were doing a night shoot so he was going to be there til about 7 am . It was actually pretty cool . I 've kind of lost a lot of my ' ooh movies ! ',Blog_179765
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","They put me on an anti - biotic ( do n't know if that really helped other than to make me have bowel issues - the one part of me that was n't sick at that point ) . Anyway , I had not left my apartment ( other than the doc ) for 4 days . It would have been great to have 4 days off , except that I could n't even gather the strength to read a magazine until Sunday . I am back at work until noon today since that is all I can handle .",Blog_242013
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I thought . Linda , our professor , had written about the cascade , so I did n't want to do the same , that would not be original enough . I liked being original . As I looked around , still spinning like a small child discovering a place for the first time , I spotted my place , and stopped .",Blog_1419840
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","He said he would be coming by a little bit after five today , so I stuck around until six , waiting for his call . Finally , I called back at seven to ask what was going on , and he told me that his friend with the truck flaked , and he would n't be able to come get it . Several more hours of fruitless waiting . I would really have preferred to spent all of today watching movies .",Blog_1005429
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","We sailed into port a few days later , the pair of lost souls remaining in their spots this time . We attracted little attention as we glided up to the dock and tied up . The port master came by for a cursory visit and soon we were left to our own devices . I had Otis and Edmund organize the cargo I wanted to offload and took LaVey with me to scout around and see where we could get the best prices and and trades . LaVey proved to be remarkable adept at choosing potential partners and soon we had a fairly lengthy list of possible patrons we could deal with .",Blog_814963
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","My hips jerk under him , when he takes me in his mouth . Crying out , I buck beneath him as he took in my whole length . I raise my knees , bringing my heels up to rest on the bed , spreading my thighs open more . I move my pelvic as Yunho sucked hard .",Blog_1599988
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","That was at least something , was n't it ? "" I - I will scream at you , as much as you like me to . So much that you would prefer you 'd have never said this at all .",Blog_1374211
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Well today sucked . We had one of those fun meetings at work that is marked mandatory , yet no one knows what it is about and people have to fly in from all over . Yes , the majority of the people in my company lost their jobs .",Blog_1423484
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","You 've learned you 'd never leave and cause this kind of pain . I hope you have learned some things you would like to do again as well . Because there is love , there is no regret .",Blog_652624
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I 'm back in Chicago now , rather unexpectedly I might add . The original travel plans included another short little stint in Houston with my family , but Ike threw a big , windy wrench into those plans . The Boy and I arrived safely yesterday afternoon . I did n't really realize how much I missed being home until I stepped across the threshold and felt my stress level drop about sixty stories ; it was very , very nice .",Blog_1405320
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",Nokia also announced that its new tablet will incorporate 3 G HSDPA connectivity ( what happened to WiMAX ? ) . So what will this new Internet tablet powerhouse look like ? We do n't know as Nokia failed to produce a device . What ? !,Blog_345001
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","In plus to geologic process a pink physical object or squirting in one of the races to raise money for the Susan G. Invest in a good lint brush as your consumer goods will be spattered in pug hair also ( a minor discomfort for those of us who love our pugs ) . My action gives them power over me . Some very mutual side event permit Joints are swollen , soft and warm Joint rousing often occuring in the wrist and digit fitness home product nearest to the hand Joint burning moving other areas such as neck , arkansas department of health elbows , hips , knees , ankles an .",Blog_629532
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Yes , 30 Secs to Mars is horrible . Thing is , they 've been hounding me for weeks , maybe months ; I 'm just not in the mood . Damn , I never am . I slept eight hours and woke up dead tired , now I 'm awake and in the mood for nothing ( but I 'm at work , so why should I be in the mood for anything ? I tell you , we 're a people of lazy bums !",Blog_960749
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I do n't know why , but I did n't really dive into SL a year and a half ago . Guess I was trying to catch up on all the other Web 2.0 tools I 'd missed out on and felt a bit overwhelmed . Well , today I just finished my orientation for the conference coming up on August 4th , and I felt good about expanding my borders a bit .",Blog_1008598
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","But still I sit here alone as you lie to yourself and everyone else . I wince at the thought of you ignoring my existence , as you fall into this emotion of slow motion resistance . Erasing memories of I found forever in your kiss , I never found a feeling such as this , I did n't know an actual embrace really exists until this . These are her words , so you can imagine I need healing , cause these feelings , made me feel like I could touch the ceiling , But after revealing that I was n't the one she was feeling Because it was wrong to be her and her .",Blog_474092
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Also , as he turned on his car radio after one dismal yard / garage sale .... he had some 80 's music playing . I made the comment about how I was sorta surprised he did nt have some Falco playing ( as I know the man loves the music styling of Falco , the pop German singer of the 1980 's ) . Buddha whipped the car over to the side , stopping it ... before reaching back for his CD case . Sure enough , to prove me wrong ... he popped in a Falco CD and cranked it .",Blog_785737
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I think the subtitle they chose for the movie was a bad one . I just came out of it , and I ca n't for the life of me remember what it was . It was to me "" That New Indy Film "" . Was there some sort of problem with using "" ... and the Lost City of El Dorado "" ? .",Blog_152674
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Whew ! my life is slowly returning to normal - or at least normal for my new life folic acid man epilepsy albuterol inhaler with spacer flagyl suspension zoloft alcohol lexapro . Connected to facebook july th , a whole raft of social herbal phentermine ultra inexpensive viagra seizure valium zoloft short term use acetaminophen allergies effects of alcohol on .",Blog_1272988
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Last Tuesday when I few into Minneapolis , we had a bit of delay . Here 's why : We had to circle the airport for about 45 minutes due to these thunderstorms . They were n't letting anyone land . We got lucky , though .",Blog_1591958
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Things are getting better . Though today we 've had alot of rain , I had loads of fun hanging out with Kristen . She and her friend Steve who is pretty cool were my company today . We went bowling . Not the duckpin kind the other .",Blog_1270753
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Someone was building an army or the worse ruffians , villains and knaves that were available , and this person was organizing them to be at a certain place at a certain time . There were two options here . If I could pull it off , it could turn into the largest massacre of criminals the world had ever had the pleasure of seeing , or it could turn into an attack on Middle Earth . If what I thought was right , Melkor was planning to take this army of his , with as many men , women , and children as he could find , arm them , and send them into Middle Earth to have them take over the world .",Blog_786492
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I continue the "" get away from me "" pleads , and he touches my hair again ! I really start to panic because it was just my sister and i and no one on the street seemed to notice or intervene . When i finally got him to back off he fucking threw his cigarette at my head ! ! At that point i was sprinting towards thrift town when my sister and i spotted a bike cop .",Blog_231013
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","It was a mullet . I checked with one of the life guards - who had been hit himself once , long ago - and he assured me that it was indeed a mullet . Then for a brief moment I wished I was a redneck who had a mullet haircut .",Blog_1066557
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I 'm sorry , but I 'm on the Slow Food movement , and I do n't think I 'm jumping the train anytime soon . Last night I was reading "" An Insider 's Guide to Jailhouse Cuisine "" by Sean Rowe in the new Oxford American - he was writing in comparison of the food in different jails . Describing the food in one jail ( catered by a large corporation that I wo n't mention ) made me gag . Moldy orange juice and spoiled milk - totally disgusting fare .",Blog_64033
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",So I rescued a baby kitten today which I found in the parking lot of HEB . It was a baby deer yesterday . I should just quit my job and start working at a zoo ... Said baby kitty climbed up the inside of my car but luckily climbed out again ... I did n't know how I was going to get it out .,Blog_1215763
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","This is what I always drew when I was a kid , a room with all the shit you needed right there in it . So I 've got some sweet posters and a few other decorations , and it 's really become pretty awesome . Structurally finished my fourth garage band song today , and now I set to work on a fifth . Oi , this is a tiring process , but I 'll be very satisfied when it 's finished , I hope . I called to try and find some way to make peace with my friend .",Blog_1322924
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Made it into the Top 1000 after yesterday and problems remain interesting . Couple of ones lately I found interesting were # 79 with just how easy it was - did in less than 5 minutes by hand and # 58 . On this one , it first took me a while to realize the magnitude of the numbers one is dealing with before one gets to the result . Realizing this , I had to shift my approach but I did n't want to individually test for primality an insane number of numbers ( mostly for primes I have just been reading in a list of them from a file but it only goes up to like 20 million and here one needs to go way beyond that ) .",Blog_245924
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","This past week had its ups and downs . Certain people in my physics class continue to be a thorn in my side , but I have tried to learn to just ignore them sleeping and talking in class - and threatening them with detention also seems to work quite well . Other classes continue to go well , and my Chinese studies are being helped by communicating with local friends as much as possible in Chinese rather than in English . The weather here in Shanghai continues to be fabulous - it 's been a beautiful fall thus far , with lots of sunshine and temperatures in the low to mid 20s .",Blog_447224
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",I stepped outside for a smoke and there was a little squirrel outside my door . He took off behind the column as soon as he saw me and I thought he ran into the bushes of my neighbors house . I happened to glance up and see his cute little furry face watching me from around the corner . I snapped a quick shot of him and thought I would share .,Blog_1420670
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","A new day , a new year . Surprisingly , only the most transient of hangovers . I was woken before 7 by the South African getting up to go to the airport . Feeling anomalously energetic , I rolled out of bed .",Blog_778090
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","She sat up and sighed , knowing that this would be a difficult morning . She made her way downstairs , not bothering to change , and found a perfectly put together Miranda pouring searing coffee into two mugs . "" Good morning Andrea . How do you take your coffee ? """,Blog_735394
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Since four out of five of people have back pain , often lower back pain , sometime in their life , we should know what causes it and how to avoid it . Causes Of Lower Back Pain As we get older , our bodies tend to lose their muscle elasticity and tone , as well as bone strength . The discs in our spine lose fluid and flexibility , and they ca n't cushion the vertebrae as well anymore .",Blog_492422
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I have 3 wires wire 1 is my light , wire 2 is 12v to power the light and wire 3 is another 12v to power the light but in pulses . So I m thinking i would wire # 2 on # 1 then something that will block power to come back through to wire # 2 , then wire # 3 . So when i activate wire # 2 lite comes on , then when i activate wire # 3 it overrides wire # 2 and does the pulse . There are 2 lights and when i wired it up and activated wire # 3 it made both lights pulse and that is my problem i do nt want the current to go back through wire # 2 to the other light .",Blog_1246882
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",She did and agreed - sounded like asthma . Matt has had a milder cough for about the same time period . His cough is less dry and wheezy and he 's been congested . I thought it was a summer cold .,Blog_717274
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Sometimes when I thought The other man was giving off a signal for less , he would get more instead , In my world , a man like that is very , very rare , For not only did he have great skill with his implements , but he also had the heart behind the skill . He understood a magic that , to my eyes , ears and heart , was rare , Now it is true that I am a greedy man , and I wanted nothing more than to be beaten by this man too ! , But he was older , It was a long day for him and he had just expelled a great deal of energy on his feathered friend , But nonetheless he was willing , eager even , to have go at me .",Blog_1258334
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I have lots of clothing . I have skirts , and shirts , and jackets . Most of them , stuff that my mother has bought in hopes of persuading me to become more feminine . Some of them just do n't fit me , things I have bought over the years to inspire myself to lose weight .",Blog_912723
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","They gave me some ativan before the procedure , and some mild sedation during ... and honestly , if I could be sedated EVERY time the put a PICC in , oh man , that 'd be awesome . HOWEVER , I realized why they did n't want me to eat later after coming too , because I felt nauseous sitting up for the x - rays , and later after sleeping off the rest of the sedative , puked pretty hard core after taking my evening pills with some ginger ale . I did n't end up eating anything at all until 10 pm , when I finally ate my dinner that had been sitting there since they brought it . ( It was just a salad , nothing too heavy ) .",Blog_182349
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Seems some punks tried to start the school on fire , while we were in it : Desktop also knows nothing about networking . John and I went to each of the 40 schools in the district to check network activity and make sure everything was running smooth . We ran into this : One of the middle schools had some extremely creepy art work : And the last team did n't know how to run raceway either : John broke the master key on accident . And we found a padded cell in one of the school portables . I 'm not exactly sure what is going on , but its probably not legal : We found a monsterous spider .",Blog_120476
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","All of my jeans have holes in ... well , the holes are n't in very good places . The soles of my sneakers are also peeling off , so I think it 's time they were replaced . Jeans and shoes are the only pieces of clothing I ca n't afford on my own , so at least I can stock up now . I shall have to go scour the little girls ' department at Old Navy -- um , Chris Hansen , do n't take that the wrong way .",Blog_896726
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Outtakes and various other sundries ... With Venus squaring Pluto some are finding themselves in relationship triangles . This does not mean it 's nasty , for example the soldier , his son and I are triangulated at the moment with good result . However some of you are not faring as well so take this lesson from my gal , Betty if you need too . And keep in mind the other entity is not necessarily another woman .",Blog_163207
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",I did not get up this morning and head directly to my scraproom which by the way looks like a bomb went off in it . Instead I took a ride to the barn to give my Lizzy a nice cool bath . I have to say that I really miss her and I have n't ridden her since Memorial Day weekend . She looks great .,Blog_703333
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","What remained was a bit of national pride because the coach of the Russian team was also Dutch . He had said : if they call me a traitor , that 's fine with me , and I hope I 'll be an excellent traitor . Was I disappointed ? No .",Blog_40914
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","A word about the Proctor ? Mr . Zia was an extremely nice guy . Not very helpful in my particular case though J I bugged him throughout for the same question and he told me that I was over thinking the issue . To be fair , I was asking him the question in format of "" Is it A or B ? "" and he could n't give away the answer J But later I rephrased the question and he did his best to eliminate my confusion .",Blog_1452720
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Mars mission is a swindle , the Earth is flat and the Moon is made of cheese . The scientists carefully provided rational and easily understandable evidence , but psyche tends to remain adamant . One is convinced that the Earth is flat as the very Constitution warrants the right to one 's faith . FEUDALISM VS DEMOCRACY Absurdly , it is democracy that affords the right to believe in a lie , thus promoting the devil .",Blog_161361
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Well I finished playing this update today after a minor break , and boy was it exciting . You probably wo n't understand the excitement until the end , and no Efrain still has n't been abducted ! But I am NOT giving up ! I refuse to be a quitter .",Blog_1326229
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","A couple of days ago , some of you may remember , I wrote about an eBay buyer in California who purchased two Rhodesian T - shirts from me via the Buy It Now function . Well , that saga continues . You see , I had listed two rare , and reasonably sized ( Medium ) Rhodesian military T - shirts on eBay , with a Buy It Now price of $ 40 and $ 80 , respectively , which is more than reasonable for what these two T - shirts are . All of my auction listings consist of two parts : the top part of the listing contains the item description , as detailed as it can be , and the bottom part of the listing consists of the auction terms .",Blog_404196
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",Last week I bumped into a male friend that I had n't seen for a long time during a night out with my girl friends . We greeted each other with a massive hug and ended up in each others company for the rest of the evening catching up . Our friends went home and we were left with each other and he walked me home and left me with a kiss on the lips which took me by surprise .,Blog_1220928
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning",Haha . Then tonight me and Steph drove up to Canal Winchester to meet Sarah at the Chase Bank . She was handing out cookies and hot chocolate so we thought we 'd visit her . Later we went up to Easton to see The Bodies Exhibition .,Blog_219488
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Layers of reality . I wake up only to find it 's not my reality , just another layer peeled away from the infinite layers . This one took all day to write up . I know I forgot a few things .",Blog_402951
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","During a recent trip to London , our photo squad hooked up with creamy - skinned British babe Emily Cartwright . Emily took the train to meet us ( we love Great Britain ; everyone can rides the trains anywhere ) and spent some quality time taking out her big Limey tits . She also got to meet Lorna Morgan , a role model for many British girls .",Blog_745357
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","I have a friend who maintains that I have extra - ordinary curiosity and she dislikes the way I stop and gaze at something that has caught my fancy . I must admit sometimes I get carried away especially with planes and I once landed into a ditch because an aircraft that was passing quite low near my university in London , looked good to my eyes ! I like jets and I 'm already dreaming of travelling in the colossal Airbus A380 ! !",Blog_339042
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","The back garden is a little wildlife fun park . For years we 've had rabbits , toads , voles , birds and the odd raccoon living in or passing through our garden . Letting them out I heard him tear off after something .",Blog_1530959
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","He urgently needs one in any case . ( New arrivals to my lj - the dickhead who bought the subbasement flat turned it into a hostel with no planning permission , no fire safety kit , blah blah . The council are still ruling on his retrospective application for planning ( ie 3rd floor neighours dobbed him in ) , he continually puts hostel rubbish out for domestic collection , and puts it out the night before so the gulls rip it to shreds - he had stopped but he has started again now - and just had broken every goddamn rule in the book and has absolutely no interest in the fact that , for example , we do not WANT his guests trespassing on our property , but refuses to do anything about it . So yes , he deserves a bollocking .",Blog_1491035
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","There is nothing more enjoyable on a hot July Tuesday , then kayaking around a large pond . Ms. Thang and I rented a 2 person kayak ( the men - folk rented a canoe ) , and we paddled around the pond at great speeds . We had a good rhythm going and enjoyed ourselves immensely .",Blog_1117680
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","You 're always being watched . Makes it kind of hard if you need to stop when Mother Nature calls . And if you think that 's embarrassing , try explaining that you have to take a leak to the security guys in the Land Cruiser . Finally I just did charades for # 1 and he understood in about 2 seconds .",Blog_659002
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","For any of you who have n't seen it , give it a try . I 'm tired and mentally exhausted . My tonsils are still swollen and I wo n't have the money to get them looked at until Friday .",Blog_678572
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Why do you have to make everything so difficult ? "" "" Because you said you did n't ever want to see me again ! "" The volume of their conversation was approaching the level of a shouting match . OK ?",Blog_1368686
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Meh . Then upon arguing further with my mother she told me , apparently in all seriousness , that with an attitude like that we could n't stay together and I would have to leave anyway next week , to hell with the benefit . I stormed off to Cambridge feeling very upset .",Blog_1547037
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Started radiation last tuesday , I do n't feel a thing when the treatments happening , and it only lasts about 15 minutes . They tell me that in the next few weeks , I 'm gon na get super duper sick , and lose my hair . awesome .",Blog_1283482
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Two months ago he posted that he was narrowing the scope of sketches at conventions , as well as no longer taking commissions . Bummer ! But he was doing ink - shaded half character sketches for $ 50 at the convention , plus had ten spots for ink - shaded full character commissions to be picked up at the convention .",Blog_147286
Collect questions and answers related to a given context and common sense,"Given a short text, annotators need to craft possible questions and answers. The questions should be related to the given context, and the answers can be answered according to the context and commonsense knowledge","question answering, commonsense, reasoning","Haiti - Haiti is in the middle of its fourth month without a fully - functioning government . This follows the firing of Prime Minister Jacques - Edouard Alexis and his government in the wake of deadly food riots . While the government is sorting itself out , Haitians are paying dearly for it . Public transportation and gas prices have risen , as has unemployement . Revenues have fallen , and a tangled mess of red tape at the docks is delaying rations at the government ports . Some of the donated rations may never make it to the people they were intended for . A shipment of emergency food aid made it to Haiti , but Eva DeHart with For Haiti With Love says it vanished .",Blog_980225
