Title,Description,Keywords,QUESTION1,ANS1,SEN1,Answer.P1,Answer.P2,Answer.P3
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Where is energy stored in a chemical substance?,between atoms,Energy is stored in a chemical substance between atoms.,"In a chemical substance, energy is stored between atoms.","In a chemcial substance, between atom is where energy is stored.","Energy, in a chemical substance, is stored between atoms."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Where is energy stored in a chemical substance?,between atoms,Energy is stored in a chemical substance between atoms.,A chemical substance between atoms is where the energy is stored.,The energy i'ts stored in some chemical substance between atoms.,Some sort of chemical substance between atoms is where you will find that energy has been stored.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",What is another word for cellular drinking?,pinocytosis,Pinocytosis is another word for cellular drinking.,"Pinocytosis literally means cell drinking where the membrane surrounds a liquid, forms a pocket, then a vacuole.",Pinocytosis another word for cellular drinking is a form of endocytosis in which a cell takes in small amounts of extracellular fluid.,"Pinocytosis (“cellular drinking”), which involves the ingestion of fluid and solutes via small pinocytic vesicles"
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",What is another word for cellular drinking?,pinocytosis,Pinocytosis is another word for cellular drinking.,Cellular drinking is also called pinocytosis.,Pinocytosis means cellular drinking.,Cellular drinking is known as pinocytosis.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",What is another word for cellular drinking?,pinocytosis,Pinocytosis is another word for cellular drinking.,Another word for cellular drinking is pinocytosis.,"Another way to say ""cellular drinking"" is by saying pinocytosis.","Pinocytosis means ""cellular drinking."""
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",What disease is unpreventable in the type one form but may be prevented by diet if it is of the second type?,diabetes,Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"Type one is an unpreventable form of diabetes, but type two diabetes may be prevented by diet","Diet can prevent type two diabetes, but type one diabetes is not preventable",Type two diabetes can be prevented by diet but type one diabetes can not be prevented
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",What disease is unpreventable in the type one form but may be prevented by diet if it is of the second type?,diabetes,Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"Type one diabetes is not preventable, but type two diabetes may be preventable by diet.","Diet may prevent type two diabetes, while type one diabetes is unpreventable.","There are two forms of diabetes. The first form is unpreventable, but diet may prevent the second form."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",What disease is unpreventable in the type one form but may be prevented by diet if it is of the second type?,diabetes,Diabetes is unpreventable in the type one form but may be prevented by diet if it is of the second type.,"Diet can prevent diabetes in one type, but it is unpreventable in the second type.","A disease that is preventable through diet in one type, but not preventable in another type is diabetes.","Diabetes can be prevented by diet in one type, but is unpreventable in the second type."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",What causes the wheels of the car to turn?,turning driveshaft,The turning driveshaft causes the wheels of the car to turn.,The main part of the car causing the wheels to turn is the turning driveshaft.,"If you want the wheels of the car to turn, you'll need to use the turning driveshaft.","When the wheels of a car turn, that is due to the turning driveshaft."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",What causes the wheels of the car to turn?,turning driveshaft,The turning driveshaft causes the wheels of the car to turn.,The automobile wheels are rotated by the turning driveshaft mechanism.,The vehicle's wheels are turned by the functioning of the turning driveshaft mechanism.,Operation of the car's turning driveshaft allows the wheels to turn.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",What causes the wheels of the car to turn?,turning driveshaft,The turning driveshaft causes the wheels of the car to turn.,A car's wheels turn by a mechanism called the turning driveshaft.,The wheels of a car turn because of the turning driveshaft.,"Without a turning driveshaft, a car's wheels would not turn."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which activity is a good health habit?,exercising regularly,Exercising regularly is a good health habit.,A good health habit is regular exercise.,Regular exercise is a good health habit.,Exercising regularly is a habit good for one's health.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which activity is a good health habit?,exercising regularly,Exercising regularly is a good health habit.,"Several habits can be good for your health, including exercising regularly",One good health habit would be exercising regularly,A good health habit to pick up is exercising regularly
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which activity is a good health habit?,exercising regularly,Exercising regularly is a good health habit.,An exapmle of a good health habit would be to excercise regularly.,Excercising reglarly is a habit that promotes good health.,Promotion of good health can be exibited through excercising regularly.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which trait can children inherit from their parents?,brown eyes,Children can inherit brown eyes from their parents.,Brown eyes can be passed from parent to child.,A parent can pass brown eyes to a child.,Children can inherit brown eyes from their parents.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which trait can children inherit from their parents?,brown eyes,Children can inherit brown eyes from their parents.,Brown eyes is a trait that can be inherited by children's parents.,Parents can pass down the trait of brown eyes to their children,Children have a possibility of inheriting brown eyes from their parents.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which trait can children inherit from their parents?,brown eyes,Children can inherit brown eyes from their parents.,A trait children can inherit from their parents is brown eyes.,Brown eyes can be inheritied by children from their parents.,"Children can inherit traits from their parents, such as brown eyes."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which of the following characteristics will best prevent a tree from being blown over by high winds during a storm?,deep roots,Deep roots will best prevent a tree from being blown over by high winds during a storm.,"If a tree has a deep root system, it has a better chance of withstanding high winds during a storm.",High winds during storms can blow over trees.  Trees that have deep roots are less likely to be blown over.,Trees with shallow roots are more likely to be blown over in storms.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which of the following characteristics will best prevent a tree from being blown over by high winds during a storm?,deep roots,Deep roots will best prevent a tree from being blown over by high winds during a storm.,"In the heavy storm,deep roots prevent a tree from blown over",Deep tree roots will best protect from blown over during storm,In high winds of heavy storm can blown over but deep roots will give great prevention a tree
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which of the following characteristics will best prevent a tree from being blown over by high winds during a storm?,deep roots,Deep roots will best prevent a tree from being blown over by high winds during a storm.,Deep roots help a tree to stay upright during a storm.,A tree without deep roots may be blown over during a storm.,A storm may make a tree without deep roots blow over.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which of the following statements best describes sandy soils?,Sandy soils allow water to drain quickly.,This statement best describes sandy soils: sandy soils allow water to drain quickly.,The statement: sandy soils allow water to drain quickly best describes sand soils.,The description of sandy soils is that it allows water to drains quickly.,Water drains quickly at sandy soils is the best way to describe sandy soils.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which of the following statements best describes sandy soils?,Sandy soils allow water to drain quickly.,This statement best describes sandy soils: sandy soils allow water to drain quickly.,The statement that sandy soils allow water to drain quickly most aptly describes sandy soils.,"The following statement, sandy soils allow water to drain quickly, most accurately describes sandy soils.",Sandy soils are best described in this statement: sandy soils allow water to drain quickly.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which of the following statements best describes sandy soils?,Sandy soils allow water to drain quickly.,This statement best describes sandy soils: sandy soils allow water to drain quickly.,The best statement to describe sandy soils: sandy soils allow water to drain quickly.,Sandy soils allow water to drain quickly is the statement that best describes sandy soils.,The best descriptive statement for sandy soils is: sandy soils allow water to drain quickly.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Gravity is responsible for the,orbits of the planets around the Sun.,Gravity is responsible for the orbits of the planets around the sun.,The orbits of the planets around the sun is a result of gravity.,Gravity is why the planets orbit around the sun.,The responsible party for planets orbiting around the sun is gravity.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Gravity is responsible for the,orbits of the planets around the Sun.,Gravity is responsible for the orbits of the planets around the sun.,Gravity causes the planets to orbit around the Sun.,The planets orbit around the sun because of gravity.,The gravitational pull of the Sun is what causes the planets to orbit around it.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Gravity is responsible for the,orbits of the planets around the Sun.,Gravity is responsible for the orbits of the planets around the sun.,The planets orbit around the sun due to gravity.,The sun's gravity is the reason that planets revolve around it.,Gravity emitted by the sun causes the planets to revolve around it.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which example best shows structures that make up the digestive system in the human body?,"esophagus, stomach, intestines","Esophagus, stomach, intestines are the structures that make up the digestive system in the human body.","The digestive system in the human body includes the esophagus, stomach, and intestines.","The human body's digestive system includes the esophagus, stomach, and intestines.","Structures of the esophagus, stomach, and intestines comprise the human digestive system."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which example best shows structures that make up the digestive system in the human body?,"esophagus, stomach, intestines","Esophagus, stomach, intestines are the structures that make up the digestive system in the human body.","The digestive system in the human body is made up of the following structures: the esophagus, the stomach and the intestines","In the human body, the esophagus, the stomach, and the intestines are the structures that make up the digestive system","Making up the digestive system of the human body are the strucutres of the esophagus, stomach, and the intestines"
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which example best shows structures that make up the digestive system in the human body?,"esophagus, stomach, intestines","Esophagus, stomach, intestines are the structures that make up the digestive system in the human body.","The structures of the human body that make up the digestive system are the esophagus, stomach and intestines.","The digestive system in the human body is composed of structures called the esophagus, stomach and intestines.","The esophagus, stomach, intestines are structures that best show the digestive system in the human body."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Moss is best classified as —,a nonvascular plant,Moss is best classified as a nonvascular plant.,"Moss, a nonvascular plant.",A nonvascular plant is called a moss.,Best classified as a nonvascular plant is the moss.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Moss is best classified as —,a nonvascular plant,Moss is best classified as a nonvascular plant.,Moss would be best classified as a nonvascular plant.,A nonvascular plant is the best category for moss.,To call it a nonvascular plan is best when assigning moss a category.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Moss is best classified as —,a nonvascular plant,Moss is best classified as a nonvascular plant.,A nonvascular plant is what moss is best classified as.,Moss is a plant best classified as a nonvascular plant.,Moss is best classified as a type of plant referred to as nonvascular.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",A definite shape and a definite volume are properties of which state of matter?,"solid, only","A definite shape and a definite volume are properties of the solid, only state(s) of matter.",A solid is the only state of matter in which the shape and volume are definite.,Solid is the only state of matter with which there are always a definite shape and definite volume.,"Liquids and gasses do not possess a definite shape and definite volume, only matter does"
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",A definite shape and a definite volume are properties of which state of matter?,"solid, only","A definite shape and a definite volume are properties of the solid, only state(s) of matter.",Definitives shapes and volumes are exclusively property of the solid state of matter.,The solid state of matter is whre you will only find a definitve shape and a definitive volume.,"If want to to find a definitive shape or volume, you will only find them in a solid state of matter."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",A definite shape and a definite volume are properties of which state of matter?,"solid, only","A definite shape and a definite volume are properties of the solid, only state(s) of matter.",A solid is the only state of matter that has a definite shape and volume.,The only state of matter that has a definite shape and volume is a solid.,"Two characteristics of a solid state of matter is: it has a definite shape, and a definite volume."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing","Seeds that remain inactive until the right conditions of light, water, and soil are present are called ___",dormant,"Seeds that remain inactive until the right conditions of light, water, and soil are present are called dormant","Dormant seeds remain inactive until the right conditions of light, water, and soil.","Even though the right conditions of light, water, and soil are active dormant seeds remain inactive.","Light, water, and soil are rightly present yet dormant seeds remain inactive."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing","Seeds that remain inactive until the right conditions of light, water, and soil are present are called ___",dormant,"Seeds that remain inactive until the right conditions of light, water, and soil are present are called dormant","Dormant seeds are seeds that remain inactive until the right conditions of light, water, and soil are present.","Inactive seeds, called dormant seeds, remain so until the right conditions of light, water, and soil are present.","Until the right conditions of light, water, and soil are met, seeds will remain inactive or dormant"
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing","Seeds that remain inactive until the right conditions of light, water, and soil are present are called ___",dormant,"Seeds that remain inactive until the right conditions of light, water, and soil are present are called dormant","Dormant seeds are seeds that are inactive until they have the right light, water, and soil conditions.","If a seed does not have the right conditions of light, water, and/or soil, it will become dormant.","Inactive seeds that are ""waiting"" for the right conditions (in terms of light, water, and soil), are called dormant."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Why is watering plants and grass in the early morning a way to conserve water?,Smaller amounts of water evaporate in the cool morning.,Watering plants and grass in the early morning is a way to conserve water because smaller amounts of water evaporate in the cool morning.,A great way to conserve water is to water plants and grass in the early mornings because smaller amounts of water evaporate during the cooler morning period.,"Since smaller amounts of water evaporate in the cool morning, it is a good idea to water plants and grass during the early morning for better water conservation.","In the cool morning, smaller amounts of water evaporate, which makes this time of a day ideal to water plants and grass in the early morning to conserve water."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Why is watering plants and grass in the early morning a way to conserve water?,Smaller amounts of water evaporate in the cool morning.,Watering plants and grass in the early morning is a way to conserve water because smaller amounts of water evaporate in the cool morning.,Choosing to water greenery early in the day helps conservation efforts by generating lesser amounts of water evaporation.,Using the AM hours to water plants and lawns assists the conservation effort by evaporating less water.,Plants are better off being watered in the morning as this results in less water evaporation.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Why is watering plants and grass in the early morning a way to conserve water?,Smaller amounts of water evaporate in the cool morning.,Watering plants and grass in the early morning is a way to conserve water because smaller amounts of water evaporate in the cool morning.,Smaller amount of water evaporate in the cool morning which is ideal for conerving water when watering plants.,"When watering plants and excersising conservation, watering plants and grass in the cool early morning results in smaller amounts of water evaporation.",Water evaporation happens in smaller amounts in the cool morning making it the ideal time to water plants and grass and conserve water.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which factor will cause a decrease in the force of attraction between two magnets?,increasing the distance between the two magnets,Increasing the distance between the two magnets will cause a decrease in the force of attraction between two magnets.,If you increase the distance between two magnets you will cause a decrease in the attraction between the two magnets.,You have two magnets and you want to decrease the attraction between the two then move them further apart or in other words increase the distance.,Simply increasing the distance between two magnets will decrease the attraction between them.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which factor will cause a decrease in the force of attraction between two magnets?,increasing the distance between the two magnets,Increasing the distance between the two magnets will cause a decrease in the force of attraction between two magnets.,The increasing distance between two magnets will decrease the force of attraction between them,Two magnets can have the force of attraction decreased by increasing the distance between the two magnets,A decrease on the force of attraction between two magnets can be caused by increasing the distance between the magnets
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which factor will cause a decrease in the force of attraction between two magnets?,increasing the distance between the two magnets,Increasing the distance between the two magnets will cause a decrease in the force of attraction between two magnets.,The force of attraction between two magnets is decreased as the distance between them increases.,"As two magnets get farther apart, the force of attraction between them decreases.","Several things can decrease the force of attraction between two magnets, including increasing the distance between them"
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which is a function of the cardiovascular system?,to transport gases throughout the body,One function of the cardiovascular system is to transport gases throughout the body.,The cardiovascular system's functions include the transport of gases throughout the body.,Transport of gases around the body is one function of the cardiovascular system.,"The cardiovascular system transports gases throughout the body, as well as other functions."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which is a function of the cardiovascular system?,to transport gases throughout the body,One function of the cardiovascular system is to transport gases throughout the body.,The cardiovascular system transports gases througout the body.,"In the body, the cardiovascular serves to transport gases.",Gases transport via the cardiovascular system.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which is a function of the cardiovascular system?,to transport gases throughout the body,One function of the cardiovascular system is to transport gases throughout the body.,"The cardiovascular system, among other things, transports gasses throughout the body.",Gasses are transported through the body by the cardiovascular system.,The transport of gasses throughout the body is one of the functions of the cardiovascular system.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which two processes are common to all living things?,using nutrients and growing,Using nutrients and growing are common to all living things.,Using nutrients and growing are two processes common to all living things.,"The two processes common to all living things are, using nutrients and growing.","A pair of processes common to all living things are, using nutrients and growing."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which two processes are common to all living things?,using nutrients and growing,Using nutrients and growing are common to all living things.,All living things have two processes in common: using nutrients and growing.,"Two important characteristics of living things are that they all use nutrients, and they all grow.","All living things use nutrients, and all living things grow."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which two processes are common to all living things?,using nutrients and growing,Using nutrients and growing are common to all living things.,All living things use nutrients and grow,Growing and using nutrients are attributes to all living things.,Two common processes between living things are using nutrients and growing
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which characteristic helps some animals defend themselves against predators?,strong odor,Strong odor helps some animals defend themselves against predators.,Some animals defend themselves against predators with strong order.,Some animals use strong odor to defend themselves against predators.,Strong odor is a characteristic that helps some animals defend themselves against predators.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which characteristic helps some animals defend themselves against predators?,strong odor,Strong odor helps some animals defend themselves against predators.,Animals defend themselves against predators by emitting strong odors.,Some animals defend themselves from predators with strong odors.,Animals in the wild protect themselves from predators by giving off strong odors.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which characteristic helps some animals defend themselves against predators?,strong odor,Strong odor helps some animals defend themselves against predators.,Some animals defend themselves against predators with their strong odor.,A characteristic that helps some animals defend themselves against predators is strong odor.,"For some animals, strong odor helps them defend themselves against predators."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which sequence shows the life cycle of some insects?,egg -> larva -> pupa -> adult,The sequence egg -> larva -> pupa -> adult shows the life cycle of some insects.,"The life cycle of some insects includes egg, larva, pupa, and adult.","Egg, larva, pupa, and adult make up the life cycle of some insects.","Some insects have a life cycle that consists of egg, larva, pupa, and adult."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which sequence shows the life cycle of some insects?,egg -> larva -> pupa -> adult,The sequence egg -> larva -> pupa -> adult shows the life cycle of some insects.,"The life cycle of some insects start as an egg, then a larva, followed by a pupa and finally a full grown adult.",Insects go through a life cycle in the sequence egg-> larva-> pupa -> adult.,The sequence egg-
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which sequence shows the life cycle of some insects?,egg -> larva -> pupa -> adult,The sequence egg -> larva -> pupa -> adult shows the life cycle of some insects.,Some insects have a life cycle moving from egg to larva to pupa and finally to adult.,"Some insects have a complicated life cycle that follows a sequence from egg to larva, larva to pupa and pupa to adult.","Unlike humans, insects have a life cycle in which they are born as an egg, become a larva, then a pupa and finally, they become adults."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which of these takes about one year to complete?,Earth to orbit the Sun,It takes about one year for earth to orbit the sun.,The amount of time it takes for the earth to go around the sun is one year.,One year is the amount of time it takes for the earth to orbit the sun.,"For the earth to go all of the way around the sun, it takes one year."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which of these takes about one year to complete?,Earth to orbit the Sun,It takes about one year for earth to orbit the sun.,It takes 365 days for the Earth to orbit around the Sun.,The Earth orbits the Sun in one calendar year.,The Earth travels around the Sun for an entire year before it completes one orbit.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which of these takes about one year to complete?,Earth to orbit the Sun,It takes about one year for earth to orbit the sun.,"For the earth to orbit the sun, it takes about a year.",The earth orbits the sun in about one year.,"It takes 365 days, or one year for the earth to orbit the sun"
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which of these is the center of our solar system?,The sun,The sun is the center of our solar system.,Our solar system's center in the sun.,The sun is the central object of our solar system.,In our solar system the sun is that the center.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which of these is the center of our solar system?,The sun,The sun is the center of our solar system.,The sun is at our solar system's center.,The sun is in the solar system's center.,The sun lies at the center of our solar system.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which of these is the center of our solar system?,The sun,The sun is the center of our solar system.,"Our solar system revolves around the sun, which is the center.",The center of our solar system is the sun.,The sun exists within the center of our solar system.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",The Sun is classified as,a star,The sun is classified as a star.,The sun is a type of star.,"When studying the sun, it is important to note that it is classified as a star.","Not all stars are as big and bright as the sun, which is classified as a star."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",The Sun is classified as,a star,The sun is classified as a star.,The sun is actually a very large star.,"The sun, the center of our solar system, is classified as a star.","The sun, which provides energy and light to Earth, is classified as a star."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",The Sun is classified as,a star,The sun is classified as a star.,The sun is a star.,A popular star in our galaxy is the sun.,A large star most people are familiar with is the sun.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which list gives the correct order of food traveling through the digestive system after it is swallowed?,"esophagus, stomach, small intestine, large intestine.","The correct order of food traveling through the digestive system after it is swallowed is: esophagus, stomach, small intestine, large intestine.","After being swallowed, food travels through the following organs in the digestive system: esophagus, stomach, small intestine, and large intestine.","After being swallowed, food travels through the esophagus, stomach, small intestine, and large intestine.","Esophagus, stomach, small intestine, and large intestine is the correct order of food traveling through the digestive system after it is swallowed."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which list gives the correct order of food traveling through the digestive system after it is swallowed?,"esophagus, stomach, small intestine, large intestine.","The correct order of food traveling through the digestive system after it is swallowed is: esophagus, stomach, small intestine, large intestine.",The Food first enters through esophagus next stomach and then small intestine and finally into large intestine. This is the correct order of food traveling through the digestive system after it is swallowed.,"esophafus, stomach, small intestine, large intestine, is the correct order for food to travel to digestive system after the food is being swallowed.","For food to travel after food is being swallowed is esophagus, stomach, small intestine, large intestine."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which list gives the correct order of food traveling through the digestive system after it is swallowed?,"esophagus, stomach, small intestine, large intestine.","The correct order of food traveling through the digestive system after it is swallowed is: esophagus, stomach, small intestine, large intestine.","Food travels first through the esophagus, then to the stomach, then the small intestine, and finally the large intestine.","After you swallow food, it moves through your body in the following order:  esophagus, stomach, small intestine, large intestine.","There is only one way in which food can pass through the human digestive system:  esophagus, stomach, small intestine, large intestine."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which would help conserve water?,Turn off water while brushing teeth,It would help conserve water to turn off water while brushing teeth.,Turning off the water while brushing your teeth can help conserve water.,Water can help be conserved by turning off the water while brushing your teeth.,Help conserve water by turning off the water while brushing your teeth.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which would help conserve water?,Turn off water while brushing teeth,It would help conserve water to turn off water while brushing teeth.,Turning off water while brushing teeth helps in water conservation.,Conservation of water can be helped by turnning off the tap while brushing teeth.,Brushing teeth while the tap is turnned off is one of the ways which can help in water conservation.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which would help conserve water?,Turn off water while brushing teeth,It would help conserve water to turn off water while brushing teeth.,"If we turn of the water while we brush our teeth, we could help conserve water.","In order to conserve more water, we could turn off the water while brushing our teeth.",A simple way to conserve more water is to turn of the water while we brush our teeth.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",What is the main source of energy for all of the organisms in most food chains?,sunlight,Sunlight is the main source of energy for all of the organisms in most food chains.,"In most food chains, the main source of energy is sunlight.",All energy in a food chain can be traced back to sunlight.,"No matter where you are in the food chain, your energy mainly comes from sunlight."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",What is the main source of energy for all of the organisms in most food chains?,sunlight,Sunlight is the main source of energy for all of the organisms in most food chains.,The light of the sun is the main sourece of energy for all of the organisms in most food chains.,All of the organisms in most foiod chains recieve their main source of energy from sunlight.,Sunlight provides the main source of energy for all of the organisms in most food chains.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",What is the main source of energy for all of the organisms in most food chains?,sunlight,Sunlight is the main source of energy for all of the organisms in most food chains.,The main source of energy for all of the organisms in most food chains is sunshine.,It is commonly believed that the main source of energy for all of the organisms in most food chains is sunshine.,If we want to know the main source of energy for all of the organisms in most food chains we need look no further than sunshine.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Ice cubes are an example of which form of water?,Solid,Ice cubes are an example of the solid form of water.,Ice cubes are a solid form of water.,Ice cubes are one form of water in its solid state.,One solid form of water is an ice cube.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Ice cubes are an example of which form of water?,Solid,Ice cubes are an example of the solid form of water.,"Ice cubes, a solid, are one of the forms of water.",There are three forms of water. Ice cubes are the solid form.,Ice cubes are the solid form of water. Water also has a liquid and a gaseous form.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Ice cubes are an example of which form of water?,Solid,Ice cubes are an example of the solid form of water.,An example of the solid form of water are ice cubes.,Ice cubes are a demonstration of the solid form of water.,"The solid form of water is ice, such as ice cubes."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Gravity and magnetism are both,common forces,Gravity and magnetism are both common forces.,Both gravity and magnetism are both common forces.,Gravity and magnetism share that they are common forces.,Common forces include gravity and magnetism.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Gravity and magnetism are both,common forces,Gravity and magnetism are both common forces.,Two common forces are gravity and magnetism.,Both gravity snd magnetism can be classified as common forces.,Gravity is similar to magetism in that they both are common forces.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Gravity and magnetism are both,common forces,Gravity and magnetism are both common forces.,Two common forces are gravity and magnetism.,"Gravity is a common force, along with magnetism.","Magnetism and gravity are both forces, each of which is considered to be a common force."
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which of the following statements best describes a complex machine?,It is made of more than one simple machine.,A complex machine is described by: it is made of more than one simple machine.,A complex machine is made of more than one simple machine.,More than one simple machine makes up a complex machine.,Complex machines are made of more than one simple machine.
Creating Sentence Paraphrases,We create 5 different paraphrase for a given sentence,"writing, paraphrasing",Which of the following statements best describes a complex machine?,It is made of more than one simple machine.,A complex machine is described by: it is made of more than one simple machine.,A complex machine by its nature is composed of multiple simple machines.,Simple machines can address additional tasks by being joined together to develop a complex machine.,Using two or more simple machines in combination can create a complex machine.
