Title,Description,Keywords,sclid1,sclmin1,sclmax1,pairs1,n1,sclid2,sclmin2,sclmax2,pairs2,n2,sclid3,sclmin3,sclmax3,pairs3,n3,Answer.Answer.sclid1.1,Answer.Answer.sclid1.10,Answer.Answer.sclid1.11,Answer.Answer.sclid1.12,Answer.Answer.sclid1.13,Answer.Answer.sclid1.14,Answer.Answer.sclid1.15,Answer.Answer.sclid1.16,Answer.Answer.sclid1.17,Answer.Answer.sclid1.18,Answer.Answer.sclid1.19,Answer.Answer.sclid1.2,Answer.Answer.sclid1.20,Answer.Answer.sclid1.21,Answer.Answer.sclid1.22,Answer.Answer.sclid1.23,Answer.Answer.sclid1.24,Answer.Answer.sclid1.25,Answer.Answer.sclid1.26,Answer.Answer.sclid1.27,Answer.Answer.sclid1.28,Answer.Answer.sclid1.3,Answer.Answer.sclid1.4,Answer.Answer.sclid1.5,Answer.Answer.sclid1.6,Answer.Answer.sclid1.7,Answer.Answer.sclid1.8,Answer.Answer.sclid1.9,Answer.Answer.sclid2.1,Answer.Answer.sclid2.10,Answer.Answer.sclid2.11,Answer.Answer.sclid2.12,Answer.Answer.sclid2.13,Answer.Answer.sclid2.14,Answer.Answer.sclid2.15,Answer.Answer.sclid2.2,Answer.Answer.sclid2.3,Answer.Answer.sclid2.4,Answer.Answer.sclid2.5,Answer.Answer.sclid2.6,Answer.Answer.sclid2.7,Answer.Answer.sclid2.8,Answer.Answer.sclid2.9,Answer.Answer.sclid3.1,Answer.Answer.sclid3.2,Answer.Answer.sclid3.3
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",comprehensive-generalXX,comprehensive,general,global XXX universal ||| comprehensive XXX global ||| comprehensive XXX universal ||| comprehensive XXX general ||| commonplace XXX global ||| commonplace XXX comprehensive ||| commonplace XXX universal ||| commonplace XXX general ||| general XXX global ||| general XXX universal,10,abundant-plentyXX,abundant,plenty,abundant XXX vast ||| abundant XXX plenty ||| plenty XXX vast,3,dense-densestXX,dense,densest,dense XXX denser ||| dense XXX densest ||| denser XXX densest,3,global**LT**universal,general**LT**universal,,,,,,,,,,comprehensive**EQ**global,,,,,,,,,,comprehensive**GT**universal,comprehensive**GT**general,commonplace**LT**global,commonplace**LT**comprehensive,commonplace**LT**universal,commonplace**EQ**general,general**LT**global,abundant**LT**vast,,,,,,,abundant**EQ**plenty,plenty**LT**vast,,,,,,,dense**LT**denser,dense**LT**densest,denser**LT**densest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",comprehensive-generalXX,comprehensive,general,global XXX universal ||| comprehensive XXX global ||| comprehensive XXX universal ||| comprehensive XXX general ||| commonplace XXX global ||| commonplace XXX comprehensive ||| commonplace XXX universal ||| commonplace XXX general ||| general XXX global ||| general XXX universal,10,abundant-plentyXX,abundant,plenty,abundant XXX vast ||| abundant XXX plenty ||| plenty XXX vast,3,dense-densestXX,dense,densest,dense XXX denser ||| dense XXX densest ||| denser XXX densest,3,global**GT**universal,general**LT**universal,,,,,,,,,,comprehensive**LT**global,,,,,,,,,,comprehensive**LT**universal,comprehensive**GT**general,commonplace**LT**global,commonplace**GT**comprehensive,commonplace**LT**universal,commonplace**EQ**general,general**LT**global,abundant**GT**vast,,,,,,,abundant**GT**plenty,plenty**LT**vast,,,,,,,dense**LT**denser,dense**LT**densest,denser**LT**densest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",comprehensive-generalXX,comprehensive,general,global XXX universal ||| comprehensive XXX global ||| comprehensive XXX universal ||| comprehensive XXX general ||| commonplace XXX global ||| commonplace XXX comprehensive ||| commonplace XXX universal ||| commonplace XXX general ||| general XXX global ||| general XXX universal,10,abundant-plentyXX,abundant,plenty,abundant XXX vast ||| abundant XXX plenty ||| plenty XXX vast,3,dense-densestXX,dense,densest,dense XXX denser ||| dense XXX densest ||| denser XXX densest,3,global**EQ**universal,general**LT**universal,,,,,,,,,,comprehensive**LT**global,,,,,,,,,,comprehensive**LT**universal,comprehensive**EQ**general,commonplace**LT**global,commonplace**EQ**comprehensive,commonplace**LT**universal,commonplace**GT**general,general**LT**global,abundant**GT**vast,,,,,,,abundant**GT**plenty,plenty**LT**vast,,,,,,,dense**GT**denser,dense**GT**densest,denser**GT**densest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",comprehensive-generalXX,comprehensive,general,global XXX universal ||| comprehensive XXX global ||| comprehensive XXX universal ||| comprehensive XXX general ||| commonplace XXX global ||| commonplace XXX comprehensive ||| commonplace XXX universal ||| commonplace XXX general ||| general XXX global ||| general XXX universal,10,abundant-plentyXX,abundant,plenty,abundant XXX vast ||| abundant XXX plenty ||| plenty XXX vast,3,dense-densestXX,dense,densest,dense XXX denser ||| dense XXX densest ||| denser XXX densest,3,global**LT**universal,general**LT**universal,,,,,,,,,,comprehensive**LT**global,,,,,,,,,,comprehensive**LT**universal,comprehensive**GT**general,commonplace**LT**global,commonplace**LT**comprehensive,commonplace**LT**universal,commonplace**EQ**general,general**LT**global,abundant**LT**vast,,,,,,,abundant**EQ**plenty,plenty**LT**vast,,,,,,,dense**LT**denser,dense**LT**densest,denser**LT**densest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",shaky-vulnerableXX,shaky,vulnerable,shaky XXX weak ||| shaky XXX vulnerable ||| vulnerable XXX weak,3,appropriate-excellentXX,appropriate,excellent,fine XXX satisfactory ||| excellent XXX satisfactory ||| excellent XXX fine,3,dry-driestXX,dry,driest,drier XXX driest ||| drier XXX dry ||| driest XXX dry,3,shaky**LT**weak,,,,,,,,,,,shaky**LT**vulnerable,,,,,,,,,,vulnerable**GT**weak,,,,,,,fine**LT**satisfactory,,,,,,,excellent**GT**satisfactory,excellent**GT**fine,,,,,,,drier**LT**driest,drier**GT**dry,driest**GT**dry
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",shaky-vulnerableXX,shaky,vulnerable,shaky XXX weak ||| shaky XXX vulnerable ||| vulnerable XXX weak,3,appropriate-excellentXX,appropriate,excellent,fine XXX satisfactory ||| excellent XXX satisfactory ||| excellent XXX fine,3,dry-driestXX,dry,driest,drier XXX driest ||| drier XXX dry ||| driest XXX dry,3,shaky**LT**weak,,,,,,,,,,,shaky**LT**vulnerable,,,,,,,,,,vulnerable**LT**weak,,,,,,,fine**LT**satisfactory,,,,,,,excellent**GT**satisfactory,excellent**GT**fine,,,,,,,drier**LT**driest,drier**GT**dry,driest**GT**dry
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",shaky-vulnerableXX,shaky,vulnerable,shaky XXX weak ||| shaky XXX vulnerable ||| vulnerable XXX weak,3,appropriate-excellentXX,appropriate,excellent,fine XXX satisfactory ||| excellent XXX satisfactory ||| excellent XXX fine,3,dry-driestXX,dry,driest,drier XXX driest ||| drier XXX dry ||| driest XXX dry,3,shaky**LT**weak,,,,,,,,,,,shaky**LT**vulnerable,,,,,,,,,,vulnerable**GT**weak,,,,,,,fine**EQ**satisfactory,,,,,,,excellent**GT**satisfactory,excellent**GT**fine,,,,,,,drier**LT**driest,drier**GT**dry,driest**GT**dry
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",shaky-vulnerableXX,shaky,vulnerable,shaky XXX weak ||| shaky XXX vulnerable ||| vulnerable XXX weak,3,appropriate-excellentXX,appropriate,excellent,fine XXX satisfactory ||| excellent XXX satisfactory ||| excellent XXX fine,3,dry-driestXX,dry,driest,drier XXX driest ||| drier XXX dry ||| driest XXX dry,3,shaky**LT**weak,,,,,,,,,,,shaky**LT**vulnerable,,,,,,,,,,vulnerable**GT**weak,,,,,,,fine**EQ**satisfactory,,,,,,,excellent**GT**satisfactory,excellent**GT**fine,,,,,,,drier**GT**driest,drier**LT**dry,driest**LT**dry
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",shaky-vulnerableXX,shaky,vulnerable,shaky XXX weak ||| shaky XXX vulnerable ||| vulnerable XXX weak,3,appropriate-excellentXX,appropriate,excellent,fine XXX satisfactory ||| excellent XXX satisfactory ||| excellent XXX fine,3,dry-driestXX,dry,driest,drier XXX driest ||| drier XXX dry ||| driest XXX dry,3,shaky**EQ**weak,,,,,,,,,,,shaky**LT**vulnerable,,,,,,,,,,vulnerable**GT**weak,,,,,,,fine**EQ**satisfactory,,,,,,,excellent**GT**satisfactory,excellent**GT**fine,,,,,,,drier**LT**driest,drier**GT**dry,driest**GT**dry
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",bad-ludicrousXX,bad,ludicrous,bad XXX ludicrous,1,effective-potentXX,effective,potent,effective XXX potent,1,early-earliestXX,early,earliest,earlier XXX earliest ||| earlier XXX early ||| earliest XXX early,3,bad**LT**ludicrous,,,,,,,,,,,,,,,,,,,,,,,,,,,,effective**LT**potent,,,,,,,,,,,,,,,earlier**LT**earliest,earlier**GT**early,earliest**GT**early
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",bad-ludicrousXX,bad,ludicrous,bad XXX ludicrous,1,effective-potentXX,effective,potent,effective XXX potent,1,early-earliestXX,early,earliest,earlier XXX earliest ||| earlier XXX early ||| earliest XXX early,3,bad**LT**ludicrous,,,,,,,,,,,,,,,,,,,,,,,,,,,,effective**LT**potent,,,,,,,,,,,,,,,earlier**LT**earliest,earlier**GT**early,earliest**GT**early
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",bad-ludicrousXX,bad,ludicrous,bad XXX ludicrous,1,effective-potentXX,effective,potent,effective XXX potent,1,early-earliestXX,early,earliest,earlier XXX earliest ||| earlier XXX early ||| earliest XXX early,3,bad**GT**ludicrous,,,,,,,,,,,,,,,,,,,,,,,,,,,,effective**LT**potent,,,,,,,,,,,,,,,earlier**GT**earliest,earlier**LT**early,earliest**LT**early
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",bad-ludicrousXX,bad,ludicrous,bad XXX ludicrous,1,effective-potentXX,effective,potent,effective XXX potent,1,early-earliestXX,early,earliest,earlier XXX earliest ||| earlier XXX early ||| earliest XXX early,3,bad**LT**ludicrous,,,,,,,,,,,,,,,,,,,,,,,,,,,,effective**LT**potent,,,,,,,,,,,,,,,earlier**LT**earliest,earlier**GT**early,earliest**GT**early
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",bad-ludicrousXX,bad,ludicrous,bad XXX ludicrous,1,effective-potentXX,effective,potent,effective XXX potent,1,early-earliestXX,early,earliest,earlier XXX earliest ||| earlier XXX early ||| earliest XXX early,3,bad**LT**ludicrous,,,,,,,,,,,,,,,,,,,,,,,,,,,,effective**LT**potent,,,,,,,,,,,,,,,earlier**LT**earliest,earlier**GT**early,earliest**GT**early
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",sound-sturdyXX,sound,sturdy,intact XXX sturdy,1,known-noteworthyXX,known,noteworthy,known XXX noteworthy ||| celebrated XXX known ||| celebrated XXX noteworthy,3,easy-easiestXX,easy,easiest,easier XXX easiest ||| easier XXX easy ||| easiest XXX easy,3,intact**LT**sturdy,,,,,,,,,,,,,,,,,,,,,,,,,,,,known**LT**noteworthy,,,,,,,celebrated**GT**known,celebrated**LT**noteworthy,,,,,,,easier**LT**easiest,easier**GT**easy,easiest**GT**easy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",sound-sturdyXX,sound,sturdy,intact XXX sturdy,1,known-noteworthyXX,known,noteworthy,known XXX noteworthy ||| celebrated XXX known ||| celebrated XXX noteworthy,3,easy-easiestXX,easy,easiest,easier XXX easiest ||| easier XXX easy ||| easiest XXX easy,3,intact**LT**sturdy,,,,,,,,,,,,,,,,,,,,,,,,,,,,known**LT**noteworthy,,,,,,,celebrated**GT**known,celebrated**GT**noteworthy,,,,,,,easier**LT**easiest,easier**GT**easy,easiest**GT**easy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",sound-sturdyXX,sound,sturdy,intact XXX sturdy,1,known-noteworthyXX,known,noteworthy,known XXX noteworthy ||| celebrated XXX known ||| celebrated XXX noteworthy,3,easy-easiestXX,easy,easiest,easier XXX easiest ||| easier XXX easy ||| easiest XXX easy,3,intact**LT**sturdy,,,,,,,,,,,,,,,,,,,,,,,,,,,,known**LT**noteworthy,,,,,,,celebrated**GT**known,celebrated**GT**noteworthy,,,,,,,easier**LT**easiest,easier**GT**easy,easiest**GT**easy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",sound-sturdyXX,sound,sturdy,intact XXX sturdy,1,known-noteworthyXX,known,noteworthy,known XXX noteworthy ||| celebrated XXX known ||| celebrated XXX noteworthy,3,easy-easiestXX,easy,easiest,easier XXX easiest ||| easier XXX easy ||| easiest XXX easy,3,intact**LT**sturdy,,,,,,,,,,,,,,,,,,,,,,,,,,,,known**GT**noteworthy,,,,,,,celebrated**GT**known,celebrated**GT**noteworthy,,,,,,,easier**LT**easiest,easier**GT**easy,easiest**GT**easy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",sound-sturdyXX,sound,sturdy,intact XXX sturdy,1,known-noteworthyXX,known,noteworthy,known XXX noteworthy ||| celebrated XXX known ||| celebrated XXX noteworthy,3,easy-easiestXX,easy,easiest,easier XXX easiest ||| easier XXX easy ||| easiest XXX easy,3,intact**LT**sturdy,,,,,,,,,,,,,,,,,,,,,,,,,,,,known**LT**noteworthy,,,,,,,celebrated**GT**known,celebrated**GT**noteworthy,,,,,,,easier**LT**easiest,easier**GT**easy,easiest**GT**easy
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",incorrect-unfavourableXX,incorrect,unfavourable,improper XXX poor ||| improper XXX incorrect ||| improper XXX unsatisfactory ||| poor XXX unsatisfactory ||| incorrect XXX poor ||| incorrect XXX unsatisfactory,6,finest-excellentXX,finest,excellent,outstanding XXX qualified ||| excellent XXX qualified ||| excellent XXX outstanding,3,fair-fairestXX,fair,fairest,fair XXX fairer ||| fair XXX fairest ||| fairer XXX fairest,3,improper**LT**poor,,,,,,,,,,,improper**EQ**incorrect,,,,,,,,,,improper**LT**unsatisfactory,poor**GT**unsatisfactory,incorrect**LT**poor,incorrect**EQ**unsatisfactory,,,,outstanding**GT**qualified,,,,,,,excellent**GT**qualified,excellent**LT**outstanding,,,,,,,fair**LT**fairer,fair**LT**fairest,fairer**LT**fairest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",incorrect-unfavourableXX,incorrect,unfavourable,improper XXX poor ||| improper XXX incorrect ||| improper XXX unsatisfactory ||| poor XXX unsatisfactory ||| incorrect XXX poor ||| incorrect XXX unsatisfactory,6,finest-excellentXX,finest,excellent,outstanding XXX qualified ||| excellent XXX qualified ||| excellent XXX outstanding,3,fair-fairestXX,fair,fairest,fair XXX fairer ||| fair XXX fairest ||| fairer XXX fairest,3,improper**EQ**poor,,,,,,,,,,,improper**LT**incorrect,,,,,,,,,,improper**LT**unsatisfactory,poor**LT**unsatisfactory,incorrect**GT**poor,incorrect**EQ**unsatisfactory,,,,outstanding**GT**qualified,,,,,,,excellent**GT**qualified,excellent**EQ**outstanding,,,,,,,fair**LT**fairer,fair**LT**fairest,fairer**LT**fairest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",incorrect-unfavourableXX,incorrect,unfavourable,improper XXX poor ||| improper XXX incorrect ||| improper XXX unsatisfactory ||| poor XXX unsatisfactory ||| incorrect XXX poor ||| incorrect XXX unsatisfactory,6,finest-excellentXX,finest,excellent,outstanding XXX qualified ||| excellent XXX qualified ||| excellent XXX outstanding,3,fair-fairestXX,fair,fairest,fair XXX fairer ||| fair XXX fairest ||| fairer XXX fairest,3,improper**GT**poor,,,,,,,,,,,improper**EQ**incorrect,,,,,,,,,,improper**EQ**unsatisfactory,poor**GT**unsatisfactory,incorrect**LT**poor,incorrect**EQ**unsatisfactory,,,,outstanding**GT**qualified,,,,,,,excellent**GT**qualified,excellent**GT**outstanding,,,,,,,fair**LT**fairer,fair**LT**fairest,fairer**LT**fairest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",incorrect-unfavourableXX,incorrect,unfavourable,improper XXX poor ||| improper XXX incorrect ||| improper XXX unsatisfactory ||| poor XXX unsatisfactory ||| incorrect XXX poor ||| incorrect XXX unsatisfactory,6,finest-excellentXX,finest,excellent,outstanding XXX qualified ||| excellent XXX qualified ||| excellent XXX outstanding,3,fair-fairestXX,fair,fairest,fair XXX fairer ||| fair XXX fairest ||| fairer XXX fairest,3,improper**GT**poor,,,,,,,,,,,improper**EQ**incorrect,,,,,,,,,,improper**EQ**unsatisfactory,poor**GT**unsatisfactory,incorrect**LT**poor,incorrect**GT**unsatisfactory,,,,outstanding**GT**qualified,,,,,,,excellent**GT**qualified,excellent**EQ**outstanding,,,,,,,fair**LT**fairer,fair**LT**fairest,fairer**LT**fairest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",incorrect-unfavourableXX,incorrect,unfavourable,improper XXX poor ||| improper XXX incorrect ||| improper XXX unsatisfactory ||| poor XXX unsatisfactory ||| incorrect XXX poor ||| incorrect XXX unsatisfactory,6,finest-excellentXX,finest,excellent,outstanding XXX qualified ||| excellent XXX qualified ||| excellent XXX outstanding,3,fair-fairestXX,fair,fairest,fair XXX fairer ||| fair XXX fairest ||| fairer XXX fairest,3,improper**GT**poor,,,,,,,,,,,improper**GT**incorrect,,,,,,,,,,improper**EQ**unsatisfactory,poor**EQ**unsatisfactory,incorrect**GT**poor,incorrect**EQ**unsatisfactory,,,,outstanding**GT**qualified,,,,,,,excellent**EQ**qualified,excellent**EQ**outstanding,,,,,,,fair**LT**fairer,fair**LT**fairest,fairer**LT**fairest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",fine-remarkableXX,fine,remarkable,fine XXX spectacular ||| fine XXX remarkable ||| remarkable XXX spectacular,3,efficient-functioningXX,efficient,functioning,efficient XXX functioning,1,fast-fastestXX,fast,fastest,fast XXX faster ||| fast XXX fastest ||| faster XXX fastest,3,fine**LT**spectacular,,,,,,,,,,,fine**LT**remarkable,,,,,,,,,,remarkable**EQ**spectacular,,,,,,,efficient**GT**functioning,,,,,,,,,,,,,,,fast**LT**faster,fast**LT**fastest,faster**LT**fastest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",fine-remarkableXX,fine,remarkable,fine XXX spectacular ||| fine XXX remarkable ||| remarkable XXX spectacular,3,efficient-functioningXX,efficient,functioning,efficient XXX functioning,1,fast-fastestXX,fast,fastest,fast XXX faster ||| fast XXX fastest ||| faster XXX fastest,3,fine**LT**spectacular,,,,,,,,,,,fine**LT**remarkable,,,,,,,,,,remarkable**LT**spectacular,,,,,,,efficient**GT**functioning,,,,,,,,,,,,,,,fast**LT**faster,fast**LT**fastest,faster**LT**fastest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",fine-remarkableXX,fine,remarkable,fine XXX spectacular ||| fine XXX remarkable ||| remarkable XXX spectacular,3,efficient-functioningXX,efficient,functioning,efficient XXX functioning,1,fast-fastestXX,fast,fastest,fast XXX faster ||| fast XXX fastest ||| faster XXX fastest,3,fine**LT**spectacular,,,,,,,,,,,fine**LT**remarkable,,,,,,,,,,remarkable**LT**spectacular,,,,,,,efficient**GT**functioning,,,,,,,,,,,,,,,fast**LT**faster,fast**LT**fastest,faster**LT**fastest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",fine-remarkableXX,fine,remarkable,fine XXX spectacular ||| fine XXX remarkable ||| remarkable XXX spectacular,3,efficient-functioningXX,efficient,functioning,efficient XXX functioning,1,fast-fastestXX,fast,fastest,fast XXX faster ||| fast XXX fastest ||| faster XXX fastest,3,fine**LT**spectacular,,,,,,,,,,,fine**LT**remarkable,,,,,,,,,,remarkable**LT**spectacular,,,,,,,efficient**GT**functioning,,,,,,,,,,,,,,,fast**LT**faster,fast**LT**fastest,faster**LT**fastest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",fine-remarkableXX,fine,remarkable,fine XXX spectacular ||| fine XXX remarkable ||| remarkable XXX spectacular,3,efficient-functioningXX,efficient,functioning,efficient XXX functioning,1,fast-fastestXX,fast,fastest,fast XXX faster ||| fast XXX fastest ||| faster XXX fastest,3,fine**LT**spectacular,,,,,,,,,,,fine**LT**remarkable,,,,,,,,,,remarkable**EQ**spectacular,,,,,,,efficient**GT**functioning,,,,,,,,,,,,,,,fast**LT**faster,fast**LT**fastest,faster**LT**fastest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",guaranteed-fittingXX,guaranteed,fitting,adequate XXX good ||| adequate XXX fine ||| adequate XXX fitting ||| fine XXX good ||| fine XXX fitting ||| fitting XXX good,6,miserable-sadXX,miserable,sad,miserable XXX unhappy ||| miserable XXX sad ||| sad XXX unhappy,3,few-fewestXX,few,fewest,few XXX fewer ||| few XXX fewest ||| fewer XXX fewest,3,adequate**LT**good,,,,,,,,,,,adequate**GT**fine,,,,,,,,,,adequate**EQ**fitting,fine**LT**good,fine**LT**fitting,fitting**LT**good,,,,miserable**GT**unhappy,,,,,,,miserable**GT**sad,sad**GT**unhappy,,,,,,,few**LT**fewer,few**LT**fewest,fewer**LT**fewest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",guaranteed-fittingXX,guaranteed,fitting,adequate XXX good ||| adequate XXX fine ||| adequate XXX fitting ||| fine XXX good ||| fine XXX fitting ||| fitting XXX good,6,miserable-sadXX,miserable,sad,miserable XXX unhappy ||| miserable XXX sad ||| sad XXX unhappy,3,few-fewestXX,few,fewest,few XXX fewer ||| few XXX fewest ||| fewer XXX fewest,3,adequate**LT**good,,,,,,,,,,,adequate**GT**fine,,,,,,,,,,adequate**LT**fitting,fine**LT**good,fine**LT**fitting,fitting**GT**good,,,,miserable**LT**unhappy,,,,,,,miserable**LT**sad,sad**LT**unhappy,,,,,,,few**LT**fewer,few**LT**fewest,fewer**LT**fewest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",guaranteed-fittingXX,guaranteed,fitting,adequate XXX good ||| adequate XXX fine ||| adequate XXX fitting ||| fine XXX good ||| fine XXX fitting ||| fitting XXX good,6,miserable-sadXX,miserable,sad,miserable XXX unhappy ||| miserable XXX sad ||| sad XXX unhappy,3,few-fewestXX,few,fewest,few XXX fewer ||| few XXX fewest ||| fewer XXX fewest,3,adequate**LT**good,,,,,,,,,,,adequate**EQ**fine,,,,,,,,,,adequate**EQ**fitting,fine**EQ**good,fine**EQ**fitting,fitting**EQ**good,,,,miserable**GT**unhappy,,,,,,,miserable**LT**sad,sad**EQ**unhappy,,,,,,,few**LT**fewer,few**LT**fewest,fewer**LT**fewest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",guaranteed-fittingXX,guaranteed,fitting,adequate XXX good ||| adequate XXX fine ||| adequate XXX fitting ||| fine XXX good ||| fine XXX fitting ||| fitting XXX good,6,miserable-sadXX,miserable,sad,miserable XXX unhappy ||| miserable XXX sad ||| sad XXX unhappy,3,few-fewestXX,few,fewest,few XXX fewer ||| few XXX fewest ||| fewer XXX fewest,3,adequate**LT**good,,,,,,,,,,,adequate**LT**fine,,,,,,,,,,adequate**EQ**fitting,fine**EQ**good,fine**LT**fitting,fitting**LT**good,,,,miserable**GT**unhappy,,,,,,,miserable**GT**sad,sad**EQ**unhappy,,,,,,,few**LT**fewer,few**LT**fewest,fewer**LT**fewest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",guaranteed-fittingXX,guaranteed,fitting,adequate XXX good ||| adequate XXX fine ||| adequate XXX fitting ||| fine XXX good ||| fine XXX fitting ||| fitting XXX good,6,miserable-sadXX,miserable,sad,miserable XXX unhappy ||| miserable XXX sad ||| sad XXX unhappy,3,few-fewestXX,few,fewest,few XXX fewer ||| few XXX fewest ||| fewer XXX fewest,3,adequate**EQ**good,,,,,,,,,,,adequate**EQ**fine,,,,,,,,,,adequate**EQ**fitting,fine**EQ**good,fine**LT**fitting,fitting**GT**good,,,,miserable**GT**unhappy,,,,,,,miserable**GT**sad,sad**EQ**unhappy,,,,,,,few**LT**fewer,few**LT**fewest,fewer**LT**fewest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",terrific-outstandingXX,terrific,outstanding,positive XXX terrific,1,content-pleasedXX,content,pleased,content XXX satisfied ||| content XXX pleased ||| pleased XXX satisfied,3,firm-firmestXX,firm,firmest,firm XXX firmer ||| firm XXX firmest ||| firmer XXX firmest,3,positive**LT**terrific,,,,,,,,,,,,,,,,,,,,,,,,,,,,content**LT**satisfied,,,,,,,content**LT**pleased,pleased**EQ**satisfied,,,,,,,firm**LT**firmer,firm**LT**firmest,firmer**LT**firmest
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",terrific-outstandingXX,terrific,outstanding,positive XXX terrific,1,content-pleasedXX,content,pleased,content XXX satisfied ||| content XXX pleased ||| pleased XXX satisfied,3,firm-firmestXX,firm,firmest,firm XXX firmer ||| firm XXX firmest ||| firmer XXX firmest,3,positive**GT**terrific,,,,,,,,,,,,,,,,,,,,,,,,,,,,content**EQ**satisfied,,,,,,,content**LT**pleased,pleased**GT**satisfied,,,,,,,firm**LT**firmer,firm**LT**firmest,firmer**LT**firmest
