Title,Description,Keywords,concept_1,premise_1,hypothesis_1,concept_2,premise_2,hypothesis_2,concept_3,premise_3,hypothesis_3,concept_4,premise_4,hypothesis_4,concept_5,premise_5,hypothesis_5,Answer.concept_1,Answer.concept_2,Answer.concept_3,Answer.concept_4,Answer.concept_5,Answer.q1_valid,Answer.q2_valid,Answer.q3_valid,Answer.q4_valid,Answer.q5_valid
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",onions,"Generally, onions are used to add flavor.","Generally, onions may be eaten fresh.",pickle,"Typically, pickles have a sweet, tangy taste.","Generally, a pickle can be considered to be any type of preserved food item.",menu,"Generally, a menu may be made up of several items, each with its own name.","Generally, a menu is just a list.",playroom,"Generally, playrooms have been built.","Generally, playrooms are designed to be a safe place to play.",sector,"Generally, sectors are classified according to their level of economic development.","Typically, a sector can be used to refer to a particular market segment.",onions,pickle,menu,playroom,sector,2,3,1,3,2
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",onions,"Generally, onions are used to add flavor.","Generally, onions may be eaten fresh.",pickle,"Typically, pickles have a sweet, tangy taste.","Generally, a pickle can be considered to be any type of preserved food item.",menu,"Generally, a menu may be made up of several items, each with its own name.","Generally, a menu is just a list.",playroom,"Generally, playrooms have been built.","Generally, playrooms are designed to be a safe place to play.",sector,"Generally, sectors are classified according to their level of economic development.","Typically, a sector can be used to refer to a particular market segment.",onions,pickle,menu,playroom,sector,1,1,1,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",vegetation,"Generally, vegetation can be used to cover a large area.","Generally, vegetation can be considered to be part of the landscape.",vulture,"Generally, vultures can only eat dead animals.","Generally, vultures should be approached with caution.",crusher,"Typically, a crusher can be made of steel or aluminum.","Typically, a crusher can consist of a single blade.",buttercup,"Typically, a buttercup may be seen in the wild only during spring.","Typically, a buttercup may have a single flower.",medical condition,"Generally, a medical condition should be evaluated by a doctor.","Generally, medical conditions are treated by a doctor.",vegetation,vulture,crusher,buttercup,medical condition,1,3,3,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",vegetation,"Generally, vegetation can be used to cover a large area.","Generally, vegetation can be considered to be part of the landscape.",vulture,"Generally, vultures can only eat dead animals.","Generally, vultures should be approached with caution.",crusher,"Typically, a crusher can be made of steel or aluminum.","Typically, a crusher can consist of a single blade.",buttercup,"Typically, a buttercup may be seen in the wild only during spring.","Typically, a buttercup may have a single flower.",medical condition,"Generally, a medical condition should be evaluated by a doctor.","Generally, medical conditions are treated by a doctor.",vegetation,vulture,crusher,buttercup,medical condition,1,3,3,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",vegetation,"Generally, vegetation can be used to cover a large area.","Generally, vegetation can be considered to be part of the landscape.",vulture,"Generally, vultures can only eat dead animals.","Generally, vultures should be approached with caution.",crusher,"Typically, a crusher can be made of steel or aluminum.","Typically, a crusher can consist of a single blade.",buttercup,"Typically, a buttercup may be seen in the wild only during spring.","Typically, a buttercup may have a single flower.",medical condition,"Generally, a medical condition should be evaluated by a doctor.","Generally, medical conditions are treated by a doctor.",vegetation,vulture,crusher,buttercup,medical condition,3,3,3,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",freshwater crocodile,Freshwater crocodiles should be considered a protected species.,Freshwater crocodiles have long been known to eat fish.,topic,"Typically, a topic is assigned to a student's class.","Typically, a topic can consist of a single word, phrase, sentence, paragraph, etc.",process,"Typically, a process can be composed of multiple steps, each of which can be executed independently.","Typically, a process can consist of multiple steps, each of which can be executed independently.",bookmark,Bookmarks can be found in your bookmarks folder.,Bookmarks can be considered to be an extension of the user interface.,bookmark,Bookmarks can be found in your bookmarks folder.,"Generally, a bookmark can consist of a link to an article, an image, etc.",freshwater crocodile,topic,process,bookmark,bookmark,3,3,1,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",freshwater crocodile,Freshwater crocodiles should be considered a protected species.,Freshwater crocodiles have long been known to eat fish.,topic,"Typically, a topic is assigned to a student's class.","Typically, a topic can consist of a single word, phrase, sentence, paragraph, etc.",process,"Typically, a process can be composed of multiple steps, each of which can be executed independently.","Typically, a process can consist of multiple steps, each of which can be executed independently.",bookmark,Bookmarks can be found in your bookmarks folder.,Bookmarks can be considered to be an extension of the user interface.,bookmark,Bookmarks can be found in your bookmarks folder.,"Generally, a bookmark can consist of a link to an article, an image, etc.",freshwater crocodile,topic,process,bookmark,bookmark,3,1,1,2,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",freshwater crocodile,Freshwater crocodiles should be considered a protected species.,Freshwater crocodiles have long been known to eat fish.,topic,"Typically, a topic is assigned to a student's class.","Typically, a topic can consist of a single word, phrase, sentence, paragraph, etc.",process,"Typically, a process can be composed of multiple steps, each of which can be executed independently.","Typically, a process can consist of multiple steps, each of which can be executed independently.",bookmark,Bookmarks can be found in your bookmarks folder.,Bookmarks can be considered to be an extension of the user interface.,bookmark,Bookmarks can be found in your bookmarks folder.,"Generally, a bookmark can consist of a link to an article, an image, etc.",freshwater crocodile,topic,process,bookmark,bookmark,3,3,1,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",lily,"Typically, a lily may be planted in the ground.","Typically, lilies can be found in large numbers in the wild.",interference,"Generally, interferences have to do with something.","Generally, interferences can consist of anything that can interfere.",brussels sprouts,"Typically, brussels sprouts are cooked until tender.","Typically, brussels sprouts are eaten fresh, but you can also freeze them.",porcupine,"Generally, a porcupine should be left alone.","Typically, a porcupine may be kept in a cage with other animals.",kettle,"Generally, kettles can be used to boil water.","Generally, kettles have been used for centuries to heat water.",lily,interference,brussels sprouts,porcupine,kettle,3,1,3,2,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",lily,"Typically, a lily may be planted in the ground.","Typically, lilies can be found in large numbers in the wild.",interference,"Generally, interferences have to do with something.","Generally, interferences can consist of anything that can interfere.",brussels sprouts,"Typically, brussels sprouts are cooked until tender.","Typically, brussels sprouts are eaten fresh, but you can also freeze them.",porcupine,"Generally, a porcupine should be left alone.","Typically, a porcupine may be kept in a cage with other animals.",kettle,"Generally, kettles can be used to boil water.","Generally, kettles have been used for centuries to heat water.",lily,interference,brussels sprouts,porcupine,kettle,3,3,2,2,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",lily,"Typically, a lily may be planted in the ground.","Typically, lilies can be found in large numbers in the wild.",interference,"Generally, interferences have to do with something.","Generally, interferences can consist of anything that can interfere.",brussels sprouts,"Typically, brussels sprouts are cooked until tender.","Typically, brussels sprouts are eaten fresh, but you can also freeze them.",porcupine,"Generally, a porcupine should be left alone.","Typically, a porcupine may be kept in a cage with other animals.",kettle,"Generally, kettles can be used to boil water.","Generally, kettles have been used for centuries to heat water.",lily,interference,brussels sprouts,porcupine,kettle,1,1,1,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",other vertebrate,"Typically, other vertebrates may have been able to evolve.","Typically, other vertebrates may have the ability to change their shape.",messenger,Messenger can be used to send messages to the server.,Messenger can be used to send a message.,colander,"Generally, a colander can be made of any material.","Typically, a colander is used to drain the water.",polo shirt,"Typically, a polo shirt has a button.","Typically, a polo shirt may be made from a cotton blend.",dance floor,"Generally, a dance floor can be made of any material, including wood.","Generally, a dance floor can be used to create a safe space.",other vertebrate,messenger,colander,polo shirt,dance floor,3,1,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",other vertebrate,"Typically, other vertebrates may have been able to evolve.","Typically, other vertebrates may have the ability to change their shape.",messenger,Messenger can be used to send messages to the server.,Messenger can be used to send a message.,colander,"Generally, a colander can be made of any material.","Typically, a colander is used to drain the water.",polo shirt,"Typically, a polo shirt has a button.","Typically, a polo shirt may be made from a cotton blend.",dance floor,"Generally, a dance floor can be made of any material, including wood.","Generally, a dance floor can be used to create a safe space.",other vertebrate,messenger,colander,polo shirt,dance floor,3,1,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",other vertebrate,"Typically, other vertebrates may have been able to evolve.","Typically, other vertebrates may have the ability to change their shape.",messenger,Messenger can be used to send messages to the server.,Messenger can be used to send a message.,colander,"Generally, a colander can be made of any material.","Typically, a colander is used to drain the water.",polo shirt,"Typically, a polo shirt has a button.","Typically, a polo shirt may be made from a cotton blend.",dance floor,"Generally, a dance floor can be made of any material, including wood.","Generally, a dance floor can be used to create a safe space.",other vertebrate,messenger,colander,polo shirt,dance floor,2,1,1,2,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",cavity,"Typically, cavities have to be cleaned out.","Typically, cavities have to be filled.",sector,"Generally, sectors are classified according to their level of economic development.","Generally, sectors have the right to set their own tariffs.",cleaner,Cleaners may be used to clean.,"Generally, a cleaner should be able to get the job done.",baseball player,"Generally, a baseball player should be able to hit a curveball.","Typically, a baseball player may be expected to be able to hit.",yeast,"Typically, yeasts have the ability to metabolize alcohol.","Typically, yeasts may have been present in the beer before fermentation began.",cavity,sector,cleaner,baseball player,yeast,3,3,3,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",cavity,"Typically, cavities have to be cleaned out.","Typically, cavities have to be filled.",sector,"Generally, sectors are classified according to their level of economic development.","Generally, sectors have the right to set their own tariffs.",cleaner,Cleaners may be used to clean.,"Generally, a cleaner should be able to get the job done.",baseball player,"Generally, a baseball player should be able to hit a curveball.","Typically, a baseball player may be expected to be able to hit.",yeast,"Typically, yeasts have the ability to metabolize alcohol.","Typically, yeasts may have been present in the beer before fermentation began.",cavity,sector,cleaner,baseball player,yeast,3,3,1,1,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",cavity,"Typically, cavities have to be cleaned out.","Typically, cavities have to be filled.",sector,"Generally, sectors are classified according to their level of economic development.","Generally, sectors have the right to set their own tariffs.",cleaner,Cleaners may be used to clean.,"Generally, a cleaner should be able to get the job done.",baseball player,"Generally, a baseball player should be able to hit a curveball.","Typically, a baseball player may be expected to be able to hit.",yeast,"Typically, yeasts have the ability to metabolize alcohol.","Typically, yeasts may have been present in the beer before fermentation began.",cavity,sector,cleaner,baseball player,yeast,1,1,1,1,2
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",congress,"Congress can be used to change the law, but only Congress can make laws.","Generally, a congress can be composed of any number of members.",consciousness,Consciousness can be composed of many different states.,Consciousness can be composed of any number of things.,week,"During a work week, you may have a couple of hours to spare.","During a busy week, you may have a hard time keeping track of everything.",can,"Generally, cans are used to store, transport, or serve food.","Generally, a can can be considered to be a beverage.",porcupine,"Generally, a porcupine should be left alone.","Generally, a porcupine is considered to be a carnivorous animal.",congress,consciousness,week,can,porcupine,3,1,2,2,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",congress,"Congress can be used to change the law, but only Congress can make laws.","Generally, a congress can be composed of any number of members.",consciousness,Consciousness can be composed of many different states.,Consciousness can be composed of any number of things.,week,"During a work week, you may have a couple of hours to spare.","During a busy week, you may have a hard time keeping track of everything.",can,"Generally, cans are used to store, transport, or serve food.","Generally, a can can be considered to be a beverage.",porcupine,"Generally, a porcupine should be left alone.","Generally, a porcupine is considered to be a carnivorous animal.",congress,consciousness,week,can,porcupine,3,3,3,2,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",congress,"Congress can be used to change the law, but only Congress can make laws.","Generally, a congress can be composed of any number of members.",consciousness,Consciousness can be composed of many different states.,Consciousness can be composed of any number of things.,week,"During a work week, you may have a couple of hours to spare.","During a busy week, you may have a hard time keeping track of everything.",can,"Generally, cans are used to store, transport, or serve food.","Generally, a can can be considered to be a beverage.",porcupine,"Generally, a porcupine should be left alone.","Generally, a porcupine is considered to be a carnivorous animal.",congress,consciousness,week,can,porcupine,3,1,1,2,2
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",bear,"Generally, a bear can be found in any forest.","Generally, a bear can be considered to be an animal that has been domesticated.",news,"Generally, news may be delivered to you by email.","Generally, news is delivered to your inbox once a day.",crew,Crews can be used to repair the ship.,Crews have been working around the clock to restore power to residents.,mover,"Generally, a mover can be made of any material that can be moved.","Generally, a mover can consist of any number of moving parts, including wheels.",messenger,Messenger can be used to send messages to the server.,Messenger may be able to send messages.,bear,news,crew,mover,messenger,1,1,2,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",bear,"Generally, a bear can be found in any forest.","Generally, a bear can be considered to be an animal that has been domesticated.",news,"Generally, news may be delivered to you by email.","Generally, news is delivered to your inbox once a day.",crew,Crews can be used to repair the ship.,Crews have been working around the clock to restore power to residents.,mover,"Generally, a mover can be made of any material that can be moved.","Generally, a mover can consist of any number of moving parts, including wheels.",messenger,Messenger can be used to send messages to the server.,Messenger may be able to send messages.,bear,news,crew,mover,messenger,2,3,3,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",bear,"Generally, a bear can be found in any forest.","Generally, a bear can be considered to be an animal that has been domesticated.",news,"Generally, news may be delivered to you by email.","Generally, news is delivered to your inbox once a day.",crew,Crews can be used to repair the ship.,Crews have been working around the clock to restore power to residents.,mover,"Generally, a mover can be made of any material that can be moved.","Generally, a mover can consist of any number of moving parts, including wheels.",messenger,Messenger can be used to send messages to the server.,Messenger may be able to send messages.,bear,news,crew,mover,messenger,2,1,3,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",costume,Costumes can be found in the wardrobe.,"Generally, a costume can be used to enhance a character's personality.",constrictor,Constrictor can be found in the wild.,"Generally, a constrictor should be kept in a secure area, away from children.",cook,Cooks have a lot to learn about cooking.,"Cook can be found in many places, including the kitchen.",germ,"Generally, a germs can consist of bacteria, viruses, fungi, protozoa, arthropods, etc.","Generally, germs can be attached to food or water.",abrasion,"Typically, an abrasion may have been caused by a sharp object.","Typically, an abrasion may have to be removed.",costume,constrictor,cook,germ,abrasion,3,2,3,3,2
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",costume,Costumes can be found in the wardrobe.,"Generally, a costume can be used to enhance a character's personality.",constrictor,Constrictor can be found in the wild.,"Generally, a constrictor should be kept in a secure area, away from children.",cook,Cooks have a lot to learn about cooking.,"Cook can be found in many places, including the kitchen.",germ,"Generally, a germs can consist of bacteria, viruses, fungi, protozoa, arthropods, etc.","Generally, germs can be attached to food or water.",abrasion,"Typically, an abrasion may have been caused by a sharp object.","Typically, an abrasion may have to be removed.",costume,constrictor,cook,germ,abrasion,3,2,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",costume,Costumes can be found in the wardrobe.,"Generally, a costume can be used to enhance a character's personality.",constrictor,Constrictor can be found in the wild.,"Generally, a constrictor should be kept in a secure area, away from children.",cook,Cooks have a lot to learn about cooking.,"Cook can be found in many places, including the kitchen.",germ,"Generally, a germs can consist of bacteria, viruses, fungi, protozoa, arthropods, etc.","Generally, germs can be attached to food or water.",abrasion,"Typically, an abrasion may have been caused by a sharp object.","Typically, an abrasion may have to be removed.",costume,constrictor,cook,germ,abrasion,1,1,3,3,2
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",petal,"Generally, a petal can be considered to be part of a flower's petals.",Petals can be used to decorate your home.,trench coat,"Typically, a trench coat may be worn with a blouse.","Typically, a trench coat may have been worn by a soldier during World War I.",jasmine tea,"Typically, a jasmine tea produces a fruity, floral flavor.","Generally, a jasmine tea is made from the dried flower.",other organism,"Generally, other organisms may be able to adapt.","Generally, other organisms have been shown to be able to adapt to changes in the environment.",adhesive bandage,"Typically, an adhesive bandage can be fastened to a patient's skin.",Adhesive bandages have been applied to the wounds.,petal,trench coat,jasmine tea,other organism,adhesive bandage,1,3,1,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",petal,"Generally, a petal can be considered to be part of a flower's petals.",Petals can be used to decorate your home.,trench coat,"Typically, a trench coat may be worn with a blouse.","Typically, a trench coat may have been worn by a soldier during World War I.",jasmine tea,"Typically, a jasmine tea produces a fruity, floral flavor.","Generally, a jasmine tea is made from the dried flower.",other organism,"Generally, other organisms may be able to adapt.","Generally, other organisms have been shown to be able to adapt to changes in the environment.",adhesive bandage,"Typically, an adhesive bandage can be fastened to a patient's skin.",Adhesive bandages have been applied to the wounds.,petal,trench coat,jasmine tea,other organism,adhesive bandage,2,1,3,2,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",petal,"Generally, a petal can be considered to be part of a flower's petals.",Petals can be used to decorate your home.,trench coat,"Typically, a trench coat may be worn with a blouse.","Typically, a trench coat may have been worn by a soldier during World War I.",jasmine tea,"Typically, a jasmine tea produces a fruity, floral flavor.","Generally, a jasmine tea is made from the dried flower.",other organism,"Generally, other organisms may be able to adapt.","Generally, other organisms have been shown to be able to adapt to changes in the environment.",adhesive bandage,"Typically, an adhesive bandage can be fastened to a patient's skin.",Adhesive bandages have been applied to the wounds.,petal,trench coat,jasmine tea,other organism,adhesive bandage,3,3,3,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",laser,"Generally, a laser may have an output power.","Typically, a laser can be used to create an image.",chair,"Generally, chairs have a back.","Generally, chairs are meant to be used in a seated position.",topic,"Typically, a topic is assigned to a student's class.","Generally, a topic can be considered to be ""in the public interest.",trench coat,"Typically, a trench coat may be worn with a blouse.","Typically, trench coats are designed to be worn with a sweater underneath.",dance floor,"Generally, a dance floor can be made of any material, including wood.","Generally, a dance floor can be considered to be part of the stage.",laser,chair,topic,trench coat,dance floor,3,3,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",laser,"Generally, a laser may have an output power.","Typically, a laser can be used to create an image.",chair,"Generally, chairs have a back.","Generally, chairs are meant to be used in a seated position.",topic,"Typically, a topic is assigned to a student's class.","Generally, a topic can be considered to be ""in the public interest.",trench coat,"Typically, a trench coat may be worn with a blouse.","Typically, trench coats are designed to be worn with a sweater underneath.",dance floor,"Generally, a dance floor can be made of any material, including wood.","Generally, a dance floor can be considered to be part of the stage.",laser,chair,topic,trench coat,dance floor,3,3,3,2,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",laser,"Generally, a laser may have an output power.","Typically, a laser can be used to create an image.",chair,"Generally, chairs have a back.","Generally, chairs are meant to be used in a seated position.",topic,"Typically, a topic is assigned to a student's class.","Generally, a topic can be considered to be ""in the public interest.",trench coat,"Typically, a trench coat may be worn with a blouse.","Typically, trench coats are designed to be worn with a sweater underneath.",dance floor,"Generally, a dance floor can be made of any material, including wood.","Generally, a dance floor can be considered to be part of the stage.",laser,chair,topic,trench coat,dance floor,1,1,2,1,2
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",other vertebrate,"Typically, other vertebrates may have been able to evolve.","Typically, other vertebrates may be able to detect a predator's presence.",artichoke,Artichokes can be found in many parts of the world.,"Generally, an artichoke can be considered to be edible if it is cooked.",basket,Baskets can be removed from the oven to allow them to cool.,"Baskets can be made of wood, metal, or plastic.",porcupine,"Generally, a porcupine should be left alone.","Generally, a porcupine is a mammal.",ink pen,"Generally, an ink pen can be considered to be a writing instrument which is used to write.","Usually, an ink pen can be found in almost any pen shop.",other vertebrate,artichoke,basket,porcupine,ink pen,3,3,3,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",other vertebrate,"Typically, other vertebrates may have been able to evolve.","Typically, other vertebrates may be able to detect a predator's presence.",artichoke,Artichokes can be found in many parts of the world.,"Generally, an artichoke can be considered to be edible if it is cooked.",basket,Baskets can be removed from the oven to allow them to cool.,"Baskets can be made of wood, metal, or plastic.",porcupine,"Generally, a porcupine should be left alone.","Generally, a porcupine is a mammal.",ink pen,"Generally, an ink pen can be considered to be a writing instrument which is used to write.","Usually, an ink pen can be found in almost any pen shop.",other vertebrate,artichoke,basket,porcupine,ink pen,3,3,3,3,3
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",other vertebrate,"Typically, other vertebrates may have been able to evolve.","Typically, other vertebrates may be able to detect a predator's presence.",artichoke,Artichokes can be found in many parts of the world.,"Generally, an artichoke can be considered to be edible if it is cooked.",basket,Baskets can be removed from the oven to allow them to cool.,"Baskets can be made of wood, metal, or plastic.",porcupine,"Generally, a porcupine should be left alone.","Generally, a porcupine is a mammal.",ink pen,"Generally, an ink pen can be considered to be a writing instrument which is used to write.","Usually, an ink pen can be found in almost any pen shop.",other vertebrate,artichoke,basket,porcupine,ink pen,3,3,3,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",week,"During a work week, you may have a couple of hours to spare.","During school week, you will have the opportunity to interact with your fellow classmates.",speaker,Speakers can be made of any material.,"Speakers can be made of wood, metal.",conveyer,Conveyers are used to move items from one place to another.,"Typically, a conveyer may be used to move a product from point A to point B.",catapult,Catapults can be found in almost every area of the world.,Catapults can be attached to a vehicle.,abrasion,"Typically, an abrasion may have been caused by a sharp object.","Typically, an abrasion are a small scratch.",week,speaker,conveyer,catapult,abrasion,1,1,1,1,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",week,"During a work week, you may have a couple of hours to spare.","During school week, you will have the opportunity to interact with your fellow classmates.",speaker,Speakers can be made of any material.,"Speakers can be made of wood, metal.",conveyer,Conveyers are used to move items from one place to another.,"Typically, a conveyer may be used to move a product from point A to point B.",catapult,Catapults can be found in almost every area of the world.,Catapults can be attached to a vehicle.,abrasion,"Typically, an abrasion may have been caused by a sharp object.","Typically, an abrasion are a small scratch.",week,speaker,conveyer,catapult,abrasion,2,2,3,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",week,"During a work week, you may have a couple of hours to spare.","During school week, you will have the opportunity to interact with your fellow classmates.",speaker,Speakers can be made of any material.,"Speakers can be made of wood, metal.",conveyer,Conveyers are used to move items from one place to another.,"Typically, a conveyer may be used to move a product from point A to point B.",catapult,Catapults can be found in almost every area of the world.,Catapults can be attached to a vehicle.,abrasion,"Typically, an abrasion may have been caused by a sharp object.","Typically, an abrasion are a small scratch.",week,speaker,conveyer,catapult,abrasion,3,1,1,3,1
Sentence Relationships Labeling,"This is the qualification for a task involving looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read explanations for the label and rate their quality.","natural language inference, explanations, AI, reading, interpretation",topic,"Typically, a topic is assigned to a student's class.","Typically, a topic can be used to describe a person, place, thing, etc.",sibling,"Generally, siblings are expected to help one another.","Generally, siblings are expected to take care of one another.",deck chair,"Typically, deck chairs are designed to be used in a seated position.","Typically, deck chairs are designed to be used in a specific way.",consciousness,Consciousness can be composed of many different states.,Consciousness can be used to describe a person's awareness.,cook,Cooks have a lot to learn about cooking.,"Generally, a cook can be considered to be someone who prepares food.",topic,sibling,deck chair,consciousness,cook,3,1,1,3,3
