Title,Description,Keywords,word,pos,definition1,definition2,definition3,definition4,definition5,definition6,definition7,definition8,definition9,definition10,definition11,definition12,NumSenses
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",foundation,n,a cream the same colour as your skin that you put on before the rest of your make-up,"an organization that gives money to a charity 2 , for research etc",an organization that has been established in order to provide money for a particular group of people in need of help or for a particular type of study,"a type of make-up which is spread over the skin of the face, usually before other make-up is put on, giving it a better and more even colour and hiding unwanted marks","the establishment of an organization, business, school etc","the solid layer of cement, bricks, stones etc that is under a building to support it","when an organization, state, etc. is established",,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",foundation,n,a cream the same colour as your skin that you put on before the rest of your make-up,"an organization that gives money to a charity 2 , for research etc",an organization that has been established in order to provide money for a particular group of people in need of help or for a particular type of study,"a type of make-up which is spread over the skin of the face, usually before other make-up is put on, giving it a better and more even colour and hiding unwanted marks","the establishment of an organization, business, school etc","the solid layer of cement, bricks, stones etc that is under a building to support it","when an organization, state, etc. is established",,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",foundation,n,a cream the same colour as your skin that you put on before the rest of your make-up,"an organization that gives money to a charity 2 , for research etc",an organization that has been established in order to provide money for a particular group of people in need of help or for a particular type of study,"a type of make-up which is spread over the skin of the face, usually before other make-up is put on, giving it a better and more even colour and hiding unwanted marks","the establishment of an organization, business, school etc","the solid layer of cement, bricks, stones etc that is under a building to support it","when an organization, state, etc. is established",,,,,,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",foundation,n,a cream the same colour as your skin that you put on before the rest of your make-up,"an organization that gives money to a charity 2 , for research etc",an organization that has been established in order to provide money for a particular group of people in need of help or for a particular type of study,"a type of make-up which is spread over the skin of the face, usually before other make-up is put on, giving it a better and more even colour and hiding unwanted marks","the establishment of an organization, business, school etc","the solid layer of cement, bricks, stones etc that is under a building to support it","when an organization, state, etc. is established",,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",foundation,n,a cream the same colour as your skin that you put on before the rest of your make-up,"an organization that gives money to a charity 2 , for research etc",an organization that has been established in order to provide money for a particular group of people in need of help or for a particular type of study,"a type of make-up which is spread over the skin of the face, usually before other make-up is put on, giving it a better and more even colour and hiding unwanted marks","the establishment of an organization, business, school etc","the solid layer of cement, bricks, stones etc that is under a building to support it","when an organization, state, etc. is established",,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",function,n,"a large party or ceremonial event, especially for an important or official occasion","an official ceremony or a formal social event, such as a party or a special meal, at which a lot of people are usually present",the natural purpose (of something) or the duty (of a person),"the purpose that something is made for, or the job that someone does",the way in which something works or the way in which it is used,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",function,n,"a large party or ceremonial event, especially for an important or official occasion","an official ceremony or a formal social event, such as a party or a special meal, at which a lot of people are usually present",the natural purpose (of something) or the duty (of a person),"the purpose that something is made for, or the job that someone does",the way in which something works or the way in which it is used,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",function,n,"a large party or ceremonial event, especially for an important or official occasion","an official ceremony or a formal social event, such as a party or a special meal, at which a lot of people are usually present",the natural purpose (of something) or the duty (of a person),"the purpose that something is made for, or the job that someone does",the way in which something works or the way in which it is used,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",function,n,"a large party or ceremonial event, especially for an important or official occasion","an official ceremony or a formal social event, such as a party or a special meal, at which a lot of people are usually present",the natural purpose (of something) or the duty (of a person),"the purpose that something is made for, or the job that someone does",the way in which something works or the way in which it is used,,,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",function,n,"a large party or ceremonial event, especially for an important or official occasion","an official ceremony or a formal social event, such as a party or a special meal, at which a lot of people are usually present",the natural purpose (of something) or the duty (of a person),"the purpose that something is made for, or the job that someone does",the way in which something works or the way in which it is used,,,,,,,,
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",function,n,"a large party or ceremonial event, especially for an important or official occasion","an official ceremony or a formal social event, such as a party or a special meal, at which a lot of people are usually present",the natural purpose (of something) or the duty (of a person),"the purpose that something is made for, or the job that someone does",the way in which something works or the way in which it is used,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",function,n,"a large party or ceremonial event, especially for an important or official occasion","an official ceremony or a formal social event, such as a party or a special meal, at which a lot of people are usually present",the natural purpose (of something) or the duty (of a person),"the purpose that something is made for, or the job that someone does",the way in which something works or the way in which it is used,,,,,,,,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",function,n,"a large party or ceremonial event, especially for an important or official occasion","an official ceremony or a formal social event, such as a party or a special meal, at which a lot of people are usually present",the natural purpose (of something) or the duty (of a person),"the purpose that something is made for, or the job that someone does",the way in which something works or the way in which it is used,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",function,n,"a large party or ceremonial event, especially for an important or official occasion","an official ceremony or a formal social event, such as a party or a special meal, at which a lot of people are usually present",the natural purpose (of something) or the duty (of a person),"the purpose that something is made for, or the job that someone does",the way in which something works or the way in which it is used,,,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",function,n,"a large party or ceremonial event, especially for an important or official occasion","an official ceremony or a formal social event, such as a party or a special meal, at which a lot of people are usually present",the natural purpose (of something) or the duty (of a person),"the purpose that something is made for, or the job that someone does",the way in which something works or the way in which it is used,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",function,n,"a large party or ceremonial event, especially for an important or official occasion","an official ceremony or a formal social event, such as a party or a special meal, at which a lot of people are usually present",the natural purpose (of something) or the duty (of a person),"the purpose that something is made for, or the job that someone does",the way in which something works or the way in which it is used,,,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",function,n,"a large party or ceremonial event, especially for an important or official occasion","an official ceremony or a formal social event, such as a party or a special meal, at which a lot of people are usually present",the natural purpose (of something) or the duty (of a person),"the purpose that something is made for, or the job that someone does",the way in which something works or the way in which it is used,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",function,n,"a large party or ceremonial event, especially for an important or official occasion","an official ceremony or a formal social event, such as a party or a special meal, at which a lot of people are usually present",the natural purpose (of something) or the duty (of a person),"the purpose that something is made for, or the job that someone does",the way in which something works or the way in which it is used,,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",issue,n,"a magazine or newspaper printed for a particular day, week, or month","a new set of something such as shares ( share 2 5 ) or stamps, made available for people to buy",an issue of shares is when a company gives people the chance to buy part of it or gives extra shares to people who already own some.,a problem or subject that people discuss,a set of newspapers or magazines published at the same time or a single copy of a newspaper or magazine,a subject or problem which people are thinking and talking about,the act of officially giving people something to use,the problem or subject at issue is the most important part of what you are discussing or considering,"to argue about something, especially in a way that annoys other people because they do not think it is important",to disagree or argue with someone about something,,,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",issue,n,"a magazine or newspaper printed for a particular day, week, or month","a new set of something such as shares ( share 2 5 ) or stamps, made available for people to buy",an issue of shares is when a company gives people the chance to buy part of it or gives extra shares to people who already own some.,a problem or subject that people discuss,a set of newspapers or magazines published at the same time or a single copy of a newspaper or magazine,a subject or problem which people are thinking and talking about,the act of officially giving people something to use,the problem or subject at issue is the most important part of what you are discussing or considering,"to argue about something, especially in a way that annoys other people because they do not think it is important",to disagree or argue with someone about something,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",issue,n,"a magazine or newspaper printed for a particular day, week, or month","a new set of something such as shares ( share 2 5 ) or stamps, made available for people to buy",an issue of shares is when a company gives people the chance to buy part of it or gives extra shares to people who already own some.,a problem or subject that people discuss,a set of newspapers or magazines published at the same time or a single copy of a newspaper or magazine,a subject or problem which people are thinking and talking about,the act of officially giving people something to use,the problem or subject at issue is the most important part of what you are discussing or considering,"to argue about something, especially in a way that annoys other people because they do not think it is important",to disagree or argue with someone about something,,,6
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",issue,n,"a magazine or newspaper printed for a particular day, week, or month","a new set of something such as shares ( share 2 5 ) or stamps, made available for people to buy",an issue of shares is when a company gives people the chance to buy part of it or gives extra shares to people who already own some.,a problem or subject that people discuss,a set of newspapers or magazines published at the same time or a single copy of a newspaper or magazine,a subject or problem which people are thinking and talking about,the act of officially giving people something to use,the problem or subject at issue is the most important part of what you are discussing or considering,"to argue about something, especially in a way that annoys other people because they do not think it is important",to disagree or argue with someone about something,,,7
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",issue,n,"a magazine or newspaper printed for a particular day, week, or month","a new set of something such as shares ( share 2 5 ) or stamps, made available for people to buy",an issue of shares is when a company gives people the chance to buy part of it or gives extra shares to people who already own some.,a problem or subject that people discuss,a set of newspapers or magazines published at the same time or a single copy of a newspaper or magazine,a subject or problem which people are thinking and talking about,the act of officially giving people something to use,the problem or subject at issue is the most important part of what you are discussing or considering,"to argue about something, especially in a way that annoys other people because they do not think it is important",to disagree or argue with someone about something,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",issue,n,"a magazine or newspaper printed for a particular day, week, or month","a new set of something such as shares ( share 2 5 ) or stamps, made available for people to buy",an issue of shares is when a company gives people the chance to buy part of it or gives extra shares to people who already own some.,a problem or subject that people discuss,a set of newspapers or magazines published at the same time or a single copy of a newspaper or magazine,a subject or problem which people are thinking and talking about,the act of officially giving people something to use,the problem or subject at issue is the most important part of what you are discussing or considering,"to argue about something, especially in a way that annoys other people because they do not think it is important",to disagree or argue with someone about something,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",issue,n,"a magazine or newspaper printed for a particular day, week, or month","a new set of something such as shares ( share 2 5 ) or stamps, made available for people to buy",an issue of shares is when a company gives people the chance to buy part of it or gives extra shares to people who already own some.,a problem or subject that people discuss,a set of newspapers or magazines published at the same time or a single copy of a newspaper or magazine,a subject or problem which people are thinking and talking about,the act of officially giving people something to use,the problem or subject at issue is the most important part of what you are discussing or considering,"to argue about something, especially in a way that annoys other people because they do not think it is important",to disagree or argue with someone about something,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",issue,n,"a magazine or newspaper printed for a particular day, week, or month","a new set of something such as shares ( share 2 5 ) or stamps, made available for people to buy",an issue of shares is when a company gives people the chance to buy part of it or gives extra shares to people who already own some.,a problem or subject that people discuss,a set of newspapers or magazines published at the same time or a single copy of a newspaper or magazine,a subject or problem which people are thinking and talking about,the act of officially giving people something to use,the problem or subject at issue is the most important part of what you are discussing or considering,"to argue about something, especially in a way that annoys other people because they do not think it is important",to disagree or argue with someone about something,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",issue,n,"a magazine or newspaper printed for a particular day, week, or month","a new set of something such as shares ( share 2 5 ) or stamps, made available for people to buy",an issue of shares is when a company gives people the chance to buy part of it or gives extra shares to people who already own some.,a problem or subject that people discuss,a set of newspapers or magazines published at the same time or a single copy of a newspaper or magazine,a subject or problem which people are thinking and talking about,the act of officially giving people something to use,the problem or subject at issue is the most important part of what you are discussing or considering,"to argue about something, especially in a way that annoys other people because they do not think it is important",to disagree or argue with someone about something,,,5
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",issue,n,"a magazine or newspaper printed for a particular day, week, or month","a new set of something such as shares ( share 2 5 ) or stamps, made available for people to buy",an issue of shares is when a company gives people the chance to buy part of it or gives extra shares to people who already own some.,a problem or subject that people discuss,a set of newspapers or magazines published at the same time or a single copy of a newspaper or magazine,a subject or problem which people are thinking and talking about,the act of officially giving people something to use,the problem or subject at issue is the most important part of what you are discussing or considering,"to argue about something, especially in a way that annoys other people because they do not think it is important",to disagree or argue with someone about something,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",issue,n,"a magazine or newspaper printed for a particular day, week, or month","a new set of something such as shares ( share 2 5 ) or stamps, made available for people to buy",an issue of shares is when a company gives people the chance to buy part of it or gives extra shares to people who already own some.,a problem or subject that people discuss,a set of newspapers or magazines published at the same time or a single copy of a newspaper or magazine,a subject or problem which people are thinking and talking about,the act of officially giving people something to use,the problem or subject at issue is the most important part of what you are discussing or considering,"to argue about something, especially in a way that annoys other people because they do not think it is important",to disagree or argue with someone about something,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",issue,n,"a magazine or newspaper printed for a particular day, week, or month","a new set of something such as shares ( share 2 5 ) or stamps, made available for people to buy",an issue of shares is when a company gives people the chance to buy part of it or gives extra shares to people who already own some.,a problem or subject that people discuss,a set of newspapers or magazines published at the same time or a single copy of a newspaper or magazine,a subject or problem which people are thinking and talking about,the act of officially giving people something to use,the problem or subject at issue is the most important part of what you are discussing or considering,"to argue about something, especially in a way that annoys other people because they do not think it is important",to disagree or argue with someone about something,,,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",issue,n,"a magazine or newspaper printed for a particular day, week, or month","a new set of something such as shares ( share 2 5 ) or stamps, made available for people to buy",an issue of shares is when a company gives people the chance to buy part of it or gives extra shares to people who already own some.,a problem or subject that people discuss,a set of newspapers or magazines published at the same time or a single copy of a newspaper or magazine,a subject or problem which people are thinking and talking about,the act of officially giving people something to use,the problem or subject at issue is the most important part of what you are discussing or considering,"to argue about something, especially in a way that annoys other people because they do not think it is important",to disagree or argue with someone about something,,,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,adj,a major key ( key 1 4 ) is based on a musical scale in which there are semitone s between the third and fourth and the seventh and eighth notes,having very serious or worrying results,"more important, bigger or more serious than others of the same type",(of music) based on a scale in which there is a whole tone between the second and third notes and a half tone between the third and fourth notes,very important,"very large or important, when compared to other things or people of a similar kind",,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,adj,a major key ( key 1 4 ) is based on a musical scale in which there are semitone s between the third and fourth and the seventh and eighth notes,having very serious or worrying results,"more important, bigger or more serious than others of the same type",(of music) based on a scale in which there is a whole tone between the second and third notes and a half tone between the third and fourth notes,very important,"very large or important, when compared to other things or people of a similar kind",,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,adj,a major key ( key 1 4 ) is based on a musical scale in which there are semitone s between the third and fourth and the seventh and eighth notes,having very serious or worrying results,"more important, bigger or more serious than others of the same type",(of music) based on a scale in which there is a whole tone between the second and third notes and a half tone between the third and fourth notes,very important,"very large or important, when compared to other things or people of a similar kind",,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,adj,a major key ( key 1 4 ) is based on a musical scale in which there are semitone s between the third and fourth and the seventh and eighth notes,having very serious or worrying results,"more important, bigger or more serious than others of the same type",(of music) based on a scale in which there is a whole tone between the second and third notes and a half tone between the third and fourth notes,very important,"very large or important, when compared to other things or people of a similar kind",,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,adj,a major key ( key 1 4 ) is based on a musical scale in which there are semitone s between the third and fourth and the seventh and eighth notes,having very serious or worrying results,"more important, bigger or more serious than others of the same type",(of music) based on a scale in which there is a whole tone between the second and third notes and a half tone between the third and fourth notes,very important,"very large or important, when compared to other things or people of a similar kind",,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,adj,a major key ( key 1 4 ) is based on a musical scale in which there are semitone s between the third and fourth and the seventh and eighth notes,having very serious or worrying results,"more important, bigger or more serious than others of the same type",(of music) based on a scale in which there is a whole tone between the second and third notes and a half tone between the third and fourth notes,very important,"very large or important, when compared to other things or people of a similar kind",,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,adj,a major key ( key 1 4 ) is based on a musical scale in which there are semitone s between the third and fourth and the seventh and eighth notes,having very serious or worrying results,"more important, bigger or more serious than others of the same type",(of music) based on a scale in which there is a whole tone between the second and third notes and a half tone between the third and fourth notes,very important,"very large or important, when compared to other things or people of a similar kind",,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,adj,a major key ( key 1 4 ) is based on a musical scale in which there are semitone s between the third and fourth and the seventh and eighth notes,having very serious or worrying results,"more important, bigger or more serious than others of the same type",(of music) based on a scale in which there is a whole tone between the second and third notes and a half tone between the third and fourth notes,very important,"very large or important, when compared to other things or people of a similar kind",,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,adj,a major key ( key 1 4 ) is based on a musical scale in which there are semitone s between the third and fourth and the seventh and eighth notes,having very serious or worrying results,"more important, bigger or more serious than others of the same type",(of music) based on a scale in which there is a whole tone between the second and third notes and a half tone between the third and fourth notes,very important,"very large or important, when compared to other things or people of a similar kind",,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,adj,a major key ( key 1 4 ) is based on a musical scale in which there are semitone s between the third and fourth and the seventh and eighth notes,having very serious or worrying results,"more important, bigger or more serious than others of the same type",(of music) based on a scale in which there is a whole tone between the second and third notes and a half tone between the third and fourth notes,very important,"very large or important, when compared to other things or people of a similar kind",,,,,,,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,adj,a major key ( key 1 4 ) is based on a musical scale in which there are semitone s between the third and fourth and the seventh and eighth notes,having very serious or worrying results,"more important, bigger or more serious than others of the same type",(of music) based on a scale in which there is a whole tone between the second and third notes and a half tone between the third and fourth notes,very important,"very large or important, when compared to other things or people of a similar kind",,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,adj,a major key ( key 1 4 ) is based on a musical scale in which there are semitone s between the third and fourth and the seventh and eighth notes,having very serious or worrying results,"more important, bigger or more serious than others of the same type",(of music) based on a scale in which there is a whole tone between the second and third notes and a half tone between the third and fourth notes,very important,"very large or important, when compared to other things or people of a similar kind",,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,adj,a major key ( key 1 4 ) is based on a musical scale in which there are semitone s between the third and fourth and the seventh and eighth notes,having very serious or worrying results,"more important, bigger or more serious than others of the same type",(of music) based on a scale in which there is a whole tone between the second and third notes and a half tone between the third and fourth notes,very important,"very large or important, when compared to other things or people of a similar kind",,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,n,"an officer of middle rank in the British or US army or marines , or in the US airforce","an officer of middle rank in the British, US and many other armed forces such as the US Air force",someone studying a particular subject as their main subject at college or university,the main subject that a student studies at college or university,"the most important subject that a college or university student is studying, or the student himself or herself",the rank between captain and lieutenant colonel,,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,n,"an officer of middle rank in the British or US army or marines , or in the US airforce","an officer of middle rank in the British, US and many other armed forces such as the US Air force",someone studying a particular subject as their main subject at college or university,the main subject that a student studies at college or university,"the most important subject that a college or university student is studying, or the student himself or herself",the rank between captain and lieutenant colonel,,,,,,,4
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,n,"an officer of middle rank in the British or US army or marines , or in the US airforce","an officer of middle rank in the British, US and many other armed forces such as the US Air force",someone studying a particular subject as their main subject at college or university,the main subject that a student studies at college or university,"the most important subject that a college or university student is studying, or the student himself or herself",the rank between captain and lieutenant colonel,,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,n,"an officer of middle rank in the British or US army or marines , or in the US airforce","an officer of middle rank in the British, US and many other armed forces such as the US Air force",someone studying a particular subject as their main subject at college or university,the main subject that a student studies at college or university,"the most important subject that a college or university student is studying, or the student himself or herself",the rank between captain and lieutenant colonel,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,n,"an officer of middle rank in the British or US army or marines , or in the US airforce","an officer of middle rank in the British, US and many other armed forces such as the US Air force",someone studying a particular subject as their main subject at college or university,the main subject that a student studies at college or university,"the most important subject that a college or university student is studying, or the student himself or herself",the rank between captain and lieutenant colonel,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,n,"an officer of middle rank in the British or US army or marines , or in the US airforce","an officer of middle rank in the British, US and many other armed forces such as the US Air force",someone studying a particular subject as their main subject at college or university,the main subject that a student studies at college or university,"the most important subject that a college or university student is studying, or the student himself or herself",the rank between captain and lieutenant colonel,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,n,"an officer of middle rank in the British or US army or marines , or in the US airforce","an officer of middle rank in the British, US and many other armed forces such as the US Air force",someone studying a particular subject as their main subject at college or university,the main subject that a student studies at college or university,"the most important subject that a college or university student is studying, or the student himself or herself",the rank between captain and lieutenant colonel,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,n,"an officer of middle rank in the British or US army or marines , or in the US airforce","an officer of middle rank in the British, US and many other armed forces such as the US Air force",someone studying a particular subject as their main subject at college or university,the main subject that a student studies at college or university,"the most important subject that a college or university student is studying, or the student himself or herself",the rank between captain and lieutenant colonel,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,n,"an officer of middle rank in the British or US army or marines , or in the US airforce","an officer of middle rank in the British, US and many other armed forces such as the US Air force",someone studying a particular subject as their main subject at college or university,the main subject that a student studies at college or university,"the most important subject that a college or university student is studying, or the student himself or herself",the rank between captain and lieutenant colonel,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,n,"an officer of middle rank in the British or US army or marines , or in the US airforce","an officer of middle rank in the British, US and many other armed forces such as the US Air force",someone studying a particular subject as their main subject at college or university,the main subject that a student studies at college or university,"the most important subject that a college or university student is studying, or the student himself or herself",the rank between captain and lieutenant colonel,,,,,,,3
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,n,"an officer of middle rank in the British or US army or marines , or in the US airforce","an officer of middle rank in the British, US and many other armed forces such as the US Air force",someone studying a particular subject as their main subject at college or university,the main subject that a student studies at college or university,"the most important subject that a college or university student is studying, or the student himself or herself",the rank between captain and lieutenant colonel,,,,,,,2
Indicate how many general meanings there are in a list of dictionary definitions,Please indicate the number of general meanings in a list of definitions,"Easy, Question, quick, survey, fast, simple, find, click, payment",major,n,"an officer of middle rank in the British or US army or marines , or in the US airforce","an officer of middle rank in the British, US and many other armed forces such as the US Air force",someone studying a particular subject as their main subject at college or university,the main subject that a student studies at college or university,"the most important subject that a college or university student is studying, or the student himself or herself",the rank between captain and lieutenant colonel,,,,,,,2
