Title,Description,Keywords,facts,sentence,model,Answer.coverage,Answer.quality
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : English | price : high | customer rating : average | area : riverside | family friendly : yes | near : Café Rouge,The Mill is a children friendly restaurant in riverside near Café Rouge with English food. They have a high price range and have an average customer rating.,a_star,3,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : Café Rouge,Near Café Rouge in the city centre is a restaurant called The Cricketers. It is a cheap restaurant serving English food and has a customer rating of 5 out of 5. It is family - friendly.,neurologic,4,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : Café Rouge,Near Café Rouge in the city centre is a restaurant called The Cricketers. It is a cheap restaurant serving English food and has a customer rating of 5 out of 5. It is family - friendly.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : English | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : Café Rouge,Near Café Rouge in the city centre is a restaurant called The Cricketers. It is a cheap restaurant serving English food and has a customer rating of 5 out of 5. It is family - friendly.,neurologic,4,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : high | customer rating : 1 out of 5 | area : city centre | family friendly : yes | near : Café Sicilia,The Mill is a children friendly fast food pub located in the city centre near Café Sicilia with high price range and low customer rating,neurologic,3,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : high | customer rating : 1 out of 5 | area : city centre | family friendly : yes | near : Café Sicilia,The Mill is a children friendly fast food pub located in the city centre near Café Sicilia with high price range and low customer rating,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : high | customer rating : 1 out of 5 | area : city centre | family friendly : yes | near : Café Sicilia,The Mill is a children friendly fast food pub located in the city centre near Café Sicilia with high price range and low customer rating,neurologic,4,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a family friendly pub serving Japanese food in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a family friendly pub serving Japanese food in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a family friendly pub serving Japanese food in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | customer rating : average | family friendly : no | near : Café Sicilia,The Cricketers is a restaurant with an average customer rating near Café Sicilia. It is not family - friendly.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | customer rating : average | family friendly : no | near : Café Sicilia,The Cricketers is a restaurant with an average customer rating near Café Sicilia. It is not family - friendly.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | customer rating : average | family friendly : no | near : Café Sicilia,The Cricketers is a restaurant with an average customer rating near Café Sicilia. It is not family - friendly.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Phoenix is a French pub near Café Sicilia in the riverside area. It's not kid friendly but has a price range of £ 20 - 25 and a customer rating of 3 out of 5.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Phoenix is a French pub near Café Sicilia in the riverside area. It's not kid friendly but has a price range of £ 20 - 25 and a customer rating of 3 out of 5.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Phoenix is a French pub near Café Sicilia in the riverside area. It's not kid friendly but has a price range of £ 20 - 25 and a customer rating of 3 out of 5.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Clowns | Type : pub | customer rating : 5 out of 5 | near : Crowne Plaza Hotel,Clowns is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Clowns | Type : pub | customer rating : 5 out of 5 | near : Crowne Plaza Hotel,Clowns is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,neurologic,4,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Clowns | Type : pub | customer rating : 5 out of 5 | near : Crowne Plaza Hotel,Clowns is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : English | price : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Punter is a children friendly restaurant in riverside near Raja Indian Cuisine. They serve English food with a high price range.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : English | price : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Punter is a children friendly restaurant in riverside near Raja Indian Cuisine. They serve English food with a high price range.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : English | price : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Punter is a children friendly restaurant in riverside near Raja Indian Cuisine. They serve English food with a high price range.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : high | customer rating : 1 out of 5 | area : city centre | family friendly : yes | near : Café Sicilia,The Mill is a children friendly fast food pub located in the city centre near Café Sicilia with high price range and low customer rating,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : high | customer rating : 1 out of 5 | area : city centre | family friendly : yes | near : Café Sicilia,The Mill is a children friendly fast food pub located in the city centre near Café Sicilia with high price range and low customer rating,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : high | customer rating : 1 out of 5 | area : city centre | family friendly : yes | near : Café Sicilia,The Mill is a children friendly fast food pub located in the city centre near Café Sicilia with high price range and low customer rating,a_star,3,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : pub | food : Indian | price : less than £ 20 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Waterman is a family friendly pub that serves Indian food for less than £ 20 near Raja Indian Cuisine in the riverside area.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : pub | food : Indian | price : less than £ 20 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Waterman is a family friendly pub that serves Indian food for less than £ 20 near Raja Indian Cuisine in the riverside area.,neurologic,2,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : pub | food : Indian | price : less than £ 20 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Waterman is a family friendly pub that serves Indian food for less than £ 20 near Raja Indian Cuisine in the riverside area.,neurologic,4,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Italian | price : more than £ 30 | customer rating : high | area : riverside | family friendly : no | near : Rainbow Vegetarian Café,The Vaults is a pub providing Italian food in Riverside near the Rainbow Vegetarian Café. The price range is more than £ 30 and the customer rating is high. Please be aware that The Vaults is not children friendly atmosphere.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Italian | price : more than £ 30 | customer rating : high | area : riverside | family friendly : no | near : Rainbow Vegetarian Café,The Vaults is a pub providing Italian food in Riverside near the Rainbow Vegetarian Café. The price range is more than £ 30 and the customer rating is high. Please be aware that The Vaults is not children friendly atmosphere.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Italian | price : more than £ 30 | customer rating : high | area : riverside | family friendly : no | near : Rainbow Vegetarian Café,The Vaults is a pub providing Italian food in Riverside near the Rainbow Vegetarian Café. The price range is more than £ 30 and the customer rating is high. Please be aware that The Vaults is not children friendly atmosphere.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"The Phoenix is a pub that is kid friendly, serves French food, and is in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.",a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"The Phoenix is a pub that is kid friendly, serves French food, and is in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.",a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,"The Phoenix is a pub that is kid friendly, serves French food, and is in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.",a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Chinese | price : moderate | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Punter is a Chinese restaurant in the city centre near Raja Indian Cuisine. It is kid friendly and moderately priced.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Chinese | price : moderate | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Punter is a Chinese restaurant in the city centre near Raja Indian Cuisine. It is kid friendly and moderately priced.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Chinese | price : moderate | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Punter is a Chinese restaurant in the city centre near Raja Indian Cuisine. It is kid friendly and moderately priced.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : average | family friendly : yes | near : Café Sicilia,The Cricketers is a coffee shop near Café Sicilia. It is family friendly and has an average customer rating.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : average | family friendly : yes | near : Café Sicilia,The Cricketers is a coffee shop near Café Sicilia. It is family friendly and has an average customer rating.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : average | family friendly : yes | near : Café Sicilia,The Cricketers is a coffee shop near Café Sicilia. It is family friendly and has an average customer rating.,a_star,2,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : cheap | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Mill is a pub providing Fast food in the cheap price range. It is located in the riverside. It is near Café Sicilia. Its customer rating is 5 out of 5.,a_star,3,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : cheap | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Mill is a pub providing Fast food in the cheap price range. It is located in the riverside. It is near Café Sicilia. Its customer rating is 5 out of 5.,a_star,4,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : cheap | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Mill is a pub providing Fast food in the cheap price range. It is located in the riverside. It is near Café Sicilia. Its customer rating is 5 out of 5.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : 5 out of 5 | family friendly : no | near : Crowne Plaza Hotel,The Cricketers is a coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5. It is not family - friendly.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : 5 out of 5 | family friendly : no | near : Crowne Plaza Hotel,The Cricketers is a coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5. It is not family - friendly.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : 5 out of 5 | family friendly : no | near : Crowne Plaza Hotel,The Cricketers is a coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5. It is not family - friendly.,neurologic,4,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : All Bar One,"Chinese restaurant, The Cricketers, is located in the city centre near All Bar One. It is family friendly, with a cheap price range and a customer rating of 5 out of 5.",neurologic,4,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : All Bar One,"Chinese restaurant, The Cricketers, is located in the city centre near All Bar One. It is family friendly, with a cheap price range and a customer rating of 5 out of 5.",neurologic,3,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : All Bar One,"Chinese restaurant, The Cricketers, is located in the city centre near All Bar One. It is family friendly, with a cheap price range and a customer rating of 5 out of 5.",neurologic,4,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Mill is a pub in riverside near Café Sicilia with a moderate price range that serves fast food and is not kids friendly. It has a customer rating of 3 out of 5.,a_star,1,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Mill is a pub in riverside near Café Sicilia with a moderate price range that serves fast food and is not kids friendly. It has a customer rating of 3 out of 5.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Mill is a pub in riverside near Café Sicilia with a moderate price range that serves fast food and is not kids friendly. It has a customer rating of 3 out of 5.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Plough | Type : restaurant | food : Chinese | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Plough is a family friendly Chinese restaurant in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Plough | Type : restaurant | food : Chinese | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Plough is a family friendly Chinese restaurant in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Plough | Type : restaurant | food : Chinese | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Plough is a family friendly Chinese restaurant in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : less than £ 20 | customer rating : low | area : city centre | family friendly : no | near : All Bar One,The Cricketers is a Chinese restaurant located in the city centre near All Bar One. It has a low customer rating and is not family friendly. The price range is less than £ 20.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : less than £ 20 | customer rating : low | area : city centre | family friendly : no | near : All Bar One,The Cricketers is a Chinese restaurant located in the city centre near All Bar One. It has a low customer rating and is not family friendly. The price range is less than £ 20.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : less than £ 20 | customer rating : low | area : city centre | family friendly : no | near : All Bar One,The Cricketers is a Chinese restaurant located in the city centre near All Bar One. It has a low customer rating and is not family friendly. The price range is less than £ 20.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Blue Spice | Type : pub | area : riverside,Blue Spice is a pub in riverside that serves food.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Blue Spice | Type : pub | area : riverside,Blue Spice is a pub in riverside that serves food.,neurologic,4,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Blue Spice | Type : pub | area : riverside,Blue Spice is a pub in riverside that serves food.,neurologic,3,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : more than £ 30 | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is an expensive Japanese pub near Raja Indian Cuisine in the riverside area. It is not child friendly and has a 5 out of 5 rating.,a_star,3,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : more than £ 30 | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is an expensive Japanese pub near Raja Indian Cuisine in the riverside area. It is not child friendly and has a 5 out of 5 rating.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : more than £ 30 | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is an expensive Japanese pub near Raja Indian Cuisine in the riverside area. It is not child friendly and has a 5 out of 5 rating.,a_star,3,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : English | price : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Punter is a children friendly restaurant in riverside near Raja Indian Cuisine. They serve English food with a high price range.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : English | price : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Punter is a children friendly restaurant in riverside near Raja Indian Cuisine. They serve English food with a high price range.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : English | price : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Punter is a children friendly restaurant in riverside near Raja Indian Cuisine. They serve English food with a high price range.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Italian | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : yes | near : Express by Holiday Inn,Near Express by Holiday Inn in the city centre is a family - friendly restaurant called The Punter. It has a high customer rating and serves Italian food in the price range of £ 20 - 25.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Italian | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : yes | near : Express by Holiday Inn,Near Express by Holiday Inn in the city centre is a family - friendly restaurant called The Punter. It has a high customer rating and serves Italian food in the price range of £ 20 - 25.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Italian | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : yes | near : Express by Holiday Inn,Near Express by Holiday Inn in the city centre is a family - friendly restaurant called The Punter. It has a high customer rating and serves Italian food in the price range of £ 20 - 25.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : £ 20 - 25 | customer rating : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Vaults is a Japanese pub located in riverside near Raja Indian Cuisine. The price range is £ 20 - 25 and it is kids friendly with a high customer rating.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : £ 20 - 25 | customer rating : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Vaults is a Japanese pub located in riverside near Raja Indian Cuisine. The price range is £ 20 - 25 and it is kids friendly with a high customer rating.,a_star,3,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : £ 20 - 25 | customer rating : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Vaults is a Japanese pub located in riverside near Raja Indian Cuisine. The price range is £ 20 - 25 and it is kids friendly with a high customer rating.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : restaurant | food : French | area : city centre | family friendly : yes | near : Raja Indian Cuisine,Giraffe is a kid friendly French restaurant located in the city centre near Raja Indian Cuisine.,neurologic,3,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : restaurant | food : French | area : city centre | family friendly : yes | near : Raja Indian Cuisine,Giraffe is a kid friendly French restaurant located in the city centre near Raja Indian Cuisine.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : restaurant | food : French | area : city centre | family friendly : yes | near : Raja Indian Cuisine,Giraffe is a kid friendly French restaurant located in the city centre near Raja Indian Cuisine.,neurologic,3,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : less than £ 20 | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a pub serving Japanese food for less than £ 20. It's family - friendly and is near Raja Indian Cuisine in the city centre area.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : less than £ 20 | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a pub serving Japanese food for less than £ 20. It's family - friendly and is near Raja Indian Cuisine in the city centre area.,a_star,3,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : less than £ 20 | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a pub serving Japanese food for less than £ 20. It's family - friendly and is near Raja Indian Cuisine in the city centre area.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Italian | price : moderate | area : city centre | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is a pub serving Italian food in the moderate price range. It is not kids friendly and is near Raja Indian Cuisine in the city centre.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Italian | price : moderate | area : city centre | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is a pub serving Italian food in the moderate price range. It is not kids friendly and is near Raja Indian Cuisine in the city centre.,a_star,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Italian | price : moderate | area : city centre | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is a pub serving Italian food in the moderate price range. It is not kids friendly and is near Raja Indian Cuisine in the city centre.,a_star,4,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Zizzi | Type : coffee shop | customer rating : high | near : Burger King,Zizzi is a highly rated coffee shop near Burger King.,neurologic,4,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Zizzi | Type : coffee shop | customer rating : high | near : Burger King,Zizzi is a highly rated coffee shop near Burger King.,neurologic,2,3
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Zizzi | Type : coffee shop | customer rating : high | near : Burger King,Zizzi is a highly rated coffee shop near Burger King.,neurologic,2,2
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : restaurant | food : Italian | price : less than £ 20 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Waterman is a restaurant providing Italian food in the less than £ 20 price range. It is not family - friendly and is located in the riverside area near Raja Indian Cuisine.,neurologic,4,3
