Title,Description,Keywords,event0,event1,event2,Answer.feedback,Answer.input_event,Answer.q1-obj-use1,Answer.q1-obj-use2,Answer.q1-obj-use3,Answer.q1-obj-use4,Answer.q1-obj1,Answer.q1-obj2,Answer.q1-obj3,Answer.q1-obj4,Answer.q2-obj-use1,Answer.q2-obj-use2,Answer.q2-obj-use3,Answer.q2-obj-use4,Answer.q2-obj1,Answer.q2-obj2,Answer.q2-obj3,Answer.q2-obj4,Answer.q3-obj-use1,Answer.q3-obj-use2,Answer.q3-obj-use3,Answer.q3-obj-use4,Answer.q3-obj1,Answer.q3-obj2,Answer.q3-obj3,Answer.q3-obj4,Answer.req-obj1-na,Answer.req-obj1-sense,Answer.req-obj2-na,Answer.req-obj2-sense,Answer.req-obj3-na,Answer.req-obj3-sense,Approve,Reject
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sets a cup on the table,PersonX buys candy at target,PersonX quickly took the jewelry,{},PersonX sets a cup on the table|PersonX buys candy at target|PersonX quickly took the jewelry,protect the table,pour into the glass,{},{},coaster,drink,{},{},purchase the snack,put the food in,{},{},money,bag,{},{},hide the loot in,get away fast,{},{},purse,car,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX takes plane to france,PersonX puts cat back in,PersonX brings cake to PersonY's face,{},PersonX takes plane to france|PersonX puts cat back in|PersonX brings cake to PersonY,fly plane,know where to fly the plane,{},{},fuel,gps,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX adds a card to PersonX's collection,PersonX drinks another beer,PersonX increases students ' fees,{},PersonX adds a card to PersonX|PersonX drinks another beer|PersonX increases students,{},{},{},{},{},{},{},{},drink beer,drink beer,{},{},buy beer,get beer,{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX loses one 's keys,PersonX keeps PersonX's dog under control,PersonX plays guitar everyday,{},PersonX loses one |PersonX keeps PersonX|PersonX plays guitar everyday,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts money to good use,PersonX finds umbrella in the garbage,PersonX leaves PersonX's knapsack behind,{},PersonX puts money to good use|PersonX finds umbrella in the garbage|PersonX leaves PersonX,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives video back to PersonY,PersonX puts earrings back in,PersonX puts lamp in PersonY's room,{},PersonX gives video back to PersonY|PersonX puts earrings back in|PersonX puts lamp in PersonY,has video,has video,{},{},tape,usb drive,{},{},put earrings in,pin earrings to ear,{},{},ears,backs,{},{},provide light,plug in lamp,{},{},lightbulb,outlet,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX takes keys in the process,PersonX throws bags in the trash,PersonX wipes away the oil,{},PersonX takes keys in the process|PersonX throws bags in the trash|PersonX wipes away the oil,{},{},{},{},{},{},{},{},thrown bags away,{},{},{},garbage can,{},{},{},wipe away,{},{},{},cloth,{},{},{},,0.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX buys ipods for PersonX's children,PersonX meets people 's pets,PersonX earns money to support,Q3 doesn't make sense independently but I can imagine with one more word it would.,PersonX buys ipods for PersonX|PersonX meets people |PersonX earns money to support,buy ipods,{},{},{},money,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX saves the patient 's dog,PersonX assesses the patient 's feet,PersonX rides a bus to school,{},PersonX saves the patient |PersonX assesses the patient |PersonX rides a bus to school,save,own a dog to save,{},{},dog,patient,{},{},have feet to assess,analyze,{},{},patient,patient's feet,{},{},ride to school,drive the bus,{},{},bus,bus driver,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives a puppy away,PersonX protects the computer from the effects,PersonX gets meat from the store,{},PersonX gives a puppy away|PersonX protects the computer from the effects|PersonX gets meat from the store,attach the leash to,hold onto the puppy,{},{},collar,leash,{},{},prevent power surges,plug in the computer,{},{},surge protector,outlet,{},{},carry the meat,pay for the meat,{},{},bag,money,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX immediately threw frisbee,PersonX takes the remote away from PersonY,PersonX watches laserdiscs at home,{},PersonX immediately threw frisbee|PersonX takes the remote away from PersonY|PersonX watches laserdiscs at home,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},to watch the laser disc,to watch the laser discs,{},{},laser disc player,television,{},{},0.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX frightens away the dog,PersonX carries every package,PersonX puts money under PersonY's pillow,{},PersonX frightens away the dog|PersonX carries every package|PersonX puts money under PersonY,threaten dog,scare away dog,{},{},mace,weapon,{},{},carry around,carry around,{},{},container,box,{},{},to put under pillow,cover cash with,{},{},cash,pillow,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX shows the screen clearly,PersonX shows the book clearly,PersonX puts food to good use,{},PersonX shows the screen clearly|PersonX shows the book clearly|PersonX puts food to good use,show the screen clearly,to show the screen clearly,{},{},a computer,the lamp turned on,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives tim lunch,PersonX uses medicine often,PersonX avenges PersonY's brother 's car,{},PersonX gives tim lunch|PersonX uses medicine often|PersonX avenges PersonY,hold food,hold tupperware of food,{},{},tupperware,lunch bag,{},{},purchase medicine,consume,{},{},money,medicine,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gains candies rapidly,PersonX sees cups inside,PersonX meets the country 's contract,{},PersonX gains candies rapidly|PersonX sees cups inside|PersonX meets the country,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,0.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX accidentally knocked the lamp,PersonX manages PersonX's money in PersonX's way,PersonX scrapes together a box,{},PersonX accidentally knocked the lamp|PersonX manages PersonX|PersonX scrapes together a box,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX prevents snake from reaching,PersonX makes lunch in the morning,PersonX brushes away the dirt,{},PersonX prevents snake from reaching|PersonX makes lunch in the morning|PersonX brushes away the dirt,{},{},{},{},{},{},{},{},keep salad cool,make a sandwich,{},{},cooler,bread,{},{},sweep the grime,dump the dirt into,{},{},broom,trashcan,{},{},,0.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX holds PersonX's hand longer,PersonX gives PersonY every paper,PersonX takes a suitcase on a vacation,{},PersonX holds PersonX|PersonX gives PersonY every paper|PersonX takes a suitcase on a vacation,grasp,{},{},{},hands,{},{},{},pass on,gift to others,{},{},sheets,pages,{},{},pack,bring,{},{},luggage,valise,{},{},0.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives PersonY's dog toy,PersonX studies birds every night,PersonX locks his pet out of the house,{},PersonX gives PersonY|PersonX studies birds every night|PersonX locks his pet out of the house,give to personY's dog,give to personY's dog to play with,{},{},a toy,a toy,{},{},{},{},{},{},{},{},{},{},lock the pet out of,lock out of the house,{},{},a house,a pet,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX serves water well,PersonX rides the tram around town,PersonX takes tent to a park,{},PersonX serves water well|PersonX rides the tram around town|PersonX takes tent to a park,serve the water well,{},{},{},a jug of water,{},{},{},serve the water well,{},{},{},{},{},{},{},{},{},{},{},to drive his car,{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX receives another shoe,PersonX sets a book on the table,PersonX gets new clothes for an interview,{},PersonX receives another shoe|PersonX sets a book on the table|PersonX gets new clothes for an interview,{},{},{},{},{},{},{},{},to place book upon,to place upon table,{},{},surface,novel,{},{},purchase clothing,{},{},{},money,{},{},{},,0.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX abandons the game altogether,PersonX also spent money,PersonX shares PersonY's husband 's food,{},PersonX abandons the game altogether|PersonX also spent money|PersonX shares PersonY,{},{},{},{},{},{},{},{},charge,pull money out of,{},{},credit card,wallet,{},{},eat food,hold food,{},{},fork,plate,{},{},0.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX plays a bagpipe in the struggle,PersonX gives birth to a son,PersonX derives PersonY's car from the consent,{},PersonX plays a bagpipe in the struggle|PersonX gives birth to a son|PersonX derives PersonY,{},{},{},{},{},{},{},{},help with labor,help with labor,{},{},a doctor,nurses,{},{},{},{},{},{},{},{},{},{},,0.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX plays cards perfectly,PersonX takes note to the doctor 's office,PersonX removes cup from the surface,{},PersonX plays cards perfectly|PersonX takes note to the doctor |PersonX removes cup from the surface,play cards,{},{},{},deck of playing card,{},{},{},{},{},{},{},transportaton,{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,,,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX cooks steak on the grill,PersonX sends PersonX's friend a present,PersonX scrapes together a table,{},PersonX cooks steak on the grill|PersonX sends PersonX|PersonX scrapes together a table,put onto grill,cook meat,{},{},meat,rotisserie,{},{},pay postage to send gift,mail the present,{},{},money,box,{},{},{},{},{},{},{},{},{},{},,1.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX evens took the money,PersonX leaves PersonX's dog at home,PersonX buys dinner for the family,{},PersonX evens took the money|PersonX leaves PersonX|PersonX buys dinner for the family,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},pay the bill,get the food,{},{},money,car,{},{},,0.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX establishes a wall in areas,PersonX gets the money into PersonX's hands,PersonX gets money quickly,{},PersonX establishes a wall in areas|PersonX gets the money into PersonX|PersonX gets money quickly,divide space,create a barrier,{},{},a partition,bricks,{},{},withdraw currency,take cash out of,{},{},an atm,a pocket,{},{},get paid,to borrow from,get a loan,{},a job,a friend,a bank,{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX practices tuba long,PersonX knows PersonX's car best,PersonX takes the car to florida,{},PersonX practices tuba long|PersonX knows PersonX|PersonX takes the car to florida,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},start the car,to power the car,eat on the way to Florida.,find their way to Florida,keys,gas,food,map,,0.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sells hotdogs on the street,PersonX places the crystal in the hands,PersonX meets the patient 's cat,{},PersonX sells hotdogs on the street|PersonX places the crystal in the hands|PersonX meets the patient,vend on the road,place hotdogs inside,{},{},hotdogs,hotdog buns,{},{},put in the person's hands,put the crystal in,{},{},crystal,hands,{},{},be owned by the patient,have a cat,{},{},cat,patient,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX lays books upon PersonY,PersonX gets a burger for lunch,PersonX includes every animal,{},PersonX lays books upon PersonY|PersonX gets a burger for lunch|PersonX includes every animal,buy book,borrow book,{},{},money,library card,{},{},buy burger,make a burger,{},{},money,ground beef,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX throws a pan across the room,PersonX watches cats online,PersonX gets the controller into PersonX's hands,{},PersonX throws a pan across the room|PersonX watches cats online|PersonX gets the controller into PersonX,chuck across the room,protect from hot pan,{},{},cookware,gloves,{},{},access videos online,to go online to watch videos,{},{},internet,computer,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts a ring in PersonX's room,PersonX rids bus to school,PersonX gives PersonX's sister shoes,{},PersonX puts a ring in PersonX|PersonX rids bus to school|PersonX gives PersonX,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX spills juice on the floor,PersonX puts gas in PersonY's car,PersonX beats back the rock,{},PersonX spills juice on the floor|PersonX puts gas in PersonY|PersonX beats back the rock,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX pays PersonY another dollar,PersonX puts the turkey in the oven,PersonX knocks chair to the ground,{},PersonX pays PersonY another dollar|PersonX puts the turkey in the oven|PersonX knocks chair to the ground,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX brings the car back,PersonX makes motors at work,PersonX finishes kitchen last night,{},PersonX brings the car back|PersonX makes motors at work|PersonX finishes kitchen last night,{},{},{},{},{},{},{},{},make motors,make motors,{},{},parts,tools,{},{},{},{},{},{},{},{},{},{},0.0,1.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX takes a gift to PersonY's mom,PersonX pulls lint from PersonY's pocket,PersonX reduces debt by percent,{},PersonX takes a gift to PersonY|PersonX pulls lint from PersonY|PersonX reduces debt by percent,wrap gift,to secure gift wrapping,{},{},wrapping paper,tape,{},{},have a pocket,have a pocket,{},{},pants,shirt,{},{},pay down debt,pay down debt,{},{},money,gold,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX survives another crocodile,PersonX spends everyday with PersonY's family,PersonX places the car in a position,{},PersonX survives another crocodile|PersonX spends everyday with PersonY|PersonX places the car in a position,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX eats soup alone,PersonX sees a shadow out of the corner of PersonX's eye,PersonX follows the dog around,{},PersonX eats soup alone|PersonX sees a shadow out of the corner of PersonX|PersonX follows the dog around,transport soup to mouth,hold soup,{},{},spoon,bowl,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX protects pets from abuse,PersonX rules the street for years,PersonX keeps a close watch on the kids,{},PersonX protects pets from abuse|PersonX rules the street for years|PersonX keeps a close watch on the kids,keep animals safe,shoo away attackers,{},{},shield,voice,{},{},{},{},{},{},{},{},{},{},see,take pictures of kids,{},{},eyes,camera,{},{},1.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gets a salad for lunch,PersonX rids scooter to school,PersonX leaves a flyer behind PersonY,{},PersonX gets a salad for lunch|PersonX rids scooter to school|PersonX leaves a flyer behind PersonY,pay for the salad,eat the salad,{},{},money,fork,{},{},keep the scooter,secure the scooter,{},{},garage,lock,{},{},print the flyer on,{},{},{},paper,{},{},{},1.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX plays pool every day,PersonX connects lines together,PersonX delivers pizza to customers,{},PersonX plays pool every day|PersonX connects lines together|PersonX delivers pizza to customers,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX destroys men 's suits,PersonX saves the frog alive,PersonX purchases cards at prices,{},PersonX destroys men |PersonX saves the frog alive|PersonX purchases cards at prices,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},to buy,to buy,{},{},money,coins,{},{},0.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX uses a screwdriver as a tool,PersonX gives PersonX's dog A BONE,PersonX pushes PersonY's bike back,{},PersonX uses a screwdriver as a tool|PersonX gives PersonX|PersonX pushes PersonY,handle,tighten with the screwdriver,{},{},a screwdriver,a screw,{},{},have a dog,give to the dog,{},{},a friend,a bone,{},{},{},{},{},{},{},{},{},{},1.0,1.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gives PersonX's son book,PersonX gives shoes to others,PersonX gives PersonY's dog bone,{},PersonX gives PersonX|PersonX gives shoes to others|PersonX gives PersonY,gift to their son,receive the book,{},{},book,PersonX's son,{},{},gift to others,gift the shoes to,{},{},shoes,others,{},{},gift a bone to,gift to the dog,{},{},dog,bone,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX places the door stopper in a position,PersonX raises his hat to cover,PersonX tears the paper apart,{},PersonX places the door stopper in a position|PersonX raises his hat to cover|PersonX tears the paper apart,stop door from moving,place blocker under,{},{},blocker,door,{},{},{},{},{},{},{},{},{},{},tear apart,tear apart,{},{},documents,forms,{},{},1.0,1.0,1.0,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX drops milk on the floor,PersonX dips a toe into the pond,PersonX prevents and control theft,{},PersonX drops milk on the floor|PersonX dips a toe into the pond|PersonX prevents and control theft,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX enjoys a drink at home,PersonX gives the dog treats,PersonX throws PersonY's gold into the scale,{},PersonX enjoys a drink at home|PersonX gives the dog treats|PersonX throws PersonY,drink,drink,{},{},a glass,a bottle,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts it another step,PersonX takes medicine every night,PersonX pulls bucket out of the water,{},PersonX puts it another step|PersonX takes medicine every night|PersonX pulls bucket out of the water,{},{},{},{},{},{},{},{},wash down the pills,contain the water,{},{},water,cup,{},{},{},{},{},{},{},{},{},{},,0.0,1.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX watches videos at home,PersonX hears all since,PersonX gets papers in school,{},PersonX watches videos at home|PersonX hears all since|PersonX gets papers in school,watch video,watch video,{},{},tv,computer,{},{},help hearing,record all noises,{},{},hearing aids,recorder,{},{},hold paper,carry paper,{},{},binder,backpack,{},{},1.0,1.0,,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX scrapes together a car,PersonX saves food as possible,PersonX explains the chart on the basis,{},PersonX scrapes together a car|PersonX saves food as possible|PersonX explains the chart on the basis,scrape together to form a car,know how to scrape together a car,{},{},car parts,instructions,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX feels a lump inside PersonY,PersonX works a computer at work,PersonX throws a chair across the room,{},PersonX feels a lump inside PersonY|PersonX works a computer at work|PersonX throws a chair across the room,feel inside PersonY,feel the lump,{},{},lump,hands,{},{},{},{},{},{},{},{},{},{},toss across the room,toss the chair across the room,{},{},chair,hands,{},{},1.0,1.0,,0.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts paint on PersonY's wrist,PersonX finds bugs in the grass,PersonX wraps arms around my waist,{},PersonX puts paint on PersonY|PersonX finds bugs in the grass|PersonX wraps arms around my waist,create,make a design,{},{},paintbrush,colors,{},{},search,catch insects,{},{},magnifying glass,jars,{},{},hug,grasp,{},{},hands,limbs,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX avoids scalpels to the nerve,PersonX keeps the car in condition,PersonX publishes names in cooperation,{},PersonX avoids scalpels to the nerve|PersonX keeps the car in condition|PersonX publishes names in cooperation,{},{},{},{},{},{},{},{},wash the automobile,suck up all the debris inside,{},{},soap,vacuum cleaner,{},{},{},{},{},{},{},{},{},{},,0.0,1.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX puts gum in PersonY's mouth,PersonX shakes PersonY's hair slowly,PersonX never found clothes,{},PersonX puts gum in PersonY|PersonX shakes PersonY|PersonX never found clothes,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX visits the library today,PersonX takes the dog to protect,PersonX brushes away the fuzzies,{},PersonX visits the library today|PersonX takes the dog to protect|PersonX brushes away the fuzzies,visit today,visit today,{},{},book building,book lender,{},{},protect,protect,protect,{},canine,pooch,pet,{},brush away,brush away,brush away,{},lint,garment pills,fuzz,{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX adds a statue to PersonX's collection,PersonX washes one another 's feet,PersonX plugs shaver back,{},PersonX adds a statue to PersonX|PersonX washes one another |PersonX plugs shaver back,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,0.0,1.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX plugs phone back,PersonX watches movies on PersonY's phone,PersonX taps the man on the shoulder,{},PersonX plugs phone back|PersonX watches movies on PersonY|PersonX taps the man on the shoulder,plug the phone,plug the phone,{},{},a phone charger,an outlet,{},{},{},{},{},{},internet connec,{},{},{},{},{},{},{},{},{},{},{},1.0,1.0,0.0,1.0,0.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX sends the cart away,PersonX brings potatoes to the table,PersonX drives away the deer,{},PersonX sends the cart away|PersonX brings potatoes to the table|PersonX drives away the deer,send somewhere else,send away,send elsewhere,send away,a wagon,a carriage,a barrow,a dray,bring to the table,bring to the table,bting to the table,{},some spuds,some taters,some tubers,{},drive away,chase away,{},{},some buck,a stag,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX always followed the path,PersonX practices clarinet long,PersonX turns PersonX's head towards PersonY,{},PersonX always followed the path|PersonX practices clarinet long|PersonX turns PersonX,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},turn,turn,{},{},a head,a skull,{},{},0.0,1.0,0.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX wraps towel around PersonY's shoulders,PersonX finds money on the street,PersonX gives tim the computer,{},PersonX wraps towel around PersonY|PersonX finds money on the street|PersonX gives tim the computer,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,,0.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX gets money from the bank,PersonX knows this book well,PersonX divides the building into sections,{},PersonX gets money from the bank|PersonX knows this book well|PersonX divides the building into sections,pull money from,put in machine,{},{},atm,debit card,{},{},read,know title,{},{},novel,book cover,{},{},divide building,secure sections,{},{},walls,doors,{},{},1.0,1.0,1.0,1.0,1.0,1.0,,
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PersonX brings home a chicken,PersonX throws food in the garbage,PersonX gets food at school,{},PersonX brings home a chicken|PersonX throws food in the garbage|PersonX gets food at school,{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},{},0.0,1.0,,0.0,0.0,1.0,,
