Title,Description,Keywords,id,question,answer_choices,gold_label,source_sample_1,source_sample_2,source_sample_3,source_sample_4,source_sample_5,explanation_1,explanation_2,explanation_3,explanation_4,explanation_5,nll_1,nll_2,nll_3,nll_4,nll_5,Answer.acceptable
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",a7144d330bfb3bdac8b456737e184d5b,What device with a lens would you use to take photos?,"camera, spoon, telescope, microscope, or device requires optics",camera,2,greedy,1,0,3,"A picture is worth a thousand words, and so it may be difficult to express the visual significance of an object without using a camera and a lens.",A camera is a device with a lens that is used to take photos.,"A camera has a lens, and so it is likely the correct match for taking photos.",The device thing you use to take photos.,A camera is used for photos.,1.727878716,0.443380411,1.331438796,2.804985448,1.456239271,2|3|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",d8116df8f95b8d1a4891a3bcbc1a7d4d,"The delivery man was delivering a whole crate of shampoo, they went through a lot of it at the what?","motel, shampoo bottle, hair salon, at hotel, or supermarket",hair salon,2,3,0,1,greedy,"People wash their hair at hair salons, just like they take showers at hotels.","Hair salons wash people's hair, who would buy a lot of the cleanser.","Hair salons often use large quantities of shampoo, conditioner, and other kinds of beauty supply.","big quantities of shampoo are likely used at salons, because many hairy men and women arrive there to get a fresh wash",People use a lot of shampoo at hair salons.,1.197192834,2.032638957,1.405110261,2.856006556,0.616328534,2|3|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",b9a97bdb94d93d41130cf7f05c213c7f,As the fox ran into the forest it disappeared into the what?,"hen house, northern hemisphere, undergrowth, nantucket, or barn",undergrowth,greedy,0,3,2,1,"The fox ran into the forest, and so it is likely to be in the undergrowth.","If the fox tracks vanish into a forest in the northern hemisphere, it is likely to be undergrowth.","Forest regions are often very thick, filled with thick undergrowth (leaves, etc.) that animals can easily hide in.","A fox will run to the ground to hide when pursued, and dense undergrowth will give places to hide.","Forests are occupied by forests trees and foliage, effectively blocking sight lines and making an animal running in the forest hard to see.",0.728013953,1.762116407,3.219882442,2.462421824,2.475126182,3
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",fe612aa1bf02d7178115f02f07e8b57e,What type of people get books written about them?,"written on paper, important, rich people, entertaining, or engaging",important,1,greedy,3,0,2,"We don't write books on boring people, since that wouldn't be entertaining; so, if someone is fairly significant, it is likely they have an engaging enough story that would merit writing a book about them.","Books are written about important people, and so, if someone is written about in a book, they are likely to be important.","Books can only be written about important people, perhaps due to the composition of the can only be written about important people, perhaps due to the composition of the books themselves. Paper tends to be expensive, and thus such people would be rich.","Important books are usually written about important people, important people generally have important stories to tell, and people who have important stories to tell get their stories told on paper.",Some people are engaging. Writing books about people that are engaging leads to interesting books that are more likely to sell.,1.913379008,0.67955527,1.570111656,2.141711894,2.338942315,1|2|4|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",8440ddeff09294809d22fe91f30a4ed0,Where do older people sometimes want to hear the singer more than the music?,"music hall, elevator, opera, carnival, or night club",opera,1,2,0,3,greedy,"Today, with the availability of sound systems and karaoke, some people opt to hear karaoke singers more than the music","Most opera houses are within large buildings, and because of that they are likely to play louder than a small cafe might.","Classical music is often performed at opera houses, and so elderly people might want to hear the singers more than the music, since hearing can degrade as people get older.","Opera is the art of music through singing, rather than instruments. Such music lacks rhythm or a beat and may be harder to hear in quieter settings, such as a music hall. In these cases, older persons may want to hear the singer rather than","Opera is a type of music that is often performed in an opera house, which is a building.",2.209185407,2.406790969,1.507822968,2.021945018,0.961271856,
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",b058ad5098fc679444c978a7739806d3,Bar service is a very important part of what kind of celebration?,"hotel, wedding, pool party, train, or entertainment",wedding,2,3,1,greedy,0,"Many weddings involve drinks, and having enough bar staff to attend to the event's guests is essential to the wedding festivities.",Serving alcohol directly to the party-goers is part of the wedding liaison duties.,"At weddings, bars are often set up for attentive service from the bartenders, and especially for the material served by bartenders.","Bar service is a very important part of wedding receptions, where alcohol is served.","The term bar usually refers to wedding bars, which are bars setup for a wedding; the bartenders for a wedding usually provide the necessary mixtures to make different kinds of drinks. Since bar service is important for a wedding, bar service is important for",2.105982682,2.326429003,2.425328104,0.790006157,1.999544083,1|2|3|4|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",a2e8313868e467de9a61dba0670fc7b8,A single grain of sand can cause what to make a precious stone?,"beach, eye, itchy, bathing suit, or clam",clam,greedy,0,1,2,3,"Clams are mollusks, and they can be found on beaches.",Clams in shellfish such as oysters and scallops latch onto foreign objects and often make up gemstones.,"A clam is a mollusk, which can be found on a beach where grains of sand abound. Clams can fill something very hollow in the human eye against something exotic.",Clams have larger amounts of the micro-organisms within their shells that are required to create a precious stone.,Clams' bodies were used as a source of precious pearls. Clams are mollusks which contain tiny pearls.,0.837050272,2.319803778,2.664221035,1.836071729,1.746166511,
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",c7a9519ea5c54ca33d7d03d8ffad92dc,Where do people go to shop for fruit?,"have money, use money, go to market, car lot, or get money",go to market,1,2,greedy,0,3,Places that have farms for growing fruit also have markets for selling fruit.,Peoples that have the financial capability to buy fruit will go to the market to buy it.,People go to the market to buy fruit.,People can go to markets to shop for fruit; markets are places where all kinds of merchandise are sold.,A market is a place where buyers and sellers converge to conduct business: both sellers and buyers go there.,1.881300405,1.948273015,0.56000093,1.377257344,1.890968397,3|4
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",c25112119b4eb01829fda791b0617dba,"They may be out of bed, but for some they don't what until they eat breakfast?","buy food, set an alarm, prepare breakfast, wake up, or open mouth",wake up,0,2,greedy,1,3,"Waking up doesn't include eating, so people wouldn't wake up until after breakfast.",People need to eat breakfast to wake up in the morning.,"People often wake up hungry, and they need to eat breakfast to satisfy their hunger.","Waking up has to do with the brain activity, so the brain wouldn't be activated to wake someone until they were hungry, causing them to wake up and get food.","Waking up causes people to become awake and have access to more options. For example, they can perform more functions of their body and complete other tasks.",1.417063401,0.929382458,0.819768002,1.65312509,2.181055442,
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",1bb6f628d3c37f2f9d779030de19519c,"The peanuts were for sale in during the 4th inning, where were they being sold?","container, bought at grocery store, ballpark, jar, or carnival",ballpark,greedy,3,1,0,2,"Peanuts are often sold at baseball games, and so, they would be sold at a ballpark.","Peanuts are a commonly sold snack inside of baseball arenas, and so, are being sold in the ballpark.",Peanuts are often sold at baseball games in the United States.,Peanuts are a common snack food that's frequently sold in stadiums in America.,"A peanut is a food sold at ballparks; this might be sold in the general stadium area (in a container), or sold specifically at the quickie mart location at the ball park (for sell during the 4th inning).",0.71031272,1.498650741,0.844589312,1.747187029,2.047289758,1|2|3|4
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",e42e5dee21dd2702a87c35c0c4643dd8,"Sometimes people seem like robots, but really we're all just what?","dangerous, stupid, strange, inhumane, or human",human,2,3,greedy,1,0,"Robots have no emotions, only human beings can experience emotions. Robots often make decisions based on their programming, and so their decisions might sometimes seem a little ""stupid"" or ""dangerous,"" but ""strange,"" ""inhumane,"" and","Even though some people seem to have lost compassion or feelings toward others, those people are still human. They are not robots.","Humans are the only species that are considered to be ""human"".","Robots are synthetic human-like, not flesh and blood and therefore inhuman.",People are animals like any other.,1.825316876,1.78205555,1.068860931,2.512613477,1.774734529,2
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",86287d0a7f8f18fe4a6a7ec0bc79eafc,"People were talking on the corner, who were they talking with?","see people, god, with people, mix, or have friends",with people,greedy,2,3,0,1,"People were talking with each other, so they were talking with people.","People are able to see each other, so logically, there would be other people to talk with at the corner.",The corner of 2 streets is a good place to meet people.,"People have conversations with each other; so, these people are talking with other people.","Corner are the intersections between streets; therefore, when people stand on the corner, they are likely to talk to, rather than see, people.",0.688711934,1.627117618,1.434705908,1.268997547,1.653568802,4
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",a210201a0cb52498009bea002974f064,What is something bad unlikely to be to anyone?,"advantageous, sufficient, virtuous, strength, or exceptional",advantageous,3,0,greedy,1,2,"If something bad happens, it is not good; it is an advantage to no one.","Something that is not sufficiently good (or bad) can be said to be non-advantageous. Likewise, something that is not strong can be said to be non-sufficient. A phone book has more value when you're making enough calls that",Something bad is unlikely to be advantageous to anyone.,An advantage isn't very likely to be something bad; and very bad situations aren't likely to be advantageous. This makes advantages a fairly non-controversial topic.,"Something that is bad is unlikely to be to anyone's advantage. Aquifers are advantageous because they provide water to the people who need it, and they serve humans.",1.47248594,1.916495227,0.722908948,1.953672067,1.922051476,1|3|4|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",f26d4c57c64ab413447579df8e328b73,The prisoner would often escape but he was also just as often what?,"being trapped, captured, being caught, stay in, or be imprisoned",being caught,3,greedy,2,1,0,"As many movie policiers illustrate, criminals sometimes get caught. And after a while, they are probably let out of jail again.","The prisoner was often caught, and so he was often imprisoned.","The escapee constantly being caught may mean that he took his capture lightly, or that he was not a skilled escapee.","The person may have escaped from jail, but he was also caught and imprisoned at times. Prision escapes are usually wasted if one is only caught after the long escape.","Because he is always being captured, a professional escape artist that continues being re-captured is likely to eventually be caught by law enforcements, outside the context of his occasional malicious use of escaping skills.",2.912899065,0.967090434,2.068641663,2.511620268,2.831479742,4
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",430df6756f3ae0e9d4b73e3f42ed0533,"Bobby had a toothache so he went to the closet dentist office, which was in a strange place.  Where might it be?","office building, town, candy shop, medical center, or patient",office building,3,1,0,greedy,2,Many dentists set up shop in office buildings.,A person who needs dental work done would likely visit an office building on different floors filled with places with different dental clinics.,"Dentist offices are found in medical buildings, such as medical centers and may be contained in different office buildings.",Dentists often have their offices in office buildings.,"Candy shops are usually located in city centers, so this did not seem likely, and the dentist office was in a building, not a place.",1.54993508,2.754491812,1.887802625,0.690163304,1.840322249,1|2|3|4
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",a15a562d117f1edc00e9e2ea5bfb5eb1,"If a person wants to make sure their lemonade is the most refreshing, where might they store it?","freezer, summer, fairgrounds, refrigerator, or carnival",refrigerator,1,greedy,2,0,3,"Ice cubes tend to help store lemonade, making the drink the freezing point, and more refreshing for the drinker.","Refrigerators are used to store food and drinks, which can be kept cool to prevent spoilage.","Refrigerators and air conditioners are devices for cooling an object down. Freezing something often makes the surrounding environment seem cold. It might make sense that if a refrigerator is desired to closely resemble a carnival setting, that cold air would be important","Storing lemonade in a freezer would keep it cold, but when a person wants to drink lemonade, they may want it to be the most refreshing and `sweet`, which for a lemonade would mean having room temp or above. This would","Good ol' summertime lemonade, a classic and refreshing choice, is a nice, cold drink :).",2.449085628,0.838080952,2.673625534,1.870198038,2.905499084,2
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",5f2f50210f84625da678941808a3b3f0,"Upon discovering the remains of the lost city, what did archaeologists try to preserve?","waste, ruin, decay, use, or rot",ruin,2,3,greedy,0,1,"Ruins are often beautiful in their own gritty way, but they also often can serve as major historical foundations. By working to preserve these ruins, the archaeologists are ensuring that they are recorded for future generations.",Archaeologists are interested in preserving the things that show details about a civilization. Ruins provide the most information about a lost civilization.,"Archaeologists try to preserve ruins, which are the remains of lost cities.",Archaeologists are after the nremains of lost cities because they largely undisturbed and provide insight into life around the time the cities were lost.,"Mainly ruins can become sources of decay if rotted, resulting in the remains of the city gradually decreasing. Archaeologists try to preserve ruins by exploring, restoring, or monitoring it. This can preserve the structure and prevent decay from taking place.",2.881983304,1.753550802,0.757936524,2.666308433,2.851034323,1|2|3|4|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",b5e9209f96a2b7e2ac79ff9977017abe_1,"The judge found him guilty of committing perjury, this brought the man great what?","arrest, distress, shame, tension, or embarrassment",shame,greedy,1,2,3,0,"Perjury is a crime, and the judge found him guilty of it, so he would feel shame.","A judge would accuse someone of committing perjury (lying under oath) if the said person lied regarding some serious legal matter in court, which might bring individuals whose behavior is in question shame, or the feeling that they are bad, because they misbehaved","Perjury is considered criminal act because lies can be abused to corrupt the course of justice. A person who lies when they profess to believe in the truth and integrity of their testimony would have sullied their ""good name"" and so would be","On being found guilty of perjury (lying under oath), Lance would be ashamed of his behavior.",The man was likely ashamed of what he did.,0.905643597,2.414904211,2.381705466,2.370981648,1.336973036,1|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",ee5ca8a118e4be200d9208b4541473fa,"Sally thought that the people she hired were entertaining, but that was what she expected.  After all, it was what they were what?","fatigue, making friends, getting paid for, appreciate more, or envy",getting paid for,2,0,greedy,1,3,Sally took the job with the expectation that she would be well compensated for her work.,"People in jobs that entertain others are sometimes begrudged for doing so, especially in modern times where entertainers like actors, models, musicians, and athletes earn a significant amount of money.","Sally hired people to entertain her, and she expected them to do so.",People who entertain get paid to do what they do. Their actions should have been predictable in hindsight: people who get paid by having fun should act in a way that would provide entertainment.,"Sally thinks that the workers she hired are good at their job and entertaining, but that's what they were paid to be. She expected to entertain at her party, so they were doing what she had expected.",1.392989176,1.922074889,0.919297179,2.376191529,1.62116281,3|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",e81d565fbf011cb310254ad4f311a890,"If something is obtuse, what couldn't it be?","correct, acute angled, clear, pointed, or bright",acute angled,greedy,1,0,3,2,"An acute angle is an angle that is less than 90 degrees, and an obtuse angle is an angle that is greater than 90 degrees.","An acute angle is a slim angle, so something acute angled would not be obtuse.","An angle less than 90 degrees (e.g., 80 degrees) is considered to be less than acute/obtuse.",Angles that are acute are angles whose measure is between 0º and 90º. Observe the figure:,An obtuse angle is an angle that is greater than 90 degrees. To be acute angled is to be less than 90 degrees. So an obtuse angle cannot be a full 90 degrees.,0.3672908,1.301579693,1.342757409,1.781983434,0.946351831,1|5
Judge and rank explanations.,"This task will involve reading 5 explanations for the answer to a ""commonsense"" question and rating each for acceptability.","commonsense, explanations, AI, reading, interpretation",9934ab2567f33da1a8206e2fc5ebc743,"The crass men were talking about what they called a broad, one said he thought she was too what?","thin, slender, skinny, foreign, or broadtail",skinny,3,0,greedy,1,2,"The men were discussing a young woman, noting that she is slender and skinny, perhaps too much so to be considered attractive.",Breasts that aren't traditionally large are a hallmark of slender build.,"The men were talking about a woman, and one of them said he thought she was too skinny.","The more cliched double entendre is that a broad is woman with a large behind, and that their buttocks are much broader than men's. However, the normal use of the word broad is more akin to a more ""classic"" look","One of the men was talking politely about hitting on an overweight lady, another berated him, calling her a broad. The other man replied that she was too skinny for him, hence his use of the derogatory term.",1.616794762,3.721520051,0.696211624,2.478933993,2.024429969,1|3
