Title,Description,Keywords,id1,premise1,hypothesis1,nearest_neighbors1,label1,id2,premise2,hypothesis2,nearest_neighbors2,label2,id3,premise3,hypothesis3,nearest_neighbors3,label3,id4,premise4,hypothesis4,nearest_neighbors4,label4,id5,premise5,hypothesis5,nearest_neighbors5,label5
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",288871,The percentage of women who had a college degree or higher increased from 24 percent in 1970 to 31 percent in 2010.,The percentage of women who had a college degree or higher increased from 22 percent in 1970 to 30 percent in 2010.,"[222390, 285415, 184537, 329956, 102629]",contradiction,241611,"""One of the best and most interesting ways to study these animals is to go to the zoo and watch them,"" he said.",It is a good way to study animals.,"[199128, 323906, 55572, 117443, 243335]",entailment,211517,"In addition to a reduction in the size of the government, a second important benefit of privatization is that it can increase the efficiency of the government.",Efficiency is increased by privatization.,"[367000, 237110, 79716, 303735, 220016]",entailment,91687,I'm not sure that this is the case.,It is not the case that I am not sure.,"[51371, 208145, 35004, 229961, 148322]",contradiction,96802,We must be careful not to over-generalize the findings of this study.,The findings of this study are not always applicable to all individuals.,"[350939, 65377, 387050, 307234, 363085]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",200686,This is a public benefit corporation.,A public benefit corporation is a type of corporation that is created to perform a public service.,"[238543, 88240, 196626, 266143, 178491]",neutral,156819,"In the U.S., the latest phase of the campaign has been characterized by a dramatic escalation of anti-government rhetoric.",The rhetoric has been dramatic.,"[202148, 297830, 129621, 175312, 113625]",entailment,352445,They are in fact in the same room.,"They are in the same room, but they are not in the same room.","[268870, 201476, 3484, 322203, 74891]",contradiction,256527,"For a nation that has been in a constant state of war, the army is remarkably well-equipped.",The army is well-equipped because of the constant state of war.,"[206188, 152751, 27022, 287859, 218177]",entailment,74188,"If the two-party system is in trouble, then the media is likely to lose its power to shape public opinion.",The media has the power to shape public opinion.,"[85836, 121389, 218329, 98861, 84242]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",168530,"To some, this is a serious concern, and they wonder if the F-22 will be a waste of money.",The F-22 is a waste of money.,"[322481, 272609, 274197, 177374, 65381]",neutral,5096,"He was leaning forward, his hands clasped, his eyes shining with eagerness.",He was looking forward to what was to come.,"[123804, 135595, 202095, 147443, 272496]",neutral,179009,The final battle.,The final battle in the war.,"[370389, 133174, 373752, 378884, 128158]",entailment,184632,"In a recent interview, ""New York Times"" columnist Thomas Friedman expressed concern that the U.S. was falling behind in the race for technology.",The U.S. is falling behind in the race for technology.,"[391370, 184650, 125676, 341714, 163966]",entailment,17588,"He had never met her but the description of her was clear, she was beautiful, smart, and hard working.",She was the kind of woman who would be hard working.,"[183836, 5758, 305863, 89, 342874]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",135199,"The French, as we all know, are known for their love of cheese.",The French are known for their love of wine.,"[308211, 186560, 295351, 150792, 143251]",contradiction,116304,"It is difficult to change a habit, but it is not impossible.",It is possible to change a habit.,"[104313, 154198, 261514, 230451, 137660]",entailment,369004,"If you are a member of the local PTA, you are entitled to free admission to the Museum of Modern Art.",The Museum of Modern Art is not a PTA member.,"[124612, 240228, 346694, 294461, 231466]",contradiction,368764,A professor is concerned that students are not using his textbook.,Students are not using the textbook.,"[59010, 54296, 50832, 64258, 332367]",contradiction,292669,This argument has been widely criticized by legal scholars and others who believe that the law is not a mere expression of power but a force for social change.,The law is not a mere expression of power.,"[235548, 111979, 58229, 208406, 74404]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",325426,"But as we know, the threat of terrorism is a constant.",Terrorism is a constant.,"[149614, 254214, 271372, 298131, 163575]",entailment,171688,The general belief is that we are all very similar.,We all have the same characteristics.,"[321826, 378884, 259306, 367572, 105685]",entailment,89454,"In a certain sense, the Spanish conquistadors were not just conquistadors, but conquerors.",The Spanish conquistadors were conquerors.,"[319083, 247264, 58350, 128334, 118455]",neutral,186281,The advantage of the Panglossian view is that it makes everything all right.,Everything is all right.,"[5086, 353674, 223586, 124457, 253448]",entailment,89531,"In a major speech, the President called for a major expansion of health care coverage.","The President called for a major expansion of health care coverage, but the expansion was not a major one.","[366109, 184254, 35496, 260260, 81698]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",118710,It's no use arguing with her. She's just got that look in her eye.,Tuppence is stubborn.,"[145443, 106201, 199780, 99710, 173590]",entailment,167694,One is the loneliest number.,One is the number of a lonely number.,"[296895, 175569, 58742, 57997, 94114]",contradiction,251736,Where did you get that?,I don't know where you got that.,"[37700, 5363, 49939, 289603, 375968]",entailment,61237,"The man who does not know what he wants, but wants to know what he wants, is like a man who has lost his way in the woods and is searching for a trail.",The man who knows what he wants is like a man who has found his way in the woods.,"[229782, 314239, 195526, 302067, 385647]",contradiction,33547,"This agreement is a clear example of the ""people's market"" in action.",The people's market is in action.,"[38055, 309578, 5274, 89295, 65355]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",272745,"""I have no idea,"" said the judge.",He has no idea.,"[349763, 289647, 252111, 18533, 249222]",neutral,111315,We must never forget that our opponents are the greatest danger to our liberties.,Our opponents are not the greatest danger to our liberties.,"[237503, 124373, 266239, 161312, 24380]",contradiction,260736,"The first, second, and third rules of gun safety are: 1. Keep your finger off the trigger until your sights are on the target. 2. Keep your finger off the trigger until your sights are on the target. 3. Keep your finger off the trigger until your sights are on the target.",It is possible to have gun safety rules.,"[267770, 26680, 268325, 381246, 282184]",neutral,39175,It is the duty of the government to ensure that all people have access to adequate health care.,The government has a duty to provide health care.,"[35808, 376468, 286681, 74714, 176109]",entailment,91927,The ceremony was followed by a reception.,The reception was followed by a ceremony.,"[261494, 276107, 22579, 368928, 289458]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",38046,"As for her non-musical career, she has written several books, including ""Lulu in Paris"" and ""A Life in the Theatre"".","Marlene Dietrich also wrote ""Lulu in Paris"".","[133095, 314873, 30646, 93144, 41170]",neutral,97254,"And the ""A-Team"" has been trying to stop the good guys from being good.","The ""A-Team"" is the good guys.","[171773, 151203, 184992, 282162, 67151]",contradiction,91643,It's also possible that the economy will pick up in the second half of the year.,The economy will not pick up in the second half of the year.,"[238073, 19070, 66274, 282862, 361195]",neutral,313652,"When the lights go out, the only way to find your way is by the stars.",The only way to find your way in the dark is by the stars.,"[209330, 232627, 84436, 235823, 79730]",entailment,341830,"The Japanese will have to develop a new approach to the war, one that will be less violent and more efficient.",The Japanese will have to be more peaceful.,"[120259, 2835, 363315, 244311, 21511]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",163996,A new study from the Institute for Policy Research at Northwestern University shows that the trend toward the widespread use of global business is a good thing for the U.S. economy.,Global business is a good thing for the U.S. economy.,"[264977, 78617, 107304, 117570, 380216]",neutral,177734,I have no wish to interfere with your business.,I have no wish to get in your way.,"[320309, 27001, 183542, 23150, 304912]",entailment,61838,"A far more chilling note was struck by a ""Los Angeles Times"" editorial, headlined ""Al Qaeda's Daring New Strategy.""",The editorial was more of a direct attack on the events taking place.,"[205143, 210442, 13630, 97663, 314777]",entailment,360170,It is my belief that they will bring them out.,They will bring them out.,"[353322, 177922, 252990, 159557, 142638]",entailment,204048,"Today, the facility is the largest center for the development of defense information in the nation.",The facility is a major defense information development center.,"[18099, 134269, 383325, 264330, 271620]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",43405,It is very important that you follow the directions carefully.,You must follow the directions carefully.,"[379298, 46705, 46123, 225931, 257551]",entailment,123464,The fact that the author is not the first to make this claim is not an argument against the claim.,The fact that the author is not the first to make this claim is an argument against the claim.,"[360052, 22600, 201536, 192633, 26480]",contradiction,52459,"In a few years, as more and more countries develop, it will be easier to have a truly globalized economy.",The world economy will be truly globalized in a few years.,"[205194, 53870, 119127, 295368, 229832]",neutral,219581,We're all in this together.,We are all the worst team in the world.,"[9871, 92452, 76049, 101701, 388412]",neutral,308922,The United States is a nation of immigrants.,Immigrants have always been a large part of the population.,"[226574, 254358, 190320, 266148, 248487]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",190888,"If you had a chance to do it over again, would you do it differently?",No one had ever asked this question before.,"[69481, 101038, 39508, 52604, 237990]",neutral,268327,It was as if a giant hand had closed over his eyes.,He was blinded by the truth.,"[263281, 33052, 136010, 40950, 71600]",neutral,89032,"This is an example of a ""hard problem"" in AI, where the decision maker is not fully specified.",The decision maker is not fully specified.,"[230227, 103805, 79930, 349145, 305670]",entailment,236951,Some studies have shown that a certain kind of adult who has not been able to get over his childhood hurts his own children by depriving them of a father.,A certain kind of adult might not be able to get over his childhood.,"[120494, 373034, 202734, 214922, 229929]",neutral,250065,You know what they say about the third time's the charm.,It is unusual for a third time to be the charm.,"[306149, 251678, 301353, 22646, 209482]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",203432,"The new album, which was recorded in the band's home studio in Los Angeles, is their first in three years.",The band has been inactive for three years.,"[386779, 235365, 78822, 137222, 192935]",entailment,91688,"It is not the case that ""we are all in this together.""",We are all in this together.,"[51371, 208145, 35004, 229961, 148322]",contradiction,105863,She was not the only one who felt that way.,He was not the only one who felt that way.,"[354776, 101954, 286331, 267727, 258988]",neutral,59960,"I am not saying that the mother is guilty, but I am saying that she is capable of doing such a thing.",The mother is capable of doing such a thing.,"[190388, 262064, 308735, 13563, 216270]",entailment,262511,"The other feature of the collection is the six magnificent eighteenth-century Venetian portraits of the three famous Venetian women, Maria Theresa, Maria Beatrice, and Maria Luisa.",The three famous Venetian women were not portraits of the three famous Venetian women.,"[282162, 154289, 194832, 184992, 357290]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",193229,The only way to get out of this is to get up and go.,There is no other way out of this.,"[131018, 302593, 140153, 367306, 321798]",entailment,20637,"In the absence of a major war, no immediate threat to the United States.",There is no immediate threat to the United States.,"[160488, 347554, 72711, 234738, 160605]",entailment,164522,The fourth criterion for a good choice is that it should be the best of the three alternatives.,The best of the three alternatives is a good choice.,"[235624, 304167, 348785, 121447, 213671]",neutral,195215,"If the court had upheld the constitutionality of the Miranda rule, the administration would have been forced to deal with the issue.",The court did not uphold the constitutionality of the Miranda rule.,"[168556, 388070, 362418, 369294, 3675]",entailment,279378,"The pair of little men stared at each other, then at me, then at each other again.",They were very confused.,"[380497, 23738, 204840, 3946, 86811]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",263479,He had the look of a man who had been born in the gutter and who had spent his life in the gutter.,"He was born in the gutter, but he had spent his life in the gutter.","[140361, 137859, 156284, 337376, 358001]",contradiction,177641,It is important to understand that the intent of the team was to engage the target audience in a cooperative manner.,The team wanted to get the people to be cooperative.,"[189226, 176669, 210837, 265581, 47042]",neutral,361217,We are trying to be very careful.,We are being very careful.,"[70965, 92785, 180516, 89175, 378563]",entailment,271327,"To improve the condition of the environment, the government must have the courage to take action.",The government does not have the courage to take action.,"[145526, 341896, 33151, 362990, 259729]",contradiction,165588,The members of the board are charged with the responsibility of overseeing the activities of the Association and to ensure that the goals of the Association are being met.,The board members are so busy that they have no time to do their jobs.,"[21252, 109068, 24358, 11205, 331520]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",126245,So the great divide between the rich and the poor is really a chasm.,The chasm between the rich and the poor is great.,"[106651, 169243, 75432, 147094, 283951]",entailment,101894,"After the Civil War, the United States became a world power.",The United States was not a world power before the Civil War.,"[85279, 370095, 141526, 274405, 2687]",neutral,257003,The air quality standards for ozone and PM-10 are set at a level that is protective of public health.,The standards are set at a level that is protective of public health.,"[208623, 181076, 107488, 299669, 285381]",contradiction,168858,This is a good reason to think about buying a new car.,A new car is needed.,"[249567, 6280, 83614, 284684, 157237]",entailment,275142,This has to do with the relationship between the two concepts of logic and grammar.,The relationship between logic and grammar is different.,"[276974, 340321, 36870, 93756, 371250]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",268561,"There is no one to blame for the crisis, but it is clear that a key element of the problem is the lack of a coherent energy policy.","There is no one to blame for the crisis, but it is clear that a key element of the problem is the lack of a coherent system of energy","[138031, 330506, 187342, 289134, 207988]",neutral,171260,"The Greeks had been involved in the First World War, which they had lost.",The Greeks were not prepared for the Second World War.,"[278384, 169184, 320768, 183863, 227107]",entailment,281131,I think I have a right to know.,I have a right to know.,"[361132, 347220, 273950, 277367, 350289]",entailment,289140,He was able to sell his stock because he had options to buy more.,He was able to sell his stock because he had the right to buy more.,"[60553, 306897, 371819, 268425, 84317]",entailment,307330,"All we need is a simple, elegant and well-designed solution.",A solution is needed.,"[342280, 133353, 221073, 192120, 309578]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",60073,"In the 1980s, as the market became more competitive, some companies were forced to reduce their labor force.","In the 1980s, some companies were forced to hire more workers.","[22997, 8662, 104788, 295378, 59236]",contradiction,350629,"I can't get out of this, but I can get out of this, but I can get out of this, but I can get out of this.","I can't get out of this, but I can get out of this.","[42936, 355036, 293967, 34939, 348833]",entailment,185429,The board of directors includes three women and three men.,The board of directors includes three men and three women.,"[385705, 56581, 78746, 133905, 266498]",contradiction,178553,"As the children grew older, they began to think of themselves as individuals, and not as members of a group.",The children all grew up to be identical.,"[163507, 145628, 355658, 337870, 195635]",contradiction,45849,A computerized process control system can improve the overall quality of the products.,It is the quality of the product that is improved.,"[351321, 93003, 68626, 206391, 156646]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",14440,A current political issue is the way in which the country has dealt with illegal immigrants.,The country has dealt with illegal immigrants in a way that is not acceptable.,"[3257, 30682, 255042, 193188, 283492]",neutral,61853,"If it is a question of getting a job, you should be prepared to take the first job that comes along.",You should be prepared to take any job that comes along.,"[56050, 279390, 316675, 326077, 131442]",neutral,101043,The model assumes that current-law benefits are paid in full beyond 2038 through borrowing from the Treasury.,The treasury is funding the current-law benefits.,"[84190, 54658, 292706, 151018, 313186]",entailment,136955,"A new energy policy, with emphasis on conservation and energy efficiency, would be developed.",A new energy policy is being developed.,"[75654, 62005, 147478, 318941, 304300]",entailment,257557,"As the project's supporters would have it, the government's commitment to national defense is so great that it is willing to sacrifice its own people's welfare to achieve it.",The government's commitment to national defense is so great that it is willing to sacrifice its own people's welfare to achieve it.,"[163652, 249661, 244377, 6826, 116770]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",2118,"It is in fact, one of the most dangerous in the world.",It is one of the most dangerous places in the world.,"[250045, 279899, 299862, 19788, 76259]",entailment,257340,The decision to terminate the program was based on the inability to find a new source of funding.,The decision to terminate the program was based on the belief that the program was not effective.,"[351460, 343875, 153043, 38031, 355992]",contradiction,217153,What is the definition of 'unreasonable'?,"""Unreasonable"" is not defined.","[260022, 277614, 181275, 337681, 49720]",contradiction,12135,"In his attempt to capture the full range of human experience, the artist's work becomes less universal and more particular.",The artist's work is less particular and more universal.,"[181278, 72862, 312305, 368685, 9452]",contradiction,274819,"When they reach the area of the village, they will not only be able to get a room, but also a meal and a place to sleep.","They will not only be able to get a room, but also a meal and a place to sleep.","[209038, 90282, 315370, 104624, 329446]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",40438,I've got a good idea.,Do you have a good idea?,"[156683, 321798, 138425, 155356, 375334]",entailment,3265,"The music of Brahms is rarely heard, and yet he is one of the most beloved composers of all time.",Brahms is one of the most beloved composers of all time.,"[297852, 143408, 166287, 180480, 158777]",entailment,15774,"If we take the other approach, we must first ask what we mean by ""privacy.""","We must first ask what we mean by ""privacy"" before we can answer the question.","[57718, 75927, 17143, 330426, 94208]",neutral,345029,"It is said that at the time of the Norman Conquest, the island was inhabited by a small number of Welsh and Irish settlers.",The island was settled by Welsh and Irish people.,"[305874, 117952, 338509, 253767, 9458]",entailment,301438,"The report also found that in some cases, management practices in the federal government are significantly different from those in the private sector.",The federal government is different from the private sector.,"[118993, 169883, 228136, 220316, 318082]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",71668,"For a corporation to make a profit, it must spend less than it earns.",A corporation can make a profit without spending less than it earns.,"[38095, 85893, 358109, 366923, 292828]",contradiction,249734,The White House and Congress have provided more than $4 billion in nonfederal funding for the project.,The White House and Congress have provided more than $4 billion in federal funding for the project.,"[353512, 41586, 386297, 168704, 184451]",contradiction,347207,It's a very good idea.,It's a very good plan.,"[149185, 76767, 73044, 89706, 120378]",contradiction,367822,It's a pity we can't be together.,I wish we could be together.,"[157249, 66447, 204382, 316227, 342898]",entailment,280944,"I had a feeling that the director was going to say that the girl was a hooker, but he didn't.","The director said that the girl was a hooker, but she wasn't.","[321315, 15766, 199428, 326052, 348136]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",55712,Those with a love of the sea can go diving or snorkeling or just sunbathe on the beach.,It is possible to go at the pace at which you're most comfortable.,"[75611, 31655, 178496, 210836, 169006]",entailment,101122,"The RTCA-DTCA has two functions: to evaluate the extent to which the system supports the DTCA, and to evaluate the extent to which the system supports the RTCA.",The RTCA-DTCA evaluates the extent to which the system supports the RTCA.,"[128728, 366461, 99651, 274077, 329739]",contradiction,126623,He had to get the two-year-old to bed.,"He had to get the two-year-old to bed, but he didn't.","[368748, 241097, 245649, 183024, 240933]",contradiction,50701,They should not be assumed to be true.,They are assumed to be true.,"[69460, 264357, 67600, 269690, 26475]",contradiction,31260,"But, with the exception of some academic circles, the idea that the whole world is watching the US is still largely an American fantasy.",The world is not watching the US.,"[197763, 210478, 377869, 181779, 35213]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",209471,"The more you buy, the more you save, the store manager explained.","The more you buy, the more you save.","[161371, 359746, 86580, 131196, 178997]",entailment,147353,He was convinced that the cause of his wife's death was poison.,He was wrong about his wife's death being caused by poison.,"[166978, 288675, 263052, 391213, 117463]",neutral,353645,The end result is that a new interpretation of the novel has been offered.,The novel has been interpreted.,"[143580, 360629, 381187, 278143, 247008]",entailment,102885,"In his report, Professor Armstrong describes the study of the effect of the death penalty on the incidence of homicide.",Professor Armstrong is concerned about the effect of the death penalty on the incidence of homicide.,"[306696, 381722, 276919, 313500, 116456]",entailment,5641,"The agreement was to continue until the first of the year, but I don't think the other company is going to wait that long.",The other company is going to break the agreement.,"[103834, 205889, 24149, 195338, 3019]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",83137,"I suppose that, at the end of the day, that's what it's all about.","At the end of the day, that's what it's all about.","[101441, 65606, 373768, 119687, 73724]",neutral,140232,The bird of paradise is one of the most splendid birds in the world.,The bird of paradise is a bird.,"[285735, 116738, 164159, 46551, 380597]",neutral,231683,"The research will be based on the study of 4,000 people who were randomly selected from the American population.",The research will be based on a large sample.,"[376890, 70820, 202519, 170630, 269181]",entailment,96187,"To be effective, the new service must be simple to use, easy to understand, and easy to find.","The test service is easy to use, easy to understand, and easy to find.","[384930, 316011, 37488, 371377, 34832]",neutral,22393,"I told her that I'd been thinking about her, and that I'd been missing her.","I had been thinking about her and missing her, but I hadn't been thinking about her.","[170304, 127831, 229434, 353797, 130312]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",176686,The late 19th century witnessed the beginning of the process of Americanization.,The Americanization of the United States was the beginning of the process of Americanization.,"[113148, 62748, 44196, 8436, 366819]",entailment,93440,"The U.S. Army's Redstone Arsenal is located in Huntsville, Alabama.","However, the Army's Redstone Arsenal is located in Huntsville, Alabama.","[339267, 312349, 63091, 380553, 141644]",neutral,213769,"A three-story, three-bedroom, two-bathroom house is on the market for $300,000.","The house is for sale for $300,000.","[278979, 366420, 63961, 240494, 263618]",contradiction,32117,"When you feel like this, you can do anything.",You can do anything you want.,"[305341, 913, 155793, 236166, 216742]",neutral,341133,"As soon as he arrived in Japan, he went to see the Shinto shrine of Kamakura.",The Shinto shrine of Kamakura was visited by the traveler.,"[34134, 266228, 322361, 246139, 160227]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",227293,A law was passed in June 2006 that would allow convicted sex offenders to petition the courts for early release.,The law was passed to reduce the number of sex offenders in the community.,"[325737, 275061, 72081, 97682, 76434]",contradiction,41956,In this way the way of the ancient Jews was fulfilled.,The ancient Jews had a way of doing things.,"[55322, 31173, 133872, 320768, 104520]",entailment,296939,"The government, through the Civil Service Commission, is committed to the principle of meritocracy.",The government wants to give meritocracy a chance.,"[210638, 170831, 1266, 306549, 113238]",neutral,242593,It is a good idea to have a final meeting to review the findings of the field visit and to determine whether any additional resources are needed to ensure that the objectives of the engagement are met.,The only thing that is needed to ensure that the objectives of the engagement are met is to have a final meeting.,"[168191, 196235, 34254, 299770, 285049]",neutral,222972,"The judge told the jury that if they believed the defendant was guilty, they should convict him.","The judge told the jury that if they believed the defendant was not guilty, they should acquit him.","[192640, 182167, 243812, 369405, 41299]",contradiction
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",144381,The most likely reason for the discrepancy is that most of the Marylanders who are in need of health care are not covered by Medicaid.,There are many Marylanders who are not covered by Medicaid.,"[290607, 45586, 102233, 347735, 166340]",entailment,268816,The primary goal of the present study was to investigate the use of e-mail by federal agencies to communicate with the public.,The primary goal of the present study was to investigate the use of food by the federal agencies.,"[181360, 168691, 172260, 194089, 365873]",contradiction,233554,What about it?,So what?,"[84713, 319040, 204845, 101368, 17822]",entailment,88870,"The problem was not that he was lazy, but that he was too smart.",He was too smart for his own good.,"[192426, 189250, 346159, 277382, 35071]",neutral,48051,"The two sisters were sitting in the drawing-room, the one reading, the other knitting.","The one reading was knitting, and the other was reading.","[300659, 299983, 104199, 352194, 188347]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",353529,The nurse was about to turn away when she saw the man in the doorway.,The nurse turned away from the man.,"[361437, 313362, 345227, 263834, 21909]",contradiction,277168,The main idea of the whole play is that a person can be a hero in a world of monsters.,A person can be a hero in a world of monsters.,"[112760, 158636, 363544, 250063, 102614]",neutral,17334,The LSC should take a position on whether the President should have the power to fire a U.S. Attorney for political reasons.,The LSC thinks the President should have the power to fire a U.S. Attorney for political reasons.,"[154704, 105360, 262932, 183152, 270968]",neutral,81095,"The real-life equivalent of this tale is the true story of the German Countess Maria von Maltzan, who was said to have made a fortune in the 19th century by having her husband murdered and then pretending to be his widow.",There are some people who pretend to be someone they are not.,"[258881, 266121, 228983, 328785, 220341]",entailment,62646,"For this purpose, the Agency shall, within the first six months of the rule's effective date, issue guidance to the public on the requirements of the rule.",The Agency shall issue guidance to the public on the requirements of the rule.,"[367924, 331360, 55651, 302746, 231563]",neutral
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",55440,2. Ensure that the development of the acquisition plan is carried out in a systematic and logical manner.,The plan should be logical.,"[321528, 158636, 267770, 15618, 201425]",neutral,224854,"I'm sure you'll agree that the current financial crisis has brought about a sharp decline in consumer confidence, and that this has in turn led to a drop in consumer spending.","Consumer confidence has dropped, and this has led to a drop in consumer spending.","[37960, 209054, 181299, 36058, 326487]",entailment,164132,"For the past two years, she's been working as a research assistant for a professor at Harvard University, and now she's working on a Ph.D. in social psychology at Harvard.",She's been working on her Ph.D. for the past two years.,"[154875, 89941, 311097, 208983, 299071]",entailment,32472,A trip to the nearby beach is a must for anyone who loves to swim.,"If you love to swim, you should go to the beach near your house.","[71884, 125310, 101929, 33439, 164928]",entailment,151623,It is said that this disease is caused by a fungus that grows on the skin of the human body.,The disease is caused by a fungus that grows on the skin of the human body.,"[136957, 376380, 247508, 193252, 275965]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",84163,"In the ensuing confusion, she would have had ample opportunity to shoot the bolt across.",She never had the chance to shoot the bolt across.,"[122649, 220509, 94906, 62345, 376913]",contradiction,223058,"She always said that she would not be late for work, but she always was.","She always said that she would be late for work, but she always was.","[44320, 246794, 78145, 102893, 245257]",contradiction,257063,The district's proposed comprehensive plan is an excellent example of how a community can use land use regulations to guide development.,The land use regulations are important.,"[46793, 109218, 299071, 352751, 303924]",entailment,104896,"In the 1980s, many of the same kinds of investments that were being made in the United States were being made in Latin America.",Latin America had very few investments.,"[124810, 361000, 286081, 333947, 106616]",contradiction,241794,"She had her coat on, her handbag in her hand, and was about to step out of the door when she saw the redhead, with her bright red hair, her green eyes, and her bright green coat.",The redhead was going to step out of the door.,"[294990, 95633, 138251, 67161, 51609]",entailment
Identify the relationship between two sentences,"You will be given two sentences and asked to determine their relationship: if one implies the other, if they contradict each other, or neither. You may also revise the sentences.","evaluation, language, revision",229751,But I've been told that you are an authority on these matters.,He was not an authority on these matters.,"[186764, 219450, 19705, 60042, 339657]",contradiction,348949,He was a boy who never did anything he didn't want to do.,He did things he didn't want to do.,"[311969, 331702, 201150, 68733, 177458]",neutral,81635,"As the previous section demonstrates, GAO's use of both qualitative and quantitative methods can be an effective way to provide Congress with information that is useful in making decisions.",GAO can provide Congress with information that is useful in making decisions.,"[295279, 17505, 97899, 305606, 11856]",entailment,149632,"As for that first rule, I think it's time to break it.",That first rule is the foundation of all the other rules.,"[215028, 255391, 75233, 108671, 146271]",contradiction,322015,What happens when we allow more people to use our building?,How can we make more people use our building?,"[39956, 259852, 67652, 39543, 199294]",entailment
