Title,Description,Keywords,Input.facts,Input.sentence,Input.model,Answer.coverage,Answer.feedback,Answer.quality,Answer.tm,Approve,Reject
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : 5 out of 5 | family friendly : no | near : Crowne Plaza Hotel,The Cricketers is a coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5. It is not family - friendly.,neurologic,4,{},3,68.956,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : 5 out of 5 | family friendly : no | near : Crowne Plaza Hotel,The Cricketers is a coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5. It is not family - friendly.,neurologic,4,{},3,10.944,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : 5 out of 5 | family friendly : no | near : Crowne Plaza Hotel,The Cricketers is a coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5. It is not family - friendly.,neurologic,4,{},2,132.375,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : All Bar One,"Chinese restaurant, The Cricketers, is located in the city centre near All Bar One. It is family friendly, with a cheap price range and a customer rating of 5 out of 5.",neurologic,4,{},2,134.571,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : All Bar One,"Chinese restaurant, The Cricketers, is located in the city centre near All Bar One. It is family friendly, with a cheap price range and a customer rating of 5 out of 5.",neurologic,3,{},3,5.835,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : yes | near : All Bar One,"Chinese restaurant, The Cricketers, is located in the city centre near All Bar One. It is family friendly, with a cheap price range and a customer rating of 5 out of 5.",neurologic,4,{},2,21.837,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Mill is a pub in riverside near Café Sicilia with a moderate price range that serves fast food and is not kids friendly. It has a customer rating of 3 out of 5.,a_star,1,{},3,55.934,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Mill is a pub in riverside near Café Sicilia with a moderate price range that serves fast food and is not kids friendly. It has a customer rating of 3 out of 5.,a_star,4,{},3,46.363,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,The Mill is a pub in riverside near Café Sicilia with a moderate price range that serves fast food and is not kids friendly. It has a customer rating of 3 out of 5.,a_star,4,{},3,37.396,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Plough | Type : restaurant | food : Chinese | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Plough is a family friendly Chinese restaurant in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.,a_star,4,{},3,30.482,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Plough | Type : restaurant | food : Chinese | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Plough is a family friendly Chinese restaurant in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.,a_star,4,{},3,29.969,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Plough | Type : restaurant | food : Chinese | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Plough is a family friendly Chinese restaurant in the £ 20 - 25 price range. It is located in the riverside area near Raja Indian Cuisine.,a_star,4,{},3,27.022,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : less than £ 20 | customer rating : low | area : city centre | family friendly : no | near : All Bar One,The Cricketers is a Chinese restaurant located in the city centre near All Bar One. It has a low customer rating and is not family friendly. The price range is less than £ 20.,neurologic,4,{},3,33.704,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : less than £ 20 | customer rating : low | area : city centre | family friendly : no | near : All Bar One,The Cricketers is a Chinese restaurant located in the city centre near All Bar One. It has a low customer rating and is not family friendly. The price range is less than £ 20.,neurologic,4,{},3,11.328,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : less than £ 20 | customer rating : low | area : city centre | family friendly : no | near : All Bar One,The Cricketers is a Chinese restaurant located in the city centre near All Bar One. It has a low customer rating and is not family friendly. The price range is less than £ 20.,neurologic,4,{},3,82.771,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Blue Spice | Type : pub | area : riverside,Blue Spice is a pub in riverside that serves food.,neurologic,4,{},3,16.962,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Blue Spice | Type : pub | area : riverside,Blue Spice is a pub in riverside that serves food.,neurologic,4,{},2,10.793,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Blue Spice | Type : pub | area : riverside,Blue Spice is a pub in riverside that serves food.,neurologic,3,{},3,29.009,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : more than £ 30 | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is an expensive Japanese pub near Raja Indian Cuisine in the riverside area. It is not child friendly and has a 5 out of 5 rating.,a_star,3,good,3,30.338,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : more than £ 30 | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is an expensive Japanese pub near Raja Indian Cuisine in the riverside area. It is not child friendly and has a 5 out of 5 rating.,a_star,4,{},3,12.817,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : more than £ 30 | customer rating : 5 out of 5 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is an expensive Japanese pub near Raja Indian Cuisine in the riverside area. It is not child friendly and has a 5 out of 5 rating.,a_star,3,{},3,67.419,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : English | price : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Punter is a children friendly restaurant in riverside near Raja Indian Cuisine. They serve English food with a high price range.,neurologic,4,{},3,18.599,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : English | price : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Punter is a children friendly restaurant in riverside near Raja Indian Cuisine. They serve English food with a high price range.,neurologic,4,{},3,22.11,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : English | price : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Punter is a children friendly restaurant in riverside near Raja Indian Cuisine. They serve English food with a high price range.,neurologic,4,{},3,14.485,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Italian | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : yes | near : Express by Holiday Inn,Near Express by Holiday Inn in the city centre is a family - friendly restaurant called The Punter. It has a high customer rating and serves Italian food in the price range of £ 20 - 25.,neurologic,4,{},3,19.459,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Italian | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : yes | near : Express by Holiday Inn,Near Express by Holiday Inn in the city centre is a family - friendly restaurant called The Punter. It has a high customer rating and serves Italian food in the price range of £ 20 - 25.,neurologic,4,{},3,6.985,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : restaurant | food : Italian | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : yes | near : Express by Holiday Inn,Near Express by Holiday Inn in the city centre is a family - friendly restaurant called The Punter. It has a high customer rating and serves Italian food in the price range of £ 20 - 25.,neurologic,4,{},3,36.964,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : £ 20 - 25 | customer rating : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Vaults is a Japanese pub located in riverside near Raja Indian Cuisine. The price range is £ 20 - 25 and it is kids friendly with a high customer rating.,a_star,4,{},3,4.421,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : £ 20 - 25 | customer rating : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Vaults is a Japanese pub located in riverside near Raja Indian Cuisine. The price range is £ 20 - 25 and it is kids friendly with a high customer rating.,a_star,3,{},3,45.677,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : £ 20 - 25 | customer rating : high | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Vaults is a Japanese pub located in riverside near Raja Indian Cuisine. The price range is £ 20 - 25 and it is kids friendly with a high customer rating.,a_star,4,{},3,67.629,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : restaurant | food : French | area : city centre | family friendly : yes | near : Raja Indian Cuisine,Giraffe is a kid friendly French restaurant located in the city centre near Raja Indian Cuisine.,neurologic,3,{},3,4.026,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : restaurant | food : French | area : city centre | family friendly : yes | near : Raja Indian Cuisine,Giraffe is a kid friendly French restaurant located in the city centre near Raja Indian Cuisine.,neurologic,4,{},3,12.635,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Giraffe | Type : restaurant | food : French | area : city centre | family friendly : yes | near : Raja Indian Cuisine,Giraffe is a kid friendly French restaurant located in the city centre near Raja Indian Cuisine.,neurologic,3,good,3,18.643,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : less than £ 20 | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a pub serving Japanese food for less than £ 20. It's family - friendly and is near Raja Indian Cuisine in the city centre area.,a_star,4,{},3,19.342,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : less than £ 20 | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a pub serving Japanese food for less than £ 20. It's family - friendly and is near Raja Indian Cuisine in the city centre area.,a_star,3,{},3,5.055,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : less than £ 20 | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a pub serving Japanese food for less than £ 20. It's family - friendly and is near Raja Indian Cuisine in the city centre area.,a_star,4,It's a Good one,3,51.325,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Italian | price : moderate | area : city centre | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is a pub serving Italian food in the moderate price range. It is not kids friendly and is near Raja Indian Cuisine in the city centre.,a_star,4,{},3,48.716,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Italian | price : moderate | area : city centre | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is a pub serving Italian food in the moderate price range. It is not kids friendly and is near Raja Indian Cuisine in the city centre.,a_star,4,{},3,20.754,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Italian | price : moderate | area : city centre | family friendly : no | near : Raja Indian Cuisine,The Wrestlers is a pub serving Italian food in the moderate price range. It is not kids friendly and is near Raja Indian Cuisine in the city centre.,a_star,4,{},2,20.292,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Zizzi | Type : coffee shop | customer rating : high | near : Burger King,Zizzi is a highly rated coffee shop near Burger King.,neurologic,4,{},3,56.615,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Zizzi | Type : coffee shop | customer rating : high | near : Burger King,Zizzi is a highly rated coffee shop near Burger King.,neurologic,2,{},3,6.706,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Zizzi | Type : coffee shop | customer rating : high | near : Burger King,Zizzi is a highly rated coffee shop near Burger King.,neurologic,2,{},2,5.287,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : restaurant | food : Italian | price : less than £ 20 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Waterman is a restaurant providing Italian food in the less than £ 20 price range. It is not family - friendly and is located in the riverside area near Raja Indian Cuisine.,neurologic,4,{},3,25.817,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : restaurant | food : Italian | price : less than £ 20 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Waterman is a restaurant providing Italian food in the less than £ 20 price range. It is not family - friendly and is located in the riverside area near Raja Indian Cuisine.,neurologic,4,{},3,49.191,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : restaurant | food : Italian | price : less than £ 20 | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Waterman is a restaurant providing Italian food in the less than £ 20 price range. It is not family - friendly and is located in the riverside area near Raja Indian Cuisine.,neurologic,4,{},2,142.406,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : French | price : moderate | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Vaults is a French pub near Raja Indian Cuisine in the riverside area. It is kid friendly and moderately priced.,neurologic,4,{},3,23.486,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : French | price : moderate | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Vaults is a French pub near Raja Indian Cuisine in the riverside area. It is kid friendly and moderately priced.,neurologic,4,{},3,28.321,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : French | price : moderate | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Vaults is a French pub near Raja Indian Cuisine in the riverside area. It is kid friendly and moderately priced.,neurologic,4,{},3,11.244,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,"The Mill is a fast food pub located in riverside near Café Sicilia. 3 out of 5 customer rating, moderate price range and not kids friendly.",neurologic,4,{},3,16.637,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,"The Mill is a fast food pub located in riverside near Café Sicilia. 3 out of 5 customer rating, moderate price range and not kids friendly.",neurologic,3,{},2,140.121,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : pub | food : Fast food | price : moderate | customer rating : 3 out of 5 | area : riverside | family friendly : no | near : Café Sicilia,"The Mill is a fast food pub located in riverside near Café Sicilia. 3 out of 5 customer rating, moderate price range and not kids friendly.",neurologic,4,{},3,6.928,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : English | price : moderate | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Mill is a moderately priced restaurant serving English food in the riverside area. It is not child friendly and is near Raja Indian Cuisine.,neurologic,4,{},3,31.127,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : English | price : moderate | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Mill is a moderately priced restaurant serving English food in the riverside area. It is not child friendly and is near Raja Indian Cuisine.,neurologic,4,{},3,14.819,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Mill | Type : restaurant | food : English | price : moderate | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Mill is a moderately priced restaurant serving English food in the riverside area. It is not child friendly and is near Raja Indian Cuisine.,neurologic,4,{},3,44.466,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Strada | Type : pub | customer rating : low | near : Express by Holiday Inn,Strada is a pub near Express by Holiday Inn with a low customer rating.,a_star,4,{},3,10.647,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Strada | Type : pub | customer rating : low | near : Express by Holiday Inn,Strada is a pub near Express by Holiday Inn with a low customer rating.,a_star,3,{},2,9.869,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : Strada | Type : pub | customer rating : low | near : Express by Holiday Inn,Strada is a pub near Express by Holiday Inn with a low customer rating.,a_star,2,{},3,16.106,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : Fast food | price : more than £ 30 | customer rating : high | area : riverside | family friendly : yes | near : Café Sicilia,The Phoenix is a pub providing Fast food near Café Sicilia in riverside. Its price range is more than £ 30 and it is children friendly with a high customer rating.,a_star,4,{},3,19.519,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : Fast food | price : more than £ 30 | customer rating : high | area : riverside | family friendly : yes | near : Café Sicilia,The Phoenix is a pub providing Fast food near Café Sicilia in riverside. Its price range is more than £ 30 and it is children friendly with a high customer rating.,a_star,4,{},2,14.817,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : Fast food | price : more than £ 30 | customer rating : high | area : riverside | family friendly : yes | near : Café Sicilia,The Phoenix is a pub providing Fast food near Café Sicilia in riverside. Its price range is more than £ 30 and it is children friendly with a high customer rating.,a_star,4,{},3,16.697,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : pub | food : Italian | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Waterman is a pub serving Italian food near Raja Indian Cuisine in the riverside area. It is kids friendly and has a price range of £ 20 - 25.,neurologic,4,{},2,33.851,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : pub | food : Italian | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Waterman is a pub serving Italian food near Raja Indian Cuisine in the riverside area. It is kids friendly and has a price range of £ 20 - 25.,neurologic,4,{},2,4.61,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Waterman | Type : pub | food : Italian | price : £ 20 - 25 | area : riverside | family friendly : yes | near : Raja Indian Cuisine,The Waterman is a pub serving Italian food near Raja Indian Cuisine in the riverside area. It is kids friendly and has a price range of £ 20 - 25.,neurologic,4,{},3,40.511,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : high | family friendly : yes | near : Café Sicilia,Near Café Sicilia is a child friendly coffee shop with a high customer rating called The Cricketers.,neurologic,4,{},2,12.532,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : high | family friendly : yes | near : Café Sicilia,Near Café Sicilia is a child friendly coffee shop with a high customer rating called The Cricketers.,neurologic,4,{},3,8.502,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : high | family friendly : yes | near : Café Sicilia,Near Café Sicilia is a child friendly coffee shop with a high customer rating called The Cricketers.,neurologic,3,{},3,28.308,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : no | near : Raja Indian Cuisine,"The Vaults is a Japanese pub located in the city centre near Raja Indian Cuisine. It is not family - friendly, cheap, and has a customer rating of 5 out of 5.",a_star,4,{},2,12.387,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : no | near : Raja Indian Cuisine,"The Vaults is a Japanese pub located in the city centre near Raja Indian Cuisine. It is not family - friendly, cheap, and has a customer rating of 5 out of 5.",a_star,3,{},3,10.924,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Vaults | Type : pub | food : Japanese | price : cheap | customer rating : 5 out of 5 | area : city centre | family friendly : no | near : Raja Indian Cuisine,"The Vaults is a Japanese pub located in the city centre near Raja Indian Cuisine. It is not family - friendly, cheap, and has a customer rating of 5 out of 5.",a_star,3,good,2,9.833,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : 5 out of 5 | family friendly : no | near : Crowne Plaza Hotel,The Cricketers is a coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5. It is not family - friendly.,a_star,4,{},3,23.174,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : 5 out of 5 | family friendly : no | near : Crowne Plaza Hotel,The Cricketers is a coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5. It is not family - friendly.,a_star,4,{},3,10.341,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : coffee shop | customer rating : 5 out of 5 | family friendly : no | near : Crowne Plaza Hotel,The Cricketers is a coffee shop near Crowne Plaza Hotel with a customer rating of 5 out of 5. It is not family - friendly.,a_star,4,{},3,14.581,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : moderate | customer rating : 1 out of 5 | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a family friendly Japanese pub located in the city centre near Raja Indian Cuisine. It has a moderate price range and a customer rating of 1 out of 5.,a_star,4,{},3,142.023,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : moderate | customer rating : 1 out of 5 | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a family friendly Japanese pub located in the city centre near Raja Indian Cuisine. It has a moderate price range and a customer rating of 1 out of 5.,a_star,4,{},3,8.447,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Wrestlers | Type : pub | food : Japanese | price : moderate | customer rating : 1 out of 5 | area : city centre | family friendly : yes | near : Raja Indian Cuisine,The Wrestlers is a family friendly Japanese pub located in the city centre near Raja Indian Cuisine. It has a moderate price range and a customer rating of 1 out of 5.,a_star,4,{},3,23.114,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : no | near : Crowne Plaza Hotel,"The Phoenix is a French pub near the Crowne Plaza Hotel in the city centre. It has a high customer rating at prices range from £ 20 - 25, but it is not kid friendly.",neurologic,4,{},3,11.673,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : no | near : Crowne Plaza Hotel,"The Phoenix is a French pub near the Crowne Plaza Hotel in the city centre. It has a high customer rating at prices range from £ 20 - 25, but it is not kid friendly.",neurologic,3,{},2,32.504,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Phoenix | Type : pub | food : French | price : £ 20 - 25 | customer rating : high | area : city centre | family friendly : no | near : Crowne Plaza Hotel,"The Phoenix is a French pub near the Crowne Plaza Hotel in the city centre. It has a high customer rating at prices range from £ 20 - 25, but it is not kid friendly.",neurologic,4,{},3,15.52,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : pub | food : English | price : high | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Punter is a high priced English pub located in riverside near Raja Indian Cuisine. It is not family - friendly.,neurologic,2,{},3,18.839,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : pub | food : English | price : high | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Punter is a high priced English pub located in riverside near Raja Indian Cuisine. It is not family - friendly.,neurologic,3,{},3,25.783,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Punter | Type : pub | food : English | price : high | area : riverside | family friendly : no | near : Raja Indian Cuisine,The Punter is a high priced English pub located in riverside near Raja Indian Cuisine. It is not family - friendly.,neurologic,3,good,3,7.933,,
Evaluate the quality of the text considering the given keywords,Evaluate the quality of the text considering the given keywords,"keywords, generation",name : The Cricketers | Type : restaurant | food : Chinese | price : less than £ 20 | customer rating : low | area : city centre | family friendly : no | near : All Bar One,"The Cricketers is a Chinese restaurant in the city centre near All Bar One. It has a low customer rating and is not family friendly, price range is less than £ 20.",a_star,3,{},3,11.634,,
