Title,Description,Keywords,pairID1,premise1,hypothesis1,gold_label1,partial_neutral_entailment1,entailment_count1,neutral_count1,contradiction_count1,pairID2,premise2,hypothesis2,gold_label2,partial_neutral_entailment2,entailment_count2,neutral_count2,contradiction_count2
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",12142391.jpg#1r1n,The back of hat wearing juggler holding two Indian clubs in one hand and one in the other hand.,A juggler performs for a crowd.,neutral,False,0,1,0,2775314333.jpg#4r1n,Two girls in red and blowing bubbles with gum.,One child has challenged another to blow the biggest bubble.,neutral,False,0,5,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3278267794.jpg#0r1n,Three young children play high in the branches of a blossoming tree near the large brick building.,Three young children spending a Saturday afternoon climbing trees.,neutral,False,0,1,0,1395410911.jpg#2r3n,Many people are walking along the sidewalk in an Asian marketplace.,Many different people walk through the streets of Chinatown in NYC.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4946045875.jpg#4r1n,A young boy wearing a green and red shirt kneels down on a sidewalk in Paris.,The boy is from Paris.,neutral,False,0,1,0,3365485883.jpg#1r1n,Causal orchestra members play in a church sanctuary as the stain glass window and elegant columns stand boldly behind them.,There is a wedding taking place in the church.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",6249146423.jpg#4r3n,A man is climbing a rock formation.,The man is outside,neutral,False,0,1,0,2249783869.jpg#1r2n,A group of women are sitting near each other and knitting.,The Sunday knitting circle of women is underway.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",651277216.jpg#4r1n,A woman and child are walking.,The woman and the child are at the park.,neutral,False,0,1,0,4956409145.jpg#0r1n,A blond woman in sunglasses and a surprised expression talks on a cellphone while another woman walks past in the foreground.,"A woman is talking to her husband, while another woman walks by.",neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3561130207.jpg#2r1n,Adoring girls watch the singer at the concert.,People are watching a singer at a concert,neutral,False,0,1,0,4464793378.jpg#3r1e,An old man is sitting down in the street.,The old man takes a rest.,neutral,True,2,3,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",7981322255.jpg#0r1n,The crowd sits around in the stadium while the pitcher on the field throws the ball and remains on one leg while throwing the ball forward with his right arm.,A ball player is nearby.,neutral,False,0,1,0,149588792.jpg#3r5n,"A man, on the side of the road, playing a xylophone.",A man is playing a song for donations from the crowd.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",221331362.jpg#1r1n,There are a lot of women sitting and standing around a circle.,women hold a rally,neutral,False,0,5,0,1417031097.jpg#4r1n,People on a ride at a fair.,The people are on a merry go around.,neutral,False,0,5,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",355869840.jpg#3r1n,Three people working on the ground work.,people are working on a scorching hot day.,neutral,False,0,1,0,4764827031.jpg#1r3n,One person is wearing a green shirt while sleeping on the sidewalk while another person wearing black pants is sleeping on the stairs.,Two homeless people are asleep on the street corner.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",5460845581.jpg#4r1n,Two basketball players contend for a rebound.,fouling each other going for rebound,neutral,False,0,5,0,3051341320.jpg#1r1n,A group of people ride a blue roller coaster on its way down from a turn.,Some people ride a blue roller coast down from a left turn.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1346529555.jpg#1r1n,A Yorkie jumped into the air to catch a red ball in its mouth.,The person throwing the ball is it's owner.,neutral,False,0,1,0,102998070.jpg#3r3n,A fish sellers stock is looked upon by two old men.,two men are going to buy the fish,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2744705147.jpg#2r4n,"A man is standing next to a woman, with his arm around her waist.",There is a married couple who are standing.,neutral,False,0,1,0,98885561.jpg#4r1n,A child slides down an orange slide.,Jonny enjoys playing on the playground.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4967261262.jpg#2r1n,Two girls are raising another girl in the air.,a lesbian couple raises their daughter in the air,neutral,False,0,1,0,3332467180.jpg#3r1n,a man lighting a cigarette near a dumpster in an ally.,The dumpster is full of trash.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3550870909.jpg#0r1e,"A woman is sitting in a yellow chair near on a city plaza near a planter of coleus and impatiens, with her purse and bags at her feet.",A woman dropped her belongings and is seated in a colorful chair is near some plants.,neutral,False,1,4,0,506412121.jpg#0r1n,A man is holding up a stick by a breaking wave in the ocean.,A man holds a stick and gets ready to throw it.,neutral,False,0,5,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2973638173.jpg#1r1n,A skateboarder doing a maneuver in the air.,person practicing hard trick,neutral,False,0,1,0,1079742005.jpg#0r5n,A woman is resting against a cross shaped pole while looking towards a large body of water.,The woman is relaxing.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",126227418.jpg#4r5n,A man working on a circuit board,A man working on a fried circuit board.,neutral,False,0,1,0,3224560800.jpg#3r1n,A man twirling a flaming baton.,A man performs a circus act.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2521554403.jpg#1r1n,A large group of teenagers are seated indoors in yellow seats.,A large group of males are seated indoors in yellow seats.,neutral,False,0,1,0,2845845721.jpg#3r1n,A man running across the grass towards a woman.,A man is running to his wife.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3344948183.jpg#2r1n,"A woman with a headband wearing a blue, yellow and red hooded jacket.",This lady is about to go to a fashion show,neutral,False,0,1,0,2282260240.jpg#2r1n,Little Girl in brown shirt and blue jean skirt dances on wood floor.,A girl is dancing in a brown shirt and blue jean skirt on a wooden floor with her father,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1051290485.jpg#1r2n,"Two women squatting on the sidewalk looking at plants, one in black shirt, shorts and pink sandals, the other in a white shirt, black shorts talking on a cellphone.",Two young women take a break in the middle of a walk.,neutral,False,0,1,0,4900674063.jpg#4r1n,A man is getting a haircut.,A man at the barber shop.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4676081623.jpg#4r1n,"A tattooed woman in a dress, smiling.",The woman just won a raffle at the biker rally.,neutral,False,0,5,0,761397426.jpg#2r1n,A man wearing a shirt and tie is holding a bottle of alcohol.,The man is drunk because he was forced to step down from his high paying position as the CEO of an investment firm,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",838074897.jpg#3r1n,Little girl is jumping up in the sprinklers getting soaked.,A girl gets wet on a hot summer day.,neutral,False,0,1,0,2114739371.jpg#3r1n,A shepherd bounds through the grass.,An animal is eating the grass.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4725724882.jpg#1r1n,A man grasping a white sheet of paper sits next to the harbor.,A man is reading a letter next to the harbor.,neutral,False,0,1,0,2060031241.jpg#2r1n,a baby is holding a controller to a video game above his head.,The baby is holding an expensive game controller,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4581834644.jpg#0r1n,"A man with his foot up, and woman leaning on her hand, are sitting at a table together outside.",A man with only one leg is sitting outside.,neutral,False,0,1,0,2601612082.jpg#1r1n,A family jumps into a blow up raft in their living room.,A family is having an indoor camping adventure.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",5436986554.jpg#0r1n,Two winter hunters wearing all white with camouflage vests and helmets are looking through their rifles with some animal kills near them.,The hunters are very still.,neutral,False,0,1,0,2939371251.jpg#3r1n,Two teams compete in football.,Some people are playing a competitive game.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2914160252.jpg#2r1n,Young boy drops from rings in gymnastic class.,The boy is on the Olympic team.,neutral,False,0,1,0,2581472438.jpg#0r4n,A man with black slacks and red shirt standing in front of a classroom with a whiteboard behind him.,Sub waiting for class to show up,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3827480413.jpg#3r1n,Tourists looking at old roman statue.,Tourists touring a museum with Roman art.,neutral,False,0,1,0,4088608399.jpg#2r1n,Two young boys are standing with a group of soldiers.,Boys asking soldiers for help.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3519622190.jpg#1r5n,"A man in a superman costume, cowboy boots, cowboy hat selling designer bags for$ 10.00 on a busy street.",A man sells bags for charity.,neutral,False,0,1,0,4727561977.jpg#2r1n,A man is playing a set of drums on a city street.,The man tries to earn money for his drumming skill.,neutral,False,1,4,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2455649161.jpg#0r1n,"A mime in white face makeup, wearing a black bolero hat, white suit, white angel wings, standing next to a man in a green shirt, tan pants, smiling broadly.",man taunting mime,neutral,False,0,1,0,3372340429.jpg#1r1n,Three dogs are in the snow in front of a fence.,The dogs are waiting for their owner to arrive.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",5831085623.jpg#4r1n,A dog gets major air catching frisbees in a trick contest.,A labrador jumps in the air.,neutral,False,0,1,0,3691765410.jpg#0r4n,"A man with a beard, wearing a red shirt with gray sleeves and work gloves, pulling on a rope.",A man is trying to pull his car out of a lake,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4801216793.jpg#3r1n,A woman in a skirt is sitting outside reading.,A woman is enjoying a good book in the park.,neutral,False,0,1,0,4751210999.jpg#3r1n,A girl in black t-shirt and blue jeans walking on the pathway.,The girl is walking to a flower.,neutral,False,0,4,1
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",340941222.jpg#2r1n,"A white man who looks like harry potter reads a magazine in front of a purple ""women's lifestyle"" sign",The man is reading People magazine.,neutral,False,0,1,0,3939508858.jpg#0r1n,"A brown-haired man wearing jeans, glasses, a pink shirt, and jacket is playing guitar and singing into a microphone.",A men is performing a very popular country song that he wrote.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2860400846.jpg#3r1n,The dog jumps in the air running after the Frisbee.,The frisbee is red.,neutral,False,0,1,0,4898860007.jpg#0r1n,One person wearing yellow and black is mountain biking on a dirt trail through the woods.,The person is trying to get home,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1570083074.jpg#0r5n,An Asian woman and two men (one Asian and one white) are playing cards in the hallway of a train.,An asian woman and two men bet while playing cards.,neutral,False,0,1,0,1775007639.jpg#3r1n,A woman in a yellow skirt weaves fabric.,There is someone in a yellow skirt that is weaving fabric.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2895580381.jpg#3r1n,A man and woman are walking while two other women are sitting.,The man and woman are talking.,neutral,False,0,1,0,2306603691.jpg#2r1n,A man and a young child play with a yellow ball in an open field.,the man is the child's father,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1664475859.jpg#4r2n,Three men walk outside of a white building.,People leaving their office to go out to lunch.,neutral,False,0,1,0,511121024.jpg#0r2n,A woman wearing a scarf covering her head and a long dress shops for vegetables at an open air market.,A woman shops at the farmer's market.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2366292699.jpg#4r1n,A man in a suit sits on a chair while holding a microphone with his foot on a box.,A guy is holding an object,neutral,False,0,1,0,1077546505.jpg#4r1n,A boy rides down a slide into a small backyard pool.,The boy is wearing shorts.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3376809186.jpg#0r1n,Many people swimming is a lake surrounded by trees and houses.,Many people swimming to try and win the gold medal.,neutral,False,0,1,0,6929271699.jpg#3r1n,"Two young, male soccer players compete for the ball on a wet field.",Two young males playing soccer in the rain.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",313251305.jpg#1r1n,Swimmers gather for practice at a pool with swimming lanes.,Swimmers get ready to practice diving at a pool before a competition.,neutral,False,0,1,0,86542183.jpg#4r3n,Two kids play hockey on a pond.,Some kids are playing hockey on the breakable ise.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2049646140.jpg#2r1n,A child gymnast performs a trick in a gymnasium.,A child works on a gymnastics routine for a competition.,neutral,False,0,1,0,2429391789.jpg#2r1n,A man playing an instrument while others sit at a table and watch.,The man is performing in front of people.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",566077886.jpg#0r4n,"A figure, whose face is obscured by water, in black pants and a black t-shirt leaps into the air with arms and legs spread wide, while tall jets of water shoot from the pavement below.","A man leaps into the air, dressed in black, face blocked by water shooting from below.",neutral,False,0,1,0,364213568.jpg#2r1n,A dog runs down a beach holding a yellow toy while another chases it.,The dog that is being chased is brown.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4535761828.jpg#2r1n,A woman crossing the street in blue jeans and a short-sleeve shirt.,woman on way to work,neutral,False,0,5,0,244829722.jpg#0r1n,"A woman in a white t-shirt is in a swing that goes really high, she's in the air overlooking the rest of the amusement park.",The woman is having fun on the swings.,neutral,False,0,5,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3439064881.jpg#4r3n,People hanging about in a crowded cafe.,The people are all adults.,neutral,False,0,1,0,7238675644.jpg#0r1n,A young T-ball player takes a swing as his teammates and some parents watch.,A young ball player is enthusiastic and excited about playing sports.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",7426852574.jpg#0r2n,"An Indian dancer or actress is performing on stage in the spotlight, seated on the floor in a dramatic pose and wearing a blue dress.",An actress or dancer are being critiqued for their audition.,neutral,False,0,5,0,3497238310.jpg#3r1n,some young men playing basketball,The young men play on a court.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",7588243170.jpg#0r3n,A young girl with blond-hair is digging in the sand with a small scoop on the beach with the ocean in the background.,The girl is digging for shells.,neutral,False,0,1,0,93406137.jpg#4r1c,Two men with scrubbers wash a building.,The men are cleaning the building with Windex.,neutral,False,0,3,2
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4940921321.jpg#3r1n,A man in a blue shirt riding a bicycle.,There is someone at a park.,neutral,False,0,1,0,2736902411.jpg#0r1n,Two blond women are smiling while one is holding a camera to capture their image.,Two women taking a selfie on the beach.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",7302659678.jpg#3r1n,A man with glasses is holding a very young infant.,a man holds his niece,neutral,False,0,1,0,615927423.jpg#4r1n,Young guy standing on a traffic signal.,A guy is waiting to cross the street.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2469495561.jpg#0r1n,A Chinese police officer standing in front of his station.,The police officer is female.,neutral,False,0,1,0,4823571483.jpg#0r1n,A woman is looking at colorful item in an alleyway while some men are next to a cart and seeing what is available.,"Woman in shorts and t-shirt, observing products sold at shops in an alleyway.",neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",289638863.jpg#4r1n,A man in yellow clothing holding a ball.,Player standing near field with ball.,neutral,False,0,1,0,3020218156.jpg#3r1n,Two men are painting a building while a third is walking past on his cellphone.,A supervisor calls in his report on the painting crew.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2429369147.jpg#2r1n,two men playing guitars in an empty room.,Two men are practicing their guitar skills.,neutral,False,0,1,0,4052363856.jpg#1r1n,many people in a room filled with halloween decorations.,A few people were looking at the season's decor and admiring it.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3184891327.jpg#0r1n,"A girls soccer game with one team in pink, the other in light blue.",The pink team is winning.,neutral,False,0,1,0,3351496977.jpg#2r1n,A man and child are talking a walk through a park.,They walk through a popular path,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4758626595.jpg#4r1n,Three men in a field with model airplanes.,The sky is cloudy.,neutral,False,0,1,0,148284.jpg#2r2n,A man selling or delivering newspapers stands in front of a Spanish-language information sign.,The mans newspapers are very cheap.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",206648789.jpg#4r1n,Two toddlers sitting in mom's lap.,Two toddlers are being comforted by their mother after falling off the slide.,neutral,False,0,1,0,6910820943.jpg#0r5n,"Three soccer players, the one in blue and red possess the ball and the one on white is trying to steal it away.",The player in white is most focused.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3668984985.jpg#1r1n,A group of people talking next to a pool with trees in the background.,A pool party where a celebration is going on.,neutral,False,0,1,0,3611124440.jpg#2r1n,a group of people ride a roller coaster that is passing over some water.,people are having fun,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",435190668.jpg#2r1n,A young woman wearing a colorful backpack is looking out at a mountain view.,A person looking at the mountain view of the Rockies.,neutral,False,0,1,0,4659370314.jpg#0r2n,A man with a red shirt and white shorts is walking near a man with a white shirt and black pants down a busy street.,Two men are walking to work.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2924306387.jpg#4r1n,Runner 3618 is racing down the street.,The runner is sweaty.,neutral,False,0,1,0,3215913313.jpg#0r5n,A man in a suit stands in front of a large display of pottery and next to a sculpture of a man's head.,The man is wearing a watch.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3250076419.jpg#3r1n,Three dogs running in the dirt.,Three dogs running in a race on a dirt track outside.,neutral,False,0,1,0,134857559.jpg#3r1n,A band plays a rock show to a bar audience.,A band is playing their first show.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4873901110.jpg#0r1n,"A man walking along a road in the foreground of a mountain range, partially obstructed by sheep.",The sheep are white.,neutral,False,0,1,0,4941738201.jpg#4r1n,A old man with a cane standing outside.,An old man talks to his neighbor while standing in the park.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1457162537.jpg#1r1n,Balding man in sandals walking past a tree.,A balding man is walking through the woods.,neutral,False,0,1,0,4828433053.jpg#1r1n,A man with a tattoo on his leg is standing against a wall with a white dog on a leash.,A man with his dog is waiting for his friend.,neutral,False,0,4,1
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",1158505981.jpg#0r1n,"An older bearded gentleman in glasses is reading a book in front of an open laptop, possibly in a classroom.","A bearded gentleman in glasses is reading ""Harry Potter"" in front of his laptop, possibly in a classroom for first graders.",neutral,False,0,1,0,2543679402.jpg#1r1n,The dark-skinned man is laying in a doorway next to a metal pipe.,The man in the doorway is hurt.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",2207346072.jpg#3r1n,Two men are on board an open red boat with a flag.,Two men are on a Chinese boat.,neutral,False,0,1,0,2568792780.jpg#0r1n,A tractor is pulling something down a dirt road with lengths measured in increments of ten meters.,there is a tractor clearing a path for a building,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",4959460330.jpg#3r1n,A group of women in sexy black and red clothes dance in the street.,A group of woman are exhausted from dancing.,neutral,False,0,1,0,3228960484.jpg#1r1n,Two children are walking along a street wearing yellow backpacks.,The two children are classmates.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",3097171315.jpg#3r3n,A group of people stand in a fancily decorated room.,Some kids are staying inside the house.,neutral,False,0,1,0,3482859574.jpg#2r1n,A group of three females and one male dressed in costume,A few people getting ready for a play.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",298122528.jpg#1r1n,A baby in an Exersaucer pulls a striped cat's tail.,There is a baby near a small cat outfield,neutral,False,0,1,0,4222323987.jpg#2r1n,A grinning man in a blue baseball is holding a doll while another man looks on laughing.,The man just finished telling the other man a joke.,neutral,False,0,1,0
Weakening and Strengthening Assumptions,"Given a statement (a premise) and an assumption (a hypothesis), please provide a statement that will weaken and a statement that will strengthen the hypothesis.","writing, logical thinking, language, inference, assumption",252802010.jpg#2r1n,Two small dogs run across the green grass.,some small dogs are running to their owners,neutral,False,0,1,0,2076906555.jpg#4r1n,A boy with writing on his hand is standing in a store.,A boy with Chinese writing on his hands standing in a store.,neutral,False,0,1,0
