Title,Description,Keywords,prompt,machine_completion,algorithm
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cobble courtyard headscarf stand wear,cobble courtyard headscarf stand wear.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bowl grind grinder meat,bowl grind grinder meat.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bottle dog feed goat jump,generate a sentence with: bottle dog feed goat jump.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",carry flag horse ride,generate a sentence with: carry flag horse ride.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bush dog path run,A dog running down a path in the bush.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bicycle driveway ramp ride,A man riding a bicycle on a ramp in a driveway.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cover graffiti jump ramp,A man covered in graffiti jumps on a ramp.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor foot massage sit,A woman sitting on the floor with her foot massaged.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hold money ride sign wait,generate a sentence with: hold money ride sign wait.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hand pool sit splash stand,A man sits in a pool and splashes his hand.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bowl grind grinder meat,the grinder meat in a bowl.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball hit horse ride,the ball hit a ride hit a horse.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",jacket lady talk wear,A lady talks about what she is wearing in a jacket.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball hit player run,run the ball hit the ball to the ball hit a player.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",arrive friend sit wait,friend on arrival waiting.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",fill pot put stove water,A man is filling a pot with water and putting it on the stove.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",boat cast net water,generate a sentence with: boat cast net water.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",beach day grow turn water,generate a sentence with: beach day grow turn water.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",dress hold sailor sidewalk ticket,the sailor's ticket on sailor sidewalk ticket sailor,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball continue hit watch,A man is watching as he continues to hit the ball.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",boat cast net water,A fishing boat casts nets in the water.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",beach day grow turn water,the sunlight on a day to turn water.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",carry pillowcase sandal short toddler,pillowcase s sandal hehehehehehehehehehehehe,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cook grill shirt wear,the wear of a cook on a grill.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bowl grind grinder meat,A man grinds meat in a bowl in a grinder.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ceiling climb gym rope suspend,A man climbs on ropes suspended from the ceiling in a gym.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cheer dog race sle,A dog cheers on a sledding race.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cobble courtyard headscarf stand wear,A man standing in a courtyard wearing a headscarf on the cobbles.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor foot massage sit,foot on the floor of massage.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor house sand sander,the False,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",food front laugh sit table,A man laughs as he sits at a table with food in front of him.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hair head hold sink wash,A woman is holding her head up and washing her hair in a sink.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",beach day grow turn water,the turn turns water. day turn water.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",carry flag horse ride,A man riding on a horse carrying the flag and carrying it around.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",arrive friend sit wait,sit wait friend sit.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cross drive river water,A man drives across the water of a river and crosses the water.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cross drive river water,cross drive river water.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball hit horse ride,A horse riding on a horse hit by a ball.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",dress hold sailor sidewalk ticket,A sailor in white dress holds a ticket on the sidewalk.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",catch hold pair pant throw,generate a sentence with: catch hold pair pant throw.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",fire marshmallow roast stick,the marshmallow on the stick.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cobble courtyard headscarf stand wear,A woman standing in a cobbled courtyard wearing a headscarf.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cigarette flower sell street walk,A woman walks down the street selling cigarette in a flower and sells it.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",jacket lady talk wear,the lady tee Graecole Maritime IMAGES IMAGES,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",die rinse shirt sink tie,A man is rinsing his shirt and tying his tie in the sink.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ceiling climb gym rope suspend,the gym YELLOW ROKE SUFVIEST.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor machine sand work,A man working on a machine sanding the floor.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hold money ride sign wait,A man waiting for a sign holding money for a ride.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",beach day grow turn water,the water turns into a shady beach on a sunny day.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",die rinse shirt sink tie,A man tying a die and rinsing his shirt in the sink.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",back contest eat hand tie,the hand tied eat hand tie eat hand tie eat hand tie eat hand tie,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cover graffiti jump ramp,A man is jumping off a ramp covered in graffiti.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cover graffiti jump ramp,graffiti jump ramp.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bed bottle head shake sit,sit. bed bottle head shake sit.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ceiling climb gym rope suspend,,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",carry flag horse ride,A man is riding a horse carrying a flag.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor foot massage sit,A woman is sitting on the floor with her foot massaged.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",car mask paint spray suit,A man sprays paint on a mask on a car.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hand pool sit splash stand,stand in the hand in the pool.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",jump river short swim wear,A man in shorts is seen jumping in a river while swimming.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bag gym kick punch,A man kicks and punches a bag in the gym.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",jacket lady talk wear,A lady talking wearing a jacket.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor house sand sander,A sander sanding the floor of a house.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor foot massage sit,A woman sitting on the floor with her foot massaged.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",arrive friend sit wait,Generate a sentence with: arrive friend sit wait.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",fix light roof shirt top,A man is fixing a light on a shirt on a roof.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",jump river short swim wear,the duration DeutschDeutschDeutschDeutschDeutschDeutschDeutschDeutschDeutschDeutschDeutschDeutschDeutschDeutschDeutschDeutschDeutsch,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",jacket lady talk wear,jacket lady talk wear.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hair head hold sink wash,hair XXITRETRETRETRETRETRETRETRETRESTRUCTURE IMAGES,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bag gym kick punch,the kick in the bag.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",die rinse shirt sink tie,the sink of a shirt.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor machine sand work,A man working with a machine sanding the floor.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",catch hold pair pant throw,A pair of men holding hands and throwing a catch in their pant.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball hit horse ride,A horse riding on a horse hit by a ball and hit by a ball.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball demonstrate juggle talk,A man is demonstrating how to juggle a ball.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bag gym kick punch,generate a sentence with: bag gym kick punch.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bag gym kick punch,gym kick punch.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cross drive river water,water in the drive.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hand pool sit splash stand,A man standing in the pool splashing his hands in the pool.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ceiling climb gym rope suspend,the gym rope on the ceiling.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",food front laugh sit table,the food at the table.,selected 2/base_ppo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.5reward_fn__args__cider_coeff_0.5.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",floor machine sand work,floor machines in sand work.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",paint paper piece spray,A man sprays paint on a piece of paper.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bottle dog feed goat jump,A dog is jumping over a bottle of milk to feed a goat.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",fire marshmallow roast stick,the roasted in the sticking of a marshmallow roast stick.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball continue hit watch,the continue hit continue on the continue on the whitish swatch.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",hold money ride sign wait,A man waits for a sign to hold money for a ride.,selected 2/supervised_ppo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",jacket jean street walk,A man is walking down a street with a jacket and a pair of jeans.,selected 2/supervised_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cover graffiti jump ramp,generate a sentence with: cover graffiti jump ramp.,selected 2/zero_shot.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",cover graffiti jump ramp,A man covers graffiti covering a jump on a ramp.,selected 2/supervised_nlpo_reward_fn__id_meteorreward_fn__args__spice_coeff_reward_fn__args__cider_coeff_.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",bowl grind grinder meat,meat of grinder in the bowl.,selected 2/base_nlpo_reward_fn__id_spiderreward_fn__args__spice_coeff_0.0reward_fn__args__cider_coeff_1.0.csv
Rate the grammaticality and commonsensicality of sentences.,"Given a sentence, rate 1) how grammatical/fluent it is; and 2) how much it describes a valid, commonsense scenario","commonsense, text quality",ball hit player run,generate a sentence with: ball hit player run.,selected 2/zero_shot.csv
