Title,Description,Keywords,event1,durations1,event2,durations2,event3,durations3
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",waging a crackdown,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,lay in front of,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,suspended exports,0.00|0.00|0.00|0.11|0.00|0.63|0.26|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",feeling   increasingly uncomfortable,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,forced the vice president to,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,lost  2405 million,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",appoint a new government,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,promised  and stalled,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,shows new orders of durable,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",re  elected last year,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,banned from coaching,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,held inconclusive closed  door,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",waited in huge lines,0.00|0.00|0.14|0.86|0.00|0.00|0.00|0.00|0.00|0.00|0.00,building this place and this,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,controlled under the communist regime,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",see your analyst,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,write a sequel,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,lifts the statute of limitations,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",circulating in manila,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,battling muslim separatists and communist,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,held onto it  deploying,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",remain depressed,0.00|0.00|0.00|0.00|0.00|0.27|0.73|0.00|0.00|0.00|0.00,dangled,0.14|0.43|0.29|0.07|0.00|0.00|0.07|0.00|0.00|0.00|0.00,held her prisoner,0.00|0.00|0.00|0.40|0.50|0.00|0.00|0.10|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",share a defense and foreign,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,controlled the government and army,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,detain suspects for questioning,0.00|0.00|0.00|0.42|0.00|0.58|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",led australia,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,thought of little else,0.00|0.00|0.15|0.08|0.15|0.00|0.62|0.00|0.00|0.00|0.00,driven a cab,0.00|0.00|0.00|0.00|0.00|0.00|0.10|0.90|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",deploying snipers on top of,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,form the government,0.00|0.00|0.00|0.00|0.00|0.10|0.90|0.00|0.00|0.00|0.00,left without power or water,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",suspended from the councils of,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,followed and wiretapped his deputy,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,wiretapped his deputy,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",battled to halt the ethnic,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,refrigerate dough,0.00|0.08|0.69|0.23|0.00|0.00|0.00|0.00|0.00|0.00|0.00,remain down,0.00|0.00|0.00|0.10|0.10|0.10|0.70|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",hunkering down,0.00|0.00|0.27|0.00|0.09|0.09|0.55|0.00|0.00|0.00|0.00,locked inside,0.00|0.00|0.00|0.18|0.09|0.27|0.45|0.00|0.00|0.00|0.00,playing out,0.00|0.00|0.00|0.00|0.33|0.22|0.39|0.06|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",taking some 800 people hostage,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,hire them,0.00|0.00|0.00|0.91|0.00|0.09|0.00|0.00|0.00|0.00|0.00,rankled relations,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",conquered and looted entire continents,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00,looted entire continents,0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00,broker a truce,0.00|0.00|0.00|0.00|0.85|0.15|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",beset,0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.50|0.00|0.00|0.00,rambled,0.00|0.25|0.55|0.00|0.05|0.15|0.00|0.00|0.00|0.00|0.00,seen patients with olfactory problems,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",kept the body in,0.00|0.00|0.00|0.58|0.00|0.25|0.17|0.00|0.00|0.00|0.00,stood out there,0.00|0.20|0.00|0.00|0.00|0.80|0.00|0.00|0.00|0.00|0.00,pulled off the air,0.00|0.00|0.06|0.94|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",blackened skies region  wide,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,solve,0.00|0.00|0.00|0.00|0.00|0.00|0.27|0.73|0.00|0.00|0.00,showing,0.00|0.00|0.00|0.00|0.19|0.40|0.28|0.13|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",advocated such a ban,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,sought to bring likud leader,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,waged a bloody struggle for,0.00|0.00|0.00|0.00|0.00|0.00|0.10|0.90|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",served on capitol hill,0.00|0.00|0.00|0.00|0.00|0.00|0.09|0.91|0.00|0.00|0.00,play defense,0.59|0.06|0.06|0.00|0.18|0.00|0.12|0.00|0.00|0.00|0.00,shut down the government,0.00|0.00|0.00|0.30|0.70|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",pressured japan,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,held the race lead,0.00|0.00|0.00|0.70|0.30|0.00|0.00|0.00|0.00|0.00|0.00,put him in office,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",lived in the middle east,0.00|0.00|0.00|0.00|0.00|0.00|0.23|0.31|0.46|0.00|0.00,considered unbeatable,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,lived in her house,0.00|0.00|0.00|0.00|0.00|0.00|0.46|0.54|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",occupied the terminal in,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,worked part time at,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,had none,0.00|0.00|0.00|0.27|0.09|0.00|0.18|0.45|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",duped western intelligence services,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,wracked by a muslim separatist,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,eyeing,0.00|0.00|0.00|0.06|0.06|0.25|0.50|0.12|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",continuing in the country s,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,affixed the same value to,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,spent freely,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",reverberated in the capital,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,led france,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,dancing there,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",rained in the area,0.00|0.00|0.00|0.82|0.18|0.00|0.00|0.00|0.00|0.00|0.00,forced its closure,0.00|0.00|0.08|0.17|0.00|0.50|0.25|0.00|0.00|0.00|0.00,lease it,0.00|0.00|0.00|0.00|0.00|0.05|0.05|0.90|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",block off part of,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,used propane and compressed gas,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,led north rhine  westphalia,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",serve in the reserves,0.00|0.00|0.00|0.20|0.00|0.80|0.00|0.00|0.00|0.00|0.00,become effective,0.00|0.00|0.00|0.19|0.00|0.31|0.38|0.12|0.00|0.00|0.00,living in brazil,0.00|0.00|0.00|0.00|0.00|0.15|0.62|0.23|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",grounded the plane,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,running at an annual rate,0.00|0.00|0.00|0.00|0.00|0.09|0.91|0.00|0.00|0.00|0.00,surrounded by serbs,0.00|0.00|0.00|0.80|0.00|0.00|0.20|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",denied baitullah mehsud s death,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,lived in costa rica,0.00|0.00|0.00|0.00|0.00|0.00|0.46|0.54|0.00|0.00|0.00,remained shut,0.00|0.00|0.03|0.32|0.18|0.00|0.42|0.05|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",mismanaged their finances,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,agreed monday,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,spoken to relatives only once,0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",discouraged,0.00|0.00|0.00|0.17|0.00|0.00|0.17|0.67|0.00|0.00|0.00,records,0.15|0.08|0.08|0.00|0.00|0.31|0.38|0.00|0.00|0.00|0.00,froze,0.44|0.26|0.07|0.15|0.04|0.04|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",took refugee in the south,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,adhered to an agreement not,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,determine the direction of,0.00|0.00|0.00|0.00|0.17|0.00|0.25|0.58|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",experiencing,0.00|0.00|0.00|0.00|0.06|0.25|0.44|0.25|0.00|0.00|0.00,living off foreign aid,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,troubled,0.00|0.00|0.00|0.02|0.12|0.14|0.57|0.13|0.03|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",working on the speech,0.00|0.00|0.00|0.60|0.30|0.10|0.00|0.00|0.00|0.00|0.00,rose 5 percent,0.00|0.00|0.00|0.00|0.18|0.45|0.36|0.00|0.00|0.00|0.00,served here,0.00|0.00|0.00|0.00|0.00|0.00|0.50|0.50|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",weigh on growth there,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,suffered heart problems and other,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,host him,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",lift the curfews on,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,waging a maoist rebellion,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,voted in,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",intervene against the serbs,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,quaked with explosions,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,plagued by separatist conflict,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",left dangling,0.00|0.27|0.09|0.09|0.55|0.00|0.00|0.00|0.00|0.00|0.00,doing the same thing,0.00|0.00|0.00|0.00|0.05|0.05|0.25|0.60|0.05|0.00|0.00,went on and on,0.00|0.36|0.36|0.09|0.00|0.00|0.00|0.18|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",suspend uranium enrichment,0.00|0.00|0.00|0.40|0.00|0.60|0.00|0.00|0.00|0.00|0.00,playing cricket,0.00|0.00|0.00|0.00|0.00|0.08|0.46|0.46|0.00|0.00|0.00,observed a ceasefire,0.00|0.00|0.00|0.00|0.00|0.88|0.12|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",met suu kyi,0.00|0.26|0.74|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,took over the center of,0.00|0.00|0.09|0.00|0.00|0.91|0.00|0.00|0.00|0.00|0.00,shut down the office,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",reoccupied,0.00|0.00|0.00|0.00|0.00|0.77|0.23|0.00|0.00|0.00|0.00,gauges economic activity,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,remained a member of,0.00|0.00|0.00|0.00|0.00|0.00|0.09|0.91|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",getting out of town,0.00|0.00|0.00|0.93|0.07|0.00|0.00|0.00|0.00|0.00|0.00,leave the room,0.00|0.84|0.16|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,remain quiet,0.00|0.17|0.00|0.08|0.50|0.00|0.25|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",heard sporadic gunfire,0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,resisting international pressure,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,sworn in wednesday,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",fighting for this,0.00|0.00|0.00|0.00|0.00|0.00|0.47|0.53|0.00|0.00|0.00,fell steadily,0.00|0.08|0.00|0.15|0.15|0.15|0.46|0.00|0.00|0.00|0.00,hospitalised him,0.00|0.00|0.00|0.22|0.78|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",had a fantastic rally,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,served in warri,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,blockaded by israel,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",provided a stunningly accurate barometer,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,make of the market s,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,called america s newspaper business,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",pore over,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,selling users an internet connection,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,trying on  line malls,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",held several passengers hostage,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,operated across the borders with,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,came to bracciano,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",played defense,0.00|0.40|0.40|0.00|0.10|0.00|0.10|0.00|0.00|0.00|0.00,lurched from crisis to crisis,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,left without water,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",blocked the road outside,0.00|0.00|0.80|0.00|0.20|0.00|0.00|0.00|0.00|0.00|0.00,involved with islamic extremist movements,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,crashing into israel,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",suffering from prostate cancer,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,banned from holding public office,0.00|0.00|0.00|0.00|0.00|0.00|0.17|0.83|0.00|0.00|0.00,held the group,0.00|0.00|0.91|0.09|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",swirled around thorpe,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00,served on the force,0.00|0.00|0.00|0.00|0.00|0.00|0.85|0.15|0.00|0.00|0.00,stay in london,0.00|0.00|0.00|0.30|0.20|0.10|0.40|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",played a one  day,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,trapped in a coal mine,0.00|0.00|0.09|0.82|0.09|0.00|0.00|0.00|0.00|0.00|0.00,switch on,0.33|0.67|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",prove more useful as,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,knock me out of commission,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,dropped 73 percent and,0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",opening the border,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,milling about,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,lived in taos,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",met with investigators,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,tucked away,0.00|0.00|0.00|0.09|0.00|0.00|0.55|0.36|0.00|0.00|0.00,held the village,0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",pointing to the slowing economy,0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00,knocked out by the quake,0.00|0.00|1.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00,fighting multiple rebel armies,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",used successfully,0.00|0.00|0.00|0.00|0.00|0.00|0.44|0.31|0.25|0.00|0.00,run the city,0.00|0.00|0.00|0.00|0.00|0.00|0.60|0.40|0.00|0.00|0.00,held americans hostage,0.00|0.00|0.00|0.90|0.00|0.00|0.10|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",stuck in a rut,0.00|0.00|0.00|0.00|0.00|0.23|0.69|0.08|0.00|0.00|0.00,paralyzed parliament,0.00|0.00|0.00|0.11|0.04|0.71|0.14|0.00|0.00|0.00|0.00,extended it,0.00|0.00|0.00|0.36|0.00|0.21|0.43|0.00|0.00|0.00|0.00
Duration Range Evaluation,In this task we assess the duration of an action or a situation. Tell us if the duration specified is reasonable for the given action/situation.,"language, duration assessment, actions, events",imperiling an entire way of,0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00|0.00,developing the technology,0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.00|0.00|0.00|0.00,shelling the region,0.00|0.00|0.00|0.92|0.08|0.00|0.00|0.00|0.00|0.00|0.00
