Title,Description,Keywords,Event,xAttr_1,xAttr_2,xAttr_3,xAttr_4,xAttr_5,xAttr_6,xAttr_7,xAttr_8,xAttr_9,xAttr_10,xReact_1,xReact_2,xReact_3,xReact_4,xReact_5,xReact_6,xReact_7,xReact_8,xReact_9,xReact_10,oReact_1,oReact_2,oReact_3,oReact_4,oReact_5,oReact_6,oReact_7,oReact_8,oReact_9,oReact_10
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can not find it anywhere,gain,won,aware,profit,not haphazard,careful,keep,tactful,not disoriented,cognizant,cool,composed,calm,happy,patient,composed,unworried,content,calm,peaceful,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX expresses PersonX's thanks,thankless,ungrateful,ungrateful,not well-mannered,//,//,//,//,//,//,depressed,not happy.,miserable,not humbled,dejected,sorrowful,ungrateful,unhappy,troubled,down,melancholy,querulous,irascible,irritable,anguished,not appreciated,not appreciated.,irate,upset,anxious
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is cut short,easy-going,calm,confident,unshy,daring,patient,assured,not irritated,unabashed,//,happy,not embarassed,sane,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is difficult at first,peaceful,confident,unconcerned,calm,incompetent,assured,composed,cool,content,unfearful,depressed,cheerful,well-intentioned,amiable,bored,pleasant,happy,innocent,impressionable,nice,patient,pleased,not frustrated by personx,patient,easy-going,gratified,easy-going,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX can not find one,happy-go-lucky,overjoyed,resourceful,ordered,profit,able,competent,accomplished,oriented,gleeful,easy-going,patient,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX expresses PersonX's views,fearful,helpless,green,burdensome,lethal,frightened,cowardly,unhelpful,undetermined,not empathetic,not that others know him better,not relieved.,not good about himself for helping his friend express himself,not nervous.,//,//,//,//,//,//,not shocked.,not relieved.,ungrateful,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX expresses PersonY thanks,resentful,strict,unkind,belligerent,harsh,cruel,stern,nasty,irritable,hateful,anguished,irascible,grieving,plaintive,blue,mad,gruesome,upset,wrathful,grumpy,irritable,mad,morose,enraged,glum,remorseful,blue,not appreciated,irate,queasy
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX cancels PersonX's appointment,slothful,not undisciplined,intent,vacant,motionless,idle,lazy,committed,//,//,gratified,pitiful,pessimistic,coarse,gloomy,wretched,enforce,desperate,pleased,grim,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX expresses PersonY views,soft,softly,spiteful,burdensome,piano,shy,uninformative,devious,sedate,lethal,muffled,not glad for having voiced a better perspective,daft,moronic,not compelled,stupid,foolish,dense,dopey,idiotic,not happy someone adheres to their thinking,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is driving to school,apathetic,morose,melancholy,unconcerned,queasy,anguished,irritable,dispassionate,miserable,cantankerous,humble,unsatisfied,apathetic,disinterested,unenthusiastic,anxious,discontented,discontent,upset,unconcerned,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonX's reason,positive,enterprising,plucky,intrepid,assured,not self doubting,undoubted,feisty,definite,assured,well-intentioned,innocent,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX faces PersonY's fear,meek,puny,flimsy,cautious,impotent,afraid,lethal,scared,unhelpful,timid,bleak,sardonic,strict,nasty,awful,cranky,irritable,vicious,biting,unsupportive,abandoned,enforce,unsupported,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX cares a jackstraw,nonchalant,stupid,thoughtless,insensitive,superficial,fierce,callous,heedless,impulsive,quixotic,clumsy,incapable,inept,inexpert,spiteful,unable,not entertained,untalented,burdensome,unskilled,glum,cantankerous,queasy,petulant,upset,morose,unhappy,sad,sulky,subdued
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes bowling with PersonY,lazy,lethargic,not playfull,inactive,idle,staid,unadventurous,not compitant,sluggish,//,irate,remorseful,jealous,gruesome,prickly,irascible,dissatisfy,melancholy,sulky,upset,upset,querulous,queasy,cranky,sad,anguished,subdued,plaintive,moody,livid
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonX's shirt,prepared,watchful,guarded,methodical,watchful,retentive,mindful,not broke,vigilant,alert,amusing,innocent,happy-go-lucky,carefree,delightful,nonchalant,ecstatic,jocular,reassure,cheery,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes bowling with PersonY's friends,severe,unsociable,condescending,hostile,reclusive,unfriendly,frigid,unsociable,sullen,unsociable,moody,morose,blue,petulant,plaintive,remorseful,gruesome,depressed,jealous,queasy,deserted,melancholy,grumpy,churlish,remorseful,surly,crabby,melancholy,queasy,irate
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX cares much,nonchalant,appalling,frigid,spiteful,nonchalant,uncooperative,not collaborative,unloving,insensitive,hate,not connected to other people and things,unsatisfied,restless,unloving,queasy,hate,appalling,discontent,envious,anxious,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX falls by the wayside,macho,confident,stout,fearless,brave,rested,rash,courageous,not forgotten,bold,elated,not forgotten,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes by the wayside,guarded,active,puny,discreet,tactful,methodical,vibrant,thrifty,industrious,meek,profit,keep,cognizant,overjoyed,not used up,attentive,found,happy,jaunty,jolly,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is due today,belated,unpunctual,overdue,unreliable,not tourist,not doesn't make sense,unexpected,mercurial,undependable,not doesn't make sense,staid,not excited about a new soul coming to the family,serene,unexcited,bored,calm,assured,calm,bored,serene,dismal,gloomy,irate,grave,anguished,sad,livid,subdued,wrathful,cantankerous
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonX's soul,circumspect,hopeful,vigilant,fussy,methodical,overconfident,guarded,alert,not stonehearted,discreet,stupendous,radiant,jocular,joyful,compassionate,jolly,rosy,lighthearted,jaunty,cheerful,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX falls into PersonY's hands,wise,unprepared,daring,discerning,quick-witted,careless,dextrous,idiotic,untrusting,perceptive,dauntless,not uncertain to tell at this juncture.,bold,potent,skilled,brave,capable,unafraid,not silly.,courageous,not uncertain to tell at this juncture.,weak,not surprised.,defenseless,powerless,feeble,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonY arm,vigilant,circumspect,meticulous,lithe,guarded,watchful,discreet,guarded,discreet,methodical,glad,hilarious,jolly,joyful,lighthearted,overjoyed,jaunty,cheerful,jubilant,happy,not traumatized,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is feeling much better,not conflicted,adolescent,youthful,immature,childish,childlike,poor,not healthier,green,not recovering,exasperated,worsen,evil,worse,not feeling better,bad,disadvantageously,aggravating,badly,ill,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX carries PersonY into execution,undutiful,cowardly,irresponsible,gleeful,nonchalant,cowardly,meek,reassure,frightened,meek,defenseless,lighthearted,merry,powerless,glad,feeble,rosy,responsive,compassionate,lively,attached,not dead maybe since they are being carried to their execution,respected,praised,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes camping,not hippie,not free spirited,staid,not naturalist,unadventurous,//,//,//,//,//,not adventerous,not fascinated,not satisfied and happy,//,//,//,//,//,//,//,tiny,wee,small,unimportant,petty,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is finally born,motionless,sluggish,block,lifeless,incomplete,freeze,unfree,listless,enforce,grounded,indifferent,incurious,uninterested,disinterested,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonY time,hardworking,busy,responsible,active,spry,accomplished,studious,adept,brisk,diligent,lighthearted,content,happy-go-lucky,jolly,joyful,gleeful,tranquil,overjoyed,happy,pleased,pleased,gratified,not felt sad,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes camping again,indolent,bored,tranquil,sedate,calm,unadventurous,subdued,staid,sleepy,serene,enraged,morose,cranky,cantankerous,irritable,sulky,grouchy,not like sleeping out in nature is refreshing,wrathful,querulous,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is getting a divorce,inhabited,not alone,radiant,agreeable,cheery,ecstatic,lighthearted,jocular,jaunty,sympathetic,cool,unfearful,peaceful,happy,ecstatic,jocular,jaunty,assured,unworried,carefree,jolly,merry,radiant,happy,cheerful,joyful,hilarious,jubilant,unangry,glad
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX falls on PersonX's face,tactful,accomplished,discreet,careful,graceful,quick-witted,sensible,excellent,smart,brainy,composed,uninjured,be_well,not in pain from the injury,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX carries the can,burdensome,languid,helpless,powerless,incompetent,lazy,lethargic,inactive,incapable,lethal,untrustworthy,queasy,fall_short_of,grouchy,dissatisfy,not good about themselves,unsatisfied,suspicious,jealous,unsure,livid,mad,gloomy,unhappy,grouchy,not well taken care of,enraged,sad,upset,irritable
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is getting dirty,dextrous,nimble,not unhygenic,circumspect,thoughtful,watchful,active,vibrant,lithe,meticulous,pristine,spotless,tidy,clean,spotless,clean,pristine,tidy,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes camping during the weekend,gloomy,sulky,irascible,unexcited,gloomy,murky,remorseful,churlish,prickly,queasy,joyless,flustered,restless,tense,dissatisfy,queasy,blue,jealous,enraged,fall_short_of,not also happy,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is getting fat,nutritious,industrious,diligent,studious,healthy,hasty,hardworking,enterprising,spry,scrawny,composed,well-intentioned,not good and satisfied,innocent,not very ashamed about it,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX falls on PersonX's knees,merciless,not compulsive,glad,happy,joyful,remorseless,unregretful,nonreflective,not defeated.,unmerciful,joyful,happy,jolly,hilarious,jocular,overjoyed,jubilant,gleeful,glad,cheerful,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes camping in the woods,soft,glossy,lethargic,unskilled,staid,even-tempered,smooth,not adventuresome,gleaming,silky,drab,assured,shabby,unhealthy,wan,ill,calm,sick,tense,restless,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses PersonY's purse,mindful,watchful,circumspect,not absent minded,methodical,retentive,methodical,thoughtful,fussy,remembering,jocular,lighthearted,tranquil,jolly,joyful,overjoyed,gleeful,overjoyed,lighthearted,glad,gleeful,nonchalant,carefree,happy,gleeful,joyful,sane,jolly,hilarious,reassure
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX catches PersonY,feeble,disinterested,impotent,unquestionable,puny,convinced,authentic,respectful,generous,confident,not like they were at the right place at the right time,not like a hero,not satisfied to find the culprit,enforce,humble,spiteful,unhelpful,burdensome,lethal,//,not glade,ungrateful,unashamed,out,enforce,unsafe,not fortunate to escape injury,dangerous,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes camping with PersonX's friends,unfriendly,hateful,unadventurous,frigid,unsociable,freezing,guarded,sullen,staid,obnoxious,morose,grouchy,enraged,wrathful,cantankerous,subdued,livid,miserable,mad,not outdoorsy,irate,unwanted,sore,annoyed,upset,unloved,disliked,wrathful,grouchy,lonely
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses face,smarmy,proud,pompous,not in pain,exacting,grand,overconfident,turbulent,sardonic,jagged,assured,unashamed,not like they didn't have control of themselves,unangry,exalted,calm,composed,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX catches PersonY's eyes,dismal,gruesome,gruesome,homely,hateful,unnoticeable,not good looking,unappealing,unsightly,hateful,calm,not admired by person,unnoticed,assured,//,//,//,//,//,//,uninterested,aloof,bored,calm,assured,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes camping with PersonY's friends,ornery,sore,churlish,anxious,grumpy,prickly,unhappy,enraged,hideous,frosty,livid,moody,gloomy,sad,querulous,irate,cantankerous,miserable,grumpy,cranky,tranquil,not happy.,subdued,staid,serene,grave,sedate,bored,unexcited,calm
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is getting old,not tired.,not elderly.,not scared.,junior,not aging,//,//,//,//,//,jolly,hopeful,jaunty,rosy,amused,rested,jubilant,hilarious,agile,jovial,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX falls to PersonY's knees,steel,jaunty,merry,cheerful,not humbled,happy,radiant,stout,strong,hopeful,unsurprised,not in awe,not sad and depressed that person wants to leave,unsurprised,//,//,//,//,//,//,not as if person is being forced into a situation that person does not want to stay in.,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX catches heat,careful,meek,shy,lucky,timid,timidity,cautious,not in trouble,not a rablerouser,afraid,unashamed,assured,unashamed,calm,happy-go-lucky,carefree,nonchalant,jolly,reassure,gleeful,not in charge,synergistic,conciliatory,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes camping with friends,novel,quirky,not woodsy,guarded,demure,unfamiliar,unsocial,incoming,exotic,occasional,energized,grouchy,plaintive,moody,mad,cantankerous,invigorated,grumpy,queasy,remorseful,gruesome,subdued,irate,crabby,miserable,wrathful,anxious,grumpy,blue,crabby
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses forty pounds,unimportant,dull,usual,unnoticeable,unimpressive,undetermined,incompetent,unremarkable,unsure,standard,ordinary,plain,evil,rational,grouchy,demonic,fall_short_of,dissatisfy,normal,conventional,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX fears PersonY attack,macho,plucky,confident,bold,brave,dauntless,unafraid,confident,assured,overconfident,unafraid,lighthearted,fearless,carefree,courageous,unafraid,dauntless,brave,dauntless,gleeful,grave,stifle,not resentment,unangry,subdued,staid,sedate,not anger,bored,tranquil
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is getting sick,tough,durable,unbreakable,happy,nutritious,healthy,upbeat,lighthearted,joyful,not unwell,happy,gleeful,joyful,jaunty,sick,jaunty,lighthearted,overjoyed,cheerful,hilarious,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes deaf,not freaked out,not older,aware,rosy,responsible,mindful,hopeful,dutiful,not worrisome,//,bold,unafraid,happy,jolly,content,radiant,jocular,rosy,jolly,jubilant,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loses the ball,well-intentioned,accomplished,alert,nimble,wise,discerning,unfoolish,lithe,aware,quick-witted,tranquil,content,queasy,morose,not bad since it wasn't their ball,anxious,happy,unsatisfied,pleased,discontented,not devastated their favorite ball is gone,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes down the khazi,alert,qualified,competent,watchful,thrifty,sober,circumspect,proficient,skillful,able,not like a failure,undefeated,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels PersonY pain,glad,unguarded,rash,merry,ferocious,crass,heedless,gleeful,daring,insensitive,unsympathetic,aloof,unfeeling,undemonstrative,spiteful,numb,chilly,not empathetic,cool,spiteful,ungrateful,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves PersonX's girlfriend,sinful,gloomy,surly,hideous,grouchy,not geninune,biting,irate,morose,melancholy,morose,shaky,unloving,livid,churlish,wrathful,queasy,irascible,not obsessed,churlish,subdued,irate,upset,crabby,livid,enraged,miserable,moody,plaintive,querulous
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is god 's gift,unaccommodating,ordinary,misbehaving,filthy,unimportant,improperly,mundane,not self-righteous,doubtful,intolerable,humble,reckless,modest,humble,irresponsible,unreliable,//,//,//,//,not like they have to put up with it,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels PersonY's hands,unaware,wide-eyed,unsurprised,inexperienced,lost,clueless,bewildered,unmindful,vacant,absent-minded,queasy,irritable,surly,crabby,melancholy,"not satisfied,and joyful.",irascible,anxious,gloomy,sore,ungrateful,lonely,not greatful,unloved,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes food shopping,sad,unprepared,irresponsible,slovenly,infantile,immature,disorganized,unhappy,worried,discouraged,sore,hideous,empty,anguished,thin,cranky,churlish,cantankerous,queasy,not accomplished.,unsatisfied,discontent,restless,envious,upset,vacant,jealous,blank,queasy,discontented
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves PersonX's neighbor,freezing,spiteful,hateful,obnoxious,hostile,livid,querulous,quarrelsome,crabby,repulsive,unloved,lonely,not loving and caring.,not in love,//,//,//,//,//,//,not loved.,lonely,unloved,lonely,unloved,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX catches in PersonY's throat,big,vast,immense,humongous,capital,whopping,gigantic,tremendous,tall,jumbo,not paniced,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is going camping,stative,calm,passive,grave,indolent,quiet,motionless,bored,lazy,not outdoorsy,brief,grave,unexcited,staid,not adventrous,calm,stifle,tranquil,sedate,serene,not expanded too,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels PersonY's pain,jubilant,jolly,overjoyed,callous,spiteful,unsympathetic,insensitive,insensitive,callous,jaunty,merry,not sad for the person,joyful,overjoyed,jocular,radiant,happy,rosy,jubilant,glad,cheerful,jocular,happy,hilarious,glad,radiant,lighthearted,overjoyed,joyful,jubilant
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves PersonX's voice,diffident,hesitant,humble,generous,subdued,uncommunicative,bashful,shy,envious,reserved,not proud of themselves,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes moggy,standard,weak,aloof,regular,ordinary,normal,uninterested,flimsy,impotent,incurious,tame,not happy and excited,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX catches some zs,intolerant,lazy,discontent,jealous,rested,anxious,morose,excited,discontented,restless,numb,weary,grave,tired,dull,motionless,gloomy,"not re-energized, happy",slothful,enforce,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels a lot,unexcited,dull,unenthusiastic,chilly,unmoving,callous,unenthusiastic,unmoving,impassive,nonchalant,apathetic,unenthusiastic,calm,cerebral,indifferent,numb,not new sensations,unexcited,nonchalant,unaffecting,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is going on a camping trip,lazy,serene,staid,subdued,extinct,aloof,bored,dormant,grave,imbecile,grave,staid,unadventurous,subdued,unexcited,stifle,sedate,not thankful for the experience,serene,tranquil,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves PersonY's girlfriend,volcanic,unloving,judicious,frigid,appalling,touchy,feeling,discrete,hate,unaffected,content,not in love,satisfied,unresentful,innocent,well-intentioned,//,//,//,//,unresentful,not unknowing,pleasant,content,comfortable,unashamed,satisfied,kind,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX catches the thief,unadventurous,timid,chicken,stupid,weak,enforce,thoughtful,cautious,dopey,moronic,not like they have made things right,not victorious and happy,//,//,//,//,//,//,//,//,overjoyed,jolly,joyful,content,pleased,lighthearted,gleeful,tranquil,not like they have been caught,happy-go-lucky
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes night swimming,passive_voice,bashful,doubtful,motionless,dry,indolent,passive,lackadaisical,listless,anxious,aching,untalented,queasy,exhausted,inept,flimsy,limp,not refreshed,sick,ill,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves PersonY's neighbor,frosty,vicious,churlish,spiteful,severe,agonizing,quarrelsome,loathsome,remote,ornery,bad,miserable,evil,worse,"not happy,enjoyed",demonic,sneering,worst,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels a lot better,slothful,weak,displease,disgusted,wobbly,anxious,feeble,puny,discontented,morose,wrathful,glum,prickly,blue,sore,anguished,irritable,melancholy,grieving,enforce,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX catches three fish,unskilled,stifle,bored,unexcited,arid,deserted,calm,rusty,deserted,grave,not tired but happy,"not proud, relaxed and accomplished.",//,//,//,//,//,//,//,//,not happy for the person x that he/she got something.,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is going really well,subdued,sad,enraged,unskilled,irritable,querulous,sulky,petulant,anguished,lost,humble,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX causes PersonY explosion,respectful,not manipulative,respectful,polite,not assisting,generous,unmalicious,tactful,not wreckless,forthright,tranqil,happy,confident,peaceful,reassure,content,composed,lighthearted,carefree,not angry at him/herself,praised,overjoyed,not furious,not super angry,respected,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX feels a lot of pain,generous,happy,good,wealthy,steel,stocky,joyful,merry,beefy,macho,not very regretful,good,cheerful,elated,merry,rich,generous,joyful,happy,wealthy,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX loves PersonY's voice,irate,bored,displease,grouchy,not impressed,stupid,not appreciative,impetuous,rash,reckless,unhappy,grieving,petulant,cantankerous,blue,hideous,queasy,grumpy,prickly,not in love,wrathful,grouchy,surly,subdued,irascible,sulky,irritable,glum,prickly,grieving
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX goes on PersonY,repulsive,feeble,weak,dismal,scared,wobbly,puny,hateful,unadventurous,icy,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is going to be late,sharp,jolly,abrupt,starry,lively,hardworking,studious,carefree,tidy,energetic,happy-go-lucky,tranquil,pleased,unstressed,lighthearted,jolly,joyful,not rushed,unhurried,gleeful,unangry,//,//,//,//,//,//,//,//,//
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX ceases to be,meek,cautious,rough,timid,frightened,cowardly,churlish,afraid,steep,not in heaven,alive,living,live,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//
