Title,Description,Keywords,Event,xAttr_1,xAttr_2,xAttr_3,xAttr_4,xAttr_5,xAttr_6,xAttr_7,xAttr_8,xAttr_9,xAttr_10,xReact_1,xReact_2,xReact_3,xReact_4,xReact_5,xReact_6,xReact_7,xReact_8,xReact_9,xReact_10,oReact_1,oReact_2,oReact_3,oReact_4,oReact_5,oReact_6,oReact_7,oReact_8,oReact_9,oReact_10,Answer.how_common,Answer.how_common_opposite,Answer.opposite-event-answer
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY the ability,unskilled,ignorant,inept,inept,helpless,green,unskilled,unskillful,inexperienced,powerless,thrifty,frugal,lethal,ungenerous,burdensome,measly,prejudiced,spiteful,miserly,mean,not stronger,not empowered,//,//,//,//,//,//,//,//,-1,-1,PersonX takes the ability from PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is a senior in high school,dopey,youthful,ignorant,uneducated,lazy,daft,silly,incompetent,childlike,daft,not old.,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX is a juniorin high school
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX likes to eat,subdued,leanness,full,miserable,sedate,serene,bored,svelte,stuffed,plaintive,irascible,miserable,wrathful,moody,jealous,grouchy,irate,prickly,empty,querulous,//,//,//,//,//,//,//,//,//,//,1,0,PersonX hates food.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is a soccer player,not sporty,lethargic,idle,sluggish,idle,lazy,lazy,untrained,inactive,sluggish,irate,querulous,livid,anxious,subdued,sulky,morose,upset,sad,discontented,discrete,scattered,unconnected,//,//,//,//,//,//,//,1,1,PersonX stays away from soccer.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats crow,timid,net,delighted,full,thirsty,stuffed,attracted,staid,scared,not starving,lackadaisical,surly,mad,cantankerous,morose,crabby,livid,indolent,blue,dismal,//,//,//,//,//,//,//,//,//,//,-1,1,PersonX eats fruit
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX buys clothes,miserable,uneconomical,dowdy,lean,vulgar,generous,poor_people,lean,spendthrift,extravagant,crabby,irate,enraged,salty,moody,miserable,cranky,grouchy,irritable,surly,//,//,//,//,//,//,//,//,//,//,1,1,PersonX sells clothes
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY the command,irresponsible,not leadership,unassertive,unaggressive,not leader,not authoritative,unreliable,not a leader,reckless,//,unreliable,petty,extraneous,not in command,negligible,unimportant,irresponsible,trifling,reckless,paltry,domineering,unruly,active_voice,active,fiery,greater,bouncy,volcanic,//,//,1,1,PersonX takes a command from PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX likes to sing,unfruitful,serious,unmelodious,lean,woeful,paltry,unimaginative,unplayful,poor,sober,unambitious,passionless,humble,rusty,untalented,//,//,//,//,//,not entertained,not impressed,//,//,//,//,//,//,//,//,1,1,PersonX likes to relax.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats dinner,calm,subdued,stifle,grave,full,full,thirsty,bored,staid,strict,queasy,fall_short_of,unsatisfied,unsatisfied,grouchy,jealous,jealous,hungry,not full happy,dissatisfy,//,//,//,//,//,//,//,//,//,//,2,0,personx misses dinner
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is a star football player,unpopular,not hard working,lazy,inactive,humble,idle,idle,sluggish,not renown,lethargic,not like a leader.,not happy.,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,-1,0,PersonX is a rookie football player.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is a truck driver,slothful,indolent,sleepy,weary,unskilled,untalented,unreserved,not skilled person,lackadaisical,unemployed,not dissatisfied about his job,not succesful,incompetent,//,//,//,//,//,//,//,carefree,radiant,sulky,amiable,blue,gruesome,ungrateful,unhappy,hideous,moody,2,-1,PersonX is a truck passenger
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY the heave-ho,respectful,unassertive,not authoritative,generous,nonterritorial,amiable,extraterritorial,//,//,//,inept,incapable,clumsy,unskilled,incompetent,untalented,unable,inexpert,enforce,//,jolly,lighthearted,joyful,hilarious,jubilant,be_well,jocular,radiant,merry,rosy,1,1,PersonX welcomes Person Y
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX listens to the radio,uninformed,queasy,noncurrent,morose,unsatisfied,anxious,upset,discontented,discontent,not entertained,melancholy,uninformed,mad,surly,enraged,displease,displeased,unhappy,not more relaxed,anguished,//,//,//,//,//,//,//,//,//,//,1,1,PersonX reads a book
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats dinner with PersonY,appalling,frigid,condescending,dismal,obnoxious,petulant,obnoxious,repulsive,quiet,severe,desperate,gloomy,pessimistic,pitiful,wretched,"not friendly, social",despairing,murky,grim,discouraged,"not friendly, social",not that x has business acumen,//,//,//,//,//,//,//,//,1,1,PersonX eats breakfast with PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY the news,quiet,subdued,doubtful,untalkative,uncommunicative,silent,unsure,not advising,timid,subdued,jealous,unsatisfied,dissatisfy,fall_short_of,not ok,queasy,grouchy,//,//,//,wide-eyed,ignorant,ungrateful,gullible,inexperienced,uninformed,//,//,//,//,1,1,PersonX hides the news from PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX buys paper towels,not needful,subservient,dowdy,filthy,enforce,not cleanly,reckless,untidy,irresponsible,subordinate,unprepared,enforce,not happy.,//,//,//,//,//,//,//,not happy.,//,//,//,//,//,//,//,//,//,2,2,PersonX buys napkins
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats for dinner,subdued,full,not starving,prickly,unhappy,grouchy,sulky,glum,melancholy,mad,empty,jealous,hungry,fall_short_of,grouchy,not happy.,unsatisfied,thin,queasy,dissatisfy,not also happy.,//,//,//,//,//,//,//,//,//,1,1,PersonX eats lunch.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lives close,bold,unlucky,extroverted,brave,stout,not free-spirited,dauntless,fearless,masculine,fearless,troubled,stormy,burdensome,panicky,thunderous,windy,sardonic,anxious,piercing,rowdy,//,//,//,//,//,//,//,//,//,//,1,1,Personx lives far away.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is about to graduate high school,woeful,aged,assured,unexcited,subdued,bored,grave,humble,pessimistic,gloomy,unexcited,anguished,daft,dense,petulant,untalented,mad,livid,nonsensical,dopey,//,//,//,//,//,//,//,//,//,//,1,-1,PersonX is about to dropout of  high school
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY the number,hesitant,doubtful,unsusceptible,unsocial,insensitive,forgetful,unwitting,oblivious,shy,numb,unexcited,burdensome,queasy,spiteful,bored,staid,tranquil,content,cool,happy,cantankerous,grouchy,prickly,crabby,churlish,querulous,melancholy,upset,sulky,gruesome,0,0,PersonX asks PersonY for the number.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lives in PersonY environment,disinterested,indifferent,uncooperative,ungrateful,incurious,unprotective,uninterested,//,//,//,fantastic,splendid,aberrant,notable,impressive,noted,whimsical,offbeat,weird,quaint,//,//,//,//,//,//,//,//,//,//,0,0,PersonX leaves PersonY environment
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is actually pretty good,stupid,cranky,unwelcome,unskilled,unhappy,hideous,impetuous,wrathful,gruesome,livid,evil,humble,miserable,worst,worse,miserable,sneering,bad,demonic,lost,not peacefull,//,//,//,//,//,//,//,//,//,1,1,PersonX is actually pretty bad
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX ca n't wait to go back,not command,patient,not signal,staid,not longing,easy-going,not openminded,unadventurous,//,//,bored,gloomy,despairing,unexcited,stifle,pessimistic,calm,grave,sedate,staid,//,//,//,//,//,//,//,//,//,//,1,1,personx never wants to go back
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats ice cream,stocky,tenacious,turbulent,unhappy,anxious,arrogant,heavyhearted,frigid,restless,fiery,cranky,enraged,enraged,queasy,subdued,wrathful,irritable,sore,cantankerous,prickly,//,//,//,//,//,//,//,//,//,//,1,1,PersonX eats an apple
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is afraid of flying,courageous,undoubted,determined,unafraid,nonchalant,sure,jolly,definite,gleeful,trustworthy,lighthearted,calm,dauntless,unafraid,courageous,gleeful,reassure,happy-go-lucky,jolly,dauntless,//,//,//,//,//,//,//,//,//,//,0,0,PersonX loves to fly
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX calls PersonX's dentist,hesitant,unalert,oblivious,shy,timid,envious,careless,anxious,diffident,bashful,not very adult-like,filthy,drugged,grimy,ill,unclean,slovenly,unkempt,flimsy,aching,//,//,//,//,//,//,//,//,//,//,1,1,personx hangs up on personx's dentist
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lives with PersonX's children,insensitive,lenient,kind,unloving,flexible,not nurturing,not warm-hearted,frigid,not supporting,nonchalant,sulky,remorseful,not happy to be with loved ones,wrathful,melancholy,reckless,enraged,dismal,querulous,gruesome,not happy also,not secure and safe,not taken care of,not taken care of,//,//,//,//,//,//,1,1,PersonX lives away from PersonX's children
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX calls PersonY 's parents,impetuous,disrespectful,discourteous,mean,inconsiderate,unsocial,hot-headed,insensitive,rash,rude,glum,woeful,sad,sorry,remorseful,not ok,//,//,//,//,unashamed,"not glad, if they are the parent",//,//,//,//,//,//,//,//,1,1,PersonX calls PersonY 's children
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats it for dinner,salty,discontented,queasy,unsatisfied,musty,jealous,putrid,trite,putrid,dry,not satiated,empty,not satiated,innocent,thin,energetic,hungry,lively,well-intentioned,blank,//,//,//,//,//,//,//,//,//,//,2,2,PersonX vomits it up
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lives with PersonX's wife,cranky,restless,petulant,querulous,plaintive,anxious,envious,bleak,grave,querulous,lighthearted,petulant,prickly,jolly,irascible,jocular,melancholy,cranky,agile,jubilant,lonely,unloved,not happy to be married,//,//,//,//,//,//,//,1,-1,PersonX lives away from PersonX's wife
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX calls PersonY a liar,civil,deferential,timid,tactful,retiring,gregarious,untruthful,frightened,deceitful,blushing,worst,demonic,worse,sneering,bad,miserable,evil,//,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX calls PersonX a truth-teller
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX lives with PersonY's children,arrogant,smarmy,majestic,sassy,frigid,smug,not family oriented,nonchalant,stunning,unsupportive,ungenerous,miserly,avaricious,mean,frugal,prejudiced,selfish,thrifty,not contented in their presence,greedy,not happy about their company.,not loved.,thankless,//,//,//,//,//,//,//,-1,-1,PersonX lives with PersonY's grandparents
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives PersonY the runaround,forthright,gratified,not two faced,pleased,genuine,not mischievous,authentic,candid,not faker,frank,not sly,not decietful,unamusing,not irritated,//,//,//,//,//,//,not irritated,misused,unused,novel,unangry,not played,honored,//,//,//,0,0,personx settles things with persony
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX calls PersonY in,uninviting,not chatty,quiet,undemanding,untalkative,weak,feeble,reserved,silent,following,irresponsible,disinterested,unfaithful,inept,incapable,uninterested,betraying,inexpert,clumsy,incompetent,grouchy,upset,not anger,enraged,irate,annoyed,disgusted,displeased,incompetent,untalented,1,1,PersonX ignores PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats pancakes,envious,discontented,thirsty,discontent,thirsty,stuffed,morose,upset,restless,jealous,unhappy,churlish,enraged,gloomy,glum,moody,jealous,vacant,queasy,mad,//,//,//,//,//,//,//,//,//,//,1,0,PersonX is starving
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX locks PersonY out,overjoyed,happy,happy-go-lucky,civil,unangry,methodical,tranquil,watchful,discreet,courteous,dangerous,insecure,shaky,dangerous,unprotected,unsafe,wobbly,out,unsafe,out,restless,unangry,gratified,pleased,tense,flustered,//,//,//,//,0,1,personx invites persony in
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives birth,irritable,youthful,grouchy,gloomy,barren,anxious,morose,reckless,green,plaintive,demonic,irascible,livid,unloving,unhappy,morose,worse,mad,plaintive,hate,sulky,querulous,gloomy,cantankerous,sad,glum,grieving,livid,grouchy,prickly,1,0,personx has a miscarriage
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX calls PersonY's boss,indifferent,hateful,trustworthy,unsociable,hideous,nonchalant,dismal,definite,reckless,self-assured,content,uninformed,unsatisfied,queasy,tranquil,joyful,pleased,jolly,fall_short_of,grouchy,assured,uninformed,sane,calm,happy,//,//,//,//,//,0,0,PersonX texts PersonY's employee
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats red meat,aching,unhealthy,insectivorous,wan,stuffed,flimsy,sick,unhappy,shabby,full,grouchy,vacant,dissatisfy,hungry,fall_short_of,unsatisfied,blank,jealous,thin,thin,//,//,//,//,//,//,//,//,//,//,0,1,PersonX eats beef
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives birth to PersonY,dim,ordinary,unhappy,insignificant,sullen,sad,wretched,gloomy,tragic,dull,rested,petulant,irate,enforce,not happy to be a mother,glum,sulky,sad,cranky,churlish,not happy to be born,rested,//,//,//,//,//,//,//,//,1,-1,PersonX gives death to PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is afraid of the dark,crafty,masculine,feisty,masculine,courageous,stout,stocky,fearless,gritty,brave,calm,bold,bold,unafraid,assured,unashamed,unafraid,courageous,dauntless,courageous,//,//,//,//,//,//,//,//,//,//,2,2,PersonX lives in the basement
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX calls PersonY's parents,long-lived,impetuous,enduring,lasting,incurious,wordy,not deceptive,superficial,long,idiotic,gruesome,upset,grouchy,sad,churlish,moody,gloomy,anguished,surly,anxious,sulky,melancholy,sore,nonchalant,surly,crabby,cantankerous,churlish,moody,livid,1,1,PersonX writes to PersonY's parents
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks PersonY up,heedless,incurious,superficial,thoughtless,uninterested,stupid,idiotic,reserved,uninterested,hot-headed,irritable,gloomy,melancholy,plaintive,incurious,anguished,grieving,cantankerous,remorseful,surly,irritable,anguished,dismal,mad,sulky,wrathful,anxious,moody,enraged,irascible,0,0,PersonX looks PersonY down
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX calls my boss,incurious,unconcerned,unhelpful,well-behaved,spiteful,honest,civil,tactful,unsocial,burdensome,good,bad,goodness,unconcerned,sneering,uninterested,best,evil,superb,demonic,uninterested,incurious,carefree,not paranoid,nonchalant,gleeful,indifferent,disinterested,humble,happy-go-lucky,-1,-1,My boss calls PersonX.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is allergic to bees,dangerous,durable,unhealthy,flimsy,aching,unafraid,brave,dauntless,queasy,thoughtless,rash,hasty,unguarded,quixotic,calm,impetuous,impulsive,daring,brave,idiotic,//,//,//,//,//,//,//,//,//,//,-1,-1,PersonX loves  bees
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives birth to a PersonY,frigid,appalling,not mother,unfinished,unloving,hate,immature,not done,not supplier,spiteful,moody,irascible,gloomy,blue,morose,querulous,hideous,grieving,sulky,miserable,//,//,//,//,//,//,//,//,//,//,1,1,Person X is not related to Person Y.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats some ice cream,dismal,cantankerous,upset,querulous,blue,livid,anxious,petulant,irate,gloomy,sad,crabby,cantankerous,irritable,remorseful,dismal,thin,querulous,unsatisfied,grouchy,//,//,//,//,//,//,//,//,//,//,1,1,PersonX eats some ice cubes
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks after PersonX's children,helpless,incapable,unhelpful,powerless,spiteful,suspicious,irresponsible,lethal,burdensome,incompetent,unloved,lonely,not ok,not happy to be a good caretaker,//,//,//,//,//,//,lonely,unloved,not protected in life,not taken care of,ungrateful,not well cared for,//,//,//,//,1,-1,PersonX abandons PersonX's children
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives birth to a baby girl,wobbly,weak,limp,impotent,arid,puny,barren,filial,fatherly,fatherly,gruesome,unloved,irritable,remorseful,irascible,livid,querulous,sulky,crabby,sore,disgusted,not happy.,sore,not happy to have offspring,//,//,//,//,//,//,2,-2,PersonX unbirths a baby girl
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is always nervous,rash,daring,tenacious,frank,composed,confident,unworried,brave,feisty,assured,shameless,unworried,tranqil,not still nervous.,masculine,unconcerned,composed,daring,calm,confident,//,//,//,//,//,//,//,//,//,//,0,0,PersonX is always confident.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks after PersonY's children,stern,hideous,harsh,saucy,biting,resentful,unhelpful,unreliable,spiteful,hot-headed,worse,humble,miserable,demonic,worst,bad,not fulfilled,not helpfull,rested,evil,not thankfull,bound,obstruct,condemned,ungrateful,block,ringed,unfree,freeze,enforce,1,1,Person X beats Person Y's kids.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats the candy,benevolent,stuffed,annoying,unexcited,unpleasant,hideous,petulant,harsh,staid,spiteful,not sweetness,unsatisfied,queasy,grouchy,well-intentioned,fall_short_of,jealous,innocent,dissatisfy,//,content,satisfied,unresentful,not like they missed out,//,//,//,//,//,//,1,1,PersonX eats the vegetables
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX calls my parents,irresponsible,unintrusive,protrusive,not commanding,quiet,modest,shy,modest,unassuming,extrusive,lighthearted,unangry,uninformed,happy-go-lucky,rested,content,uninterested,jolly,overjoyed,aloof,annoyed,glum,remorseful,gruesome,anguished,irascible,subdued,melancholy,displease,hideous,1,1,Person X does not talk to me.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX calls the dentist,babyish,timid,be_well,frightened,fearful,childish,hopeful,immature,uninterested,childlike,lighthearted,ill,unhealthy,reckless,happy-go-lucky,deadly,diseased,flimsy,dangerous,aching,unhelpful,unaccommodating,burdensome,lethal,spiteful,//,//,//,//,//,2,2,PersonX calls the doctor
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks at PersonY expectantly,indifferent,disinterested,unconcerned,dispassionate,calm,disinterested,unexcited,not anticipatory,peaceful,incurious,patient,easy-going,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,1,0,PersonX ignores PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX calls the girl,dauntless,timid,bold,diffident,undetermined,unsure,envious,bashful,anxious,demure,jealous,inexpert,incompetent,untalented,unsatisfied,subdued,unfriendly,clumsy,unexcited,stifle,gruesome,miserable,unloved,sulky,miserable,grieving,queasy,crabby,cranky,gruesome,0,0,personx ignores the girl
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks at PersonY's hands,bewildered,oblivious,bored,unmindful,clueless,vacant,not observant,not detailed oriented,lost,aloof,not mystic,not satisfied that they were able to thoroughly examine the hands,sore,disgusted,//,//,//,//,//,//,not flattered,not memorized,not nervous because they may have a disease,//,//,//,//,//,//,//,1,-1,PersonX avoids looking at PersonY's hands
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eats the ice cream,anxious,petulant,grieving,queasy,abstemious,cranky,philanthropic,wrathful,sizzling,irate,well-intentioned,not full.,innocent,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,2,2,personx puts the ice cream away
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX calls the restaurant,stuffed,not disatisfied,incurious,unconcerned,uninterested,indifferent,disinterested,disinterested,full,incurious,vague,unsure,unable,uncertain,doubtful,unable,untalented,hesitant,incompetent,not relief,hideous,unhappy,melancholy,queasy,spiteful,surly,blue,upset,sad,grouchy,1,1,PersonX ignores the restaurant
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks at one another,clearheaded,organized,systematic,lost,uninterested,absent-minded,incurious,oriented,not observing,indifferent,not threatening,//,//,//,//,//,//,//,//,//,dauntless,//,//,//,//,//,//,//,//,//,1,1,PersonX  walks away.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives birth to a daughter,sad,intolerant,upset,frustrated,spiteful,frigid,sorrowful,not selfless,impatient,not a parent,upset,grieving,churlish,sulky,bored,cantankerous,unhappy,grumpy,plaintive,mad,unborn,//,//,//,//,//,//,//,//,//,2,2,PersonX aborts their fetus
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX energizes PersonY,sardonic,miserable,glum,irritable,upset,melancholy,bleak,subdued,moody,crabby,weary,grouchy,gloomy,enraged,grieving,morose,irate,miserable,cranky,mad,unwilling,weary,lackadaisical,listless,tepid,not healthier,exhausted,weary,exhausted,unenthusiastic,2,2,PersonX deflates PersonY
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is at PersonX's friend 's house,condescending,unfriendly,hostile,spiteful,vicious,quarrelsome,hateful,dismal,obnoxious,appalling,querulous,livid,irritable,surly,disgusted,dismal,blue,mad,hideous,not good to have friends around,petulant,irritable,wrathful,sullen,enraged,churlish,gruesome,vicious,melancholy,hateful,1,1,PersonX is at PersonX's acquaintance's house
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives birth to a son,green,depressed,immature,frigid,tragic,unhappy,sorrowful,infantile,childish,youthful,down,paltry,depressed,miserable,sorrowful,lean,miserable,troubled,unhappy,poor_people,anguished,queasy,hideous,irritable,grouchy,grumpy,irate,mad,crabby,anxious,1,1,PersonX gives birth to a daughter.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks before you leap,idiotic,heedless,unguarded,quixotic,incautious,careless,idiotic,superficial,not risk-averse,unafraid,careless,inconsiderate,unguarded,nonchalant,superficial,foolhardy,dangerous,positive,out,crass,bold,unafraid,dauntless,courageous,brave,//,//,//,//,//,1,1,PersonX looks before you dive
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX enhances PersonX's ability,feeble,wobbly,impotent,weak,feeble,weak,not rolling,wiggly,defenseless,flimsy,not great.,not proud.,not accomplished.,//,//,//,//,//,//,//,not grateful.,not good.,//,//,//,//,//,//,//,//,1,0,PersonX hampers PersonX's ability
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX looks down PersonX's shirt,not pervy,civil,not self-aware,polite,well-behaved,respectful,normal,deferential,humble,courteous,"not happy if he doesn't find anything, anxious if he sees a tick",not inquistive,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX looks straight ahead.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX establishes PersonX's reputation,unhelpful,nonchalant,caducous,insensitive,lethal,spiteful,burdensome,not iron-willed,//,//,unambitious,not respected.,not wanted.,not very happy.,//,//,//,//,//,//,not fascinated,not happy.,//,//,//,//,//,//,//,//,0,0,PersonX ruins PersonX's reputation
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX gives birth to children,not in labor,unskilled,male,paternal,filial,incapable,unable,untalented,paternal,inexpert,spiteful,appalling,hate,unloving,frigid,//,//,//,//,//,//,//,//,//,//,//,//,//,//,//,1,1,PersonX adopts children
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX calms PersonY down,chilly,nippy,vicious,sardonic,icy,belligerent,hardhearted,bleak,not empathetic,frigid,lethal,unhelpful,burdensome,sneering,bad,worst,miserable,demonic,lethal,enforce,stimulate,shocking,distraught,nervous,unruly,thunderous,impassioned,ungrateful,stormy,anxious,0,0,PersonX pushes Persony to the limit
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX eventually got fed up,patient,patient,intent,easy-going,easy-going,patient,easy-going,rested,not furious,//,easy-going,patient,not irritated,unangry,gratified,unangry,not overwhelmed,pleased,//,//,happy-go-lucky,reassure,skilled,nonchalant,gleeful,lighthearted,carefree,potent,capable,jolly,0,1,PersonX eventually got excited.
Evaluate Opposite Events,Formulate and evaluate the opposite event given an event.,"annotation, event, objects, label, reasoning",PersonX is at PersonX's job,agreeable,pleasing,agreeable,not bothersome,pleasant,amusing,prosperous,well-to-do,affluent,lazy,jealous,restless,envious,queasy,irresponsible,discontent,anxious,unsatisfied,not like a good worker,morose,not taken care of,not like all is well,//,//,//,//,//,//,//,//,1,1,personx calls in sick from personx's job
