Title,Description,Keywords,img_id,question,answer,rationale,img_fn,metadata_fn,model_name,NOUN1,NOUN2,NOUN3,NOUN4,NOUN5,NOUN6,NOUN7,NOUN8,NOUN9,NOUNPHRASE1,NOUNPHRASE2,NOUNPHRASE3,NOUNPHRASE4,NOUNPHRASE5,VERB1,VERB2,VERB3,VERB4,VERB5,VERB6
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000116589,Are these zebra faces?,no,Two zebras are standing in a field of grass.,COCO_val2014_000000116589.jpg,-,vqa_embeddings_viscomet_q_a_to_r,zebras,field,grass,-,-,-,-,-,-,two zebras,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000205206,What color is the light pole?,green,A green traffic light on a city street.,COCO_val2014_000000205206.jpg,-,vqa_textual_viscomet_q_a_to_r,street,light,-,-,-,-,-,-,-,green traffic light,city street,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000118906,What is the woman doing?,holding baby,A woman holding a baby in her arms.,COCO_val2014_000000118906.jpg,-,vqa_embeddings_viscomet_q_a_to_r,woman,baby,arms,-,-,-,-,-,-,-,-,-,-,-,holding baby,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000538934,Is there a lot of junk in this room?,yes,A room that has a lot of stuff in it.,COCO_val2014_000000538934.jpg,-,vqa_embeddings_viscomet_q_a_to_r,lot,stuff,room,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000208050,What kind of dress is the woman on the left wearing?,polka dot,A woman in a polka dot dress holding a tennis racket.,COCO_val2014_000000208050.jpg,-,vqa_textual_viscomet_q_a_to_r,woman,racket,dress,-,-,-,-,-,-,tennis racket,polka dot dress,-,-,-,holding racket,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000542127,What sport is this?,skiing,A man is skiing down a snowy hill.,COCO_val2014_000000542127.jpg,-,vqa_embeddings_viscomet_q_a_to_r,man,hill,-,-,-,-,-,-,-,snowy hill,-,-,-,-,is skiing hill,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000208408,What are they doing?,walking,A group of people walking down a street with a bus in the background.,COCO_val2014_000000208408.jpg,-,vqa_textual_viscomet_q_a_to_r,bus,background,people,group,street,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000122839,Where is the lady with the white pants?,on sidewalk,A woman walking down the street with a white umbrella.,COCO_val2014_000000122839.jpg,-,vqa_embeddings_viscomet_q_a_to_r,woman,street,umbrella,-,-,-,-,-,-,white umbrella,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000543203,What is on the closest plane's tail?,shamrock,A plane that is flying in the sky.,COCO_val2014_000000543203.jpg,-,vqa_embeddings_viscomet_q_a_to_r,sky,plane,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000123580,How many strawberry's are in the bowl?,4,A bowl of fruit with four strawberries in it.,COCO_val2014_000000123580.jpg,-,vqa_embeddings_viscomet_q_a_to_r,bowl,strawberries,fruit,-,-,-,-,-,-,four strawberries,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000208648,Is this train at the station?,no,A train is on the tracks near a building.,COCO_val2014_000000208648.jpg,-,vqa_textual_viscomet_q_a_to_r,tracks,train,building,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000125886,What color is the wall?,white,A white toilet sitting next to a white sink.,COCO_val2014_000000125886.jpg,-,vqa_embeddings_viscomet_q_a_to_r,toilet,sink,-,-,-,-,-,-,-,white sink,white toilet,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000209747,What is in the sink?,kitten,A cat is sitting in a bathroom sink.,COCO_val2014_000000209747.jpg,-,vqa_textual_viscomet_q_a_to_r,cat,sink,-,-,-,-,-,-,-,bathroom sink,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000547941,Is the person wearing a wetsuit?,yes,A person is riding a surfboard on a wave.,COCO_val2014_000000547941.jpg,-,vqa_embeddings_viscomet_q_a_to_r,surfboard,wave,-,-,-,-,-,-,-,-,-,-,-,-,is riding surfboard,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000213276,Is the man wearing a tie?,no,A man is standing in the street with a skateboard.,COCO_val2014_000000213276.jpg,-,vqa_textual_viscomet_q_a_to_r,man,street,skateboard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000548331,What animal is in this picture?,dog,A dog is laying on a bed with a stuffed animal.,COCO_val2014_000000548331.jpg,-,vqa_embeddings_viscomet_q_a_to_r,animal,bed,dog,-,-,-,-,-,-,stuffed animal,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000135976,Is the computer on?,yes,A laptop computer is on a desk with a mouse.,COCO_val2014_000000135976.jpg,-,vqa_embeddings_viscomet_q_a_to_r,computer,mouse,desk,-,-,-,-,-,-,laptop computer,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000139785,Is this a berry pie?,yes,A dessert pie is topped with a banana and a piece of chocolate.,COCO_val2014_000000139785.jpg,-,vqa_embeddings_viscomet_q_a_to_r,chocolate,piece,pie,banana,-,-,-,-,-,dessert pie,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000550405,Where is the vase?,behind laptop,A laptop is sitting on a table with a vase of flowers behind it.,COCO_val2014_000000550405.jpg,-,vqa_embeddings_viscomet_q_a_to_r,flowers,table,vase,laptop,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000553061,What color is the remote?,white,A white remote control sitting on top of a wooden table.,COCO_val2014_000000553061.jpg,-,vqa_embeddings_viscomet_q_a_to_r,control,table,top,-,-,-,-,-,-,wooden table,white remote control,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000558350,Does this dog seem interested in the computer?,no,A dog is sitting on the floor looking at the computer.,COCO_val2014_000000558350.jpg,-,vqa_embeddings_viscomet_q_a_to_r,floor,computer,dog,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000143458,What color is the man's tie?,green,A man in a green shirt and tie with a mustache.,COCO_val2014_000000143458.jpg,-,vqa_embeddings_viscomet_q_a_to_r,shirt,man,mustache,-,-,-,-,-,-,green shirt,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000558976,Is this an old-fashioned clock?,yes,An old fashioned clock is displayed in a room.,COCO_val2014_000000558976.jpg,-,vqa_embeddings_viscomet_q_a_to_r,clock,room,-,-,-,-,-,-,-,old fashioned clock,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000214349,How many people have food in their hands?,2,Two people are eating pizza at the table.,COCO_val2014_000000214349.jpg,-,vqa_textual_viscomet_q_a_to_r,table,pizza,people,-,-,-,-,-,-,two people,-,-,-,-,are eating pizza,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000146120,Is the woman on the park bench alive?,yes,A woman is sitting on a park bench.,COCO_val2014_000000146120.jpg,-,vqa_embeddings_viscomet_q_a_to_r,bench,woman,-,-,-,-,-,-,-,park bench,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000567340,What is in this person's mouth?,hot dog,A man is holding a hot dog in his mouth.,COCO_val2014_000000567340.jpg,-,vqa_embeddings_viscomet_q_a_to_r,man,mouth,dog,-,-,-,-,-,-,hot dog,-,-,-,-,is holding dog,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000151832,What is on top of the toilet tank?,tissues,A toilet with a toilet seat with tissue on top of it.,COCO_val2014_000000151832.jpg,-,vqa_embeddings_viscomet_q_a_to_r,tissue,toilet,seat,top,-,-,-,-,-,toilet seat,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000574977,What game are they playing?,baseball,A baseball player is swinging his bat at a pitch.,COCO_val2014_000000574977.jpg,-,vqa_embeddings_viscomet_q_a_to_r,pitch,player,bat,-,-,-,-,-,-,baseball player,-,-,-,-,is swinging bat,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000576614,Are they ripe bananas?,no,A bunch of bananas that are on a table.,COCO_val2014_000000576614.jpg,-,vqa_embeddings_viscomet_q_a_to_r,bananas,table,bunch,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000153428,What is the fence made out of?,barbed wire,A man is standing in a field with a barbed wire fence.,COCO_val2014_000000153428.jpg,-,vqa_embeddings_viscomet_q_a_to_r,field,man,fence,-,-,-,-,-,-,barbed wire fence,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000214930,Are these model trains?,yes,A couple of trains that are sitting on the tracks.,COCO_val2014_000000214930.jpg,-,vqa_textual_viscomet_q_a_to_r,couple,tracks,trains,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000215259,What color is the woman's top?,pink,A woman in a pink top is holding a tennis racket.,COCO_val2014_000000215259.jpg,-,vqa_textual_viscomet_q_a_to_r,woman,racket,top,-,-,-,-,-,-,tennis racket,pink top,-,-,-,is holding racket,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000156375,Is she wearing a coat?,yes,A woman wearing a coat and a hat is standing in front of a building.,COCO_val2014_000000156375.jpg,-,vqa_embeddings_viscomet_q_a_to_r,woman,coat,hat,building,front,-,-,-,-,-,-,-,-,-,wearing coat,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000216198,What sport is being played?,soccer,A young boy is playing soccer in the grass.,COCO_val2014_000000216198.jpg,-,vqa_textual_viscomet_q_a_to_r,soccer,grass,boy,-,-,-,-,-,-,young boy,-,-,-,-,is playing soccer,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000156497,Is the lamp on or off?,on,A bed with a lamp on in a bedroom.,COCO_val2014_000000156497.jpg,-,vqa_embeddings_viscomet_q_a_to_r,bed,lamp,bedroom,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000159402,Is the canoe on the train?,no,A train is on the tracks near a building.,COCO_val2014_000000159402.jpg,-,vqa_embeddings_viscomet_q_a_to_r,tracks,train,building,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000216944,What is the girl doing?,reading,A girl is reading a book to a little boy.,COCO_val2014_000000216944.jpg,-,vqa_textual_viscomet_q_a_to_r,book,girl,boy,-,-,-,-,-,-,little boy,-,-,-,-,is reading book,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000160421,Is there chicken in there?,yes,A plate of food that is on a table.,COCO_val2014_000000160421.jpg,-,vqa_embeddings_viscomet_q_a_to_r,plate,table,food,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000217009,Are the men awake?,no,Two men are playing a video game together.,COCO_val2014_000000217009.jpg,-,vqa_textual_viscomet_q_a_to_r,game,men,-,-,-,-,-,-,-,video game,two men,-,-,-,are playing game,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000219690,Is the umpire visible?,no,A baseball player is getting ready to hit the ball.,COCO_val2014_000000219690.jpg,-,vqa_textual_viscomet_q_a_to_r,ball,player,-,-,-,-,-,-,-,baseball player,-,-,-,-,to hit ball,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000161022,Are the birds flying south?,no,A flock of birds flying in the sky over trees.,COCO_val2014_000000161022.jpg,-,vqa_embeddings_viscomet_q_a_to_r,trees,flock,sky,birds,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000161557,What is the dog doing?,resting,A dog is resting on a couch with a remote.,COCO_val2014_000000161557.jpg,-,vqa_embeddings_viscomet_q_a_to_r,couch,remote,dog,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000163528,What color is the table?,brown,A brown table with a white plate of food.,COCO_val2014_000000163528.jpg,-,vqa_embeddings_viscomet_q_a_to_r,plate,table,food,-,-,-,-,-,-,white plate,brown table,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000222054,Is the bus one solid color?,no,A bus is parked on the side of the street.,COCO_val2014_000000222054.jpg,-,vqa_textual_viscomet_q_a_to_r,bus,street,side,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000224531,Is the small boat going fast?,no,A small boat is in the water near a large ship.,COCO_val2014_000000224531.jpg,-,vqa_textual_viscomet_q_a_to_r,ship,boat,water,-,-,-,-,-,-,small boat,large ship,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000227358,Are these circus elephants?,no,Two elephants are walking in the grass near a tree.,COCO_val2014_000000227358.jpg,-,vqa_textual_viscomet_q_a_to_r,grass,tree,elephants,-,-,-,-,-,-,two elephants,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000166664,Is the elephant bigger than the car?,yes,An elephant is standing in the middle of a road.,COCO_val2014_000000166664.jpg,-,vqa_embeddings_viscomet_q_a_to_r,middle,elephant,road,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000228011,What animal is walking down the street?,cow,A cow is walking down the street in front of a building.,COCO_val2014_000000228011.jpg,-,vqa_textual_viscomet_q_a_to_r,building,front,street,cow,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000170127,What is the guy throwing?,baseball,A baseball player is throwing a baseball on the field.,COCO_val2014_000000170127.jpg,-,vqa_embeddings_viscomet_q_a_to_r,baseball,field,player,-,-,-,-,-,-,baseball player,-,-,-,-,is throwing baseball,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000177383,Has the train just arrived?,yes,A train is coming down the tracks near a station.,COCO_val2014_000000177383.jpg,-,vqa_embeddings_viscomet_q_a_to_r,tracks,train,station,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000229427,What does the woman have in her hand?,controller,A woman holding a Wii controller in her hand.,COCO_val2014_000000229427.jpg,-,vqa_textual_viscomet_q_a_to_r,woman,hand,controller,-,-,-,-,-,-,wii controller,-,-,-,-,holding controller,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000181714,How many umbrellas is there?,2,Two people are walking down the street with umbrellas.,COCO_val2014_000000181714.jpg,-,vqa_embeddings_viscomet_q_a_to_r,umbrellas,street,people,-,-,-,-,-,-,two people,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000183155,Is the darkest horse being ridden?,no,A horse is being led down the street by a man.,COCO_val2014_000000183155.jpg,-,vqa_embeddings_viscomet_q_a_to_r,man,horse,street,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000233483,What type of technology is this?,computer,A computer desk with a laptop and a mouse.,COCO_val2014_000000233483.jpg,-,vqa_textual_viscomet_q_a_to_r,mouse,desk,laptop,-,-,-,-,-,-,computer desk,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000186788,What color are the shoes?,yellow,A man in yellow shoes is on a skateboard.,COCO_val2014_000000186788.jpg,-,vqa_embeddings_viscomet_q_a_to_r,man,shoes,skateboard,-,-,-,-,-,-,yellow shoes,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000190680,How many arrows can be seen on the road?,2,A street sign with two arrows pointing in different directions.,COCO_val2014_000000190680.jpg,-,vqa_embeddings_viscomet_q_a_to_r,directions,sign,-,-,-,-,-,-,-,street sign,different directions,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000238272,Is the elephant walking down the street?,no,A man is riding an elephant down the street.,COCO_val2014_000000238272.jpg,-,vqa_textual_viscomet_q_a_to_r,man,elephant,street,-,-,-,-,-,-,-,-,-,-,-,is riding elephant,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000195561,What is the statue pointing at?,tree,A statue of a bear pointing at a tree.,COCO_val2014_000000195561.jpg,-,vqa_embeddings_viscomet_q_a_to_r,statue,tree,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000196321,What type of location is this?,bar,A man is standing in front of a bar.,COCO_val2014_000000196321.jpg,-,vqa_embeddings_viscomet_q_a_to_r,man,front,bar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000238410,What liquid is in the glasses?,wine,A table with a glass of wine and a plate of food.,COCO_val2014_000000238410.jpg,-,vqa_textual_viscomet_q_a_to_r,glass,wine,food,table,plate,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000198209,What is being made?,donuts,A man is making donuts in a factory.,COCO_val2014_000000198209.jpg,-,vqa_embeddings_viscomet_q_a_to_r,man,donuts,factory,-,-,-,-,-,-,-,-,-,-,-,is making donuts,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000243418,What is the man riding?,elephant,A man riding on the back of an elephant.,COCO_val2014_000000243418.jpg,-,vqa_textual_viscomet_q_a_to_r,man,elephant,back,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000205206,What color is the light pole?,green,A green traffic light on a busy street.,COCO_val2014_000000205206.jpg,-,vqa_embeddings_viscomet_q_a_to_r,street,light,-,-,-,-,-,-,-,green traffic light,busy street,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000243626,What is the name of two large items on the plate?,steak,A plate of steak and broccoli with a side of chips.,COCO_val2014_000000243626.jpg,-,vqa_textual_viscomet_q_a_to_r,plate,steak,side,chips,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000243694,Is there anyone on the boat?,yes,A boat that is sitting in the water.,COCO_val2014_000000243694.jpg,-,vqa_textual_viscomet_q_a_to_r,boat,water,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000245664,Is the laptop on or off?,on,A laptop computer sitting on top of a wooden desk.,COCO_val2014_000000245664.jpg,-,vqa_textual_viscomet_q_a_to_r,computer,desk,top,-,-,-,-,-,-,wooden desk,laptop computer,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000208050,What kind of dress is the woman on the left wearing?,polka dot,A woman in a polka dot dress holding a tennis racket.,COCO_val2014_000000208050.jpg,-,vqa_embeddings_viscomet_q_a_to_r,woman,racket,dress,-,-,-,-,-,-,tennis racket,polka dot dress,-,-,-,holding racket,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000252986,Where is the bench?,in woods,A bench is sitting in the woods near a tree.,COCO_val2014_000000252986.jpg,-,vqa_textual_viscomet_q_a_to_r,bench,tree,woods,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"[Batch2] Judge if a rationale justifies the answer to a question, given an image","For a given image, a question-answer pair and a rationale, judge the quality of the rationale.","image, AI, reasoning",COCO_val2014_000000208408,What are they doing?,walking,A group of people walking down a street with umbrellas.,COCO_val2014_000000208408.jpg,-,vqa_embeddings_viscomet_q_a_to_r,people,umbrellas,street,group,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
