Title,Description,Keywords,Input.sclid1,Input.sclmin1,Input.sclmax1,Input.pairs1,Input.n1,Input.sclid2,Input.sclmin2,Input.sclmax2,Input.pairs2,Input.n2,Input.sclid3,Input.sclmin3,Input.sclmax3,Input.pairs3,Input.n3,Answer.Answer.sclid1.1,Answer.Answer.sclid1.10,Answer.Answer.sclid1.11,Answer.Answer.sclid1.12,Answer.Answer.sclid1.13,Answer.Answer.sclid1.14,Answer.Answer.sclid1.15,Answer.Answer.sclid1.2,Answer.Answer.sclid1.3,Answer.Answer.sclid1.4,Answer.Answer.sclid1.5,Answer.Answer.sclid1.6,Answer.Answer.sclid1.7,Answer.Answer.sclid1.8,Answer.Answer.sclid1.9,Answer.Answer.sclid2.1,Answer.Answer.sclid2.10,Answer.Answer.sclid2.11,Answer.Answer.sclid2.12,Answer.Answer.sclid2.13,Answer.Answer.sclid2.14,Answer.Answer.sclid2.15,Answer.Answer.sclid2.16,Answer.Answer.sclid2.17,Answer.Answer.sclid2.18,Answer.Answer.sclid2.19,Answer.Answer.sclid2.2,Answer.Answer.sclid2.20,Answer.Answer.sclid2.21,Answer.Answer.sclid2.22,Answer.Answer.sclid2.23,Answer.Answer.sclid2.24,Answer.Answer.sclid2.25,Answer.Answer.sclid2.26,Answer.Answer.sclid2.27,Answer.Answer.sclid2.28,Answer.Answer.sclid2.3,Answer.Answer.sclid2.4,Answer.Answer.sclid2.5,Answer.Answer.sclid2.6,Answer.Answer.sclid2.7,Answer.Answer.sclid2.8,Answer.Answer.sclid2.9,Answer.Answer.sclid3.1,Answer.Answer.sclid3.2,Answer.Answer.sclid3.3,Approve,Reject
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",successful-unsuccessfulXX,successful,unsuccessful,disappointed XXX frustrated ||| defeated XXX frustrated ||| defeated XXX disappointed,3,XXinteresting-uninteresting,uninteresting,interesting,amusing XXX intriguing ||| amusing XXX fascinating ||| amusing XXX interesting ||| amusing XXX entertaining ||| amusing XXX exciting ||| fascinating XXX intriguing ||| fascinating XXX interesting ||| interesting XXX intriguing ||| entertaining XXX intriguing ||| entertaining XXX fascinating ||| entertaining XXX interesting ||| entertaining XXX exciting ||| exciting XXX intriguing ||| exciting XXX fascinating ||| exciting XXX interesting,15,high-highestXX,high,highest,high XXX higher ||| high XXX highest ||| higher XXX highest,3,disappointed**LT**frustrated,,,,,,,defeated**GT**frustrated,defeated**GT**disappointed,,,,,,,amusing**EQ**intriguing,entertaining**LT**fascinating,entertaining**GT**interesting,entertaining**GT**exciting,exciting**LT**intriguing,exciting**GT**fascinating,exciting**LT**interesting,,,,,amusing**LT**fascinating,,,,,,,,,,amusing**GT**interesting,amusing**EQ**entertaining,amusing**LT**exciting,fascinating**EQ**intriguing,fascinating**LT**interesting,interesting**LT**intriguing,entertaining**LT**intriguing,high**LT**higher,high**LT**highest,higher**LT**highest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",successful-unsuccessfulXX,successful,unsuccessful,disappointed XXX frustrated ||| defeated XXX frustrated ||| defeated XXX disappointed,3,XXinteresting-uninteresting,uninteresting,interesting,amusing XXX intriguing ||| amusing XXX fascinating ||| amusing XXX interesting ||| amusing XXX entertaining ||| amusing XXX exciting ||| fascinating XXX intriguing ||| fascinating XXX interesting ||| interesting XXX intriguing ||| entertaining XXX intriguing ||| entertaining XXX fascinating ||| entertaining XXX interesting ||| entertaining XXX exciting ||| exciting XXX intriguing ||| exciting XXX fascinating ||| exciting XXX interesting,15,high-highestXX,high,highest,high XXX higher ||| high XXX highest ||| higher XXX highest,3,disappointed**LT**frustrated,,,,,,,defeated**GT**frustrated,defeated**GT**disappointed,,,,,,,amusing**LT**intriguing,entertaining**LT**fascinating,entertaining**EQ**interesting,entertaining**EQ**exciting,exciting**GT**intriguing,exciting**LT**fascinating,exciting**GT**interesting,,,,,amusing**LT**fascinating,,,,,,,,,,amusing**LT**interesting,amusing**EQ**entertaining,amusing**LT**exciting,fascinating**EQ**intriguing,fascinating**GT**interesting,interesting**LT**intriguing,entertaining**LT**intriguing,high**LT**higher,high**LT**highest,higher**LT**highest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",successful-unsuccessfulXX,successful,unsuccessful,disappointed XXX frustrated ||| defeated XXX frustrated ||| defeated XXX disappointed,3,XXinteresting-uninteresting,uninteresting,interesting,amusing XXX intriguing ||| amusing XXX fascinating ||| amusing XXX interesting ||| amusing XXX entertaining ||| amusing XXX exciting ||| fascinating XXX intriguing ||| fascinating XXX interesting ||| interesting XXX intriguing ||| entertaining XXX intriguing ||| entertaining XXX fascinating ||| entertaining XXX interesting ||| entertaining XXX exciting ||| exciting XXX intriguing ||| exciting XXX fascinating ||| exciting XXX interesting,15,high-highestXX,high,highest,high XXX higher ||| high XXX highest ||| higher XXX highest,3,disappointed**LT**frustrated,,,,,,,defeated**LT**frustrated,defeated**GT**disappointed,,,,,,,amusing**LT**intriguing,entertaining**LT**fascinating,entertaining**GT**interesting,entertaining**LT**exciting,,exciting**LT**fascinating,exciting**GT**interesting,,,,,amusing**LT**fascinating,,,,,,,,,,amusing**GT**interesting,amusing**LT**entertaining,amusing**LT**exciting,fascinating**LT**intriguing,fascinating**GT**interesting,interesting**LT**intriguing,entertaining**LT**intriguing,high**LT**higher,high**LT**highest,higher**LT**highest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",careful-carelessXX,careful,careless,negligent XXX reckless ||| careless XXX negligent ||| careless XXX reckless,3,XXhigh-low,low,high,high XXX soaring ||| high XXX higher ||| higher XXX soaring,3,green-greenestXX,green,greenest,green XXX greener ||| green XXX greenest ||| greener XXX greenest,3,negligent**LT**reckless,,,,,,,careless**LT**negligent,careless**LT**reckless,,,,,,,high**LT**soaring,,,,,,,,,,,high**LT**higher,,,,,,,,,,higher**LT**soaring,,,,,,,green**LT**greener,green**LT**greenest,greener**LT**greenest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",careful-carelessXX,careful,careless,negligent XXX reckless ||| careless XXX negligent ||| careless XXX reckless,3,XXhigh-low,low,high,high XXX soaring ||| high XXX higher ||| higher XXX soaring,3,green-greenestXX,green,greenest,green XXX greener ||| green XXX greenest ||| greener XXX greenest,3,negligent**GT**reckless,,,,,,,careless**LT**negligent,careless**LT**reckless,,,,,,,high**LT**soaring,,,,,,,,,,,high**LT**higher,,,,,,,,,,higher**LT**soaring,,,,,,,green**LT**greener,green**LT**greenest,greener**LT**greenest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",careful-carelessXX,careful,careless,negligent XXX reckless ||| careless XXX negligent ||| careless XXX reckless,3,XXhigh-low,low,high,high XXX soaring ||| high XXX higher ||| higher XXX soaring,3,green-greenestXX,green,greenest,green XXX greener ||| green XXX greenest ||| greener XXX greenest,3,negligent**LT**reckless,,,,,,,careless**LT**negligent,careless**LT**reckless,,,,,,,high**LT**soaring,,,,,,,,,,,high**LT**higher,,,,,,,,,,higher**GT**soaring,,,,,,,green**LT**greener,green**LT**greenest,greener**LT**greenest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",careful-carelessXX,careful,careless,negligent XXX reckless ||| careless XXX negligent ||| careless XXX reckless,3,XXhigh-low,low,high,high XXX soaring ||| high XXX higher ||| higher XXX soaring,3,green-greenestXX,green,greenest,green XXX greener ||| green XXX greenest ||| greener XXX greenest,3,negligent**LT**reckless,,,,,,,careless**EQ**negligent,careless**LT**reckless,,,,,,,high**LT**soaring,,,,,,,,,,,high**LT**higher,,,,,,,,,,higher**EQ**soaring,,,,,,,green**LT**greener,green**LT**greenest,greener**LT**greenest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",careful-carelessXX,careful,careless,negligent XXX reckless ||| careless XXX negligent ||| careless XXX reckless,3,XXhigh-low,low,high,high XXX soaring ||| high XXX higher ||| higher XXX soaring,3,green-greenestXX,green,greenest,green XXX greener ||| green XXX greenest ||| greener XXX greenest,3,negligent**GT**reckless,,,,,,,careless**LT**negligent,careless**LT**reckless,,,,,,,high**LT**soaring,,,,,,,,,,,high**LT**higher,,,,,,,,,,higher**LT**soaring,,,,,,,green**LT**greener,green**LT**greenest,greener**LT**greenest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",smooth-roughXX,smooth,rough,broken XXX cracked ||| broken XXX crushed ||| cracked XXX crushed,3,XXinvolved-uninvolved,uninvolved,involved,concerned XXX involved ||| concerned XXX interested ||| interested XXX involved,3,busy-busiestXX,busy,busiest,busier XXX busiest ||| busier XXX busy ||| busiest XXX busy,3,broken**GT**cracked,,,,,,,broken**LT**crushed,cracked**LT**crushed,,,,,,,concerned**LT**involved,,,,,,,,,,,concerned**GT**interested,,,,,,,,,,interested**LT**involved,,,,,,,busier**LT**busiest,busier**GT**busy,busiest**GT**busy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",smooth-roughXX,smooth,rough,broken XXX cracked ||| broken XXX crushed ||| cracked XXX crushed,3,XXinvolved-uninvolved,uninvolved,involved,concerned XXX involved ||| concerned XXX interested ||| interested XXX involved,3,busy-busiestXX,busy,busiest,busier XXX busiest ||| busier XXX busy ||| busiest XXX busy,3,broken**GT**cracked,,,,,,,broken**LT**crushed,cracked**LT**crushed,,,,,,,concerned**GT**involved,,,,,,,,,,,concerned**GT**interested,,,,,,,,,,interested**LT**involved,,,,,,,busier**LT**busiest,busier**GT**busy,busiest**GT**busy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",smooth-roughXX,smooth,rough,broken XXX cracked ||| broken XXX crushed ||| cracked XXX crushed,3,XXinvolved-uninvolved,uninvolved,involved,concerned XXX involved ||| concerned XXX interested ||| interested XXX involved,3,busy-busiestXX,busy,busiest,busier XXX busiest ||| busier XXX busy ||| busiest XXX busy,3,broken**LT**cracked,,,,,,,broken**LT**crushed,cracked**LT**crushed,,,,,,,concerned**GT**involved,,,,,,,,,,,concerned**GT**interested,,,,,,,,,,interested**LT**involved,,,,,,,busier**LT**busiest,busier**GT**busy,busiest**GT**busy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",smooth-roughXX,smooth,rough,broken XXX cracked ||| broken XXX crushed ||| cracked XXX crushed,3,XXinvolved-uninvolved,uninvolved,involved,concerned XXX involved ||| concerned XXX interested ||| interested XXX involved,3,busy-busiestXX,busy,busiest,busier XXX busiest ||| busier XXX busy ||| busiest XXX busy,3,broken**GT**cracked,,,,,,,broken**GT**crushed,cracked**EQ**crushed,,,,,,,concerned**EQ**involved,,,,,,,,,,,concerned**GT**interested,,,,,,,,,,interested**LT**involved,,,,,,,busier**LT**busiest,busier**GT**busy,busiest**GT**busy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",smooth-roughXX,smooth,rough,broken XXX cracked ||| broken XXX crushed ||| cracked XXX crushed,3,XXinvolved-uninvolved,uninvolved,involved,concerned XXX involved ||| concerned XXX interested ||| interested XXX involved,3,busy-busiestXX,busy,busiest,busier XXX busiest ||| busier XXX busy ||| busiest XXX busy,3,broken**EQ**cracked,,,,,,,broken**LT**crushed,cracked**LT**crushed,,,,,,,concerned**EQ**involved,,,,,,,,,,,concerned**GT**interested,,,,,,,,,,interested**EQ**involved,,,,,,,busier**LT**busiest,busier**GT**busy,busiest**GT**busy,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXbeautiful-ugly,ugly,beautiful,beautiful XXX pretty ||| beautiful XXX gorgeous ||| beautiful XXX lovely ||| beautiful XXX handsome ||| attractive XXX beautiful ||| attractive XXX pretty ||| attractive XXX gorgeous ||| attractive XXX lovely ||| attractive XXX handsome ||| gorgeous XXX pretty ||| gorgeous XXX lovely ||| gorgeous XXX handsome ||| lovely XXX pretty ||| handsome XXX pretty ||| handsome XXX lovely,15,XXstimulating-unexciting,unexciting,stimulating,interesting XXX moving ||| interesting XXX thrilling ||| exciting XXX interesting ||| exciting XXX moving ||| exciting XXX thrilling ||| moving XXX thrilling,6,cheap-cheapestXX,cheap,cheapest,cheap XXX cheaper ||| cheap XXX cheapest ||| cheaper XXX cheapest,3,beautiful**EQ**pretty,gorgeous**EQ**pretty,gorgeous**EQ**lovely,gorgeous**EQ**handsome,lovely**GT**pretty,handsome**EQ**pretty,handsome**GT**lovely,beautiful**EQ**gorgeous,beautiful**GT**lovely,beautiful**EQ**handsome,attractive**EQ**beautiful,attractive**EQ**pretty,attractive**EQ**gorgeous,attractive**EQ**lovely,attractive**EQ**handsome,interesting**GT**moving,,,,,,,,,,,interesting**GT**thrilling,,,,,,,,,,exciting**LT**interesting,exciting**LT**moving,exciting**EQ**thrilling,moving**GT**thrilling,,,,cheap**GT**cheaper,cheap**GT**cheapest,cheaper**GT**cheapest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXbeautiful-ugly,ugly,beautiful,beautiful XXX pretty ||| beautiful XXX gorgeous ||| beautiful XXX lovely ||| beautiful XXX handsome ||| attractive XXX beautiful ||| attractive XXX pretty ||| attractive XXX gorgeous ||| attractive XXX lovely ||| attractive XXX handsome ||| gorgeous XXX pretty ||| gorgeous XXX lovely ||| gorgeous XXX handsome ||| lovely XXX pretty ||| handsome XXX pretty ||| handsome XXX lovely,15,XXstimulating-unexciting,unexciting,stimulating,interesting XXX moving ||| interesting XXX thrilling ||| exciting XXX interesting ||| exciting XXX moving ||| exciting XXX thrilling ||| moving XXX thrilling,6,cheap-cheapestXX,cheap,cheapest,cheap XXX cheaper ||| cheap XXX cheapest ||| cheaper XXX cheapest,3,beautiful**GT**pretty,gorgeous**GT**pretty,gorgeous**GT**lovely,gorgeous**EQ**handsome,lovely**GT**pretty,handsome**LT**pretty,handsome**LT**lovely,beautiful**EQ**gorgeous,beautiful**GT**lovely,beautiful**EQ**handsome,attractive**EQ**beautiful,attractive**GT**pretty,attractive**LT**gorgeous,attractive**EQ**lovely,attractive**EQ**handsome,interesting**LT**moving,,,,,,,,,,,interesting**LT**thrilling,,,,,,,,,,exciting**GT**interesting,exciting**EQ**moving,exciting**EQ**thrilling,moving**EQ**thrilling,,,,cheap**LT**cheaper,cheap**LT**cheapest,cheaper**LT**cheapest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXbeautiful-ugly,ugly,beautiful,beautiful XXX pretty ||| beautiful XXX gorgeous ||| beautiful XXX lovely ||| beautiful XXX handsome ||| attractive XXX beautiful ||| attractive XXX pretty ||| attractive XXX gorgeous ||| attractive XXX lovely ||| attractive XXX handsome ||| gorgeous XXX pretty ||| gorgeous XXX lovely ||| gorgeous XXX handsome ||| lovely XXX pretty ||| handsome XXX pretty ||| handsome XXX lovely,15,XXstimulating-unexciting,unexciting,stimulating,interesting XXX moving ||| interesting XXX thrilling ||| exciting XXX interesting ||| exciting XXX moving ||| exciting XXX thrilling ||| moving XXX thrilling,6,cheap-cheapestXX,cheap,cheapest,cheap XXX cheaper ||| cheap XXX cheapest ||| cheaper XXX cheapest,3,beautiful**GT**pretty,gorgeous**GT**pretty,gorgeous**LT**lovely,gorgeous**LT**handsome,lovely**LT**pretty,handsome**LT**pretty,handsome**LT**lovely,beautiful**GT**gorgeous,beautiful**GT**lovely,beautiful**GT**handsome,attractive**LT**beautiful,attractive**LT**pretty,attractive**GT**gorgeous,attractive**LT**lovely,attractive**LT**handsome,interesting**LT**moving,,,,,,,,,,,interesting**LT**thrilling,,,,,,,,,,exciting**LT**interesting,exciting**LT**moving,exciting**LT**thrilling,moving**GT**thrilling,,,,cheap**LT**cheaper,cheap**LT**cheapest,cheaper**LT**cheapest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXbeautiful-ugly,ugly,beautiful,beautiful XXX pretty ||| beautiful XXX gorgeous ||| beautiful XXX lovely ||| beautiful XXX handsome ||| attractive XXX beautiful ||| attractive XXX pretty ||| attractive XXX gorgeous ||| attractive XXX lovely ||| attractive XXX handsome ||| gorgeous XXX pretty ||| gorgeous XXX lovely ||| gorgeous XXX handsome ||| lovely XXX pretty ||| handsome XXX pretty ||| handsome XXX lovely,15,XXstimulating-unexciting,unexciting,stimulating,interesting XXX moving ||| interesting XXX thrilling ||| exciting XXX interesting ||| exciting XXX moving ||| exciting XXX thrilling ||| moving XXX thrilling,6,cheap-cheapestXX,cheap,cheapest,cheap XXX cheaper ||| cheap XXX cheapest ||| cheaper XXX cheapest,3,beautiful**GT**pretty,gorgeous**GT**pretty,gorgeous**GT**lovely,gorgeous**GT**handsome,lovely**GT**pretty,handsome**EQ**pretty,handsome**LT**lovely,beautiful**EQ**gorgeous,beautiful**GT**lovely,beautiful**GT**handsome,attractive**LT**beautiful,attractive**EQ**pretty,attractive**LT**gorgeous,attractive**LT**lovely,attractive**LT**handsome,interesting**LT**moving,,,,,,,,,,,interesting**LT**thrilling,,,,,,,,,,exciting**GT**interesting,exciting**GT**moving,exciting**EQ**thrilling,moving**LT**thrilling,,,,cheap**LT**cheaper,cheap**LT**cheapest,cheaper**LT**cheapest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXbeautiful-ugly,ugly,beautiful,beautiful XXX pretty ||| beautiful XXX gorgeous ||| beautiful XXX lovely ||| beautiful XXX handsome ||| attractive XXX beautiful ||| attractive XXX pretty ||| attractive XXX gorgeous ||| attractive XXX lovely ||| attractive XXX handsome ||| gorgeous XXX pretty ||| gorgeous XXX lovely ||| gorgeous XXX handsome ||| lovely XXX pretty ||| handsome XXX pretty ||| handsome XXX lovely,15,XXstimulating-unexciting,unexciting,stimulating,interesting XXX moving ||| interesting XXX thrilling ||| exciting XXX interesting ||| exciting XXX moving ||| exciting XXX thrilling ||| moving XXX thrilling,6,cheap-cheapestXX,cheap,cheapest,cheap XXX cheaper ||| cheap XXX cheapest ||| cheaper XXX cheapest,3,beautiful**GT**pretty,gorgeous**GT**pretty,gorgeous**GT**lovely,gorgeous**EQ**handsome,lovely**GT**pretty,handsome**GT**pretty,handsome**GT**lovely,beautiful**EQ**gorgeous,beautiful**GT**lovely,beautiful**EQ**handsome,attractive**LT**beautiful,attractive**GT**pretty,attractive**LT**gorgeous,attractive**EQ**lovely,attractive**LT**handsome,interesting**GT**moving,,,,,,,,,,,interesting**LT**thrilling,,,,,,,,,,exciting**LT**interesting,exciting**GT**moving,exciting**LT**thrilling,moving**LT**thrilling,,,,cheap**LT**cheaper,cheap**LT**cheapest,cheaper**LT**cheapest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXfar-close,close,far,far XXX further ||| far XXX removed ||| far XXX farther ||| further XXX removed ||| farther XXX further ||| farther XXX removed,6,fat-leanXX,fat,lean,emaciated XXX thin ||| emaciated XXX skeletal ||| emaciated XXX skinny ||| emaciated XXX slim ||| emaciated XXX lean ||| emaciated XXX gaunt ||| skeletal XXX thin ||| skeletal XXX skinny ||| skeletal XXX slim ||| skinny XXX thin ||| skinny XXX slim ||| slim XXX thin ||| lean XXX thin ||| lean XXX skeletal ||| lean XXX skinny ||| lean XXX slim ||| gaunt XXX thin ||| gaunt XXX skeletal ||| gaunt XXX skinny ||| gaunt XXX slim ||| gaunt XXX lean,21,close-closestXX,close,closest,close XXX closer ||| close XXX closest ||| closer XXX closest,3,far**LT**further,,,,,,,far**GT**removed,far**LT**farther,further**GT**removed,farther**EQ**further,farther**GT**removed,,,,emaciated**GT**thin,skinny**EQ**thin,skinny**EQ**slim,slim**EQ**thin,lean**EQ**thin,lean**LT**skeletal,lean**EQ**skinny,lean**EQ**slim,gaunt**GT**thin,gaunt**LT**skeletal,gaunt**GT**skinny,emaciated**EQ**skeletal,gaunt**GT**slim,gaunt**GT**lean,,,,,,,,emaciated**GT**skinny,emaciated**GT**slim,emaciated**GT**lean,emaciated**GT**gaunt,skeletal**GT**thin,skeletal**GT**skinny,skeletal**GT**slim,close**LT**closer,close**LT**closest,closer**LT**closest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXfar-close,close,far,far XXX further ||| far XXX removed ||| far XXX farther ||| further XXX removed ||| farther XXX further ||| farther XXX removed,6,fat-leanXX,fat,lean,emaciated XXX thin ||| emaciated XXX skeletal ||| emaciated XXX skinny ||| emaciated XXX slim ||| emaciated XXX lean ||| emaciated XXX gaunt ||| skeletal XXX thin ||| skeletal XXX skinny ||| skeletal XXX slim ||| skinny XXX thin ||| skinny XXX slim ||| slim XXX thin ||| lean XXX thin ||| lean XXX skeletal ||| lean XXX skinny ||| lean XXX slim ||| gaunt XXX thin ||| gaunt XXX skeletal ||| gaunt XXX skinny ||| gaunt XXX slim ||| gaunt XXX lean,21,close-closestXX,close,closest,close XXX closer ||| close XXX closest ||| closer XXX closest,3,far**LT**further,,,,,,,far**EQ**removed,far**LT**farther,further**EQ**removed,farther**EQ**further,farther**EQ**removed,,,,emaciated**GT**thin,skinny**EQ**thin,skinny**GT**slim,slim**LT**thin,lean**LT**thin,lean**LT**skeletal,lean**LT**skinny,lean**EQ**slim,gaunt**GT**thin,gaunt**LT**skeletal,gaunt**GT**skinny,emaciated**EQ**skeletal,gaunt**GT**slim,gaunt**GT**lean,,,,,,,,emaciated**GT**skinny,emaciated**GT**slim,emaciated**GT**lean,emaciated**GT**gaunt,skeletal**GT**thin,skeletal**GT**skinny,skeletal**GT**slim,close**LT**closer,close**LT**closest,closer**LT**closest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXfar-close,close,far,far XXX further ||| far XXX removed ||| far XXX farther ||| further XXX removed ||| farther XXX further ||| farther XXX removed,6,fat-leanXX,fat,lean,emaciated XXX thin ||| emaciated XXX skeletal ||| emaciated XXX skinny ||| emaciated XXX slim ||| emaciated XXX lean ||| emaciated XXX gaunt ||| skeletal XXX thin ||| skeletal XXX skinny ||| skeletal XXX slim ||| skinny XXX thin ||| skinny XXX slim ||| slim XXX thin ||| lean XXX thin ||| lean XXX skeletal ||| lean XXX skinny ||| lean XXX slim ||| gaunt XXX thin ||| gaunt XXX skeletal ||| gaunt XXX skinny ||| gaunt XXX slim ||| gaunt XXX lean,21,close-closestXX,close,closest,close XXX closer ||| close XXX closest ||| closer XXX closest,3,far**LT**further,,,,,,,far**LT**removed,far**LT**farther,further**LT**removed,farther**EQ**further,farther**LT**removed,,,,,skinny**EQ**thin,skinny**EQ**slim,slim**EQ**thin,lean**EQ**thin,lean**LT**skeletal,lean**EQ**skinny,lean**EQ**slim,gaunt**EQ**thin,gaunt**LT**skeletal,gaunt**EQ**skinny,emaciated**LT**skeletal,gaunt**EQ**slim,gaunt**EQ**lean,,,,,,,,emaciated**EQ**skinny,emaciated**EQ**slim,emaciated**EQ**lean,emaciated**EQ**gaunt,skeletal**GT**thin,skeletal**GT**skinny,skeletal**GT**slim,close**LT**closer,close**LT**closest,closer**EQ**closest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXfar-close,close,far,far XXX further ||| far XXX removed ||| far XXX farther ||| further XXX removed ||| farther XXX further ||| farther XXX removed,6,fat-leanXX,fat,lean,emaciated XXX thin ||| emaciated XXX skeletal ||| emaciated XXX skinny ||| emaciated XXX slim ||| emaciated XXX lean ||| emaciated XXX gaunt ||| skeletal XXX thin ||| skeletal XXX skinny ||| skeletal XXX slim ||| skinny XXX thin ||| skinny XXX slim ||| slim XXX thin ||| lean XXX thin ||| lean XXX skeletal ||| lean XXX skinny ||| lean XXX slim ||| gaunt XXX thin ||| gaunt XXX skeletal ||| gaunt XXX skinny ||| gaunt XXX slim ||| gaunt XXX lean,21,close-closestXX,close,closest,close XXX closer ||| close XXX closest ||| closer XXX closest,3,far**LT**further,,,,,,,far**LT**removed,far**LT**farther,further**LT**removed,farther**LT**further,farther**LT**removed,,,,emaciated**GT**thin,skinny**LT**thin,skinny**GT**slim,slim**GT**thin,lean**GT**thin,lean**LT**skeletal,lean**LT**skinny,lean**LT**slim,gaunt**GT**thin,gaunt**GT**skeletal,gaunt**GT**skinny,emaciated**GT**skeletal,gaunt**GT**slim,gaunt**GT**lean,,,,,,,,emaciated**GT**skinny,emaciated**GT**slim,emaciated**GT**lean,emaciated**GT**gaunt,skeletal**GT**thin,skeletal**GT**skinny,skeletal**GT**slim,close**LT**closer,close**LT**closest,closer**LT**closest,,
Ordering adjectives by their intensity,"Given a pair of adjectives (e.g. cold, freezing), determine which is more intense (freezing).","NLP, research, adjectives",XXfar-close,close,far,far XXX further ||| far XXX removed ||| far XXX farther ||| further XXX removed ||| farther XXX further ||| farther XXX removed,6,fat-leanXX,fat,lean,emaciated XXX thin ||| emaciated XXX skeletal ||| emaciated XXX skinny ||| emaciated XXX slim ||| emaciated XXX lean ||| emaciated XXX gaunt ||| skeletal XXX thin ||| skeletal XXX skinny ||| skeletal XXX slim ||| skinny XXX thin ||| skinny XXX slim ||| slim XXX thin ||| lean XXX thin ||| lean XXX skeletal ||| lean XXX skinny ||| lean XXX slim ||| gaunt XXX thin ||| gaunt XXX skeletal ||| gaunt XXX skinny ||| gaunt XXX slim ||| gaunt XXX lean,21,close-closestXX,close,closest,close XXX closer ||| close XXX closest ||| closer XXX closest,3,far**LT**further,,,,,,,far**LT**removed,far**LT**farther,further**GT**removed,farther**EQ**further,farther**GT**removed,,,,emaciated**GT**thin,skinny**EQ**thin,skinny**EQ**slim,slim**EQ**thin,lean**EQ**thin,lean**LT**skeletal,lean**EQ**skinny,lean**EQ**slim,gaunt**GT**thin,gaunt**EQ**skeletal,gaunt**GT**skinny,emaciated**LT**skeletal,gaunt**GT**slim,gaunt**GT**lean,,,,,,,,emaciated**GT**skinny,emaciated**GT**slim,emaciated**GT**lean,emaciated**EQ**gaunt,skeletal**GT**thin,skeletal**GT**skinny,skeletal**GT**slim,close**LT**closer,close**LT**closest,closer**LT**closest,,
