Title,Description,Keywords,blob
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","gutenberg_940_3.0_UNK:::Drawford pursed his lips for <b><u>a  moment,</u></b> frowning.:::Drawford pursed his lips for <b><u>a great moment,</u></b> frowning.:::great:::moment:::nn-tier=topK jj-tier=topK:::Drawford pursed his lips for a great moment, frowning.###gigaword_2615_3.0_UNK:::<b><u>The  event could</u></b> be a marketing boon for WUSA and MLS.:::<b><u>The final event could</u></b> be a marketing boon for WUSA and MLS.:::final:::event:::nn-tier=topK jj-tier=topK:::The final event could be a marketing boon for WUSA and MLS.###argumentation_720_4.0_YES:::That's what made <b><u>the  game interesting</u></b> and boosted television ratings.:::That's what made <b><u>the single game interesting</u></b> and boosted television ratings.:::single:::game:::nn-tier=topK jj-tier=topK:::That's what made the single game interesting and boosted television ratings.###argumentation_1275_4.5_YES:::<b><u>Every  post should</u></b> add relevant information to the thread.:::<b><u>Every last post should</u></b> add relevant information to the thread.:::last:::post:::nn-tier=topK jj-tier=topK:::Every last post should add relevant information to the thread.###argumentation_183_3.0_UNK:::<b><u>The  amount of</u></b> government regulation and spending to accomplish the goal of removing the profit incentive would be ridiculous.:::<b><u>The same amount of</u></b> government regulation and spending to accomplish the goal of removing the profit incentive would be ridiculous.:::same:::amount:::nn-tier=topK jj-tier=topK:::The same amount of government regulation and spending to accomplish the goal of removing the profit incentive would be ridiculous.###imagecaptions_1470_3.0_UNK:::The boy is wearing <b><u>a  hat and</u></b> holding sandals.:::The boy is wearing <b><u>a white hat and</u></b> holding sandals.:::white:::hat:::nn-tier=topK jj-tier=topK:::The boy is wearing a white hat and holding sandals.###gutenberg_2677_3.0_UNK:::One thing was certain, there was something suspicions about <b><u>the  man</u></b>.:::One thing was certain, there was something suspicions about <b><u>the white man</u></b>.:::white:::man:::nn-tier=topK jj-tier=topK:::One thing was certain, there was something suspicions about the white man.###gigaword_2266_3.0_UNK:::Human rights groups put <b><u>the  figure closer</u></b> to 30,000.:::Human rights groups put <b><u>the popular figure closer</u></b> to 30,000.:::popular:::figure:::nn-tier=topK jj-tier=topK:::Human rights groups put the popular figure closer to 30,000.###imagecaptions_2285_3.0_UNK:::A living room with <b><u>a  sofa,</u></b> chair, coffee table, and a sliding glass door.:::A living room with <b><u>an old sofa,</u></b> chair, coffee table, and a sliding glass door.:::old:::sofa:::nn-tier=topK jj-tier=topK:::A living room with an old sofa, chair, coffee table, and a sliding glass door.###control_me_0_1:::A boy is holding a <b><u>gun</u></b>.:::A boy is holding a <b><u>fake gun</u></b>.:::fake:::gun:::JJ NN:::A boy is holding a <b><u>fake gun</u></b>."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","control_me_3_1:::A boy is <b><u>painting</u></b> a house.:::A boy is <b><u>pretending to paint</u></b> a house.:::pretending:::to paint:::JJ NN:::A boy is <b><u>pretending to paint</u></b> a house.###argumentation_2785_4.0_YES:::I'm sure you could find a nice home in <b><u>another  country</u></b>.:::I'm sure you could find a nice home in <b><u>another free country</u></b>.:::free:::country:::nn-tier=topK jj-tier=topK:::I'm sure you could find a nice home in another free country.###gigaword_2913_1.0_NO:::Under those reforms, the PRI has suffered an almost inevitable decline <b><u>in  power</u></b>.:::Under those reforms, the PRI has suffered an almost inevitable decline <b><u>in electrical power</u></b>.:::electrical:::power:::nn-tier=topK jj-tier=topK:::Under those reforms, the PRI has suffered an almost inevitable decline in electrical power.###gigaword_2050_4.0_YES:::This is a step to <b><u>making  history</u></b>.:::This is a step to <b><u>making corporate history</u></b>.:::corporate:::history:::nn-tier=topK jj-tier=topK:::This is a step to making corporate history.###gigaword_1462_4.0_YES:::<b><u>A  look at</u></b> a couple of times Tebow has been called out.:::<b><u>A different look at</u></b> a couple of times Tebow has been called out.:::different:::look:::nn-tier=topK jj-tier=topK:::A different look at a couple of times Tebow has been called out.###imagecaptions_2794_3.0_UNK:::A white dog leaps to catch <b><u>an  object</u></b>.:::A white dog leaps to catch <b><u>a white object</u></b>.:::white:::object:::nn-tier=topK jj-tier=topK:::A white dog leaps to catch a white object.###argumentation_1046_3.0_UNK:::However, I would argue that the utility of this theory alone provides its own justification for <b><u>its  use</u></b>.:::However, I would argue that the utility of this theory alone provides its own justification for <b><u>its cunning use</u></b>.:::cunning:::use:::nn-tier=topK jj-tier=topK:::However, I would argue that the utility of this theory alone provides its own justification for its cunning use.###argumentation_508_2.0_NO:::It <b><u>is  history,</u></b> we've moved on, get over it.:::It <b><u>is modern history,</u></b> we've moved on, get over it.:::modern:::history:::nn-tier=topK jj-tier=topK:::It is modern history, we've moved on, get over it.###imagecaptions_721_3.0_UNK:::The man wearing <b><u>a  hat and</u></b> headset is taking a photo.:::The man wearing <b><u>a yellow hat and</u></b> headset is taking a photo.:::yellow:::hat:::nn-tier=topK jj-tier=topK:::The man wearing a yellow hat and headset is taking a photo.###gigaword_789_3.0_UNK:::In <b><u>the  operation,</u></b> two persons were captured.:::In <b><u>the joint operation,</u></b> two persons were captured.:::joint:::operation:::nn-tier=topK jj-tier=topK:::In the joint operation, two persons were captured."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","gigaword_919_3.0_UNK:::Either way, <b><u>the  film also</u></b> promises mucho nail-biting adventure.:::Either way, <b><u>the next film also</u></b> promises mucho nail-biting adventure.:::next:::film:::nn-tier=topK jj-tier=topK:::Either way, the next film also promises mucho nail-biting adventure.###imagecaptions_1648_3.0_UNK:::A dog is running through the water chasing after <b><u>a  ball</u></b>.:::A dog is running through the water chasing after <b><u>a red ball</u></b>.:::red:::ball:::nn-tier=topK jj-tier=topK:::A dog is running through the water chasing after a red ball.###imagecaptions_875_3.0_UNK:::A beige dog with <b><u>a  collar looks</u></b> on as a brown dog swims in the water.:::A beige dog with <b><u>an orange collar looks</u></b> on as a brown dog swims in the water.:::orange:::collar:::nn-tier=topK jj-tier=topK:::A beige dog with an orange collar looks on as a brown dog swims in the water.###gigaword_1764_4.0_YES:::The Leddy Co., as <b><u>the  business was</u></b> known, was reshuffled.:::The Leddy Co., as <b><u>the serious business was</u></b> known, was reshuffled.:::serious:::business:::nn-tier=topK jj-tier=topK:::The Leddy Co., as the serious business was known, was reshuffled.###gutenberg_2078_2.5_UNK:::There is little attraction in <b><u>the  idea of</u></b> automatic exclusion.:::There is little attraction in <b><u>the bright idea of</u></b> automatic exclusion.:::bright:::idea:::nn-tier=topK jj-tier=topK:::There is little attraction in the bright idea of automatic exclusion.###argumentation_1783_3.0_UNK:::No responsible economist on the planet agrees with your point <b><u>of  view</u></b>.:::No responsible economist on the planet agrees with your point <b><u>of liberal view</u></b>.:::liberal:::view:::nn-tier=topK jj-tier=topK:::No responsible economist on the planet agrees with your point of liberal view.###gigaword_1366_3.0_UNK:::Blair told Labor's National Executive <b><u>his  party had</u></b> set itself very high standards.:::Blair told Labor's National Executive <b><u>his socialist party had</u></b> set itself very high standards.:::socialist:::party:::nn-tier=topK jj-tier=topK:::Blair told Labor's National Executive his socialist party had set itself very high standards.###control_me_4_1:::A girl is playing with a <b><u>fake sowrd</u></b>.:::A girl is playing with a <b><u>fake sowrd</u></b>.:::fake:::sword:::JJ NN:::A girl is playing with a <b><u>fake sowrd</u></b>.###imagecaptions_1549_3.0_UNK:::An older man in <b><u>a  suit locking</u></b> his bike to a pole An older man in a suit, tie and overcoat An older man in a tank top and a younger girl in striped shirt pose on a couch.:::An older man in <b><u>a blue suit locking</u></b> his bike to a pole An older man in a suit, tie and overcoat An older man in a tank top and a younger girl in striped shirt pose on a couch.:::blue:::suit:::nn-tier=topK jj-tier=topK:::An older man in a blue suit locking his bike to a pole An older man in a suit, tie and overcoat An older man in a tank top and a younger girl in striped shirt pose on a couch.###imagecaptions_1097_3.0_UNK:::Woman <b><u>goes  rock climbing</u></b>.:::Woman <b><u>goes indoor rock climbing</u></b>.:::indoor:::rock:::nn-tier=topK jj-tier=topK:::Woman goes indoor rock climbing."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","imagecaptions_765_3.0_UNK:::A child balances on <b><u>a  chair with</u></b> one arm.:::A child balances on <b><u>a pink chair with</u></b> one arm.:::pink:::chair:::nn-tier=topK jj-tier=topK:::A child balances on a pink chair with one arm.###control_giga_376_5::: Six <b><u>regions made their</u></b> ends meet by securing food supplies from elsewhere.::: Six <b><u>regions managed to make their</u></b> ends meet by securing food supplies from elsewhere.:::managed:::to make:::JJ NN::: Six <b><u>regions managed to make their</u></b> ends meet by securing food supplies from elsewhere.###gigaword_1481_3.0_UNK:::It would apply federal gun control law to <b><u>the  city</u></b>.:::It would apply federal gun control law to <b><u>the main city</u></b>.:::main:::city:::nn-tier=topK jj-tier=topK:::It would apply federal gun control law to the main city.###imagecaptions_19_3.0_UNK:::Person doing a trick wheelie on <b><u>a  motorcycle</u></b>.:::Person doing a trick wheelie on <b><u>a large motorcycle</u></b>.:::large:::motorcycle:::nn-tier=topK jj-tier=topK:::Person doing a trick wheelie on a large motorcycle.###gigaword_270_2.0_NO:::Last month, the Transportation Security Administration clarified <b><u>its  policy for</u></b> all airports.:::Last month, the Transportation Security Administration clarified <b><u>its foreign policy for</u></b> all airports.:::foreign:::policy:::nn-tier=topK jj-tier=topK:::Last month, the Transportation Security Administration clarified its foreign policy for all airports.###imagecaptions_229_3.5_UNK:::Two dogs engaged in physical contact with a man in <b><u>the  background</u></b>.:::Two dogs engaged in physical contact with a man in <b><u>the colorful background</u></b>.:::colorful:::background:::nn-tier=topK jj-tier=topK:::Two dogs engaged in physical contact with a man in the colorful background.###gutenberg_758_4.5_YES:::He was staying at <b><u>the  moment with</u></b> theSeigneurPipon at his manor by theMontmorenciFalls.:::He was staying at <b><u>the very moment with</u></b> theSeigneurPipon at his manor by theMontmorenciFalls.:::very:::moment:::nn-tier=topK jj-tier=topK:::He was staying at the very moment with theSeigneurPipon at his manor by theMontmorenciFalls.###imagecaptions_18_3.0_UNK:::A man in jeans and a black t-shirt sits astride <b><u>a  motorcycle</u></b>.:::A man in jeans and a black t-shirt sits astride <b><u>a large motorcycle</u></b>.:::large:::motorcycle:::nn-tier=topK jj-tier=topK:::A man in jeans and a black t-shirt sits astride a large motorcycle.###argumentation_330_3.0_UNK:::<b><u>This  debate is</u></b> about if school should require a drug test.:::<b><u>This good debate is</u></b> about if school should require a drug test.:::good:::debate:::nn-tier=topK jj-tier=topK:::This good debate is about if school should require a drug test.###imagecaptions_1049_3.0_UNK:::<b><u>A  bus filled</u></b> with passengers in Chicago at night.:::<b><u>A white bus filled</u></b> with passengers in Chicago at night.:::white:::bus:::nn-tier=topK jj-tier=topK:::A white bus filled with passengers in Chicago at night."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","gigaword_194_3.0_UNK:::A total of US$ 487 million changed hands during <b><u>the  day's</u></b> trading.:::A total of US$ 487 million changed hands during <b><u>the first day's</u></b> trading.:::first:::day:::nn-tier=topK jj-tier=topK:::A total of US$ 487 million changed hands during the first day's trading.###argumentation_2051_3.0_UNK:::Only 13%, though, believe it will have <b><u>any  effect on</u></b> their home value.:::Only 13%, though, believe it will have <b><u>any adverse effect on</u></b> their home value.:::adverse:::effect:::nn-tier=topK jj-tier=topK:::Only 13%, though, believe it will have any adverse effect on their home value.###gutenberg_836_3.0_UNK:::<b><u>The  scene had</u></b> deeply stirred him.:::<b><u>The last scene had</u></b> deeply stirred him.:::last:::scene:::nn-tier=topK jj-tier=topK:::The last scene had deeply stirred him.###control_giga_531_1::: <b><u> reaching top</u></b> five was her only regret in Beijng.::: <b><u> Failing to reach top</u></b> five was her only regret in Beijng.:::Failing:::to reach:::JJ NN::: <b><u> Failing to reach top</u></b> five was her only regret in Beijng.###imagecaptions_2795_3.0_UNK:::A man looks out over the water with <b><u>an  object in</u></b> his hand.:::A man looks out over the water with <b><u>a white object in</u></b> his hand.:::white:::object:::nn-tier=topK jj-tier=topK:::A man looks out over the water with a white object in his hand.###gigaword_883_3.5_UNK:::As the millennium looms<b><u>,  film  is</u></b> an endangered species, an endangered word.:::As the millennium looms<b><u>, new film is</u></b> an endangered species, an endangered word.:::new:::film:::nn-tier=topK jj-tier=topK:::As the millennium looms, new film is an endangered species, an endangered word.###imagecaptions_2032_3.0_UNK:::A woman in a costume riding <b><u>a  bike</u></b>.:::A woman in a costume riding <b><u>an orange bike</u></b>.:::orange:::bike:::nn-tier=topK jj-tier=topK:::A woman in a costume riding an orange bike.###argumentation_987_3.0_UNK:::One side likes to blame <b><u>one  person on</u></b> the other side for their problems.:::One side likes to blame <b><u>one reasonable person on</u></b> the other side for their problems.:::reasonable:::person:::nn-tier=topK jj-tier=topK:::One side likes to blame one reasonable person on the other side for their problems.###argumentation_309_4.0_YES:::During <b><u>that  period of</u></b> time the government let 400 sick people die just to see what would happen.:::During <b><u>that certain period of</u></b> time the government let 400 sick people die just to see what would happen.:::certain:::period:::nn-tier=topK jj-tier=topK:::During that certain period of time the government let 400 sick people die just to see what would happen.###gutenberg_1465_2.5_UNK:::IfJosiah Crabtreeis around you ought to shoot him on <b><u>the  spot</u></b>.:::IfJosiah Crabtreeis around you ought to shoot him on <b><u>the sheltered spot</u></b>.:::sheltered:::spot:::nn-tier=topK jj-tier=topK:::IfJosiah Crabtreeis around you ought to shoot him on the sheltered spot."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","control_imagecaptions_1227_3:::A white dog with <b><u>a sweater on</u></b> and a black and brown dog touching noses.:::A white dog with <b><u>a green sweater on</u></b> and a black and brown dog touching noses.:::green:::sweater:::JJ NN:::A white dog with <b><u>a green sweater on</u></b> and a black and brown dog touching noses.###gigaword_2515_1.0_NO:::<b><u>The  system has</u></b> recently passed appraisal by experts.:::<b><u>The nervous system has</u></b> recently passed appraisal by experts.:::nervous:::system:::nn-tier=topK jj-tier=topK:::The nervous system has recently passed appraisal by experts.###argumentation_904_4.0_YES:::It's important to distinguish between`` <b><u>the  economy''</u></b> and`` stocks''.:::It's important to distinguish between`` <b><u>the entire economy''</u></b> and`` stocks''.:::entire:::economy:::nn-tier=topK jj-tier=topK:::It's important to distinguish between`` the entire economy'' and`` stocks''.###argumentation_2141_3.0_UNK:::Structural equation modeling, <b><u>for  example,</u></b> can model and remove measurement error.:::Structural equation modeling, <b><u>for classic example,</u></b> can model and remove measurement error.:::classic:::example:::nn-tier=topK jj-tier=topK:::Structural equation modeling, for classic example, can model and remove measurement error.###gigaword_2977_3.0_UNK:::The sparring thus far is in <b><u>the  form of</u></b> fund-raising.:::The sparring thus far is in <b><u>the new form of</u></b> fund-raising.:::new:::form:::nn-tier=topK jj-tier=topK:::The sparring thus far is in the new form of fund-raising.###argumentation_1097_3.0_UNK:::A little bit <b><u>of  knowledge can</u></b> be a silly thing.:::A little bit <b><u>of public knowledge can</u></b> be a silly thing.:::public:::knowledge:::nn-tier=topK jj-tier=topK:::A little bit of public knowledge can be a silly thing.###argumentation_2790_4.0_YES:::It's the mindless blind following of <b><u>a  leader who</u></b>'s only promise is salvation.:::It's the mindless blind following of <b><u>a current leader who</u></b>'s only promise is salvation.:::current:::leader:::nn-tier=topK jj-tier=topK:::It's the mindless blind following of a current leader who's only promise is salvation.###gutenberg_1541_3.0_UNK:::<b><u>This  speech was</u></b> well received and loudly applauded.:::<b><u>This little speech was</u></b> well received and loudly applauded.:::little:::speech:::nn-tier=topK jj-tier=topK:::This little speech was well received and loudly applauded.###imagecaptions_442_3.0_UNK:::A white dog with <b><u>a  sweater on</u></b> and a black and brown dog touching noses.:::A white dog with <b><u>a white sweater on</u></b> and a black and brown dog touching noses.:::white:::sweater:::nn-tier=topK jj-tier=topK:::A white dog with a white sweater on and a black and brown dog touching noses.###gigaword_139_3.0_UNK:::The tall buildings appearing in <b><u>the  center reduce</u></b> air circulation.:::The tall buildings appearing in <b><u>the industrial center reduce</u></b> air circulation.:::industrial:::center:::nn-tier=topK jj-tier=topK:::The tall buildings appearing in the industrial center reduce air circulation."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","imagecaptions_2428_2.5_UNK:::A brown dog is running on a snow <b><u>covered  path</u></b>.:::A brown dog is running on a snow <b><u>covered sandy path</u></b>.:::sandy:::path:::nn-tier=topK jj-tier=topK:::A brown dog is running on a snow covered sandy path.###control_imagecaptions_1128_3:::Close up of <b><u>a sheep.:::Close up of <b><u>a gray sheep.:::gray:::sheep:::JJ NN:::Close up of <b><u>a gray sheep.###gigaword_335_3.0_UNK:::He studied <b><u>the  music</u></b>.:::He studied <b><u>the live music</u></b>.:::live:::music:::nn-tier=topK jj-tier=topK:::He studied the live music.###imagecaptions_368_3.0_UNK:::A woman in a polka <b><u>dot  top is</u></b> singing into a microphone.:::A woman in a polka <b><u>dot gray top is</u></b> singing into a microphone.:::gray:::top:::nn-tier=topK jj-tier=topK:::A woman in a polka dot gray top is singing into a microphone.###gutenberg_1857_3.0_UNK:::<b><u>A  glance at</u></b> the address showed meBenjamin's handwriting.:::<b><u>A first glance at</u></b> the address showed meBenjamin's handwriting.:::first:::glance:::nn-tier=topK jj-tier=topK:::A first glance at the address showed meBenjamin's handwriting.###gigaword_442_3.0_UNK:::The company<b><u>'s  relationship  with</u></b> Goldman dates back decades.:::The company<b><u>'s economic relationship with</u></b> Goldman dates back decades.:::economic:::relationship:::nn-tier=topK jj-tier=topK:::The company's economic relationship with Goldman dates back decades.###imagecaptions_2555_1.0_NO:::A dog looking at the camera <b><u>in  snow</u></b>.:::A dog looking at the camera <b><u>in red snow</u></b>.:::red:::snow:::nn-tier=topK jj-tier=topK:::A dog looking at the camera in red snow.###argumentation_2900_4.0_YES:::Apparently he refuses to listen to Fishx who has told him that <b><u>his  behavior is</u></b> childish and without merit.:::Apparently he refuses to listen to Fishx who has told him that <b><u>his such behavior is</u></b> childish and without merit.:::such:::behavior:::nn-tier=topK jj-tier=topK:::Apparently he refuses to listen to Fishx who has told him that his such behavior is childish and without merit.###imagecaptions_2734_3.0_UNK:::A young boy holds <b><u>a  puppy up</u></b> in front of a spiderman poster.:::A young boy holds <b><u>a blonde puppy up</u></b> in front of a spiderman poster.:::blonde:::puppy:::nn-tier=topK jj-tier=topK:::A young boy holds a blonde puppy up in front of a spiderman poster.###gutenberg_1776_5.0_YES:::To <b><u>our  mind,</u></b> this thought had two faces.:::To <b><u>our human mind,</u></b> this thought had two faces.:::human:::mind:::nn-tier=topK jj-tier=topK:::To our human mind, this thought had two faces."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research",gutenberg_2077_3.0_UNK:::Well-- I rather like <b><u>the  idea</u></b>.:::Well-- I rather like <b><u>the bright idea</u></b>.:::bright:::idea:::nn-tier=topK jj-tier=topK:::Well-- I rather like the bright idea.###gigaword_1057_3.0_UNK:::Cop: I am looking for <b><u>a  man with</u></b> one eye called Harry.:::Cop: I am looking for <b><u>a big man with</u></b> one eye called Harry.:::big:::man:::nn-tier=topK jj-tier=topK:::Cop: I am looking for a big man with one eye called Harry.###imagecaptions_1337_3.0_UNK:::A tan dog jumping up at a woman in <b><u>a  skirt and</u></b> a black and tan dog walking away.:::A tan dog jumping up at a woman in <b><u>a jean skirt and</u></b> a black and tan dog walking away.:::jean:::skirt:::nn-tier=topK jj-tier=topK:::A tan dog jumping up at a woman in a jean skirt and a black and tan dog walking away.###gutenberg_218_3.0_UNK:::He thanked her with <b><u>a  look</u></b>.:::He thanked her with <b><u>a long look</u></b>.:::long:::look:::nn-tier=topK jj-tier=topK:::He thanked her with a long look.###argumentation_656_3.0_UNK:::I think <b><u>the  policy should</u></b> be you can fill out a form to have your info released to recruiters.:::I think <b><u>the foreign policy should</u></b> be you can fill out a form to have your info released to recruiters.:::foreign:::policy:::nn-tier=topK jj-tier=topK:::I think the foreign policy should be you can fill out a form to have your info released to recruiters.###gutenberg_2209_4.0_YES:::RosalindWescotthad gone home to tell her mother of <b><u>her  love</u></b>.:::RosalindWescotthad gone home to tell her mother of <b><u>her great love</u></b>.:::great:::love:::nn-tier=topK jj-tier=topK:::RosalindWescotthad gone home to tell her mother of her great love.###control_imagecaptions_1053_3:::Woman jogging beside <b><u>the road</u></b>.:::Woman jogging beside <b><u>the muddy road</u></b>.:::muddy:::road:::JJ NN:::Woman jogging beside <b><u>the muddy road</u></b>.###gigaword_2600_4.0_YES:::Another 30 films are to be screened outside of <b><u>the  competition</u></b>.:::Another 30 films are to be screened outside of <b><u>the stiff competition</u></b>.:::stiff:::competition:::nn-tier=topK jj-tier=topK:::Another 30 films are to be screened outside of the stiff competition.###argumentation_158_3.0_UNK:::So you obviously know little about <b><u>this  period in</u></b> modern Chinese history.:::So you obviously know little about <b><u>this extended period in</u></b> modern Chinese history.:::extended:::period:::nn-tier=topK jj-tier=topK:::So you obviously know little about this extended period in modern Chinese history.###argumentation_51_3.0_UNK:::Just that brief encounter with Arab Muslims turned <b><u>this  man into</u></b> a killer.:::Just that brief encounter with Arab Muslims turned <b><u>this old man into</u></b> a killer.:::old:::man:::nn-tier=topK jj-tier=topK:::Just that brief encounter with Arab Muslims turned this old man into a killer.
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","imagecaptions_2326_3.0_UNK:::<b><u>A  couple in</u></b> bathing suits walk on a beach.:::<b><u>A indian couple in</u></b> bathing suits walk on a beach.:::indian:::couple:::nn-tier=topK jj-tier=topK:::A indian couple in bathing suits walk on a beach.###gutenberg_319_3.0_UNK:::She's always doing <b><u>that  sort of</u></b> thing.:::She's always doing <b><u>that other sort of</u></b> thing.:::other:::sort:::nn-tier=topK jj-tier=topK:::She's always doing that other sort of thing.###imagecaptions_1556_3.0_UNK:::A man and woman sit on <b><u>a  bench,</u></b> watching a boat go by.:::A man and woman sit on <b><u>a long bench,</u></b> watching a boat go by.:::long:::bench:::nn-tier=topK jj-tier=topK:::A man and woman sit on a long bench, watching a boat go by.###gigaword_1305_4.0_YES:::<b><u>The  government is</u></b> proposing$ 708 billion in the fiscal 2011 budget.:::<b><u>The central government is</u></b> proposing$ 708 billion in the fiscal 2011 budget.:::central:::government:::nn-tier=topK jj-tier=topK:::The central government is proposing$ 708 billion in the fiscal 2011 budget.###gigaword_2277_3.0_UNK:::For a time <b><u>the  strategy seemed</u></b> to be working.:::For a time <b><u>the military strategy seemed</u></b> to be working.:::military:::strategy:::nn-tier=topK jj-tier=topK:::For a time the military strategy seemed to be working.###gigaword_2818_4.0_YES:::The bonus element in this ongoing meltdown is Richardson's sudden cornucopia <b><u>of  experience</u></b>.:::The bonus element in this ongoing meltdown is Richardson's sudden cornucopia <b><u>of own experience</u></b>.:::own:::experience:::nn-tier=topK jj-tier=topK:::The bonus element in this ongoing meltdown is Richardson's sudden cornucopia of own experience.###control_me_3_1:::A boy is <b><u>painting</u></b> a house.:::A boy is <b><u>pretending to paint</u></b> a house.:::pretending:::to paint:::JJ NN:::A boy is <b><u>pretending to paint</u></b> a house.###gigaword_2265_3.0_UNK:::<b><u>The  figure represents</u></b> almost one quarter of its workforce.:::<b><u>The popular figure represents</u></b> almost one quarter of its workforce.:::popular:::figure:::nn-tier=topK jj-tier=topK:::The popular figure represents almost one quarter of its workforce.###gutenberg_142_4.0_YES:::Of course it would cost me <b><u>my  life</u></b>.:::Of course it would cost me <b><u>my whole life</u></b>.:::whole:::life:::nn-tier=topK jj-tier=topK:::Of course it would cost me my whole life.###gigaword_1766_4.0_YES:::A mix of stores <b><u>found  business challenging</u></b> during the month.:::A mix of stores <b><u>found serious business challenging</u></b> during the month.:::serious:::business:::nn-tier=topK jj-tier=topK:::A mix of stores found serious business challenging during the month."
Determine whether or not sentences are true,Read a some background context and then decide whether or not a sentence is probably true or probably false,"English, language, research","gutenberg_193_3.0_UNK:::Even now she was offering me <b><u>a  piece of</u></b> gingerbread.:::Even now she was offering me <b><u>a little piece of</u></b> gingerbread.:::little:::piece:::nn-tier=topK jj-tier=topK:::Even now she was offering me a little piece of gingerbread.###imagecaptions_2657_3.0_UNK:::Cows are crossing a rural highway and blocking the way of 2 cars and <b><u>a  truck</u></b>.:::Cows are crossing a rural highway and blocking the way of 2 cars and <b><u>a green truck</u></b>.:::green:::truck:::nn-tier=topK jj-tier=topK:::Cows are crossing a rural highway and blocking the way of 2 cars and a green truck.###gutenberg_687_3.0_UNK:::To their dismay <b><u>the  light went</u></b> out.:::To their dismay <b><u>the dim light went</u></b> out.:::dim:::light:::nn-tier=topK jj-tier=topK:::To their dismay the dim light went out.###control_imagecaptions_1152_3:::Man with children near <b><u>a bench in</u></b> a suburban area.:::Man with children near <b><u>a red bench in</u></b> a suburban area.:::red:::bench:::JJ NN:::Man with children near <b><u>a red bench in</u></b> a suburban area.###imagecaptions_1370_3.0_UNK:::An orange on the floor next to <b><u>a  dog</u></b>.:::An orange on the floor next to <b><u>a large dog</u></b>.:::large:::dog:::nn-tier=topK jj-tier=topK:::An orange on the floor next to a large dog.###gigaword_1939_3.0_UNK:::Delegations from <b><u>each  side also</u></b> attended the hearing.:::Delegations from <b><u>each dark side also</u></b> attended the hearing.:::dark:::side:::nn-tier=topK jj-tier=topK:::Delegations from each dark side also attended the hearing.###gigaword_1541_3.5_UNK:::<b><u>Every  piece of</u></b> metal indoors corroded or turned black.:::<b><u>Every little piece of</u></b> metal indoors corroded or turned black.:::little:::piece:::nn-tier=topK jj-tier=topK:::Every little piece of metal indoors corroded or turned black.###imagecaptions_228_3.0_UNK:::A young boy kicking a soccer ball with a young girls in <b><u>the  background</u></b>.:::A young boy kicking a soccer ball with a young girls in <b><u>the colorful background</u></b>.:::colorful:::background:::nn-tier=topK jj-tier=topK:::A young boy kicking a soccer ball with a young girls in the colorful background.###imagecaptions_848_3.0_UNK:::A smiling child wearing <b><u>a  hat and</u></b> sunglasses sits in a car.:::A smiling child wearing <b><u>a black hat and</u></b> sunglasses sits in a car.:::black:::hat:::nn-tier=topK jj-tier=topK:::A smiling child wearing a black hat and sunglasses sits in a car.###argumentation_463_3.0_UNK:::No one had any form of claim<b><u>,  government  or</u></b> boundies on it.:::No one had any form of claim<b><u>, federal government or</u></b> boundies on it.:::federal:::government:::nn-tier=topK jj-tier=topK:::No one had any form of claim, federal government or boundies on it."
