Title,Description,Keywords,source,target,sureAlignments,possAlignments,sourceHighlights,targetHighlights
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",तरक्की की राह पर बढ़ता बिहार -LRB- बिजनेस स्टैण्डर्ड -RRB-,bihar on the path of progress -lrb- business standard -rrb-,0-3 3-1 5-0 6-6 7-7 8-8 9-9,5-0 3-1 1-2 0-3 1-3 2-3 1-4 0-5 6-6 7-7 8-8 9-9,4,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बाबुल की दुआए - विवाह गीत,babul ki duaein - marriage song,0-0 2-2 3-3 4-4 5-5,0-0 0-1 1-1 2-2 3-3 4-4 5-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उत्तर में भूमि प्रायः सर्वत्र उपजाऊ एवं कृषियोग्य है ।,in north &#44; the land is fertile and suited for agriculture .,0-1 1-0 2-4 7-8 8-5 9-11,1-0 0-1 4-3 2-4 8-5 5-6 6-7 6-8 7-8 7-9 7-10 9-11,3,2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मॉस्को,moscow,0-0 0-0 0-0 0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",लंदन,london,0-0 0-0 0-0 0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हनुमान चालीसा -LRB- विकीस्रोत पर -RRB-,hanuman chalisa -lrb- on wikipedia -rrb-,0-0 1-1 2-2 3-4 5-5,0-0 1-1 2-2 3-3 4-3 3-4 5-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उत्तर का पर्वतीय प्रदेश सोमेश्वर श्रेणी का हिस्सा है ।,the mountain region of the north is a part of someshwar range .,0-5 1-3 4-10 6-9 7-8 8-6 9-12,1-3 1-4 0-5 8-6 7-7 7-8 6-9 2-10 3-10 4-10 4-11 5-11 9-12,,0 1 2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",रेल सेवा,rail services,0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार सरकार,bihar government .,0-0 1-1,0-0 1-1 1-2,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",साथ ही राष्ट्रीय राजधानी क्षेत्र में ११२ लाख वाहन हैं ।,the national capital region has 112 lakh vehicles .,1-0 2-1 3-2 4-3 6-5 7-6 8-7 10-8,0-0 1-0 2-1 3-2 4-3 6-4 6-5 7-6 8-7 10-8,5 9,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",रानी ने सफलता पूर्वक इसे विफल कर दिया ।,rani successfully failed it,0-0 5-1,0-0 1-1 2-1 3-1 4-1 5-1 6-1 7-1 5-2 4-3,8,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",ओ दुनिया के रखवाले - भक्ति गीत,oh &#44; protector of the world- devotional song .,0-0 2-3 3-5 5-6 6-7,0-0 3-2 2-3 1-4 3-5 4-5 5-6 6-7,,1 8
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",3000 ई . पूर्व में ये नदी दिल्ली में वर्तमान रिज के पश्चिम में होकर बहती थी ।,before 3000 a.d. &#44; this river was flowing from delhi &amp;apos;s current west area .,0-1 3-0 5-4 6-5 7-9 9-11 11-10 12-12 15-7 16-6 17-14,3-0 0-1 1-1 1-2 2-2 5-4 6-5 16-6 13-7 14-7 15-7 15-8 7-9 11-10 8-11 9-11 10-11 12-12 17-14,4,3 13
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आनन्दकानने ह्यास्मिञ्जङ्गमस्तुलसीतरुः ।,eternal peace rendering writing tulsidas .,1-2 2-5,0-0 1-1 0-2 1-2 1-3 1-4 2-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली का अक्षरधाम मंदिर विश्व में सबसे बड़ा हिन्दू मंदिर परिसर है ।,akshar dham temple premises is the largest hindu temple premises in the world .,2-0 3-2 4-12 5-10 7-6 8-7 9-8 10-9 11-4 12-13,0-0 1-0 2-0 2-1 3-2 10-3 11-4 6-5 6-6 7-6 8-7 9-8 10-9 5-10 4-12 12-13,,11
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1969 - बड़ी मुश्किल है -LRB- फ़िल्म - जीने की राह -RRB-,1969 - there &amp;apos;s too much difficulty -lrb- film - jeene ki rah -rrb-,0-0 1-1 5-7 6-8 7-9 10-12 11-13,0-0 1-1 2-2 3-3 5-7 6-8 7-9 8-10 9-11 10-12 11-13,4,4 5 6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इन लोगों ने कोलकाता को अपनी राजधानी बनाया ।,these people made kolkatta as their capital .,0-0 1-1 3-3 5-5 6-6 7-2 8-7,0-0 1-1 2-2 7-2 3-3 4-4 5-5 6-6 8-7,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हिन्दी,hindi,0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0 0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",अवरोहन,non – sounding,0-2,0-0 0-1 0-2,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",ऐसे ही परिणाम आपसी सहयोग से हम हिन्दी में भी प्राप्त कर सकते है ।,similar results can be obtained in hindi with mutual co-operation .,0-0 2-1 3-8 4-9 5-7 7-6 8-5 10-4 12-2 14-10,0-0 1-0 2-1 11-2 12-2 13-2 11-3 10-4 8-5 7-6 5-7 3-8 4-9 14-10,6 9,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",भगवान शंकर ने उन्हें आदेश दिया कि तुम अपनी भाषा में काव्य रचना करो ।,lord shankar ordered him to write poems in his language .,0-0 1-1 4-2 8-8 9-9 10-7 11-6 14-10,0-0 1-1 2-2 3-2 4-2 5-2 6-2 7-2 3-3 13-5 11-6 10-7 8-8 9-9 14-10,12,4
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",जून के अंत तक नमी में वृद्धि होती है जो पूर्व मॉनसून वर्षा लाती हैं ।,humidity increases by the end of june &#44; which brings the monsoon rains .,0-6 1-5 2-4 4-0 9-8 12-12 15-13,4-0 4-1 3-2 1-3 2-4 1-5 0-6 9-8 10-10 11-11 11-12 12-12 13-12 14-12 15-13,5 6 7 8,7 9
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली के कुतुब परिसर में सबसे भव्य स्थापत्य कुतुब मिनार है ।,in the kutub area of delhi &#44; the most magnificient architecture is the kutub minar .,0-5 1-4 4-0 8-13 10-11 11-15,4-0 2-2 3-3 1-4 0-5 10-11 5-13 6-13 7-13 8-13 9-13 9-14 11-15,,1 6 7 8 9 10 12
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली में मानसून के आगमन की औसत तिथि २९ जून होती है ।,in delhi the average date of arrival of monsoon is 29 june .,0-1 1-0 2-8 3-7 4-6 6-3 7-4 8-10 9-11 11-9 12-12,1-0 0-1 5-2 6-3 7-4 3-5 4-6 3-7 2-8 10-8 11-9 8-10 9-11 12-12,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",रोला रामायण,rola ramayana,0-0 1-1 0-0 1-1 0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",व्यक्तिगत जीवन,personal life,0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",यहाँ बोली जाने वाली मुख्य भाषायें है : हिन्दी पंजाबी उर्दू और अंग्रेज़ी ।,the main languages spoken here are : hindi &#44; punjabi &#44; urdu and english .,0-4 1-3 4-1 5-2 7-6 8-7 9-9 10-11 11-12 12-13 13-14,3-0 4-1 5-2 1-3 2-3 0-4 6-5 7-6 8-7 9-9 10-11 11-12 12-13 13-14,,8 10
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1857 के प्रथम सिपाही विद्रोह में बिहार के बाबू कुंवर सिंह ने महत्वपूर्ण भूमिका निभाई ।,babu kunwar singh of bihar played an important role in first sepoy mutiny of 1857,0-14 1-13 2-10 5-9 6-4 7-3 9-1 10-2 12-7 13-8,8-0 8-1 9-1 10-2 7-3 6-4 14-5 13-6 12-7 13-8 14-8 15-8 5-9 2-10 3-11 4-12 1-13 0-14,11,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",वे दल बाँधकर तुलसीदासजी की निन्दा करने लगे और उस पुस्तकको नष्ट कर देनेका प्रयत्न करने लगे ।,they changed parties and started criticizing tulsidas and also tried to destroy that book .,0-0 1-2 2-5 3-6 13-11 17-14,0-0 2-1 1-2 12-3 7-4 2-5 3-6 8-7 10-8 14-9 14-10 13-11 14-11 15-11 16-11 9-12 17-14,4 5 6 11,13
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",भारतीय प्राद्यौगिकी संस्थान पटना,indian institute of technology &#44; patna,0-0 1-1 3-5 0-0 1-1 3-5,0-0 1-1 2-1 1-2 1-3 2-4 3-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",-RRB- - १६२३ -RSB- एक महान कवि थे ।,-rrb- 1623 -rsb- was a great poet,0-0 2-1 3-2 4-4 5-5 6-6,0-0 1-1 2-1 3-2 7-3 4-4 5-5 6-6,8,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",जलवायु भूगोल और जनसांख्यिकी,climate &#44; geography and population,0-0 1-2 2-3 3-4 0-0 1-2 2-3 3-4,0-0 1-2 2-3 3-4,,1
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके बाद रफ़ी के गायक जीवन का अवसान आरंभ हुआ ।,rafi &amp;apos;s career as a singer started to decline hereafter .,2-0 3-1 4-5 7-9 10-10,2-0 3-1 4-4 4-5 8-6 7-7 7-8 7-9 8-9 9-9 10-10,0 1 5 6,2 3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कालकाजी डिफेन्स कालोनी हौज खास,kalkaji &#44; defence colony &#44; hauz khas,0-0 2-3 4-6,0-0 1-0 0-1 1-2 2-3 3-4 3-5 4-6,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",उन्होने मोहम्मद रफ़ी को अपने लिए गाने का न्यौता दिया ।,he invited mohammad rafi for singing .,0-0 1-2 2-3 8-5 10-6,0-0 3-1 1-2 2-3 8-4 6-5 7-5 8-5 9-5 10-6,4 5,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",अन्य भाषाएं,other languages,0-0 1-1 0-0 1-1 0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",जिलों को क्रमश : 101 अनुमंडलों 534 प्रखंडों 8471 पंचायतों 45103 गाँवों में बाँटा गया है ।,district respectively mondale 101 &#44; 534 preplanned &#44; 8471 panchito &#44; o 45 103 villages were divided into,8-9,0-6 1-6 2-6 3-6 4-6 5-7 5-8 6-8 8-8 7-9 8-9 9-9 10-9 11-9 8-10 8-11 9-12 10-13 11-14 14-15 13-16 12-17,15 16,0 1 2 3 4 5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार भारत का एक राज्य है ।,bihar is a state of india .,0-0 1-5 2-4 3-2 4-3 5-1 6-6,0-0 5-1 3-2 4-3 2-4 1-5 6-6,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",यहाँ की शिक्षा संस्थाओं में विद्यार्थी भारत के सभी भागों से आते हैं ।,students come from all parts of india in the educational institutes here .,0-11 1-8 2-9 3-10 4-7 6-6 7-5 8-3 9-4 10-2 11-1 13-12,5-0 11-1 12-1 10-2 8-3 9-4 7-5 6-6 4-7 1-8 2-9 3-10 0-11 13-12,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहार : प्रमुख ऎतिहासिक स्थल,bihar : main historical place .,0-0 1-1 2-2 3-3 4-4,0-0 1-1 2-2 3-3 4-4 4-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",जानकी-मंगल,janki-mangal,0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हनुमान ‌ जी से मिलकर तुलसीदासजी ने उनसे श्रीरघुनाथजी का दर्शन कराने की प्रार्थना की ।,after meeting hanumanji tulsidas prayed him so that hanumana can arrange to meet shree raghunathji .,0-2 5-3 8-14 15-15,0-2 1-2 2-2 4-2 5-3 9-8 10-9 11-11 8-12 6-13 8-13 7-14 8-14 15-15,3 12 13 14,0 1 4 5 6 7 10
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",काशी में तुलसीदासजी रामकथा कहने लगे ।,tulsidasji started narrating story of rama in kashi .,0-7 1-6 2-0 3-2 6-8,2-0 5-1 3-2 4-2 5-2 3-3 4-4 3-5 1-6 0-7 6-8,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",वे मूर्छत हनुमान को गोद में लिये उदास बैठे थे ।,he was sitting in gloom taking unconscious hanuman in his lap .,0-0 2-7 4-10 5-8 10-11,0-0 1-1 1-2 1-6 2-7 5-8 4-9 3-10 4-10 6-10 7-10 8-10 9-10 10-11,,3 4 5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",तब पुस्तक की परीक्षा का एक उपाय और सोचा गया ।,the book and thought the test was a measure of,1-1 5-7 6-8 7-2 8-3 9-6,0-0 1-1 7-2 8-3 2-4 3-5 9-6 10-6 5-7 6-8 4-9,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",गोस्वामी तुलसीदास -LSB- १४९७ -LRB- १५३२ ?,goswami tulsidas -lsb- 2497 -lrb- 2532 ?,0-0 1-1 2-2 3-3 4-4 5-5 6-6,0-0 1-1 2-2 3-3 4-4 5-5 6-6,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आशा भोंसले,asha bhosle,1-1,0-0 1-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मनेरशरीफ : सूफी संत हज़रत याहया खाँ मनेरी की दरगाह्,the dargah of sufi saint hazrat misri .,2-3 3-4 4-5 5-6,0-0 0-1 1-2 2-3 3-4 4-5 5-6 6-6 7-6 9-7,8,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कुंडलिया रामायण,kundali ramayana,0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दहेज के लिए विवाह का टूटना या बहू की प्रताड़्ना समाचार की सुर्खियाँ बनती है ।,due to dowry breakage of marriage or torture of the bride becomes headlines of news .,0-2 3-5 5-3 6-6 7-7 8-8 10-14 11-13 12-12 15-15,0-0 1-1 2-1 0-2 5-3 4-4 3-5 6-6 7-7 8-8 8-9 9-10 9-11 14-11 12-12 13-12 11-13 10-14 15-15,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हनुमानजी के पराक्रम की असंख्य गाथाएं प्रचलित हैं ।,there are many stories on hanumanji,0-5 7-1,8-0 7-1 2-2 5-3 4-4 0-5,1 3 6,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",आठवें दिन तुलसीदासजी को स्वप्न हुआ ।,on eighth day tulsidasji had a dream .,0-1 1-2 2-3 6-7,0-0 0-1 1-2 2-3 3-4 4-4 4-5 4-6 6-7,5,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली के जिले,districts of delhi .,0-2 1-1 2-0,2-0 1-1 0-2,,3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",झाँसी १८५७ के संग्राम का एक प्रमुख केन्द्र बन गया जहाँ हिंसा भड़क उठी ।,jhansi became the hub of 1857 struggle &#44; where violence flare up .,0-0 1-5 3-6 7-3 8-1 10-8 11-9 12-10 14-12,0-0 8-1 9-1 4-2 6-2 5-3 6-3 7-3 2-4 1-5 3-6 10-8 11-9 12-10 13-10 12-11 14-12,,7
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",रामचरितमानस -LRB- हिन्दी अर्थ के साथ -RRB-,ramcharitamanas -lrb- with hindi meaning -rrb-,0-0 1-1 2-3 3-4 5-2 6-5,0-0 1-1 5-2 2-3 3-4 6-5,4,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इस जातिवाद के दौर की एक ख़ास देन है - अपना उपनाम बदलना ।,one result of this caste system is seen in changing of their names by people .,0-3 1-4 8-6 13-15,5-0 6-1 4-2 0-3 1-4 8-6 7-7 2-8 12-12 12-13 12-14 13-15,3 9 10 11,5 9 10 11
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",जर्मन भाषा के विकिपीडिया को डीवीडी में भी वितरित किया गया है ।,the wikipedia of german language has distributed in dvds also .,0-3 1-4 2-2 3-1 5-8 6-7 7-9 12-10,2-0 4-0 3-1 2-2 0-3 1-4 11-5 6-7 5-8 8-8 9-8 10-8 7-9 12-10,,6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसका पहला चरण वर्ष २००६ में पूरा हो चुका है ।,the first phase was completed in the year 2006 .,1-1 2-2 3-7 4-8 5-5 6-4 10-9,0-0 1-1 2-2 6-3 6-4 7-4 8-4 5-5 6-6 3-7 4-8 9-9 10-9,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसकी अधिकतम ऊंचाई ३१८ मी . -LRB- १०४३ फी . -RRB- तक जाती है ।,it &amp;apos;s maximum height is 318m -lrb- 1043 feet -rrb-,3-5 6-6 7-7 10-9 13-4,0-0 14-3 13-4 1-5 2-5 3-5 4-5 6-6 5-7 7-7 8-7 9-7 8-8 10-9,11 12,1 2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",गंगा नदी राज्य के लगभग बीचों-बीच बहती है ।,river ganga flows nearly in the middle of the state .,0-1 1-0 2-9 3-7 4-3 6-2 8-10,1-0 0-1 5-2 6-2 4-3 5-4 5-5 5-6 3-7 3-8 2-9 7-10 8-10,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली के विकास के साथ-साथ यहाँ शिक्षा का भी तेजी से विकास हुआ है ।,along with the development of delhi &#44; there has been a rapid development of education here .,0-5 1-4 2-3 5-15 6-14 7-13 9-11 11-12 13-8 14-16,4-0 3-1 1-2 2-3 1-4 0-5 8-7 13-8 9-11 12-11 11-12 7-13 6-14 5-15 14-16,10,6 9 10
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",संवत् ‌ १६३३ के मार्गशीर्ष शुक्लपक्ष में रामविवाहके दिन सातों काण्ड पूर्ण हो गये ।,year 1633 in margashisya shukalpaksh rams wedding ceremony was completed with sevaen rituals .,2-1 6-2 14-13,0-0 0-1 1-1 2-1 4-1 5-1 6-2 5-3 7-3 8-3 5-4 9-4 10-4 11-4 5-5 13-8 12-11 14-13,3,6 7 9 10 12
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",जे एन यू प्रशासनिक भवनthumb -PIPE-,administrative block jnu -lrb- thumb -rrb-,0-2,3-0 4-1 0-2 1-2 2-2 3-2 4-2 4-3 4-4 5-4 4-5,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",वाल्मीकीय रामायण प्रकाशक : देहाती पुस्तक भंडार दिल्ली,valmiki &amp;apos;s ramayan &#44; publisher : dehati book store &#44; delhi,0-0 1-2 2-4 3-5 4-6 5-7 6-8 7-10,0-0 0-1 1-2 2-3 2-4 3-5 4-6 5-7 6-8 7-10,,9
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हनुमान चालीसा,cute hanuman,0-1 1-0,1-0 0-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1965 में उन्हें भारत सरकार ने पद्मश्री पुरस्कार से नवाजा ।,he was honoure by indian government with padmashri in 1965,0-9 1-8 3-4 4-5 6-2,6-1 5-2 6-2 7-2 6-3 3-4 4-5 8-6 2-7 1-8 0-9,9 10,0
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",नई दिल्ली में महरौली में गुप्तकाल में निर्मित लौहस्तंभ है ।,in mehrouli &#44; new delhi &#44; there is a metallic pillar built in the guptas &amp;apos; era .,0-3 1-4 3-1 9-7 10-17,2-0 4-0 2-1 3-1 5-1 3-2 0-3 1-4 9-7 8-8 8-9 8-10 7-11 6-12 10-17,,5 6 13 14 15 16
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बिहारी खबर,bihari news,0-0 1-1,0-0 1-1,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",सुपर-३०,super-60,0-0,0-0,,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",विकिपीडिया में स्वचालित अनुवाद का स्पष्ट निषेध है हालांकि निपुण लोगों द्वारा अनुवाद का स्वागत भी होता है ।,wikipedia logo by automatic translation of a clear prohibition accomplished though the translation is welcome,0-0 2-3 3-4 4-5 5-7 6-8 8-10 11-2 12-12 14-14 17-13,0-0 10-1 11-2 2-3 3-4 4-5 4-6 5-7 6-8 6-9 8-10 12-12 17-13 13-14 14-14 15-14 16-14 18-14,1 7 9,11
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",विश्व की सबसे बड़ी पर्यावरण सहयोगी बस-सेवा प्रदान करता है ।,world &amp;apos;s largest environmental friendly bus service is provided .,0-0 3-2 4-3 6-4 9-7 10-9,0-0 1-1 2-1 3-2 4-3 5-4 6-4 7-4 8-4 6-5 6-6 9-7 10-9,,8
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",राजेन्द्र कुमार दिलीप कुमार और धर्मेन्द्र तो मानते ही नहीं थे कि कोई और गायक उनके लिए गाए ।,rajendra kumar &#44; dilip kumar and dharmendra would not agree for any other sing to sing for them .,0-0 1-1 2-3 3-4 4-5 5-6 9-8 12-11 16-10 18-18,0-0 1-1 2-3 3-4 4-5 5-6 6-6 7-6 8-6 5-7 9-8 16-10 12-11 13-12 14-12 14-13 16-16 17-17 18-18,10 11 15,2 9 14 15
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",भारत के विभाजन के समय पाकिस्तान से एक बहुत बड़ी संख्या में लोग आकर दिल्ली में बसने लगे ।,during india &amp;apos;s partition &#44; a large number of people migrated from pakistan and settled in delhi .,0-1 1-2 2-3 5-12 7-5 9-6 10-7 14-16 15-15 16-14 18-17,4-0 0-1 1-2 2-3 7-5 8-6 9-6 10-7 3-8 12-9 6-11 5-12 13-13 16-14 17-14 15-15 14-16 18-17,11,4 10
