Title,Description,Keywords,source,target,sureAlignments,possAlignments,sourceHighlights,targetHighlights,Answer.activeTime,Answer.comment,Answer.endTime,Answer.possAlignments,Answer.sourceHighlights,Answer.startTime,Answer.submit,Answer.sureAlignments,Answer.targetHighlights
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",1961 - तेरी प्यारी प्यारी सूरत को -LRB- फ़िल्म - ससुराल -RRB- - विजित,1961 - your lovely face unto -lrb- film - sasuraal -rrb-,0-0 1-1 7-6 8-7 10-9 12-8,0-0 1-1 2-2 3-3 5-4 7-6 8-7 9-8 12-8 10-9 13-9 11-10,4 6,5,17439.0,,1395228643889.0,0-0 1-1 5-4 7-6 8-7 9-8 10-9 11-10 12-8 13-9,unchanged,1395228626450.0,Submit,0-0 1-1 2-2 3-3 7-6 8-7 10-9 12-8,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली लगभग पूर्णतया गांगेय क्षेत्र में स्थित है ।,delhi is almost completely located in the gangetic area .,0-0 1-2 3-7 4-8 5-5 6-4 7-1 8-9,0-0 7-1 1-2 2-3 6-4 5-5 2-6 3-7 4-8 8-9,,,33940.0,,1395334063762.0,0-0 1-2 3-7 4-8 5-5 6-4 7-1 8-9,unchanged,1395334029822.0,Submit,0-0 1-2 2-3 3-7 4-8 5-5 6-4 7-1 8-9,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली लगभग पूर्णतया गांगेय क्षेत्र में स्थित है ।,delhi is almost completely located in the gangetic area .,0-0 1-2 3-7 4-8 5-5 6-4 7-1 8-9,0-0 7-1 1-2 2-3 6-4 5-5 2-6 3-7 4-8 8-9,,,84032.0,,1395274865615.0,0-0 1-2 3-7 4-8 5-5 6-4 7-1 8-9,,1395274781583.0,Submit,0-0 1-2 2-3 3-7 4-8 5-5 6-4 7-1 8-9,6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इस काशीरूपी आनन्दवन में तुलसीदास चलता-फिरता तुलसी का पौधा है ।,in this kashi like anand van tulsidas is a mobile plant of tulsi .,0-1 2-5 3-0 6-12 7-11 10-13,3-0 0-1 1-2 1-4 2-5 9-7 8-10 7-11 4-12 5-12 6-12 10-13,,3 6 8 9,49613.0,,1395381072570.0,0-1 2-5 3-0 6-12 7-11 10-13,,1395379399497.0,Submit,0-1 1-2 1-3 2-4 2-5 3-0 4-6 5-9 6-12 7-11 8-10 9-7 10-13,8
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इस काशीरूपी आनन्दवन में तुलसीदास चलता-फिरता तुलसी का पौधा है ।,in this kashi like anand van tulsidas is a mobile plant of tulsi .,0-1 2-5 3-0 6-12 7-11 10-13,3-0 0-1 1-2 1-4 2-5 9-7 8-10 7-11 4-12 5-12 6-12 10-13,,3 6 8 9,75998.0,,1395397533897.0,0-1 1-3 2-5 3-0 6-12 7-11 9-8 10-13,unchanged,1395397457899.0,Submit,0-1 1-2 2-4 3-0 4-6 5-9 6-12 7-11 8-10 9-7 10-13,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हवाई यातायात द्वारा दिल्ली इन्दिरा गांधी अन्तरराष्ट्रीय विमानस्थल से पूरे विश्व से जुड़ा है ।,by way of air travel &#44; delhi indira gandhi international airport is connected to the whole world .,1-4 2-0 3-6 4-7 5-8 6-9 7-10 9-15 10-16 12-12 13-11 14-17,2-0 1-1 0-3 1-4 3-6 4-7 5-8 6-9 7-10 13-11 11-12 12-12 8-13 12-13 9-14 9-15 10-16 14-17,,2 5,74319.0,,1395334094594.0,1-4 2-0 3-6 4-7 5-8 6-9 7-10 8-13 9-15 10-16 11-12 12-12 12-13 13-11 14-17,,1395334020275.0,Submit,0-3 1-4 2-0 3-6 4-7 5-8 6-9 7-10 9-15 10-16 12-12 13-11 14-17,1 2 5 14
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",हवाई यातायात द्वारा दिल्ली इन्दिरा गांधी अन्तरराष्ट्रीय विमानस्थल से पूरे विश्व से जुड़ा है ।,by way of air travel &#44; delhi indira gandhi international airport is connected to the whole world .,1-4 2-0 3-6 4-7 5-8 6-9 7-10 9-15 10-16 12-12 13-11 14-17,2-0 1-1 0-3 1-4 3-6 4-7 5-8 6-9 7-10 13-11 11-12 12-12 8-13 12-13 9-14 9-15 10-16 14-17,,2 5,129972.0,,1395266474514.0,1-4 3-6 4-7 5-8 6-9 7-10 8-14 9-15 10-16 12-12 13-11 14-17,,1395266344542.0,Submit,0-3 1-4 2-0 2-1 2-2 3-6 4-7 5-8 6-9 7-10 8-13 9-15 10-16 11-13 12-12 13-11 14-17,5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",प्राकृत जैनशास्त्र एवं अहिंसा संस्थान वैशाली,prakrit jainshastra and non-violence institute &#44; vaishali .,0-0 1-1 3-3 4-4 5-6,0-0 1-1 2-1 2-2 3-3 4-4 5-5 5-6 5-7,,,25261.0,,1395294393171.0,0-0 1-1 3-3 4-4 5-6,,1395294367910.0,Submit,0-0 1-1 2-2 3-3 4-4 5-6,5 7
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",प्राकृत जैनशास्त्र एवं अहिंसा संस्थान वैशाली,prakrit jainshastra and non-violence institute &#44; vaishali .,0-0 1-1 3-3 4-4 5-6,0-0 1-1 2-1 2-2 3-3 4-4 5-5 5-6 5-7,,,134323.0,,1395292520166.0,0-0 1-1 3-3 4-4 5-6,,1395292385843.0,Submit,0-0 1-1 2-2 3-3 4-4 5-6,5 7
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",छप्पय रामायण,chappay ramayan,0-0 1-1,0-0 1-1,,,,Nicely done by computer,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",छप्पय रामायण,chappay ramayan,0-0 1-1,0-0 1-1,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके बाद जुळाई से यहां मॉनसून की हवाएं चलती हैं जो अच्छी वर्षा लाती हैं ।,then here from july onwards &#44; the monsoon winds start in &#44; which brings good rains .,3-2 8-8 10-12 11-14 12-15 15-16,0-0 4-1 3-2 2-3 2-4 6-6 5-7 5-8 6-8 7-8 8-8 9-8 7-9 6-10 10-12 11-14 12-15 13-15 14-15 15-16,1,5 11 13,262046.0,,1395408705362.0,1-0 2-4 2-5 5-6 6-7 8-10 8-11 9-9 10-12 11-14 12-15 14-13 15-16,unchanged,1395408443316.0,Submit,0-0 2-3 3-2 4-1 5-7 7-8 8-9 10-12 11-14 12-15 13-13 15-16,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसके बाद जुळाई से यहां मॉनसून की हवाएं चलती हैं जो अच्छी वर्षा लाती हैं ।,then here from july onwards &#44; the monsoon winds start in &#44; which brings good rains .,3-2 8-8 10-12 11-14 12-15 15-16,0-0 4-1 3-2 2-3 2-4 6-6 5-7 5-8 6-8 7-8 8-8 9-8 7-9 6-10 10-12 11-14 12-15 13-15 14-15 15-16,1,5 11 13,212074.0,,1395333747873.0,0-0 1-1 1-2 4-1 6-6 10-12 11-14 12-15 14-13 15-16,,1395333535799.0,Submit,2-3 3-4 5-7 7-8 8-9 10-12 11-14 12-15 13-13 15-16,5 10 11
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इस पर तुलसीदासजी चित्रकूट की ओर चल पड़े ।,to this &#44; tulsidasji went towards chitrakut .,0-1 2-3 3-6 5-5 8-7,0-1 2-3 1-4 6-4 4-5 5-5 3-6 7-6 8-7,,0 2,174827.0,,1395304000008.0,0-1 2-3 3-6 4-5 5-5 7-4 8-7,1,1395303825181.0,Submit,0-1 2-3 3-6 5-5 6-4 8-7,0 2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इस पर तुलसीदासजी चित्रकूट की ओर चल पड़े ।,to this &#44; tulsidasji went towards chitrakut .,0-1 2-3 3-6 5-5 8-7,0-1 2-3 1-4 6-4 4-5 5-5 3-6 7-6 8-7,,0 2,53184.0,,1395313977278.0,0-1 2-3 3-6 4-5 5-5 7-4 8-7,1,1395313924094.0,Submit,0-1 2-3 3-6 5-5 6-4 8-7,0 2
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली उत्तर-दक्षिण में अधिकतम है और पूर्व-पश्चिम में अधिकतम चौड़ाई है ।,delhi north - south and east and policies maximum - the maximum width is psri,0-0 9-14,0-0 1-1 1-2 1-3 5-4 3-11 9-12 10-13 6-14 7-14 8-14 9-14 10-14 11-14,2 4,5 6 7 8 9 10,169587.0,,1395267977858.0,0-0 6-5 8-10,2 4,1395267808271.0,Submit,0-0 1-1 1-2 1-3 3-8 5-4 8-11 9-12 10-13,6 7 9 14
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली उत्तर-दक्षिण में अधिकतम है और पूर्व-पश्चिम में अधिकतम चौड़ाई है ।,delhi north - south and east and policies maximum - the maximum width is psri,0-0 9-14,0-0 1-1 1-2 1-3 5-4 3-11 9-12 10-13 6-14 7-14 8-14 9-14 10-14 11-14,2 4,5 6 7 8 9 10,270953.0,,1395322595318.0,0-0 11-14,2 4 6,1395322324365.0,Submit,0-0 1-1 1-2 1-3 3-8 5-4 8-11 9-12 10-13,5 6 7 9 10 14
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इस दिन पतंगों को स्वतंत्रता का प्रतीक माना जाता है ।,kites are considered as the symbal of independence this day .,0-8 1-9 2-0 4-7 5-6 6-5 7-2 10-10,2-0 3-0 2-1 9-1 7-2 8-2 7-3 5-4 6-5 5-6 4-7 0-8 1-9 10-10,,,57116.0,,1395317716463.0,0-8 1-9 2-0 3-1 4-7 5-6 6-5 7-2 7-3 8-2 9-1 10-10,,1395317659347.0,Submit,0-8 1-9 2-0 4-7 5-6 6-5 7-2 10-10,4
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इस दिन पतंगों को स्वतंत्रता का प्रतीक माना जाता है ।,kites are considered as the symbal of independence this day .,0-8 1-9 2-0 4-7 5-6 6-5 7-2 10-10,2-0 3-0 2-1 9-1 7-2 8-2 7-3 5-4 6-5 5-6 4-7 0-8 1-9 10-10,,,17229.0,,1395339897696.0,0-8 1-9 2-0 3-0 4-7 5-4 5-6 6-5 7-2 7-3 8-2 9-1 10-10,unchanged,1395339880467.0,Submit,0-8 1-9 2-0 4-7 5-6 6-5 7-2 10-10,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",भक्त कवियों की सूची,list of devotional poets,0-2 1-3 2-1 3-0 0-2 1-3 2-1 3-0,3-0 2-1 0-2 1-3,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",भक्त कवियों की सूची,list of devotional poets,0-2 1-3 2-1 3-0 0-2 1-3 2-1 3-0,3-0 2-1 0-2 1-3,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मोहम्मद रफ़ी का जन्म 24 दिसम्बर 1924 को अमृतसर के पास कोटला सुल्तान सिंह में हुआ था ।,mohammad rafi was born on 24th december 1924 in kotala sultan sinh which is near amritsar .,0-0 1-1 3-3 4-5 5-6 6-7 8-15 11-9 12-10 13-11 14-8 17-16,0-0 1-1 3-2 2-3 3-3 4-4 4-5 5-6 6-7 7-7 14-8 10-9 11-9 12-10 13-11 9-14 8-15 16-15 17-16,15,12 13,263528.0,,1395319273323.0,0-0 1-1 2-3 3-3 4-5 5-6 6-7 8-15 9-14 11-9 12-10 13-11 14-8 15-2 16-15 17-16,,1395319009795.0,Submit,0-0 1-1 3-3 4-5 5-6 6-7 7-4 8-15 10-14 11-9 12-10 13-11 14-8 16-2 17-16,12 13
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मोहम्मद रफ़ी का जन्म 24 दिसम्बर 1924 को अमृतसर के पास कोटला सुल्तान सिंह में हुआ था ।,mohammad rafi was born on 24th december 1924 in kotala sultan sinh which is near amritsar .,0-0 1-1 3-3 4-5 5-6 6-7 8-15 11-9 12-10 13-11 14-8 17-16,0-0 1-1 3-2 2-3 3-3 4-4 4-5 5-6 6-7 7-7 14-8 10-9 11-9 12-10 13-11 9-14 8-15 16-15 17-16,15,12 13,184338.0,,1395322950328.0,0-0 1-1 2-3 3-3 4-4 4-5 5-6 6-7 7-7 8-15 10-14 11-9 12-10 13-11 14-8 15-2 16-2 17-16,,1395322765990.0,Submit,0-0 1-1 3-3 4-5 5-6 6-7 8-15 11-9 12-10 13-11 14-8 17-16,12 13
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली में हुमायूँ का मकबरा मुगल स्थापत्य कला का एक उत्कृष्ट उदाहरण है ।,the tomb of hamayun is an excellent example of mughal architecture .,2-3 3-2 4-1 5-9 6-10 8-8 9-5 10-6 11-7 12-4 13-11,4-1 3-2 0-3 1-3 2-3 12-4 9-5 10-6 11-7 8-8 5-9 6-10 7-10 13-11,,0,131543.0,,1395337221576.0,2-3 3-2 4-1 5-9 6-10 7-10 8-8 9-5 10-6 11-7 12-4 13-11,0 1,1395337090033.0,Submit,2-3 3-2 4-1 5-9 6-10 8-8 9-5 10-6 11-7 12-4 13-11,0
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",दिल्ली में हुमायूँ का मकबरा मुगल स्थापत्य कला का एक उत्कृष्ट उदाहरण है ।,the tomb of hamayun is an excellent example of mughal architecture .,2-3 3-2 4-1 5-9 6-10 8-8 9-5 10-6 11-7 12-4 13-11,4-1 3-2 0-3 1-3 2-3 12-4 9-5 10-6 11-7 8-8 5-9 6-10 7-10 13-11,,0,69866.0,,1395229199212.0,1-0 2-3 3-2 4-1 5-9 6-10 7-10 8-8 9-5 10-6 11-7 12-4 13-11,,1395229129346.0,Submit,0-11 2-3 3-2 4-1 5-9 6-10 8-8 9-5 10-6 11-7 12-4 13-11,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कनाट प्लेस संसद मार्ग चाणक्य पुरी,connaught place &#44; sansad marg &#44; chanakya puri,0-0 4-6 5-7 0-0 4-6 5-7,0-0 1-0 1-1 1-2 0-3 2-3 0-4 3-4 1-5 4-6 5-7,,,34976.0,,1395283255887.0,0-0 4-6 5-7,,1395283220911.0,Submit,0-0 1-1 2-3 3-4 4-6 5-7,2 5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",कनाट प्लेस संसद मार्ग चाणक्य पुरी,connaught place &#44; sansad marg &#44; chanakya puri,0-0 4-6 5-7 0-0 4-6 5-7,0-0 1-0 1-1 1-2 0-3 2-3 0-4 3-4 1-5 4-6 5-7,,,36410.0,,1395269313965.0,0-0 4-6 5-7,,1395269277555.0,Submit,0-0 1-1 2-3 3-4 4-6 5-7,2 5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मनु ने बचपन में शास्त्रों की शिक्षा के साथ शस्त्रों की शिक्षा भी ली ।,in childhood manu also studied about weapons alongwith various sciences,0-2 2-1 3-0 9-9 12-3,3-0 2-1 0-2 1-2 12-3 9-4 9-5 9-6 7-7 8-7 9-7 9-8 9-9 10-9 11-9,4 5 6 13 14,,93793.0,,1395317604261.0,0-2 2-1 3-0 4-8 10-9 11-9 12-3 13-4,1 14,1395317510468.0,Submit,0-2 2-1 3-0 4-9 5-5 6-4 7-7 8-7 9-6 10-5 11-4 12-3,
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मनु ने बचपन में शास्त्रों की शिक्षा के साथ शस्त्रों की शिक्षा भी ली ।,in childhood manu also studied about weapons alongwith various sciences,0-2 2-1 3-0 9-9 12-3,3-0 2-1 0-2 1-2 12-3 9-4 9-5 9-6 7-7 8-7 9-7 9-8 9-9 10-9 11-9,4 5 6 13 14,,194945.0,,1395233458400.0,0-2 1-2 2-1 3-0 5-5 7-7 8-7 11-4 11-9 12-3 13-3,14,1395233263455.0,Submit,0-2 2-1 3-0 4-9 6-4 9-6 12-3,8
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",यातायात सुविधाएं,traffic facilities,0-0 1-1,0-0 1-1,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",यातायात सुविधाएं,traffic facilities,0-0 1-1,0-0 1-1,,,,Nicely done by computer,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",अब यह विकिमीडिया फाउन्डेशन द्वारा संचालित है जो एक गैर-लाभकारी संस्था है ।,now it is being managed by wikimedia foundation which is a nor-profit organization .,0-0 1-1 2-6 6-2 7-8 8-10 9-11 11-9 12-13,0-0 1-1 6-2 4-5 2-6 3-6 4-6 5-6 3-7 7-8 11-9 8-10 9-11 10-11 10-12 12-13,,3 4,55413.0,,1395308703437.0,0-0 1-1 2-6 6-2 7-8 8-10 9-11 11-9 12-13,,1395308648024.0,Submit,0-0 1-1 2-6 3-7 4-5 5-4 6-2 7-8 8-10 9-11 10-12 11-9 12-13,3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",अब यह विकिमीडिया फाउन्डेशन द्वारा संचालित है जो एक गैर-लाभकारी संस्था है ।,now it is being managed by wikimedia foundation which is a nor-profit organization .,0-0 1-1 2-6 6-2 7-8 8-10 9-11 11-9 12-13,0-0 1-1 6-2 4-5 2-6 3-6 4-6 5-6 3-7 7-8 11-9 8-10 9-11 10-11 10-12 12-13,,3 4,41583.0,,1395379365169.0,0-0 1-1 2-6 6-2 7-8 8-10 9-11 11-9 12-13,,1395377678450.0,Submit,0-0 1-1 2-6 3-7 4-5 5-4 6-2 7-8 8-10 9-11 10-12 11-9 12-13,3
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",शादी-विवाह,marriages,0-0,0-0,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",शादी-विवाह,marriages,0-0,0-0,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मोहम्मद रफ़ी एक बहुत ही समर्पित मुस्लिम व्यसनों से दूर रहने वाले तथा शर्मीले स्वभाव के आदमी थे ।,mohamed rafiq was the dedicated muslim &#44; living away from bad habits &#44; shy in nature,0-0 1-1 5-4 6-5 9-8 13-13,0-0 1-1 2-1 3-1 4-3 5-4 6-5 10-7 11-7 9-8 8-9 9-9 7-10 7-11 12-12 12-13 13-13 14-13 16-13 17-13 15-14 14-15,18,2 6,208378.0,,1395400293024.0,0-0 1-1 5-3 5-4 6-5 6-6 7-11 7-12 9-8 11-7 12-13 13-13 16-2 18-15,unchanged,1395400084646.0,Submit,0-0 1-1 5-4 6-5 7-10 8-9 9-8 10-7 13-13 14-15 15-14 17-2,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",मोहम्मद रफ़ी एक बहुत ही समर्पित मुस्लिम व्यसनों से दूर रहने वाले तथा शर्मीले स्वभाव के आदमी थे ।,mohamed rafiq was the dedicated muslim &#44; living away from bad habits &#44; shy in nature,0-0 1-1 5-4 6-5 9-8 13-13,0-0 1-1 2-1 3-1 4-3 5-4 6-5 10-7 11-7 9-8 8-9 9-9 7-10 7-11 12-12 12-13 13-13 14-13 16-13 17-13 15-14 14-15,18,2 6,144033.0,,1395228843093.0,0-0 1-1 2-3 3-1 4-3 5-4 6-5 7-10 7-11 8-9 9-8 9-9 10-7 11-7 12-12 12-13 13-13 14-13 14-15 15-14 16-13 17-13,18,1395228699060.0,Submit,0-0 1-1 5-4 6-5 9-8 13-13 17-2,6
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बुंदेलखंड दर्शन डोट कॉम,bundelkhand darshan dot com,0-0 1-1 3-3,0-0 1-1 2-2 3-3,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बुंदेलखंड दर्शन डोट कॉम,bundelkhand darshan dot com,0-0 1-1 3-3,0-0 1-1 2-2 3-3,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",पंजाबी और मुगलई खान पान जैसे कबाब और बिरयानी दिल्ली के कई भागों में प्रसिद्ध हैं ।,punjabi and muglai food like kabab and biryani is famous in many parts of delhi .,0-0 1-1 2-2 5-4 6-5 7-6 8-7 9-14 10-13 11-11 12-12 13-10 14-9 15-8 16-15,0-0 1-1 2-2 3-2 4-2 3-3 5-4 6-5 7-6 8-7 15-8 14-9 13-10 11-11 12-12 10-13 9-14 16-15,,,90705.0,,1395387214877.0,0-0 1-1 2-2 4-3 5-4 6-5 7-6 8-7 9-14 10-13 11-11 12-12 13-10 14-9 15-8 16-15,unchanged,1395387124172.0,Submit,0-0 1-1 2-2 3-3 5-4 6-5 7-6 8-7 9-14 10-13 11-11 12-12 13-10 14-9 15-8 16-15,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",पंजाबी और मुगलई खान पान जैसे कबाब और बिरयानी दिल्ली के कई भागों में प्रसिद्ध हैं ।,punjabi and muglai food like kabab and biryani is famous in many parts of delhi .,0-0 1-1 2-2 5-4 6-5 7-6 8-7 9-14 10-13 11-11 12-12 13-10 14-9 15-8 16-15,0-0 1-1 2-2 3-2 4-2 3-3 5-4 6-5 7-6 8-7 15-8 14-9 13-10 11-11 12-12 10-13 9-14 16-15,,,14625.0,,1395380003484.0,0-0 1-1 2-2 4-3 5-4 6-5 7-6 8-7 9-14 10-13 11-11 12-12 13-10 14-9 15-8 16-15,unchanged,1395379988859.0,Submit,0-0 1-1 2-2 3-3 5-4 6-5 7-6 8-7 9-14 10-13 11-11 12-12 13-10 14-9 15-8 16-15,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बाहरी कडियाँ,external links,0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1,0-0 1-1,,,,,,unchanged,unchanged,,Submit,unchanged,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",बाहरी कडियाँ,external links,0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1 0-0 1-1,0-0 1-1,,,3723.0,,1395281109841.0,1-1,unchanged,1395281106118.0,Submit,0-0 1-1,unchanged
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",सदर बाजार दिल्ली कोतवाली दिल्ली सब्जी मंडी,sadar bazar &#44; delhi kotwali &#44; delhi sabzi mandi,0-0 1-1 2-3 3-4 4-6 6-8,0-0 1-1 1-2 2-3 3-4 5-5 4-6 5-7 6-8,,,35997.0,,1395300956934.0,0-0 1-1 2-3 3-4 4-6 6-8,,1395300920937.0,Submit,0-0 1-1 2-3 3-4 4-6 5-7 6-8,2 5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",सदर बाजार दिल्ली कोतवाली दिल्ली सब्जी मंडी,sadar bazar &#44; delhi kotwali &#44; delhi sabzi mandi,0-0 1-1 2-3 3-4 4-6 6-8,0-0 1-1 1-2 2-3 3-4 5-5 4-6 5-7 6-8,,,40931.0,,1395305476994.0,0-0 1-1 2-3 3-4 4-6 6-8,,1395305436063.0,Submit,0-0 1-1 2-3 3-4 4-6 5-7 6-8,2 5
Hindi-English Word Alignment,"align the corresponding words across two sentences, one English and one Hindi, that have the same meaning","English, Hindi, language, research, text, word, alignment, crossword",इसकी शुरुआत २४ दिसंबर २००२ को शहादरा तीस हजारी लाईन से हुई ।,its service started on december 24 &#44; 2002 on sahadara-tees hazari line .,0-0 6-9 8-10 12-12,0-0 1-1 1-2 2-3 3-4 2-5 3-6 4-7 3-8 5-9 6-9 7-9 8-10 9-10 10-10 11-10 9-11 12-12,,,353032.0,,1395371846837.0,0-0 1-1 1-2 5-3 6-9 7-9 8-10 12-12,10 11,1395371493805.0,Submit,0-0 2-5 3-4 4-7 6-9 8-10 9-11 12-12,6 8
