Title,Description,Keywords,orig_sent_id_1,orig_sent_1,orig_sent_id_2,orig_sent_2,orig_sent_id_3,orig_sent_3,orig_sent_id_4,orig_sent_4
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1449,Most Requests for adminship run for seven days after being transcluded onto the main RfA page.,1450,References External links Lark Rise to Candleford at bbc.,1451,"Aang has appeared in other media, such as trading cards, video games, T-shirts, and web comics.",1452,"Film director Richard Linklater discusses this novel in his film Waking Life, which begins with a scene reminiscent of another Dick novel, Time Out of Joint."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",565,The former location of the fort is currently called the Place de la Bastille.,566,Pueblos are traditional communities of Native Americans in the southwestern United States of America.,567,Cash transactions are rounded to the nearest five cents.,568,This advanced protocol will not work with some older network cards.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1749,"The black core of pencils is still referred to as ""lead"", even though it never contained the element lead.",1750,This is a list of German Presidents since 1919 by longevity.,1751,"A condiment is a relish, sauce, or seasoning added to food to impart a particular flavour or to complement the dish.",1752,"High gusts were reported throughout Texas, with a maximum gust of reported on the Coast Guard cutter Buttonwood (WLB-306) stationed at the northeastern tip of Galveston Island."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",57,Key factors in an RTOS are therefore a minimal interrupt latency and a minimal thread switching latency.,58,"The waxing crescent moon ""represents a young nation on the ascendant"".",59,"The ALU is a fundamental building block of the central processing unit (CPU) of a computer, and even the simplest microprocessors contain one for purposes such as maintaining timers.",60,"Probably in the ninth century, the village became part of the territory of the monastery of Reichenau."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1201,"It was erected to commemorate Constantine I's victory over Maxentius at the Battle of Milvian Bridge on October 28, 312.",1202,"The video was premiered on MTV2 on July 14, 2006.",1203,"James Howard ""Jim"" Thome (; born August 27, 1970 in) is a Major League Baseball designated hitter for the Chicago White Sox.",1204,His work is often cited as the basis and motive for contemporary patriots and national activists.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1777,"Earthsea is a fictional realm originally created by Ursula K. Le Guin for her short story ""The Word of Unbinding"", published in 1964, that became more famous in her novel A Wizard of Earthsea, first published in 1968.",1778,Harry Potter is a series of seven fantasy novels written by British author J. K. Rowling.,1779,The VC was introduced on 29 January 1856 by Queen Victoria to reward acts of valour during the Crimean War.,1780,"In 1828, Coenraad Johannes van Houten developed the first cocoa powder producing machine in the Netherlands."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1797,"Psychedelic music is a term that refers to a broad set of popular music styles, genres and scenes, that may include psychedelic rock, psychedelic folk, psychedelic pop, psychedelic soul, psychedelic ambient, psychedelic trance, and others.",1798,CISC and RISC The terms RISC and CISC have become less meaningful with the continued evolution of both CISC and RISC designs and implementations.,1799,"In Week 16, quarterback Matt Leinart went down with a shoulder injury against the 49ers, forcing Warner to see his first action since Week 4.",1800,"Although she had previously spoken in fantasies and dream sequences, Maggie's first word spoken in the normal continuity of the series occurred in ""Lisa's First Word"", when she was voiced by Elizabeth Taylor."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",913,"Although they were officially designated to study just Jupiter and Saturn, the two probes were able to continue their mission into the outer solar system.",914,Several versions of the protocol exist; versions 1 3 occurred only internally at MIT.,915,The Civil Aviation Authority (CAA) is the public corporation which oversees and regulates all aspects of aviation in the United Kingdom.,916,The sanctuary of Endymion at Heracleia under Latmus on the southern slope of Latmus still exists as a horseshoe-shaped chamber with an entrance hall and pillared forecourt.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1121,"The area was the home of the Soanian Culture, which is evidenced by the discovery of fossils, tools, coins, and remains of ancient archaeological sites.",1122,The genome includes both the genes and the non-coding sequences of the DNA.,1123,"Melodifestivalen 2008 On february 23 Oliv participated in Melodifestivalen 2008, as she played cello during Mickey Huskic entry in semifinal three.",1124,"Muslims performing i'tikaf are required to stay within the mosque for ten consecutive days, often in worship or learning about Islam."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1765,"Stegosaurian teeth were small, triangular and flat wear facets show that they did grind their food.",1766,"Normally, a state delegation is headed by the respective minister-president.",1767,"Etymology and usage Lyric derives from the Greek word lyrikos, meaning ""singing to the lyre"".",1768,"Proper saddle care can extend the useful life of a saddle, often for decades."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",85,Anne Frank was deported on the last train from Westerbork.,86,"Upper body Sleeveless shirt Tank top, wife beater, singlet A sleeveless garment similar to a T-shirt.",87,"The moon is very elongated, with its short axis 0.5 ± 0.1 times the long axis.",88,"They claimed to be playing an April Fool's joke, but most people who saw the signs were unfamiliar with the phrase."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",985,"Using their tail to support their weight, they deliver kicks with their powerful hind legs.",986,"Killzone 2 is a first-person shooter (FPS) for the PlayStation 3, developed by Guerrilla Games and published by Sony Computer Entertainment.",987,Keymer was an ancient parish that like its near neighbour Clayton was merged into the modern day parish of Hassocks.,988,Combined oral contraceptive use reduces the risk of ovarian cancer by 40% and the risk of endometrial cancer by 50% compared to never users.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",833,She was born in Norwich and attended Norwich High School for Girls before studying music at Cambridge University.,834,"This flag was the same, except the golden stripe had a human stick figure, a kanaga, in black, with arms raised to the sky.",835,He led a furious comeback as he completed 15 passes out of 20 attempted for 258 yds and 2 TDs.,836,"Very large corporations such as GE, Toyota and Sharp, and investment firms such as Goldman Sachs are making multi-billion dollar investments in clean technology."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1365,"It is associated chiefly with the holiday Halloween, and was named after the phenomenon of strange light flickering over peat bogs, called ignis fatuus or jack-o '-lantern.",1366,Elliot Goldenthal (born May 2 1954) is an Academy Award and Golden Globe winning American composer of contemporary classical music.,1367,It is the 9th most populous city of Sweden.,1368,"In World War II, the Battle of France, also known as the Fall of France, was the German invasion of France and the Low Countries, executed from 10 May 1940, which ended the Phoney War."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1441,"The majority of his anger is generated in endless battles with Vyvyan, which he invariably loses.",1442,Jardin Place Jean Bayol is a large plaza which contains a statue of the first King of Porto-Novo.,1443,"He discovered a number of asteroids, including notably the Trojan asteroids 617 Patroclus and 624 Hektor.",1444,"The Royal Library of Turin is a World Heritage Site in Turin, Italy."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",865,They also use visual signals to communicate with members of the same species.,866,United States admission day (1889) of North Dakota and South Dakota as 39th and 40th states.,867,"The front decayed and dissipated, leaving behind two areas of low pressure.",868,"157 – 69 and are regarded by some as the cultural ancestors of the Western Turks – the present-day inhabitants of Azerbaijan, Turkey, and Turkmenistan."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",769,"About 2,000 troops have been allocated to Zipingpu, trying to release the pressure through spillway.",770,"In 2005 Ewen joined the R & B group Trinity Stone which achieved limited success in the UK, Ireland, and Russia.",771,The Aten is typically shown as a sun disk with rays coming out of all sides.,772,"For instance, many of the Germanic states (as well as English Reformation) converted to Protestantism in an attempt to slip out of the grasp of the Pope."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1417,"One title (""Flying"") is a 1967 composition credited to all four members of the Beatles (Lennon-McCartney-Harrison-Starr).",1418,"Telephone cables ran through the tunnels, down the cliff and under the harbour to batteries on the other side.",1419,"Captain Feathersword Captain Feathersword, ""the friendly pirate"", wears a hat, patch, and puffy shirt and wields a ""feathery saber"".",1420,Green-shaded teams clinched the remaining ten playoff berths.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",389,"FCW's debut show was on June 26, 2007 at Tampa, Florida's Dallas Bull.",390,"Oxnard is the largest city in Ventura County, California in terms of population.",391,"On Sunday, August 28, Canadian National Railway (CN) suspended all rail traffic on its lines south of McComb, Mississippi (lines owned by its subsidiary Illinois Central Railroad that extend into New Orleans), in anticipation of damage from the hurricane.",392,"Initially about 30,000 people moved to the goldfields, but by 1863 this had declined to about 3,500 because of the difficult mining conditions."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1333,"Hahn has played with orchestras such as the London Symphony Orchestra, New York Philharmonic, Stuttgart Radio Symphony Orchestra, and the Singapore Symphony Orchestra.",1334,"On 30th June 2006 BBC Radio 3 broadcast ""Night Waves"" to commemorate the anniversary of the Battle of the Somme.",1335,"Its inaugural concert took place in Tel Aviv on December 26, 1936, and was conducted by Arturo Toscanini.",1336,"The first generator (No. 22) in the south side of the dam started working on June 11, 2007."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1941,Hurricane Lane was the strongest Pacific hurricane to make landfall in Mexico since Hurricane Kenna of 2002.,1942,"As a result of Selene being conflated with Artemis, later writers sometimes referred to Selene as a daughter of Zeus, like Artemis, or of Pallas the Titan.",1943,"Spurgeon (1911), p. 565 ""It is called a"" book "", as it is usually represented with pages, although it can be shown on a single page or banner.",1944,"As of 2007, a maximum of four players can be inducted in one year but the greatest number of players ever inducted in a year was 27, in 1962."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1501,He has composed and arranged scores for more than 500 film and television productions.,1502,He tossed Jörmungandr into the great ocean that encircles Midgard.,1503,"Hawk Nelson is a Christian rock band hailing from Peterborough, Ontario.",1504,"Naming The mountain derives its name from the German words Matte, meaning meadow, and Horn, which means peak."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1913,"In 911, French King Charles the Simple was able to make an agreement with the Viking warleader Rollo, a chieftain of disputed Norwegian or Danish origins.",1914,"Command Module Pilot Stuart Roosa took several hundred seeds on the mission, many of which were germinated on return resulting in the so called Moon trees.",1915,"Meanwhile, Big Mama explains to Tod that his friendship with Copper can not continue, as they are natural enemies, but Tod refuses to believe her.",1916,"It can also be used pejoratively, to refer to a common street beggar who chants holy names, scriptures or verses."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",893,Voted into Hall of Fame on first ballot in 1961.,894,Handles may be wood or plastic; ferrules are metal (usually nickel-plated steel).,895,"Tristan turns to Isolde, who agrees to follow him again into the realm of night.",896,"A report written by the district Nazi leader, Hermann Engst, shows that authorities were planning to punish Kellner at the conclusion of the war."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1277,Aigné is a commune in the Sarthe department in the region of Pays-de-la-Loire in northwestern France.,1278,"Casting included Waheed Murad, Shamim Ara, Deeba, Ibrahim Nafees and Talish.",1279,Biography Nikodinov is the daughter of Bulgarian immigrants and speaks Bulgarian fluently.,1280,"98% of the university's incoming class of 2006 earned a high school GPA of 3.0 and higher, while the middle 50% of the incoming class earned a high school GPA of 3.60 to 3.90."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",37,"Picasa Web Albums was first leaked on June 6, 2006.",38,It is probably a primitive body composed of carbonates.,39,"Either way, Artemis was born first and then assisted with the birth of Apollo.",40,The park has become a traditional location for mass demonstrations.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",949,Coles Supermarkets is an Australian supermarket chain owned by Wesfarmers (formerly Coles Group before its acquisition on 23 November 2007).,950,At first the aroma is apple like and pleasant but it becomes peculiarly musky when overripe.,951,"Because the neck is not externally visible, the head and body appear to merge together.",952,Some speculative sources say that he was also in Paris between 1308 and 1310.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",717,"The Métis today predominantly speak English, with French a strong second language, as well as numerous Aboriginal tongues.",718,The fort held a prominent position and was located high above sea level with strategic views to the entrance (Sydney Heads) of Port Jackson.,719,"The film employs make-up, puppetry, and CGI effects to create its creatures.",720,"However, some performances connected to the festival take place before and after the official dates."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",69,"John Paul Stevens (born April 20, 1920) is the senior Associate Justice of the Supreme Court of the United States.",70,"For a period, platforms at both the old and new stations operated, before the original station finally closed and was demolished.",71,"However, all of the storms that have impacted Arizona have formed in the latter parts of the Pacific hurricane season, and only storm remnants have affected the state before August.",72,"The two Byzantine outbreaks during the 8th and 9th centuries were unusual in that the use of images was the main issue in the dispute, rather than a by-product of wider concerns."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",921,"His collaborators have spanned a wide range of musical styles and talents; among them are Joshua Bell, Yo-Yo Ma, Béla Fleck, Sam Bush, James Taylor, Chris Thile, Mike Marshall, Mark O'Connor, Alison Krauss, Mary Chapin Carpenter, and the trio Nickel Creek.",922,"A lorry (42 - 6452) containing about 440 pounds of high explosives crashed through the main gate of the Central Bank, a seaside high-rise which managed most of the financial business of the country.",923,It was 1795 before the British navy adopted lemons or lime as standard issue at sea.,924,"This means that it has four equal sides and four equal angles (90 degree angles, or right angles)."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1921,"While not lethal, consuming this mushroom leads to very severe cramps, vomiting, and diarrhea.",1922,Electra welcomes the idea of going to Argos with Idamante.,1923,"Cale's Story: the adventures of Cale, ending with the beginning of the film.",1924,"The NHL instituted the icing rule on March 13, 1939."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",601,"A synonym for ""lolcat"" is cat macro, since the images are a type of image macro.",602,"In May, Chun declared martial law and did away with all trappings of civilian government, becoming the de facto ruler of the country.",603,References External links Discovery of Companions to Asteroids 762 Pulcova and 90 Antiope SWrI Press Release.,604,Chinchilla females are significantly bigger than males.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1817,"He is called Saint James the Greater to distinguish him from James, son of Alphaeus, who is also known as James the Less.",1818,He skated his last with the show in 2007.,1819,"In mathematics, a Riemann sum is a method for approximating the total area underneath a curve on a graph, otherwise known as an integral.",1820,"Bonham Carter made her film debut in the K. M. Peyton film, A Pattern of Roses, before appearing in her first leading role in Lady Jane."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",489,"It was first released in Japan for the Nintendo 64 on April 14, 2001.",490,"The Republican Party is one of the two major contemporary political parties in the United States, along with the Democratic Party.",491,"In the past 20 years or so, many new anchor designs have appeared.",492,The Armenian legion was established under the goals of the Armenian national liberation movement and was an armed unit besides the Armenian volunteer units and Armenian militia during World War I which fought against the Ottoman Empire.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",249,Lot-et-Garonne is a department in the southwest of France named after the Lot and Garonne rivers.,250,"Education From 1954 to 1957, Annan attended the elite Mfantsipim school, a Methodist boarding school in Cape Coast founded in the 1870s.",251,"Obsidian has been used in cardiac surgery, as well-crafted obsidian blades have a cutting edge many times sharper than high-quality steel surgical scalpels, with the edge of the blade being only about 3 nanometres wide.",252,"After Napier initially gained military control of the region by forcing an agreement with the Sindh Amirs, his forces attacked the fortress at Imamgarh."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1285,Dijon is the historical capital of the province of Burgundy.,1286,The islands are considered Australian territory and are administered from Thursday Island.,1287,Spider Kiss (originally entitled Rockabilly) is a 1961 novel by author Harlan Ellison.,1288,"He died at age 41 in Canterbury of apoplexy, and a monument to him was built in Canterbury Cathedral."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1237,There are currently over six hundred Linux distributions.,1238,"Bisexual pornography differs from threesome pornography, which typically depicts one man and two women.",1239,"The storm weakened over land on August 26 to a tropical storm, but regained strength to hurricane status at 2: 00 a. m. EDT (0600 UTC), approximately one hour after ending its passage through Florida and entering the Gulf of Mexico.",1240,He was an exceptionally active campaigner and critic in the crisis years in Italy after the First World War and into the early years of Fascist rule.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",201,"Warrington is a large town, borough and unitary authority area of Cheshire, England.",202,"The province has an area of 3,125 km ² which is divided into eight administrative districts (arrondissementen) containing 64 municipalities.",203,"Helene transitioned into a ""hybrid"" storm with both tropical and extratropical characteristics that afternoon, with both a deep warm core and an asymmetric, frontal-like appearance.",204,Some indigenous groups living in palm-rich areas use palms to make many of their necessary items and food.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1113,"The National Coat of Arms of Denmark consists of three crowned blue lions accompanied by nine red hearts, all in a golden shield.",1114,"However, admirals have always needed additional facilities; a meeting room large enough to hold all the captains of the fleet, and a place for the admiral's staff to make plans and draw up orders.",1115,"The San Antonio Spurs are an American professional basketball team based in San Antonio, Texas.",1116,Implementations SSL and TLS have been widely implemented in several open source software projects.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1929,"Law of Independent Assortment (The ""Second Law"") The Law of Independent Assortment, also known as ""Inheritance Law"", states that alleles of different genes assort independently of one another during gamete formation.",1930,He commanded the 25th Punjabis in India and Hong Kong and was promoted to Lieutenant-Colonel in 1910.,1931,"In addition, the station provides live coverage of the non-final rounds of the other Grand Slam tournaments.",1932,"While collaborating with Mylène Farmer and Laurent Boutonnat, Alizée released two albums — both of which were hits inside and outside of France."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1745,"Introduction This unstaffed station on the Qingzang railway opened for service on July 1, 2006.",1746,It is currently used mostly for football matches and is the home of Santos Football Club.,1747,Contact between visiting seamen and prisoners was barred.,1748,"Occultations by Hermione have been successfully observed three times so far, the last time in February, 2004."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",33,These rock formations are characteristically composed of sandstone with layers of quartz.,34,Notably absent from the city are fortifications and military structures.,35,"San Francisco Bay is located in the U. S. state of California, surrounded by a contiguous region known as the San Francisco Bay Area, dominated by the large cities San Francisco, Oakland and San Jose.",36,"Adrastea was discovered by David C. Jewitt and G. Edward Danielson in Voyager 2 probe photographs taken on July 8, 1979, and received the designation."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",409,Species are native to tropical and subtropical regions of all continents in addition to the South West Pacific and Australasia.,410,Ripley is a town in the Amber Valley area of Derbyshire in England.,411,"Her mother was related to Charles Reade, a Victorian novelist.",412,"In this respect, there is a striking parallel between the Qing / Koxinga situation and the current PRC / ROC situation."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",317,"Stephanie Marie McMahon-Levesque (born September 24, 1976) better known by her maiden name Stephanie McMahon, is World Wrestling Entertainment's Executive Vice President, Creative Development & Operations.",318,The same is true of Apartheid-era South Africa and of parts of Europe at various time periods; most notably under Nazi Germany's Third Reich.,319,Hakob Kojoyan assisted Armenian architect Alexander Tamanian in creating the coat of arms for the Democratic Republic of Armenia.,320,"Of the moons discovered by the Voyager 2 imaging team, only Puck was discovered early enough that the probe could be programmed to image it in some detail."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1981,"In common law legal systems, a precedent or authority is a legal case establishing a principle or rule that a court or other judicial body utilizes when deciding subsequent cases with similar issues or facts.",1982,Name The band came up with the name by flicking through the Bible and picking out a random word.,1983,"FIFA's supreme body is the FIFA Congress, an assembly made up of representatives from each affiliated member association.",1984,"Since 1987, the heavy rail passenger Mass Rapid Transit (MRT) metro system has been in operation."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",97,In reality Angle announced that he would be having neck surgery in May and would be out of action until August.,98,"These flies are clothed in black or pale (white or golden) hairs, and are themselves either black or metallic green or blue.",99,Packaged instant soups come in several varieties: A packet of dry soup stock (like the ramen image below).,100,Since 1980 the senior pastor has been John Piper.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1613,"Soy milk (also called soya milk, soybean milk, or soy juice) and sometimes referred to as soy drink / beverage is a beverage made from soybeans.",1614,The film is mainly based on Robert Drewe's book Our Sunshine.,1615,Hurricane Wilma was the most intense hurricane ever recorded in the Atlantic basin.,1616,"During this period he married, and farmed in Lyndhurst, Hampshire."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",437,Seventh Son (1987) is an alternate history / fantasy novel by Orson Scott Card.,438,"Hillary Diane Rodham Clinton (, born October 26, 1947) is the 67th United States Secretary of State, serving within the administration of President Barack Obama.",439,"However, the document is Cherubino's appointment to the army.",440,"With an area of 11,980 km ² and 1.3 million inhabitants, Upper Austria is the fourth-largest Austrian state by land area and third-largest by population."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",309,"The winner of the series advances to play the winner of the National League Championship Series in baseball's championship, the World Series.",310,"It grows out of the difficulties in assimilating the new culture, causing difficulty in knowing what is appropriate and what is not.",311,"The name derives from the Nahuatl word for the shrub, achiotl.",312,"In particular, the ordination of a bishop is often called a consecration."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1645,A word consists of a root and a grammatical ending.,1646,"The ventricular muscle twitches randomly, rather than contracting in unison, and so the ventricles fail to pump blood into the arteries and into systemic circulation.",1647,Palembang is the capital city of South Sumatra Province of Indonesia.,1648,"Thus, the first such storage facility in the US was implemented at Zoar Field, about forty miles south of Buffalo."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1405,"In the 1987 HBO television movie Conspiracy: The Trial of the Chicago 8, Hoffman was portrayed by Michael Lembeck.",1406,"The National Party, promoting a policy of ""change"", won 45% of the party vote and 59 of the 122 seats in Parliament (two seat overhang), a substantial margin over the Labour Party which won 43 seats.",1407,"In 1861, parts of Caldwell County, Burke County, McDowell County, Watauga County, and Yancey County were combined to form Mitchell County.",1408,"The left side derives from the former coat of arms of the district Lüdinghausen, while the right side comes from the old district Coesfeld."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1877,"The volcano culminates at 1,060 metres, and its crater measures roughly 300 metres in diameter.",1878,"Traditionally, the leader of the National Party serves as Deputy Prime Minister when the Coalition is in government.",1879,"News reports indicate that the poorer, rural villages were hardest hit.",1880,"Under President and CEO Reynolds, the park operated until April 13, 2003, when it closed after a prolonged tourism decline following the September 11, 2001 terrorist attacks."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",441,"These books follow the fortunes of Tamara and William Swift, who first appeared in the BBC computer animated web movie Ghosts of Albion: Legacy.",442,How much less depends on the type of RAID.,443,They currently play in the Eastern Division of the National Conference.,444,"The name is thought to be derived from Greta River in Cumberland, England."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",301,"Alkaloids are produced by a large variety of organisms, including bacteria, fungi, plants, and animals and are part of the group of natural products (also called secondary metabolites).",302,"In 1833 parts of Burke County and Buncombe County were combined to form Yancey County, and in 1838 the southern part of what was left of Buncombe County became Henderson County.",303,"Current awards are voted upon by the membership of the Golden Raspberry Award Foundation (GRAF), and membership is openly available to the public, as opposed to the Academy Awards.",304,"The show enjoyed a revival on the Game Show Network in 2002, and was renamed Whammy!"
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",829,In ancient times the sea was the birthplace of two ancient civilizations the Minoans of Crete and the Mycenean Civilization of the Peloponnese.,830,"To remain competitive, Encyclopædia Britannica, Inc. has stressed the good reputation of the Britannica, reduced its price and production costs, and developed electronic versions on CD-ROM, DVD, and the World Wide Web.",831,As a result of this Colsefini was moved to backing vocals and percussion.,832,"The convention also sets out which people do not qualify as refugees, such as war criminals."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",1213,"In private, Hindenburg often complained that he missed the quiet of his retirement and bemoaned that he had allowed himself to be pressured into running for President.",1214,The Giant Hispaniolan Galliwasp (Celestus warreni) is a species of lizard in the Anguidae family.,1215,There he played on his only album with the band One Hot Minute in 1995.,1216,Only traits that help us survive and reproduce are transmitted.
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",581,The satellite has been given the provisional designation S / 2003 (130) 1.,582,He was one of the most influential madrigalist in the middle of the 16th century.,583,Tzu Chi was the first force from outside the People's Republic of China to join the rescue effort.,584,"The eared seals or otariids are marine mammals in the family Otariidae, one of three groupings of Pinnipeds."
Simplify sentences for non-native English Speakers,Rewrite sentences so that they are easier to read and understand by non-native English speakers,"simplification, paraphrasing, qualitication, test",705,"Until 1943, von dem Bach-Zalewski remained the HSSPF in command of ""anti-partisan"" units on the central front, a special command created by Adolf Hitler.",706,"According to the fictional universe first established by Slayer, the 'Buffyverse,' The term 'Buffyverse' is used amongst fans of Buffy / Angel online to describe the fictional universe established by Buffy / Angel.",707,"To promote I Created Disco, Harris embarked on a tour of the UK, supporting Faithless and Groove Armada.",708,Coconuts from various parts of the world also differ in taste.
