Title,Description,Keywords,goal1,goal2,goal3
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",look after PersonY's interests,create PersonY system,knit PersonX's brows
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",end PersonY's days,ask PersonY to wait,see PersonY's way
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",rest upon PersonY,earn PersonX's bread,attend PersonY's funeral
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",keep PersonY word,earn PersonX's living,attend to PersonY's business
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",preserve PersonX's independence,follow in PersonY's wake,enforce this article by legislation
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",read PersonX's work,decide PersonY's fate,kill PersonX's mother
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",pursue PersonX's interest,look at PersonY's wife,persuade PersonY to go
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",hold PersonX's meetings,love PersonY much,meet PersonY's needs
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",accept PersonY thanks,protect PersonY's rights,promote PersonY's welfare
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonY offer,kill PersonY's mother,advance PersonX's interests
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",come into PersonY's hands,kill PersonY instantly,cover PersonX's costs
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonX's lives,follow PersonY advice,allay PersonX's fears
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonY reason,make PersonY assessment,shut PersonY eyes
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",lose in PersonX's thoughts,achieve PersonX's goal,write PersonX's autobiography
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",deepen PersonX's understanding,try to hold back,require PersonY's attention
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",coordinate PersonX's efforts,pay PersonY tribute,come under PersonY observation
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",increase PersonY's share,give PersonX's views,determine PersonY's value
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",occupy PersonY area,meet PersonX's needs,carry out PersonX's work
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",cover PersonY's retreat,correct PersonY error,wipe away PersonX's tears
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",lose PersonX's money,keep PersonY account,serve PersonY purpose
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY's hand in PersonZ's,make PersonY changes,live with PersonX's father
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonY example,change PersonX's dress,entrust to PersonY's care
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",get PersonY's letter,serve PersonX's purposes,deliver PersonY's message
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",create PersonY atmosphere,enhance PersonX's understanding,listen to PersonY's conversation
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",hear PersonY's cry,create PersonY illusion,act on PersonY's behalf
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",eat PersonX's meal,seize PersonY's hand,sing PersonX's song
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",keep PersonY from falling,read PersonY's paper,bury PersonY's dead
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",help PersonX's mother,continue PersonX's work,fill PersonY's pipe
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",bid PersonX's time,solve PersonX's problems,assert PersonX's right
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",assert PersonX's independence,come into PersonY's head,take PersonX's share
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",serve PersonY's purposes,attain PersonX's end,fill PersonY's glass
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",complete PersonX's year,raise PersonX's standard,fulfil PersonX's obligations
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",be still in PersonX's infancy,take PersonY chances,know PersonX's father
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",attain PersonX's majority,drink PersonY's blood,love PersonY's wife
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",attend PersonY's meetings,give PersonX's testimony,take PersonY along
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",dry PersonY's tears,complete PersonX's course,pay PersonY's fees
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",protect PersonY's interests,take PersonY's orders,take PersonY's chances
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonY a piece,visit PersonY's father,urge PersonY to come
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",evaluate PersonX's performance,tell PersonY thought,enhance PersonY's understanding
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",divorce PersonX's wife,open projects in the form,take PersonX's position
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",prove PersonY's innocence,give PersonY PersonX's attention,write PersonX's memoirs
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",support PersonX's children,say PersonX's prayers,be within PersonY's power
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonY PersonX's wife,tell PersonY came,act as PersonY agent
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",get along with others,tell PersonY to call,feel PersonY's pulse
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonX's seats,provide PersonY overview,give PersonY idea
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",announce PersonY's arrival,satisfy PersonY's need,make PersonY exception
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",fall within the scope,contribute to PersonY's success,take PersonY action
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",regain PersonX's balance,lose PersonX's senses,make PersonX's selection
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",develop PersonY strategy,ask PersonY's help,read PersonY mind
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY's choice,carry out PersonX's duties,continue PersonX's studies
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",resume PersonX's place,get PersonY idea,increase PersonX's efficiency
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",carry out PersonY's work,visit PersonX's sister,reach PersonY agreement
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",get along with people,change PersonY's opinion,play PersonY's role
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",be beyond PersonY's reach,stand with PersonY's back,finish PersonX's studies
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",precede PersonY's death,provide PersonY service,occupy PersonX's time
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",change PersonY's policy,star into PersonY's eyes,protect PersonY's children
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",carry on PersonX's work,protect PersonX's children,ask PersonY to help
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonY sense,write PersonY's letter,lead PersonY life
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY's forgiveness,bear upon PersonY,draw PersonY away
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",leave to PersonY's devices,attain PersonX's ends,get PersonY opportunity
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonY a feeling,conduct PersonX's business,say PersonY prayers
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",tell PersonY stories,depend upon PersonY,go without PersonY
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",live with PersonX's mother,ask PersonY to join,make PersonY arrest
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take up PersonY's cross,give PersonY PersonZ's opinion,regulate PersonX's conduct
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",meet PersonX's obligations,produce PersonY impression,give PersonY a place
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",engage in PersonY activity,break PersonX's fast,tell PersonY to get
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",engage PersonY in conversation,carry out PersonX's mission,kill PersonX's father
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonY's orders,serve as PersonY example,come unto PersonY
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",dry PersonY's eyes,change PersonX's way,ease PersonY's pain
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",mend PersonX's ways,meet PersonX's requirements,love PersonY's country
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",resume PersonX's duties,become PersonY artist,succeed by PersonX's son
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",tell PersonY had done,increase PersonX's production,avenge PersonY's death
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ensure PersonX's success,come within PersonY's reach,carry out PersonY's orders
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",defend PersonX's position,stamp PersonX's foot,increase PersonX's chances
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",derive PersonY's powers from the consent,make PersonX's decision,establish PersonX's identity
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonY a view,require PersonY answer,resume PersonY's work
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",maintain PersonX's position,cook PersonY's food,maintain PersonX's balance
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",improve PersonX's chances,close PersonX's doors,do PersonX's job well
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",determine PersonY's position,earn PersonY's bread,smile PersonX's smile
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",marry PersonY's mother,use PersonX's words,occur at PersonY age
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",maintain PersonX's power,use PersonY's expression,act like a PersonY
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",love PersonX's mother,put in PersonX's place,enjoy PersonY's work
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",call attention to the fact,beg PersonY's forgiveness,make PersonY attack
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",maintain PersonX's identity,live in PersonY world,run away with PersonY
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",show PersonX's gratitude,run PersonX's business,raise PersonY eyebrow
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",leave behind PersonY,give PersonY the opportunity,improve PersonX's lot
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",receive PersonY's orders,maintain PersonY's authority,give PersonY satisfaction
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",strengthen PersonX's position,resign PersonX's post,shape PersonX's lives
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",protest PersonX's innocence,put it another way,see PersonY last
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",drink PersonX's blood,lose PersonX's value,bring to PersonY's attention
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",continue PersonX's education,help in PersonY way,provide PersonY indication
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",support PersonY's case,feel PersonX's power,ask PersonY to call
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",provide for PersonX's family,use in PersonX's construction,make PersonY better
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",regain PersonX's position,understand PersonY's significance,work within the system
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",tell PersonY had come,see PersonY reason,ask PersonY to get
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",hide PersonX's face in PersonX's hands,ensure PersonY's success,pay PersonY's debts
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",win PersonY's confidence,keep PersonX's commandments,increase PersonX's profits
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",cover PersonX's tracks,complete PersonY's task,read PersonY's books
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",lose PersonX's husband,take PersonY's seats,go PersonY's ways
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",write PersonY account,beg PersonY's pardon,send PersonY on PersonZ's way
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",keep PersonY's commandments,carry out PersonX's plan,look forward to seeing
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",argue PersonY's case,separate from PersonX's husband,go to PersonY's office
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",do things PersonX's way,improve PersonX's quality,take care of PersonX's children
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",provide PersonY source,wash PersonY's feet,take PersonY's degree
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",kill PersonX's brother,marry PersonX's cousin,support PersonY's claims
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",escape with PersonX's life,finish PersonX's education,find PersonY place
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",believe PersonX's ears,wear PersonY expression,promote PersonX's interests
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",assert PersonX's authority,love PersonY's husband,give PersonY anything
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",illustrate PersonX's point,conduct PersonY's affairs,take PersonX's rest
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",lead to PersonY increase,understand PersonY's position,make PersonX's purchases
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",send PersonY a copy,come under PersonY's observation,succeed PersonX's father
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",increase PersonX's understanding,see in PersonY life,star PersonY in the face
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",protect PersonX's privacy,lose PersonX's nerve,look at PersonY with eyes
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",improve PersonY's lives,give PersonX's history,provide PersonY with information
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",spar PersonY's life,round PersonY's neck,visit PersonY's sister
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",eat PersonY's meal,become PersonY's friend,lose PersonY's money
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",bind PersonY together,know PersonY's place,ask PersonY to write
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",get PersonX's degree,leave PersonY's homes,send PersonX's children to schools
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",fire upon PersonY,maintain PersonX's status,seek PersonX's fortune
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",allay PersonY's fears,call by PersonY's name,change PersonY's place
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",clear PersonY's name,visit PersonY's parents,increase PersonY's understanding
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",open PersonY mouth,tell PersonY had said,leave PersonX's wife
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",seek PersonY's help,enter PersonY's mind,go to PersonX's office
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",pay PersonY's expenses,write PersonY's life,wipe away PersonY's tears
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",serve PersonX's interests,satisfy PersonY's needs,learn PersonY's trade
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",show PersonX's teeth,live with PersonY's family,find PersonY's mother
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",derive PersonX's powers from the consent,manage PersonX's affairs,give you PersonY idea
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",help get started,make PersonX's entry,assert PersonY's right
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",organize along lines,achieve PersonX's ends,lose PersonX's son
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",succeed PersonY's father,live with PersonX's sister,sell PersonX's wares
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",stand on PersonY's legs,take PersonY at PersonZ's word,achieve PersonX's aim
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",bring PersonY into contact,see PersonY's point,drink PersonX's fill
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",elicit PersonY response,improve PersonY's chances,make PersonY decisions
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",form PersonX's opinions,attend PersonX's meetings,sing PersonY's praises
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",maintain PersonX's independence,reach PersonX's home,wait PersonX's turn
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",show PersonY's respect,ask PersonY if wanted,defend PersonY's interests
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",lead PersonY astray,state another way,hold PersonY's meetings
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonY the information,fulfill PersonX's duty,improve PersonY's knowledge
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",change PersonX's nature,do PersonX's work well,resign PersonY's commission
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",engage PersonY's attention,occupy PersonY place,manage PersonY's affairs
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",visit PersonX's father,listen to PersonY's words,make PersonY use
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY by the arm,give PersonY the power,live in PersonY age
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",look around to see,start PersonX's business,see PersonY often
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",maintain PersonX's authority,know PersonY's business,eat PersonY's supper
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",raise PersonY's children,keep PersonX's temper,harden PersonX's heart
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",get PersonY in trouble,call upon PersonY,see PersonY for the time
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",bend PersonX's knees,resume PersonX's seat,make PersonX's choice
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",write in PersonX's diary,take PersonY by the hand,take PersonY's revenge
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",draw PersonY closer,tell PersonY to take,follow PersonY's steps
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",guide PersonY's actions,cover PersonY's expenses,inflict upon PersonY
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",develop PersonY's potential,speak PersonY's name,boil water for minutes
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",see PersonX's work,stretch out PersonX's arms,go back to the beginning
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",sell PersonX's land,look into PersonY eyes,maximize PersonY's profits
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",establish PersonY relationship,improve PersonX's health,kill PersonX's children
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",make PersonY's statement,reveal PersonY's identity,decide PersonX's fate
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",increase PersonX's wealth,confiscate PersonY's property,tell PersonY nothing
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",meet PersonX's responsibilities,sell PersonY's land,preserve PersonX's life
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonY power,go back to the days,persuade PersonY to take
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",accomplish PersonX's work,send PersonX's children to school,sing PersonY's song
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ease PersonX's pain,stream down PersonX's cheeks,get PersonY money
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",visit PersonY's friends,smile upon PersonY,sell PersonY's products
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take care of the children,kill PersonY's brother,see around PersonY
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",exercise PersonX's authority,take every opportunity,change PersonY's attitudes
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",resume PersonX's position,come to PersonY agreement,put in PersonY's place
