Title,Description,Keywords,goal1,goal2,goal3,Answer.goal1_distractor_1,Answer.goal1_distractor_2,Answer.goal1_distractor_3,Answer.goal1_distractor_4,Answer.goal1_impossible,Answer.goal1_impossible_reason,Answer.goal2_distractor_1,Answer.goal2_distractor_2,Answer.goal2_distractor_3,Answer.goal2_distractor_4,Answer.goal2_impossible,Answer.goal2_impossible_reason,Answer.goal3_distractor_1,Answer.goal3_distractor_2,Answer.goal3_distractor_3,Answer.goal3_distractor_4,Answer.goal3_impossible,Answer.goal3_impossible_reason
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",exist among PersonY,blow PersonY's horn,receive PersonY's letter,PersonX can't breathe underwater,PersonY is intolerable,{},{},,{},PersonY is germophobic.,PersonX is sick with a contagious illness,{},{},,{},PersonX doesn't have a mailbox,The letter got lost in the mail,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",exist among PersonY,blow PersonY's horn,receive PersonY's letter,PersonY doesn't want to hang out with PersonX.,PersonX isn't rich enough to get into PersonY's inner circle.,{},{},,{},PersonY won't let PersonX get near their horn.,PersonX doesn't know where PersonX's horn is.,{},{},,{},PersonY doesn't know where PersonX lives.,PersonY forgot to mail the letter.,The postal service lost the letter.,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",exist among PersonY,blow PersonY's horn,receive PersonY's letter,PersonX lives in a different country.,PersonY hates PersonX,{},{},,{},PersonY won't let anyone touch their horn.,PersonX had his mouth wired shut.,{},{},,{},PersonX is homeless.,PersonX doesn't have a mail box.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",improve PersonY's lot,live happily PersonY after,visit PersonY's home,The lot is taped off.,A storm is coming.,{},{},,{},{},{},{},{},on,Does not make sense. Please let me know if I am answering this incorrectly though.,They don't have the address.,The city was evacuated due to an incoming tsunami warning.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",improve PersonY's lot,live happily PersonY after,visit PersonY's home,{},{},{},{},on,"""lot"" is unclear here -- does it refer to a dirt lot, or a lot of land?  Either way, I can't answer unless its more clear.",{},{},{},{},on,sentence is jumbled/doesn't make sense.,PersonY is on vacation and thus can't see visitors at home.,PersonX doesn't know PersonY's home address.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",improve PersonY's lot,live happily PersonY after,visit PersonY's home,{},{},{},{},on,Sentence makes no sense.,{},{},{},{},on,Sentence makes no sense.,PersonX has company at his own home today.,PersonY has a restraining order on PersonX.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",affect PersonY's ability,do things PersonY's way,occupy PersonY's time,PersonY isn't dependent on other people.,PersonY doesn't want anything to do with PersonX.,PersonY doesn't even know PersonX exists as PersonX is a secretive admirer.,{},,{},PersonY is more talented than PersonX.,PersonY knows the right people and PersonX doesn't.,PersonY is more creative than PersonX.,{},,{},PersonY locked the door.,PersonY has a restraining order against PersonX.,PersonY changed the locked on their door and PersonX's key doesn't work.,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",affect PersonY's ability,do things PersonY's way,occupy PersonY's time,PersonY has a very high skill level.,They are in separate sports leagues.,{},{},,{},There is a supervisor that does not approve of PersonY's way.,PersonY has a better skill level than PersonX.,{},{},,{},PersonY's schedule is already filled.,PersonX has too much work and will be fired if they do other things.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",affect PersonY's ability,do things PersonY's way,occupy PersonY's time,PersonY is too determined to be influenced by external forces.,PersonX does not know how to impact PersonY's ability.,{},{},,{},PersonX is inherently very stubborn.,PersonX has a learning disability.,{},{},,{},PersonY is not interested in PersonX.,PersonX has a packed schedule.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonY's son,ensure PersonX's safety,be well on PersonX's way,PersonY's son is away at camp.,PersonX has a restraining order against them.,{},{},,{},PersonX has to go into the line of duty.,PersonX can't swim.,{},{},,{},PersonX is too intoxicated to drive.,PersonX doesn't have their crutches.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonY's son,ensure PersonX's safety,be well on PersonX's way,PersonX does not have money for a gift.,They broke up with PersonY and can't see the son.,{},{},,{},PersonX has joined the military and gone to war.,PersonX has to walk home at night in a bad neighborhood.,{},{},,{},They have to give a speech at a convention.,They have to wait for a ride to get there for them.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",give PersonY's son,ensure PersonX's safety,be well on PersonX's way,PersonX doesn't have a ride.,PersonX has no car.,PersonX is estranged from son.,{},,{},PersonX has no safety gear.,PersonX is in a dangerous place.,PersonX is sick.,{},,{},PersonX does not have a vehicle.,PersonX is sick in bed.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",provide for PersonX's children,take another look,make PersonX's decisions,PersonX lost their job,PersonX was arrested,{},{},,{},PersonX lost their glasses,PersonX can't find the document,{},{},,{},PersonX hasn't made a pros and cons list yet,PersonX is paralyzed with fear of the uncertain,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",provide for PersonX's children,take another look,make PersonX's decisions,PersonX does not make enough money per month.,PersonX’s children hate them and want to live with someone else.,{},{},,{},PersonX is blindfolded and cannot take it off.,The event PersonX was looking at is no longer happening.,{},{},,{},Another person is in charge of decision making.,PersonX is in a coma and cannot do anything themselves.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",provide for PersonX's children,take another look,make PersonX's decisions,PersonX lives from paycheck to paycheck and doesn't have any savings.,PersonX can't find a job and is unable to put money away for kids.,{},{},,{},PersonX went back to a store to look a product again but it was sold.,PersonX doesn't have the transportation to go take another look.,{},{},,{},PersonX has no idea what to do and needs someone else's advice.,PersonX is not well enough to make their own decisions.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",go to PersonX's home,preserve PersonY's life,bar PersonY's way,PersonX is in prison.,PersonX is in the hospital.,PersonX is stuck at work.,PersonX is stuck in a nursing home.,,{},PersonX doesn't know first aid.,PersonX isn't at the scene to help.,{},{},,{},PersonY has a legal right to be there.,PersonX has no legal right to bar PersonY as PersonY did nothing legally wrong.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",go to PersonX's home,preserve PersonY's life,bar PersonY's way,PersonX's home is being fumigated.,PersonX's home burnt down.,{},{},,{},PersonY has cancer.,PersonX is unemployed.,{},{},,{},PersonY lives in a different state.,PersonX is only a child while Y is an adult.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",go to PersonX's home,preserve PersonY's life,bar PersonY's way,PersonX is stuck working late at his job.,PersonX has to go to a party instead.,{},{},,{},PersonY has an incurable disease.,PersonY,{},{},on,Sentence makes no sense.,PersonX isn't strong enough.,PersonY is determined to get to the location.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",quench PersonX's thirst,read PersonY article,neglect PersonX's duties,PersonX can't find water.,PersonX's thirst is unquenchable.,{},{},,{},PersonX lost their glasses.,The article is in French.,{},{},,{},PersonX boss made them do it.,PersonX is required by law.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",quench PersonX's thirst,read PersonY article,neglect PersonX's duties,PERSON X HAS NO beverages,PERSON X  is fasting,{},{},,{},PERSON X IS  illiterate,PERSON X know sits an invasion of privacy,{},{},,{},PERSON X is responsible,PERSON X  wants to do the right thing,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",quench PersonX's thirst,read PersonY article,neglect PersonX's duties,PersonX is stuck in a desert.,PersonX has no running water in his home.,{},{},,{},PersonX can't find his glasses.,PersonY's article has not been printed yet.,{},{},,{},PersonX knows he will be fired if he does that.,PersonX's duties have already been completed.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",imitate PersonY's example,preserve PersonX's identity,play video games,They don't know where to begin in regards to imitating them.,They don't have the money to follow their lead.,{},{},,{},They can't keep the press from investigating.,They have to reveal their identity for financial motives.,{},{},,{},They don't have any video game consoles.,They have to go to work.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",imitate PersonY's example,preserve PersonX's identity,play video games,PersonX doesn't know how PersonY did it,PersonX is afraid of failing the presentation,{},{},,{},PersonX is addicted to social media,PersonX has to testify,{},{},,{},PersonX has to go to work,The power in PersonX's house is out,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",imitate PersonY's example,preserve PersonX's identity,play video games,PersonY's example is reading and PersonX is too young.,PersonX's family forbids it.,{},{},,{},PersonX has to go into witness protection.,PersonX has lost his parents and has to be adopted.,{},{},,{},THE game console is broken.,PersonX is grounded for breaking rules.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",buy a new car,go to the grocery store,make new friends,PersonX has no money,PersonX has a bad credit record,{},{},,{},The grocery store nearest to PersonX burned down,PersonX has severe flu,{},{},,{},PersonX is very shy,PersonX lives alone on a desert island,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",buy a new car,go to the grocery store,make new friends,PersonX has been denied credit everywhere,PersonX does not have good income,{},{},,{},Person X does not have a car,There is a massive snowstorm happening,{},{},,{},PersonX is hated by everyone,PersonX cannot speak English,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",buy a new car,go to the grocery store,make new friends,The dealership has already closed.,PersonX doesn't have proof of insurance.,{},{},,{},The grocery store is too far away.,There is a hurricane outside.,{},{},,{},PersonX is in prison.,PersonX works too many hours.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",live in PersonY's house,get PersonY in PersonZ's trademark,espouse PersonY's cause,PersonY has a restraining order against X,PersonX cannot afford rent,{},{},,{},PersonZ wants nothing to do with Y,PersonZ has a restraining order against Y,{},{},,{},PersonX is broke and cannot afford a donation,PersonY has stopped all donatons,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",live in PersonY's house,get PersonY in PersonZ's trademark,espouse PersonY's cause,PersonX is a minor and can't choose where to live.,PersonY doesn't have room for another person.,{},{},,{},PersonZ's trademark is solid and PersonY has no right to it.,PersonX doesn't have the money for lawyers to fight PersonZ,{},{},,{},PersonY needs a lot of money to continue and PersonX is broke.,PersonX works two jobs and doesn't have luxury time to go to protest rallies.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",live in PersonY's house,get PersonY in PersonZ's trademark,espouse PersonY's cause,The house is too small.,It is too far away from their work.,{},{},,{},It is protected by law.,The trademark file is password protected.,{},{},,{},They don't want to offend people.,They don't have the funds to support it.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",cause PersonY trouble,take PersonY's share,give PersonY trouble,PersonY was able to get away.,PersonX got caught causing problems.,{},{},,{},PersonY already took the share.,They won't give it to PersonX,{},{},,{},PersonY found out and got away.,PersonX is unable to find PersonY,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",cause PersonY trouble,take PersonY's share,give PersonY trouble,PersonY lives far away from PersonX.,PersonX is in prison.,{},{},,{},PersonY is protected by the law.,PersonX does not know where to find personY's share.,{},{},,{},PersonX is in prison.,Person Y has a restraining order on PersonX.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",cause PersonY trouble,take PersonY's share,give PersonY trouble,They know nothing about them.,PersonY is an imaginary friend.,{},{},,{},It is locked up in a safe.,They have a contract agreement preventing it.,{},{},,{},They are not in town.,They are in jail.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take care of PersonY,bring PersonY home,get a new job,PersonX isn't allowed in PersonY's house,PersonY is contagious,{},{},,{},PersonY is not interested in PersonX,PersonX can't risk PersonY being seen by their neighbors,{},{},,{},PersonX hasn't updated their resume,PersonX is bad at interviews,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take care of PersonY,bring PersonY home,get a new job,PersonX is going to London for three weeks.,PersonX has a math test to take.,{},{},,{},PersonX lives on the street.,PersonX has a mean landlord who won't allow it.,{},{},,{},PersonX has hardly any other job skills.,PersonX can't find a job that will pay higher.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take care of PersonY,bring PersonY home,get a new job,PersonX doesn't have enough money to take care of anyone other than PersonX.,PersonY has a restraining order against PersonX.,{},{},,{},PersonY is too big to fit into PersonX's car.,PersonY is too sick to be taken home.,{},{},,{},"the job market is over-saturated with applicants, so new jobs are scarce.",PersonX lacks the education and experience necessary for a new job.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",go back to school,take PersonY to the hospital,make a lot of money,PersonX has no money and is homeless.,"PersonX lives in the desert, far away from school and has no car.",{},{},,{},PersonY will not agree to go.,The hospital will not permit PersonY.,{},{},,{},PersonX is in jail.,No job will hire personX.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",go back to school,take PersonY to the hospital,make a lot of money,They were suspended.,They did not get accepted.,{},{},,{},They don't have a license.,Their car broke down.,{},{},,{},They were let go at work.,They can't find a job.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",go back to school,take PersonY to the hospital,make a lot of money,PersonX doesn't have the time to dedicate.,The school PersonX wants to go to is not accepting applicants.,{},{},,{},PersonX doesn't own a car.,PersonX has no idea where the nearest hospital is.,{},{},,{},PersonX is working at Mcdonalds.,PersonX doesn't have the education to get a good job.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",lead to PersonX's death,pay off PersonX's debts,take PersonY's course,PersonX believes suicide is immoral.,PersonX believes their family would suffer if they died.,{},{},,{},PersonX is umemployed.,PersonX is homeless.,{},{},,{},PersonX can't afford the course fees.,PersonX lives too far away.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",lead to PersonX's death,pay off PersonX's debts,take PersonY's course,Their religious beliefs are against suicide.,They can't find anything to use as a tool for death.,{},{},,{},He has lost his job and has no savings.,He has to pay off a mobster or be killed.,{},{},,{},The course requires a prerequisite to take it.,The course is already filled up.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",lead to PersonX's death,pay off PersonX's debts,take PersonY's course,{},{},{},{},on,Goal makes no sense.,PersonX doesn't make enough money.,PersonX has already declared bankruptcy.,{},{},,{},{},{},{},{},on,Goal makes no sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY's advice,provide PersonY environment,bring PersonY to trial,Person X wants advice about dating Person Y's ex partner,Person X doesn't want to risk their friendship with Person Y,{},{},,{},Person Y has a restraining order against Person X,Person Y is allergic to Person X's cat,{},{},,{},The statute of limitations for the crime in question has run out.,Person X has no proof of Person Y's guilt,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY's advice,provide PersonY environment,bring PersonY to trial,PersonX is generally nervous,PersonX and PersonY recently broke up,PersonX is embarrassed,{},,{},PersonX does not have a job,PersonX owes a lot of money,{},{},,{},PersonX cannot afford a lawyer,PersonY fled the country,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY's advice,provide PersonY environment,bring PersonY to trial,PersonX needs to keep a secret.,PersonX is too shy.,PersonX knows they will get in trouble.,{},,{},PersonY’s environment is too complicated.,PersonX lacks sufficient time.,{},{},,{},PersonX doesn’t have enough money to file a case.,PersonY is too powerful.,PersonX doesn’t have an attorney.,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",live in PersonX's home,make PersonY choice,put on PersonX's coat,PersonX has bed bugs.,PersonX's home burnt down.,{},{},,{},PersonX doesn't know what PersonY will prefer.,PersonX has no means to communicate the choice.,{},{},,{},PersonX is too large.,"PersonX is too small, physically.",{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",live in PersonX's home,make PersonY choice,put on PersonX's coat,PersonX is in prison.,PersonX is stuck in a nursing home.,PersonX is in the hospital.,{},,{},PersonX can't make PersonY do anything.,PersonX isn't the boss of PersonY.,PersonY doesn't want to talk to PersonX.,{},,{},PersonX's coat doesn't fit anymore.,PersonX can't find their coat.,PersonX donated their coat to charity.,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",live in PersonX's home,make PersonY choice,put on PersonX's coat,PersonX's mom kicked PersonX out.,PersonX got evicted.,{},{},,{},PersonY doesn't ask for opinions.,PersonX can't decide either.,{},{},,{},PersonX has outgrown PersonX's coat.,PersonX can't figure out how to put an arm in the sleeve.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",walk home from school,get a new one,get a flat tire,PersonX lives too far away from the school and has to ride a bus.,PersonX's parents are too afraid to let PersonX walk alone.,{},{},,{},PersonX needs a new car but can't afford one.,PersonX wants a new phone but just bought one a few months ago.,{},{},,{},{},{},{},{},on,No one wants to get a flat tire.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",walk home from school,get a new one,get a flat tire,The road near the school is under construction.,A blizzard just hit the area.,{},{},,{},PersonX was already gifted a new one.,The new one just sold out.,{},{},,{},PersonX doesn't have a car.,PersonX doesn't have a bicycle.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",walk home from school,get a new one,get a flat tire,The roads are dangerous.,It is raining and lightning outside.,{},{},,{},PersonX doesn't have the money.,PersonX doesn't have the time.,{},{},,Get a new what?,{},{},{},{},on,No one would want to get a flat tire.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY the question,save PersonY's skin,mind PersonX's business,PersonX is scared.,PersonX is shy.,{},{},,{},PersonX doesn't know how.,PersonX is a car salesman.,{},{},,{},PersonX is silent.,PersonX is shy,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY the question,save PersonY's skin,mind PersonX's business,{},{},{},{},on,It doesn't make sense.,{},{},{},{},on,It doesn't make sense.,{},{},{},{},on,It doesn't make sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",ask PersonY the question,save PersonY's skin,mind PersonX's business,PersonX is a deaf/mute.,PersonY cannot hear PersonX.,{},{},,{},PersonY is on fire.,PersonY has a condition that personX cannot cure.,{},{},,{},PersonX has a mandatory meeting for work.,PersonX is in a court case he must attend.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",reach PersonY's room,lick PersonX's wounds,call upon to make,PersonY has cemented the door shut,PersonY has locked himself in the room,{},{},,{},PersonX is in the middle of a game and cannot stop,PersonX is still running from the bear chasing him,{},{},,{},{},{},{},{},on,Call upon to make what? It is nonsense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",reach PersonY's room,lick PersonX's wounds,call upon to make,PERSON X IS LOST,PERSON X  HAS LEG PAIN AND CAN NOT GET TO THE ROOM,{},{},,{},PERSON Y  WOUND IS WRAPPED WITH BANDAGES,PERSON X IS  AFFRAID OF GERMS,{},{},,{},{},{},{},{},on,This goal makes no sense!
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",reach PersonY's room,lick PersonX's wounds,call upon to make,PersonY has a restraining order against PersonX.,PersonX cannot find PersonY's room.,{},{},,{},PersonX's wounds are on his foot.,PersonX was born without at tongue.,{},{},,{},{},{},{},{},on,This statement does not make sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY to the doctor,go back to sleep,work one day,There are too many people near Person Y.,Person X is lazy.,{},{},,{},Person X is poor,Person X doesnt have a bed,{},{},,{},{},{},{},{},on,It doesn't make sense.
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY to the doctor,go back to sleep,work one day,PersonX does not have a car,PersonX has drugs on them,PersonX has a criminal record,Person Y has no money,,{},PersonX has insomnia,PersonX took a lot of ecstasy,PersonX had a bad dream,{},,{},PersonX has committed felonies,PersonX does not have a resume,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take PersonY to the doctor,go back to sleep,work one day,PersonX doesn't have a car.,PersonX is at work.,{},{},,{},PersonX feels sick.,PersonX has an overactive mind.,{},{},,{},PersonX can't find a ride to work.,PersonX is very sick.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",increase PersonY's wealth,resign PersonX's position,follow in PersonY's footsteps,PersonX lives in poverty.,PersonX has no wealth.,{},{},,{},PersonX has responsibilities.,PersonX has to earn money.,{},{},,{},PersonX isn't old enough.,PersonX has no education.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",increase PersonY's wealth,resign PersonX's position,follow in PersonY's footsteps,They have too much debt to take care of.,They have too much credit card fraud on their account.,{},{},,{},They need the money.,They signed a two year contract.,{},{},,{},Their shoe size is too small.,They can't get the same kind of education.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",increase PersonY's wealth,resign PersonX's position,follow in PersonY's footsteps,PersonY doesn't want PersonX's money.,PersonY wants to earn their own money.,PersonY won't listen to PersonX's advice.,{},,{},PersonX's company won't let PersonX resign.,PersonX signed a contract stating that PersonX would work there for one more year.,PersonX needs the money at the job.,{},,{},PersonX doesn't have the money to do this.,PersonX doesn't have the guts of PersonY to work for oneself.,PersonX doesn't have the skills of PersonY.,{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",pay PersonY tax,call PersonY by PersonZ's name,increase PersonX's ability,PersonX has no cash.,PersonX has no job.,{},{},,{},PersonX's mouth is wired shut.,PersonY would be really mad.,{},{},,{},PersonX has no time to study.,PersonX can't find a morning class.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",pay PersonY tax,call PersonY by PersonZ's name,increase PersonX's ability,PersonX has no money.,PersonY already paid the tax.,{},{},,{},PersonY has an anger issue and would kill personX.,PersonZ was never given a name.,{},{},,{},PersonX has a physical disability.,PersonX has no money to go to a gym.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",pay PersonY tax,call PersonY by PersonZ's name,increase PersonX's ability,PersonX does not have enough money.,PersonX does not know the tax amount.,PersonY does not owe taxes.,PersonY already paid the tax.,,{},PersonX has a sore throat and can't talk.,PersonX does not know the name of PersonZ.,PersonX forgot the name of PersonZ.,{},,{},PersonX is in a coma.,PersonX has a low IQ.,PersonX has a learning disability.,PersonX is suffering from dementia.,,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take part in the war,meet PersonY's expectations,protect PersonX's interests,They can't enlist in armed services due to not passing the psych exam,They're being deployed to a non war zone.,{},{},,{},They lack the ability to perform well.,PersonY's expectations are too high to every acknowledge anyone.,{},{},,{},Outside forces are interfering with their interests.,They lack the time to protect their interests.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take part in the war,meet PersonY's expectations,protect PersonX's interests,PersonX isn't old enough.,PersonX is from a different country.,{},{},,{},PersonX isn't smart enough.,PersonY has unrealistic expectations.,{},{},,{},{},{},{},{},on,why would you protest your own interests?
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",take part in the war,meet PersonY's expectations,protect PersonX's interests,PersonX has a medical condition.,PersonX is not in a country that is involved.,{},{},,{},PersonX does not have access to proper resources.,PersonX does not have a car nor access to public transportation.,{},{},,{},PersonX is under attack from thugs.,PersonX is a deaf/mute who cannot speak out against someone else.,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",wake up one morning,go grocery shopping,come home from work,the power went out and disrupted the alarm clock,the alarm was never set,{},{},,{},the grocery store closed an hour ago,the grocery store nearby went out of business,{},{},,{},PersonX can't leave until their shift is over,PersonX doesn't have a ride,{},{},,{}
Tell us why one can't do something.,"We'll tell you what a person wants to do but can't, you tell us the possible reasons why.","reasons, why, action, events, writing",wake up one morning,go grocery shopping,come home from work,{},{},{},{},on,It doesn't make sense.,Person X is poor,Person X doesnt have a car,{},{},,{},Person Y's work cannot be understood.,Person Y's commandments are unreasonable.,{},{},,{}
