Title,Description,Keywords,generation,type,source,Answer.fluency,Answer.grammar,Answer.meaningful,Answer.overall
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How many electors are there in each island of the archipelago?,a_star_sample,island | archipelago | electors,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Why do you want to travel to the Amazon, and not the european continent?",a_star_beam,european | travel | Amazon,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Why do you want to travel to the Amazon, and not the european continent?",a_star_beam,european | travel | Amazon,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Why do you want to travel to the Amazon, and not the european continent?",a_star_beam,european | travel | Amazon,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What do you do when you have to travel to a foreign country?,neurologic,european | travel | Amazon,2,2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What do you do when you have to travel to a foreign country?,neurologic,european | travel | Amazon,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What do you do when you have to travel to a foreign country?,neurologic,european | travel | Amazon,0,0,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the primary purpose of EU law?,a_star_sample,primary | law | EU,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the primary purpose of EU law?,a_star_sample,primary | law | EU,0,0,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the primary purpose of EU law?,a_star_sample,primary | law | EU,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the list of transportation markets?,neurologic,list | transportation | markets,2,0,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the list of transportation markets?,neurologic,list | transportation | markets,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where is the list of transportation markets?,neurologic,list | transportation | markets,2,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where can I find a list of markets and transportation options?,a_star_beam,list | transportation | markets,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where can I find a list of markets and transportation options?,a_star_beam,list | transportation | markets,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where can I find a list of markets and transportation options?,a_star_beam,list | transportation | markets,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was the first band to receive universal acclaim?,a_star_beam,universal | band | receive,2,0,0,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was the first band to receive universal acclaim?,a_star_beam,universal | band | receive,2,0,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was the first band to receive universal acclaim?,a_star_beam,universal | band | receive,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do I receive a universal band?,neurologic,universal | band | receive,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do I receive a universal band?,neurologic,universal | band | receive,2,2,0,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do I receive a universal band?,neurologic,universal | band | receive,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How is memory acquired when the brain is active?,a_star_beam,active | memory | acquired,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How is memory acquired when the brain is active?,a_star_beam,active | memory | acquired,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How is memory acquired when the brain is active?,a_star_beam,active | memory | acquired,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose requests are made on behalf of the British people?,a_star_sample,requests | made | British,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose requests are made on behalf of the British people?,a_star_sample,requests | made | British,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose requests are made on behalf of the British people?,a_star_sample,requests | made | British,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is active acquired memory?,neurologic,active | memory | acquired,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is active acquired memory?,neurologic,active | memory | acquired,0,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is active acquired memory?,neurologic,active | memory | acquired,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do small projects have such a strong presence?,a_star_beam,presence | small | projects,2,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do small projects have such a strong presence?,a_star_beam,presence | small | projects,0,2,-2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do small projects have such a strong presence?,a_star_beam,presence | small | projects,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Which are the strongest regions in Victoria?,a_star_sample,strongest | Victoria | regions,2,2,0,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Which are the strongest regions in Victoria?,a_star_sample,strongest | Victoria | regions,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Which are the strongest regions in Victoria?,a_star_sample,strongest | Victoria | regions,0,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who are the projects you're working on?,neurologic,presence | small | projects,0,0,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who are the projects you're working on?,neurologic,presence | small | projects,0,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who are the projects you're working on?,neurologic,presence | small | projects,-2,2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom does Carnegie's foundation support?,a_star_sample,Carnegie | foundation | support,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom does Carnegie's foundation support?,a_star_sample,Carnegie | foundation | support,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom does Carnegie's foundation support?,a_star_sample,Carnegie | foundation | support,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How does schooling affect economic growth?,a_star_beam,economic | growth | schooling,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How does schooling affect economic growth?,a_star_beam,economic | growth | schooling,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How does schooling affect economic growth?,a_star_beam,economic | growth | schooling,0,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How does economic growth affect schooling?,neurologic,economic | growth | schooling,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How does economic growth affect schooling?,neurologic,economic | growth | schooling,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How does economic growth affect schooling?,neurologic,economic | growth | schooling,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where are the improvements Warsaw has made in the past decade?,a_star_sample,Warsaw | improvements | past,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where are the improvements Warsaw has made in the past decade?,a_star_sample,Warsaw | improvements | past,0,0,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where are the improvements Warsaw has made in the past decade?,a_star_sample,Warsaw | improvements | past,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is believed to be the devastation of civilization?,a_star_beam,believed | devastation | civilization,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is believed to be the devastation of civilization?,a_star_beam,believed | devastation | civilization,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is believed to be the devastation of civilization?,a_star_beam,believed | devastation | civilization,0,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is believed to be the devastation of civilization?,neurologic,believed | devastation | civilization,0,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is believed to be the devastation of civilization?,neurologic,believed | devastation | civilization,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is believed to be the devastation of civilization?,neurologic,believed | devastation | civilization,0,0,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the period between the end of the Jurassic and the beginning of the Cretaceous?,a_star_sample,Jurassic | period | end,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the period between the end of the Jurassic and the beginning of the Cretaceous?,a_star_sample,Jurassic | period | end,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the period between the end of the Jurassic and the beginning of the Cretaceous?,a_star_sample,Jurassic | period | end,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the percentage of households with children?,a_star_beam,percentage | households | children,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the percentage of households with children?,a_star_beam,percentage | households | children,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the percentage of households with children?,a_star_beam,percentage | households | children,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the percentage of households with children?,neurologic,percentage | households | children,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the percentage of households with children?,neurologic,percentage | households | children,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the percentage of households with children?,neurologic,percentage | households | children,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was victorious in the UK election?,a_star_beam,victorious | UK | election,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was victorious in the UK election?,a_star_beam,victorious | UK | election,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was victorious in the UK election?,a_star_beam,victorious | UK | election,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What year were you born and where did you get your first pair of jean shorts?,a_star_sample,year | jean | born,2,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What year were you born and where did you get your first pair of jean shorts?,a_star_sample,year | jean | born,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What year were you born and where did you get your first pair of jean shorts?,a_star_sample,year | jean | born,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How efficient is trial division?,a_star_sample,trial | division | efficient,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How efficient is trial division?,a_star_sample,trial | division | efficient,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How efficient is trial division?,a_star_sample,trial | division | efficient,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was victorious in the UK election?,neurologic,victorious | UK | election,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was victorious in the UK election?,neurologic,victorious | UK | election,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was victorious in the UK election?,neurologic,victorious | UK | election,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the source of tumor antigen?,a_star_beam,source | tumor | antigen,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the source of tumor antigen?,a_star_beam,source | tumor | antigen,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the source of tumor antigen?,a_star_beam,source | tumor | antigen,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the source of tumor antigen?,neurologic,source | tumor | antigen,0,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the source of tumor antigen?,neurologic,source | tumor | antigen,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the source of tumor antigen?,neurologic,source | tumor | antigen,0,0,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think Darwin published his theory of evolution?,a_star_beam,Darwin | evolution | published,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think Darwin published his theory of evolution?,a_star_beam,Darwin | evolution | published,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think Darwin published his theory of evolution?,a_star_beam,Darwin | evolution | published,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think Darwin published his theory of evolution?,neurologic,Darwin | evolution | published,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think Darwin published his theory of evolution?,neurologic,Darwin | evolution | published,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think Darwin published his theory of evolution?,neurologic,Darwin | evolution | published,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who are the electors for the island of St. Martin and the archipelago of Saint Barthelemy?,a_star_beam,island | archipelago | electors,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who are the electors for the island of St. Martin and the archipelago of Saint Barthelemy?,a_star_beam,island | archipelago | electors,2,2,-2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who are the electors for the island of St. Martin and the archipelago of Saint Barthelemy?,a_star_beam,island | archipelago | electors,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","How do you feel about the current state of the island, and what do you hope to see change in the next few years?",neurologic,island | archipelago | electors,-2,-2,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","How do you feel about the current state of the island, and what do you hope to see change in the next few years?",neurologic,island | archipelago | electors,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","How do you feel about the current state of the island, and what do you hope to see change in the next few years?",neurologic,island | archipelago | electors,2,0,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the primary purpose of EU law?,a_star_beam,primary | law | EU,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the primary purpose of EU law?,a_star_beam,primary | law | EU,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the primary purpose of EU law?,a_star_beam,primary | law | EU,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the primary purpose of EU law?,neurologic,primary | law | EU,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the primary purpose of EU law?,neurologic,primary | law | EU,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the primary purpose of EU law?,neurologic,primary | law | EU,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is force mass acceleration?,a_star_sample,acceleration | force | mass,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is force mass acceleration?,a_star_sample,acceleration | force | mass,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is force mass acceleration?,a_star_sample,acceleration | force | mass,-2,0,-2,-2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What are the requests made by the British government?,neurologic,requests | made | British,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What are the requests made by the British government?,neurologic,requests | made | British,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What are the requests made by the British government?,neurologic,requests | made | British,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Which are the requests made by the British government?,a_star_beam,requests | made | British,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Which are the requests made by the British government?,a_star_beam,requests | made | British,2,0,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Which are the requests made by the British government?,a_star_beam,requests | made | British,2,0,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How small is the Amazon rain forest?,a_star_sample,small | Amazon | forest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How small is the Amazon rain forest?,a_star_sample,small | Amazon | forest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How small is the Amazon rain forest?,a_star_sample,small | Amazon | forest,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Which are the strongest regions in Victoria?,a_star_beam,strongest | Victoria | regions,2,2,0,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Which are the strongest regions in Victoria?,a_star_beam,strongest | Victoria | regions,0,2,2,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Which are the strongest regions in Victoria?,a_star_beam,strongest | Victoria | regions,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who are the strongest regions in Victoria?,neurologic,strongest | Victoria | regions,2,0,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who are the strongest regions in Victoria?,neurologic,strongest | Victoria | regions,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who are the strongest regions in Victoria?,neurologic,strongest | Victoria | regions,0,0,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Where are the government schools, where are the catholic schools?",a_star_sample,catholic | schools | government,0,2,0,0
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Where are the government schools, where are the catholic schools?",a_star_sample,catholic | schools | government,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Where are the government schools, where are the catholic schools?",a_star_sample,catholic | schools | government,2,0,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom does Carnegie's foundation support?,a_star_beam,Carnegie | foundation | support,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom does Carnegie's foundation support?,a_star_beam,Carnegie | foundation | support,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom does Carnegie's foundation support?,a_star_beam,Carnegie | foundation | support,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you support the Carnegie foundation?,neurologic,Carnegie | foundation | support,2,2,0,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you support the Carnegie foundation?,neurologic,Carnegie | foundation | support,2,2,2,2
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you support the Carnegie foundation?,neurologic,Carnegie | foundation | support,2,2,2,2
