Title,Description,Keywords,generation,type,source
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the accepted standard for the length of the Rhine?,a_star_sample,accepted | length | Rhine
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the busiest container port in the world?,neurologic,busiest | container | port
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the busiest container port in the world?,a_star_beam,busiest | container | port
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who is the lowest ranked player in the class?,a_star_sample,lowest | ranked | class
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the patented method of cooling the cylinder?,neurologic,patented | cooling | cylinder
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the patented method of cooling the cylinder?,a_star_beam,patented | cooling | cylinder
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom is Victoria's constitution based on?,neurologic,Victoria | constitution | based
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Which lever does the boiler need to be restrained?,a_star_sample,restrained | lever | boiler
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom is Victoria's constitution based on?,a_star_beam,Victoria | constitution | based
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Who forces you to be frank, Norman?",a_star_sample,frank | Norman | forces
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the state of mind needed to survive?,a_star_beam,needed | state | survive
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose state of mind is needed to survive?,neurologic,needed | state | survive
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","what waste is there, it seems now?",cgmh,waste | heat | water
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the accepted standard for measuring the length of the Rhine?,a_star_beam,accepted | length | Rhine
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why else was he just standing there right about now?,cgmh,Norman | major | exports
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the length of time it takes for a person to die?,neurologic,accepted | length | Rhine
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who is the lowest ranked player in the class?,a_star_beam,lowest | ranked | class
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who is the lowest ranked player in the class?,neurologic,lowest | ranked | class
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the difference between a leveraged boiler and a restrained boiler?,a_star_beam,restrained | lever | boiler
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","why was the measure not necessarily adopted later, merely by personal choice?",cgmh,measure | adopted | choice
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","what exactly was the big deal, anyway?",cgmh,oxygen | cellular | respiration
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you think leveraged buyouts are good for?,neurologic,restrained | lever | boiler
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Who forces you to be frank with me, Norman?",a_star_beam,frank | Norman | forces
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who are the forces behind Norman's frankness?,neurologic,frank | Norman | forces
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do we waste so much water to heat our homes?,a_star_greedy,waste | heat | water
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why do mathieu - derived concept models of planetary nebulae work so well?,cgmh,math | concept | work
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where was the waste - water heater?,tsmc,waste | heat | water
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Which are the major exports from Norman?,a_star_greedy,Norman | major | exports
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how can immune responses also occur by not only infecting pathogens in the central nervous system?,cgmh,responses | protect | lungs
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why is normandie having no major french imports or exports?,tsmc,Norman | major | exports
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",who else would charge him with running a very profitable business?,cgmh,organization | charge | running
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the choice of measure to be adopted?,a_star_greedy,measure | adopted | choice
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","what measure was proposed, proposed, and ( by choice only ) adopted?",tsmc,measure | adopted | choice
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where exactly is point twenty - five in all directions?,cgmh,Apache | point | observatory
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How much oxygen is needed for cellular respiration?,a_star_greedy,oxygen | cellular | respiration
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why is there such a problem with knowledge - based management?,cgmh,activities | French | knowledge
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How does the math concept work?,a_star_greedy,math | concept | work
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","when oxygen is depleted, the cellular respiration system stops functioning.?",tsmc,oxygen | cellular | respiration
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what fraternity is this ( phi delta theta )?,cgmh,changed | Rhine | delta
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do we protect our lungs and immune responses?,a_star_greedy,responses | protect | lungs
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how does math concept zhu shijie work?,tsmc,math | concept | work
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what was the military career of yuan xian?,cgmh,military | power | Yuan
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what responses do your lungs have to protect you from pathogenic bacteria?,tsmc,responses | protect | lungs
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose organization is in charge of running it?,a_star_greedy,organization | charge | running
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why else do positive - definite theorems not exist?,cgmh,cash | flow | problems
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",who would charge her with running such an organization?,tsmc,organization | charge | running
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where is point apache observatory located?,tsmc,Apache | point | observatory
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was the point of the Apache observatory?,a_star_greedy,Apache | point | observatory
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",who else presents evidence that their ideas can accomplish their goals?,cgmh,ideas | accomplish | goals
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What activities are you doing to improve your knowledge of French?,a_star_greedy,activities | French | knowledge
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what activities did the vichy french government have any knowledge of?,tsmc,activities | French | knowledge
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why else would tribesmen like gen. and gen. genghis khan fight them off?,cgmh,tribes | khan | fight
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How do you feel about the changed state of the Rhine delta?,a_star_greedy,changed | Rhine | delta
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why should the entire rhine - main river delta have been fundamentally changed?,tsmc,changed | Rhine | delta
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what additional meaning there was in the prime minister directives?,cgmh,additional | meaning | prime
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who are the Yuan Dynasty's military powerhouses?,a_star_greedy,military | power | Yuan
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what exactly was alien - literate thinking about?,cgmh,
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what power was the military yuan holding in china?,tsmc,military | power | Yuan
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where are tentacles of pletheisteans being protected?,cgmh,long | tentacles | protected
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Where are the cash flow problems?,a_star_greedy,cash | flow | problems
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how flow are there cash problems here?,tsmc,cash | flow | problems
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose ideas will accomplish these goals?,a_star_greedy,ideas | accomplish | goals
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why is a perfectly modelled linear programming turing machine the simplest model possible?,cgmh,solved | linear | Turing
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what are ideas and goals worth accomplishing?,tsmc,ideas | accomplish | goals
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","Whom shall I fight, the tribesman or the khan?",a_star_greedy,tribes | khan | fight
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",who else would ever join the old republic as faction leaders in yet another war?,cgmh,supplies | Jacksonville | faction
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the meaning of the additional prime?,a_star_greedy,additional | meaning | prime
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what tribes would fight back against the genghis khans?,tsmc,tribes | khan | fight
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","what do you mean we have median temperature winter and spring, anyways?",cgmh,median | temperature | winter
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what is additional to the meaning of this primer?,tsmc,additional | meaning | prime
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why is nazi - occupied germany an object of interest?,cgmh,Germany | central | interest
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose occupation is it that you want to alienate?,a_star_greedy,
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what occupation would alienate such a person?,tsmc,
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose interests are being protected by the long tentacles of the state?,a_star_greedy,long | tentacles | protected
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is a linear algebra problem that can be solved by a Turing machine?,a_star_greedy,solved | linear | Turing
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how long were the tentacles pleurometrically well protected?,tsmc,long | tentacles | protected
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how would he ever gain permanent residency back in his home city?,cgmh,Warsaw | Phoenix | city
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",who exactly has solved the linear programming problem the first - order turing machine is?,tsmc,solved | linear | Turing
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose faction is it that supplies Jacksonville?,a_star_greedy,supplies | Jacksonville | faction
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what supplies did the jacksonville - based national center for factional civil war have?,tsmc,supplies | Jacksonville | faction
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",polish polytechnical institute - university of technology warsaw - was established here in 1964?,cgmh,university | Warsaw | established
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the median winter temperature?,a_star_greedy,median | temperature | winter
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",when would she finally turn twenty - one?,cgmh,killed | plague | Naples
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why does Germany's central bank keep interest rates so low?,a_star_greedy,Germany | central | interest
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what is the median temperature range in the winter months?,tsmc,median | temperature | winter
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where exactly are the juvenile plankton before they become an adult?,cgmh,juvenile | plank | adult
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What does the city of Phoenix have in common with Warsaw?,a_star_greedy,Warsaw | Phoenix | city
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","why is "" the german national interest so central "" to germany?",tsmc,Germany | central | interest
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","see below, also : did any european settlers ever travel to build the "" first north american sailing canoes ""?",cgmh,european | travel | Amazon
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why was the guest list always written like that?,cgmh,list | transportation | markets
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","who would know poland ( phoenix city, krakow, and warsaw ) better?",tsmc,Warsaw | Phoenix | city
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you think established the university of Warsaw?,a_star_greedy,university | Warsaw | established
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how often do all our air - conditioning system grievers receive our time capsule status updates?,cgmh,universal | band | receive
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How many people are killed by the plague in Naples?,a_star_greedy,killed | plague | Naples
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",when was the technical university of warsaw first formally established?,tsmc,university | Warsaw | established
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why was the plague epidemic in naples not in fact killed?,tsmc,killed | plague | Naples
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what exactly are the full self active effects or partial self acquired effects?,cgmh,active | memory | acquired
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","where is his physical presence on small, corporate projects right now?",cgmh,presence | small | projects
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","what relation is the juvenile, or "" plankton "" population ( ), to the adult population?",tsmc,juvenile | plank | adult
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the difference between adult plankton and juvenile plankton?,a_star_greedy,juvenile | plank | adult
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you want to travel to the Amazon and not to the european continent?,a_star_greedy,european | travel | Amazon
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what good is economic growth in comparison with being among the best in public schooling?,cgmh,economic | growth | schooling
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whom do you list for transportation to the markets?,a_star_greedy,list | transportation | markets
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why did early european explorers not travel to amazonia?,tsmc,european | travel | Amazon
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",why does global ecological devastation create social evils?,cgmh,believed | devastation | civilization
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was the first band to receive universal acclaim?,a_star_greedy,universal | band | receive
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",whose list is?,tsmc,list | transportation | markets
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how many are the percentages of households with an adult male householder?,cgmh,percentage | households | children
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How is memory acquired when the brain is active?,a_star_greedy,active | memory | acquired
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",when universal am band digital television recurves to receive open air channels -?,tsmc,universal | band | receive
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the presence of small projects?,a_star_greedy,presence | small | projects
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what does hyper - active memory and newly acquired memories lead to?,tsmc,active | memory | acquired
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","why else would an elderly former cop "" support "" the victorious 2009 ukip local government election campaign?",cgmh,victorious | UK | election
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How does schooling affect economic growth?,a_star_greedy,economic | growth | schooling
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where there is only a very small human presence. what projects which project which project what?,tsmc,presence | small | projects
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",how do economic growth rates in the united states make children receive high - quality schooling?,tsmc,economic | growth | schooling
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is believed to be the devastation of civilization?,a_star_greedy,believed | devastation | civilization
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what source are all these tumor - associated antigens?,cgmh,source | tumor | antigen
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",who believed would it cause such devastation to western civilization?,tsmc,believed | devastation | civilization
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the percentage of households with children?,a_star_greedy,percentage | households | children
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what exactly is the original result of darwinian evolution?,cgmh,Darwin | evolution | published
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Who was victorious in the UK election?,a_star_greedy,victorious | UK | election
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","an island or an archipelago may have "" infinitely many different "" geographical features, including : where to begin?",cgmh,island | archipelago | electors
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what percentage would households have children under age 18?,tsmc,percentage | households | children
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the source of tumor antigen?,a_star_greedy,source | tumor | antigen
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","what exactly is a "" euryalus ""?",cgmh,primary | law | EU
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Why do you think Darwin published his theory of evolution?,a_star_greedy,Darwin | evolution | published
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","when victorious may 2005, uk general election,?",tsmc,victorious | UK | election
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",How many electors are there in each island of the archipelago?,a_star_greedy,island | archipelago | electors
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",what are they all really made of?,cgmh,requests | made | British
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",What is the primary purpose of EU law?,a_star_greedy,primary | law | EU
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",where exactly are they the source of the anti - tumor antigens?,tsmc,source | tumor | antigen
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence","where he is buried in the victoria county, southern ontario and north north thunder bay regions.?",cgmh,strongest | Victoria | regions
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Whose requests are made on behalf of the British people?,a_star_greedy,requests | made | British
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",when was the charles darwin theory of evolution first published?,tsmc,Darwin | evolution | published
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",Which are the strongest regions in Victoria?,a_star_greedy,strongest | Victoria | regions
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",which institutions does the carnegie - mellon foundation support financially?,cgmh,Carnegie | foundation | support
Evaluate a question by answering 4 questions,"Evaluate the quality and plausibility of a sentence, also evaluate the coverage of some given concepts in the sentence.","quality, language,sentence",which archipelago are the islands traditionally associated with the presidential electors?,tsmc,island | archipelago | electors
