Title,Description,Keywords,Id1,Event1,Id2,Event2,Id3,Event3,Answer.Event1,Answer.Event2,Answer.Event3,Answer.Id1,Answer.Id2,Answer.Id3,Answer.after1,Answer.after2,Answer.after3,Answer.before1,Answer.before2,Answer.before3,Answer.event-valid1,Answer.event-valid2,Answer.event-valid3,Answer.feedback
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",1OaEVsZMsSKrgDa77BNx/A==,PersonX hears a rustling,gkr4+2MLjjHJIXsMWAiRqw==,PersonX gets the lead role,lVL3HLcof8JlWhd4GEQ63g==,PersonX has a great trip,PersonX hears a rustling,PersonX gets the lead role,PersonX has a great trip,1OaEVsZMsSKrgDa77BNx/A==,gkr4+2MLjjHJIXsMWAiRqw==,lVL3HLcof8JlWhd4GEQ63g==,sees a dog run through the yard,performs before a large audience,returns home feeling fulfilled,rakes some fallen leaves,tries out for a play,plans to go camping,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",KcNAXFZMYk4ew4hOmTHPlg==,PersonX gives the class,yAp6a8y3ZBg97AP4Apjs/g==,PersonX swats the ball,g7RvIhtPKqQA5oPGxagzAQ==,PersonX decides to adopt a kitten,PersonX gives the class,PersonX swats the ball,PersonX decides to adopt a kitten,KcNAXFZMYk4ew4hOmTHPlg==,yAp6a8y3ZBg97AP4Apjs/g==,g7RvIhtPKqQA5oPGxagzAQ==,travels home,runs the bases,cuddles the kitten,prepares the lecture,plays a game,lives alone,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",RcZLBKSe9WvwGnL0qGc4OA==,PersonX gets the ball back,l4ffjV7l1caZ8MYW1BjaHw==,PersonX buys lunch,5CSNV9hRAhDF2DmYfwH85Q==,PersonX writes the essay,PersonX gets the ball back,PersonX buys lunch,PersonX writes the essay,RcZLBKSe9WvwGnL0qGc4OA==,l4ffjV7l1caZ8MYW1BjaHw==,5CSNV9hRAhDF2DmYfwH85Q==,plays with the ball,eats lunch,delivers the essay to the teacher,loses the ball,takes out money,gathers information,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",teSXOOunupUlVb8R9lvvoQ==,PersonX runs on fumes,Td7heGYA3pcOQJGo0bvcgw==,PersonX takes up PersonY's residence,eHeD6CZz3Gg4xVGOo37TKQ==,PersonX gets tired of it,PersonX runs on fumes,PersonX takes up PersonY's residence,PersonX gets tired of it,teSXOOunupUlVb8R9lvvoQ==,Td7heGYA3pcOQJGo0bvcgw==,eHeD6CZz3Gg4xVGOo37TKQ==,crashes hard that night,lives with PersonY,tries running for a day instead,has only had 2 hours of sleep,needs a new roomate,goes swimming everyday,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",20BjZYoISS5jJYzj5PNOOA==,PersonX lies on either side,DdT9pNi1fS4UchNgHV39eQ==,PersonX finds PersonX's feet,eSDLRW83OVVXmSvNUFVSAA==,PersonX is going out of business,PersonX lies on either side,PersonX finds PersonX's feet,PersonX is going out of business,20BjZYoISS5jJYzj5PNOOA==,DdT9pNi1fS4UchNgHV39eQ==,eSDLRW83OVVXmSvNUFVSAA==,X stretches as PersonX is worked on.,{},X closes shop.,X enters the massage parlor.,{},X gathers what is left of the fire.,,on,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",KkKYsL7Rfz7y5UnwuXgPLQ==,PersonX tells PersonY told,foGY0gELdCBHphaJVpoWGw==,PersonX takes PersonY to the er,732mDVpUlth07lioWMgrag==,PersonX washes PersonY's sheets,PersonX tells PersonY told,PersonX takes PersonY to the er,PersonX washes PersonY's sheets,KkKYsL7Rfz7y5UnwuXgPLQ==,foGY0gELdCBHphaJVpoWGw==,732mDVpUlth07lioWMgrag==,is relieved to find out he doesnt know he got bad grades on his report card,lays down a towel sp she can enjoy her time there and relax,then tells his friend he really needs to stop drinking,wonders what his friend said to his dad,knows that his wife hasnt been to the beach in 2 years,sees that his friend threw up after a long night of drinking,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",TtsLLvumfNSHwITLGW9oPg==,PersonX reproduces this book thereof in PersonY form,p8XVhpg0dkXxtEZxPydXGQ==,PersonX starts PersonY program,pm3iEIqe/96W1Rl21WulUg==,PersonX keeps PersonY's eyes on PersonY,PersonX reproduces this book thereof in PersonY form,PersonX starts PersonY program,PersonX keeps PersonY's eyes on PersonY,TtsLLvumfNSHwITLGW9oPg==,p8XVhpg0dkXxtEZxPydXGQ==,pm3iEIqe/96W1Rl21WulUg==,gives a copy of the book to PersonY.,finishes PersonY's program.,reminds PersonY to focus.,talks to PersonY about their life.,installs PersonY's program.,gets PersonY's attention.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Wz8BydNodfZC2hHug81KXg==,PersonX gives PersonX's wife,H0sUjlsN8fEPOtoE0A3tjg==,PersonX takes PersonX's driver 's test,Hp8n2OewwjmVdwi+ozvAQg==,PersonX knows nothing,PersonX gives PersonX's wife,PersonX takes PersonX's driver 's test,PersonX knows nothing,Wz8BydNodfZC2hHug81KXg==,H0sUjlsN8fEPOtoE0A3tjg==,Hp8n2OewwjmVdwi+ozvAQg==,{},gets license,{},{},applies for a license,{},on,,on,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",aHR21cKjV+Fq3bF9xqASLg==,PersonX gives PersonY warning,LQB6aT7D/I+o3os1VC+TPA==,PersonX cries the blues,g3opeMnT8Tpk4mLtEen73g==,PersonX moves into a new apartment,PersonX gives PersonY warning,PersonX cries the blues,PersonX moves into a new apartment,aHR21cKjV+Fq3bF9xqASLg==,LQB6aT7D/I+o3os1VC+TPA==,g3opeMnT8Tpk4mLtEen73g==,writes a ticket,goes to sleep early,moves in items,sees PersonY speeding,just broke up with someone,rents a moving truck,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",lh6+ART5cccMle0YWbeFdA==,PersonX works so hard,dkZ37XTrm/a2PMVMFfpOlA==,PersonX grows vegetables,iH2wpYv3jknnOqnXNRKj5Q==,PersonX takes PersonY's family,PersonX works so hard,PersonX grows vegetables,PersonX takes PersonY's family,lh6+ART5cccMle0YWbeFdA==,dkZ37XTrm/a2PMVMFfpOlA==,iH2wpYv3jknnOqnXNRKj5Q==,took a shower before lunch,sells vegetables,PersonX waits at the dropoff/exchange place,planted two trees today,likes fresh food without preservatives,wants to get money for ransom,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",U4QC6Fcgd/1q2ZtHCNdltQ==,PersonX takes it to school,G/UMCdB2eQ8mmPK8gBInVA==,PersonX opens the car door,/U31aPmyDsConylEZW02Ig==,PersonX decorates PersonX's room,PersonX takes it to school,PersonX opens the car door,PersonX decorates PersonX's room,U4QC6Fcgd/1q2ZtHCNdltQ==,G/UMCdB2eQ8mmPK8gBInVA==,/U31aPmyDsConylEZW02Ig==,places the books in the bag,gets out and locks the car,observes the new look,buys a new book bag,drives to the store,painted their room,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",QE/DJdrwD88xIGt1892fAg==,PersonX asks PersonY to the dance,QcW7TzKQL4cCIer+D+MIWQ==,PersonX does n't want anyone to know,j70bnWcWX6mRGH0GDCSQcg==,PersonX opens a new bank account,PersonX asks PersonY to the dance,PersonX does n't want anyone to know,PersonX opens a new bank account,QE/DJdrwD88xIGt1892fAg==,QcW7TzKQL4cCIer+D+MIWQ==,j70bnWcWX6mRGH0GDCSQcg==,takes PersonY to the dance.,tells everyone they haven't taken their driver's test yet.,puts the money in the new account.,likes PersonY's personality.,fails their driver's test.,inherits some money.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",bRbv71uCnUlizU7XT4sNSw==,PersonX goes across the street,pIXejXShZ4u3oms2U5mbtg==,PersonX completes PersonY's homework,sDLBdljMVNo7cydvrnWIHg==,PersonX buys PersonX's clothes,PersonX goes across the street,PersonX completes PersonY's homework,PersonX buys PersonX's clothes,bRbv71uCnUlizU7XT4sNSw==,pIXejXShZ4u3oms2U5mbtg==,sDLBdljMVNo7cydvrnWIHg==,enters the school,gets money from PersonY,wears a new outfit,leaves the house,takes PersonY's homework,goes to a clothes store,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",yDj3nAdxJBPW/rCXFiQOww==,PersonX learns new things,ceR1utn7ISwSqpZ+pWzXow==,PersonX gets PersonY's friends,o6xHYbAaikHa0wCpjyMEQg==,PersonX makes PersonX's own costume,PersonX learns new things,PersonX gets PersonY's friends,PersonX makes PersonX's own costume,yDj3nAdxJBPW/rCXFiQOww==,ceR1utn7ISwSqpZ+pWzXow==,o6xHYbAaikHa0wCpjyMEQg==,passes the class,buys cake and ice cream,wins award for best costume,studies very hard,throws a surprise party for PersonY,gets invited to a Halloween party,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",dCn3YP18zNEF+W+wpr5yow==,PersonX asks PersonX's brother,iEQ5XYvdcYtOoZuAxxNpaw==,PersonX rolls PersonY's eyes,V/iCgw8pgBM195/mnK1coA==,PersonX takes off PersonX's coat,PersonX asks PersonX's brother,PersonX rolls PersonY's eyes,PersonX takes off PersonX's coat,dCn3YP18zNEF+W+wpr5yow==,iEQ5XYvdcYtOoZuAxxNpaw==,V/iCgw8pgBM195/mnK1coA==,thanks PersonX's brother,tells her friend she didn't like the statement,is comfortable,needs help mowing the lawn,hears something dumb,is hot,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",KXeWBKHJco5PyyABx+f84Q==,PersonX takes PersonY average,XpGrvs/dwYSqnrzeIi+sUQ==,PersonX shows it to PersonX's parents,mUQyelKDCbrB3Hd/unz/cA==,PersonX arrives back,PersonX takes PersonY average,PersonX shows it to PersonX's parents,PersonX arrives back,KXeWBKHJco5PyyABx+f84Q==,XpGrvs/dwYSqnrzeIi+sUQ==,mUQyelKDCbrB3Hd/unz/cA==,{},is rewarded with money,returns to work,{},gets an A on a test,takes a long vacation,on,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",6OjzrzXAKbZgx3mDWIEuog==,PersonX bases upon PersonY,dDIub3IWbbaERANUVLk/Sw==,PersonX gets blood out of a stone,4XWM6jvkDHrSMeoxHc90QQ==,PersonX finally fell,PersonX bases upon PersonY,PersonX gets blood out of a stone,PersonX finally fell,6OjzrzXAKbZgx3mDWIEuog==,dDIub3IWbbaERANUVLk/Sw==,4XWM6jvkDHrSMeoxHc90QQ==,{},{},broke his leg,{},{},is shaking on a ladder,on,on,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",nuUDZRyT0VfAtf+pKIPAAA==,PersonX is no longer scared,Saz1qoJGiPi6iuVOX/pMsA==,PersonX makes PersonY impression,uDitxzOLs+VugrZR917LWw==,PersonX preaches to the choir,PersonX is no longer scared,PersonX makes PersonY impression,PersonX preaches to the choir,nuUDZRyT0VfAtf+pKIPAAA==,Saz1qoJGiPi6iuVOX/pMsA==,uDitxzOLs+VugrZR917LWw==,rides their bike without being afraid to fall,{},doesn't realize the teacher knows everything they just said to them,reads a book on how to ride their bikes safely,{},talks to a teacher about being a teacher,,on,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",LTlzpEv/wKLsTXkz8UDdUw==,PersonX holds that thought,EgaYLwnpM5+ZCa3jnvBiTQ==,PersonX gets moving,MruiUH8vO+WdVKWvIvpwWQ==,PersonX moves PersonX's car,PersonX holds that thought,PersonX gets moving,PersonX moves PersonX's car,LTlzpEv/wKLsTXkz8UDdUw==,EgaYLwnpM5+ZCa3jnvBiTQ==,MruiUH8vO+WdVKWvIvpwWQ==,writes it down.,improves health.,avoids a ticket.,needs to remember something for a test.,needs to exercise more.,is parked illegally.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",i8q3jVN8tFELulSzDq5FgA==,PersonX changes the world,H0qaB7pJRb2BTAvoodZH2A==,PersonX gives PersonY the eye,kZZ8/F5CDxn+z208vETchQ==,PersonX wants to join PersonY,PersonX changes the world,PersonX gives PersonY the eye,PersonX wants to join PersonY,i8q3jVN8tFELulSzDq5FgA==,H0qaB7pJRb2BTAvoodZH2A==,kZZ8/F5CDxn+z208vETchQ==,gets rich,{},is disappointed when PersonY rejects them,invents a new power source,{},hears about a party PersonY is going to,,on,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",zEk8L46XE8i2aZz2Ha6A1g==,PersonX puts PersonX's best foot forward,CAUgrBTbO2MC6wxadUkQeg==,PersonX makes PersonY guess,VViNoJDhLYjcdVP+lQ7/Rw==,PersonX shares PersonX's thoughts,PersonX puts PersonX's best foot forward,PersonX makes PersonY guess,PersonX shares PersonX's thoughts,zEk8L46XE8i2aZz2Ha6A1g==,CAUgrBTbO2MC6wxadUkQeg==,VViNoJDhLYjcdVP+lQ7/Rw==,X receives an employment offer.,Y guesses correctly.,X receives admiration and support from strangers.,X attends a job interview.,X receives a promotion at work.,X posts a blog to the internet each day.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",822az0BBOrDkgy3gIglYJA==,PersonX walks around a little,3zJ29idf+YAAH71Jk3DTYg==,PersonX counts to three,w5M8x+JfxSV8TVHLmRkLjw==,PersonX eats a lot of food,PersonX walks around a little,PersonX counts to three,PersonX eats a lot of food,822az0BBOrDkgy3gIglYJA==,3zJ29idf+YAAH71Jk3DTYg==,w5M8x+JfxSV8TVHLmRkLjw==,brought himself a new golf bag.,yelled that she was leaving without them.,had a belly ache,wanted to go to the mall,told their kids to get dress.,went out to eat with his family at a buffet.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",UxFYXFdh7fPs13qw9BoETQ==,PersonX studies very hard in school,QhIcOsl9khUJxFE8WhjbyA==,PersonX wants to sleep,94fMQt6wiCc4NO47aMnbmA==,PersonX gives PersonY a ride,PersonX studies very hard in school,PersonX wants to sleep,PersonX gives PersonY a ride,UxFYXFdh7fPs13qw9BoETQ==,QhIcOsl9khUJxFE8WhjbyA==,94fMQt6wiCc4NO47aMnbmA==,gets all A's now.,goes to bed.,gets a thank you note from PersonY.,fails a math test.,stays up all night.,sees PersonY on the side of the road.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",n8Zzee/IcLcGR+Pu86uTEg==,PersonX gives PersonY a bonus,1adPc6aFHblbFRDHHZTrZw==,PersonX eats fish,azESR8oixm/6K5+YKFxL9w==,PersonX gets lucky,PersonX gives PersonY a bonus,PersonX eats fish,PersonX gets lucky,n8Zzee/IcLcGR+Pu86uTEg==,1adPc6aFHblbFRDHHZTrZw==,azESR8oixm/6K5+YKFxL9w==,thanks PersonY for the excellent job.,throws out the fish bones.,"leaves the casino $10,000 richer.",pays PersonY.,buys fish.,is playing slots at the casino.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",GeuhC90nO0Fc6CJDrM/Ebw==,PersonX reads PersonY thoughts,/amCFb5JqOndWnh8KtT7ig==,PersonX gets some food,9bpHHLGddNHdqAxt6IPIVQ==,PersonX has to cancel PersonX's plans,PersonX reads PersonY thoughts,PersonX gets some food,PersonX has to cancel PersonX's plans,GeuhC90nO0Fc6CJDrM/Ebw==,/amCFb5JqOndWnh8KtT7ig==,9bpHHLGddNHdqAxt6IPIVQ==,shares PersonY's thoughts,throws up,has to call PersonX's job,is a mind reader,is hungry,misses the flight,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",HRRHcW0btxzQJ5RhYEZO9Q==,PersonX receives PersonX's share,mT/WHFN80+wEfnvGgS+yvw==,PersonX comes back to the room,RfK8PM0l2ybWoodvmVuQuw==,PersonX decides to order pizza instead,PersonX receives PersonX's share,PersonX comes back to the room,PersonX decides to order pizza instead,HRRHcW0btxzQJ5RhYEZO9Q==,mT/WHFN80+wEfnvGgS+yvw==,RfK8PM0l2ybWoodvmVuQuw==,eats his whole share.,takes a nap in the room.,enjoys the pizza.,gets in line for food.,leaves the room.,"wants Chinese food, but it's closed.",,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",MzxYsXtYjODe9uCYe0YBjA==,PersonX gets shot,XIO0QKjaomG8f44RMqR6cg==,PersonX pulls PersonY's bacon out of the fire,2Kt/KfKa74jUuq2CTIwzNw==,PersonX misses PersonX's stop,PersonX gets shot,PersonX pulls PersonY's bacon out of the fire,PersonX misses PersonX's stop,MzxYsXtYjODe9uCYe0YBjA==,XIO0QKjaomG8f44RMqR6cg==,2Kt/KfKa74jUuq2CTIwzNw==,is sent home,eat the burnt bacon,has to walk home,goes overseas,cooks over a campfire,rides a bus,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",xCxaMZC01sDfXzhCXz8POQ==,PersonX knows would say,sNSoqCzpvPXMmIUAwLcFOw==,PersonX takes the cat home,4u97aVVQROArU51dINOe3w==,PersonX makes a move,PersonX knows would say,PersonX takes the cat home,PersonX makes a move,xCxaMZC01sDfXzhCXz8POQ==,sNSoqCzpvPXMmIUAwLcFOw==,4u97aVVQROArU51dINOe3w==,{},puts the cat in the laundry room.,goes to dinner with the girl.,{},finds a cat in the forest.,sees an attractive girl.,on,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",wd6UYLEMBoHLhRKH4R60qQ==,PersonX puts the dishes,ubV3u9DHXC7T2q3uXGDh4g==,PersonX holds PersonY fast,1pPAzRS9e2XDFoelyT8h/g==,PersonX shows it off to PersonX's friends,PersonX puts the dishes,PersonX holds PersonY fast,PersonX shows it off to PersonX's friends,wd6UYLEMBoHLhRKH4R60qQ==,ubV3u9DHXC7T2q3uXGDh4g==,1pPAzRS9e2XDFoelyT8h/g==,{},{},speeds off,{},{},buys a car,on,on,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",D3u61eoecsui62MYeDFSsQ==,PersonX depends upon the length,SqX6YQBbG/0CgLLopJumKQ==,PersonX makes PersonY decisions,2TAhPet9k2r5k0CDOtVY6g==,PersonX asks PersonY to tell,PersonX depends upon the length,PersonX makes PersonY decisions,PersonX asks PersonY to tell,D3u61eoecsui62MYeDFSsQ==,SqX6YQBbG/0CgLLopJumKQ==,2TAhPet9k2r5k0CDOtVY6g==,{},drives PersonY to the restaurant PersonX chose.,hears PersonY's secret.,{},is helping PersonY decide where to eat.,knows personY has a secret.,on,,,"not sure how someone ""depends along the length""."
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",zJuCP0bFKX+Cgd3vtOIeqg==,PersonX goes swimming instead,MgIbLFGcXmvSo7BHVIo9OQ==,PersonX stops in front of PersonY,QfChmcQqr+BqGhaHWptTRg==,PersonX leaves to PersonY's own devices,PersonX goes swimming instead,PersonX stops in front of PersonY,PersonX leaves to PersonY's own devices,zJuCP0bFKX+Cgd3vtOIeqg==,MgIbLFGcXmvSo7BHVIo9OQ==,QfChmcQqr+BqGhaHWptTRg==,is glad they exercised and didn't just go home.,is pleased they helped to avoid an accident,feels they did the best they could.,Finds the gym is closed,Sees someone about to walk out in the road while on their phone,Is sick of trying to help someone who will not listen,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",WVxpPofkQEL7NDxvkgWUgg==,PersonX is badly injured,t+fjYlOAz3TZ6hWH2dnGnA==,PersonX never told PersonY,PSq8ce81taRQ4fnwzuLgcw==,PersonX risks PersonX's lives,PersonX is badly injured,PersonX never told PersonY,PersonX risks PersonX's lives,WVxpPofkQEL7NDxvkgWUgg==,t+fjYlOAz3TZ6hWH2dnGnA==,PSq8ce81taRQ4fnwzuLgcw==,doesn't skateboard anymore,and PersonY are still together,ends up in the hospital,goes skateboarding,cheats on PersonY,drinks too much,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",v8fSuKZlR2gRfYthVQy0HA==,PersonX arrives quickly,XfXyb5lKO/yDIE+BDyeDRg==,PersonX catches a cold,lUy/cqYwDB9iLYS36A9/Jw==,PersonX becomes violently ill,PersonX arrives quickly,PersonX catches a cold,PersonX becomes violently ill,v8fSuKZlR2gRfYthVQy0HA==,XfXyb5lKO/yDIE+BDyeDRg==,lUy/cqYwDB9iLYS36A9/Jw==,apologizes for being late,goes to the store for medicine,calls in sick to work,is running late to work,goes outside without a jacket,eats some undercooked fish,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",zDXKdg+tGfoOtdbSrAz3wQ==,PersonX is falling apart,7JgAwZv7Sun8tZGcIZDkdA==,PersonX receives good grades,u/YeVE4K4faroB6xNuAiYA==,PersonX takes a quick shower,PersonX is falling apart,PersonX receives good grades,PersonX takes a quick shower,zDXKdg+tGfoOtdbSrAz3wQ==,7JgAwZv7Sun8tZGcIZDkdA==,u/YeVE4K4faroB6xNuAiYA==,is going to a therapist.,gets into a good college.,is now nice and clean.,is having trouble sleeping.,likes to study.,thinks they smell badly.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",OcePHUZzHis4tDqlC7gVaQ==,PersonX sleeps much better,0Ndg8C68TlMt6RO8HT6g0w==,PersonX tries to find it,vepF3+OhO5jgYUdC/Y/UQw==,PersonX watches PersonX's mouth,PersonX sleeps much better,PersonX tries to find it,PersonX watches PersonX's mouth,OcePHUZzHis4tDqlC7gVaQ==,0Ndg8C68TlMt6RO8HT6g0w==,vepF3+OhO5jgYUdC/Y/UQw==,is awake,finds  PersonX's phone,is amuse,takes a sleep aid,lose PersonX's phone,is looking in the mirror,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",FxCtQ2CASEsWfAGeV/aKqQ==,PersonX wakes PersonY up early,LDhZZNDoOsU4cfhCF5GMfA==,PersonX calls PersonX's grandparents,iHjjv3BXtpEJkGajHtCxsw==,PersonX writes with PersonX's hand,PersonX wakes PersonY up early,PersonX calls PersonX's grandparents,PersonX writes with PersonX's hand,FxCtQ2CASEsWfAGeV/aKqQ==,LDhZZNDoOsU4cfhCF5GMfA==,iHjjv3BXtpEJkGajHtCxsw==,makes breakfast for PersonY,talks with PersonX's grandparents,jots down a message,rises with the sun,misses PersonX's grandparents,receives a call,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",H6EfkAjv9yxSUExbbs0Cng==,PersonX makes a phone call,d/wU+B+DcqU6jRbB0eEVYw==,PersonX drives anyway,sqCH6CnFdQjydzegfqPVuw==,PersonX puts the cart before the horse,PersonX makes a phone call,PersonX drives anyway,PersonX puts the cart before the horse,H6EfkAjv9yxSUExbbs0Cng==,d/wU+B+DcqU6jRbB0eEVYw==,sqCH6CnFdQjydzegfqPVuw==,puts the phone back in their purse.,gets into an accident.,rearranges the order.,finds their cellphone.,takes one more shot.,puts a harness on the horse.,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",dRPrgqSbPQ59apSJgTNCJA==,PersonX chokes the chicken,q74MtyqAf2wqmgYUWPq/mg==,PersonX drives PersonX's car to work,QumsXvozXkVdMzygwL+AzQ==,PersonX supplies PersonY with food,PersonX chokes the chicken,PersonX drives PersonX's car to work,PersonX supplies PersonY with food,dRPrgqSbPQ59apSJgTNCJA==,q74MtyqAf2wqmgYUWPq/mg==,QumsXvozXkVdMzygwL+AzQ==,no longer gets bit when they go to collect eggs,gets to sleep in longer in the morning,feels good they have done a good deed for a friend,is collecting eggs when one of their chickens bites them,buys a new car to get to work faster than walking,notices PersonY is looking hungry,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",5iRDk7/xfKk5U18OrvprcQ==,PersonX invites PersonY to PersonX's house,s4LQ29WmevV0tCdEv+noYg==,PersonX mows PersonY's grass,HOBP8AV7vE+LBpJ4OV3clw==,PersonX makes another batch,PersonX invites PersonY to PersonX's house,PersonX mows PersonY's grass,PersonX makes another batch,5iRDk7/xfKk5U18OrvprcQ==,s4LQ29WmevV0tCdEv+noYg==,HOBP8AV7vE+LBpJ4OV3clw==,tiddys up his house,collects money from Person Y,eats a brownie,picks up the phone,works as a landscapper,cooks brownies,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",FcWUeWXAGbzHIBjeyVWCNA==,PersonX has just had a new baby,lOdZNRm3K5X2+W9z6XDZZg==,PersonX sees the tree,7XmBEAFj/Prf2EBDjR4jfQ==,PersonX works hard all year,PersonX has just had a new baby,PersonX sees the tree,PersonX works hard all year,FcWUeWXAGbzHIBjeyVWCNA==,lOdZNRm3K5X2+W9z6XDZZg==,7XmBEAFj/Prf2EBDjR4jfQ==,feeds the baby,climbs the tree,saves a lot of PersonX's money,pushes real hard,arrives at the park,applies for the job,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",4WKjABRVJbOdaUpNMdHXnA==,PersonX performs PersonY's task,/J5fVaqc3KaciCC53szl3w==,PersonX goes sky diving,eV7CYIOGzmHFheCtspw7Mg==,PersonX gives it to PersonX's mother,PersonX performs PersonY's task,PersonX goes sky diving,PersonX gives it to PersonX's mother,4WKjABRVJbOdaUpNMdHXnA==,/J5fVaqc3KaciCC53szl3w==,eV7CYIOGzmHFheCtspw7Mg==,tells PersonY that the task is finished,lands safely,spends the day with their mother,promises to cover for PersonY,puts on a parachute,buys a teddy bear,,,,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",xI3yzB9Nc66KZ/0sHa+b/w==,PersonX marks with PersonY asterisk,lZ8FEvJzRvcfn+9/HmoiIg==,PersonX runs on empty,7bRKuKXEGP0XV4a0TJY9Qg==,PersonX succeeds PersonY's father,PersonX marks with PersonY asterisk,PersonX runs on empty,PersonX succeeds PersonY's father,xI3yzB9Nc66KZ/0sHa+b/w==,lZ8FEvJzRvcfn+9/HmoiIg==,7bRKuKXEGP0XV4a0TJY9Qg==,{},{},{},{},{},{},on,on,on,{}
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",G0v5FDHx9itQaeqoie1tQw==,PersonX bakes all day,ufb/n6LKnibTu6I7ZbBmyg==,PersonX buys PersonY's groceries,O8jWippryQxAZDiiz16CrQ==,PersonX loves PersonY's new hair,PersonX bakes all day,PersonX buys PersonY's groceries,PersonX loves PersonY's new hair,G0v5FDHx9itQaeqoie1tQw==,ufb/n6LKnibTu6I7ZbBmyg==,O8jWippryQxAZDiiz16CrQ==,makes a lot of desserts.,spends a lot of money.,asks where PersonY got her hair done.,signs up for a bake sale.,helps PersonY with chores.,goes to lunch with PersonY.,,,,{}
