Title,Description,Keywords,word5,word4,word7,word6,word1,word0,word3,word2,word9,word8,pmi14,pmi15,pmi16,pmi17,pmi10,pmi11,pmi12,pmi13,pmi18,pmi19,word15,word14,word17,word16,word11,word10,word13,word12,word19,word18,pmi8,pmi9,pmi6,pmi7,pmi4,pmi5,pmi2,pmi3,pmi0,pmi1
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the maintenance,only man,qualified,be called,to continue,has gone,"but ,",fuel,and such,races,0.70012,0.189294,-0.398492,-0.398492,-0.216171,-0.216171,-0.398492,-1.09164,0.006973,-0.216171,felt that,recipient,owner of,lover,paths,added to,came out,be closed,been working,curious,-0.216171,0.70012,0.006973,0.363648,-0.398492,0.412438,0.294655,-0.187183,-0.686174,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",provides for,specific,on the basis,preferred,intentions,when,and quite,purchase of,given,goals,-0.398492,-1.379322,-0.686174,0.230116,-0.307521,-0.083411,0.189294,-0.398492,0.294655,-0.216171,richards,power,share of,we should,same,become,despite a,the farm,parliament,an example,0.70012,0.1036,-0.686174,0.294655,-0.398492,0.70012,0.70012,-0.686174,-0.033613,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",revision,made,compensation,huge,courses,provision,the money,26,figures,let us,-1.379322,0.566589,-0.398492,-0.552643,-0.909318,-0.398492,0.545969,-0.208139,0.444187,0.112333,the boy,demonstration,fear,one thing,overseas,enormous,have been,explosion,procedures,100,-0.552643,-1.171682,0.006973,0.476976,0.14184,0.412438,0.006973,0.70012,0.006973,0.363648
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the issue,sponsors,previously,been set,share,lot of,planes,we 'd,a matter,brilliant,0.412438,0.343445,0.294655,-0.398492,0.476976,-0.909318,0.412438,0.140504,-0.057566,0.499449,director of,cooperative,preferable,the background,performance of,be allowed,take over,", a former",be taken,short,-0.599163,-0.329499,0.294655,-0.11081,-0.398492,-0.398492,0.294655,-0.216171,0.093984,0.214612
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",a share,of the party,made a,to bring,hoping,prepared,technique,us,the less,too .,-0.686174,0.70012,-0.398492,-0.216171,-0.552643,0.240588,-0.398492,-1.439946,-1.24579,-0.398492,"bodies ,",acknowledge,from being,a reason,the three,at all .,language,sanctuary,have lost,known as,-1.938937,-0.398492,0.32063,0.006973,-0.280709,0.70012,-1.350051,-1.497105,0.230116,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",placed on,the people of,the heart of,ways,raised,is expected,taken by,accused of,more,halt,0.412438,-1.24579,-0.398492,0.70012,0.294655,0.140504,0.343445,0.189294,-0.398492,0.285686,fat,paid to,were able to,"high ,",eventually,to agree on,chairmen,amateur,later,provide for,0.006973,-0.163438,-0.132789,-0.686174,-0.552643,0.70012,0.545969,-0.398492,0.635581,-0.11081
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",net,traffic,not consider,achieved,since,find a,has given,screen,to be,was held,-0.03279,0.517798,-0.147178,-0.513803,-0.398492,0.230116,-0.398492,0.294655,0.448806,0.294655,round,with,our,i believe,quoted,but there is,commerce,represent,golf course,earnings,0.294655,-0.277231,-0.503853,-0.398492,0.495326,0.476976,-0.503853,0.189294,-0.398492,0.092628
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",of the congolese,soon,"time ,",aiding,famous,aroused,michael,said it,meets,the pressure,0.412438,0.294655,-0.344425,0.545969,0.006973,0.70012,0.294655,-0.552643,0.294655,-0.398492,"old ,",affair,laws,part of,arrive,basically,slim,election day,"community ,","terms ,",-0.147178,-0.552643,0.70012,0.166037,-0.022015,0.70012,0.70012,-0.552643,0.412438,-0.45256
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",state,hands,larger,issue,to achieve,to rest,a child,quite,bottom,children 's,0.081081,-1.784787,0.006973,0.70012,-0.552643,-0.398492,0.294655,-0.184082,-1.09164,0.381666,un,message,the liberals,build a,even though,quite a,have to,two previous,the need for,and yet,0.70012,-0.686174,0.222084,0.294655,0.049532,0.290497,-0.863856,0.189294,-0.686174,0.412438
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",basis,moves,head off,apart from the,variety,seek to,in the first,a chance,the line,near the,0.230116,-0.355933,0.006973,0.6536,0.294655,-0.43486,-0.686174,-0.162587,0.412438,0.499449,directed,operate,student,"control ,",whether,vehicle,than,honest,indicated,hear a,-0.552643,0.140504,0.006973,-0.398492,-0.255392,0.112333,-0.552643,-0.175349,0.006973,0.064131
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",why,summoned,individuals,royal,require,side of the,laos,"back ,",entire,all kinds,-0.0155,0.517798,0.363648,0.294655,-0.398492,-0.216171,-0.398492,-0.398492,0.294655,-0.311481,rooms,order,and chairman,introduced,is necessary,wants to,from each,problem that,chance,surge,-1.09164,-0.234189,0.363648,-0.255392,0.70012,-0.489464,0.006973,0.445886,-0.599163,0.363648
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",assisting,manager,here for,recent,the college,far,authorities,northeast,involved,"words ,",-0.398492,-0.175349,0.140504,0.70012,0.412438,-0.147178,-0.909318,0.189294,0.140504,0.412438,"today ,",attempting to,to place,meeting in,is .,worth,would give,nights,stayed,", as they",-0.175349,0.437756,-0.216171,0.70012,0.566589,0.70012,0.294655,0.566589,-0.34323,-0.311481
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",neither,trust,lovely,conducted,learning,statement of the,the home of,the states,do business,to join,0.081081,-0.963385,-0.398492,0.112333,0.230116,0.591906,0.294655,0.70012,-0.398492,0.70012,music,the members,allow,settle,hit,conferences,the birth of,passing,hill,united states .,-0.11081,0.70012,0.006973,-0.840325,-0.803957,0.201129,0.006973,0.70012,-0.398492,0.248135
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",regime,as far as,believes,arm,"place ,",splendid,like that,including a,in the country,helps,0.039408,0.412438,0.545969,0.294655,0.294655,0.023233,-0.028119,0.476976,0.448806,0.582337,informed,he,has shown,10 per,4,win the,associate,many of,meet the,against a,-0.803957,0.140504,0.006973,-0.164878,-0.216171,-0.175349,-0.686174,0.189294,0.189294,-0.686174
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research","strong ,",board of,the state,congressional,called on,to mention,passes,the expense of,", depending",tractor,0.064131,0.04334,0.363648,-0.398492,0.230116,-0.766217,0.006973,0.70012,-0.552643,0.596579,study,offer,some members,rescue,although the,at first,willie,to create,game,treat,0.476976,0.189294,0.189294,0.433491,0.240588,-0.398492,0.006973,0.294655,-0.216171,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",giving,", which",another,costumes,to use,to establish,air,possibility .,want to,wo,0.70012,0.294655,0.294655,0.294655,-0.663185,0.70012,0.412438,0.189294,-0.380793,0.210572,will hold,during the last,14 years,mission,and thereby,performance,to handle,guilt,service,little,-0.580814,0.112333,-0.329499,-0.064853,-0.101241,-0.398492,0.294655,0.140504,0.412438,0.189294
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",richard,a job,will have,did n't,their duty,mother,request,did a,keeps,idea that,0.50341,0.006973,0.006973,0.594759,0.70012,-0.147178,0.214612,0.294655,0.006973,0.294655,the truth,plan,hitting,failing,titles,mike,decent,revenue,railroad,", instead",-0.398492,0.189294,0.189294,-0.255392,-0.216171,0.332395,0.006973,0.517798,-0.132789,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the executive,its,degree,the fight,you ca n't,results,rhodes,the service,kind,shot,0.60481,0.294655,-0.147178,0.006973,0.476976,-0.398492,0.476976,-0.398492,0.70012,0.093984,shopping,appeals,am not,speak,himself .,is designed,being used,consulted,used to,co-operative,0.294655,-0.088337,0.517798,0.258287,-0.121984,0.412438,0.412438,0.70012,-0.552643,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",counseling,use the,"great ,",won,company with,chairman .,declined,first place .,developed,allied,0.294655,0.412438,0.140504,0.140504,-0.686174,0.294655,0.70012,0.70012,-0.216171,-0.398492,to allow,are trying to,serves,to get the,"question ,",is going,a stroke,bases,issue .,mouth,-0.187183,0.269337,0.294655,-0.398492,0.189294,0.412438,0.412438,0.70012,0.70012,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the chance,each,"says ,","other words ,",globe,undue,in member,make the,getting back,nuclear,0.189294,0.006973,-0.398492,0.70012,-0.398492,0.363648,0.332395,0.294655,-0.686174,0.70012,for every,the city 's,", head",missions,india,willing to,entering the,the center,the union,deficiency,-0.668156,0.294655,0.189294,-0.398492,0.106345,-0.216171,-0.311481,0.70012,0.006973,-1.09164
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",manufacturer,flat,the threat of,suspects,"actually ,",and,persons at the,saving,"indeed ,",that that,-0.187183,0.332395,-0.311481,-0.398492,0.594759,0.294655,0.70012,0.412438,0.230116,-0.082639,will be a,fighting,has taken,child,establish,said that the,roads,establishing,between,oppose,0.006973,0.140504,0.294655,0.294655,0.230116,0.70012,0.140504,0.294655,-0.06622,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",suite,engine,not yet,a real,squad,reference to,being done,the audience,maximum,due,0.294655,-0.686174,0.081081,0.343445,0.169492,-0.216171,0.177931,-1.09164,-0.463031,0.006973,continuous,hours and,cuba,terms,painter,member of the,travel,past,hoped,too much,-0.216171,0.594759,-0.11081,0.006973,-0.398492,0.294655,-0.634881,0.294655,-0.686174,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",talking,positive,an individual,grade,are expected,an orderly,'s first,laid down,prospects .,team of,0.476976,0.545969,0.70012,0.006973,0.294655,0.437756,0.582337,0.230116,-1.697775,0.294655,walk,"services ,","case ,",of the entire,the need,the chairman,they would,next week,philosophy,is as,0.70012,0.294655,-0.147178,0.294655,0.294655,-0.053652,-0.216171,0.381666,0.006973,0.582337
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",direction .,council and,"necessary ,",approach to,speech,to set,club,enthusiastic,to stay,"large ,",-1.09164,-0.439314,-0.398492,0.253833,-1.24579,-0.803957,0.294655,-0.22565,-0.503853,-0.478535,trying to,after all,interest,i have,the record,then there,rather,got the,we can,works,0.006973,0.006973,0.476976,0.294655,-0.686174,-0.398492,-0.147178,0.504005,0.594759,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",too,ill,supplies,wales,'m not,millions,confronting,up to,village,fantastic,0.006973,0.006973,0.412438,0.294655,-0.909318,0.006973,-0.503853,0.205424,0.70012,0.294655,point in,fair,took over,"two ,",one day,ourselves,used,to put,optimism,can .,-0.686174,-0.216171,0.294655,0.476976,0.189294,-0.665696,0.244644,-0.398492,0.124756,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",looking,willy,lot,his wife,outcome,finding,studying,status of,letter to,is most,0.006973,0.294655,-0.639654,-0.398492,0.006973,-1.24579,-0.686174,0.161123,0.090354,-0.025475,15,the person,above the,his own,powers,joints,agreement,by way,of the,including,-1.09164,0.006973,0.381666,-0.11081,-0.398492,-0.06202,0.294655,0.189294,-0.088337,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",entered the,characters,"board ,",and so,a few minutes,well,times,'s the,matching,leading,0.566589,-0.686174,-0.398492,-0.004862,-0.686174,-0.280709,-1.497105,-0.216171,0.093984,0.029962,to develop,climate,out of,bombing,difficulties,choices,form of a,deficit,that he,watch,0.189294,0.70012,-0.686174,0.70012,-1.24579,0.517798,-0.686174,-0.27444,-0.413877,0.476976
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",nursing,none,in the,but not,", however",study of,district .,that most,should be,through the,-0.398492,-1.864829,-0.216171,-0.686174,-0.909318,-0.398492,-0.216171,0.294655,0.476976,-0.187183,stations,vacation,conducting,rest,something to,varying,simplicity,improved,", then",the district,0.218282,-0.122239,-0.686174,0.091205,-0.216171,0.566589,0.006973,0.476976,-0.147178,0.037744
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",raising,guy,when the,hall .,instructed,the pilot,the governor,reduce the,on behalf,roll,-0.686174,-0.216171,-0.280709,0.381666,0.140504,0.70012,0.545969,0.70012,-1.24579,0.235814,due in,protection,gain,extraordinary,the plan,the largest,formal,the series,line,notes,0.294655,-0.147178,-0.398492,-0.028119,0.545969,0.70012,0.294655,0.389965,0.70012,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",", based",located,exhibit,with both,house for,dollars,substance,a law,del,establish a,-0.686174,0.476976,0.006973,0.70012,0.386462,-0.280709,-1.379322,-0.07307,0.70012,-0.216171,parole,tangible,only $,features,designed for,afternoon,mentioned,believes that,zone,clients,0.189294,0.294655,0.006973,-0.599163,0.294655,-0.909318,0.476976,-0.552643,0.006973,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the request,the countries,"units ,",it is now,yes,occur,solve,the chief,directions,said,-0.216171,0.006973,-1.24579,0.343445,0.70012,0.006973,-1.551172,-0.398492,0.70012,-0.909318,to consider,a part,scheduled,"friends ,",anyone who,incumbent,of the organization,character,herself,in common,0.55374,-0.398492,-0.398492,0.294655,0.006973,0.412438,0.140504,-0.280709,-0.398492,0.189294
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",and for,damage to,attack on,court,kind of,were doing,a war,kid,come up,find out,0.006973,0.189294,0.006973,-1.09164,-0.147178,-0.164878,-0.175349,-0.666756,0.006973,-1.034481,within,the nation,substantially,appears to,have the,to fill,sense,granted,writing,deputies,0.189294,0.294655,0.435012,0.140504,-0.686174,-0.463031,0.517798,-1.379322,-0.398492,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",arts .,was for,planned for,'s what,models,look at the,supported,i do,addition to,to become a,-0.147178,0.70012,0.294655,0.412438,-0.847443,0.129575,0.161123,-1.24579,0.006973,-0.621636,working out,reserved,"committees ,",", but never",market,a man,one 's,across the,sort,much .,0.294655,0.294655,0.294655,0.294655,0.412438,0.294655,-0.216171,0.161123,-0.398492,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",september,prince,follow .,intellectual,working in,is one,earth,charged with,to improve,prevent,-0.398492,0.189294,0.412438,-0.398492,0.189294,-0.398492,0.006973,0.613109,0.70012,-0.981639,achieve,attention of,commission for,will see,created,making a,investigation,states that,always,managing,0.294655,-0.216171,-0.311481,0.294655,0.248135,0.189294,0.294655,-0.766217,-0.231438,-0.216171
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",phases,to tell,% of the,450,declared,judgment,success,back to the,regarded as,give a,-0.398492,-1.09164,0.448806,-0.686174,0.006973,0.412438,-0.216171,-0.562122,-0.803957,-0.088337,conscience,intention to,reply to,processing,appear to,study .,though,following the,educational,soldiers,-0.216171,0.189294,0.70012,0.363648,-0.06202,-0.398492,-0.216171,-0.088337,-0.329499,0.230116
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",secondary,of which,fit,earlier in,beds,to attract,by the united,long-term,pull,sites,-0.478535,0.006973,0.412438,0.075966,-0.909318,-1.171682,0.15988,-0.398492,0.294655,0.006973,turns out,the more,rather than,homes,material,save,sentence,", of",employer,"teaching ,",0.412438,-0.552643,0.70012,0.006973,-0.088337,0.294655,0.70012,-0.909318,-0.909318,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",mobile,highest,at this point,n't take,experiment,", some",", depending on",format,a month,value,-0.273329,0.476976,0.161123,0.230116,0.70012,-0.053652,0.70012,-0.686174,0.189294,0.545969,pilots,of all,ship,the major,dead,the contest,care about,an interview,address,head of the,0.248135,0.412438,0.006973,-0.398492,0.214612,-0.398492,-0.398492,0.294655,-0.398492,-1.24579
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",live,said :,invitation,a statement,everywhere,head,drama,significant,the summer,director,0.70012,0.389965,-0.216171,-1.864829,0.248135,0.294655,-0.372517,-0.298409,-0.686174,-0.271741,a single,foundation,defeat,passenger,the hands of,of such,important,we have,food,aware of,0.442291,-0.280709,0.294655,0.363648,0.230116,-0.025817,-0.216171,-1.24579,0.189294,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research","above all ,",his office,sale,will be,substitute,the great,intervention,describes,with each,true of,-0.398492,0.230116,0.093984,0.248135,-0.216171,0.458958,-1.09164,-0.909318,0.476976,0.389965,employed,as follows,in the past,the past,to meet,far as,exercise,too often,track,belt,-0.686174,-0.216171,0.358203,0.294655,0.294655,-0.398492,-0.398492,-0.280709,-0.621636,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",few months,.,"thus ,",elaborate,jurisdiction,loans,narrow,industrial,office of,reduction in,0.70012,0.325426,0.006973,0.317128,-0.398492,-0.216171,0.294655,-0.478535,-1.24579,0.189294,19,graduated,got,doubt that,operators,point .,hope,years ago and,seeing,", he is",0.006973,0.70012,0.189294,-0.398492,0.007469,-0.398492,-0.803957,0.412438,0.545969,-1.09164
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",are the,bring the,room for,job .,except,"people ,","society ,",college,they have,days .,-0.909318,-0.909318,-0.216171,-0.162104,0.186021,-0.398492,0.70012,0.006973,0.264802,0.071511,task force,the earth 's,the soviet,occasion,zeal,per,sufficiently,of the meeting,the air,affairs,0.582337,0.112333,0.412438,-0.909318,0.189294,-0.367721,0.1036,0.006973,-0.580814,-0.120861
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the current,in touch,was born,a greater,'s business,"one another ,",twelve,for nearly,"manner ,",showed,-0.398492,0.294655,0.294655,0.412438,0.006973,-0.255392,0.45326,-0.313335,0.412438,0.058932,allowed to,be much,urged,to establish a,appeal,a secret,just,the administration,first,keynote,-0.255392,0.006973,0.294655,0.006973,0.70012,0.169492,0.294655,0.006973,-0.398492,-0.398492
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",conservative,offices,circuit,voluntary,summit meeting,a total,promote,camera,such as,leaders,-0.200667,0.294655,-0.216171,-0.216171,0.006973,0.112333,0.218282,0.631127,-1.379322,0.476976,business in,as well as,of great,conversation,view of the,"in addition ,",parties,individual,wheel,poetic,-0.076409,-0.552643,0.363648,0.294655,0.476976,-0.088337,0.412438,0.006973,0.006973,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",receive a,as $,lead to,implementation,requests,special,tuesday night,is due,'s most,the team,0.476976,-0.166691,-0.45256,0.476976,0.006973,0.412438,0.545969,0.412438,0.006973,-0.264961,public,the laws,obtain,the entire,issue which,auto,merits,a vote,the people,to preserve,0.70012,0.476976,0.006973,-1.24579,0.70012,0.294655,-0.398492,0.517798,0.17511,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",they are,", and other",medical,announce the,faces,the results,maintain,"washington , d.c.",over the,work,-0.398492,0.412438,0.006973,-0.398492,0.505964,-0.909318,0.006973,-0.244342,0.311897,0.075966,slaughter,sheet,briefly,now and then,duty,hearing,could be,"however ,",reached,year,0.014463,0.314457,0.70012,0.210572,-0.398492,-0.398492,0.70012,-0.280709,-1.24579,-0.11081
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",made up,human,a half,and one,writers,to act,chairman of,corporation,council 's,tell,,,,,-0.11081,-1.09164,0.517798,,,,,,,,the reason,chamber,,phone,,,0.038721,0.70012,-0.126559,0.189294,-1.034481,-0.398492,0.517798,0.572287,-0.552643,0.248135
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",goal,proposal,disagreement,referred,yesterday .,", where the",make a,thousand,if they,matter,0.476976,0.294655,-0.311481,0.294655,-0.11081,-0.909318,0.412438,0.040874,-0.686174,0.294655,the courts,it said,", it 's",expressed,a close,lines .,ca,rhode,73,shelter,-0.303182,0.006973,-0.686174,0.189294,0.294655,0.363648,-0.398492,-1.034481,-0.552643,0.594759
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",areas .,% of,", once",chief of,revised,concentration,channels,back,couple of,there will be,0.006973,0.517798,-0.147178,0.006973,0.078432,0.006973,0.294655,0.476976,0.129575,-0.686174,for each,gave the,"friend ,",hand .,admission to,series,youths,supporters,image of,teaching,0.363648,-0.478535,0.412438,-1.24579,0.363648,0.412438,0.138549,-0.909318,-0.686174,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",admit,committee,legislation,conclusions,veteran,obvious,lamp,threatened,", especially",will be able,-0.175349,-0.398492,-0.493803,0.189294,0.70012,-0.07307,0.230116,-0.548305,-0.398492,-0.398492,some sort of,attempt to,as possible .,the party,throughout the,sub,great,calls for,he put,contained,-0.216171,-1.24579,-1.09164,0.394738,0.458958,-1.09164,0.006973,0.70012,-0.126559,0.389965
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",", using",is no,sweet,because of,the company,among the,"houses ,",the property,not take,ludwig,-0.686174,-0.147178,-0.686174,-0.909318,-0.162926,-0.398492,-0.216171,-0.187183,-1.379322,-0.398492,", the first",desire,belongs to,in the name,lengthy,think,technical,shots,made good,cool,-0.398492,-0.503853,0.064131,-1.24579,-0.229416,0.412438,0.70012,0.412438,0.071511,0.428186
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",elderly,worked out,financial,i ca,came to the,top,be done,24,occurred,and has,-0.398492,0.70012,0.363648,0.294655,0.476976,0.189294,-0.098388,-0.299286,-0.216171,0.189294,called upon,tell him,helped,section of,as early,units,", as",be an,case of,procedure,0.006973,0.230116,0.70012,0.207643,0.189294,-0.398492,0.006973,0.006973,0.33466,0.294655
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",accident,colleges,sensitive,nightclubs,wait,hills,discuss,to drop,sir,to keep,-0.187183,0.230116,0.006973,0.006973,-0.398492,0.006973,0.189294,0.189294,-0.825936,0.294655,ordinary,reach,the thing,above,unnecessary,mounted,night .,graduates,insisted,everything,-0.216171,-1.145707,-0.686174,-0.503853,0.258287,0.448806,0.294655,0.412438,0.248135,0.476976
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",care,i feel,federal government,all other,actions,element,stop,considering,expanding,furniture,0.006973,0.412438,-0.053652,0.32063,0.70012,-0.398492,0.029309,-0.303182,0.545969,-0.599163,candidacy,improve,decision,beginning,instituted,plate,right,would,there .,guest,0.60481,-0.216171,0.294655,0.70012,0.006973,0.156504,-0.503853,-0.398492,-0.398492,0.189294
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",member of,be used,'s been,man .,changes in,to determine,rounds,speaking,with one,and,-0.147178,-1.497105,0.70012,-0.12308,-1.145707,0.102283,0.294655,0.006973,0.70012,0.294655,ought,standing,means,rank,clearly,cause,formation of,today in,for children,hull,-0.06622,-0.909318,-0.126559,-0.398492,0.006973,0.258287,0.214612,0.412438,0.412438,0.006973
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",mainly,working,", such as",established,lights,programs .,so far,included,the human,the task,-0.311481,-0.255392,0.70012,-0.364591,-0.398492,0.70012,0.70012,-0.219937,0.217268,0.476976,", such",", most",that is,sixth,consultant,indian,have,a house,floor .,u.s.,-1.09164,-1.379322,0.161123,-0.11081,-0.023799,-0.398492,0.006973,-0.126559,-1.09164,-0.216171
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",awards,the board,end,900,outside,"life ,",volunteers,see it,risk of,few,-0.398492,-0.398492,-0.398492,0.006973,0.412438,0.517798,0.112333,0.381666,-0.398492,0.70012,the first place,rule of,cope with,discussing,"bill ,",policeman,", for the",a letter,an official,resistance,-0.364591,-0.909318,-0.216171,-0.023799,0.282385,0.70012,0.363648,0.006973,-1.171682,-0.197822
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",organizations,seem,creed,we ca,", through",a second,"again ,",was told,give him,naturally,-0.398492,-0.087499,0.337214,-0.572846,0.048645,0.294655,0.294655,0.412438,0.294655,0.006973,i,when in,low,to go,of population,however,of the total,sell,been an,the operation,-0.280709,-0.398492,-0.398492,0.412438,-0.563572,-0.280709,0.294655,-0.552643,0.006973,-0.147178
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",conditions,during the,achievements,first lady,the score,revealed that,gave up,indicate,design of,per cent in,0.006973,0.476976,0.70012,0.112333,-0.280709,0.006973,-0.45256,0.594759,-0.602793,-0.147178,house and,household,to take,clubhouse,"cases ,",would n't,the statement,in order,this .,is not,0.476976,-0.398492,0.70012,-0.398492,0.071511,-0.244342,-0.147178,0.70012,-0.398492,-0.147178
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",the el,here,starting,members,doorstep,eager,from the state,faster,put into,type,0.70012,0.045439,0.294655,0.476976,0.343445,0.505964,0.294655,0.363648,-0.280709,0.517798,without,wo n't be,matched,level of,the children,to end,the season,will be discussed,charges of,merit,-0.329499,-0.686174,0.363648,-0.053652,0.123045,0.70012,0.294655,0.412438,0.412438,0.70012
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",out .,the establishment,a.,ago .,"naturally ,",arguments,more often,about,happy,consisting of,-0.909318,0.294655,-0.503853,0.412438,0.412438,-0.398492,-0.398492,-0.147178,0.412438,0.161123,date of,is trying to,executive,engaged,in the end,confronted,left .,were n't,memorial,elementary school,-0.398492,-0.028119,0.189294,0.386462,-0.11081,0.381666,0.038063,-0.909318,-0.909318,-0.216171
Judge the subjectivity of words and phrases,Provide your opinions on the style of different phrases (subjective/objective),"English, language, research",years old,the heart,remainder,applications,provided,way .,the house of,satisfactory,went to the,boss,-0.621636,0.412438,0.70012,-0.138209,0.006973,0.566589,0.189294,0.639495,-0.398492,-0.958108,after three,side of,form,advisors,trial,dropped,products,post .,meaning,"spot ,",0.412438,0.189294,0.294655,0.476976,-0.686174,0.189294,0.189294,0.230116,-0.147178,-0.11081
