Title,Description,Keywords,verb1,statement1,ppls1,source1,verb2,statement2,ppls2,source2,verb3,statement3,ppls3,source3,Answer.sphere_1,Answer.sphere_2,Answer.sphere_3
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",trivializing,trivializing addiction,742.1334052,basic,committing,committing acts,224.5920532,basic,scolding,scolding your child,211.1182206,basic,2,4,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",committing,committing people without asking them first,181.3039614,expanded,bullying,bullying a person,61.92239026,basic,discounting,discounting people because of how jaded you are,49.19560127,expanded,1,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",committing,committing people without asking them first,181.3039614,expanded,bullying,bullying a person,61.92239026,basic,discounting,discounting people because of how jaded you are,49.19560127,expanded,1,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",committing,committing people without asking them first,181.3039614,expanded,bullying,bullying a person,61.92239026,basic,discounting,discounting people because of how jaded you are,49.19560127,expanded,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",trivializing,trivializing an event such as the holocaust by making bigoted claims,62.86900421,expanded,masturbating,masturbating in public,16.43755495,basic,establishing,establishing good relations with the people in your significant other's life,28.69106702,expanded,2,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",trivializing,trivializing an event such as the holocaust by making bigoted claims,62.86900421,expanded,masturbating,masturbating in public,16.43755495,basic,establishing,establishing good relations with the people in your significant other's life,28.69106702,expanded,4,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",trivializing,trivializing an event such as the holocaust by making bigoted claims,62.86900421,expanded,masturbating,masturbating in public,16.43755495,basic,establishing,establishing good relations with the people in your significant other's life,28.69106702,expanded,2,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",sharing,sharing your sexuality long before you get married,65.38074686,expanded,requesting,requesting a welfare check if you suspect they aren't doing well,43.90120339,expanded,bullying,bullying people into doing you think what is right,113.6514712,expanded,2,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",sharing,sharing your sexuality long before you get married,65.38074686,expanded,requesting,requesting a welfare check if you suspect they aren't doing well,43.90120339,expanded,bullying,bullying people into doing you think what is right,113.6514712,expanded,1,4,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",sharing,sharing your sexuality long before you get married,65.38074686,expanded,requesting,requesting a welfare check if you suspect they aren't doing well,43.90120339,expanded,bullying,bullying people into doing you think what is right,113.6514712,expanded,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",defrauding,defrauding people into thinking that you are somebody of the other gender,36.51032929,expanded,sharing,sharing . partner with each other,535.8258922,expanded,defrauding,defrauding others into thinking that you are stupid,40.070107,expanded,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",defrauding,defrauding people into thinking that you are somebody of the other gender,36.51032929,expanded,sharing,sharing . partner with each other,535.8258922,expanded,defrauding,defrauding others into thinking that you are stupid,40.070107,expanded,2,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",defrauding,defrauding people into thinking that you are somebody of the other gender,36.51032929,expanded,sharing,sharing . partner with each other,535.8258922,expanded,defrauding,defrauding others into thinking that you are stupid,40.070107,expanded,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",bullying,bullying a customer,142.340771,basic,scolding,scolding your child when they tell you they wish you were dead,25.948365,expanded,flushing,flushing the toilet because it's just pee and not poop,31.75124272,expanded,1,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",bullying,bullying a customer,142.340771,basic,scolding,scolding your child when they tell you they wish you were dead,25.948365,expanded,flushing,flushing the toilet because it's just pee and not poop,31.75124272,expanded,1,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",bullying,bullying a customer,142.340771,basic,scolding,scolding your child when they tell you they wish you were dead,25.948365,expanded,flushing,flushing the toilet because it's just pee and not poop,31.75124272,expanded,1,1,3
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",considering,considering 90's kid when you were born after 1995,199.0085783,expanded,sharing,sharing a baby name before you are ready to,70.43855116,expanded,representing,representing women in the stem field without feeling dumb,340.0564846,expanded,2,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",considering,considering 90's kid when you were born after 1995,199.0085783,expanded,sharing,sharing a baby name before you are ready to,70.43855116,expanded,representing,representing women in the stem field without feeling dumb,340.0564846,expanded,4,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",considering,considering 90's kid when you were born after 1995,199.0085783,expanded,sharing,sharing a baby name before you are ready to,70.43855116,expanded,representing,representing women in the stem field without feeling dumb,340.0564846,expanded,0,0,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",sharing,sharing a meal with others who may not have as much as you,21.3156979,expanded,obtaining,obtaining consent before performing sexual fetish acts with another person,123.6928735,expanded,referring,referring a teenager to a therapist,60.25206828,expanded,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",sharing,sharing a meal with others who may not have as much as you,21.3156979,expanded,obtaining,obtaining consent before performing sexual fetish acts with another person,123.6928735,expanded,referring,referring a teenager to a therapist,60.25206828,expanded,1,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",sharing,sharing a meal with others who may not have as much as you,21.3156979,expanded,obtaining,obtaining consent before performing sexual fetish acts with another person,123.6928735,expanded,referring,referring a teenager to a therapist,60.25206828,expanded,2,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",subjecting,subjecting children,68.31840942,basic,supplying,supplying a sufficient amount of gratitude when you receive a gift,43.59898095,expanded,purchasing,purchasing,138.4665495,basic,2,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",subjecting,subjecting children,68.31840942,basic,supplying,supplying a sufficient amount of gratitude when you receive a gift,43.59898095,expanded,purchasing,purchasing,138.4665495,basic,1,1,4
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",subjecting,subjecting children,68.31840942,basic,supplying,supplying a sufficient amount of gratitude when you receive a gift,43.59898095,expanded,purchasing,purchasing,138.4665495,basic,1,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",establishing,establishing a museum so others can learn things,109.2584361,expanded,representing,representing someone as they actually are and not lie about it,61.09903767,expanded,requesting,requesting a check,115.0648035,basic,2,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",establishing,establishing a museum so others can learn things,109.2584361,expanded,representing,representing someone as they actually are and not lie about it,61.09903767,expanded,requesting,requesting a check,115.0648035,basic,2,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",establishing,establishing a museum so others can learn things,109.2584361,expanded,representing,representing someone as they actually are and not lie about it,61.09903767,expanded,requesting,requesting a check,115.0648035,basic,2,1,0
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",requesting,requesting gifts as opposed to a sentimental one,114.5335296,expanded,flushing,flushing the toilet after you use it,19.6572912,expanded,referring,referring people to companies,85.26214683,expanded,1,0,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",requesting,requesting gifts as opposed to a sentimental one,114.5335296,expanded,flushing,flushing the toilet after you use it,19.6572912,expanded,referring,referring people to companies,85.26214683,expanded,0,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",requesting,requesting gifts as opposed to a sentimental one,114.5335296,expanded,flushing,flushing the toilet after you use it,19.6572912,expanded,referring,referring people to companies,85.26214683,expanded,1,1,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",masturbating,masturbating for hours because that's lazy and unhealthy,67.6317643,expanded,flushing,flushing your fish down the toilet,71.41552402,expanded,subjecting,subjecting your children to violence,34.94472037,expanded,0,3,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",masturbating,masturbating for hours because that's lazy and unhealthy,67.6317643,expanded,flushing,flushing your fish down the toilet,71.41552402,expanded,subjecting,subjecting your children to violence,34.94472037,expanded,0,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",masturbating,masturbating for hours because that's lazy and unhealthy,67.6317643,expanded,flushing,flushing your fish down the toilet,71.41552402,expanded,subjecting,subjecting your children to violence,34.94472037,expanded,0,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",excluding,excluding from an activity,305.454783,expanded,bullying,bullying children during school,157.8225755,expanded,requesting,requesting,60.12897351,basic,4,2,4
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",excluding,excluding from an activity,305.454783,expanded,bullying,bullying children during school,157.8225755,expanded,requesting,requesting,60.12897351,basic,1,2,4
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",excluding,excluding from an activity,305.454783,expanded,bullying,bullying children during school,157.8225755,expanded,requesting,requesting,60.12897351,basic,1,2,4
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing someone as they actually are and not lying about it,47.87290533,expanded,considering,considering a 90's kid,159.8467137,basic,separating,separating a bully,511.216348,basic,4,4,4
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing someone as they actually are and not lying about it,47.87290533,expanded,considering,considering a 90's kid,159.8467137,basic,separating,separating a bully,511.216348,basic,1,4,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",representing,representing someone as they actually are and not lying about it,47.87290533,expanded,considering,considering a 90's kid,159.8467137,basic,separating,separating a bully,511.216348,basic,1,0,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",requesting,requesting a different nurse if you think the nurse you have is bring rude,92.2818336,expanded,defrauding,defrauding your family,78.91350768,basic,committing,committing sexual acts in front of your parents,31.91142378,expanded,0,2,2
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",requesting,requesting a different nurse if you think the nurse you have is bring rude,92.2818336,expanded,defrauding,defrauding your family,78.91350768,basic,committing,committing sexual acts in front of your parents,31.91142378,expanded,0,1,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",requesting,requesting a different nurse if you think the nurse you have is bring rude,92.2818336,expanded,defrauding,defrauding your family,78.91350768,basic,committing,committing sexual acts in front of your parents,31.91142378,expanded,1,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",bullying,bullying a partner into getting help for a mental issue when they're not ready,30.82352974,expanded,excluding,excluding family from ceremonies,8497.251755,expanded,flushing,flushing the toilet using it,79.9109413,expanded,1,2,1
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",bullying,bullying a partner into getting help for a mental issue when they're not ready,30.82352974,expanded,excluding,excluding family from ceremonies,8497.251755,expanded,flushing,flushing the toilet using it,79.9109413,expanded,1,2,3
Who does the action affect?,Tell us which social sphere is most affected by the action described in the statement.,"english, commonsense",bullying,bullying a partner into getting help for a mental issue when they're not ready,30.82352974,expanded,excluding,excluding family from ceremonies,8497.251755,expanded,flushing,flushing the toilet using it,79.9109413,expanded,1,2,0
