Title,Description,Keywords,SequenceId,Beginning,Middle,End
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",9piAMe72pwvAnl0LF5ZZQQ==,PersonX needs a job,PersonX comes to PersonY mind,PersonX gets a job through a connection with Y
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",V4I6+ZZp0Vj+rWmu/Jf3WQ==,PersonX ran a marathon for the first time,PersonX crashes to the floor,PersonX hydrates with a lot of water
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",O2tmyR0KGpSeQ2CtN1geww==,PersonX is really nice,PersonX carries on PersonY's work,PersonX wishes PersonY feels better
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",xbYtnOPG7HCVAnZpCQm5nQ==,PersonX sees that his tire is running low on air,PersonX changes PersonY's tire,PersonX throws away his old tire because it was bad
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",QQv+yW2+GTzDa7cn7L9rrw==,PersonX is riding a bicycle,PersonX crashes to the ground,PersonX gets up and back on the bicycle
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",aWAGWFOrtzQGEcG66Rdang==,PersonX prepares for a presentation at work,PersonX coordinates PersonX's efforts,PersonX speaks clearly and demonstrates the product to the crowd
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",6bP8+Ew9YkXcAxJzH3J6kw==,PersonX sees an apple tree.,PersonX climbs the tree,PersonX picks some apples.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",bl1KvMq8w8HQ1Wf/Yqkc9g==,PersonX talked with PersonY.,PersonX comes to PersonY mind,PersonX got a phone call from PersonY.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",1V7cojblhD1IWjRqvAv8LA==,PersonX plans a presentation.,PersonX coordinates PersonX's efforts,PersonX gives the presentation.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",KTlBtA3bx/GNUxU/ApxSfA==,PersonX shares what he found to PersonY,PersonX changes PersonY's views,PersonX and PersonY watch a video about it
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",9X9hZ9cW/RWI+nVqIP13Dg==,PersonX wakes up too early for school.,PersonX crawls back into bed,PersonX gets out of bed an hour later.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",KLJV3wukhdbIij+F3VO+OQ==,PersonX disagrees with PersonY.,PersonX comes to PersonY understanding,PersonX and PersonY proceed in unison.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",AaThqGPjU4zF76nqxsTlMQ==,PersonX brings up facts during an argument,PersonX changes PersonY's ways,PersonX feels enlightened
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",oFP/RL7w3MWY7JCjBgcJeQ==,PersonX goes to work,PersonX carries out PersonX's duties,PersonX finishes their shift and goes home
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",JnIWrHKdjDnubMS0zVlV0Q==,PersonX wants to see if he can help his friend land the plane,PersonX coordinates PersonY's efforts,PersonX congratulates his friend on a good landing
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",2zLQbx+63bhtF6c8FeG8Lw==,PersonX goes to the rock climbing facility,PersonX climbs the walls,PersonX gets sweaty and tired
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Uh/RBtESdJlafgYuxl8+LA==,PersonX learns of PersonY's tragic loss,PersonX comes to PersonY understanding,PersonX consoles PersonY for some time
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",J18WFhUsfRDRVbkteD/kfg==,PersonX finishes working late.,PersonX crawls into bed,PersonX goes to sleep.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",xlOnMRNBV+TVZ7BvNQ/SPQ==,PersonX Vows to avenge their dead comrade.,PersonX carries out PersonX's mission,PersonX Lays the medal they had got from completing the mission on their friends grave.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",9jqellLEzlpVtZ+oHWUp6Q==,PersonX is going on a road trip.,PersonX changes a flat tire,PersonX continues the road trip.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",8De+spasQo//N+0IB065bA==,PersonX see PersonY fall,PersonX comes to PersonY's aid,PersonX helps PersonY stand up
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",KSrn+h1djwndZx6REvx8EQ==,PersonX bought all of the candy at school,PersonX corners the market,PersonX charges double to the students
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",0wcvt7gCakvWlfFoTgZ8Ug==,PersonX is wanting to start a soup kitchen,PersonX carries out PersonX's mission,PersonX is helping lots of people
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",DkHdRYu8l5iWwvzf2PcWIA==,PersonX is behind PersonY while climbing a mountain.,PersonX climbs to PersonY's feet,PersonX catches up and takes a break.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",/A1a71EGLkP33J8xUrP2fw==,PersonX needs to hire a new assistant,PersonX creates PersonY application,PersonX begins interviews
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",8mh6Ss2GNSvyJVsgWs7g6w==,PersonX sees PersonY broke down on the road,PersonX comes to PersonY's aid,PersonX drops PersonY off at the nearest gas station
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",oaZEXrSscjSKKHAD1p1Xbw==,PersonX is driving a car that gets a flat,PersonX changes a tire,PersonX gets back in the car and goes
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",7rh7U/xKd24d0W4aP6hvZw==,PersonX gets a great idea,PersonX corners the market,PersonX becomes very successful
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",qynYXIRiWdyOuVGaTDv9qQ==,PersonX sees a threat incoming,PersonX changes color,PersonX hides behind the tree
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ISdFIyBwBG9sxFx7zkYwqw==,PersonX sees PersonY fall off the bike.,PersonX comes to PersonY's aid,PersonX cleans PersonY's skinned knee.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Udvk0wgqYxoPG5Gesx/XNw==,PersonX walks to the base of the mountain.,PersonX climbs to the top,PersonX plants a flag at the mountain top.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",VjkcQSBNbnnthBJQobCM1A==,PersonX hears about an incoming attack.,PersonX carries out PersonX's mission,PersonX disables the enemy soldiers.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",tAGkxCOpR2TMFUvRLKYYGQ==,PersonX learns about the new program.,PersonX creates PersonY application,PersonX submits the application.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",XN+S2zkb1WdWOWLSCbdpkQ==,PersonX sees someone vomiting nearby,PersonX changes colors,PersonX holds PersonX's stomach
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",k046nXFMLfK9RjogXkx88A==,PersonX offers an innovative product.,PersonX corners the market,PersonX makes lots of money.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",qlaAeYHHMVYAfyXt1QGpDw==,PersonX goes into the forest.,PersonX climbs trees,PersonX enjoys the view.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",IrrLuc31NHWKm0bhQ4JhTg==,PersonX is playing with a little boy,PersonX creates PersonY army,PersonX creates their own army too
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",yYpMI+f0B1zjobSjRYPwUA==,PersonX has a set plan,PersonX changes horses in midstream,PersonX finishes the project sooner then expected
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",pOJ+CZOOdLB1H+A5WHHXkA==,PersonX plans to buy a new phone.,PersonX carries out PersonX's plan,PersonX enjoys their new purchase.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",vm7bRxoxKr4mMwpsYvBReQ==,PersonX is grading the homework,PersonX corrects PersonY error,PersonX explains the error to PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",0uPTTECGdGASau5y0Xyvgw==,PersonX looks at the map,PersonX carries out PersonX's plans,PersonX starts out on the trail
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",2ftW9qOVyYNptSd+eXtq/g==,PersonX fights with PersonY,PersonX clips PersonY's wings,PersonX apologize to PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",sAaaxy4W7kuI7qr+i3BueA==,PersonX needs to pass a car,PersonX changes lanes,PersonX drives faster
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",kTt8jKzVAViwmCjvd5fE+w==,PersonX invites PersonY over.,PersonX creates PersonY atmosphere,PersonX has sex with PersonY.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",QdACUwKmNoJIncj2Ob8aPA==,PersonX reads a note,PersonX carries out PersonX's purpose,PersonX throws note away
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",bFCtPEh+qsPogOARV4LISQ==,PersonX notices PersonY struggling,PersonX comes to PersonY's assistance,PersonX accepts money for helping
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",R+U8Z4lfUpU1bFtugtfW8A==,PersonX is sleepy,PersonX closes PersonX's eyes,PersonX is fast asleep
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",xkUc8QLvrAhTELj7eIYm+Q==,PersonX wrecks PersonY's car,PersonX costs PersonY a lot of money,PersonX gives PersonY money
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",u2FuYe8MnYpkXRm2Dh0Nag==,PersonX clocks into work,PersonX changes people 's clothes,PersonX goes on break for lunch
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",utMNn8Lx3Xu6ULPuMRR/kg==,PersonX learns PersonY is running for class president.,PersonX creates PersonY awareness,PersonX helps PersonY campaign.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",FqTfSKEngNXuu9rEf7wTZw==,PersonX measure their height next to PersonY.,PersonX comes to PersonY's eyes,PersonX stands on their tip toes.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",g6/u//hAC7LgKWe6KMNQxQ==,PersonX is mad,PersonX carries out PersonX's threat,PersonX takes the xbox
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",jOIRklSSEsEDW3DvkQfoIw==,PersonX gets a job at the shoe store,PersonX changes people 's shoes,PersonX goes the cash register so the people can pay
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",EY6vIjbSXEjFa4oCnANupw==,PersonX PersonY gambles a lot and gets free hotel rooms at the casino.,PersonX costs PersonY nothing,PersonX Y invites PersonX for a free hotel stay.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",WaxE+b+/jqc9jhZn1cJaqg==,PersonX builds homes.,PersonX creates PersonY environment,PersonX let's PersonY move in.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",oLjU+MeasGjUTpMMeCf42w==,PersonX sees that baby is wet,PersonX changes the baby 's diaper,PersonX throws dirty diaper away
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",QtHwUbBRd2C9T321aLWc7Q==,PersonX gets in teleporter,PersonX closes PersonX's eyes and think of england,PersonX arrives in England
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",EYGj5GMrc5zgFrjpvwKm+Q==,PersonX cover's PersonY's shift.,PersonX carries out PersonY's duties,PersonX earns extra money.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",4gKvsdsYHQa0WTWueLTRiQ==,PersonX calls PersonY to hang out.,PersonX comes to PersonY's house,PersonX goes home after watching a movie.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",KH5Y7qyjY/MqDSReehGj+g==,PersonX is a plumber.,PersonX costs a lot,PersonX gets hired because of their quality work.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Iw9LfWwBPMYtWBD14Of+mw==,PersonX has PersonY fill out paperwork,PersonX creates PersonY file,PersonX calls PersonY with a job offer
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",eEeDZC7kuEyU46DB2tjZUg==,PersonX goes into the bathroom,PersonX closes PersonX's windows,PersonX takes a shower
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ThG6KIEZIdjkkfoeCYkPYQ==,PersonX is tired of commericals,PersonX changes the channel,PersonX sees commercials on the next three channels
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Wi0MxAsIuB+w5wBvo4wXDg==,PersonX covers PersonY's shift,PersonX carries out PersonY's functions,PersonX asks PersonY to return the favor
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",0y38b9CB0W0hGzvA73Uiqw==,PersonX follows PersonY in the house,PersonX closes PersonY's doors,PersonX walks into the living room
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",5eO7+XdBTPnFAATeOi6jPw==,PersonX parks the car,PersonX changes the oil,PersonX looks to see if anything else needed to be fixed
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",cAVFLmK3QqaB0mc5Jin0Tw==,PersonX thinks of PersonY.,PersonX comes to PersonY's knowledge,PersonX decides to go out with Person Y.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",HEYzg3POiAh3FlC/Mt0EEA==,PersonX opened the letter,PersonX carries out PersonY's orders,PersonX gets a promotion
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",liAPuL7G0riKa38UGPF64w==,PersonX catches  a cold,PersonX coughs a lot,PersonX takes cough medicine
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",/AjsWmxsi+YW/N7l1/d9aw==,PersonX is given a plan by PersonY,PersonX carries out PersonY's plan,PersonX is paid very well
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",UFXCPtSX5H8ap9PLvtQ34Q==,PersonX performs a magic trick.,PersonX creates PersonY illusion,PersonX accepts the thanks that is given.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ajwmPZCkTeea00SfmsegTA==,PersonX kills PersonY,PersonX closes PersonY's eyes,PersonX runs away
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",N7HDWv2N2adyZP8n8DB+dg==,PersonX makes themself visible,PersonX comes to PersonY's knowledge,PersonX speaks with confidence
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PHcwMjxBHu08LXn7U0RNJg==,"PersonX substitutes for PersonY, who is sick",PersonX carries out PersonY's work,PersonX gets paid a bonus
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Z2Y2mo0SAIsWEw4egtnarw==,PersonX walked up to PersonY's casket.,PersonX closes PersonY's eyes again,PersonX leans over crying.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",OXAprzV0oPe0b8a+XxRyTQ==,PersonX slams on their brakes and missed the child,PersonX counts PersonX's blessings,PersonX moves the toddler from the street
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Ui6LToC7XmxFxwz8LMa1sQ==,PersonX calls up the next person in line,PersonX creates PersonY image,PersonX hands PersonY their hand painted portrait
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",A3DbAjSgAj6W9uC2iyc6tQ==,PersonX puts their car up on lifts,PersonX changes the oil,PersonX lowers the car and drives away
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",TGQPqo0Pbq+PqH08EG4vwQ==,PersonX be free now,PersonX carries out PersonY's work,PersonX he done that work
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Xibp/3koV/sJnWYeVWCQyw==,PersonX sees something ugly.,PersonX closes PersonY's eyes briefly,PersonX laughs with PersonY.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ISRziElHESbXr8Fvyixqlw==,PersonX walks out to the sheep pen,PersonX counts sheep,PersonX writes down the number of sheep
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",0eBXT6mrzIkpCV/Mx/KgZA==,PersonX sees PersonY fall into a manhole.,PersonX comes to PersonY's rescue,PersonX kisses PersonY as an reward.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",iZoy5A66FhtGe4xcAZBV1A==,PersonX wants his girlfriend to think about where to go on a date,PersonX closes PersonY's eyes for a moment,PersonX asks her what did she see
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",QxHrNxOXImvC86Jfcot6iw==,PersonX learns about PersonY,PersonX creates PersonY index,PersonX references PersonY index
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",YTI2JAVh2t6BIIIWE9wsdA==,PersonX noticed his oil light is on.,PersonX changes the oil,PersonX takes it for a test run afterward.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",M58dlvXHom3Mi+5xPaCDFQ==,PersonX is displaying their newest invention.,PersonX creates PersonY interest,PersonX is happy to show PersonY how the invention works.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",0ERN2sOQSlsVV7sVl7tz8w==,PersonX agrees to help PersonY with their work,PersonX carries out PersonY's work,PersonX expects Person Y's gratitude
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",RBuk047UpprjCc7MYYY6rQ==,PersonX told their kids to get dress.,PersonX counts to three,PersonX yelled that she was leaving without them.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",E3VHimc7pNPo80fKA0d0nA==,PersonX picks up the can,PersonX carries the can,PersonX puts down the can
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",v+zMn/MbrFMgPAubZDdmjg==,PersonX is lonely,PersonX couples with PersonY interest,PersonX gets married
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",4Q82/3G0vsvI4+d8pNfy8w==,PersonX becomes a consultant,PersonX creates PersonY organization,PersonX gets paid for helping
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",GEe12Dajqxb7AdsXyBacIA==,PersonX builds up tension.,PersonX comes to a head,PersonX releases the tension.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",d9z12RAaxzbvKKOTXqj0LQ==,PersonX wants to make a good impression,PersonX covers PersonX's bases,PersonX does many projects at once
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",9F78wGmPYqKjip5O+fpiXw==,PersonX has a flat,PersonX changes the tire,PersonX gets back on the road
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",DuzCDjncI7b/WKCfsk9xJQ==,PersonX tells PersonY some juicy gossip,PersonX closes PersonY's mouth,PersonX resumes telling PersonY the gossip
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",bp8+mTLT7XKtoDpu7nd/LA==,PersonX stops at the mailbox,PersonX carries the mail,PersonX puts the mail on the kitchen table
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",xB/g5H5Pl+ethwFMuBqsEw==,PersonX schedules an interview with PersonY,PersonX comes to get PersonY,PersonX offers PersonY a job
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",AVNVBE+LEvfsJTJ649z0dA==,PersonX learns to write computer programs.,PersonX creates PersonY system,PersonX charges PersonY for the job.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",RwMt4H/aTmdrpV6bc3758g==,PersonX takes PersonY on vacation.,PersonX covers PersonX's costs,PersonX gets thanked by PersonY.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",J2APYY+ib0Lps6dT1eRtJQ==,PersonX sees PersonY,PersonX closes around PersonY,PersonX confronts PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",6Hw2S1N1FarrV6tQ+7hkyg==,PersonX sees that PersonY is disorganized,PersonX creates PersonY system,PersonX and PersonY use the new system
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",sL7OaiTaQE9XlNUAS3PqBg==,PersonX invents a new power source,PersonX changes the world,PersonX gets rich
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",9ma/MpHm9DNKpaHqHxeb8w==,PersonX works two jobs,PersonX covers PersonX's expenses,PersonX keeps all his receipts
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",pLsOPiq1QX9HcIYDMorCdA==,PersonX sees a funeral,PersonX comes to grief,PersonX speaks to the family about their loss
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Nb8DX35V7SUFcN9tiG/JKA==,PersonX offers to help PersonY,PersonX creates PersonY's own dynamic site,PersonX receives money from PersonY
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",aqNMEog4zNQysh83J7IZ5g==,PersonX chases PersonY in a high speed chase,PersonX closes behind PersonY,PersonX taps PersonY's bumper to drive them off the road
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",3eZhslJf6zyVcQ6ZDLUQNQ==,PersonX works on an app,PersonX creates an app,PersonX publishes the app
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",xnfYUTSRqYgBNNlV6XqZIQ==,PersonX lives a wild life,PersonX comes to jesus,PersonX turns things around
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",f9zonEGusI0u0RHM7abaTQ==,PersonX watches as the car hit the stray dog,PersonX covers PersonX's face with PersonX's hands,PersonX runs over to offer assistance
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",Gn2pG792QkNBRV+AWk/HHA==,PersonX sells out of produce,PersonX closes early,PersonX arranges a fresh delivery for the following day
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",4IEssdARFS7JFYxwzObwiQ==,PersonX is a marketer for a company,PersonX creates consumer awareness and positive,PersonX gets a promotion
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",qwQmUIBE9mqG/cZJGpoVuA==,PersonX is one way,PersonX changes without notice,PersonX is a new person
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",ztFI61wJSDDkkSIGR/oFdg==,PersonX hears PersonX's stomach rumble in the middle of the night,PersonX creeps into the kitchen,PersonX sneaks a snack back to PersonX's room
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",NCc0Td2QtzHsiKsLx79yEw==,PersonX brings extra cables.,PersonX charges PersonY's phone,PersonX gets a lot thanks.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",PGONHXCj5S9r4rF1tZDFog==,PersonX finishes the work,PersonX closes early,PersonX gets home in time for dinner.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",lGYKEI5tjIahQC8OolH94Q==,PersonX is hungry late at night,PersonX creeps into the kitchen,PersonX sneaks a snack
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",UPwnPnXsjBNXfQqiyrDXBA==,PersonX walks in the darkness.,PersonX comes to light,PersonX goes back to the darkness.
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",xvDfxxtOG6EYmLlfrp6Mag==,PersonX doesn't like church,PersonX darkens a church door,PersonX is arrested by the cops
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",jPU0TSITvKfBBvj99qDkog==,PersonX breaks up with their boyfriend,PersonX cries PersonX's eyes out,PersonX writes about it in a diary
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",UwMLTGgOh8OrgjC4mWK3Gg==,PersonX is full of energy,PersonX chases PersonX's tail,PersonX never catches the tail
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",AtfngPvEcVoVYkEgpXRNaA==,PersonX owns their own business,PersonX closes early,PersonX loses out on income
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",fnikBPTCuqMP+oVrolBWMQ==,PersonX is watching a horror movie and a PersonZombie appears on screen,PersonX covers PersonX's face with PersonX's hands,PersonX lets out a loud scream
Determine objects needed to complete events.,"Given a short event description, determine what objects are needed to complete the event.","annotation, data collection, event, objects",q0/T5l1ubocWT8Xpmy5LAQ==,PersonX has to think of a project,PersonX comes to mind,PersonX finally finishes and gets an A
