Title,Description,Keywords,source,generation,type
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Ray asks people to come visit him during his last days,Is Ray going to have an easy death?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",getting a good night of sleep.,What makes it easier to get a good night's sleep?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I think we should spread a pandemic to save the environment,How would we spread a pandemic to save the environment?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Josh plans a small gather of friends to do something for his friend's birthday,What would Josh get a small group to do for his friend's birthday?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",feeling guilty when you ruin the packet your teacher gave you.,Would you tell your teacher?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Brie exercises patience with the neighbor,Have you tried getting even with the neighbor?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Denny wires his roomate his portion of the rent money,What is Denny's roomate's reasoning for wired money?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",hiding things from your partner.,Where are you hiding things?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Connor watches the dog carefully and scoops up the poop when he is finished,Would his wife be ok with this?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jane works as a cashier and saves up fer her boyfriend's present,Why does Jane need the money?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being accepting of the person in your circle who does things a little differently.,Where do you get your information about the person?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",John steps a good distance away from his roommate before lighting up,Would that be unsafe?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",exploring as many things as you can when you're young.,What do you like to explore?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Jenna installs hidden cameras to film the attractive customers as they're changing, then sells the videos online",Where are the videos being sold?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Tom physically assaults his neighbor in retaliation for the robbery,Does Tom like his neighbor?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being willing to get close to someone.,Was anyone willing to talk to you?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",telling people what you expect from them.,Are you comfortable with telling people what you expect?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Dr. Doom recommends other treatments for the issues if the patient doesn't want surgery,What treatment options are there?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Robert declines his friends offer for indian food and orders pizza,When does Robert's friend arrive for dinner?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Confessing your feelings to someone you like.,Does the person accept that you are in a relationship with them?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",James decided to check his parents' top drawer for petty cash,Is James allowed to keep the petty cash?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I went to the casino to gamble with my mother's life savings,Did you lose the money?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",always eating what you cook so you don't waste food.,Would having an empty fridge be a problem?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","As a cashier, I always remember to count the change quickly and intentfully before giving it to the customer",When preparing the change you always count the change quickly and intently before giving it to the customer.?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",getting your hair cut if it's really long.,Are you getting your hair cut because it's long?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Randy gives Jake a hug and says he will always be there for him,Was Jake OK?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",loving who you want.,Did you get married?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",having a sibling rivalry.,Do you have any friends that might help you during this time?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Boyfriends helping their girlfriends with personal hygiene things.,Does your girlfriend need help with their hygiene?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","I was envious of my sister's penthouse suite, and went up to its window with her to admire the view",How do you feel about your sister's penthouse suite?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",trying out all different types of things in order to find hobbies.,Have you tried to get good at what you do?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Jeff bets his friends that he can hit the fire with a rock thrown from 50 feet away, and he ends up doing it",What were Jeff's friends' reactions?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",wanting fresh meat.,How do you feel about the quality of the meat you are ordering?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jim drives within the speed limit and reaches the airport quickly,Would Jim need to be somewhere quickly?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I took both of my kids by their hands and ran away from the burning house,Did you escape the fire?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",expecting your students to go on school trips.,Do you have a travel budget?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",keeping your head about you in chaos.,Was something causing this chaos?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I picked the most rotten apples to donate to the food pantry,Does the food pantry need the donations?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",ignoring someone in a relationship.,Are they in a happy relationship?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Harry decides to put headphones on to block out all sound other than the music,What type of music was Harry listening to?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",fixing problems with your yard.,How do you feel about fixing problems in your yard?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I visit my granny at the nursing home for no more than an hour because she gets sleepy,Have you been complaining to your granny about it?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Joe gradually spends more time with his more responsible friends,Did Joe's friends have any negative feelings toward him?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being faithful in a relationship.,What are the reasons you are not faithful?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",not always agreeing with your partner.,Are they your first love?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I asked for a doggie bag to put the restaurant silverware in,Who owns the restaurant?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",showing solidarity with family members in the face of adversity.,Did your family member try to be supportive?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being upset when your partner breaks up with you because of your mental illness.,When did you and your partner break up?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being excited about your first day of work.,Was your first day of work fun?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I had to hide because they were playing hide and seek,Is this a game you play often?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Denise talks to her child and tells her to go to her room as punishement,Why was Denise acting in this way?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",keeping your dog locked in your house all day,Did you check with your neighbor and find out if your dog has to go out?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",upseting your family.,Have you talked to them about it?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",making plans about what you want to do with your money.,Where are you going to spend your money?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",giving people money when you owe them,When did you owe them the money?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Dave tells Kevin that he is disgusting and that he should be ashamed of himself,Would Dave be ashamed of himself if Kevin was disgusting?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",finding a better teacher,How often do you teach?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",seeing other men while your boyfriend is away when he left permanently and ghosted you.,Have you tried to reconnect with your boyfriend?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",arguing with others.,Where are you arguing with people?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",cheating a business out of money,Where did the cheater go?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",starting a new life together.,Was the man lying about his pregnancies to you?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Money is not everything in the world.,Does money matter in your life?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",barging in on your roommate and their partner.,do you have some kind of relationship with them?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",liking a particular physical feature on the gender that you're attracted to,Where do you live in relation to that physical feature?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Leon approaches his friend and acknowledges the error of his ways,Is Leon feeling bad for the friend?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being in love with your best friend.,Would your best friend approve of this?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",keeping stuff from others.,Why do you want to keep it from others?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",paying other people's bills.,Did you ask the other person if he would mind if you did that?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",prejudging someone just because they are struggling with mental health issues.,"Is there a way that you can help them, even if only they agree to take care of themselves?",pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",People might think you're antisocial if you don't connect with others romantically.,Would someone think you are antisocial if you don't connect with others romantically?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Aaron asks his son questions to provoke his critical thinking skills but refrains from speaking about his own opinion,Why is Aaron telling his son to think critically instead of voicing his own opinion?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Trying to control who someone else associates with.,Are you a control freak?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I cooked a turkey,Why do you cook a turkey?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",wanting to do well in a class.,Would you want to take a specific class?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I wore a small bikini to the beach with my kids,What beach are you at?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",respecting someone wishes if they don't celebrate a birthday.,Did you miss the party?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Friends usually go to dances together if they can't find a date.,What is your friend's relationship status?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",taking care of your mental health,Do you exercise regularly?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",finding that the pot is boiling over sometimes,Why is the pot boiling over?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",getting your work out of the way before playing games.,Does it take a lot of time for you to play games?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",renting rooms to people,Are you sure you have sufficient cash on hand to rent them out?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",not wanting to get impregnated.,Did you check with your doctor before getting immunized?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",avoiding a friend.,Have you tried calling your friend?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",asking someone to lend you money if you owe a loan shark,Have you tried calling around to get someone to lend you money?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",supporting your family in tough times.,How will you help your family out?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I surprised my wife with a punch to the gut,Are the punches to the gut necessary?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",starting to write at a young age when you want to become good at it.,Who is an adult?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I included plenty of secret ingredients in my cakes like cinnamon and ginger,Why did you include these secret ingredients?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",discriminating against autistic people.,What are some ways you've helped people with autism to feel included in society?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I turned up the movie's audio so that everyone in the theater could hear since I was in charge of playing the movie,Did the movie go well?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",sometimes putting your needs first.,Do you think it's wrong to put yourself first?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Allison chooses a black dress to wear to the wedding,Have Allison and Brian always been in love?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",not liking your mother's boyfriend.,Have you given him any attention?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",wanting showing someone  off to the world when you love them,What are you showing off?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",opening up to people about your feelings.,What are you feeling?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",hugging someone who needs comforting.,Do you know the person?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",wanting to step up and be a leader,Are you comfortable leading others?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",going for a walk when you eat an unhealthy meal to balance it out,Did you want to go for a walk?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I took advantage of refugees at a refugee camp,Does that mean you wont make it?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",acting on revenge.,Have you tried talking to a family member first?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being sad when you're alone.,Does this usually happen when you're alone?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",accepting help from people.,Do you want to help these people?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",helping look for people when they go missing.,Are you a good volunteer?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",playing sports with your friends.,What sports are you playing?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",marrying your partner.,Is your partner not ready for a formal wedding?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Samantha starts making sexual advances towards Mike, which he eventually breaks up with Molly and dates Samantha",Where was Mike when he broke up with Molly?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",defending you parents actions.,Have they made you feel guilty for what you did?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",speaking up if something's bothering you,Why are you speaking up?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I took five dollars from the collection tray as it was passed to me,Have you tried putting some money towards a fund that you are sure is a good one?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",making things for people.,What kind of things are you making?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being different,Is being different a good thing?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",prioritizing your own mental health.,Have you sought treatment for a mental health problem?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I poked holes in all the condoms at the drugstore,Have you tried changing your poop habit at home?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",investigating things financially.,Did you get the necessary information?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",losing sometimes.,Did you want to win?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I held the scissors near the client's head at the law office,When did the client want your help?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being attracted to someone out of your age group.,Did you try asking around?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",It's bad to eat too many calories in one sitting.,Would it be better to not eat at all?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",James snatches his stash of porn magazines from underneath his bed,Does James know why he had a stash there?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",lying to your romantic partner when you talk to people of the opposite sex.,Why did you lie to your partner about the people of your sex?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",relying too heavily on a single person to bring you happiness,Do you think your reliance is unhealthy?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Seeking help when you cry most nights,Is there a way to stop crying?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Azure drives to a nearby gas station to ask the attendant for help,How long does Azure need to be there?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",tipping the valet.,Have they tipped you?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",giving up on your weight loss goals.,Would you give up if there was more you could do?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",helping others find things that make them happy.,Did you make sure to do a good job communicating what you are trying to find?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",talking through problems with partner.,Who are you talking to about problems?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",expecting people to always use the toilet seat in the bathroom.,Where are you?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",wearing hats when you hate them.,Does this make you feel better?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",James tries to 'neg' his date by insulting her weight in an effort to seduce her,Would the date think that James is being racist?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",joking about AI becoming overlords in the future.,Why are you joking about AI becoming overlords?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",hiding things from others.,Have you said to your partner how you hide things from them?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being angry when others are inconsiderate.,Why are they being inconsiderate?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Sending gifts to your grandchild.,Where did you send the gifts from?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",having different beliefs than you.,Does someone have a belief differently than you?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Someone bought the iPhone I listed on eBay so I sent him a brand new one,Are you good at dealing with people?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",sometimes doing things you normally wouldn't to get things done.,Is it hard to do what you do?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I ran to swipe the old man's bags,Have you tried taking out some bags for yourself?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",pressuring your boyfriend into proposing when they aren't ready yet.,What kind of relationship do you have with your boyfriend?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","expecting people to be upset, not annoyed, when someone dies.",Do you care about that person's family?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",tracking sand into the house.,Have you tried clearing the sand a little more thoroughly?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I splattered paint on the wall in fun designs,What were the designs?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",spending holidays with family.,Do you have something else planned?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","James proposed camping outside, under the stars, after a long hike in the woods",Have you planned to stay out there with anyone else?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",leaving your partner if they make you unhappy.,Does your partner know you will be leaving?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",admitting when you need extra help learning something.,Is there a reason you don't like to ask for extra help?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",paying less than you owe for rent.,Would you be happy to pay the full amount?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I brought home several reams of the office's paper so I could print flyers for my upcoming side gig at home,Are you allowed to take paper home?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","When my friends tell me secrets, I post them all over social media",Have you asked permission before posting the secret online?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",helping out your parents.,What were your parents helping with?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",showing school spirit.,What are you doing to show school spirit?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",subscribing to a religion.,Is the religion relevant to you?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",A parent knowing what their child is up to at all times.,Does your child ever want to be found?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",continuing on despite initial misgivings about a task.,Why did you have these doubts?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I passed my exam,Why did you pass the exam?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being a responsible employee.,How did you demonstrate your responsibility?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being tired of people.,Have you tried venting to a friend instead?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I handed my small baby a green rattle to play with,Who got the rattle?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",rejecting people.,Why would you reject people?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Sherry decides to put a sign for the political party that she supports in her front yard in clear view of her neighbor's house,Do you have permission to put signs in your yard?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",not being patient,Was there something that needed to be done?,pipeline
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",sleeping in other people's beds.,Is it a reputable bed?,pipeline
