Title,Description,Keywords,example,generic,always_generic,only_generic,ex_iloc,file_name,ex_num,pattern_num,pnum_gpt3,ppl_gpt3,need_anns,Answer.always_generic,Answer.ee,Answer.is_tricky,Answer.only_generic
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a lactose intolerance can produce body aches and fatigue,"a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",972,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP3_gens,3,1.583356982,3,2,16.87,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a lactose intolerance can produce body aches and fatigue,"a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",972,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP3_gens,3,1.583356982,3,1,5.731,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a lactose intolerance can produce body aches and fatigue,"a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",972,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP3_gens,3,1.583356982,3,2,30.085,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the mandibles are used to kill the prey,mandibles are used to hold the teeth .,All mandibles are used to hold the teeth .,Mandibles are only used to hold the teeth .,585,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,563,gpt3_typeP3_gens,3,1.552441045,3,2,6.367,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the mandibles are used to kill the prey,mandibles are used to hold the teeth .,All mandibles are used to hold the teeth .,Mandibles are only used to hold the teeth .,585,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,563,gpt3_typeP3_gens,3,1.552441045,3,2,10.891,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the mandibles are used to kill the prey,mandibles are used to hold the teeth .,All mandibles are used to hold the teeth .,Mandibles are only used to hold the teeth .,585,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,563,gpt3_typeP3_gens,3,1.552441045,3,1,8.802,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe vera is used to treat dry skin,aloe is used to treat dry skin .,All aloes are used to treat dry skin .,An aloe is only used to treat dry skin .,780,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,487,gpt3_typeP2_gens,2,11.56047401,3,0,27.066,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe vera is used to treat dry skin,aloe is used to treat dry skin .,All aloes are used to treat dry skin .,An aloe is only used to treat dry skin .,780,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,487,gpt3_typeP2_gens,2,11.56047401,3,0,55.188,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe vera is used to treat dry skin,aloe is used to treat dry skin .,All aloes are used to treat dry skin .,An aloe is only used to treat dry skin .,780,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,487,gpt3_typeP2_gens,2,11.56047401,3,0,105.384,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","animals may have to ""breathe"" water",Aquatic animals is able to breathe air .,All aquatic animals are able to breathe air .,An aquatic animals is only able to breathe air .,1156,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,41,gpt3_typeP4_gens,4,19.6023824,3,2,9.806,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","animals may have to ""breathe"" water",Aquatic animals is able to breathe air .,All aquatic animals are able to breathe air .,An aquatic animals is only able to breathe air .,1156,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,41,gpt3_typeP4_gens,4,19.6023824,3,1,66.486,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","animals may have to ""breathe"" water",Aquatic animals is able to breathe air .,All aquatic animals are able to breathe air .,An aquatic animals is only able to breathe air .,1156,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,41,gpt3_typeP4_gens,4,19.6023824,3,0,16.862,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",it is possible to have a lactose intolerance without any symptoms,"a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",973,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP3_gens,3,1.859205651,3,1,9.172,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",it is possible to have a lactose intolerance without any symptoms,"a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",973,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP3_gens,3,1.859205651,3,1,34.644,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",it is possible to have a lactose intolerance without any symptoms,"a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",973,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP3_gens,3,1.859205651,3,1,5.876,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the mouth of a frog acts like a mandible,mandibles are used to hold the teeth .,All mandibles are used to hold the teeth .,Mandibles are only used to hold the teeth .,586,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,563,gpt3_typeP3_gens,3,1.583356982,3,2,76.957,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the mouth of a frog acts like a mandible,mandibles are used to hold the teeth .,All mandibles are used to hold the teeth .,Mandibles are only used to hold the teeth .,586,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,563,gpt3_typeP3_gens,3,1.583356982,3,2,73.36,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the mouth of a frog acts like a mandible,mandibles are used to hold the teeth .,All mandibles are used to hold the teeth .,Mandibles are only used to hold the teeth .,586,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,563,gpt3_typeP3_gens,3,1.583356982,3,2,36.376,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a lactose intolerance can cause vomiting,"a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",974,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP3_gens,3,2.315960485,3,2,11.276,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a lactose intolerance can cause vomiting,"a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",974,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP3_gens,3,2.315960485,3,2,66.884,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a lactose intolerance can cause vomiting,"a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",974,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP3_gens,3,2.315960485,3,2,26.768,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe can be used to treat a jellyfish sting,aloe is used to treat dry skin .,All aloes are used to treat dry skin .,An aloe is only used to treat dry skin .,781,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,487,gpt3_typeP3_gens,3,16.68138157,3,2,79.004,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe can be used to treat a jellyfish sting,aloe is used to treat dry skin .,All aloes are used to treat dry skin .,An aloe is only used to treat dry skin .,781,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,487,gpt3_typeP3_gens,3,16.68138157,3,1,54.95,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe can be used to treat a jellyfish sting,aloe is used to treat dry skin .,All aloes are used to treat dry skin .,An aloe is only used to treat dry skin .,781,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,487,gpt3_typeP3_gens,3,16.68138157,3,1,9.857,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the bottlenose dolphin is found in the air,Aquatic animals are found in the water .,All aquatic animals are found in the water .,Aquatic animals are only found in the water .,1157,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,192,gpt3_typeP3_gens,3,1.552441045,3,1,64.211,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the bottlenose dolphin is found in the air,Aquatic animals are found in the water .,All aquatic animals are found in the water .,Aquatic animals are only found in the water .,1157,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,192,gpt3_typeP3_gens,3,1.552441045,3,1,5.898,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",the bottlenose dolphin is found in the air,Aquatic animals are found in the water .,All aquatic animals are found in the water .,Aquatic animals are only found in the water .,1157,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,192,gpt3_typeP3_gens,3,1.552441045,3,1,155.565,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a lactose intolerance can produce a headache,"a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",975,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP3_gens,3,2.441154736,3,2,63.042,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a lactose intolerance can produce a headache,"a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",975,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP3_gens,3,2.441154736,3,2,21.482,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",a lactose intolerance can produce a headache,"a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",975,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP3_gens,3,2.441154736,3,2,37.217,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe can be used to treat burns,aloe is used to treat dry skin .,All aloes are used to treat dry skin .,An aloe is only used to treat dry skin .,782,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,487,gpt3_typeP4_gens,4,16.83004886,3,2,38.423,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe can be used to treat burns,aloe is used to treat dry skin .,All aloes are used to treat dry skin .,An aloe is only used to treat dry skin .,782,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,487,gpt3_typeP4_gens,4,16.83004886,3,2,95.582,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe can be used to treat burns,aloe is used to treat dry skin .,All aloes are used to treat dry skin .,An aloe is only used to treat dry skin .,782,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,487,gpt3_typeP4_gens,4,16.83004886,3,2,10.508,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",mandibles are used to hold the wings,mandibles are used to hold the teeth .,All mandibles are used to hold the teeth .,Mandibles are only used to hold the teeth .,587,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,563,gpt3_typeP3_gens,3,1.859205651,3,1,34.349,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",mandibles are used to hold the wings,mandibles are used to hold the teeth .,All mandibles are used to hold the teeth .,Mandibles are only used to hold the teeth .,587,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,563,gpt3_typeP3_gens,3,1.859205651,3,1,10.203,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",mandibles are used to hold the wings,mandibles are used to hold the teeth .,All mandibles are used to hold the teeth .,Mandibles are only used to hold the teeth .,587,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,563,gpt3_typeP3_gens,3,1.859205651,3,1,41.265,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aquatic animals are found in lakes and rivers,Aquatic animals are found in the water .,All aquatic animals are found in the water .,Aquatic animals are only found in the water .,1158,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,192,gpt3_typeP3_gens,3,1.859205651,3,0,126.227,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aquatic animals are found in lakes and rivers,Aquatic animals are found in the water .,All aquatic animals are found in the water .,Aquatic animals are only found in the water .,1158,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,192,gpt3_typeP3_gens,3,1.859205651,3,0,27.766,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aquatic animals are found in lakes and rivers,Aquatic animals are found in the water .,All aquatic animals are found in the water .,Aquatic animals are only found in the water .,1158,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,192,gpt3_typeP3_gens,3,1.859205651,3,0,53.985,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe is used for skin care,aloe is a plant .,All aloes are a plant .,An aloe is only a plant .,783,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,74,gpt3_typeP4_gens,4,26.14231295,3,2,35.408,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe is used for skin care,aloe is a plant .,All aloes are a plant .,An aloe is only a plant .,783,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,74,gpt3_typeP4_gens,4,26.14231295,3,2,29.248,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe is used for skin care,aloe is a plant .,All aloes are a plant .,An aloe is only a plant .,783,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,74,gpt3_typeP4_gens,4,26.14231295,3,2,12.063,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aquatic animals are found in the sea,Aquatic animals are found in the water .,All aquatic animals are found in the water .,Aquatic animals are only found in the water .,1159,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,192,gpt3_typeP3_gens,3,16.85854197,3,0,39.048,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aquatic animals are found in the sea,Aquatic animals are found in the water .,All aquatic animals are found in the water .,Aquatic animals are only found in the water .,1159,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,192,gpt3_typeP3_gens,3,16.85854197,3,0,9.196,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aquatic animals are found in the sea,Aquatic animals are found in the water .,All aquatic animals are found in the water .,Aquatic animals are only found in the water .,1159,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,192,gpt3_typeP3_gens,3,16.85854197,3,0,14.742,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","a lactose intolerance can produce nausea, undigested food in feces, and lack of appetite","a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",976,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP4_gens,4,16.74742103,3,0,39.83,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","a lactose intolerance can produce nausea, undigested food in feces, and lack of appetite","a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",976,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP4_gens,4,16.74742103,3,1,13.369,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","a lactose intolerance can produce nausea, undigested food in feces, and lack of appetite","a lactose intolerance produces bloating , gas , diarrhea .","All lactose intolerances produce  bloating , gas , diarrhea .","Lactose intolerances only produce  bloating , gas , diarrhea .",976,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,483,gpt3_typeP4_gens,4,16.74742103,3,0,11.808,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some mandibles are made of cartilage or fibrous tissue,mandibles are made of bone .,All mandibles are made of bone .,Mandibles are only made of bone .,588,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,303,gpt3_typeP4_gens,4,19.81272388,3,1,10.027,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some mandibles are made of cartilage or fibrous tissue,mandibles are made of bone .,All mandibles are made of bone .,Mandibles are only made of bone .,588,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,303,gpt3_typeP4_gens,4,19.81272388,3,2,30.588,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",some mandibles are made of cartilage or fibrous tissue,mandibles are made of bone .,All mandibles are made of bone .,Mandibles are only made of bone .,588,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,303,gpt3_typeP4_gens,4,19.81272388,3,1,28.336,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe is used in medicine,aloe is a plant .,All aloes are a plant .,An aloe is only a plant .,784,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,74,gpt3_typeP4_gens,4,38.52111595,3,2,30.657,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe is used in medicine,aloe is a plant .,All aloes are a plant .,An aloe is only a plant .,784,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,74,gpt3_typeP4_gens,4,38.52111595,3,2,46.361,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe is used in medicine,aloe is a plant .,All aloes are a plant .,An aloe is only a plant .,784,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,74,gpt3_typeP4_gens,4,38.52111595,3,2,5.602,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aquatic plants are found in water,Aquatic animals are found in the water .,All aquatic animals are found in the water .,Aquatic animals are only found in the water .,1160,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,192,gpt3_typeP3_gens,3,18.61776316,3,2,6.753,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aquatic plants are found in water,Aquatic animals are found in the water .,All aquatic animals are found in the water .,Aquatic animals are only found in the water .,1160,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,192,gpt3_typeP3_gens,3,18.61776316,3,2,28.652,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aquatic plants are found in water,Aquatic animals are found in the water .,All aquatic animals are found in the water .,Aquatic animals are only found in the water .,1160,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,192,gpt3_typeP3_gens,3,18.61776316,3,2,5.554,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",mandibles are made of cartilage,mandibles are made of bone .,All mandibles are made of bone .,Mandibles are only made of bone .,589,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,303,gpt3_typeP4_gens,4,25.18697312,3,2,59.369,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",mandibles are made of cartilage,mandibles are made of bone .,All mandibles are made of bone .,Mandibles are only made of bone .,589,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,303,gpt3_typeP4_gens,4,25.18697312,3,1,32.246,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",mandibles are made of cartilage,mandibles are made of bone .,All mandibles are made of bone .,Mandibles are only made of bone .,589,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,303,gpt3_typeP4_gens,4,25.18697312,3,1,3.806,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe is used as medicine,aloe is a plant .,All aloes are a plant .,An aloe is only a plant .,785,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,74,gpt3_typeP3_gens,3,42.35351975,3,2,12.241,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe is used as medicine,aloe is a plant .,All aloes are a plant .,An aloe is only a plant .,785,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,74,gpt3_typeP3_gens,3,42.35351975,3,2,128.034,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",aloe is used as medicine,aloe is a plant .,All aloes are a plant .,An aloe is only a plant .,785,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,74,gpt3_typeP3_gens,3,42.35351975,3,2,54.512,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","lactose intolerance is the inability of the body to produce lactase, the enzyme needed to digest lactose",a lactose intolerance are those who can not digest milk .,All lactose intolerances are those who can not digest milk .,Lactose intolerances are only those who can not digest milk .,977,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,312,gpt3_typeP3_gens,3,1.583356982,3,2,30.153,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","lactose intolerance is the inability of the body to produce lactase, the enzyme needed to digest lactose",a lactose intolerance are those who can not digest milk .,All lactose intolerances are those who can not digest milk .,Lactose intolerances are only those who can not digest milk .,977,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,312,gpt3_typeP3_gens,3,1.583356982,3,2,15.43,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge","lactose intolerance is the inability of the body to produce lactase, the enzyme needed to digest lactose",a lactose intolerance are those who can not digest milk .,All lactose intolerances are those who can not digest milk .,Lactose intolerances are only those who can not digest milk .,977,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,312,gpt3_typeP3_gens,3,1.583356982,3,2,23.274,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",employers may have the right to terminate an employment relationship with a labour leader,managements has the right to terminate an employment relationship with an employee .,All managements have the right to terminate an employment relationship with an employee .,A managements does only have the right to terminate an employment relationship with an employee .,590,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,363,gpt3_typeP3_gens,3,1.552441045,3,2,48.529,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",employers may have the right to terminate an employment relationship with a labour leader,managements has the right to terminate an employment relationship with an employee .,All managements have the right to terminate an employment relationship with an employee .,A managements does only have the right to terminate an employment relationship with an employee .,590,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,363,gpt3_typeP3_gens,3,1.552441045,3,2,11.115,,1
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",employers may have the right to terminate an employment relationship with a labour leader,managements has the right to terminate an employment relationship with an employee .,All managements have the right to terminate an employment relationship with an employee .,A managements does only have the right to terminate an employment relationship with an employee .,590,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,363,gpt3_typeP3_gens,3,1.552441045,3,2,32.03,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",generally aloe is not used to treat skin cancer,"aloe is used to treat mild to moderate skin conditions , including acne .","All aloes are used to treat mild to moderate skin conditions , including acne .","An aloe is only used to treat mild to moderate skin conditions , including acne .",786,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,558,gpt3_typeP1_gens,1,1.859205651,3,2,23.036,,2
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",generally aloe is not used to treat skin cancer,"aloe is used to treat mild to moderate skin conditions , including acne .","All aloes are used to treat mild to moderate skin conditions , including acne .","An aloe is only used to treat mild to moderate skin conditions , including acne .",786,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,558,gpt3_typeP1_gens,1,1.859205651,3,2,170.087,,0
[updated] Identify contradictory statements,Determine whether sentences contradict each other,"annotation, evaluation, world knowledge",generally aloe is not used to treat skin cancer,"aloe is used to treat mild to moderate skin conditions , including acne .","All aloes are used to treat mild to moderate skin conditions , including acne .","An aloe is only used to treat mild to moderate skin conditions , including acne .",786,counterex-patts_PROC_withCATS-valid_informat_only-disc-true_needANN-REDO-NEW.csv,558,gpt3_typeP1_gens,1,1.859205651,3,0,59.301,,0
