Title,Description,Keywords,object_use_id1,object_id1,object1,use_id1,use1,object_use_id2,object_id2,object2,use_id2,use2,object_use_id3,object_id3,object3,use_id3,use3,object_use_id4,object_id4,object4,use_id4,use4,Answer.obj1_category,Answer.obj1_typicality,Answer.obj2_category,Answer.obj2_typicality,Answer.obj3_category,Answer.obj3_typicality,Answer.obj4_category,Answer.obj4_typicality
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",gFiFHmUqLQXLUEOJ0-oqCQ==,yXtdlEZOBuH7GBV1VZSe3g==,water bowl,jsnlHV8fu1rHo2Z9a0weEA==,use as a temporary home for gold fish,gFyQPquXbloSgAZVfMbSbw==,lHoWwdsD7swBJaCSYrL0Aw==,entry fee,k5H2AI3TPaEQsEusko5Nmw==,get a complimentary gift,gG3FbbFRLSk51YpjrFVjhw==,KQTaX9F9Rk8EC6t5k5IBCQ==,deleted scenes,y1Eig7o8D63eTS8o1xM45w==,Show to friends,gG7qPZBwARCykLcCVW0HXQ==,QE4hjSf-5J4iJIkl8-7NBg==,bags,_2OwjP6iNxLIMcGlg8w_jQ==,put away the grass,object,typicality_3,object,typicality_2,object,typicality_2,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",nhqomnUdjkRc4ov5SGwsXw==,tEQQm64H4GtPTMARV7ypwg==,manners,lCaFmBBsOfac0JKJm6oNpg==,win the Best All Around award in high school,nhtXSecJuxqvUy35KSXkrg==,ZBsrANA_mZAAeGn3zFKB5A==,electricity,x7ydzTCCXNCGOG1ODXw91A==,run computer,nhxeuaPuu-OvvceusMKSkg==,OjDfpzBPStPPLV0evUGpTQ==,tweezer,bePuictGMCYvdlZA65mBkw==,Pick sliver out,niA_JFnyvIKOnlDYAjRRMw==,QhtH_9lGygg7Zc1mjGsX5g==,video,mbVqn5XV3855g1MT3z3spw==,document a crime,action,typicality_1,object,typicality_4,object,typicality_3,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",nhqomnUdjkRc4ov5SGwsXw==,tEQQm64H4GtPTMARV7ypwg==,manners,lCaFmBBsOfac0JKJm6oNpg==,win the Best All Around award in high school,nhtXSecJuxqvUy35KSXkrg==,ZBsrANA_mZAAeGn3zFKB5A==,electricity,x7ydzTCCXNCGOG1ODXw91A==,run computer,nhxeuaPuu-OvvceusMKSkg==,OjDfpzBPStPPLV0evUGpTQ==,tweezer,bePuictGMCYvdlZA65mBkw==,Pick sliver out,niA_JFnyvIKOnlDYAjRRMw==,QhtH_9lGygg7Zc1mjGsX5g==,video,mbVqn5XV3855g1MT3z3spw==,document a crime,object,typicality_2,object,typicality_3,object,typicality_3,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",tRDV1Ac_Ok8c7tZ8idnyjA==,zXOdIfy7A6KmzttFvVYMqw==,box cutter,Mkl-3DwEGaLSs7cINl3TNQ==,cut open food,tRQJPoLr_nedYc3S2unO5A==,qrnh3hbzgXb4bXqSujN6jQ==,table,t5B7m_FYIkFNnQq7mU2H9Q==,put the container on,tRSLsn973OorQIFQX1x59g==,BcFuoUzw74t9M6V-5V1IEQ==,social light table,Lf2H_fmiAhG9i3a00EzlnQ==,have a good time,tRTPuPOSqfsGiuyoVaB_4A==,8UyC1ImadPlq88sFadqE7A==,vineyard,igr5nM3ayIt2Zf4QOTV2xw==,grow the fruit,object,typicality_2,object,typicality_4,object,typicality_4,place,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",tRDV1Ac_Ok8c7tZ8idnyjA==,zXOdIfy7A6KmzttFvVYMqw==,box cutter,Mkl-3DwEGaLSs7cINl3TNQ==,cut open food,tRQJPoLr_nedYc3S2unO5A==,qrnh3hbzgXb4bXqSujN6jQ==,table,t5B7m_FYIkFNnQq7mU2H9Q==,put the container on,tRSLsn973OorQIFQX1x59g==,BcFuoUzw74t9M6V-5V1IEQ==,social light table,Lf2H_fmiAhG9i3a00EzlnQ==,have a good time,tRTPuPOSqfsGiuyoVaB_4A==,8UyC1ImadPlq88sFadqE7A==,vineyard,igr5nM3ayIt2Zf4QOTV2xw==,grow the fruit,object,typicality_3,other,typicality_3,object,typicality_2,other,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",81-G0ThXGIo6jKknm44_Ig==,VERd9cZQQXPZ46LD8Fo9bw==,police unit,4hsqCR8h4CVGwR6MmbyOVA==,host a fundraiser,811RCq9G62f8EZftGO3Waw==,D9yMvM8Fptt9ZAVF11wJDg==,can of soup,tFFun5hFKteCkwxunbfgzA==,bang like a drum,81AQsCZIi-YruyQGTfIsZA==,iyDTY0u7v5XHGqAOpDsdyg==,motivation,lDMIApRzb6iJWNUrSQKCig==,finish a tough project,81E0xxVPTEQ432gVaADqmw==,UWHrsMzkt5h7qLaTXWChgA==,gun,Q9f4JD4zIk8nK-_3ClJy4g==,hold on to,other,typicality_1,object,typicality_1,other,typicality_3,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",81-G0ThXGIo6jKknm44_Ig==,VERd9cZQQXPZ46LD8Fo9bw==,police unit,4hsqCR8h4CVGwR6MmbyOVA==,host a fundraiser,811RCq9G62f8EZftGO3Waw==,D9yMvM8Fptt9ZAVF11wJDg==,can of soup,tFFun5hFKteCkwxunbfgzA==,bang like a drum,81AQsCZIi-YruyQGTfIsZA==,iyDTY0u7v5XHGqAOpDsdyg==,motivation,lDMIApRzb6iJWNUrSQKCig==,finish a tough project,81E0xxVPTEQ432gVaADqmw==,UWHrsMzkt5h7qLaTXWChgA==,gun,Q9f4JD4zIk8nK-_3ClJy4g==,hold on to,object,typicality_2,object,typicality_1,other,typicality_3,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",9nUpFfEdhDjaGe01nt63UQ==,iuy1QNvy5tQAgwgRK9UUhg==,pair of lips,i8XPvBv8hhAg-V-uQaOC9Q==,smack in delight,9n_gym_nKdXK92-qCc3tbw==,_AZfsnTHlJk92IClpJCzAg==,rains,N5In3dBVbnbz_siQZTZCjg==,Take a dog for a walk,9ndkD59c0V4j_edmquoE7A==,U7h3u3ACwicyZQeujBNoYw==,ending facts,VVxdlqU_UVV4Q3SBRdeJTw==,things to consider,9nyiFJp9W_sWELtwHRFh1Q==,KBl9r7cJSt7WWZA9MqtSkA==,foot gear,f7nQz3puaX8Qpwcoboh-jg==,wear to the job site,object,typicality_4,object,typicality_1,object,typicality_3,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",9nUpFfEdhDjaGe01nt63UQ==,iuy1QNvy5tQAgwgRK9UUhg==,pair of lips,i8XPvBv8hhAg-V-uQaOC9Q==,smack in delight,9n_gym_nKdXK92-qCc3tbw==,_AZfsnTHlJk92IClpJCzAg==,rains,N5In3dBVbnbz_siQZTZCjg==,Take a dog for a walk,9ndkD59c0V4j_edmquoE7A==,U7h3u3ACwicyZQeujBNoYw==,ending facts,VVxdlqU_UVV4Q3SBRdeJTw==,things to consider,9nyiFJp9W_sWELtwHRFh1Q==,KBl9r7cJSt7WWZA9MqtSkA==,foot gear,f7nQz3puaX8Qpwcoboh-jg==,wear to the job site,object,typicality_2,object,typicality_4,other,typicality_0,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",D7AnbvTkIrztd3JXX9IJMQ==,aAVhvsBS_b0uP5iVerHSiw==,boots,iOEm31QzL5HR2qYsHENtbA==,squash a bug,D7EVN3ya2Fsc7IFSYfQRLQ==,DNKpUvvy4WcooG1_gBXS4A==,delivery person,xeEx0wrPZH2XtRDEIXKdPA==,give the pizza,D7S9pgEVooPVNPddyHzz3Q==,1h5Qa9FGNci_tXyXkkxQPw==,plant pots,_kXdFbNYdGFp-xXqikkZjg==,put a Christmas tree in,D86UVHfJgyn1CqctDopM0w==,ijea59jfKd2xLkDPUepbtA==,w-9,N3GuIlQsOtBdMMY_phmUjA==,use when declaring Mturk income...,object,typicality_3,object,typicality_3,object,typicality_3,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",D7AnbvTkIrztd3JXX9IJMQ==,aAVhvsBS_b0uP5iVerHSiw==,boots,iOEm31QzL5HR2qYsHENtbA==,squash a bug,D7EVN3ya2Fsc7IFSYfQRLQ==,DNKpUvvy4WcooG1_gBXS4A==,delivery person,xeEx0wrPZH2XtRDEIXKdPA==,give the pizza,D7S9pgEVooPVNPddyHzz3Q==,1h5Qa9FGNci_tXyXkkxQPw==,plant pots,_kXdFbNYdGFp-xXqikkZjg==,put a Christmas tree in,D86UVHfJgyn1CqctDopM0w==,ijea59jfKd2xLkDPUepbtA==,w-9,N3GuIlQsOtBdMMY_phmUjA==,use when declaring Mturk income...,object,typicality_2,person,typicality_4,object,typicality_2,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",JGQpE2Sopb8Rddy0Wx-odw==,4as5AgOykT1rr4auTf69eA==,cabinets,V7jPkoWu-7ugy015Kd1p9w==,hold the food,JGS9_E3ppc5e_Xgg8uSWuw==,JAvwIuaFsO4wrZ_p4ftdWw==,pattern,ueJ51p4OCWwAPu_3l8xihA==,make garment the correct size,JGXQMFF_zbnblY2MfpGq7w==,OyIwxkT6_blxSevxXWY4FA==,body of water,X1tuPdizMOzJpHH_sEFVTQ==,travel across,JGftKuRbO3E6OjAba6NEAA==,QDoG44SLH9xxNGAf1GpyZQ==,songs,w8LFyhq98Cucld51kVul1Q==,practice thoroughly,object,typicality_3,object,typicality_4,object,typicality_3,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",JGQpE2Sopb8Rddy0Wx-odw==,4as5AgOykT1rr4auTf69eA==,cabinets,V7jPkoWu-7ugy015Kd1p9w==,hold the food,JGS9_E3ppc5e_Xgg8uSWuw==,JAvwIuaFsO4wrZ_p4ftdWw==,pattern,ueJ51p4OCWwAPu_3l8xihA==,make garment the correct size,JGXQMFF_zbnblY2MfpGq7w==,OyIwxkT6_blxSevxXWY4FA==,body of water,X1tuPdizMOzJpHH_sEFVTQ==,travel across,JGftKuRbO3E6OjAba6NEAA==,QDoG44SLH9xxNGAf1GpyZQ==,songs,w8LFyhq98Cucld51kVul1Q==,practice thoroughly,object,typicality_4,object,typicality_3,object,typicality_3,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",RBgXwDL55yMKqfTgrVR2Gg==,PkKgeN8qberyCrlsTH9K4A==,jundge,shNfzQ2moIS2IAFkihyF2A==,facilitate the system of law,RByWpKXif0JWw8PBFpIafw==,8iW3QFenzXmMMhp3tXLrfA==,lump,CW-wZoBSxbr-iBfZWx56sw==,throw as a ball,RCGQBCdweJ6WDJ75eYPNzA==,TXz2olITDCSxhlT9DNqppw==,knee pads,LgyhJRJ4sNgYrn1CuS6Irg==,work out in,RCPeaf3o_VlaU4tHNslyiw==,eNfagK1KA3Rzx7z1wCp10w==,music book,-wa_lkdyqw8VrXTCFX1h1Q==,play the songs backwards to see how they sound,object,typicality_4,object,typicality_2,object,typicality_2,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",RBgXwDL55yMKqfTgrVR2Gg==,PkKgeN8qberyCrlsTH9K4A==,jundge,shNfzQ2moIS2IAFkihyF2A==,facilitate the system of law,RByWpKXif0JWw8PBFpIafw==,8iW3QFenzXmMMhp3tXLrfA==,lump,CW-wZoBSxbr-iBfZWx56sw==,throw as a ball,RCGQBCdweJ6WDJ75eYPNzA==,TXz2olITDCSxhlT9DNqppw==,knee pads,LgyhJRJ4sNgYrn1CuS6Irg==,work out in,RCPeaf3o_VlaU4tHNslyiw==,eNfagK1KA3Rzx7z1wCp10w==,music book,-wa_lkdyqw8VrXTCFX1h1Q==,play the songs backwards to see how they sound,action,typicality_4,object,typicality_3,object,typicality_4,object,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",WOQ_pvFNBlCZgyiAIjyNpg==,snwsfkk2ZLVVXiC4gB-fRw==,match strip,oQ_48Qofd03FSohCiAKapA==,use to draw a straight line,WOTONFytxbGUBrqWMLCwYg==,XkzE5nxyFFK371vdsB5BaQ==,test pages,lIF9bFQSCKIizaUKb54riw==,test students knowledge,WO_fT3_tJc1Dvhp1w2F7LA==,wF_3RX0i5OEo9Bld4LnuEg==,panty hose,DK0Rhj19r90tqnQTsKz61Q==,rob a bank,WOeHRQ3y88_DEQF_a3QCHA==,PoSg5QZWDWKRYzMEN6NqLQ==,carpentry business,btyYHbdlYG3Dqkm4Kx2INA==,employ people and make a profit,object,typicality_1,object,typicality_4,object,typicality_3,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",WOQ_pvFNBlCZgyiAIjyNpg==,snwsfkk2ZLVVXiC4gB-fRw==,match strip,oQ_48Qofd03FSohCiAKapA==,use to draw a straight line,WOTONFytxbGUBrqWMLCwYg==,XkzE5nxyFFK371vdsB5BaQ==,test pages,lIF9bFQSCKIizaUKb54riw==,test students knowledge,WO_fT3_tJc1Dvhp1w2F7LA==,wF_3RX0i5OEo9Bld4LnuEg==,panty hose,DK0Rhj19r90tqnQTsKz61Q==,rob a bank,WOeHRQ3y88_DEQF_a3QCHA==,PoSg5QZWDWKRYzMEN6NqLQ==,carpentry business,btyYHbdlYG3Dqkm4Kx2INA==,employ people and make a profit,object,typicality_3,object,typicality_4,object,typicality_2,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",gqeTmc9z1PCYxCnFV6YCgQ==,EK6fx9RTsN1SXQ7fLt55YQ==,list,WEMQ0DtmUXi7_Hy4bzQ_qQ==,of desired options,gqioycO0lp70_ETQj04dDQ==,EqAyzpF5wypserOXudhx-g==,people,RBCyX4JMwgQnBqweJvsquw==,help them pick their friend up,gqkkPra5FPeze4df-NG6Ww==,TXCSEGXACik1l5NraTNFqg==,transportation,V2-akXBTiH9FndMgg-d3Ig==,get away fast,grCfd-PPHzce9gUt3_2pLw==,wje1wXPLtTUgOVMSB2W-qQ==,try on room,ka05MqL4bG8g1tCWZ8piTQ==,hide from zombies,object,typicality_3,person,typicality_4,object,typicality_3,place,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",gqeTmc9z1PCYxCnFV6YCgQ==,EK6fx9RTsN1SXQ7fLt55YQ==,list,WEMQ0DtmUXi7_Hy4bzQ_qQ==,of desired options,gqioycO0lp70_ETQj04dDQ==,EqAyzpF5wypserOXudhx-g==,people,RBCyX4JMwgQnBqweJvsquw==,help them pick their friend up,gqkkPra5FPeze4df-NG6Ww==,TXCSEGXACik1l5NraTNFqg==,transportation,V2-akXBTiH9FndMgg-d3Ig==,get away fast,grCfd-PPHzce9gUt3_2pLw==,wje1wXPLtTUgOVMSB2W-qQ==,try on room,ka05MqL4bG8g1tCWZ8piTQ==,hide from zombies,object,typicality_4,person,typicality_4,object,typicality_3,object,typicality_0
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",fgsMEzZLKd83TUoIixXRsA==,MH6uSaQK1-lit37I5CmUQA==,buss pass,4wPa6RgCaIHAfvRGd5_erg==,show proof of payment,fh9BUIHPdaAgCx-BXESSdg==,SMw1wuxijVQvt7fHM0lpCA==,matchbox,BU4YWA09neGfzNMWX4pB2A==,keep trinkets in,fhCFn_WzbmOO-hC9EtcHag==,8s4R6_EQmTYhvt2OdH17Gw==,mask,F_htT_6rNTRGHAgF44hYKw==,express emotions,fhHSch56J7DqtEYgEi-LUw==,SpVtwTnCX5y1VWW1wokBLQ==,high heels,SpLesZ3L-NuAxyLMuy1_ug==,spruce up an outfit,object,typicality_4,object,typicality_4,object,typicality_2,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",fgsMEzZLKd83TUoIixXRsA==,MH6uSaQK1-lit37I5CmUQA==,buss pass,4wPa6RgCaIHAfvRGd5_erg==,show proof of payment,fh9BUIHPdaAgCx-BXESSdg==,SMw1wuxijVQvt7fHM0lpCA==,matchbox,BU4YWA09neGfzNMWX4pB2A==,keep trinkets in,fhCFn_WzbmOO-hC9EtcHag==,8s4R6_EQmTYhvt2OdH17Gw==,mask,F_htT_6rNTRGHAgF44hYKw==,express emotions,fhHSch56J7DqtEYgEi-LUw==,SpVtwTnCX5y1VWW1wokBLQ==,high heels,SpLesZ3L-NuAxyLMuy1_ug==,spruce up an outfit,object,typicality_3,object,typicality_3,object,typicality_1,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",q4EsLL2wdLvFjXTvxjJehQ==,qynr42GVVPp8CQqYBrU9YA==,creel,RwTVniFQKMyajC1PZ5DxEQ==,have a picnic,q4dMWBnmE4aHj1aJ8gJ6Ng==,8rGF0vH9qYS0y_nEXK2H4g==,financial planner,uIhMj0EZCeOSrRHbjzKwjQ==,save for a home purchase,q4lso28hwof3tNi6ExGbAg==,PDrnMQq9fuNkAHA3TUhYUQ==,tarp,X8SoufRvDopy1HuKyreX8g==,wrap the body,q4rApNow0JuqzKjqHBKa8Q==,LKY83dVPlJDvrSJCGJGp0Q==,house,20JTEZeU8GPGuTpjVxRobQ==,share with PersonX,object,typicality_1,object,typicality_3,object,typicality_1,object,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",q4EsLL2wdLvFjXTvxjJehQ==,qynr42GVVPp8CQqYBrU9YA==,creel,RwTVniFQKMyajC1PZ5DxEQ==,have a picnic,q4dMWBnmE4aHj1aJ8gJ6Ng==,8rGF0vH9qYS0y_nEXK2H4g==,financial planner,uIhMj0EZCeOSrRHbjzKwjQ==,save for a home purchase,q4lso28hwof3tNi6ExGbAg==,PDrnMQq9fuNkAHA3TUhYUQ==,tarp,X8SoufRvDopy1HuKyreX8g==,wrap the body,q4rApNow0JuqzKjqHBKa8Q==,LKY83dVPlJDvrSJCGJGp0Q==,house,20JTEZeU8GPGuTpjVxRobQ==,share with PersonX,animal,typicality_2,object,typicality_4,object,typicality_1,place,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",sSDdWRnSqsYdYQEHMrooAg==,FUcs0p9jLjTwOUA_LmNfZg==,passcode,Mx6i_Lgc4GpBJExPIhbqbQ==,log into bank account,sSJpnGELUp5E0_Tw7_A96A==,pxiodNwZriI19n2zxjKJ7A==,nursery,3ladQe_W_JFSIU0nhR0ExQ==,keep all the baby puppies,sSU7dR-sRdPRrmZrRujqJg==,Wkndh9m-OQ7cRG38RZvkaQ==,gabbagool,k0TlRXq7NPaxnIpwXnkhrQ==,use as side dish,sSVBOgpNGssIWan-W7Lb7A==,LAZqIUZSPYW3QMyEn2c5cQ==,blade,GOldny9ap1BclP-1FpUlZg==,mark a map,object,typicality_4,place,typicality_3,other,typicality_0,object,typicality_2
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",sSDdWRnSqsYdYQEHMrooAg==,FUcs0p9jLjTwOUA_LmNfZg==,passcode,Mx6i_Lgc4GpBJExPIhbqbQ==,log into bank account,sSJpnGELUp5E0_Tw7_A96A==,pxiodNwZriI19n2zxjKJ7A==,nursery,3ladQe_W_JFSIU0nhR0ExQ==,keep all the baby puppies,sSU7dR-sRdPRrmZrRujqJg==,Wkndh9m-OQ7cRG38RZvkaQ==,gabbagool,k0TlRXq7NPaxnIpwXnkhrQ==,use as side dish,sSVBOgpNGssIWan-W7Lb7A==,LAZqIUZSPYW3QMyEn2c5cQ==,blade,GOldny9ap1BclP-1FpUlZg==,mark a map,object,typicality_3,object,typicality_1,object,typicality_3,object,typicality_1
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",5HsQjkbnKl0YFtbU8uE8XA==,_mMjKEIe4o99Il16oPYlWg==,shose,kDM9rfrJ1UWoKYBTNtCSbw==,keep feet warm,5I9Vhpcz0jQRwukf7UAkEg==,PlobO5kBh8n7joFWziXCQw==,socks,FDB2BmsPT-hLVLBJU7iI4w==,keep their feet germs from getting in the sample shoes,5IYZeTpza2nONzIclb1M5A==,Jqct4NAuDk5fYVMy1hqHjg==,finances,QZ8TegSsn8HwoeN0c93IlA==,purchase clothes,5I_zZKlKqRWRNCeo2E38Kg==,oxDnZYQgMCqtaD1y9-z0xg==,eyes,Supuap99nrWYvl9VmqKSoQ==,see,object,typicality_4,object,typicality_3,object,typicality_4,other,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",5HsQjkbnKl0YFtbU8uE8XA==,_mMjKEIe4o99Il16oPYlWg==,shose,kDM9rfrJ1UWoKYBTNtCSbw==,keep feet warm,5I9Vhpcz0jQRwukf7UAkEg==,PlobO5kBh8n7joFWziXCQw==,socks,FDB2BmsPT-hLVLBJU7iI4w==,keep their feet germs from getting in the sample shoes,5IYZeTpza2nONzIclb1M5A==,Jqct4NAuDk5fYVMy1hqHjg==,finances,QZ8TegSsn8HwoeN0c93IlA==,purchase clothes,5I_zZKlKqRWRNCeo2E38Kg==,oxDnZYQgMCqtaD1y9-z0xg==,eyes,Supuap99nrWYvl9VmqKSoQ==,see,object,typicality_4,object,typicality_2,object,typicality_3,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",9wwE3dC-VQRTaSCrF96GKA==,_mMjKEIe4o99Il16oPYlWg==,shose,31paP498s8IxJ21nZuVyyg==,hide money in,9wxlwjPt9AH0dkAVOP-VuA==,sfll0HE7vxAU7ZCRx3eLEg==,darts,MDqE4GbxjlfuZ-mz2G0T1w==,throw at a bird to bring it down,9x0mpYDQVUz3EljpzQEKeQ==,9EtTN6X2P_wp9XjpqMUrmw==,means,N2Sp_mFxTgJOeHFdMmHrOQ==,impact everyone,9xM_tdjxaU2iECsqGrf_yg==,p-8Uy0aqJ4psOIE2OZumiQ==,seaweed,uB88gE5tfjgyagTW6Pu_qA==,make sushi with,object,typicality_1,object,typicality_1,other,typicality_0,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",9wwE3dC-VQRTaSCrF96GKA==,_mMjKEIe4o99Il16oPYlWg==,shose,31paP498s8IxJ21nZuVyyg==,hide money in,9wxlwjPt9AH0dkAVOP-VuA==,sfll0HE7vxAU7ZCRx3eLEg==,darts,MDqE4GbxjlfuZ-mz2G0T1w==,throw at a bird to bring it down,9x0mpYDQVUz3EljpzQEKeQ==,9EtTN6X2P_wp9XjpqMUrmw==,means,N2Sp_mFxTgJOeHFdMmHrOQ==,impact everyone,9xM_tdjxaU2iECsqGrf_yg==,p-8Uy0aqJ4psOIE2OZumiQ==,seaweed,uB88gE5tfjgyagTW6Pu_qA==,make sushi with,object,typicality_1,object,typicality_1,other,typicality_2,object,typicality_3
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",LJi4grhz7Q9naxkl1WRN3w==,4TuW-QUkqZFjx8mxxMAIPw==,some tranquilisers,61nfuYQT0tM2Jzfy3Caq3Q==,take when someone has a shock,LK7GhX1c0WLfQiITboGWIQ==,lEmhWlMPcnnYVj3NlHrMVw==,freezers,WwINfkHiUhhrkHq8P3A0Ug==,store a dead body,LKYZp8KE1ZEte6s7cIc_qA==,B6skIxHbrYh_sD5KJQkngQ==,catering,5PXoo_PSK14vqyYE-58K4A==,serve trays of food,LKbs0pYGHp074-4dkresvg==,aD62CWB6Q5sFYdy7TIMp6A==,song,iXM6i4-xRDDdlyFR4_hD7g==,sing in a concert,object,typicality_2,object,typicality_3,object,typicality_4,object,typicality_4
Snap judgements about entities and what we do with/to them.,"In this HIT, given an entity and a function, we will ask you to (decide) the categorical type of the entity and make a snap judgement about typicality or expectedness of the function given entity","label, object, typicality, object type",LJi4grhz7Q9naxkl1WRN3w==,4TuW-QUkqZFjx8mxxMAIPw==,some tranquilisers,61nfuYQT0tM2Jzfy3Caq3Q==,take when someone has a shock,LK7GhX1c0WLfQiITboGWIQ==,lEmhWlMPcnnYVj3NlHrMVw==,freezers,WwINfkHiUhhrkHq8P3A0Ug==,store a dead body,LKYZp8KE1ZEte6s7cIc_qA==,B6skIxHbrYh_sD5KJQkngQ==,catering,5PXoo_PSK14vqyYE-58K4A==,serve trays of food,LKbs0pYGHp074-4dkresvg==,aD62CWB6Q5sFYdy7TIMp6A==,song,iXM6i4-xRDDdlyFR4_hD7g==,sing in a concert,object,typicality_4,object,typicality_1,object,typicality_4,object,typicality_3
