Title,Description,Keywords,ObjectUseId1,Object1,Use1,ObjectUseId2,Object2,Use2,ObjectUseId3,Object3,Use3
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",PMYi6vUlvMVs7220ISTjhg==,permit,get gun,ZFwFv51Wn4iRAskENV6+qQ==,the purchased piece of clothing,get money back,YJm1SIbYAf7QaJG5N5VH7Q==,bags,pick up dogs feces
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",yZUNfVUg+pv6qPy7dIJxmw==,diapers,change when soiled,ImaPNlf+tAwQgo5EhBOc6A==,A car,decide to buy,s5jesUeB1tFJ2fFVO8kKlQ==,tools,clean the apartment
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Ck8+0KeaF4P5i8QOYQlOsg==,chainsaw,fell the tree,IjuELQjljbH1QBzr2AmQ4w==,watch,make sure he leaves before the new owners arrive,zuisB8sI5BntLbgNf9cgvw==,bucket,place the caught fish
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",b93tSbkkGgWQTyNL10xkqw==,establishment,order something to pay for,pUYmoj/5FjqHvuvW+nQRCw==,laptop,search in depth,hv8vvjio4ULNefMNvbS7Iw==,bank statements,get a mortgage
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",zi134X4EvD5VZtYHTQWTYA==,table,unfold map,2yvLRxmsiFgwAk7AP9xotA==,guide,see where the genres are,UDqmR3VlBylNjQWUcJHPHA==,valuables,be taken
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",P6y3A/Ig4VYFJq3B6M/MTQ==,boxes,hold belongings,YKF5juQppYXgL6upI6w2yA==,tape,secure the paper,KoRJ5P3HDI4dErff1RHOMg==,PIN,authorize the credit sale
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",/4tk5fdDkn6F+blS+HSnYg==,wedding dress,wear to wedding,iXqKwqBQShypdb52vBUSkA==,pharmacy,pick up the hearing aid,n7c3qqBNhbf+GK9YkOo12g==,clothes,wear while walking around the house
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Zj5j4DtoshM3ADnINrKoYg==,foot rest,recline comfortable while relaxing,lVZeNv9gfeOgkg86RWNAuQ==,Weights,Gain muscle,SAANx4lKNzR2SdOQKayprA==,red wine,deglaze the pan
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",v6h/EhQRJs3MjOeCfDUdRQ==,notepad,put down the items to purchase,vKgcrl4bags8hisnp6OZ+g==,license,prove they are driving legally,cTKddl9nzQZStTd6vy/d3w==,receipt,keep in case of a return
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",/5rczJpE+wAiuubZ044Lyg==,umbrella,sit under,W1vDg3zApDL7wTd4mrd5Rg==,light,see the labels on the food items,bSVrIFkiHCfiTa2v3dL1/Q==,a rope,tie up PersonY.
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ZYtVFcSc+y7NW62CUJGr8w==,pole,hold the hook,oFFTkI7+v+IKMwlk/KrV2w==,device,see the questions,cNUagb5bNDykR1tie50yxw==,a ticket,ride with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",GVB8t5DHoLVT4oFdMG+x2Q==,food,fill their belly,onxHQa5ASYNA1f9P+7cKMg==,telephone,call the person,WMhzVFLuPi4WaDT5PE2p+g==,An uber,Transport them home
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",8uMjXblWYhri9RnAISZppQ==,screen,view their account to delete it,otAiOQfKV3sKBS9MEh3WaA==,Lesson book,learn how to play,2WCJ1uwig3tYx03nPq4auA==,speech,convince people to vote for them
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",3bChxWz+AAx5UqqoTzha0w==,bags,put the groceries inside,aiwUwiyJOIrqHY4xC2BGMg==,gun,to take aim,HsQ5e2XAdQoH3+8sDk+6Rw==,dollar bills,pay the cashier at the store
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",TdfVsb/mygkiSF4hWwxnKw==,to turn around,engage in the fight,/rRUBpbyccUiOGKE/JpRsw==,debit card,purchase food,pDBLPG4a6S+XcnmVFng93Q==,dvr,show deleted scenes
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",vPveBSiaNXEmYBk4FxGhmw==,check,give to the bank,wgrgMguQLdg7LC0BclS7PA==,a sink,wash their hands in.,slks0acDN95cii1xWUZknw==,sink,rinse cut out
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",uPd2OA5p8jPoVnm2voOpHA==,menus,peruse while deciding,qgQ8IQ1mIQEK3dRWFGV8aQ==,briefcase,store all important documents in,ceeq2wIH+qXA0iIOoW6IaQ==,a plate,hold more food
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",fJ1gyddGyO2IItILyrFDrQ==,a gift,bring to person y,B3+RIcp+v19bxiU7N1iIIw==,cleats,protect their feet,Y1Qn3MvcC1zM9V6bOkb9Lw==,broom,sweep up items
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",uYquIPSP5O8/yyZ5NswQWg==,ingredients,use while cooking,4At5bV0Q2xE85h0V0I/aPA==,a bulding,hide behind,1qydfdLl2a6iYAD5qKFLJg==,dollars,buy television
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",7Bh05GUzqD7elzOI/5SRNQ==,mirror,check their appearance,XHAjOE20CFnmrzZs+Dhspw==,account,have the map program,m340AEw+4UdMY/5AU7SEAQ==,cigarette,light up
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",YITfh9lVtxigBPiwMrqtFw==,parachute,open chute,A57ulED3aOrqA+skEXLnnQ==,cart,carry personY's luggage,eByYUa6dRUx019ybHwyWkw==,service,allow the call to be made
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ygMH5QpnTAmCUvT75D8FyQ==,stencil,make the lines straight,yM288ieS1PkM4u6Zz90VJw==,notes,use for test,A8Cip5yN9hMnHE30LBVPAA==,flash cards,test knowledge
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",eiq9WBpjouDatR2WoGtYrg==,uniforms,saw what team,DpT/iipIXauNjb14Q5Rh6A==,planner,find a good day,z8yQgWTwCvm9ynA9KGzWeQ==,pad,jot down notes on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Nad+NHLBffS7crmdKztiWg==,A table,put the books on,hLUHiCFjDwJiN2Zfdw09fg==,transporation,get to the facility,ym6VD1jxL3Sr+onSUldPKQ==,manuel,study test
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",5eMwJi0Legk3n+ypG+hJ/g==,poles,hang the items,4UJEejLwesGlal8fpz8FkA==,ID,legally buy alcohol,a/LuEFAiRl7Bdz41XzKR7w==,coffee pot,roast the beans
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ypWIyyeEEd8AdnHQtBQqjg==,collar,place around the animal's neck,ybhvE+DpN52/8xpVjgIHcw==,gifts,give to someone,fUviQeUXMr6TypjPBL24xQ==,hose,get liquid from
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ZQ2RtLpOGCJ9gT8rS46P0g==,Toothpaste,put on toothbrush,Rubp7FFme8Hr0ofrvtLpuQ==,sponge,clean the dish,D+jri2By99zgb6WvcqTMGg==,Person Y,Hold them up
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",IOQzh7Wijjq7Ddiyd5DmBw==,belongings,bring with them,ab2nFufAog8mufGmWrU5fg==,information,find good books,7hA6Bw0ic6w7xRLueePGVw==,mask,disguise themselves with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",yCXf+R0xW5Klt/4e9BC8aw==,purse,hit PersonX with,boAOyUF4RDp1Z8pokzNz1Q==,transportation,from one place to another,sXasO0UpLdVk8Dd5RB7w7w==,a towel,dry PersonY's mouth
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",En4AAou3CTRYQae8xDiCBA==,a license,drive the vehicle to the gas station.,ZIuLRKr4NUjZfdYMmfNgKA==,A cleaner,Spray on the mess.,wKqkDgqXWHB6R2mMWQldsg==,photographs,add to the signs
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",iM9R0VM0DDpoIVMaWgDK3g==,stamps,pay for the invitations to be delivered,7lLN5ofU/OZz8LhrlwG31w==,bank account,receive money,KwvbGP4fRulUgUdHhV/rxg==,A car,return to Person Y
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",sxLlZx8MvPD83xmcqp1WWQ==,a fridge,hold icetrays,hQ15ass++No6+bHBtTpiww==,vessel,go into water with,rDKyjIZeJSmw3Nxbp3pZ5g==,gloves,protect hands
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",rv4iyM3F3/VcIBTbWB61FQ==,Bait,attract salmon,9FCP+ZB5EpQGEgcDpxX9qQ==,A bike,ride on the sidewalk,bzcwIEmzl01GFGApAkxWwg==,shoes,wear so they look good
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",2tw5DW7Yyl60uE9tSnjSEA==,catbed,have a place for the cat to sleep.,vnzDW4oXAk5x166m+e878g==,A credit card,rack up a huge bar bill with,qEDPmLcMpyjZ51sJQq4peg==,Braille books,read from
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",DHL/XkzaLqmMtCrSIzNCRg==,bathing cap,keep hair dry,ngPCBtt6g1xI1/Qqf9giXA==,oxygen,breath within,+gm/P8/8gavfcByV3fUB+Q==,backpack,bring supplies to school
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",4XfTjZ+eKaKIL2LofIE6Rg==,refrigerator,keep everything fresh,W3DUUg7PViZLvlRvX3SGRQ==,mail,to open,LQz/bxQznvtgexKYM0+vfA==,deposit slip,give teller account information
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",H3LA2w9gK47JbLDeGh83/w==,bathing suit,go in the water,fYvXuR9CBdljPdpV3Faihw==,handle,pull it open,TWIyy/Vw9vRWl60y+ClioA==,license,show to the rental place
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",DA8mSqlGFXFgYX+rA7KzFg==,a bag,place the items inside,2U3u6Laqe6DGw5RVjZdlsw==,dry-erase markers,write the items and checkmarks,dbzpCyX/H1yYIqwOVGCx2Q==,publisher,provide monetary support
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",uRZeJLKxSE/u65rrwHm5dQ==,entry card,fill out,gsmunNN/jEAtTW4JSJYZ1w==,seasoning,put on the food,PcO/H5KPGLfkAa911TIW/g==,financing,purchase new appliances
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",dbQDR4pvzWIK8dihUiQhCA==,room,throw the party in,wjoKjKAIimJwZx2dvKDrcA==,scarve,helps personX see who they are,7QOrc6NyjzwL5XOVx4XpRg==,pillow,sit in place
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",zFLidpLC0VoTBSqENPcjdw==,name tag,put on their shirt,vkQsgczpQCIqDpo9t4VxTg==,Dishware,serve and eat the cake on,ZMCS5lO1KvRUHWW5OiNm3Q==,mri,run test
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",L1HmSMJuZuPE+xgHEYbWSw==,vacuum,clean the house,7sBkjJMIGRXYQtOS1r6AZQ==,wedding ring,put on PersonX's finger,t7KQRG+aqzVW9nOg/JvR5A==,sign,show where it is
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",bLSnRC7y82ZUCWbXkmiCyQ==,poster board,make the sign on.,p/vN2shu8s08+bZeNf/WZQ==,bus pass,ride the metro,PTbs26bkasqlU31B+ix3xA==,club,hit with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",TDUQl0Th0+gHUhA0kJiDlw==,songs,practice with,BgGAYivVT11o0FKVYTAVeg==,a suit,dress professionally,FuRm3F5YRUDHiQhHV4Gagw==,A doctor,go and see
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",d9zA/dyiP/xJfZSI+uA27A==,a tissue,dry their tears,fK5NNDMzWAjb6R+fOIxRKQ==,lecture notes,review for tests,ymoXMYaE01BYcrJmBVmnYw==,a hospital,keep up and help with health concerns
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",DVqu3/74xqr1R8vetgIAxg==,gloves,keep their hands secure,RYNxYcr/niNhXtw+6SRhXA==,dustpan,hold the mess,mNCYTdgkpXicVA44y/UnlQ==,apple filling,to put in the crust
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",7WyQV7cVtwLKH4d1OQrfVg==,lamp,turn off the lights,BRadm8LxTM/IWZfZ+SELLg==,penny,throw into the water,+6MjkqSfuoRe7lMfv1AjHg==,table,put snacks on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",DdEtHHfuD+NT4ul6OkDUKQ==,A leg,Break in the impact,EQtGxYwehiFZPEkjVfHS5A==,running shoes,move fast outside,mLJgApVxJlcB9GsKc39B6g==,a priest,marry them
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",LlnU41z6MwTNJZDgyJAOdA==,newspaper,look through classified section,exeqm3IpfcDbH4DSQ3DIsA==,options,choose the movie from,Qpw7v6EmX9Kux9FKvFCoTQ==,box,hold all the pieces
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",AxNSNiJjFoR/L8uGVXq2Dg==,car keys,drive off the lot,c++aGIYYT+iDhdTcU9PZ8Q==,songs,sing to the crowd,KmEmxuaICRI4/+PREPMtFQ==,membership,get into the health club
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",pvbc+v7hd65VI17lmoHv7A==,a bed,lay down on,o3rjzJVlhMQx2/94MWHgPQ==,boxes,place items in,XfMkK7mgLURuHHN+1N7P0g==,book of names,find a name in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",YqO35HyAeSMhI1zEUCQG/g==,gps,find their way home,C/kwT4citjjICWdJObKxaA==,kneepads,not hurt self when falling,KvNSj2S/HqLE7PiO76yEzQ==,tv,watch the movie on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",6iCttTMIrGDdXF1HoPsKRw==,photo ID,proving who he is,N1ZQnTChrwqrmZmrJZtAbA==,silver coins,to buy items,VcbOQeQixPwut1CS7nukyg==,napkin,wipe their mouth with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",vHF8NNI04RSprfXNJw2vlw==,glasses,inprove vision,uqk+FpZY75YbACxC6bGQOw==,briefcase,carry important documents in,RP1XHx1HNM5rUTvPR4o5Yw==,job,gain finances
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",uWkrhogc4hg/rzchRfY9ww==,pizza,take home,/4deWrbUdrFGNdjcBe6JKw==,cheese,make sandwich,xQ/T6D/5svyxeqClBhkZ7g==,pain killers,dull the throbbing
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",m2L9w96SdS0dEfXF2bfvlg==,alcohol,clean wound,J3feb65wEEvWE7nJK3CQPw==,a computer,store their data.,gFMB2Y+HGRdiwv3qR3ICNQ==,grocery list,get groceries
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",e4sG8GJRzG6ArU19255c+A==,fire,roast the marshmallow over,c9EGcqK4cZc7c3FqkqqFbA==,fire,burn the food,QOYkchdq5wreOtghZWTtbw==,gasoline,keep the machine working
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",0BA1QE0G3kbgSJPNT3ajXg==,match,create a flame,5fcy5t5WB5tglYtDQPZTEA==,A keyring,Locate in the house,L9cFNkXHxIjo5jo/yYyU0A==,boxes,put belongings in
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",KoltbK5cd5rvg3j+aL/upg==,attorney,a file petition for divorce,wkLFR66SHJyBXczIjXMyZw==,beads,decorate the jewelry,JFFFTXePKQyHeJucKCLEIg==,van,drive the bike home
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",10EnUTx30QK63qFVCciD9w==,lunch,pack in bag,wW2lIBiYbUsZgpe5/OijlA==,a savings account,store the money,KCcjpi+WwIkpcpbMepHcbA==,bottle,keep water in to stay hydrated
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",mVLMBkmHd9qEC2XGTfiN8A==,comfort food,enjoy while resting,V1Lx7UuxrbSuZLc8GaJ7YA==,sunscreen,keep from getting burned,rjD6S2fKlPnN1DX5lNEveg==,paperwork,sell the house
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",JavMFXhwvWHIvzoJhD/t5Q==,trash can,dispose of the wrappers,h/cqmamvvfFvZ2/aSlEqAg==,legs,run during the day,qhT57yfOOu7JjXU0maPxKg==,paper,record the new goal
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Fhjwknj4/w/RsK2Pu8AX3w==,Outfit,look like a dancer,A1dNsouO4JabnQlE60wKgw==,Degree,present to potential employers,tQPEJ4r8FSYCUeTPEdXCVA==,cellphone,send text message
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",+EVLUn9JM0S+JzcXcZ2dGQ==,A trowel,fill the remaining hole with soil,Qu/Q3d4TYvQ3cZj6D4efkA==,tests,give student,XMZBfXmB2Z3lsJrawyVQ6A==,music,play so people can dance
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",FJNeFmSt2rbkdWDswQoARw==,sock,try on shoes,tmnnz34pyZT+740OUhplQg==,a rifle,hit the target,wBgzLvczqTnv7kHpx3SPfA==,controller,move game with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",IwQPIPoL6bVTsuNZYfWVkw==,food,celebrate the win.,oa6RhPRouYk2Dr8ZBmVdTQ==,bills,spend on something,nuUvV2MKEDngV7P72WiQMQ==,bicycle,see child on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",OGnO+CbD2GbCE13IHWVyyQ==,documents,do taxes,wwM5HetmLsLcfnWVZ/zthw==,porch,bend over to reach the paper,qUw/9l3RFWIfcOvhkVHk8Q==,cap and gown,walk with the class
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",FEAHXG9jpoz/30XZBVjVAg==,music player,put disc into,Hs5dEFHBPedqo87O9a2ADA==,recipet,prove they bought the shoes,8ZlDzaN7NlhmH85OMaKUlQ==,cologne,smell good
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",XZxbV4g+rNg827KFqqwvoQ==,a telephone,make the call to place an order.,cZQR31uzm6SCqGFTJAUwSA==,knife,cut the animal with,RnkbiKChc8sJrDp/fLpLew==,grocery bag,hold items
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",eboD5wVSWjQxQ1JdaAPFig==,A pocket,put hte autograph book in,FjkYWJ1Z0CevuQkDATHTsQ==,bills,pay the cabbie,RbPqJQMHFq5pqJhA5QNa0A==,transportation,the event
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",luFV0otim0zIK/eBf9zRew==,a bicycle,go around the block,XERPp+XKp8gGry6nBi2n/g==,a ticket,get into the dance.,E+fWJbQTH9W69hcF2euSDQ==,mop,clean floors
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",Lp/UIUEulUf2RZui2HXCsg==,large brimmed hat,keep sun out of their eyes,IsneFfTDM1EZG+5oh+U9Kg==,coffee,keep themselves awake,KagUgbU6kwqM0nr+onEung==,debit card,pay for date
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",+2fzu7lzJSzqK/pcZ7CD8w==,sword,propel PersonX forward,0Pbs7vLc4s/qF2rSpFvnRw==,glasses,be able to see better,o1Hly23aJbYWQFU+fRF2LQ==,coffee,drink to be alert for exams
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",YCt0WhQapNQVmeRETOPZaQ==,suitcase,place their personal items,Ddeg8sPgO2rRxNSquGuxhg==,gift,bring to the party,MwgKY0ZJwR8TIcOtud64Ow==,an email account,send the email from.
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",w204qRDC/fw7iGqved5Eiw==,headset,talk to PersonX through,yxgkogmAqOGS5f29JeE7eA==,purse,remove the item from,0J/BzalwU9sHl+TPLf7ixg==,strap,hold guitar up while playing
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",2LL+HUYSJGue2KX2nvjmXg==,register,ring up purchase,SQmC+ssol0FrFZIJ8cewDg==,a computer,recieve the skype call,Z7J/uVoL615qnoHrSfik/w==,instructions,know how what to do
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",80ynYPYLxKps6FBXDin3jg==,jewerly store,look at the ring,Ao806kY6lxteYtt6N5thGA==,football uniform,wear to represent their team,mhAFKgZc5GrnhpF5bW6kUA==,finances,purchase new bed
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",ZR5Ylbo1KoYAyDduy9VBKA==,a shopping list,select the correct food,P5g1zHGqA6slqORP3+FQow==,invitations,invite people with,jSlVkUIGAp/WOqC2CEx6ZQ==,sidewalk,run on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",x2oq1oNHuOKqOeX7xYoOtg==,store,buy outfit from,KwLACoRJtFIA9iknNjjQ7g==,goggles,protect eyes from salt water.,nGBn5ce5n/Fsbk2kwq7Nxg==,resume,hand to the interviewer
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",yHHL3cq87yEqwTUdAG6foQ==,consent,be allowed to proceed,l29ria6Ftl4emDfUD3gZrQ==,passcode,enter the room,n17N6uQYH/GZ6Kumv5uf0A==,tote bags,transport their groceries
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",J1bs2PlBXCjcH4fBYyBZkw==,Bank card,Cash out an amount,QvL1k1fV4kBPKDRa5jh/Dg==,tissue,blot the lipstick,BJUrp1uH0YxzjUegQHsVbw==,prize,strive to win
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",INLka7tryriHdStRaITI0g==,tins,put the cake mix in,hlonIR9RTi+l5fbfK72n0w==,test paper,read and answer the questions,dZLfBL1JShCqOrlljf9vFQ==,A keyboard,type in the passwords they create
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",YqRXL2WLCMe6xYnWBVTFGA==,collar,hold the chain,oC0JzvysgS8VNPnkHKxp5A==,hairbrush,comb their hair after washing,k50aMtEJg8vCcPbqzIhU9A==,a pen,make annotations
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",5n1XTWnP6R9AFeAheOaRwQ==,conference room,hold the meeting in,jVci/6zQzRYxrM3VNYKPkw==,climb gear,ensure safety,V636Eh1ab8GxFAuTxsk5rw==,briefcase,gather their belongings
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",nnT4Wo+goyEY0p8uTDB00A==,luggage,store items,BBX6i+wjISXg1lbwHLXt3g==,Instructions and a test paper,fill in,AZrjvpHGtfTJyT6t77t7Ew==,a ladder,get on roof
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",O792z16lPbF0ukL/WbF7Qw==,Debit card,pay at the pump,i+wlmoBQU3C+rm4z+i2K2w==,glasses,read the label,3C/vlh56D2p2xWcxN+pqTw==,garbage can,put the garbage remnants from the stump
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",sdIcJ+MI3B/QzbABFCjLLg==,furniture,place in office,QhhZlx0Qb9uH7PzfPA8Idw==,a large monitor,see their work,EzdTVi+WLX3E/nFb2q19gw==,food,put in the bags
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",6iyClFz9QO/qO7H/efLMLg==,ball,take to the court,MFMbmlfEKL6lyR4KGcW0VA==,a job,make more money,xWbAj893H2tIE6I6BE2hQg==,plates,serve with
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",26jquQDMtsw/F7Nf6lYnBQ==,track suit,wear for comfort,ldvx5BoALow1UAuH5Ph+JA==,tissue paper,dry tears,L2wIaJ+fUmZ7KT+Qomh+zA==,internet,upload photo
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",a/3pjIUYNF2ib7ZY10Qokg==,boxes,separate money into,0I8NjBv4WN04BXwzEP+KBQ==,ring,give to the person,dYYxZyuJXQmY4vEHDEPpHQ==,tires,move the vehicle forward
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",oB2QlYDeggWA9KPEZVkrDA==,fork,move the eggs to PersonX's mouth,AbWYAhk1sduP0Rnuu6Ungw==,A ball,throw against the wall,g5MSf4joL3YEB5PeNSstzw==,snack,quence hungry
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",HsmQYnGXoa9N5BKarZuGzQ==,sunglasses,protect their eyes from light reflecting off the lake,U8o1YScxz5caHQQv2lQQ2w==,television,watch the game,vlhk8j/Ty3SKsZWM1HwHsw==,a luggage tag,put on suitcase
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",kj87uY53QLX3+DtRzaQQqQ==,balloons,provide decorations,yQquZmlL0wDVEkKDg8Tskg==,ice skates,wear on the ice rink,1pHFMeeSVptMNgjpUbB8kg==,vacuum cleaner,clean the rug
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",2I3YqwGKPFoffYYsxmQhDw==,stereo,play country music,38PFAvt+4TGkZCynSVa97Q==,latch,lift to open,5fKXicvdAV3ZVizjSJ1uJQ==,a net,swish from the force
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",N+UZhDesWzT2snMgnRwVIw==,stairs,reach the platform,v6kioBVCiZ9tn16e4zMzJw==,props,use for emphasis,LfH36yBsdDgmV32rEugVBg==,placemats,rest the dinnerware on
Combine phrases to create facts.,Combine 2 phrases to create a commonsense fact.,"annotation, objects, text",jZY1X6FtBj03zuAPCZhc6A==,receipt,keep track of money,ufeV3hcrZsW7Qx3cdHjABQ==,light,shine to alert the squad car,97ZfiPphCnCYGhXEidikdw==,gauze,clean the cut
