Title,Description,Keywords,Adjective,ClusterId,Cluster,Answer.order
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",pleased.a,6,grateful ::: fortunate ::: wonderful ::: pleased,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",pleased.a,6,grateful ::: fortunate ::: wonderful ::: pleased,pleased ::: grateful ::: wonderful ::: fortunate :::  |||  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",pleased.a,6,grateful ::: fortunate ::: wonderful ::: pleased,pleased ::: grateful :::  ||| fortunate :::  ||| wonderful :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wonderful.a,4,thoughtful ::: wonderful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wonderful.a,4,thoughtful ::: wonderful,||| thoughtful ::: wonderful :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wonderful.a,4,thoughtful ::: wonderful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clean.a,3,eco-friendly ::: environmentally-friendly ::: clean,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clean.a,3,eco-friendly ::: environmentally-friendly ::: clean,clean ::: eco-friendly :::  ||| environmentally-friendly :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clean.a,3,eco-friendly ::: environmentally-friendly ::: clean,clean :::  ||| eco-friendly ::: environmentally-friendly :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wonderful.a,6,pleased ::: wonderful,||| wonderful :::  ||| pleased :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wonderful.a,6,pleased ::: wonderful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wonderful.a,6,pleased ::: wonderful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",poor.a,1,unsatisfactory ::: unfavourable ::: incorrect ::: improper ::: poor,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",poor.a,1,unsatisfactory ::: unfavourable ::: incorrect ::: improper ::: poor,poor ::: unfavourable ::: unsatisfactory :::  ||| incorrect :::  |||  ||| improper :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",poor.a,1,unsatisfactory ::: unfavourable ::: incorrect ::: improper ::: poor,improper ::: unsatisfactory :::  |||  ||| poor ::: unfavourable :::  |||  ||| incorrect :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clean.a,4,house-trained ::: clean,||| clean ::: house-trained :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clean.a,4,house-trained ::: clean,clean ::: house-trained :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clean.a,4,house-trained ::: clean,||| clean :::  ||| house-trained :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",worse.a,1,dreadful ::: atrocious ::: horrific ::: heinous ::: worst ::: horrendous ::: disturbing ::: critical ::: lethal ::: problematic ::: bad ::: messy ::: worse,dreadful :::  ||| atrocious :::  ||| horrific :::  ||| heinous :::  ||| horrendous ::: worst :::  |||  ||| disturbing :::  ||| critical :::  ||| lethal :::  |||  ||| bad :::  ||| messy :::  ||| worse ::: problematic :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",worse.a,1,dreadful ::: atrocious ::: horrific ::: heinous ::: worst ::: horrendous ::: disturbing ::: critical ::: lethal ::: problematic ::: bad ::: messy ::: worse,bad ::: messy ::: problematic ::: worse ::: worst ::: critical :::  ||| dreadful ::: atrocious ::: disturbing :::  ||| horrific :::  ||| heinous :::  |||  ||| horrendous :::  |||  |||  ||| lethal :::  |||  |||  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",worse.a,1,dreadful ::: atrocious ::: horrific ::: heinous ::: worst ::: horrendous ::: disturbing ::: critical ::: lethal ::: problematic ::: bad ::: messy ::: worse,problematic :::  ||| bad :::  ||| messy :::  ||| worse :::  ||| worst :::  ||| dreadful :::  ||| horrific ::: horrendous :::  |||  ||| disturbing :::  ||| atrocious ::: heinous :::  |||  ||| critical :::  ||| lethal :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clear.a,1,precise ::: accurate ::: exact ::: straightforward ::: clear,precise :::  ||| accurate :::  |||  ||| straightforward :::  ||| exact ::: clear :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clear.a,1,precise ::: accurate ::: exact ::: straightforward ::: clear,||| clear ::: exact ::: accurate :::  |||  ||| straightforward :::  |||  ||| precise :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clear.a,1,precise ::: accurate ::: exact ::: straightforward ::: clear,straightforward :::  ||| clear :::  ||| accurate :::  ||| precise :::  ||| exact :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",poor.a,3,inadequate ::: little ::: meagre ::: mediocre ::: precarious ::: poor,inadequate :::  ||| little :::  ||| meagre :::  ||| mediocre :::  |||  ||| poor ::: precarious :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",poor.a,3,inadequate ::: little ::: meagre ::: mediocre ::: precarious ::: poor,little :::  ||| poor ::: inadequate :::  ||| meagre :::  ||| mediocre :::  ||| precarious :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",poor.a,3,inadequate ::: little ::: meagre ::: mediocre ::: precarious ::: poor,precarious ::: poor :::  |||  ||| inadequate :::  ||| little ::: meagre :::  |||  ||| mediocre :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clear.a,3,cool ::: clear,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clear.a,3,cool ::: clear,clear ::: cool :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clear.a,3,cool ::: clear,clear :::  ||| cool :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",poor.a,6,bankrupt ::: indigent ::: poor,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",poor.a,6,bankrupt ::: indigent ::: poor,poor :::  ||| indigent ::: bankrupt :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",poor.a,6,bankrupt ::: indigent ::: poor,||| indigent ::: poor :::  |||  ||| bankrupt :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wrong.a,1,unfair ::: unacceptable ::: naughty ::: wrong,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wrong.a,1,unfair ::: unacceptable ::: naughty ::: wrong,unfair :::  ||| unacceptable :::  ||| wrong ::: naughty :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wrong.a,1,unfair ::: unacceptable ::: naughty ::: wrong,unfair :::  ||| naughty :::  ||| wrong :::  ||| unacceptable :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clear.a,2,bright ::: remarkable ::: prominent ::: clear,bright :::  |||  ||| prominent :::  ||| clear ::: remarkable :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clear.a,2,bright ::: remarkable ::: prominent ::: clear,clear ::: bright :::  ||| remarkable :::  ||| prominent :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clear.a,2,bright ::: remarkable ::: prominent ::: clear,clear :::  ||| bright :::  ||| prominent :::  ||| remarkable :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wrong.a,3,amiss ::: mistaken ::: wrong,||| mistaken ::: amiss ::: wrong :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wrong.a,3,amiss ::: mistaken ::: wrong,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wrong.a,3,amiss ::: mistaken ::: wrong,mistaken :::  ||| amiss :::  ||| wrong :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clearer.a,1,precise ::: accurate ::: clearer,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clearer.a,1,precise ::: accurate ::: clearer,precise ::: clearer :::  ||| accurate :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clearer.a,1,precise ::: accurate ::: clearer,clearer :::  ||| accurate :::  |||  ||| precise :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",positive.a,1,best ::: outstanding ::: terrific ::: positive,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",positive.a,1,best ::: outstanding ::: terrific ::: positive,||| outstanding :::  |||  ||| positive :::  ||| terrific ::: best :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",positive.a,1,best ::: outstanding ::: terrific ::: positive,positive :::  ||| outstanding ::: terrific :::  |||  ||| best :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wrong.a,7,hurting ::: wrong,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wrong.a,7,hurting ::: wrong,wrong ::: hurting :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wrong.a,7,hurting ::: wrong,wrong :::  ||| hurting :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clearer.a,3,defined ::: certain ::: clearer,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clearer.a,3,defined ::: certain ::: clearer,defined ::: clearer ::: certain :::  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clearer.a,3,defined ::: certain ::: clearer,||| clearer :::  ||| defined :::  ||| certain :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",positive.a,2,sweet ::: encouraging ::: positive,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",positive.a,2,sweet ::: encouraging ::: positive,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",positive.a,2,sweet ::: encouraging ::: positive,positive :::  ||| encouraging :::  ||| sweet :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clearer.a,6,comprehensible ::: understood ::: intelligible ::: better ::: transparent ::: clearer,||| better ::: clearer ::: intelligible ::: understood :::  |||  |||  ||| transparent ::: comprehensible :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clearer.a,6,comprehensible ::: understood ::: intelligible ::: better ::: transparent ::: clearer,comprehensible :::  ||| understood :::  ||| intelligible :::  ||| better :::  |||  ||| clearer ::: transparent :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clearer.a,6,comprehensible ::: understood ::: intelligible ::: better ::: transparent ::: clearer,clearer :::  ||| understood ::: better ::: comprehensible :::  ||| transparent ::: intelligible :::  |||  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",positive.a,5,adamant ::: positive,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",positive.a,5,adamant ::: positive,positive ::: adamant :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",positive.a,5,adamant ::: positive,||| positive :::  ||| adamant :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",positive.a,4,satisfactory ::: okay ::: affirmative ::: positive,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",positive.a,4,satisfactory ::: okay ::: affirmative ::: positive,okay ::: satisfactory :::  |||  ||| affirmative :::  ||| positive :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",positive.a,4,satisfactory ::: okay ::: affirmative ::: positive,okay ::: positive ::: affirmative ::: satisfactory :::  |||  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clever.a,1,terrific ::: fantastic ::: clever,terrific :::  |||  ||| clever ::: fantastic :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clever.a,1,terrific ::: fantastic ::: clever,clever :::  ||| fantastic ::: terrific :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",clever.a,1,terrific ::: fantastic ::: clever,clever :::  ||| terrific :::  ||| fantastic :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",possible.a,1,possibly ::: permissible ::: easy ::: workable ::: possible,possibly :::  |||  |||  |||  ||| possible ::: easy ::: workable ::: permissible :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",possible.a,1,possibly ::: permissible ::: easy ::: workable ::: possible,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",possible.a,1,possibly ::: permissible ::: easy ::: workable ::: possible,easy :::  ||| permissible :::  |||  ||| workable :::  ||| possible ::: possibly :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",powerful.a,1,strengthened ::: mighty ::: potent ::: tougher ::: strongest ::: powerful,strengthened :::  ||| tougher :::  |||  ||| mighty ::: potent :::  ||| strongest :::  ||| powerful :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",powerful.a,1,strengthened ::: mighty ::: potent ::: tougher ::: strongest ::: powerful,strengthened :::  |||  ||| tougher ::: potent :::  ||| mighty :::  ||| strongest :::  ||| powerful :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",powerful.a,1,strengthened ::: mighty ::: potent ::: tougher ::: strongest ::: powerful,||| tougher ::: strengthened ::: potent ::: powerful ::: mighty :::  |||  |||  |||  |||  ||| strongest :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",powerful.a,3,substantial ::: broader ::: major ::: huge ::: powerful,substantial :::  |||  ||| major :::  ||| huge :::  ||| powerful ::: broader :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",powerful.a,3,substantial ::: broader ::: major ::: huge ::: powerful,substantial ::: broader :::  |||  ||| major :::  ||| huge :::  ||| powerful :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",powerful.a,3,substantial ::: broader ::: major ::: huge ::: powerful,substantial :::  ||| broader :::  ||| powerful ::: major :::  ||| huge :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",powerful.a,7,awesome ::: powerful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",powerful.a,7,awesome ::: powerful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",powerful.a,7,awesome ::: powerful,powerful :::  ||| awesome :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",powerful.a,6,fierce ::: intense ::: powerful,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",powerful.a,6,fierce ::: intense ::: powerful,intense :::  ||| fierce :::  ||| powerful :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",powerful.a,6,fierce ::: intense ::: powerful,intense :::  ||| powerful :::  ||| fierce :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",pretty.a,1,cute ::: fine ::: attractive ::: bonnie ::: dainty ::: loveable ::: pretty,cute :::  ||| fine :::  ||| attractive ::: loveable :::  ||| bonnie :::  |||  |||  ||| pretty ::: dainty :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",pretty.a,1,cute ::: fine ::: attractive ::: bonnie ::: dainty ::: loveable ::: pretty,cute :::  ||| fine :::  ||| dainty ::: attractive ::: pretty :::  ||| bonnie :::  |||  ||| loveable :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",pretty.a,1,cute ::: fine ::: attractive ::: bonnie ::: dainty ::: loveable ::: pretty,bonnie :::  |||  ||| fine :::  ||| dainty :::  ||| cute :::  ||| loveable :::  ||| pretty :::  ||| attractive :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wrong.a,6,awful ::: shitty ::: bad-looking ::: wrong,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wrong.a,6,awful ::: shitty ::: bad-looking ::: wrong,wrong ::: bad-looking ::: awful :::  ||| shitty :::  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",wrong.a,6,awful ::: shitty ::: bad-looking ::: wrong,|||  |||  ||| bad-looking ::: wrong ::: awful ::: shitty :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",pretty.a,3,marvellous ::: breathtaking ::: spectacular ::: pretty,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",pretty.a,3,marvellous ::: breathtaking ::: spectacular ::: pretty,pretty ::: marvellous ::: breathtaking ::: spectacular :::  |||  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",pretty.a,3,marvellous ::: breathtaking ::: spectacular ::: pretty,pretty :::  ||| marvellous :::  ||| breathtaking :::  ||| spectacular :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",prominent.a,1,major ::: leading ::: top ::: primary ::: significant ::: principal ::: prominent,major :::  ||| leading :::  ||| top :::  ||| primary :::  ||| significant :::  |||  ||| prominent ::: principal :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",prominent.a,1,major ::: leading ::: top ::: primary ::: significant ::: principal ::: prominent,top ::: leading ::: significant ::: major :::  |||  |||  ||| principal :::  |||  ||| primary :::  ||| prominent :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",prominent.a,1,major ::: leading ::: top ::: primary ::: significant ::: principal ::: prominent,significant :::  ||| prominent :::  ||| leading :::  ||| major :::  ||| primary ::: principal ::: top :::  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",prominent.a,3,remarkable ::: outstanding ::: prominent,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",prominent.a,3,remarkable ::: outstanding ::: prominent,remarkable :::  |||  ||| prominent ::: outstanding :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",prominent.a,3,remarkable ::: outstanding ::: prominent,remarkable :::  ||| prominent :::  ||| outstanding :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",prominent.a,7,visible ::: prominent,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",prominent.a,7,visible ::: prominent,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",prominent.a,7,visible ::: prominent,visible :::  |||  ||| prominent :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",qualified.a,1,skilled ::: pro ::: proficient ::: trained ::: capable ::: fit ::: qualified,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",qualified.a,1,skilled ::: pro ::: proficient ::: trained ::: capable ::: fit ::: qualified,||| fit ::: capable ::: trained ::: skilled ::: qualified ::: proficient ::: pro :::  |||  |||  |||  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",qualified.a,1,skilled ::: pro ::: proficient ::: trained ::: capable ::: fit ::: qualified,fit ::: capable :::  |||  ||| skilled ::: proficient ::: qualified :::  |||  |||  ||| trained :::  ||| pro :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",qualified.a,3,appropriate ::: relevant ::: valid ::: qualified,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",qualified.a,3,appropriate ::: relevant ::: valid ::: qualified,relevant ::: appropriate :::  |||  ||| valid :::  ||| qualified :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",qualified.a,3,appropriate ::: relevant ::: valid ::: qualified,qualified :::  ||| valid :::  ||| appropriate ::: relevant :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",qualified.a,6,excellent ::: outstanding ::: finest ::: qualified,excellent :::  |||  ||| finest :::  ||| qualified ::: outstanding :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",qualified.a,6,excellent ::: outstanding ::: finest ::: qualified,qualified :::  ||| excellent ::: finest ::: outstanding :::  |||  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",qualified.a,6,excellent ::: outstanding ::: finest ::: qualified,||| qualified :::  ||| excellent :::  ||| finest :::  ||| outstanding :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",rare.a,1,limited ::: rarest ::: meagre ::: few ::: scant ::: scarce ::: rare,limited :::  ||| rarest :::  ||| meagre :::  ||| few :::  |||  ||| scarce :::  ||| rare ::: scant :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",rare.a,1,limited ::: rarest ::: meagre ::: few ::: scant ::: scarce ::: rare,few ::: limited :::  |||  ||| meagre :::  |||  ||| scant :::  ||| scarce :::  ||| rare ::: rarest :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",rare.a,1,limited ::: rarest ::: meagre ::: few ::: scant ::: scarce ::: rare,||| few :::  ||| limited :::  ||| scant :::  ||| rarest :::  ||| rare :::  ||| scarce :::  ||| meagre :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",rare.a,3,unusual ::: odd ::: bizarre ::: rare,unusual :::  ||| odd :::  |||  ||| rare ::: bizarre :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",rare.a,3,unusual ::: odd ::: bizarre ::: rare,odd ::: unusual :::  |||  ||| bizarre :::  ||| rare :::  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",rare.a,3,unusual ::: odd ::: bizarre ::: rare,rare :::  |||  ||| unusual :::  ||| odd :::  ||| bizarre :::
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",rare.a,6,remarkable ::: exceptional ::: rare,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",rare.a,6,remarkable ::: exceptional ::: rare,rare ::: remarkable :::  ||| exceptional :::  |||  |||
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",rare.a,6,remarkable ::: exceptional ::: rare,unchanged
Sort adjectives by intensity,"Given a list of adjectives, sort from least intense to most intense (e.g. warm < hot < scalding)","English, language, research",real.a,1,concrete ::: sure ::: correct ::: specific ::: real,unchanged
