Title,Description,Keywords,ObjectUseId1,Beginning1,Middle1,End1,Step1,Object1,Use1,ObjectUseId2,Beginning2,Middle2,End2,Step2,Object2,Use2,ObjectUseId3,Beginning3,Middle3,End3,Step3,Object3,Use3,Answer.Step,Answer.rationale1,Answer.rationale2,Answer.rationale3
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",dtDA0ctvjwDiHt1ydL9j2Q==,PersonX brings home the groceries.,PersonX cooks dinner,PersonX eats a delicious meal.,Beginning,dolly,transport the bags into the home,jL3r2Nqa5FV/ZQCUZMXBmw==,PersonX called a restaurant and ordered a pizza for delivery.,PersonX eats the pizza,PersonX washes the plate they used for the slices of pizza.,Beginning,telephone,call the number,YMBlTEEfTFsqyPogG+xYIg==,PersonX finishes drinking at a bar,PersonX decides to drive home,PersonX gets pulled over by a cop,End,registration,hand over,Beginning|Beginning|End,Dollies carry heavy loads and make them manageable to push around.,A pizza place has a telephone number you can contact and place an order.,Registration shows proof of vehicle ownership.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",hu7tmOjVK5TtbhAJBATcDw==,PersonX needs groceries,PersonX makes a grocery list,PersonX goes shopping,End,bags,store his items,dwlVgXDlU9dyGt5nG3Ou6A==,PersonX finds himself in a new building,PersonX adapts to PersonX's environment,PersonX uses a map to find the way back out,Beginning,directions,get where he needs to be,LsiFbR1+nAMaudjoW+aYLA==,PersonX puts the candle on the cake,PersonX lights a candle,PersonX sings Happy Birthday to the child,Middle,matches,"have another source of fire, just in case",End|Beginning|Middle,SO they can transport items.,SO they do not get lost.,"So they have a backup fire,"
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",T97/sVaxBafRHe40TUxgdQ==,PersonX is playing ball in the house.,PersonX breaks PersonY's mother 's favorite vase,PersonX picks up the pieces.,Beginning,air pump,blow air in object,CozWwJxhxh7Ftu9a1gDIuw==,PersonX mixes hydrogen and oxygen.,PersonX reduces the chemical to levels,PersonX creates water from them.,Beginning,beaker,combine substances in,J/7+CUwb94R/z/YmoegqvQ==,PersonX is tossed a ball.,PersonX catches the ball,PersonX throws the ball back.,Beginning,jersey,show their team number,Beginning|Beginning|Beginning,An air pump transmits  air in an effective way into the object,Speaker stores the objects in a safe easy to measure way,A jersey shows team uniformity and identifies people by name and number
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",hPsTCx/Ab8um3JuIz6gofw==,PersonX invests in many kinds of wealth options.,PersonX increases PersonX's wealth,PersonX helps other people do the same.,Beginning,newspaper,track investments,q21jp/exLgaxV6MJHlmbdg==,PersonX likes to horseback ride,PersonX rids PersonY's horse,PersonX enjoyed it very much.,Middle,saddle,ride on horse,E9ox7bf39F38vpahBWDkNw==,PersonX marks a spot for a nail,PersonX hangs a picture,PersonX straightens the picture,Beginning,chalk,outline area,Beginning|Middle|Beginning,Without being able to track the performance they might lose money.,They need the saddle horn to hold onto.,So that they put the nail in the right place.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",NMq3EEnbYlpCIM0MisoAqA==,PersonX is given a problem in the lab.,PersonX thinks of a solution,PersonX writes a report to implement the solution.,End,printer,print the finished paper,7wrbKhhAyMfMUGqTcCKhMg==,PersonX Goes to a football match,PersonX enjoys it a lot,PersonX is happy they had a good day,Beginning,halmet,protect head,SMPHrcS7qCYF9+Gz8T020Q==,PersonX learns how to play football,PersonX is playing football with PersonX's friends,PersonX steals the ball and scores a goal.,End,gloves,grip football,End|Beginning|End,A printer is needed to print off documents. The hard printed copy can be passed out to show results.,Helmets are used to protect players heads. A helmet is a requirement to wear while playing football. The helmet prevents injuries.,Gloves provide a better grip on a object. The gloves can help catch passes with a better grip.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",kU522Sa5vyT9dJdB+eWKNw==,PersonX completes all their tasks for the day,PersonX runs PersonX's course,PersonX sleeps peacefully,Beginning,to do list,check everything off of,N2sWvJjgaAW6SNR/TDXD5Q==,PersonX hears their tire blow out.,PersonX stops on the side of the road,PersonX changes their tire into a spare.,End,tire iron,remove tire,FnSAMmQ8s4iHgC1p0s0OKA==,PersonX gets a haircut,PersonX looks perfect,PersonX decides to mess up his hair,Beginning,mirror,inspect the  haircut,Beginning|End|Beginning,So X doesn't miss any task.,Because they have to re-use the rim.,To make certain it is even all over.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",e9K35U5LwpmBeRrz6qxvIA==,PersonX books a trip,PersonX is gone forever,PersonX never returns,Beginning,passport,travel on trip,QX8931JyxgB90tpnpLR+dA==,PersonX Y and PersonY drive to the mall for dinner.,PersonX wants to try something different,PersonX Y suggests Chinese food.,End,soy sauce,season Chinese food.,h/h5kZiyXw4ArQlXu+YcKw==,PersonX Tells their friend they would be happy to babysit for them.,PersonX tries to watch a movie,PersonX Tells the children to be a little more quiet.,Beginning,cell phone,talk to the friend,Beginning|End|Beginning,A passport is required to travel to other countries on a trip. You will be asked for a passport so you must provide one.,Soy sauce is a traditional seasoning for Chinese food. You can make a Chinese food taste more authentic and delicious with soy sauce.,A cell phone can be dialed in order to connect to the phone number of a friend. You can talk to a friend over the phone to ask them things.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",8IP+ryg5VZYi+6Cz6Ydidg==,PersonX researches an article about current events,PersonX covers every aspect,PersonX submits the article to PersonX's editor,End,ink,allow printer to make markings on paper,YvJHtO1ukC56yFblcj7vNQ==,PersonX opens the boxes in the garage,PersonX gathers together,PersonX organizes them alphabetically.,Beginning,razor,open the box.,EWC/k9ChWtF0yas6hnBoIA==,PersonX packs up their briefcase,PersonX returns home from work,PersonX changes into their comfy clothes,Middle,transportation,get to their place,End|Beginning|Middle,Ink allows the printer to transmit the desired information on a paper to be viewed,A razor provides a sharp medium to cut through the tape and allow the box to open,Transportation allows a person to get from one place to another in a faster manner in order to save time
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",avQ/LHtRx9GjLHmy31TWuw==,PersonX wants to be a farmer.,PersonX buys the farm,PersonX plants crops at the farm.,Middle,maps,plan the farm,uILPF7DdxO1/IxFBQw0RTg==,PersonX buys some uncut wood,PersonX cuts PersonX's wood according,PersonX makes a fire in the fireplace,Middle,Take notes,Get a good grade,NxVDXE0VVE+tBGNlUXAU/A==,PersonX is visiting PersonY who is injured.,PersonX cooks PersonY's food,PersonX cleans PersonY's dishes after dinner.,End,a sink,rinse off the plate,Middle|Middle|End,Maps can document the arrangement of land. You need land to plan a farm. You can measure land by using a map.,out of place,A sink provides an area in which you can wash dishes. Water runs from a sink and onto to plates to rinse them off.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",W1js2dm3f4tPwF8lREZiIg==,PersonX onX invites PersonY to go skydiving,PersonX risks PersonY's life,PersonX onX apologizes to PersonY,Middle,Harness,Strap PersonY to them,Sm/vXUp1beM1oKGp8I9vIA==,PersonX hears that PersonX father died,PersonX flies home,PersonX goes to PersonX's father's funeral,End,suit,go to formal event,q4sHQZGOi7HAr/SpLUB+2g==,PersonX drives the car across country.,PersonX lives far away from PersonY,PersonX walks up to PersonY's door.,Beginning,snacks,not go hungry,Middle|End|Beginning,Skydiving is very dangerous if you do not know what you are doing so the first time the person is strapped to the instructor with a harness. Without it the person may fall to their death.,"Funerals are sombre affairs where most people wear black, a black suit is mostly favoured by men.","A road trip across country is a long way, snacks will be needed at regular intervals to keep energy and concentrarion levels high."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",ogEH+nt6Oz6dfFzuItyjvQ==,PersonX is hired to kill PersonY,PersonX takes PersonY life,PersonX gets arrested,Beginning,bat,beat persony,G49FJ2fCrtIEjNMu0IqkHQ==,PersonX researches some information,PersonX finishes PersonX's paper,PersonX puts the paper in their backpack,End,carrier,store paper,WH/NWl8Knw9l8Lnbw3RNxw==,PersonX goes to the store.,PersonX gets a new bike,PersonX rides the bike back home.,End,backpack,carry their things while biking,Beginning|End|End,A bat is hard and can be used as a weapon.  One can use a bat to beat a person with.,You need somewhere safe to store the paper to keep it from tearing. A backpack is safe and can securely hold the paper.,Your hands are busy when riding a bike and cannot hold things. A backpack can be worn to keep things in while you drive.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",bZjm/ZW3M9W0ra8r1Kretw==,PersonX goes skateboarding,PersonX is badly injured,PersonX doesn't skateboard anymore,Beginning,knee pads,protect the knees,XrnOF6Rz1yQK9SP4CM9+5g==,PersonX buys cat food and bed,PersonX adopts the cat,PersonX brings the cat home,Middle,contact details,allow for references to be contacted,55ClHdvRuPfgpoAKaqXrLw==,PersonX arrives at work in the hospital.,PersonX gazes at PersonY with eyes,PersonX treats Person Y's injuries.,End,medical equipment,treat injuries,Beginning|Middle|End,knee pads can protect the knees while working,contact details are information used to contact people,to treat injuries medical equipment might be used
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",Ow3JZU/6Vbm/NkLMgWGrng==,PersonX is a good friend.,PersonX throws PersonY a surprise birthday party,PersonX is happy to throw the party.,End,guest,attend the event,SDNv5PRwtjhS/g+fT4LZQA==,PersonX wants to write,PersonX becomes a writer,PersonX writes a book,End,ink,be used by the printer,NnRZi/5RfDZTzlxzQLObRA==,PersonX buys a sow's ear,PersonX makes a silk purse of a sows ear,PersonX shows off their creation,Middle,sewing supplies,craft the purse,End|End|Middle,a guest is a visitor,ink is used to print information on paper,sewing supplies are used to sew items
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",Upb1FdPsMLhtPDftuL8ipQ==,PersonX goes to the local tattoo parlor,PersonX gets a new tattoo,PersonX gets infected and ends up in the hospital,Beginning,directions,reach the business,jIZpXv3DohGugvTltUNErw==,PersonX applies for jobs after graduating.,PersonX gets PersonX's first job,PersonX signs a contract to start working.,End,paper,be able to read the contract.,84lB2e8jScFUTWd3FWN15Q==,PersonX turns on the hose.,PersonX soaks everything around PersonY,PersonX turns the hose off.,End,a handle,turn to off,Beginning|End|End,So they know how to get to the business,So they can know the rules of the contract and act by them,To cut off the water supply to the hose so they can get to it
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",mMawYA+H+4HcmbA+59N0kQ==,PersonX gets a credit card,PersonX taketh PersonX's credit card in vain,PersonX cuts up the credit card,End,trash can,destroy the item over,yE4cVu/z35IxdQqPmU92Bw==,PersonX meets a friend at the mall,PersonX goes shopping with PersonY,PersonX goes home with some new clothes,End,boxes,stash new purchases,8KNFRj6GK2XS9FGDIs9sQg==,PersonX records their argument with PersonY,PersonX strengthens PersonX's position,PersonX wins the case against PersonY in court,Beginning,tape recorder,save the event,End|End|Beginning,"When something has been cut up and is no longer useful, it needs to be thrown away.","One doesn't always like to admit when they have a spending problem, so they hide purchases from themselves and their loved ones.",Saving an argument means that it can be reflected upon later or data can be used and studied from it. Tape recorders are an easy way to record things.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",jLkDLpelaGZpufp/1u8jyg==,PersonX inherits money from his grandfather.,PersonX spends the money,PersonX goes back to work.,Beginning,identification,deposit the funds,mK2x9UfNMUhQmOuTTSf08g==,PersonX goes fishing with their father,PersonX catches a lot of fish,PersonX displays their best catch on social media,End,fish,take a picture of,/d8Xmgk61GIZQMb33dnr4w==,PersonX shops in town,PersonX sees PersonY around,PersonX invites PersonY for tea,End,tea,serve to PersonY,Beginning|End|End,"People sometimes receives money when a loved one dies. They put the money in the bank. In order to deposit the funds, the banks will ask for proof of identity. A person will show identification when asked by the bank.","When people go fishing they like to show off what they caught. They want to show their friends on social media how big their fish is. In order to show their catch, they need to catch a good size fish.","When people run into each other while running being out and about, they sometimes have tea together to catch up. If they invite their friend over for tea, they need to have the tea to serve."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",/k+vvQw6IabJ/fGIXuhb2Q==,PersonX calls a meeting.,PersonX herds cats,PersonX gets some work done.,End,wifi,use computer,/77flkASEhDRwZKtBYCrxw==,PersonX goes to the park.,PersonX plays softball,PersonX hits a home run.,Middle,athletic shoes,run well,FDFpU51J9bvwRGZ4aol3PA==,PersonX looks in the mirror.,PersonX cuts PersonX's hair herself,PersonX throws the cut hair away.,End,dust pan,sweep hair into,End|Middle|End,"the wifi allows them remotely access the internet, the internet is needed to do actions on a computer online",the athletic shoes cushions ones feet because they are soft and comfortable so one can perform better,"the dust pan collects little bits of dirt and dust so one can easily throw it away into the trash, in this case, they can collect hair too as it is large and can be picked up easily"
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",lS26J5xJCUh/cGy+PcWUhA==,PersonX sets the autopsy room,PersonX takes PersonY's head off,PersonX takes samples of the brain for testing,Middle,scale,weigh the skull,eh25g6bHl/uo1bWUV0jqLg==,PersonX gets in the batter's box,PersonX hits the ball hard,PersonX runs around the bases,Middle,helmet,protect head from baseball.,EzG/w1wJpz883c+LIagLcA==,PersonX buys party supplies.,PersonX throws PersonY a party,PersonX congratulates PersonY.,Middle,cake,share with guests,Middle|Middle|Middle,To be able to see how much it weighs.,Because they can get hit by a ball.,To be able to celebrate together.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",Wcftb29HH0OiA8x7IoCSaA==,PersonX sees a man steal while shopping,PersonX does n't say anything,PersonX quickly checks out and leaves the store,End,currency,pay for food,nRmxUP3Z4VRvrFVxN9jGXw==,PersonX quits their job,PersonX watches television all the time,PersonX eats too much ice cream,Middle,electricity,power TV,j/LW7YaA01YHeNxvsgmH0g==,PersonX goes to the coffee shop,PersonX has a coffee every day,PersonX throws away the coffee cup,Beginning,a car,drive to the coffee shop,End|Middle|Beginning,"It's not a food bank, you must pay for food from the store so you need money.",Electricity is what a TV runs on.,It's raining too hard to walk to the coffee shop so a car is needed to keep dry.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",LXFRYZaMCss1C8FlxR+Vxg==,PersonX is moving to a new house,PersonX makes some friends,PersonX likes the new friends in the area,Middle,cookies,feed their guests,6guCFVW1lxuy1rhsarc7Xw==,PersonX reads about the event PersonY has tickets to,PersonX keeps PersonY from going,PersonX tells PersonY why that event is dangerous,Middle,chain,keep person Y in place,Uc92gzPAVV0Obt0PdyOLiw==,PersonX Looks through the store.,PersonX gets a gift,PersonX Wraps the gift.,Middle,paperbag`,carry the present,Middle|Middle|Middle,People like to welcome people to the neighborhood with treats.  Cookies are a treat.,A chain can stop a person from moving.,It can be hard to carry a gift.  A paper bag can hold a gift very well.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",vbbZdnxFqgSHhUDZfU0MLA==,PersonX is handed a purse by their female friend,PersonX holds the purse strings,PersonX hands the purse back,Beginning,a hook,hang the satchel on,xIkbnS5dNUcx92+vz56AAg==,PersonX goes to the gym,PersonX plays ping pong,PersonX loses every game,Middle,paddle,hit the ball with,y5KexiynWw4FrZ556YImEg==,PersonX goes to PersonX's first PersonYear of college.,PersonX makes many friends,PersonX balances socializing with studying.,End,friends,spend social time with,Beginning|Middle|End,To keep a satchel safe and remember where it is a hook is a useful thing to have.,"It is not possible to play ping pong without a ping pong bat, otherwise known as a paddle.",Socialising is fun but in order to do it a person needs people to socialise with.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",osHF6RbqQCZiq3zFTw5FJQ==,PersonX smokes a lot of cigaretts.,PersonX gets cancer,PersonX dies.,Beginning,lighter,light the cigarettes,TlqViUPTicbzEzHoauZ7+g==,PersonX goes to cosmetology school,PersonX colors PersonY's hair,PersonX gets a good grade on the color test.,Beginning,backpack,carry books and equipment,bMnTijONSPdZV/qZWWmdSQ==,PersonX pulls the tow truck to the shoulder,PersonX tows PersonY's car,PersonX collects insurance information from PersonY,Beginning,hook,attatch to the vehicle,Beginning|Beginning|Beginning,Lighters provide a flame to start fires. Cigarettes need to be lit in order for them to be smoked.,Students are required to carry books and materials to classes to facilitate learning. Backpacks hold lots of things at once while being comfortable to wear.,"A tow truck hauls disabled vehicles to safety. To haul the vehicle, it must first attach it to the truck. A hook attaches things to other items."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",5AsQVwdhdRxqlwnZPLuWRA==,PersonX flies to Tahiti,PersonX has a great vacation,PersonX returns home refreshed,Beginning,passport,board the plane,9E4Ka1z/hHGI0zi6rTmAhw==,PersonX accidentally jams the garbage disposal,PersonX asks PersonY's dad for help,PersonX buys PersonY's dad a case of beer for helping,End,an ID,purchase beer,4eKb6EYYYkjfUmnPRa8pvw==,PersonX onX enjoys reading about different countries,PersonX loves to travel,PersonX onX saves money for the next vacation,Beginning,books,look up information whenever interested,Beginning|End|Beginning,Prove to them they are who they claim to be and have access to international travel.,Prove to them they are who they claim to be.,Have information contained inside one object.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",dv0pGc5m3c4k/C5NuoA1lQ==,PersonX sits in the car waiting.,PersonX honks PersonY's horn,PersonX gets out of the car to look for PersonY.,Middle,Horn,Honk at PersonY,HG7zwWAYSNJMvmCFym+bEg==,PersonX loses their money in the stock market,PersonX hits rock bottom,PersonX drinks alcohol heavily,End,cup,hold liquids in,ctGaxExysxYhJA7OOsoo0g==,PersonX works lots of money,PersonX earns enough money,PersonX goes to buy a car,End,insurance card,take the purchase off the lot,Middle|End|End,"If a person is unaware that their friend is outside in the car, then honking the horn may attract their attention.","After losing all of their money a person may only be able to buy a big cheap bottle of booze from the shop, they also need a cup to drink out of as they sit between the dumpsters.",After buying a car it can only be allowed to be driven off the lot if the buyer can provide proof that they are insured to drive it.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",iKApjeX4cUWPSWqsNDcq0w==,PersonX takes a picture of PersonY,PersonX frames PersonY's face,PersonX hangs the framed picture of PersonY on PersonY's wall,End,nail,hang the picture,VKQj9aRGKWawybPHCNfjlA==,PersonX is tired of their kids,PersonX sends PersonY to summer camp,PersonX enjoys their time,Middle,money,Send kids away,aPepqeWr+jRoBIvF6SwP6Q==,PersonX wants to ask PersonY to marry them,PersonX gets down on one knee,PersonX was so excited that PersonY said PersonYes,Beginning,box,hold the ring,End|Middle|Beginning,Keep the picture steady for display.,Provide the funds required to keep the kids in camp.,Keep the ring safe.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",ZfCdiJlYLAaYzp8bwvxnJA==,PersonX has to go to work,PersonX leaves early in the morning,PersonX listens to music during the commute,End,radio,hear the music,G736tlQ3Woq4qZKoh3NnpQ==,PersonX missed an important birthday,PersonX always forgot,PersonX adds birthdays to a calendar.,End,calendar,annotate with birthdays,1Fet2h4eb9HlT6bhIs0itg==,PersonX inherits a lot of money,PersonX gives PersonY things,PersonX offers to adopt Person Y.,Middle,shopping bag,Carry the presents in,End|End|Middle,The radio can transmit sounds by retrieving radio waves and converting them to electronic vibrations to hear the music.,The calendar has spaces to write down to annotate with birthdays.,The shopping bag has sufficient capacity and container shape to carry the presents in.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",PbusLX0P7VmDIGWNuJIrTw==,PersonX is playing a shooting game,PersonX lets sleeping dogs lie,PersonX calls for their teammates,Beginning,gun,simulate the game,rulul3rjZRtZanwlTNBMwA==,PersonX makes a sandwich,PersonX brings PersonY's lunch,PersonX feeds PersonY,Beginning,mayonnaise,enhance flavor,clcSMuNMaEmbkTSNzRrOHg==,PersonX checks his packing list,PersonX gets PersonX's things together,PersonX loads his car,Beginning,a list,pack for a trip,Beginning|Beginning|Beginning,Shooting games require guns to play. To simulate the game of shooting you would need a gun.,Many people like the condiment mayonnaise on their sandwiches. Adding a condiment such as mayonnaise helps to enhance flavor.,There are many things you need to bring when you are trying to pack for a trip. Making a list of required items for the trip makes sure you will remember to pack everything.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",eUqwsj3Y3IebIE1pzFXD0w==,PersonX listens for the word.,PersonX says ok,PersonX starts the car.,End,remote,prevent the alarm sounding,/mimbEssaLkf5rXaD02tbA==,PersonX has a birthday coming up,PersonX is five PersonYears old,PersonX has a great birthday,End,a cake,eat at their party,jfFRY0KwoStf0XJHqmm6Ug==,PersonX packs for their trip,PersonX feels prepared,PersonX takes a nap before their flight,End,blanket,Keep warm with,End|End|End,The remote has a button on it. You push the button and it turns off the alarm.,Cake is generally served at parties. It is sweet and chocolately. You put candles in it and sing happy birthday.,The blanket goes on top of you to keep you warm. It is heavy and blocks out the cold air.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",5AFgh8mDdTu3y7/5VaqPLw==,PersonX stands in line for a rollercoaster,PersonX never been on one,PersonX rides the rollercoaster,Beginning,a handheld fan,circulate the air,wneNUN2y02H5B6HKUViP+w==,PersonX gets the gun,PersonX shoots the bull,PersonX puts the gun away,Beginning,check,pay for the gun,G83xQJqpXEJBPfn8xQQyIw==,PersonX cleaning,PersonX disposes of PersonX's property,PersonX feels good,Middle,gloves,hold the bag,Beginning|Beginning|Middle,"A fan helps to provide a feeling of relief from overheating, and can be used if in a portable form.",A check is a alternate form of payment when cash is not available.  A check is taken in lieu of cash.,"Gloves protect the hands from liquids, dirt and grime, to help keep safe and healthy."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",hJMVh9zE9WUlmhHSl77lAg==,PersonX greets me with a smile,PersonX takes my order,PersonX gives me my order.,Middle,notepad,jot down the food items in,80ahWnpxyhqhjuWNliBYCA==,PersonX enters a contest.,PersonX wins an award,PersonX makes a speech.,End,note cards,remember what the speech is about,uSf7p1fWgGKC80z0MjyBHg==,PersonX remembers PersonY's birthday,PersonX gets PersonY a gift,PersonX runs out of cash,Middle,Items,purchase as a gift,Middle|End|Middle,The brain has a certain capacity for memory and a notepad allows the order taker to give a written list to the cook.,Giving speeches is difficult for most and note cards remind the speaker of what they want to convey to the audience.,"Gifts are usually, but always tangible items. This includes items such as clothing or jewelry."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",VHX8dzZgLvKdA69higfPRw==,PersonX attends a party at the community center,PersonX meets a nice girl,PersonX talks with the girl all night,Beginning,dress clothes,look good at the party,Qk5TZImNB9N1+kf7KNoEPg==,PersonX sees their lost dog,PersonX runs straight,PersonX fold the dog into an embrace,Beginning,glasses,see the dog,8rcw8rtwLRWrO/cJqQVYWw==,PersonX shops for a car.,PersonX finds a good one,PersonX buys the car.,Middle,A van,Test drive,Beginning|Beginning|Middle,Some party’s want you to look good and be dressed nice at. Dress clothes are needed for parties like this.,If you have trouble seeing things glasses are needed to see more clearly.,If you want to buy a van you will need a place selling a van that will let you test drive it and see if you like it.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",dLfP7v90hyuzQDdalBwvUg==,PersonX travels out of state to visit PersonY,PersonX gives PersonY a huge hug,PersonX takes PersonY out to lunch,Beginning,luggage,pack their things in,mpdynJLwmGNcH4GJ1BKB1A==,PersonX attacks PersonY,PersonX hurts PersonY much,PersonX runs from the police,Middle,A sharp blade,stab PersonY with,Aw+nvPXUdpXhP6bRs9biXg==,PersonX goes to church,PersonX asks PersonY to pray,PersonX prays with PersonY,Beginning,hymnal,sing songs,Beginning|Middle|Beginning,Luggage keeps clothing organized and all in one place which is why you would pack you thing in it before going on a trip.,A sharp blade can pierce skin and can be used to hurt another person if you felt threatened.,A hymnal lists out different music notes and lyrics which is used to sing along to when you are at a church service.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",R9qE1hezla6BqOkc44UiwQ==,PersonX forgot their wallet,PersonX returns to the restaurant,PersonX goes home,Middle,keys,drive the car,nSMMM+GaANi7LmEDFAJNdQ==,PersonX logs on to their computer,PersonX receives an email,PersonX opens the email.,End,computer mouse,click on email,ObXbHwc6C7EUG/ctF3QMng==,PersonX gives birth to PersonY,PersonX controls PersonY's actions,PersonX teaches PersonY to use the toilet,Beginning,towels,wipe off the baby,Middle|End|Beginning,Keys are pieces of metal that unlock things like doors and cars. You insert the key into ignition to start the engine.,A computer mouse allows the user to navigate a site and point and click on specific links. It is used to navigate to the email client and to click on messages.,"Towels are fabric that absorbs moisture. If you want to dry a baby, you would use a towel to wipe off the moisture from the baby's skin and hair."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",pYrcrlO9JducTBqsOh+71g==,PersonX signs the lease for a new apartment,PersonX packs all PersonX's things,PersonX drives to the new place with their belongings,Beginning,contract,sign for lease,qXO7niCwgzzZc6s2IAJYUA==,PersonX buys tickets to PersonY's favorite band,PersonX sees PersonY's favorite band in concert,PersonX tells PersonY all about it,Beginning,internet,buy entry,9QzyVUoOMv9RriSMLKtFLg==,PersonX is taking pottery lessons,PersonX perfects PersonX's craft,PersonX is selling their hand-made craft items at the flea market,Beginning,supplies,create models,Beginning|Beginning|Beginning,A contract is a legal document a person signs to lease their apartment.,The internet provides a person access to a website to buy tickets to the concert.,"In order to make models in pottery, the person would need the proper supplies."
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",NGsSDrNY9zzPGwr7MLtujg==,PersonX has unprotected sex.,PersonX takes a pregnancy test,PersonX finds out they are pregnant.,Middle,bathroom,take the test in,AQCr73oWZMH6fMbPaimqIQ==,PersonX puts on a heavy jacket.,PersonX stays warm,PersonX goes outside into the cold weather.,Middle,gloves,keep from getting frostbite,ASGGMUaqQTqUM1YZOV3npg==,PersonX goes to the bar,PersonX forgets PersonX's problems,PersonX drives home drunk,End,A car,drive home in,Middle|Middle|End,Have a room available for privacy.,Protect their hands and also look fashionable.,Arrive at the destination faster than walking.
Describe why objects can be used in certain ways.,"Given an object and a use for that object, describe why the object can be used in that way.","annotation, objects, text",YDhzU1y28FE+f7NdbFSFow==,PersonX caught a cold,PersonX sneezes a lot,PersonX goes to the doctor,End,paperwork,fill out,8Ri3S4U3fnvcA0npgBnTmw==,PersonX opens the front door,PersonX sees kittens outside,PersonX brings the kittens into the house,End,energy,to be able to move,uxy/rcM5/L6CRyBJwP7gyA==,PersonX is a makeup artist,PersonX does PersonY's hair and makeup,PersonX collects payment for services,Middle,mirror,show them the finished work,End|End|Middle,X has insurance to cover the visit.,They want to save the kittens.,X wants Y's thanks.
