Title,Description,Keywords,word10b,word1a,word1b,word5a,word5b,word3b,word3a,word11a,word11b,word6a,word6b,word17b,word17a,word8b,word8a,word13a,word15a,word10a,word19a,word19b,word18b,word18a,word15b,word2a,word2b,word0b,word0a,word4b,word4a,word13b,word7b,word7a,word12a,word12b,word16a,word16b,word9a,word9b,word14b,word14a,Answer.Q0Answer,Answer.Q0Meaning,Answer.Q10Answer,Answer.Q10Meaning,Answer.Q11Answer,Answer.Q11Meaning,Answer.Q12Answer,Answer.Q12Meaning,Answer.Q13Answer,Answer.Q13Meaning,Answer.Q14Answer,Answer.Q14Meaning,Answer.Q15Answer,Answer.Q15Meaning,Answer.Q16Answer,Answer.Q16Meaning,Answer.Q17Answer,Answer.Q17Meaning,Answer.Q18Answer,Answer.Q18Meaning,Answer.Q19Answer,Answer.Q19Meaning,Answer.Q1Answer,Answer.Q1Meaning,Answer.Q2Answer,Answer.Q2Meaning,Answer.Q3Answer,Answer.Q3Meaning,Answer.Q4Answer,Answer.Q4Meaning,Answer.Q5Answer,Answer.Q5Meaning,Answer.Q6Answer,Answer.Q6Meaning,Answer.Q7Answer,Answer.Q7Meaning,Answer.Q8Answer,Answer.Q8Meaning,Answer.Q9Answer,Answer.Q9Meaning
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",implicates,determinations,interlocutory orders,conclusion,discussion,entail,implicates,standard,example,mention,implicates,constrained,regulate,sticking,protruding,severely constrained,ieee###.#,endangers,driven,sent,an,investigate,standard,uncertainty,geopolitical uncertainty,constrained,constraint,incentive grants,grants,constrained,requirement,requiring,is0 #####,standard,of,odd,complement,utilize,entity,called fintage licensing,constrained,5,endangers,3,example,3,standard,1,constrained,4,entity,1,standard,1,of,1,regulate,2,an,1,sent,2,determinations,3,uncertainty,4,entail,3,grants,4,conclusion,3,mention,3,requirement,4,sticking,3,complement,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",constrained,constrained,heavily influenced,sunpill,formulated,formulated,marketed,look,expressions,obedient servants,empowered,unconventional,unlawful,worrisome,distressing,notifying,intellection,maintain,stifle,constrained,genuine,true,thought,body,entity,exacerbated,driven,somebody,somebody,alerted,praying fervently,prayed,holder,possessor,conclusion,fasting,determinations,times,gotta,grants,driven,2,maintain,1,look,3,holder,4,alerted,5,grants,2,thought,4,fasting,1,unlawful,3,true,4,constrained,2,constrained,1,body,3,marketed,1,,5,formulated,1,empowered,1,prayed,5,worrisome,2,times,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",constrained,constrained,heavily influenced,sunpill,formulated,formulated,marketed,look,expressions,obedient servants,empowered,unconventional,unlawful,worrisome,distressing,notifying,intellection,maintain,stifle,constrained,genuine,true,thought,body,entity,exacerbated,driven,somebody,somebody,alerted,praying fervently,prayed,holder,possessor,conclusion,fasting,determinations,times,gotta,grants,driven,4,maintain,2,look,3,holder,4,alerted,5,gotta,1,thought,4,conclusion,1,unlawful,2,true,4,constrained,4,heavily influenced,2,body,5,marketed,4,,5,formulated,1,obedient servants,1,prayed,5,distressing,5,times,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",constrained,constrained,heavily influenced,sunpill,formulated,formulated,marketed,look,expressions,obedient servants,empowered,unconventional,unlawful,worrisome,distressing,notifying,intellection,maintain,stifle,constrained,genuine,true,thought,body,entity,exacerbated,driven,somebody,somebody,alerted,praying fervently,prayed,holder,possessor,conclusion,fasting,determinations,times,gotta,grants,driven,1,maintain,1,look,4,holder,5,alerted,5,grants,3,thought,4,conclusion,1,unlawful,3,true,5,constrained,4,heavily influenced,1,body,5,marketed,4,,5,formulated,1,empowered,1,prayed,5,worrisome,5,times,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",constrained,constrained,heavily influenced,sunpill,formulated,formulated,marketed,look,expressions,obedient servants,empowered,unconventional,unlawful,worrisome,distressing,notifying,intellection,maintain,stifle,constrained,genuine,true,thought,body,entity,exacerbated,driven,somebody,somebody,alerted,praying fervently,prayed,holder,possessor,conclusion,fasting,determinations,times,gotta,grants,driven,1,maintain,1,look,5,holder,5,notifying,4,gotta,1,thought,3,,1,,1,true,4,stifle,4,,1,body,4,,2,,5,sunpill,1,,1,prayed,3,,5,times,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",constrained,constrained,heavily influenced,sunpill,formulated,formulated,marketed,look,expressions,obedient servants,empowered,unconventional,unlawful,worrisome,distressing,notifying,intellection,maintain,stifle,constrained,genuine,true,thought,body,entity,exacerbated,driven,somebody,somebody,alerted,praying fervently,prayed,holder,possessor,conclusion,fasting,determinations,times,gotta,grants,driven,1,maintain,1,look,3,holder,5,alerted,5,grants,1,thought,4,fasting,1,unconventional,2,true,3,stifle,1,constrained,1,body,3,formulated,1,,5,formulated,1,empowered,1,prayed,5,distressing,5,determinations,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",constrained,constrained,heavily influenced,sunpill,formulated,formulated,marketed,look,expressions,obedient servants,empowered,unconventional,unlawful,worrisome,distressing,notifying,intellection,maintain,stifle,constrained,genuine,true,thought,body,entity,exacerbated,driven,somebody,somebody,alerted,praying fervently,prayed,holder,possessor,conclusion,fasting,determinations,times,gotta,grants,driven,1,maintain,1,look,5,holder,5,alerted,5,gotta,1,thought,5,conclusion,1,unconventional,3,true,5,constrained,4,heavily influenced,3,body,4,marketed,3,,5,formulated,1,empowered,1,prayed,5,worrisome,5,times,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",constrained,constrained,heavily influenced,sunpill,formulated,formulated,marketed,look,expressions,obedient servants,empowered,unconventional,unlawful,worrisome,distressing,notifying,intellection,maintain,stifle,constrained,genuine,true,thought,body,entity,exacerbated,driven,somebody,somebody,alerted,praying fervently,prayed,holder,possessor,conclusion,fasting,determinations,times,gotta,grants,driven,1,maintain,1,look,3,holder,5,alerted,5,gotta,1,thought,4,conclusion,1,unlawful,2,true,5,stifle,5,constrained,1,body,5,marketed,1,,5,formulated,1,empowered,1,prayed,5,worrisome,5,times,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",universities,hospitality,choice,trout,choice,formulated,recommend,credible,genuine,firewall-friendly,encrypted,constrained,shorten,constrained,condition,expressions,genuine,grants,thought,opinion,formulated,lay,quite,escape,come,certain,requirement,other,complement,variation thereon,scheduled,released,just,driven,prayed,prayers,purchaser,holder,dictate,formulated,certain,2,universities,2,genuine,5,just,2,expressions,1,dictate,2,genuine,2,prayed,5,shorten,3,lay,3,opinion,4,choice,1,come,2,recommend,2,other,3,choice,1,encrypted,4,scheduled,2,condition,3,holder,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",universities,hospitality,choice,trout,choice,formulated,recommend,credible,genuine,firewall-friendly,encrypted,constrained,shorten,constrained,condition,expressions,genuine,grants,thought,opinion,formulated,lay,quite,escape,come,certain,requirement,other,complement,variation thereon,scheduled,released,just,driven,prayed,prayers,purchaser,holder,dictate,formulated,certain,1,universities,2,,3,just,1,expressions,1,dictate,1,,2,,5,shorten,3,lay,1,,3,choice,1,come,1,recommend,1,other,1,choice,1,encrypted,2,released,1,condition,1,,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",universities,hospitality,choice,trout,choice,formulated,recommend,credible,genuine,firewall-friendly,encrypted,constrained,shorten,constrained,condition,expressions,genuine,grants,thought,opinion,formulated,lay,quite,escape,come,certain,requirement,other,complement,variation thereon,scheduled,released,just,driven,prayed,prayers,purchaser,holder,dictate,formulated,requirement,1,universities,1,genuine,3,,2,expressions,1,,1,,1,,3,shorten,3,lay,1,opinion,2,hospitality,1,come,1,recommend,2,other,1,choice,2,encrypted,2,released,1,condition,1,purchaser,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",universities,hospitality,choice,trout,choice,formulated,recommend,credible,genuine,firewall-friendly,encrypted,constrained,shorten,constrained,condition,expressions,genuine,grants,thought,opinion,formulated,lay,quite,escape,come,certain,requirement,other,complement,variation thereon,scheduled,released,just,driven,prayed,prayers,purchaser,holder,dictate,formulated,certain,2,universities,3,credible,5,just,1,expressions,2,dictate,4,genuine,1,prayers,5,shorten,5,lay,4,thought,5,choice,1,come,2,recommend,1,other,4,choice,1,firewall-friendly,3,released,4,condition,5,holder,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",universities,hospitality,choice,trout,choice,formulated,recommend,credible,genuine,firewall-friendly,encrypted,constrained,shorten,constrained,condition,expressions,genuine,grants,thought,opinion,formulated,lay,quite,escape,come,certain,requirement,other,complement,variation thereon,scheduled,released,just,driven,prayed,prayers,purchaser,holder,dictate,formulated,certain,2,grants,2,genuine,2,just,1,,,dictate,1,quite,1,prayed,5,shorten,1,lay,1,thought,5,choice,1,come,1,recommend,1,other,1,,1,firewall-friendly,3,released,3,condition,2,holder,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",universities,hospitality,choice,trout,choice,formulated,recommend,credible,genuine,firewall-friendly,encrypted,constrained,shorten,constrained,condition,expressions,genuine,grants,thought,opinion,formulated,lay,quite,escape,come,certain,requirement,other,complement,variation thereon,scheduled,released,just,driven,prayed,prayers,purchaser,holder,dictate,formulated,certain,3,universities,1,credible,4,just,2,expressions,1,formulated,3,genuine,1,prayed,3,shorten,3,lay,1,thought,4,choice,1,come,2,recommend,4,other,2,choice,1,firewall-friendly,1,released,1,condition,1,purchaser,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",universities,hospitality,choice,trout,choice,formulated,recommend,credible,genuine,firewall-friendly,encrypted,constrained,shorten,constrained,condition,expressions,genuine,grants,thought,opinion,formulated,lay,quite,escape,come,certain,requirement,other,complement,variation thereon,scheduled,released,just,driven,prayed,prayers,purchaser,holder,dictate,formulated,certain,2,universities,3,genuine,4,just,2,expressions,2,formulated,3,quite,1,prayers,5,shorten,4,lay,2,thought,4,choice,1,come,2,recommend,2,other,2,choice,1,firewall-friendly,3,released,3,condition,1,holder,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",person,flatly contradicts,implicates,nominate,formulated,american,mexican,re-education,rehabilitation,keen,cracking,agreement,standard,recordkeeping requirements,requirement,prelate recant,ingenious,entity,determinations,draw reasonable inferences,decision-makers,determinations,perfected,empowered,provide,empowered,constitutionally empowered,laughs,gag,rehabilitation,complement,accompaniment,two,rocket,empowered,nurture,took,driven,rail,amtrak,empowered,4,person,4,rehabilitation,4,rocket,1,rehabilitation,4,rail,5,perfected,4,nurture,4,agreement,3,decision-makers,4,draw reasonable inferences,4,implicates,3,provide,4,american,3,laughs,4,nominate,4,keen,4,complement,4,requirement,4,driven,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",person,flatly contradicts,implicates,nominate,formulated,american,mexican,re-education,rehabilitation,keen,cracking,agreement,standard,recordkeeping requirements,requirement,prelate recant,ingenious,entity,determinations,draw reasonable inferences,decision-makers,determinations,perfected,empowered,provide,empowered,constitutionally empowered,laughs,gag,rehabilitation,complement,accompaniment,two,rocket,empowered,nurture,took,driven,rail,amtrak,empowered,4,person,3,rehabilitation,3,two,1,rehabilitation,1,rail,3,ingenious,3,empowered,3,standard,1,,3,draw reasonable inferences,4,flatly contradicts,1,provide,2,american,3,laughs,3,nominate,1,keen,1,complement,2,requirement,4,took,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",person,flatly contradicts,implicates,nominate,formulated,american,mexican,re-education,rehabilitation,keen,cracking,agreement,standard,recordkeeping requirements,requirement,prelate recant,ingenious,entity,determinations,draw reasonable inferences,decision-makers,determinations,perfected,empowered,provide,empowered,constitutionally empowered,laughs,gag,rehabilitation,complement,accompaniment,two,rocket,empowered,nurture,took,driven,rail,amtrak,empowered,4,person,2,,3,two,1,,1,rail,3,,2,nurture,1,standard,1,,3,,4,implicates,3,provide,1,american,3,laughs,3,,1,cracking,1,complement,2,requirement,4,took,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",person,flatly contradicts,implicates,nominate,formulated,american,mexican,re-education,rehabilitation,keen,cracking,agreement,standard,recordkeeping requirements,requirement,prelate recant,ingenious,entity,determinations,draw reasonable inferences,decision-makers,determinations,perfected,empowered,provide,empowered,constitutionally empowered,laughs,gag,rehabilitation,complement,accompaniment,two,rocket,empowered,nurture,took,driven,rail,amtrak,empowered,5,person,5,rehabilitation,5,two,1,rehabilitation,1,rail,5,perfected,5,nurture,5,agreement,5,decision-makers,4,draw reasonable inferences,4,flatly contradicts,4,provide,4,american,1,laughs,5,nominate,5,cracking,3,complement,5,requirement,5,took,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",person,flatly contradicts,implicates,nominate,formulated,american,mexican,re-education,rehabilitation,keen,cracking,agreement,standard,recordkeeping requirements,requirement,prelate recant,ingenious,entity,determinations,draw reasonable inferences,decision-makers,determinations,perfected,empowered,provide,empowered,constitutionally empowered,laughs,gag,rehabilitation,complement,accompaniment,two,rocket,empowered,nurture,took,driven,rail,amtrak,empowered,3,,,rehabilitation,3,two,1,rehabilitation,1,rail,2,,3,empowered,5,standard,1,determinations,1,determinations,3,implicates,2,provide,1,american,1,laughs,1,nominate,1,cracking,1,complement,1,requirement,3,took,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",person,flatly contradicts,implicates,nominate,formulated,american,mexican,re-education,rehabilitation,keen,cracking,agreement,standard,recordkeeping requirements,requirement,prelate recant,ingenious,entity,determinations,draw reasonable inferences,decision-makers,determinations,perfected,empowered,provide,empowered,constitutionally empowered,laughs,gag,rehabilitation,complement,accompaniment,two,rocket,empowered,nurture,took,driven,rail,amtrak,empowered,4,person,4,rehabilitation,5,two,1,rehabilitation,1,rail,4,perfected,1,nurture,3,agreement,1,decision-makers,3,determinations,4,implicates,1,provide,4,american,1,laughs,3,formulated,1,cracking,1,accompaniment,5,requirement,4,took,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",person,flatly contradicts,implicates,nominate,formulated,american,mexican,re-education,rehabilitation,keen,cracking,agreement,standard,recordkeeping requirements,requirement,prelate recant,ingenious,entity,determinations,draw reasonable inferences,decision-makers,determinations,perfected,empowered,provide,empowered,constitutionally empowered,laughs,gag,rehabilitation,complement,accompaniment,two,rocket,empowered,nurture,took,driven,rail,amtrak,empowered,5,person,5,rehabilitation,1,two,1,rehabilitation,1,rail,5,ingenious,3,nurture,5,agreement,1,determinations,3,determinations,4,implicates,1,provide,4,,4,laughs,5,formulated,1,keen,1,complement,3,requirement,5,took,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",breeding,unequalled,unparalleled,essential,foundational,contraints,constrained,empowered,support,formulated,propose,slowed,go,bang-up,keen,discloses,formulated,educationing,complement,enrich,dubiousness,uncertainty,constructed,accuse,implicates,slowed,cool,advising,notifying,implicates,combining,complement,rescue,escape,economic,economical,situation,odd,exaggerated facial expressions,expressions,cool,1,breeding,1,support,3,,3,discloses,3,expressions,4,constructed,3,,3,go,1,uncertainty,4,complement,4,,5,accuse,4,,4,,4,essential,4,propose,2,combining,1,keen,1,situation,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",breeding,unequalled,unparalleled,essential,foundational,contraints,constrained,empowered,support,formulated,propose,slowed,go,bang-up,keen,discloses,formulated,educationing,complement,enrich,dubiousness,uncertainty,constructed,accuse,implicates,slowed,cool,advising,notifying,implicates,combining,complement,rescue,escape,economic,economical,situation,odd,exaggerated facial expressions,expressions,cool,3,breeding,1,support,2,,3,,2,expressions,4,,2,economic,4,go,3,uncertainty,2,,4,,4,accuse,3,contraints,4,notifying,3,,4,propose,3,combining,2,,1,odd,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",breeding,unequalled,unparalleled,essential,foundational,contraints,constrained,empowered,support,formulated,propose,slowed,go,bang-up,keen,discloses,formulated,educationing,complement,enrich,dubiousness,uncertainty,constructed,accuse,implicates,slowed,cool,advising,notifying,implicates,combining,complement,rescue,escape,economic,economical,situation,odd,exaggerated facial expressions,expressions,cool,1,breeding,1,support,1,rescue,1,discloses,1,expressions,4,constructed,4,economic,5,go,1,uncertainty,1,complement,1,unequalled,3,accuse,4,contraints,5,notifying,3,essential,2,propose,1,combining,1,bang-up,1,odd,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",breeding,unequalled,unparalleled,essential,foundational,contraints,constrained,empowered,support,formulated,propose,slowed,go,bang-up,keen,discloses,formulated,educationing,complement,enrich,dubiousness,uncertainty,constructed,accuse,implicates,slowed,cool,advising,notifying,implicates,combining,complement,rescue,escape,economic,economical,situation,odd,exaggerated facial expressions,expressions,,,breeding,1,support,5,rescue,2,discloses,1,expressions,3,constructed,5,,5,go,1,uncertainty,5,enrich,4,unparalleled,5,accuse,5,,5,advising,4,essential,4,formulated,3,combining,1,keen,1,odd,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",breeding,unequalled,unparalleled,essential,foundational,contraints,constrained,empowered,support,formulated,propose,slowed,go,bang-up,keen,discloses,formulated,educationing,complement,enrich,dubiousness,uncertainty,constructed,accuse,implicates,slowed,cool,advising,notifying,implicates,combining,complement,rescue,escape,economic,economical,situation,odd,exaggerated facial expressions,expressions,cool,1,breeding,1,support,1,escape,3,discloses,3,expressions,3,formulated,4,economic,5,go,1,uncertainty,5,enrich,1,unequalled,3,accuse,4,constrained,5,notifying,4,essential,4,formulated,1,complement,1,keen,1,odd,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",breeding,unequalled,unparalleled,essential,foundational,contraints,constrained,empowered,support,formulated,propose,slowed,go,bang-up,keen,discloses,formulated,educationing,complement,enrich,dubiousness,uncertainty,constructed,accuse,implicates,slowed,cool,advising,notifying,implicates,combining,complement,rescue,escape,economic,economical,situation,odd,exaggerated facial expressions,expressions,cool,4,breeding,1,support,4,escape,4,implicates,4,expressions,4,constructed,5,,5,go,1,uncertainty,5,complement,5,unequalled,5,accuse,5,,5,advising,3,essential,4,propose,1,complement,2,keen,2,odd,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",breeding,unequalled,unparalleled,essential,foundational,contraints,constrained,empowered,support,formulated,propose,slowed,go,bang-up,keen,discloses,formulated,educationing,complement,enrich,dubiousness,uncertainty,constructed,accuse,implicates,slowed,cool,advising,notifying,implicates,combining,complement,rescue,escape,economic,economical,situation,odd,exaggerated facial expressions,expressions,cool,1,educationing,5,support,4,rescue,3,implicates,2,expressions,4,constructed,5,economic,3,go,1,uncertainty,5,complement,5,unequalled,5,accuse,5,contraints,5,notifying,5,essential,5,propose,4,combining,2,bang-up,2,odd,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",empowered,literal,genuine,peaceable,pacific,protocol,standard,restrain,constrained,professing,exuded warmth,imbalances,symmetries,conclusion,syllogism,please,rehabilitation,answerable,two,choice,prevailing,reigning,cultivatable lands,complement,replace,entity,juristic entity,restate,formulated,pleasing,uncertainties,uncertainty,determinations,determination,hypothesis,scientist,sort,genuine,breeding,egg,entity,3,answerable,2,restrain,5,,5,,5,egg,3,rehabilitation,1,hypothesis,1,imbalances,1,reigning,5,choice,2,genuine,3,replace,3,standard,4,restate,3,peaceable,1,professing,2,,5,conclusion,4,genuine,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",empowered,literal,genuine,peaceable,pacific,protocol,standard,restrain,constrained,professing,exuded warmth,imbalances,symmetries,conclusion,syllogism,please,rehabilitation,answerable,two,choice,prevailing,reigning,cultivatable lands,complement,replace,entity,juristic entity,restate,formulated,pleasing,uncertainties,uncertainty,determinations,determination,hypothesis,scientist,sort,genuine,breeding,egg,entity,4,answerable,2,restrain,5,determination,5,pleasing,5,egg,3,cultivatable lands,3,scientist,3,symmetries,1,reigning,5,choice,3,literal,3,complement,1,protocol,3,formulated,1,peaceable,1,exuded warmth,1,uncertainties,5,conclusion,2,sort,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",empowered,literal,genuine,peaceable,pacific,protocol,standard,restrain,constrained,professing,exuded warmth,imbalances,symmetries,conclusion,syllogism,please,rehabilitation,answerable,two,choice,prevailing,reigning,cultivatable lands,complement,replace,entity,juristic entity,restate,formulated,pleasing,uncertainties,uncertainty,determinations,determination,hypothesis,scientist,sort,genuine,breeding,egg,entity,4,answerable,4,restrain,5,determination,5,please,5,breeding,4,rehabilitation,1,hypothesis,3,imbalances,1,reigning,4,two,3,literal,5,replace,3,standard,5,restate,5,pacific,4,exuded warmth,4,uncertainty,5,conclusion,4,sort,2
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",empowered,literal,genuine,peaceable,pacific,protocol,standard,restrain,constrained,professing,exuded warmth,imbalances,symmetries,conclusion,syllogism,please,rehabilitation,answerable,two,choice,prevailing,reigning,cultivatable lands,complement,replace,entity,juristic entity,restate,formulated,pleasing,uncertainties,uncertainty,determinations,determination,hypothesis,scientist,sort,genuine,breeding,egg,entity,4,empowered,3,restrain,4,determination,5,please,5,egg,3,rehabilitation,1,scientist,3,imbalances,3,reigning,2,two,1,genuine,4,replace,3,standard,4,restate,2,pacific,1,professing,1,uncertainty,5,conclusion,5,sort,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",empowered,literal,genuine,peaceable,pacific,protocol,standard,restrain,constrained,professing,exuded warmth,imbalances,symmetries,conclusion,syllogism,please,rehabilitation,answerable,two,choice,prevailing,reigning,cultivatable lands,complement,replace,entity,juristic entity,restate,formulated,pleasing,uncertainties,uncertainty,determinations,determination,hypothesis,scientist,sort,genuine,breeding,egg,entity,3,empowered,1,restrain,4,determination,5,please,5,egg,1,rehabilitation,1,scientist,1,imbalances,1,prevailing,1,two,1,genuine,1,replace,1,standard,4,formulated,1,pacific,1,professing,5,uncertainty,5,,5,sort,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",empowered,literal,genuine,peaceable,pacific,protocol,standard,restrain,constrained,professing,exuded warmth,imbalances,symmetries,conclusion,syllogism,please,rehabilitation,answerable,two,choice,prevailing,reigning,cultivatable lands,complement,replace,entity,juristic entity,restate,formulated,pleasing,uncertainties,uncertainty,determinations,determination,hypothesis,scientist,sort,genuine,breeding,egg,entity,4,empowered,1,restrain,3,,5,please,5,egg,3,rehabilitation,1,scientist,1,symmetries,1,reigning,4,choice,1,literal,1,replace,1,standard,5,,,pacific,1,professing,1,,5,conclusion,1,genuine,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",empowered,literal,genuine,peaceable,pacific,protocol,standard,restrain,constrained,professing,exuded warmth,imbalances,symmetries,conclusion,syllogism,please,rehabilitation,answerable,two,choice,prevailing,reigning,cultivatable lands,complement,replace,entity,juristic entity,restate,formulated,pleasing,uncertainties,uncertainty,determinations,determination,hypothesis,scientist,sort,genuine,breeding,egg,entity,3,empowered,1,restrain,4,,5,,,egg,3,rehabilitation,1,scientist,3,imbalances,3,reigning,4,two,3,genuine,2,replace,1,standard,4,restate,1,peaceable,5,professing,1,,5,conclusion,4,sort,1
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",entity,empowered,self reliant,expressions,tense verbs,disdainful,insulting,sheikh,mufti,stiffened,constrained,judgement,determinations,endanger,constrained,pleasing,dont,forprofit,breeding,fostering,sheik,sheikh,american,thought,mind,dealings,determinations,pinned,wrestle,find,ibm,ibm,ocean,pacific,requirement,applicant,widen,broadening,professing,confession,dealings,3,entity,2,mufti,3,ocean,3,find,1,confession,4,american,1,applicant,3,judgement,2,sheikh,4,breeding,3,self reliant,5,mind,4,insulting,3,pinned,3,tense verbs,4,stiffened,4,,5,endanger,4,widen,3
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",entity,empowered,self reliant,expressions,tense verbs,disdainful,insulting,sheikh,mufti,stiffened,constrained,judgement,determinations,endanger,constrained,pleasing,dont,forprofit,breeding,fostering,sheik,sheikh,american,thought,mind,dealings,determinations,pinned,wrestle,find,ibm,ibm,ocean,pacific,requirement,applicant,widen,broadening,professing,confession,dealings,1,forprofit,1,,3,ocean,3,find,1,,4,dont,1,applicant,2,judgement,3,sheik,4,breeding,2,,4,mind,3,insulting,4,wrestle,3,expressions,2,stiffened,4,,5,endanger,1,widen,4
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",entity,empowered,self reliant,expressions,tense verbs,disdainful,insulting,sheikh,mufti,stiffened,constrained,judgement,determinations,endanger,constrained,pleasing,dont,forprofit,breeding,fostering,sheik,sheikh,american,thought,mind,dealings,determinations,pinned,wrestle,find,ibm,ibm,ocean,pacific,requirement,applicant,widen,broadening,professing,confession,dealings,4,forprofit,1,sheikh,3,pacific,5,pleasing,1,confession,4,dont,1,applicant,4,judgement,5,,5,fostering,5,self reliant,5,mind,5,insulting,5,pinned,4,expressions,4,stiffened,5,,5,endanger,4,widen,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",entity,empowered,self reliant,expressions,tense verbs,disdainful,insulting,sheikh,mufti,stiffened,constrained,judgement,determinations,endanger,constrained,pleasing,dont,forprofit,breeding,fostering,sheik,sheikh,american,thought,mind,dealings,determinations,pinned,wrestle,find,ibm,ibm,ocean,pacific,requirement,applicant,widen,broadening,professing,confession,dealings,2,forprofit,1,,5,ocean,3,find,1,confession,4,american,1,requirement,1,judgement,1,,5,breeding,2,empowered,4,mind,3,insulting,4,pinned,4,expressions,1,stiffened,3,,5,endanger,1,widen,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",entity,empowered,self reliant,expressions,tense verbs,disdainful,insulting,sheikh,mufti,stiffened,constrained,judgement,determinations,endanger,constrained,pleasing,dont,forprofit,breeding,fostering,sheik,sheikh,american,thought,mind,dealings,determinations,pinned,wrestle,find,ibm,ibm,ocean,pacific,requirement,applicant,widen,broadening,professing,confession,determinations,1,entity,1,sheikh,5,ocean,3,pleasing,1,confession,4,dont,1,requirement,1,determinations,3,sheikh,4,breeding,3,empowered,3,thought,3,insulting,5,wrestle,1,expressions,3,stiffened,1,,5,constrained,1,widen,5
Judge the style of words and phrases,Provide your opinions on the style of different phrases (e.g. formal/informal),"English, language, research",entity,empowered,self reliant,expressions,tense verbs,disdainful,insulting,sheikh,mufti,stiffened,constrained,judgement,determinations,endanger,constrained,pleasing,dont,forprofit,breeding,fostering,sheik,sheikh,american,thought,mind,dealings,determinations,pinned,wrestle,find,ibm,ibm,ocean,pacific,requirement,applicant,widen,broadening,professing,confession,dealings,1,entity,2,sheikh,4,ocean,5,find,1,confession,5,american,1,requirement,1,judgement,5,sheik,5,breeding,4,self reliant,5,thought,3,insulting,5,pinned,4,expressions,4,stiffened,1,,5,endanger,1,widen,5
