Title,Description,Keywords,id_1,id_2,sample_number_of_best_expl,question,answer_choices,gold_label,which_gold,explanation_1,explanation_2,Answer.equalbad,Answer.equalgood,Answer.q1_valid,Answer.similar
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",ea0e7771afd86a59fd9f7764b77e3fa4,ea0e7771afd86a59fd9f7764b77e3fa4,0,Where do you find the most amount of leafs?,"ground, floral arrangement, compost pile, field, or forrest",forrest,0,"Forrest means royal forest, area of woodland reserved for hunting. We do find the most amount of leaves in Forrest. Floral arrangement is a decoration of flowers only. Ground has only the fallen leaves and not the most amount of leaves. In field basically crops are grown in it and so we don’t find the most amount of leaves. Compost pile is a pile of decomposed leaves as it contains the fallen leaves racked into a pile on ground.","Leaves are widespread in forests, often in great numbers.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",ea0e7771afd86a59fd9f7764b77e3fa4,ea0e7771afd86a59fd9f7764b77e3fa4,0,Where do you find the most amount of leafs?,"ground, floral arrangement, compost pile, field, or forrest",forrest,0,"Forrest means royal forest, area of woodland reserved for hunting. We do find the most amount of leaves in Forrest. Floral arrangement is a decoration of flowers only. Ground has only the fallen leaves and not the most amount of leaves. In field basically crops are grown in it and so we don’t find the most amount of leaves. Compost pile is a pile of decomposed leaves as it contains the fallen leaves racked into a pile on ground.","Leaves are widespread in forests, often in great numbers.",on,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",ea0e7771afd86a59fd9f7764b77e3fa4,ea0e7771afd86a59fd9f7764b77e3fa4,0,Where do you find the most amount of leafs?,"ground, floral arrangement, compost pile, field, or forrest",forrest,0,"Forrest means royal forest, area of woodland reserved for hunting. We do find the most amount of leaves in Forrest. Floral arrangement is a decoration of flowers only. Ground has only the fallen leaves and not the most amount of leaves. In field basically crops are grown in it and so we don’t find the most amount of leaves. Compost pile is a pile of decomposed leaves as it contains the fallen leaves racked into a pile on ground.","Leaves are widespread in forests, often in great numbers.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",d0bd5b5ee7319d1c4727e38d429dd54e,d0bd5b5ee7319d1c4727e38d429dd54e,greedy,How does a planet usually move around the sun?,"universe, outer space, writing, outerspace, or orbit",orbit,0,Planets revolve around the sun on a specific path. This path is called the orbit. Writing is an irrelevant option. Universe is not a path to revolve around the sun. Outer space is not a path of a planet.,Planets orbit the sun.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",d0bd5b5ee7319d1c4727e38d429dd54e,d0bd5b5ee7319d1c4727e38d429dd54e,greedy,How does a planet usually move around the sun?,"universe, outer space, writing, outerspace, or orbit",orbit,0,Planets revolve around the sun on a specific path. This path is called the orbit. Writing is an irrelevant option. Universe is not a path to revolve around the sun. Outer space is not a path of a planet.,Planets orbit the sun.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",d0bd5b5ee7319d1c4727e38d429dd54e,d0bd5b5ee7319d1c4727e38d429dd54e,greedy,How does a planet usually move around the sun?,"universe, outer space, writing, outerspace, or orbit",orbit,0,Planets revolve around the sun on a specific path. This path is called the orbit. Writing is an irrelevant option. Universe is not a path to revolve around the sun. Outer space is not a path of a planet.,Planets orbit the sun.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",520b0eea9148e3cb4d45aa69a55491eb,520b0eea9148e3cb4d45aa69a55491eb,greedy,What kind of cold storage could you find in your house?,"laboratory, ice pack, refrigerator, freezer, or warehouse",refrigerator,1,"Refrigerators are used to store food and drinks, which are usually cold.","There are various types of cold storages are available as per their temperature and size. For houses, refrigerator is best fit as houses don’t need very low temperature and huge in size cold storages. All houses are not necessarily having freezers as these are available in various sizes. whereas Ice pack, laboratory and warehouse are not a type of cold storage.",,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",520b0eea9148e3cb4d45aa69a55491eb,520b0eea9148e3cb4d45aa69a55491eb,greedy,What kind of cold storage could you find in your house?,"laboratory, ice pack, refrigerator, freezer, or warehouse",refrigerator,1,"Refrigerators are used to store food and drinks, which are usually cold.","There are various types of cold storages are available as per their temperature and size. For houses, refrigerator is best fit as houses don’t need very low temperature and huge in size cold storages. All houses are not necessarily having freezers as these are available in various sizes. whereas Ice pack, laboratory and warehouse are not a type of cold storage.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",520b0eea9148e3cb4d45aa69a55491eb,520b0eea9148e3cb4d45aa69a55491eb,greedy,What kind of cold storage could you find in your house?,"laboratory, ice pack, refrigerator, freezer, or warehouse",refrigerator,1,"Refrigerators are used to store food and drinks, which are usually cold.","There are various types of cold storages are available as per their temperature and size. For houses, refrigerator is best fit as houses don’t need very low temperature and huge in size cold storages. All houses are not necessarily having freezers as these are available in various sizes. whereas Ice pack, laboratory and warehouse are not a type of cold storage.",,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",c492b8b9754a181c924c1df19998cbc7,c492b8b9754a181c924c1df19998cbc7,greedy,"When you fail to finish something, you failed at doing what to it","completing, succeeding, passing, winning, or do well",completing,0,"Completing is required to finish that thing. Winning or passing or Succeeding doesn't require things to be finished always.
           Person cannot fail in doing well even though he doesn't finish something.","If you fail to complete something, you failed to do what you set out to do.",,,1,on
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",c492b8b9754a181c924c1df19998cbc7,c492b8b9754a181c924c1df19998cbc7,greedy,"When you fail to finish something, you failed at doing what to it","completing, succeeding, passing, winning, or do well",completing,0,"Completing is required to finish that thing. Winning or passing or Succeeding doesn't require things to be finished always.
           Person cannot fail in doing well even though he doesn't finish something.","If you fail to complete something, you failed to do what you set out to do.",on,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",c492b8b9754a181c924c1df19998cbc7,c492b8b9754a181c924c1df19998cbc7,greedy,"When you fail to finish something, you failed at doing what to it","completing, succeeding, passing, winning, or do well",completing,0,"Completing is required to finish that thing. Winning or passing or Succeeding doesn't require things to be finished always.
           Person cannot fail in doing well even though he doesn't finish something.","If you fail to complete something, you failed to do what you set out to do.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",99098375c7b651d524eebac72e358238,99098375c7b651d524eebac72e358238,greedy,James thought of criminal justice like a computer program.  It need to work right.   What ideas might James not like?,"control model, process information, power down, manual, or reason exists",control model,0,Control model is an idea related to computer program but one does not like it during criminal justice as it sometimes voilates it. All the other options are not an idea that applies on both  criminal justice and computer program that James could not like.,"James might not like the idea of a control model, because it is a model of justice that is based on control, rather than on reason.",on,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",99098375c7b651d524eebac72e358238,99098375c7b651d524eebac72e358238,greedy,James thought of criminal justice like a computer program.  It need to work right.   What ideas might James not like?,"control model, process information, power down, manual, or reason exists",control model,0,Control model is an idea related to computer program but one does not like it during criminal justice as it sometimes voilates it. All the other options are not an idea that applies on both  criminal justice and computer program that James could not like.,"James might not like the idea of a control model, because it is a model of justice that is based on control, rather than on reason.",on,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",99098375c7b651d524eebac72e358238,99098375c7b651d524eebac72e358238,greedy,James thought of criminal justice like a computer program.  It need to work right.   What ideas might James not like?,"control model, process information, power down, manual, or reason exists",control model,0,Control model is an idea related to computer program but one does not like it during criminal justice as it sometimes voilates it. All the other options are not an idea that applies on both  criminal justice and computer program that James could not like.,"James might not like the idea of a control model, because it is a model of justice that is based on control, rather than on reason.",on,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",77ddc9134bb27f9962aa2ed5ec5a5ef9,77ddc9134bb27f9962aa2ed5ec5a5ef9,0,How could you have fun by yourself with no one around you?,"watching television, fairgrounds, tired, friend's house, or enjoyable",watching television,0,"When we are alone, we can have fun by doing activities that we like like watching television. Tired and enjoyable are not activities, and there will be more people around in a friend's house or fairgrounds.","Television can be watched by yourself, and this enjoyment is typically an activity one can do alone.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",77ddc9134bb27f9962aa2ed5ec5a5ef9,77ddc9134bb27f9962aa2ed5ec5a5ef9,0,How could you have fun by yourself with no one around you?,"watching television, fairgrounds, tired, friend's house, or enjoyable",watching television,0,"When we are alone, we can have fun by doing activities that we like like watching television. Tired and enjoyable are not activities, and there will be more people around in a friend's house or fairgrounds.","Television can be watched by yourself, and this enjoyment is typically an activity one can do alone.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",77ddc9134bb27f9962aa2ed5ec5a5ef9,77ddc9134bb27f9962aa2ed5ec5a5ef9,0,How could you have fun by yourself with no one around you?,"watching television, fairgrounds, tired, friend's house, or enjoyable",watching television,0,"When we are alone, we can have fun by doing activities that we like like watching television. Tired and enjoyable are not activities, and there will be more people around in a friend's house or fairgrounds.","Television can be watched by yourself, and this enjoyment is typically an activity one can do alone.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",35ad89c198d5d6311a71c993bb7b6cba,35ad89c198d5d6311a71c993bb7b6cba,3,Spraining an ankle while playing baseball will cause what?,"eating, pain, injury, strikes, or sore muscles",pain,0,"When the ankle is sprained, it is a type of injury which causes pain in the ankle. All the other options are not what a spained ankle causes hence are incorrect.","Playing sports is likely to cause pain especially when one is injured, and when this happens to the ankles, it may limit the an athlete's ability to walk or even to be mobile altogether.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",35ad89c198d5d6311a71c993bb7b6cba,35ad89c198d5d6311a71c993bb7b6cba,3,Spraining an ankle while playing baseball will cause what?,"eating, pain, injury, strikes, or sore muscles",pain,0,"When the ankle is sprained, it is a type of injury which causes pain in the ankle. All the other options are not what a spained ankle causes hence are incorrect.","Playing sports is likely to cause pain especially when one is injured, and when this happens to the ankles, it may limit the an athlete's ability to walk or even to be mobile altogether.",,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",35ad89c198d5d6311a71c993bb7b6cba,35ad89c198d5d6311a71c993bb7b6cba,3,Spraining an ankle while playing baseball will cause what?,"eating, pain, injury, strikes, or sore muscles",pain,0,"When the ankle is sprained, it is a type of injury which causes pain in the ankle. All the other options are not what a spained ankle causes hence are incorrect.","Playing sports is likely to cause pain especially when one is injured, and when this happens to the ankles, it may limit the an athlete's ability to walk or even to be mobile altogether.",,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",009a7aabffe0583fc2df46656b29c326,009a7aabffe0583fc2df46656b29c326,2,"He came from old money and had a fortune, but he made new money making shrewd trades where?","eat cake, stock market, real estate, cookie, or treasure chest",stock market,0,Stock market is a risky business where shrewdness is required to make money. Eating cakes and cookies cannot make money and real estate and treasure chest does not need shrewdness.,"Trading stocks on the stock market is a way of making money. Trading on the stock market involves risk, but is very lucrative.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",009a7aabffe0583fc2df46656b29c326,009a7aabffe0583fc2df46656b29c326,2,"He came from old money and had a fortune, but he made new money making shrewd trades where?","eat cake, stock market, real estate, cookie, or treasure chest",stock market,0,Stock market is a risky business where shrewdness is required to make money. Eating cakes and cookies cannot make money and real estate and treasure chest does not need shrewdness.,"Trading stocks on the stock market is a way of making money. Trading on the stock market involves risk, but is very lucrative.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",009a7aabffe0583fc2df46656b29c326,009a7aabffe0583fc2df46656b29c326,2,"He came from old money and had a fortune, but he made new money making shrewd trades where?","eat cake, stock market, real estate, cookie, or treasure chest",stock market,0,Stock market is a risky business where shrewdness is required to make money. Eating cakes and cookies cannot make money and real estate and treasure chest does not need shrewdness.,"Trading stocks on the stock market is a way of making money. Trading on the stock market involves risk, but is very lucrative.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",dc964e4f6df6b70815e81e466d0ff717,dc964e4f6df6b70815e81e466d0ff717,0,If you jump in any of the oceans you will get?,"wide, very deep, fish, wet, or tanned",wet,0,"When a human jumps in the ocean, their body is exposed to water in the ocean which makes them wet. A person gets tanned when exposed to sunlight. A human after jumping in ocean does not become deep, wide or a fish.",Oceans are large bodies of water. Water is wet.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",dc964e4f6df6b70815e81e466d0ff717,dc964e4f6df6b70815e81e466d0ff717,0,If you jump in any of the oceans you will get?,"wide, very deep, fish, wet, or tanned",wet,0,"When a human jumps in the ocean, their body is exposed to water in the ocean which makes them wet. A person gets tanned when exposed to sunlight. A human after jumping in ocean does not become deep, wide or a fish.",Oceans are large bodies of water. Water is wet.,,,1,on
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",dc964e4f6df6b70815e81e466d0ff717,dc964e4f6df6b70815e81e466d0ff717,0,If you jump in any of the oceans you will get?,"wide, very deep, fish, wet, or tanned",wet,0,"When a human jumps in the ocean, their body is exposed to water in the ocean which makes them wet. A person gets tanned when exposed to sunlight. A human after jumping in ocean does not become deep, wide or a fish.",Oceans are large bodies of water. Water is wet.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",ceafca2445b1b974d085a8cce38e8e44,ceafca2445b1b974d085a8cce38e8e44,greedy,What city will likely have many parking structures?,"environment, big city, chicago, college campus, or large city building",chicago,0,"Chicago is a city name which has multiple parking structures. Big city, large city building or college campus are not cities. Environment is an irrelevant option.","Chicago is a large city, and parking structures are often used in large cities.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",ceafca2445b1b974d085a8cce38e8e44,ceafca2445b1b974d085a8cce38e8e44,greedy,What city will likely have many parking structures?,"environment, big city, chicago, college campus, or large city building",chicago,0,"Chicago is a city name which has multiple parking structures. Big city, large city building or college campus are not cities. Environment is an irrelevant option.","Chicago is a large city, and parking structures are often used in large cities.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",ceafca2445b1b974d085a8cce38e8e44,ceafca2445b1b974d085a8cce38e8e44,greedy,What city will likely have many parking structures?,"environment, big city, chicago, college campus, or large city building",chicago,0,"Chicago is a city name which has multiple parking structures. Big city, large city building or college campus are not cities. Environment is an irrelevant option.","Chicago is a large city, and parking structures are often used in large cities.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",668dc6bce771b10cbf6336f3ec76520a,668dc6bce771b10cbf6336f3ec76520a,1,Why do people play chess on the weekends?,"made, smart, satisfaction, thrilling, or have fun",have fun,0,Weekeknds ar etime when people look out to do simple things that make them happy and give them fun like playing chess. All the other options are not fesiable because it is not the reason why people play chess on weekends.,People often engage in activities for pleasure; chess is fun if you like playing it.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",668dc6bce771b10cbf6336f3ec76520a,668dc6bce771b10cbf6336f3ec76520a,1,Why do people play chess on the weekends?,"made, smart, satisfaction, thrilling, or have fun",have fun,0,Weekeknds ar etime when people look out to do simple things that make them happy and give them fun like playing chess. All the other options are not fesiable because it is not the reason why people play chess on weekends.,People often engage in activities for pleasure; chess is fun if you like playing it.,,on,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",668dc6bce771b10cbf6336f3ec76520a,668dc6bce771b10cbf6336f3ec76520a,1,Why do people play chess on the weekends?,"made, smart, satisfaction, thrilling, or have fun",have fun,0,Weekeknds ar etime when people look out to do simple things that make them happy and give them fun like playing chess. All the other options are not fesiable because it is not the reason why people play chess on weekends.,People often engage in activities for pleasure; chess is fun if you like playing it.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",07f108d5321a66f460685f5c7499ecb2,07f108d5321a66f460685f5c7499ecb2,2,Where would there be an auditorium with only a single person speaking?,"theater, park, university campus, crowd, or lights",university campus,0,Students generally give speeches in the Auditorium of a University Campus and speeches are generally given by a single person at a time. So University Campus is where one could find an Auditorium with only a single person speaking. Light is not a place and there are a lot of people in the places from the other options.,"On university or university-like campuses, the auditoriums are often used for lectures or other University events, where a single person might be speaking.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",07f108d5321a66f460685f5c7499ecb2,07f108d5321a66f460685f5c7499ecb2,2,Where would there be an auditorium with only a single person speaking?,"theater, park, university campus, crowd, or lights",university campus,0,Students generally give speeches in the Auditorium of a University Campus and speeches are generally given by a single person at a time. So University Campus is where one could find an Auditorium with only a single person speaking. Light is not a place and there are a lot of people in the places from the other options.,"On university or university-like campuses, the auditoriums are often used for lectures or other University events, where a single person might be speaking.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",07f108d5321a66f460685f5c7499ecb2,07f108d5321a66f460685f5c7499ecb2,2,Where would there be an auditorium with only a single person speaking?,"theater, park, university campus, crowd, or lights",university campus,0,Students generally give speeches in the Auditorium of a University Campus and speeches are generally given by a single person at a time. So University Campus is where one could find an Auditorium with only a single person speaking. Light is not a place and there are a lot of people in the places from the other options.,"On university or university-like campuses, the auditoriums are often used for lectures or other University events, where a single person might be speaking.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",a15d564d0be6996251b5d523ac62db2a,a15d564d0be6996251b5d523ac62db2a,2,Why is it hard for a young child to read a long book?,"no pictures, many words, cover, knowledge, or past",many words,0,"Books are things that have pages in it and kids cannot read long books as they have many words in it. Knowledge, cover and past do not have any words and kids can manage to read without any pictures in the book.",Reading books require knowledge of the written language of the book; many long books may use many words that may be difficult for younger children to understand.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",a15d564d0be6996251b5d523ac62db2a,a15d564d0be6996251b5d523ac62db2a,2,Why is it hard for a young child to read a long book?,"no pictures, many words, cover, knowledge, or past",many words,0,"Books are things that have pages in it and kids cannot read long books as they have many words in it. Knowledge, cover and past do not have any words and kids can manage to read without any pictures in the book.",Reading books require knowledge of the written language of the book; many long books may use many words that may be difficult for younger children to understand.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",a15d564d0be6996251b5d523ac62db2a,a15d564d0be6996251b5d523ac62db2a,2,Why is it hard for a young child to read a long book?,"no pictures, many words, cover, knowledge, or past",many words,0,"Books are things that have pages in it and kids cannot read long books as they have many words in it. Knowledge, cover and past do not have any words and kids can manage to read without any pictures in the book.",Reading books require knowledge of the written language of the book; many long books may use many words that may be difficult for younger children to understand.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",e050bce7048da1b3743a54153e91694e,e050bce7048da1b3743a54153e91694e,greedy,"The company sent off many purchases, they used recycled cardboard as their what?","box factory, warehouse, packaging materials, recycle bin, or bowler hats",packaging materials,0,Recycles cardboard can be used as packaging material and not as a box factory or a warehouse. Purchases involve usage of packaging material and not a recycle bin. Packaging material is used to cover purcahsed items while bowler hats are not.,Packaging materials are used to ship off purchases.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",e050bce7048da1b3743a54153e91694e,e050bce7048da1b3743a54153e91694e,greedy,"The company sent off many purchases, they used recycled cardboard as their what?","box factory, warehouse, packaging materials, recycle bin, or bowler hats",packaging materials,0,Recycles cardboard can be used as packaging material and not as a box factory or a warehouse. Purchases involve usage of packaging material and not a recycle bin. Packaging material is used to cover purcahsed items while bowler hats are not.,Packaging materials are used to ship off purchases.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",e050bce7048da1b3743a54153e91694e,e050bce7048da1b3743a54153e91694e,greedy,"The company sent off many purchases, they used recycled cardboard as their what?","box factory, warehouse, packaging materials, recycle bin, or bowler hats",packaging materials,0,Recycles cardboard can be used as packaging material and not as a box factory or a warehouse. Purchases involve usage of packaging material and not a recycle bin. Packaging material is used to cover purcahsed items while bowler hats are not.,Packaging materials are used to ship off purchases.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",5279a2ea333ba8a5bf3a7637a7279da1,5279a2ea333ba8a5bf3a7637a7279da1,0,Batman bought beer.  There were no bottles available.  He had to settle for what?.,"refrigerator, can, soccer game, shelf, or keg",can,1,Beer can be purchased in a can.,Beer is generally sold in bottles as well as tin cans. Batman had to settle for a can of beer. One wouldn’t buy beer in a keg and the other options are not mediums in which beer is sold.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",5279a2ea333ba8a5bf3a7637a7279da1,5279a2ea333ba8a5bf3a7637a7279da1,0,Batman bought beer.  There were no bottles available.  He had to settle for what?.,"refrigerator, can, soccer game, shelf, or keg",can,1,Beer can be purchased in a can.,Beer is generally sold in bottles as well as tin cans. Batman had to settle for a can of beer. One wouldn’t buy beer in a keg and the other options are not mediums in which beer is sold.,,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",5279a2ea333ba8a5bf3a7637a7279da1,5279a2ea333ba8a5bf3a7637a7279da1,0,Batman bought beer.  There were no bottles available.  He had to settle for what?.,"refrigerator, can, soccer game, shelf, or keg",can,1,Beer can be purchased in a can.,Beer is generally sold in bottles as well as tin cans. Batman had to settle for a can of beer. One wouldn’t buy beer in a keg and the other options are not mediums in which beer is sold.,,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",858a5eaa587fe0e266722228671a6bd1,858a5eaa587fe0e266722228671a6bd1,3,"Where can you find the meaning of ""ficus""?","apartment, middle east, arboretum, libary, or dictionary",dictionary,0,"Dictionary have mostly meaning of all the words so  Ficus is word the meaning of which one can find in dictionary.
            Apartment cannot define the word ficus.Libary cannot give meaning of ficus as its just a place where one can find many books.
            Person cannot find the meaning of ficus in the middle east.Arboretum can have ficus but one cannot find the meaning of ficus there.","The word ""ficus"" can be found in dictionaries (in the dictionary definition for the word ""ficus""), because dictionaries contain (among other things) definitions for words.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",858a5eaa587fe0e266722228671a6bd1,858a5eaa587fe0e266722228671a6bd1,3,"Where can you find the meaning of ""ficus""?","apartment, middle east, arboretum, libary, or dictionary",dictionary,0,"Dictionary have mostly meaning of all the words so  Ficus is word the meaning of which one can find in dictionary.
            Apartment cannot define the word ficus.Libary cannot give meaning of ficus as its just a place where one can find many books.
            Person cannot find the meaning of ficus in the middle east.Arboretum can have ficus but one cannot find the meaning of ficus there.","The word ""ficus"" can be found in dictionaries (in the dictionary definition for the word ""ficus""), because dictionaries contain (among other things) definitions for words.",,,2,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",858a5eaa587fe0e266722228671a6bd1,858a5eaa587fe0e266722228671a6bd1,3,"Where can you find the meaning of ""ficus""?","apartment, middle east, arboretum, libary, or dictionary",dictionary,0,"Dictionary have mostly meaning of all the words so  Ficus is word the meaning of which one can find in dictionary.
            Apartment cannot define the word ficus.Libary cannot give meaning of ficus as its just a place where one can find many books.
            Person cannot find the meaning of ficus in the middle east.Arboretum can have ficus but one cannot find the meaning of ficus there.","The word ""ficus"" can be found in dictionaries (in the dictionary definition for the word ""ficus""), because dictionaries contain (among other things) definitions for words.",,,1,
"Given 2 explanations for a decision, select the best one.","This task will involve reading 2 explanations for the answer to a ""commonsense"" question and selecting the best one.","commonsense, explanations, AI, reading, interpretation",b3dc6d6a5e2f9d7da8eb72816c80b3f8_1,b3dc6d6a5e2f9d7da8eb72816c80b3f8_1,greedy,"The goal was to hit the target, but a projectile ball can't hit anything if it isn't in what?","arcade, motion, ocean, tennis court, or flintlock",motion,0,"A projectile ball can hit target if it is in motion. Projectile ball cant meet target in an ocean. Projectile ball is not present in tennis court, arcade and flintlock.",A projectile ball is a ball that is thrown or shot. It can't hit anything if it isn't in motion.,,,2,
