Title,Description,Keywords,Id1,Event1,Id2,Event2,Id3,Event3,Answer.Event1,Answer.Event2,Answer.Event3,Answer.after1,Answer.after2,Answer.after3,Answer.before1,Answer.before2,Answer.before3,Answer.event-valid1,Answer.event-valid2,Answer.event-valid3
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",NmFuk+TcXABhifQatUG73w==,PersonX gives it away,hOWBXMl1a9J2E6WTSO8d2w==,PersonX leaves PersonY's mom,WUh9tFQHpdMZRlHmnKOhAg==,PersonX ranges in age to years,PersonX gives it away,PersonX leaves PersonY's mom,PersonX ranges in age to years,hands off the item to a kid,gets a divorce,categorizes students by age,doesnt need the toy anymore,has a child with PersonY's mom,teaches school,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",dU3UygadL+N1NIMmIIiwZQ==,PersonX wants to play,cGEQ8NKN0HNx/T1Kahno5Q==,PersonX goes every weekend,ednSZNvImyb/XvNv9zTwLA==,PersonX gives PersonY a account,PersonX wants to play,PersonX goes every weekend,PersonX gives PersonY a account,calls their friends,has to go to work on Monday,transfers the amount,is bored,likes to party,owes PersonY money,,on,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",+O+pfjJhehS/GZfZN0sSHw==,PersonX breaks the deadlock,6iY6P1lEs5Z+GgAPc+W82w==,PersonX wants a change,Mzi5eHc7GiwFjrUL6RbW1w==,PersonX makes PersonY headway,PersonX breaks the deadlock,PersonX wants a change,PersonX makes PersonY headway,celebrates.,buys new wallpaper.,{},races even.,inherits a house.,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",PpXXq2SAsOpQPJCu0CM2HQ==,PersonX knows anything,QbSJDUAPl7tSe0ZgsFvLDw==,PersonX shops at the store,Xvr7TIsPd5D2e2Rmza3RaQ==,PersonX hightails it,PersonX knows anything,PersonX shops at the store,PersonX hightails it,{},leaves the store,gets pulled over by a cop,{},drives to the store,runs a stop sign,on,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",LcrPCdGVHTsl5d9E9/vHKA==,PersonX rubs PersonY's thumb,lfFg/WLYsRmfmJo85BvMEw==,PersonX loves tacos,SBX0GPFAK1o4ud5SlidrmQ==,PersonX gains PersonY's confidence,PersonX rubs PersonY's thumb,PersonX loves tacos,PersonX gains PersonY's confidence,feels the wart on PersonY's thumb.,eats 10 tacos.,steals PersonY's money.,is holding PersonY's hand.,goes to a taco stand.,works with PersonY.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",QREe67shdsYyD7KUIXYeTg==,PersonX risks PersonY's lives,KCcC1iTtlAFGuC8SMs6iWw==,PersonX never told,XkEZue3MHXWtnpVH1DUl4A==,PersonX begs PersonY's mom,PersonX risks PersonY's lives,PersonX never told,PersonX begs PersonY's mom,gets to the destination safely,refuses to talk about the secret,attends the concert with PersonY,is speeding on the highway,listens to PersonY tell a secret,wants to go to a concert with PersonY,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Plto5IxzzK4dEULfgVdHsQ==,PersonX accidentally poured,ylQEyznOYNX+kGr6+RaO7Q==,PersonX changes a flat tire,fyvCR95Ac8qbAH0kibdGFw==,PersonX thanks PersonX's mom,PersonX accidentally poured,PersonX changes a flat tire,PersonX thanks PersonX's mom,spilled all over the table.,continues the road trip.,enjoys the rest of the party.,is going to dinner with friends.,is going on a road trip.,is going to a party thrown by a friends parents.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",nAMhrqQgyZ1w5sViXw5C0Q==,PersonX maintains PersonY's authority,b861b08aARlcQhVw6SxRvw==,PersonX leaves PersonX's family,UIgUGkCKqU8naEuWhuDZPg==,PersonX goes on with PersonX's work,PersonX maintains PersonY's authority,PersonX leaves PersonX's family,PersonX goes on with PersonX's work,{},moves away,finishes the job for the day,{},has an affair,stops for a drink,on,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",6aP3CqJoJNq33ECLvBdIWg==,PersonX learns to play an instrument,ga4YnahLP+PkHLh7wL89Tg==,PersonX feels very sick,apaJcpcL/U7FJrEA9iP65g==,PersonX finds PersonY's way back,PersonX learns to play an instrument,PersonX feels very sick,PersonX finds PersonY's way back,plays at the local bar.,ended up in the hospital,was so glad that they were safe,went to class every day,went out to eat.,got a call from PersonY,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ZwenfYhPTHLtx/uScgl2Cg==,PersonX practices every night,kzqiyRdxQA/+L/NDyQGWCA==,PersonX is looking for a job,NkvTIIIZNwT3l2kp2Gn0bw==,PersonX finds the perfect one,PersonX practices every night,PersonX is looking for a job,PersonX finds the perfect one,plays an amazing solo.,gets a new job.,gifts the package.,wins the trumpet solo in the spring concert.,loses their job.,needs a gift for their mother.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",cmRZmJwk4vg/gmzCu7dAww==,PersonX sells PersonY a bill of goods,Ki9khL0XRtmxgIaqdgGHWg==,PersonX builds muscle,rhpQi6zHFJvg0vtUgiCXPw==,PersonX puts the fish,PersonX sells PersonY a bill of goods,PersonX builds muscle,PersonX puts the fish,makes a profit.,looks great.,cooks the fish for dinner.,has a store.,needs to get stronger.,catches a fish.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",xj61rcLGhY/xtrDm4C9RXw==,PersonX goes to the mat,dNLkuXWBVkJyOSSGarlY7Q==,PersonX watches PersonX's diet,Y58XmNlPlzBvZh44eJM7EQ==,PersonX fixes the tire,PersonX goes to the mat,PersonX watches PersonX's diet,PersonX fixes the tire,does 30 situps and is pretty tired out,congratulates his friend after 2 weeks for slimming down,can now go to the party and say hi to his friends,wants to do situps to lose weight,wants to help his friend lose weight,runs over a nail in his driveway and punctures his tire,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",AnCmxBIs+288hNRZHuY5tQ==,PersonX provides PersonY analysis,pFNai3bTtI3lJgx0vkEwdQ==,PersonX finds something else,MXUbrzPr/ZoAi9/nfIykwA==,PersonX hands PersonY a glass,PersonX provides PersonY analysis,PersonX finds something else,PersonX hands PersonY a glass,goes home,eats something else,drinks from PersonX's glass,creates an analysis,forgot PersonX's lunchbox,pours a drink,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",QyuTa6MpCNvXdqveEiw3Sg==,PersonX attends a wine tasting,kN0Ffb6CunvUBV/S+lfrVA==,PersonX sells it on ebay,wo4IxI2v/l+RgITg6OxBHQ==,PersonX takes PersonY's shoes,PersonX attends a wine tasting,PersonX sells it on ebay,PersonX takes PersonY's shoes,now has new favorite wines.,uses the money to buy something else.,returns the shoes afterwards.,wants to try different wines.,purchases a new toy.,wants to go on a run.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",gFqTVgRW5AC1Q7creysAsQ==,PersonX improves PersonX's status,polph52bwQpfb8EA26Z2ug==,PersonX starts ringing,FO25S4hh6rAoKmggOoBP+Q==,PersonX receives PersonX's degree,PersonX improves PersonX's status,PersonX starts ringing,PersonX receives PersonX's degree,befriends others,{},applies for a job,works hard,{},goes to college,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",RnoVjps6/swWoKgY1QmWWA==,PersonX invites all PersonY's friends over,BmjgU58P6tK2ggxPD/QYzw==,PersonX gets a zero,pSobxvFhOOoBY5LxZW4i4Q==,PersonX pushes PersonY aside,PersonX invites all PersonY's friends over,PersonX gets a zero,PersonX pushes PersonY aside,cleans up after the party.,studies harder the next time.,is punched by PersonY.,decides to throw a party for PersonY.,doesn't study for a test.,gets angry at PersonY for stealing.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",MRCfwaNLxIvcEGiCJh3eEw==,PersonX looks at PersonX's wife,gNTySGBhDaMs30R59u5LhQ==,PersonX enjoys the snow,Au9BsluiD4hCabhoEjY69g==,PersonX needs a place to live,PersonX looks at PersonX's wife,PersonX enjoys the snow,PersonX needs a place to live,gets up to help carrying in the groceries,warms up by a fireplace,moves in with a friend temporarily,hears PersonX's wife walk in the door,buys a new winter coat and boots,gets evicted,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",mq5vB+QRezE/7ptwv5JjxA==,PersonX enforces this article by legislation,mA4GnYRCs89StDTKg9qo9A==,PersonX gets PersonY to stop,VODMozPQCCnVYLKMBgXhxg==,PersonX skips class,PersonX enforces this article by legislation,PersonX gets PersonY to stop,PersonX skips class,lobbies for legislation,gives personY a flower,gets an after school,writes an article,walking to school,is late for class,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Hkt15Kod3SqfVXXeNgjs6A==,PersonX gains PersonX's ends,PRKVL/BYedlb8G3GoCCxeQ==,PersonX wants to be friends,r3mELifhFw7M8Koc43cWLQ==,PersonX runs smoothly,PersonX gains PersonX's ends,PersonX wants to be friends,PersonX runs smoothly,{},asks the girl on a play date.,stretches afterwards.,{},meets a cute girl.,goes for a jog.,on,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",aJTOK/hNzPnMz+KjaUrTeA==,PersonX meets PersonX's boyfriend 's parents,KZCaHWmiOW1+6RtEslvHnQ==,PersonX has a big test tomorrow,wd00SG0nHFEaDj3m4W+DgA==,PersonX is loud and obnoxious,PersonX meets PersonX's boyfriend 's parents,PersonX has a big test tomorrow,PersonX is loud and obnoxious,X gives PersonX's boyfriend 's parents a hug.,X receives the highest grade.,X enters the principal's office.,X drives to PersonX's boyfriend.,X reviews for the test.,X gets into a fight.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",lQ+97k+sv3+NglmxSa6FCg==,PersonX gives PersonY's permission,eTXeulHIGXau2PDaNy5Jvw==,PersonX drops PersonY's laptop,axBbs+VO/1Z7O+1CTGLXCw==,PersonX up all night studying,PersonX gives PersonY's permission,PersonX drops PersonY's laptop,PersonX up all night studying,feels good for helping someone out,is down because they know it is going to cost them money,Passes the exam but is very tired,is asked to lend their car,is careless when walking and stumbles,Has an exam the next day,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",uGh/XocKDFUfa1qq9Q/T7g==,PersonX receives an f,KPMoHz1u8dcPv1gCqmK/kw==,PersonX smells something,9JDwRkEolt5ZScv6DZoEGA==,PersonX expresses PersonY gratitude,PersonX receives an f,PersonX smells something,PersonX expresses PersonY gratitude,leaves the classroom,moves the body,leaves the restaurant,takes a test,hides the body in the basement,leaves the tip on the table.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",eLVfPphqbIT2iDvKd9gqRg==,PersonX changes without notice,Iqnf0dwIi/CMKVlhx58HVw==,PersonX takes the game,cHcQRE896X755C7kVXHgaA==,PersonX mounts PersonX's horses,PersonX changes without notice,PersonX takes the game,PersonX mounts PersonX's horses,is a new person,goes home,rides off into the hills,is one way,loses the game,walks to PersonX's stable,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",5Me9BiRdOT94vYuSOqBGZw==,PersonX pays PersonY bill,n1DOSRqvYqj7MT3+XK3jaw==,PersonX means PersonY harm,f5sS7sf1j+egZ54nI8fGHA==,PersonX swings open,PersonX pays PersonY bill,PersonX means PersonY harm,PersonX swings open,takes out additional money to leave a tip,punches PersonY in the face,hits a double to the opposite field,eats dinner at the restaurant with PersonY,approaches PersonY,walks into the batter's box,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",yFiEu6SgNhHZCYN6smC5JA==,PersonX loves cats,+d3vNyuEc6+vf2XXCvWywg==,PersonX checks on PersonX's son,TlEsqRltdF6Pf6XUbZM30g==,PersonX commits to PersonX's charge,PersonX loves cats,PersonX checks on PersonX's son,PersonX commits to PersonX's charge,adopts a kitten.,walks to PersonX's son's room.,{},goes to the animal shelter.,is babysitting for PersonX.,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",8CvmHOxCWBPjjvtSPJ9Nyw==,PersonX works as a cashier,ACyhcIwjD4bC7Leb/PA+yg==,PersonX enjoys it a lot,aykhPUhrnSprj1huCeBVdQ==,PersonX tries again next year,PersonX works as a cashier,PersonX enjoys it a lot,PersonX tries again next year,Gets paid at the end of the week,is happy they had a good day,but the same thing happens again,Goes to their job at the supermarket,Goes to a football match,breaks their new year resolution very quickly,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",cSum+wb1vchj/vgKsgIdaQ==,PersonX walks to the park,YC2xLKriORLY4dtoQfZXBg==,PersonX crashes PersonX's bike,YRMHiZjjTUAPA1uYdnfAiQ==,PersonX finds time,PersonX walks to the park,PersonX crashes PersonX's bike,PersonX finds time,arrives at the park.,buys PersonX a new bike.,{},goes out for a walk.,borrows PersonX's bike.,{},,,on
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",DtXBfOrFBbZBnW8EjNcJDQ==,PersonX checks the internet,/7BP5whdBsJOiNKehWhtlA==,PersonX is waiting for the bus,w3vp5xbsukhvIFQMBYBlVA==,PersonX watches PersonY carefully,PersonX checks the internet,PersonX is waiting for the bus,PersonX watches PersonY carefully,turns computer off,gets on the bus,asks PersonY if they need help,logs onto the computer,leaves the house,sees PersonY enter the store,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",kVQhnL0INl7XrO+Fkkdktg==,PersonX does not get the job,b+aNwBov82VSCdShAY5X3A==,PersonX is called into PersonX's boss 's office,gHjbW5yHN/oDG/av2kBgjw==,PersonX buys the farm,PersonX does not get the job,PersonX is called into PersonX's boss 's office,PersonX buys the farm,applies for more jobs.,is suspended from work by the boss.,plants crops at the farm.,applies for a job.,does the wrong thing at work.,wants to be a farmer.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",he8t1BamaI0siIgf/RKJgA==,PersonX carries out PersonX's plan,PV2n35rWnVGvGUZasjvD1Q==,PersonX checks out my two newest creations,sS/TwLftRmBitQ7lbIArzQ==,PersonX watches the storm,PersonX carries out PersonX's plan,PersonX checks out my two newest creations,PersonX watches the storm,enjoys their new purchase.,buys two new pieces of art.,experiences a power outage.,plans to buy a new phone.,finds out about the art show.,reads a phone alert about a lightning storm.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ZBotLwXXJlioKEjnKBI6XA==,PersonX eventually decided,/14N+EkVaPMq9sJ8hjZXrg==,PersonX lifts PersonY head,JN2Gaq0uWvZmwnGsodO7Gg==,PersonX tries to go to sleep,PersonX eventually decided,PersonX lifts PersonY head,PersonX tries to go to sleep,relaxes.,shampoos PersonY's head.,watches a movie.,weighs the pros and cons.,wets PersonY's head,turns off the lights,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",q4zWI+tpiZiEIkPfZ7Y/7g==,PersonX is feeling tired,Wn5eAmnqEJt0XWkMoRgQaw==,PersonX works fine,sMgDElv0K5pwkult+gL+7Q==,PersonX expresses PersonX's opinion,PersonX is feeling tired,PersonX works fine,PersonX expresses PersonX's opinion,takes a nap.,gets a raise.,is ridiculed by others.,parties all night.,gets a new job.,goes to a town hall meeting.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",BQlO2AcHY+jiq+zBNuL9ig==,PersonX gives PersonY PersonZ's opinion,7wOjd6xQrlfAyjbH4N5AcQ==,PersonX needs a new couch,twz/FSOTQDHZCbLR5tZY7w==,PersonX gets PersonX's dream job,PersonX gives PersonY PersonZ's opinion,PersonX needs a new couch,PersonX gets PersonX's dream job,is glad that his two friends understand each other and get along now,goes to the store the next day to pick something out he would like,takes his friend out for supper that night,sees that his friend doesnt understand what someone else is trying to say,spills wine on his leather sofa and ruins it,sees that his friend is mad and needs money,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",fiveMyOHjqENGADVnT+PKw==,PersonX takes anger management classes,lj88iEqasBnwsMNBlhrXmg==,PersonX calls everyone,TjiD00JQduX2nxzoRderGw==,PersonX asks PersonY's friends for help,PersonX takes anger management classes,PersonX calls everyone,PersonX asks PersonY's friends for help,apologizes to his friend for overreacting for what he did,is relieved to have found out where it was,buys everyone that helped a pizza and pop,punches his friend for trying to steal his cat,cant remember where he lost his credit card,needs to move out of his house by tomorrow,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",hEkWiZFLTDdeWtBPlm14ig==,PersonX gives PersonY's detention,gcuS9ij+Vai8XMz5fgpG1w==,PersonX calls PersonY's work,Xi4px5RGxhf86TKq1Dei+Q==,PersonX plays board games,PersonX gives PersonY's detention,PersonX calls PersonY's work,PersonX plays board games,continues with their lesson plan.,speaks with PersonY.,wins the game.,sees PersonY sleeping in class.,makes a phone call.,is playing a game.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",AE1mwfUUz+AOCf1qYv0vIw==,PersonX goes potty,wQs58dVIUq+1qhKAUOzhJw==,PersonX leaves the apartment,pHHVQePH7KG6mQB4zc/bAg==,PersonX does a pretty good job,PersonX goes potty,PersonX leaves the apartment,PersonX does a pretty good job,washes their hands.,drives away from the apartment.,takes a picture.,rushes into the house.,turns on the alarm system.,hangs wallpaper.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Nk8CL5ZTiD8kyukHlLNs+w==,PersonX pushes PersonY's hands,qrO3h6pgz0gymvsBIkG8kQ==,PersonX sees my favorite band,qVjNA+TwR9/lfPg4VzGNGA==,PersonX is good enough,PersonX pushes PersonY's hands,PersonX sees my favorite band,PersonX is good enough,tells him to not ever do that again,asks the lead singer for an autograph for me,gives her a hug and tells her that he will call her later,sees someoen coming up to him to steal his wallet,asks if i want to go to the show later that night,thinks hes not good enough to get a girl's number,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",hOusaYjbKiv8gwxRXDaKMg==,PersonX is in the right place,42jGNuPmgcRsf8/uxrvk0Q==,PersonX props up the bar,YC03tExUy0y0ApC+/3BWww==,PersonX watches some television,PersonX is in the right place,PersonX props up the bar,PersonX watches some television,place the map in the compartment,makes a drink,flips through the channels,find the map,walks into the room,is bored,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",8BN+H5k5QE57Oc9+oUtImA==,PersonX buys a new pair,A7GSVDRL0wjKj1Adfv0kow==,PersonX talks on the phone,egOakqHe1OhB5+QXD5e4Xw==,PersonX gets glasses,PersonX buys a new pair,PersonX talks on the phone,PersonX gets glasses,X runs a marathon in the new shoes.,X receives support from friends.,walks into  the right bathroom from now on.,X trips over a ripped shoe sole.,X breaks up with a significant other.,X walks into the wrong bathroom.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",LIllyMmFd9clDNQUySitOQ==,PersonX really wanted to go,o9uzVCgaQ/jIreYN2bqiIg==,PersonX tries to decide,wbI//EpqvxKmyOYUeOjI1w==,PersonX drives from florida,PersonX really wanted to go,PersonX tries to decide,PersonX drives from florida,gets ready for work.,asks a friend for help.,arrives in New York.,is no longer going to the concert.,likes both of the shirts.,visits family.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",p+/UEQwf0dossE2F7D7vWQ==,PersonX trains every day,c7iOhGuEi7T8ZcMowXaQKA==,PersonX keeps my eyes open,NFRG9xiSktZMtuhAnfFydQ==,PersonX files PersonY application,PersonX trains every day,PersonX keeps my eyes open,PersonX files PersonY application,finally runs the marathon.,rubs the back of my head.,calls PersonY for an interview.,decides to run a marathon.,sees that I am tired.,gets an application from PersonY.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",n8xA6KLqA6Jan1HREtm9tw==,PersonX gets it checked out,+06TRp4vsUNKhttcRXqguQ==,PersonX gives PersonY a hearing,B/MeAfXbd6PFaKBGU1ELlA==,PersonX decides to go back home,PersonX gets it checked out,PersonX gives PersonY a hearing,PersonX decides to go back home,schedules surgery,sentences PersonY to jail,changes their pants,has a lump,approaches the bench,rips their pants,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",mJs9CA3aePNoTIQua/Kz7g==,PersonX takes the new job,pFE3X9mkwX80Hz2XK0dR3Q==,PersonX keeps an eye out,i63CfjbbypdQohD3BZjmWQ==,PersonX really wanted a puppy,PersonX takes the new job,PersonX keeps an eye out,PersonX really wanted a puppy,gives notice at her current job.,finds the pet.,adopts a dog.,applies to a new job.,loses a pet.,plays with the neighbor's dog.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",2DhQEqeY/RYwa5Amr8LsOw==,PersonX begins working,0YOGr5UV+j/zzGjuuP9wQA==,PersonX eats all of PersonY's food,ZntetmQcgIahkEoJe7qBhg==,PersonX finds food,PersonX begins working,PersonX eats all of PersonY's food,PersonX finds food,takes a lunch break,needs to use the bathroom,takes food home,Walks into work,eat their food,grabs a basket,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",uGTbOoqTJ+GPW/D4CRwThw==,PersonX has to get a cast,teasgD9hLzUgKylsgtblhA==,PersonX loves PersonX's trip,XZO1jdiMj02ZAUuF8iclMA==,PersonX takes a turn for the better,PersonX has to get a cast,PersonX loves PersonX's trip,PersonX takes a turn for the better,is now using crutches to get around.,is planning to travel again.,decides to eat some soup.,breaks his leg.,is traveling by train.,is not feeling well.,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",t35FfUDydALwRwrsB/HwWg==,PersonX is going to throw up,maLz3TdpLB8plJD+pjnjsA==,PersonX celebrates PersonX's victory,5ysLapcvFp0XIJy7bcMn/g==,PersonX hides PersonY's face,PersonX is going to throw up,PersonX celebrates PersonX's victory,PersonX hides PersonY's face,runs to trash can,takes trophy home,goes to jail,gets off of a ride,finishes first,kidnaps PersonY,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",ST/U7hb+wvZUrgiAixCp2Q==,PersonX gets back on the horse that bucked you,aJxdI15RPHpS4vxtNrqO8Q==,PersonX achieves PersonX's objectives,w22BKQTAPI2+Cf/0BnviPQ==,PersonX pushes PersonY's way,PersonX gets back on the horse that bucked you,PersonX achieves PersonX's objectives,PersonX pushes PersonY's way,said they wanted to do it again.,decided to go home a relax.,was able to get the bill passed,visited the farm.,had to get the report done by 5pm,need PersonY to agree to the bill,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",dD213T9RvBDs7BPCCtCjkA==,PersonX buys a new pair of boots,vAv/AUF+O1CVODcxla2G0Q==,PersonX speaks well of PersonY,bojXgMy55hEWWHhkpiqsBw==,PersonX brushes PersonY's fingers,PersonX buys a new pair of boots,PersonX speaks well of PersonY,PersonX brushes PersonY's fingers,proudly wears their new boots,convinces their friend to date PersonY,apologizes to PersonY,goes to the shoe store,tries to set their friend up on a blind date,walks through a crowd,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",LQ9TI5+CFVui112PDxqEwA==,PersonX takes the offensive,pweCnZSATYcIb6gL1NDgxA==,PersonX has a great night,tZPFpN4GaKrl15pk/M3Asw==,PersonX hits PersonY's friend,PersonX takes the offensive,PersonX has a great night,PersonX hits PersonY's friend,scores the winning goal,takes a taxi home,apologizes the next day,plays in a soccer game,goes to a friend's party,has an argument with PersonY's friend,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Cvs1q9jgWPA1Icm53VlTiA==,PersonX leaves PersonY holding the baby,gUY7A30k3ceNcsG7fwat4Q==,PersonX enjoys the music,innCZDQ3+oqcDhl3cAo/rg==,PersonX cries every night,PersonX leaves PersonY holding the baby,PersonX enjoys the music,PersonX cries every night,thanks PersonY,closes eyes,loses weights,washes hands,turns on the CD player,gets divorced,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Vhsnd1QCk3OcLLsot2BT1Q==,PersonX sees PersonY this afternoon,KLInslpXwqsSUE/21UK+7w==,PersonX shakes PersonY's head,Y36kThEevX/o0fD59s1ATA==,PersonX takes PersonX's watch off,PersonX sees PersonY this afternoon,PersonX shakes PersonY's head,PersonX takes PersonX's watch off,and PersonY go to dinner together,makes PersonY feel better,replaces the battery with a new one,calls PersonY on the phone,sees PersonY is in pain,discovers PersonX's watch battery has died,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",/+icuJP6QsDVjTh2oh0lzg==,PersonX stops my car,wZSs2aUnF9Y9F2B17KOW6Q==,PersonX owns a dog,JSRy8Vno78St9mcdUfkYRA==,PersonX presses PersonY's hand,PersonX stops my car,PersonX owns a dog,PersonX presses PersonY's hand,turns the car off,takes the dog home,apologizes to PersonY,presses the breaks,buys a dog,grabs PersonY's hand,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",paH9t2Th6+NYgk9Kg5xC3w==,PersonX saves PersonX's breath,XQga2lEIvfOy7OprFXEE/g==,PersonX loses PersonX's life,Sf1iDhf71yq4RZCLHYq87A==,PersonX wants to try,PersonX saves PersonX's breath,PersonX loses PersonX's life,PersonX wants to try,{},leaves behind family,drops the balls,{},jumps from a bridge,watches the juggler,on,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",TqvxVQdsGrokPN0TD4C4ow==,PersonX offer PersonY a position,SpSzwjTaQI8uCx/l2taCJg==,PersonX makes PersonY apology,LexsXM8WOmHHBF/6T/Y+QQ==,PersonX becomes happier,PersonX offer PersonY a position,PersonX makes PersonY apology,PersonX becomes happier,trains PersonY,{},plays games on the laptop,interviews PersonY,{},buys a new laptop,,on,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",2WiAW8oUy8Ij+xWL9L9vwA==,PersonX takes a cab home,O9dLvouwyRq2PpPB/A7YTA==,PersonX gives PersonY account,DgUXdoca5ntE9cdxoS1mrw==,PersonX announces to everyone,PersonX takes a cab home,PersonX gives PersonY account,PersonX announces to everyone,falls asleep immediately upon laying down,shows PersonY how to deposit money,sits down as everyone applauds,gets very drunk at the bar,meets PersonY at the bank,stand up and clears their,,,
Describe what happens before/after events.,Read a short event description. Describe what happens before/after the event.,"text, event, description, annotation",Nr1zLHa5mkMyVYLlAr+RcQ==,PersonX visits family,1Jg1JeOS5WzSAq2PE2cd8w==,PersonX drinks tea,O8SKfTpWGhrdyYEb/V/5kw==,PersonX looks after PersonX's interests,PersonX visits family,PersonX drinks tea,PersonX looks after PersonX's interests,stays the night,relaxes on the swing,signs up for an extra shift,misses home,is thirsty,needs to work overtime,,,
