Title,Description,Keywords,text,Answer.comment,Answer.highlights,Answer.submit,Approve,Reject
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MANSFIELD &#44; Texas -- Not every kid can say he made the discovery of a lifetime before he started kindergarten . Wylie Brys can . The 4-year-old from southeast Arlington was searching for fish fossils in Mansfield with his dad &#44; Tim &#44; last fall when the preschooler came back with a bone that has excited even seasoned paleontologists from Southern Methodist University . The 3-inch chunk turned out to be part of a Nodosaurus &#44; a 94-million-year-old dinosaur that looked like a ' fat &#44; squatty cow with armor &#44; ' said Michael Polcyn &#44; an SMU paleontologist . The scientists were initially skeptical about what they would find on the construction site near the new Sprouts Farmers Market less than 100 yards from busy Matlock Road . They thought the bone was probably from a plesiosaur &#44; which ' we have all over the Metroplex &#44; ' SMU paleontologist Dale Winkler said . ' We were not expecting to find much of it &#44; ' Winkler said . ' It looked like the bones had been spread around . We started digging and one bone connected to another bone that connected to another bone that connected to another bone . ',,00000000000000010001000000000000000000000000000100000000011000000000000000000000000000000000000000100001100000000000000000000000000000100100000000000010000000010000000000000000000000010001000000000100000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MANSFIELD &#44; Texas -- Not every kid can say he made the discovery of a lifetime before he started kindergarten . Wylie Brys can . The 4-year-old from southeast Arlington was searching for fish fossils in Mansfield with his dad &#44; Tim &#44; last fall when the preschooler came back with a bone that has excited even seasoned paleontologists from Southern Methodist University . The 3-inch chunk turned out to be part of a Nodosaurus &#44; a 94-million-year-old dinosaur that looked like a ' fat &#44; squatty cow with armor &#44; ' said Michael Polcyn &#44; an SMU paleontologist . The scientists were initially skeptical about what they would find on the construction site near the new Sprouts Farmers Market less than 100 yards from busy Matlock Road . They thought the bone was probably from a plesiosaur &#44; which ' we have all over the Metroplex &#44; ' SMU paleontologist Dale Winkler said . ' We were not expecting to find much of it &#44; ' Winkler said . ' It looked like the bones had been spread around . We started digging and one bone connected to another bone that connected to another bone that connected to another bone . ',,00000000000010000000000000000000000000000000000000000000011000000000000000000000000000000000000000000001100000000000000000000100000000000000000000000000000000010000000000000000000000000001000010000100000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MANSFIELD &#44; Texas -- Not every kid can say he made the discovery of a lifetime before he started kindergarten . Wylie Brys can . The 4-year-old from southeast Arlington was searching for fish fossils in Mansfield with his dad &#44; Tim &#44; last fall when the preschooler came back with a bone that has excited even seasoned paleontologists from Southern Methodist University . The 3-inch chunk turned out to be part of a Nodosaurus &#44; a 94-million-year-old dinosaur that looked like a ' fat &#44; squatty cow with armor &#44; ' said Michael Polcyn &#44; an SMU paleontologist . The scientists were initially skeptical about what they would find on the construction site near the new Sprouts Farmers Market less than 100 yards from busy Matlock Road . They thought the bone was probably from a plesiosaur &#44; which ' we have all over the Metroplex &#44; ' SMU paleontologist Dale Winkler said . ' We were not expecting to find much of it &#44; ' Winkler said . ' It looked like the bones had been spread around . We started digging and one bone connected to another bone that connected to another bone that connected to another bone . ',,00000000000010000001000000000000000000000000000000000000011000000000000000000010000000100000000000000001100000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MANSFIELD &#44; Texas -- Not every kid can say he made the discovery of a lifetime before he started kindergarten . Wylie Brys can . The 4-year-old from southeast Arlington was searching for fish fossils in Mansfield with his dad &#44; Tim &#44; last fall when the preschooler came back with a bone that has excited even seasoned paleontologists from Southern Methodist University . The 3-inch chunk turned out to be part of a Nodosaurus &#44; a 94-million-year-old dinosaur that looked like a ' fat &#44; squatty cow with armor &#44; ' said Michael Polcyn &#44; an SMU paleontologist . The scientists were initially skeptical about what they would find on the construction site near the new Sprouts Farmers Market less than 100 yards from busy Matlock Road . They thought the bone was probably from a plesiosaur &#44; which ' we have all over the Metroplex &#44; ' SMU paleontologist Dale Winkler said . ' We were not expecting to find much of it &#44; ' Winkler said . ' It looked like the bones had been spread around . We started digging and one bone connected to another bone that connected to another bone that connected to another bone . ',,00000000000010000000000000000000001000000000000000000001010000000000000000000000000000100000000000000001100000000000000000000000000000100000000000000000000000010000000000000000000000010000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MANSFIELD &#44; Texas -- Not every kid can say he made the discovery of a lifetime before he started kindergarten . Wylie Brys can . The 4-year-old from southeast Arlington was searching for fish fossils in Mansfield with his dad &#44; Tim &#44; last fall when the preschooler came back with a bone that has excited even seasoned paleontologists from Southern Methodist University . The 3-inch chunk turned out to be part of a Nodosaurus &#44; a 94-million-year-old dinosaur that looked like a ' fat &#44; squatty cow with armor &#44; ' said Michael Polcyn &#44; an SMU paleontologist . The scientists were initially skeptical about what they would find on the construction site near the new Sprouts Farmers Market less than 100 yards from busy Matlock Road . They thought the bone was probably from a plesiosaur &#44; which ' we have all over the Metroplex &#44; ' SMU paleontologist Dale Winkler said . ' We were not expecting to find much of it &#44; ' Winkler said . ' It looked like the bones had been spread around . We started digging and one bone connected to another bone that connected to another bone that connected to another bone . ',do we have to highlight more than one of the same word? I did I wasn't quite sure.,00000000000010000000000000000000000000000000000000000000011000000000000000100000000000000000000000100000100000001000000000000000000000100100000000100000000000000000000000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MANSFIELD &#44; Texas -- Not every kid can say he made the discovery of a lifetime before he started kindergarten . Wylie Brys can . The 4-year-old from southeast Arlington was searching for fish fossils in Mansfield with his dad &#44; Tim &#44; last fall when the preschooler came back with a bone that has excited even seasoned paleontologists from Southern Methodist University . The 3-inch chunk turned out to be part of a Nodosaurus &#44; a 94-million-year-old dinosaur that looked like a ' fat &#44; squatty cow with armor &#44; ' said Michael Polcyn &#44; an SMU paleontologist . The scientists were initially skeptical about what they would find on the construction site near the new Sprouts Farmers Market less than 100 yards from busy Matlock Road . They thought the bone was probably from a plesiosaur &#44; which ' we have all over the Metroplex &#44; ' SMU paleontologist Dale Winkler said . ' We were not expecting to find much of it &#44; ' Winkler said . ' It looked like the bones had been spread around . We started digging and one bone connected to another bone that connected to another bone that connected to another bone . ',,00000000000010000000000000000000001000000000000000000001011000000000000000100000000000100000000000100000100000001000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",MANSFIELD &#44; Texas -- Not every kid can say he made the discovery of a lifetime before he started kindergarten . Wylie Brys can . The 4-year-old from southeast Arlington was searching for fish fossils in Mansfield with his dad &#44; Tim &#44; last fall when the preschooler came back with a bone that has excited even seasoned paleontologists from Southern Methodist University . The 3-inch chunk turned out to be part of a Nodosaurus &#44; a 94-million-year-old dinosaur that looked like a ' fat &#44; squatty cow with armor &#44; ' said Michael Polcyn &#44; an SMU paleontologist . The scientists were initially skeptical about what they would find on the construction site near the new Sprouts Farmers Market less than 100 yards from busy Matlock Road . They thought the bone was probably from a plesiosaur &#44; which ' we have all over the Metroplex &#44; ' SMU paleontologist Dale Winkler said . ' We were not expecting to find much of it &#44; ' Winkler said . ' It looked like the bones had been spread around . We started digging and one bone connected to another bone that connected to another bone that connected to another bone . ',,00000000000010000000000000000000001000000000000000000000011000000010000000100000000000100000000000000100100000001100000000000000000000000100000000000000000000000000000000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",In the midst of the stirring ' Glory &#44; ' the musical centerpiece of the Oscar-nominated movie ' Selma &#44; ' Chicago rapper Common delivers a terse summation of how words &#44; melody and a protest merged during the civil-rights movement . ' We sing &#44; our music is the cuts that we bleed through &#44; ' he raps . ' Glory ' won best original song at the Academy Awards on Sunday . The blood of dozens of African-Americans was spilled in the first of three attempted voting rights marches to the Alabama capital of Montgomery from Selma 50 years ago &#44; on March 7 &#44; 1965 . But as ' Glory ' suggests &#44; the legacy of Selma is hardly in the past . ' The movement is a rhythm to us &#44; freedom is like religion to us &#44; ' Common raps in ' Glory . ' Then he draws a connection between the '50s civil rights pioneer Rosa Parks and last year 's protests in Ferguson &#44; Missouri &#44; over the police slaying of an unarmed African-American resident &#44; Michael Brown : ' ... That 's why Rosa sat on the bus &#44; that 's why we walk through Ferguson with our hands up . ',,000001000000100000000000001100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100010000001001000000000000000000000000000010000000000000001001000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",In the midst of the stirring ' Glory &#44; ' the musical centerpiece of the Oscar-nominated movie ' Selma &#44; ' Chicago rapper Common delivers a terse summation of how words &#44; melody and a protest merged during the civil-rights movement . ' We sing &#44; our music is the cuts that we bleed through &#44; ' he raps . ' Glory ' won best original song at the Academy Awards on Sunday . The blood of dozens of African-Americans was spilled in the first of three attempted voting rights marches to the Alabama capital of Montgomery from Selma 50 years ago &#44; on March 7 &#44; 1965 . But as ' Glory ' suggests &#44; the legacy of Selma is hardly in the past . ' The movement is a rhythm to us &#44; freedom is like religion to us &#44; ' Common raps in ' Glory . ' Then he draws a connection between the '50s civil rights pioneer Rosa Parks and last year 's protests in Ferguson &#44; Missouri &#44; over the police slaying of an unarmed African-American resident &#44; Michael Brown : ' ... That 's why Rosa sat on the bus &#44; that 's why we walk through Ferguson with our hands up . ',,001001000000100100000000001100000000000000000000000000000000000000000000000000000000000100000000000000000000000000100100000000000000000000000000000000000000000000000000000000001000010000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",In the midst of the stirring ' Glory &#44; ' the musical centerpiece of the Oscar-nominated movie ' Selma &#44; ' Chicago rapper Common delivers a terse summation of how words &#44; melody and a protest merged during the civil-rights movement . ' We sing &#44; our music is the cuts that we bleed through &#44; ' he raps . ' Glory ' won best original song at the Academy Awards on Sunday . The blood of dozens of African-Americans was spilled in the first of three attempted voting rights marches to the Alabama capital of Montgomery from Selma 50 years ago &#44; on March 7 &#44; 1965 . But as ' Glory ' suggests &#44; the legacy of Selma is hardly in the past . ' The movement is a rhythm to us &#44; freedom is like religion to us &#44; ' Common raps in ' Glory . ' Then he draws a connection between the '50s civil rights pioneer Rosa Parks and last year 's protests in Ferguson &#44; Missouri &#44; over the police slaying of an unarmed African-American resident &#44; Michael Brown : ' ... That 's why Rosa sat on the bus &#44; that 's why we walk through Ferguson with our hands up . ',,001001000000100000000000001100000000100110000000000000000000000000000000000000010000000011100000000000000000000000000100000000001001000000000000000000000000001110000000000000001000110000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",In the midst of the stirring ' Glory &#44; ' the musical centerpiece of the Oscar-nominated movie ' Selma &#44; ' Chicago rapper Common delivers a terse summation of how words &#44; melody and a protest merged during the civil-rights movement . ' We sing &#44; our music is the cuts that we bleed through &#44; ' he raps . ' Glory ' won best original song at the Academy Awards on Sunday . The blood of dozens of African-Americans was spilled in the first of three attempted voting rights marches to the Alabama capital of Montgomery from Selma 50 years ago &#44; on March 7 &#44; 1965 . But as ' Glory ' suggests &#44; the legacy of Selma is hardly in the past . ' The movement is a rhythm to us &#44; freedom is like religion to us &#44; ' Common raps in ' Glory . ' Then he draws a connection between the '50s civil rights pioneer Rosa Parks and last year 's protests in Ferguson &#44; Missouri &#44; over the police slaying of an unarmed African-American resident &#44; Michael Brown : ' ... That 's why Rosa sat on the bus &#44; that 's why we walk through Ferguson with our hands up . ',,000000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000100001100000000000000000000000000000000000000100000000000000000000000000001000000000000010110000000000000000001000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",In the midst of the stirring ' Glory &#44; ' the musical centerpiece of the Oscar-nominated movie ' Selma &#44; ' Chicago rapper Common delivers a terse summation of how words &#44; melody and a protest merged during the civil-rights movement . ' We sing &#44; our music is the cuts that we bleed through &#44; ' he raps . ' Glory ' won best original song at the Academy Awards on Sunday . The blood of dozens of African-Americans was spilled in the first of three attempted voting rights marches to the Alabama capital of Montgomery from Selma 50 years ago &#44; on March 7 &#44; 1965 . But as ' Glory ' suggests &#44; the legacy of Selma is hardly in the past . ' The movement is a rhythm to us &#44; freedom is like religion to us &#44; ' Common raps in ' Glory . ' Then he draws a connection between the '50s civil rights pioneer Rosa Parks and last year 's protests in Ferguson &#44; Missouri &#44; over the police slaying of an unarmed African-American resident &#44; Michael Brown : ' ... That 's why Rosa sat on the bus &#44; that 's why we walk through Ferguson with our hands up . ',,001001000000100000000000001100000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000001000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",In the midst of the stirring ' Glory &#44; ' the musical centerpiece of the Oscar-nominated movie ' Selma &#44; ' Chicago rapper Common delivers a terse summation of how words &#44; melody and a protest merged during the civil-rights movement . ' We sing &#44; our music is the cuts that we bleed through &#44; ' he raps . ' Glory ' won best original song at the Academy Awards on Sunday . The blood of dozens of African-Americans was spilled in the first of three attempted voting rights marches to the Alabama capital of Montgomery from Selma 50 years ago &#44; on March 7 &#44; 1965 . But as ' Glory ' suggests &#44; the legacy of Selma is hardly in the past . ' The movement is a rhythm to us &#44; freedom is like religion to us &#44; ' Common raps in ' Glory . ' Then he draws a connection between the '50s civil rights pioneer Rosa Parks and last year 's protests in Ferguson &#44; Missouri &#44; over the police slaying of an unarmed African-American resident &#44; Michael Brown : ' ... That 's why Rosa sat on the bus &#44; that 's why we walk through Ferguson with our hands up . ',,001000000000100000000000001100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001001000000000000000000000010000010000000000000000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",In the midst of the stirring ' Glory &#44; ' the musical centerpiece of the Oscar-nominated movie ' Selma &#44; ' Chicago rapper Common delivers a terse summation of how words &#44; melody and a protest merged during the civil-rights movement . ' We sing &#44; our music is the cuts that we bleed through &#44; ' he raps . ' Glory ' won best original song at the Academy Awards on Sunday . The blood of dozens of African-Americans was spilled in the first of three attempted voting rights marches to the Alabama capital of Montgomery from Selma 50 years ago &#44; on March 7 &#44; 1965 . But as ' Glory ' suggests &#44; the legacy of Selma is hardly in the past . ' The movement is a rhythm to us &#44; freedom is like religion to us &#44; ' Common raps in ' Glory . ' Then he draws a connection between the '50s civil rights pioneer Rosa Parks and last year 's protests in Ferguson &#44; Missouri &#44; over the police slaying of an unarmed African-American resident &#44; Michael Brown : ' ... That 's why Rosa sat on the bus &#44; that 's why we walk through Ferguson with our hands up . ',,001001000000000000000010001000001000000000000000000001000000000000000000000000000100000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000001000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",In the midst of the stirring ' Glory &#44; ' the musical centerpiece of the Oscar-nominated movie ' Selma &#44; ' Chicago rapper Common delivers a terse summation of how words &#44; melody and a protest merged during the civil-rights movement . ' We sing &#44; our music is the cuts that we bleed through &#44; ' he raps . ' Glory ' won best original song at the Academy Awards on Sunday . The blood of dozens of African-Americans was spilled in the first of three attempted voting rights marches to the Alabama capital of Montgomery from Selma 50 years ago &#44; on March 7 &#44; 1965 . But as ' Glory ' suggests &#44; the legacy of Selma is hardly in the past . ' The movement is a rhythm to us &#44; freedom is like religion to us &#44; ' Common raps in ' Glory . ' Then he draws a connection between the '50s civil rights pioneer Rosa Parks and last year 's protests in Ferguson &#44; Missouri &#44; over the police slaying of an unarmed African-American resident &#44; Michael Brown : ' ... That 's why Rosa sat on the bus &#44; that 's why we walk through Ferguson with our hands up . ',,001001000000100100000000000100000001000110000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000010000000000000000000001000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",In the midst of the stirring ' Glory &#44; ' the musical centerpiece of the Oscar-nominated movie ' Selma &#44; ' Chicago rapper Common delivers a terse summation of how words &#44; melody and a protest merged during the civil-rights movement . ' We sing &#44; our music is the cuts that we bleed through &#44; ' he raps . ' Glory ' won best original song at the Academy Awards on Sunday . The blood of dozens of African-Americans was spilled in the first of three attempted voting rights marches to the Alabama capital of Montgomery from Selma 50 years ago &#44; on March 7 &#44; 1965 . But as ' Glory ' suggests &#44; the legacy of Selma is hardly in the past . ' The movement is a rhythm to us &#44; freedom is like religion to us &#44; ' Common raps in ' Glory . ' Then he draws a connection between the '50s civil rights pioneer Rosa Parks and last year 's protests in Ferguson &#44; Missouri &#44; over the police slaying of an unarmed African-American resident &#44; Michael Brown : ' ... That 's why Rosa sat on the bus &#44; that 's why we walk through Ferguson with our hands up . ',,001001000000100000000000001100000001100000000000000000000000000000000000000000000000000100000000000000000000000000100000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",INDEPENDENCE &#44; Mo. -- When Kari Knudtson 's 10-year-old fourth grader at Mill Creek Elementary School in Independence &#44; Mo. &#44; became wildly disruptive in school last month &#44; he was taken from his classroom and put in the school 's isolation room . Knudtson said her son has had trouble controlling his behavior in the past and ended up in time out &#44; suspension or in a ' buddy room ' alone with a school staff member until he could calm down . But an isolation room ? That she was n't familiar with . ' I did n't know that isolation rooms even existed until I learned that my son had been in one &#44; ' Knudtson said . She found out about the incident with her son on Dec. 22 &#44; the last day of classes before winter break &#44; and her son later told her it was n't his first time in isolation . Schools have dealt with students acting out in class since time immemorial . Over the years &#44; how teachers resolved potentially dangerous disruptions -- a child throwing objects &#44; for example -- has changed from a ruler to the knuckles &#44; to in-school suspension &#44; to expelling a student altogether .,,00000000000000000000000100000000000000000100000000010000000000001000000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000001000000011110000000000000000000010010000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",INDEPENDENCE &#44; Mo. -- When Kari Knudtson 's 10-year-old fourth grader at Mill Creek Elementary School in Independence &#44; Mo. &#44; became wildly disruptive in school last month &#44; he was taken from his classroom and put in the school 's isolation room . Knudtson said her son has had trouble controlling his behavior in the past and ended up in time out &#44; suspension or in a ' buddy room ' alone with a school staff member until he could calm down . But an isolation room ? That she was n't familiar with . ' I did n't know that isolation rooms even existed until I learned that my son had been in one &#44; ' Knudtson said . She found out about the incident with her son on Dec. 22 &#44; the last day of classes before winter break &#44; and her son later told her it was n't his first time in isolation . Schools have dealt with students acting out in class since time immemorial . Over the years &#44; how teachers resolved potentially dangerous disruptions -- a child throwing objects &#44; for example -- has changed from a ruler to the knuckles &#44; to in-school suspension &#44; to expelling a student altogether .,,00000000011000000000001100000000000000000100000000110100001000001000000000000000000000000000000000000000010000000000000000000000000000000001110000000000000000000000000001000000001010001000000000000100000010000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",INDEPENDENCE &#44; Mo. -- When Kari Knudtson 's 10-year-old fourth grader at Mill Creek Elementary School in Independence &#44; Mo. &#44; became wildly disruptive in school last month &#44; he was taken from his classroom and put in the school 's isolation room . Knudtson said her son has had trouble controlling his behavior in the past and ended up in time out &#44; suspension or in a ' buddy room ' alone with a school staff member until he could calm down . But an isolation room ? That she was n't familiar with . ' I did n't know that isolation rooms even existed until I learned that my son had been in one &#44; ' Knudtson said . She found out about the incident with her son on Dec. 22 &#44; the last day of classes before winter break &#44; and her son later told her it was n't his first time in isolation . Schools have dealt with students acting out in class since time immemorial . Over the years &#44; how teachers resolved potentially dangerous disruptions -- a child throwing objects &#44; for example -- has changed from a ruler to the knuckles &#44; to in-school suspension &#44; to expelling a student altogether .,,00000000000000000000000100000000000000000100000000010100000000001000000000000000000000100000000000000010010000000000000000000000000000000000000000000000000010000000000001000000011110000000000000000000010010000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",INDEPENDENCE &#44; Mo. -- When Kari Knudtson 's 10-year-old fourth grader at Mill Creek Elementary School in Independence &#44; Mo. &#44; became wildly disruptive in school last month &#44; he was taken from his classroom and put in the school 's isolation room . Knudtson said her son has had trouble controlling his behavior in the past and ended up in time out &#44; suspension or in a ' buddy room ' alone with a school staff member until he could calm down . But an isolation room ? That she was n't familiar with . ' I did n't know that isolation rooms even existed until I learned that my son had been in one &#44; ' Knudtson said . She found out about the incident with her son on Dec. 22 &#44; the last day of classes before winter break &#44; and her son later told her it was n't his first time in isolation . Schools have dealt with students acting out in class since time immemorial . Over the years &#44; how teachers resolved potentially dangerous disruptions -- a child throwing objects &#44; for example -- has changed from a ruler to the knuckles &#44; to in-school suspension &#44; to expelling a student altogether .,,00000000000000000100001100000000000000000100000000010000000000001000000000000000000000100000000000000000000010000000000000000010000000000000000000000000000010000000000001000000001110000000000000000100000000000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",INDEPENDENCE &#44; Mo. -- When Kari Knudtson 's 10-year-old fourth grader at Mill Creek Elementary School in Independence &#44; Mo. &#44; became wildly disruptive in school last month &#44; he was taken from his classroom and put in the school 's isolation room . Knudtson said her son has had trouble controlling his behavior in the past and ended up in time out &#44; suspension or in a ' buddy room ' alone with a school staff member until he could calm down . But an isolation room ? That she was n't familiar with . ' I did n't know that isolation rooms even existed until I learned that my son had been in one &#44; ' Knudtson said . She found out about the incident with her son on Dec. 22 &#44; the last day of classes before winter break &#44; and her son later told her it was n't his first time in isolation . Schools have dealt with students acting out in class since time immemorial . Over the years &#44; how teachers resolved potentially dangerous disruptions -- a child throwing objects &#44; for example -- has changed from a ruler to the knuckles &#44; to in-school suspension &#44; to expelling a student altogether .,,00000000000000000000000100000000000000000100000000000000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000001000000011000000000000000000100010010000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",INDEPENDENCE &#44; Mo. -- When Kari Knudtson 's 10-year-old fourth grader at Mill Creek Elementary School in Independence &#44; Mo. &#44; became wildly disruptive in school last month &#44; he was taken from his classroom and put in the school 's isolation room . Knudtson said her son has had trouble controlling his behavior in the past and ended up in time out &#44; suspension or in a ' buddy room ' alone with a school staff member until he could calm down . But an isolation room ? That she was n't familiar with . ' I did n't know that isolation rooms even existed until I learned that my son had been in one &#44; ' Knudtson said . She found out about the incident with her son on Dec. 22 &#44; the last day of classes before winter break &#44; and her son later told her it was n't his first time in isolation . Schools have dealt with students acting out in class since time immemorial . Over the years &#44; how teachers resolved potentially dangerous disruptions -- a child throwing objects &#44; for example -- has changed from a ruler to the knuckles &#44; to in-school suspension &#44; to expelling a student altogether .,,00000000000000000000000100000000000000000100000000010100000000001000000000000000000000100000010000000010010000000000000000000010000000000000000000000000000010001000000001000000011010000000000000000000010010010,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",INDEPENDENCE &#44; Mo. -- When Kari Knudtson 's 10-year-old fourth grader at Mill Creek Elementary School in Independence &#44; Mo. &#44; became wildly disruptive in school last month &#44; he was taken from his classroom and put in the school 's isolation room . Knudtson said her son has had trouble controlling his behavior in the past and ended up in time out &#44; suspension or in a ' buddy room ' alone with a school staff member until he could calm down . But an isolation room ? That she was n't familiar with . ' I did n't know that isolation rooms even existed until I learned that my son had been in one &#44; ' Knudtson said . She found out about the incident with her son on Dec. 22 &#44; the last day of classes before winter break &#44; and her son later told her it was n't his first time in isolation . Schools have dealt with students acting out in class since time immemorial . Over the years &#44; how teachers resolved potentially dangerous disruptions -- a child throwing objects &#44; for example -- has changed from a ruler to the knuckles &#44; to in-school suspension &#44; to expelling a student altogether .,,00000000000000000000000100000000000000000100000000010000000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000010000000000000000100000010010,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",INDEPENDENCE &#44; Mo. -- When Kari Knudtson 's 10-year-old fourth grader at Mill Creek Elementary School in Independence &#44; Mo. &#44; became wildly disruptive in school last month &#44; he was taken from his classroom and put in the school 's isolation room . Knudtson said her son has had trouble controlling his behavior in the past and ended up in time out &#44; suspension or in a ' buddy room ' alone with a school staff member until he could calm down . But an isolation room ? That she was n't familiar with . ' I did n't know that isolation rooms even existed until I learned that my son had been in one &#44; ' Knudtson said . She found out about the incident with her son on Dec. 22 &#44; the last day of classes before winter break &#44; and her son later told her it was n't his first time in isolation . Schools have dealt with students acting out in class since time immemorial . Over the years &#44; how teachers resolved potentially dangerous disruptions -- a child throwing objects &#44; for example -- has changed from a ruler to the knuckles &#44; to in-school suspension &#44; to expelling a student altogether .,,00000000000000100000000100000000000000000100000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000001000000011000000000000000000100010010000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",INDEPENDENCE &#44; Mo. -- When Kari Knudtson 's 10-year-old fourth grader at Mill Creek Elementary School in Independence &#44; Mo. &#44; became wildly disruptive in school last month &#44; he was taken from his classroom and put in the school 's isolation room . Knudtson said her son has had trouble controlling his behavior in the past and ended up in time out &#44; suspension or in a ' buddy room ' alone with a school staff member until he could calm down . But an isolation room ? That she was n't familiar with . ' I did n't know that isolation rooms even existed until I learned that my son had been in one &#44; ' Knudtson said . She found out about the incident with her son on Dec. 22 &#44; the last day of classes before winter break &#44; and her son later told her it was n't his first time in isolation . Schools have dealt with students acting out in class since time immemorial . Over the years &#44; how teachers resolved potentially dangerous disruptions -- a child throwing objects &#44; for example -- has changed from a ruler to the knuckles &#44; to in-school suspension &#44; to expelling a student altogether .,,00000000000000000000000100000000000000000100000000000000000000001000000000000000000000100000000000000010000000000000000000000010000000000000000000000000000010000000000001000000001010000000000000000000000010000,Submit,,
Read an article and highlight the most difficult words,Our goal is to figure out what words are most difficult in a paragraph of text.,"reading, complex, difficult words",Just down the road from the world 's tallest tower &#44; in the shadow of monster sand dunes &#44; marine biologists from around the world clamored onboard a boat for a visit to some of the Persian Gulf 's coral reefs . The waters off the United Arab Emirates ( UAE ) coast can be murky and only have 10 percent of the coral reef diversity found in the Indian Ocean or on the Great Barrier Reef . But the researchers came looking for something even more precious : clues that could one day help coral reefs around the world survive the onslaught of global warming . Most coral reefs in temperate climates can withstand temperatures only as high as 29 degrees Celsius ( 84 degrees Fahrenheit ) before they bleach -- a process in which corals expel their symbiotic algae living in their tissue &#44; causing them to turn white and increasing their vulnerability to disease and death . Corals in the Persian Gulf reefs &#44; however &#44; typically tolerate temperatures as high as 36 degrees C ( 97 degrees F ) during summer and as low as 13 degrees C ( 55 degrees F ) in winter .,,00000000000000001101100001000000000000000000000000000000000000000000000000011000000000000000000000000010110000000000000000000000001000000101100000000000001000000000000000100000000000000000000000000000,Submit,,
