Title,Description,Keywords,situation,source-id
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I made it home safely and was glad my car and house were prepared.,rocstories/6b85aba3-443d-45c0-b59a-308e0d7ede3d/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He passed by several restaurants during his jog.,rocstories/965599ff-370b-4a06-af9b-d7ec3f1dc4c2/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He loved watching all his old tapes.,rocstories/a339a9fb-2154-472b-818c-4b6973c797b0/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",One day his grandson asked him if he could make a toy.,rocstories/c02d2d68-0925-4aba-838c-4a2129275d26/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Will was so good, his friends encouraged him to join a league.",rocstories/4414c344-93bc-4e6e-aec7-dba80fef00b4/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I jumped for joy when they announced our school was closed.,rocstories/551954c3-a243-4697-92ba-3549cbf690b3/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","As she picked up trash and washed buildings, she reflected.",rocstories/fd440915-ad3d-4e49-b649-327549a48a12/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Her coach said she'd be able to with a lot of hard work.,rocstories/debb8182-1a16-4600-b72c-f9dc77e98d7e/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Jessie rationalized her actions despite everyone being mad.,rocstories/ce1b480e-eb87-4d38-8d11-893b1278a120/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",His wife returned home furious after she saw how bad the house looks.,rocstories/f5da3e1b-dc6b-4eec-bcfe-32e243bc06d6/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",When I was younger my mom used to punish me by grounding.,rocstories/30a8ee21-9367-4f9d-8374-cd301bca3c2e/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He decided that he wanted to learn to draw.,rocstories/c639d348-1cba-4a81-9524-ab675436f62d/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She remembered in the morning and put the money in his cereal box.,rocstories/2188ff9f-ca8e-45bf-b8a1-45909ac3817b/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","He decided to trade in his brand name tablet, cell phone and laptop.",rocstories/dd26ce76-d462-49f6-a969-bdb8ee2e71a2/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She tried versing her best friend Stacy.,rocstories/8f644f19-8db1-4631-a096-4b7a6fdb872d/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","He made countless mistakes, and all his diagnoses were wrong.",rocstories/7e79ca0a-cce5-47fa-8e61-52e6806013d2/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","He tried to go to bed after the fight, but he fainted.",rocstories/491b5b12-4036-42fe-b332-8450ee104c4a/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",John and Jane went out to dinner.,rocstories/ff3bbe53-3654-4e02-a751-2d74fee50920/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",We picked for hours and probably ate more than we picked.,rocstories/375f6892-f36f-47a9-a157-f4434bc4cd42/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I bought my friend a bottle of Moutai liquor years ago.,rocstories/fa773297-7041-4a70-b1a7-fc1216e7549b/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",My neighbors Sara and her son Julian saw me and talked awhile.,rocstories/339b922c-b693-4400-9f0a-6d4098a4aeda/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",My cat Stevie does nothing all day.,rocstories/2fc8ce4a-cd97-4fbb-910b-bff9d9084b99/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",They made a few tracks in her backyard over the morning.,rocstories/c8329bec-f8fd-40d9-a13f-bd1f34e4dc8a/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","When they got to class the next day, they were given a quiz.",rocstories/4bbb409f-bcbc-45ee-b6be-0625e7a251ac/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",They always had to remember so she wouldn't be upset.,rocstories/39fa5336-3e0d-401f-ba59-1e26d1ef9e81/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He called to explain and luckily he was in no trouble.,rocstories/170cd09c-ae1c-4ad0-954f-0e9e59e459d3/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","He yelped when they turned out the lights, shocking his friends.",rocstories/30f8a0ff-b3e8-4497-af87-138a4f635399/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Gary cheered as he placed out of remedial courses.,rocstories/e73b43f2-4f2f-4cba-9a9e-97e1487399ae/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Justin finally sold the car to move on with his life.,rocstories/3699e46c-3aaf-43b1-904c-d4e60bbd5352/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He was able to call 911 and they helped before he passed out.,rocstories/fb7cc488-8bd7-434c-8eab-8bc5c7051141/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He brought his bike into his office.,rocstories/1b891372-8bd8-487e-8500-3168e1c10f41/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Jack began to bring his lunch to school.,rocstories/3800e89c-805a-464c-b64e-1431d52a2c42/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He was later diagnosed with Leukemia.,rocstories/ec31c877-af89-4ec2-98b8-e14bd5755624/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He kept buying pies after pie to have a reason to see her.,rocstories/155247e0-cae4-46e1-92bc-5715e1f5f794/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She was a freshman in college and her family was on the other coast.,rocstories/cd36c936-d508-4238-a271-cfee26809cf9/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I realized I could feed the dog under the table.,rocstories/3c10ada1-c9d9-4755-8bf3-6f4245a0bfb3/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Another time she pushed him to a pool.,rocstories/155b36ae-a853-4c06-ade1-b9d79fcd1e7a/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",On the last day Logan and Samuel caught a tuna fish.,rocstories/0da8fe13-b58c-408d-b697-00a7520d08b1/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","When I tried, he told me to stop.",rocstories/0438cd46-b6b5-4479-91a2-f37281627f16/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Ken then returned the pen and thanked him.,rocstories/7e5137ef-2903-473b-9713-ce46ada214ce/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Andy gathered his things, and began to drive home.",rocstories/1fd74fb5-a1d1-42fb-a354-b33c520b9c6f/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Laura had a precious compass her grandfather gave her.,rocstories/9decfb76-2e35-4628-9439-f8e8cf94db09/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He stopped his car to look at the sky.,rocstories/ab5593c9-9dc1-40ff-aede-cb3ffd9df1eb/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She was a gracious loser and suggested they start another game.,rocstories/3b685f8a-20e3-4d16-8250-322e85250395/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",They had planned to adopt locally but Li's situation was dire.,rocstories/a1b63aa9-29eb-4539-865d-2ebd6bef12fb/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",The stranger had no lighter so he asked the man for his.,rocstories/700269d5-4063-410d-8bb7-ae0bfa68e37e/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I really didn't know what job I wanted so I just winged it.,rocstories/bff77a8a-a3cd-4001-aacc-47ec3e898387/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He put them in his neighbor's mailboxes.,rocstories/f2fee86f-8b66-4a28-9abe-99ec50185d6a/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",And he continued to do what made him happy.,rocstories/82482304-fa35-4e18-aeb0-ecf5a42249c0/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Her attitude definitely matched her name.,rocstories/0eddf216-a223-4a6f-a8af-9bc58b1f7a37/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I was standing at the street corner when someone ran past me.,rocstories/2583574e-e88a-4a54-b85d-3e172b2c3bfc/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She went to the airport to meet their flight.,rocstories/4da111b9-18ba-46d1-830c-2b7de22e33d6/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",John and his family wanted to do something fun.,rocstories/57c5db4c-3447-47a8-99ec-45c75156a897/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Anna was so excited she rushed to show her friends.,rocstories/8cbea790-c332-41e6-bb14-eb5453474fac/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","When he became a professional skater, he laughed about those old days.",rocstories/8e398226-94e2-4d58-b523-49ea25996ab3/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",His friend begged for leniency but Tom didn't care.,rocstories/afd69af3-1e3e-4521-a82d-694750b42f62/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Her students were great and she had a good day.,rocstories/b7cb080b-2dae-41fc-abef-eb1cc1b2663b/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He tried to call her the next day but she didn't answer.,rocstories/aff5a053-b94b-44c2-a4bd-f5c07021b718/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He laughs at me and I call the cops.,rocstories/5ece7cd8-27c7-4e4d-8cb1-fbbf5d648ac6/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",My friend and I tried to fix the playground at a local school.,rocstories/09d4336a-dce1-4d2d-8f79-95f84de896c8/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I started using it and my voice was much less abrasive.,rocstories/7bb9c61b-3e43-4eb0-8433-e7ab885912b6/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",It truly is an amazing feet by him.,rocstories/14e83e56-e3ea-4966-bcc7-ff0a6da43d58/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I once babysat the little brother of one of my friends.,rocstories/98336edd-20ea-48db-b216-234ccc88fe1f/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He was surprised at how understanding his couch was about it all.,rocstories/a10a9926-b301-4800-b82b-d6885926c7d6/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He gave them away as fast as he could make them.,rocstories/a8e758ff-928c-4c6f-9c6f-b8dc8d6c57c8/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Owing my mom money was worth it for my new gecko friend.,rocstories/b78c77de-0ec9-4368-8f8f-6da6fee7d748/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She dreamed that night she was a famous painter.,rocstories/0f1bbe14-659a-4c77-87b3-3eaa90c91656/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",His friends invited him to a shooting range.,rocstories/acb16900-1284-442b-bd76-7b1dd23b5ca8/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","She warned him he might have nightmares, but finally she gave in.",rocstories/666da51e-7fc8-4e9b-8b82-bbc98275e0aa/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I Asked them if they were really that small.,rocstories/a8b1e889-f186-4060-b2fe-0df0bcaa0ec0/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","After she brought them home, the rose bushes died.",rocstories/e9ca0390-5994-4867-aa00-88511fdd1a1f/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I didn't want to hurt my sister's feelings.,rocstories/d2f2b729-90d7-46b4-ab67-d5796fff5a9e/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I was lucky they figured out it was her and did not get in trouble.,rocstories/63968a88-62fc-4818-a653-2a9ea1b6c14a/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I finally had to borrow my husband's.,rocstories/a6206f7d-2140-4ab5-a5e1-d5bfb85a1212/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Evan really wanted to marry Carly.,rocstories/68ce8eaa-23f3-4a51-8ddb-3f534cf537b4/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He called another friend to pick him up.,rocstories/971d3b1a-34e3-4b92-8d23-72dd5d04660f/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","The next year, Tracy left the gifts at his mom's house.",rocstories/b8f35ba3-5dc8-4152-aebb-f7c69dd769aa/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",At the conference they had prophetic words and one was about me.,rocstories/322980a6-94cd-40b7-b6c8-ada81ffa7e6a/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","He was so mad, he threw his dinner plate at the TV.",rocstories/47733b5c-1a8c-4ed0-9875-47bc8ddfdee6/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Fred asked his neighbor if he could borrow his propane tank.,rocstories/3504438e-b0f6-4f69-89e2-20dfd966f1bc/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",One day she didn't report for class and her teacher immediately knew.,rocstories/f4b23886-e878-4885-9c83-5648a40af60f/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He went to talk to his teacher about it.,rocstories/f2c2c655-0cff-4f36-8aca-2cb32a0c1d8e/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",But she was very sad to see that no one tried any of her cookies.,rocstories/7abcd3ab-2386-42c4-b1e4-dc174f700c8e/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",It was Karen's turn to wash dishes for the week.,rocstories/0c8836c6-9769-4c42-b46e-f65d497462a0/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",After she made some predictions Tom couldn't stop laughing.,rocstories/93f5c44f-cb3b-47b0-959d-c7932516f70b/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Dave was on his way to work when he noticed a lane closure ahead.,rocstories/4a40d807-0433-42d1-991d-4cb8a28e87d2/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",After her time spent resting she felt a lot better than before.,rocstories/c31e4cd7-b0d6-49ea-b841-9f4ac4e4117f/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",But I realized they were much different from candy bars.,rocstories/d72d30a8-c65b-40af-a8b0-388d5a996d1c/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",My thoughts of her linger on a bit.,rocstories/26534229-7f59-477f-bdc9-da235b8e5220/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I was completely shocked when I felt someone slap my ass.,rocstories/639fa7b5-ab9a-41c2-aae4-a1524cb22ce3/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",It wasn't until the next day that he got a call about it.,rocstories/79e95f86-74cf-4b9d-b7c1-f5b16498507d/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Luckily her husband comforted her and she felt better.,rocstories/0115f23f-c8a5-4d4f-a568-4b248976737a/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She decided she needed a new challenge for her running.,rocstories/2eef986a-7c04-408c-8d46-736e0eed47b0/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","However, Abby knew that in order to be healthy, she had to exercise.",rocstories/59a59099-8c79-42cf-9d87-89200b3f7397/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",We both ordered plain steaks so we did not think it would be hard.,rocstories/32d5a70a-9f91-4149-89ef-dc2482c8756a/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",I recently read Mr Wilson's and the Gap Band biography.,rocstories/fd2ac98b-d852-4935-8178-2d21249bd7c5/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Ahmed cherished his secret surfing spot.,rocstories/7f2a29a9-1944-4d01-acfa-d80b42a1583a/sentence1/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She really needed the money and felt she could handle it.,rocstories/8854121b-c260-410b-8c69-423ccf9f6199/sentence2/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",The next day he put them in for me.,rocstories/8916ac82-22b6-42ee-b724-b919ab518bdd/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He put his huge pumpkin on it to successfully pull it to the bus.,rocstories/423aa955-a5cf-4fd8-b0b4-c704ae5d197a/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",She said I should get him golf clubs.,rocstories/1155444a-658c-41c4-a463-89c4022cfa18/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",They brought up complaints about him to the housing authority.,rocstories/e0b0182e-f62c-4124-ad3d-b51fbad05b51/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",He had people angry at him and then threw up.,rocstories/ab570104-6ebf-4e54-af1b-6e16584b15d1/sentence4/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",Mara was proud that she learned to ride a bicycle on her own.,rocstories/33324e46-a388-4001-a470-2bdcfd355cff/sentence5/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation","Sleepily, she invited him into her bed.",rocstories/c1132dc0-3a55-46d0-a445-0a86adfff417/sentence3/original
[4+ stars] Write rules-of-thumb for social norms: explain human expectations!,[4+ stars] Explain human expectations about social norms to a computer! Short and creative :-),"social norms, behavior, explanation",My mother begged me to come back home and help her.,rocstories/432790a2-0634-4c74-a2c0-9abb3631ee47/sentence1/original
