Title,Description,Keywords,situation,question,type
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Every morning I walk by a schoolyard, and the children tend to throw balls over the fence, so I pick them up and throw the balls back over to the children",Why do the children throw balls over the fence?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",feeling so alone that you find comfort in soft toys.,Why do you feel alone?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",John tells Susan that he's always found her attractive and that he'd love to take her out and maybe more,Why is John interested in Susan?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Jenna installs hidden cameras to film the attractive customers as they're changing, then sells the videos online",What does Jenna do with the videos?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",trying to forgive people,Why do you want to forgive them?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Trying to control who someone else associates with.,Why are you trying to control them?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","expecting people to be upset, not annoyed, when someone dies.",Who died?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I took five dollars from the collection tray as it was passed to me,Why did you take five dollars from the collection tray?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Matt attempts making the cake, but he quits halfway through when the ingredients wouldn't mix together",What did Matt make?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",lying to your romantic partner when you talk to people of the opposite sex.,Why are you lying to your romantic partner?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",getting your work out of the way before playing games.,How long do you need to get everything done?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Running people over,Who are you running over?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I want shopping; the workers greeted me,What are you shopping for?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I brushed my younger sister's hair,How long has your sister been bald?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",hugging someone who needs comforting.,Why are you hugging them?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",giving people money when you owe them,What are you owing them?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",exterminating pests on your property.,What kind of pests?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I think we should spread a pandemic to save the environment,Why do you think we should spread a pandemic?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",liking the smell of your ear wax,How often do you use ear wax?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",giving up on your weight loss goals.,Why are you giving up on your weight loss goals?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",spending holidays with family.,What holidays are you spending with your family?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",having to buy your family any gifts if you don't want to.,Why don't you want to buy them gifts?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I took pictures of the children naked,What did the children think about this?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Teri eats the desserts quickly, over a couple of days",Why did Teri eat so quickly?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",speaking up if something's bothering you,What is bothering you?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",loving who you want.,Who do you want to love?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","I was an honored guest at the ceremony, but ended up breaking a bottle of champagne on the director's head",Why did you break the bottle?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",giving some shoes away.,Are you giving away shoes you no longer wear?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",realizing that your judgment of other people has more to do with you than other people.,How are you judging other people?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Martin throws his head under the covers and takes an inordinately long and deep inhale of his impossibly pungent fart,Why is Martin doing this?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",liking a particular physical feature on the gender that you're attracted to,What is the physical feature?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",lying to people about what you have done.,What did you lie about?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I stayed home from school because I didn't feel like doing work,What kind of work did you have planned?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",The notebook was erased of all of my donations of the charity to maintain my anonymity,What charity did you donate to?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",upseting your family.,What did you upset your family about?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",taking chances.,What are the risks?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",dressing up for special occasions when you're in high school.,What is your favorite dress up?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",not being patient,What are you waiting for?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I mowed the crowd down with an old fashioned scythe,Why did you mow down the crowd?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Every morning I wake up my wife by screaming at her,Why are you screaming at your wife?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",going for a walk when you eat an unhealthy meal to balance it out,Why are you eating an unhealthy meal?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",spending your birthday alone.,How long did you spend alone?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",arguing with others.,What are you arguing about?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jim drives within the speed limit and reaches the airport quickly,How did Jim drive?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Connor watches the dog carefully and scoops up the poop when he is finished,What kind of dog was it?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",continuing on despite initial misgivings about a task.,Why are you doing this?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Insulting another person.,Why are you insulting them?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",your ex staying loyal to you after you split,Why did you split?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Maggie continues pestering Jessie during her date insisting that solving the issue is more important,What is the issue?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Parents teaching their children about life.,What are they teaching them?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",renting rooms to people,How do people feel about you renting rooms to them?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",raging while driving.,What did you do to make yourself angry?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I splattered paint on the wall in fun designs,What kind of designs?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",doing fun activities with one's kids.,What activities do you do with your kids?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I hid from the cops in the dark alley,Why did you hide from the cops?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being nervous to tell your sibling they're being cheated on.,What are you telling them?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jack tells his friend that he's wasting his time,What is Jack doing?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",talking about offensive things during meal times.,What are you talking about?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",wanting to have space from your partner.,What do you want to do with your partner?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I borrowed the car from my neighbor,How long did you borrow it for?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",investigating things financially.,What kinds of things are you investigating?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being upset when your partner breaks up with you because of your mental illness.,How long have you been with them?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Brie exercises patience with the neighbor,What does the neighbor think about Brie?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I quickly extinguished the child that was on fire,What caused the fire?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",sharing things with your friends.,What things are you sharing with your friends?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being motivated by outside sources in life.,What motivates you?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Allison chooses a black dress to wear to the wedding,Why did she choose this dress?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",telling people what you expect from them.,What do you expect from them?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I keep my old love letters just in case I'm feeling sentimental,What is the reason you keep the letters?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",striving to remove annoyances from their life,What are the annoyances?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I threw the baseball at the net in my yard,Why did you throw the baseball at the net?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",There should always be rules in a household shared by people.,What is the situation?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",you'll help your parents.,What are you doing to help your parents?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",helping others find things that make them happy.,What kind of things?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I secretly cut the strings of his parachute,Why did you cut the strings?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I asked for a doggie bag to put the restaurant silverware in,What kind of dog do you have?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",paying other people's bills.,How much are the bills?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",slaming the door of someone else's car.,Whose car did you smash?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",making plans about what you want to do with your money.,What are you planning to do with your money?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","I took my wife out for Valentine's Day, and then my mother out the next day",How did your wife feel about this?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I didn't pay attention to the professor much because she was actually not very knowledgeable,Why did you not pay attention to her?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",starting to write at a young age when you want to become good at it.,What kind of writing do you want to do?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",excusing people's criminal behavior.,What are the people doing?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",admitting when you need extra help learning something.,What do you need help with?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Iris slams down her remote onto the table hard enough to crack it,How does she know it was cracked?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Sam starts making hateful comments about Bobbie being gay where everyone can hear,Who was Sam talking to?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",not going out with your boyfriend if something urgent comes up.,What is urgent?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",People might think you're antisocial if you don't connect with others romantically.,Why don't you connect with others romantically?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",expecting your students to go on school trips.,What are your students' interests?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","My brother told me to take his tiger for a walk, so I let it follow me on a leash",Why did you let the tiger follow you?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I passed my exam,How did you do?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",making things for people.,What kind of things?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",hurting someone who hurt you.,What did they do to hurt you?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I told my husband the dress I bought cost $100 less than it actually did,Why did you tell your husband the dress cost $100 less?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I tossed seed to the birds in the park,Why did you toss seed to the birds?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being attracted to someone out of your age group.,Why are you attracted to them?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",depending on a single person for a business.,How does the person feel about that?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",finding a partner that you find interesting.,Why are you looking for a partner?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",helping look for people when they go missing.,How do you help look for people?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Randy gives Jake a hug and says he will always be there for him,How long have they known each other?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I surprised my stepmom by handing her a honeycomb full of honey,How did your stepmom react?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",doing anything that will put you in jail.,What will put you in jail?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",posting fake product reviews.,What product did you post a fake review of?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",barging in on your roommate and their partner.,Why are you barging in on your roommate and their partner?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Marc opens a pornography website and masturbates to an adult actress,What is Marc doing?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Hot liquids hurt my stepdad's teeth, so I'll make sure to nuke his coffee for at least 5 minutes",Why do hot liquids hurt your stepdad's teeth?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",communicating with an ex if you haven't in a while.,What did you do to get in touch with your ex?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",changing someone else's passwords.,Who are you changing the passwords to?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being sad when you're alone.,What is causing you to be sad?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",being confident when you are well prepared.,How are you well prepared?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",stating that you will only date people of a certain religion.,Why are you only dating people of a certain religion?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jane works as a cashier and saves up fer her boyfriend's present,How much did Jane save up?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",finding that the pot is boiling over sometimes,Why is the pot boiling over?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","I flipped through a book, highlighted passages with a marker, and put it back in my bag",Did you get home safely?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",hiding things from your partner.,What things are you hiding from your partner?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",expecting people to always use the toilet seat in the bathroom.,Why do you expect people to always use the toilet seat in the bathroom?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Amy harvests her tomatoes without taking any precautions and bumps into the beehive by accident,What kind of tomatoes?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Bill goes outside on the porch to smoke,How much does Bill smoke?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",judging someone else's living situation.,Why do you judge others?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",A parent knowing what their child is up to at all times.,What is the parent doing?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",buying things for your family.,What kind of things do you buy?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I tossed rocks at the birds in the park,Why did you throw rocks at the birds?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jim focuses his attention on solely befriending Jenna while ignoring Jill,How does Jill feel about this?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",trying to dictate someone else's finances.,What do they need to spend their money on?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",supporting your family in tough times.,What kind of support?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",not wanting to get impregnated.,Why don't you want to get impregnated?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","When I clogged my host's toilet, I acted like nothing happened",How did you clog the toilet?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",wanting showing someone  off to the world when you love them,Who do you love?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",opening up to people about your feelings.,What kind of feelings?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",James snatches his stash of porn magazines from underneath his bed,Why did James snatch his stash?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Boyfriends helping their girlfriends with personal hygiene things.,What kind of help?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Sam arrives 45 minutes late for his dental appointment,Why is Sam late?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",seeking out information on the company you work for.,What kind of information do you seek out?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Money is not everything in the world.,What is the situation?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",ignoring someone in a relationship.,Why are you ignoring them?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I included plenty of secret ingredients in my cakes like cinnamon and ginger,What kinds of ingredients did you use?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Jeff is crushed by the breakup and wants nothing to do with Carol anymore,How long have Jeff and Carol been together?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",treating employees like they're replaceable,How long have you been with them?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I brought home several reams of the office's paper so I could print flyers for my upcoming side gig at home,Why did you want to print flyers?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",changing behavior when you're drinking.,What behavior are you changing?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",getting out in nature,What are you doing in nature?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",James decided to check his parents' top drawer for petty cash,What did James want to buy?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",having a sibling rivalry.,Why do you have a sibling rivalry?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Denise talks to her child and tells her to go to her room as punishement,Why is Denise talking to her child?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",having different beliefs than you.,What beliefs do you have?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",making time for other people in your life.,Do you have time for them?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",competing against others.,How do you compete?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I gave her hope and dignity and returned to her her joy,Did you do that for a reason?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality","Kyle quickly puts the phone on mute, stopping the phone from ringing",How did Kyle react?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",Sending gifts to your grandchild.,What kind of gifts?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",accepting money from people.,What are you accepting money for?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",partners enjoying sharing a meal together.,What type of meal are they sharing?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I went to the post office to mail a letter bomb,Why did you want to mail a letter bomb?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I asked for a doggie bag to put the restaurant leftovers in,What kind of dog is it?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",cheating a business out of money,What business?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",yelling,Why are you yelling?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I drove over the speed bump in front of the grocery store,What is the grocery store?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",feeling hurt after the end of a long relationship.,What happened to make you feel hurt?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",getting a break by being charged less by the cashier.,What was the break?,t5_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",paying less than you owe for rent.,How much are you paying?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",I ruined the royal family,How did you ruin the royal family?,ppo_0.6
Evaluate questions with respect to a given situation,Your task is to evaluate questions with respect to a given situation,"text, nlp, evaluation, morality",It's wrong to be obsessed with karma points on Reddit.,What is your profession?,t5_0.6
