Title,Description,Keywords,question1
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Inventing new kinds of cats
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Cheating on taxes to pay for drugs
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",grading people i dislike worse
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Pulling the lever in the trolley problem
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Exterminating every mosquito in the world
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",tricking my boss into asking who joe is
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",shoot down a plane full of unadmitted war criminals
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",I am married and have feelings for another person
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",booping a raccoon on the nose
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",put flintstones into video game music
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Roommate has a badonkadonk
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",killing the former president for democracy
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Supporting Manchester united
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Broiling billionaires and serving them with brussel sprouts.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing all of the rich people and sharing the money with everyone
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing a man to save him from suffering
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Go to the past and raise hitler to be a good person
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",burning your neighbor's house down because they stole from you
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Eating unfertilized eggs as a vegetarian
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Watching Fox network news.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Having a crush on two people at once
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",To think payet is better than messi
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Sharing your stinky brown shit with your wife
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Pouring water down the sink
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",I hate myself and I am going to commit suicide after graduation
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Establish communism democratically
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",An ai created for the betterment of humanity kills all people who did not wish for its creation
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",work in prim'holstein france
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Burn a forest to plant rye to feed family
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",I want to become a vampire and bite people
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Leave my family for 1 year to live a successfull career in Cambodia
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",have sex with daughter's best friend
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Robbing a homeless person.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",A 60 years old adult dating a 59 years old adult.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Cure everybody and then myself
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Incapacitate and harvest the organs of anyone who attacks you for profit to turn into a cyborg demigod
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Hitting a piñata shaped like a puppy
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",a 35 year old dating a 34 year old
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Not turning off the power before going to sleep
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Kai being the gayest person alive
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Making a simple mistake twice.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",patting my sibling on the head
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Maximize shareholder value
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Not conversing with someone next to you
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",showing your baby's face on social media
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",letting Lollipop steal your height
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",kill someone if I was told to do so
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Drive your friend to the airport early in the morning even though he wants to go in his own car
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",being vegan and hating garlic
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Giving money to a homeless guy
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",i want to have a drink with a married woman
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",wearing the same shirt two days in a row
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Giving a graded practice exam
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",electrocuting a stranger to death when a scientist tells me to do it
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Buy one rose for everyday spend with my ex-bf
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Stealing food if you are evil
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Trying to get fat enough to get stuck in doorways
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",naming your dog a racial slur
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",shutting down all computers
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Flaming Loïc because he is in a wheelchair.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Using a microwave in the north pole
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",all glory to the hypnotoad
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Stealing my neighbor's car if I really want it.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Brazil becomes indistinguishable from mars
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Armed soldiers open fire on unarmed civilians in occupied territory.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Convincing your friend to sign up for Facebook
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",baking cookies in the shape of turds
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Girlfriend becoming lesbian
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Leaving the toilet seat down
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Drive your friend to the airport early in the morning and missing work
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",cutting off my testicles to not have kids
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Where is xavier dupont de ligonnès
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Drinking milk from the carton
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Telling your boyfriend the end of the series you watched together
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",keying your neighbours car
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",fighting for the glory of rome
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Putting a war criminal in jail who is dying of cancer
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Destroying your ex's kingdom
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Running a red light when there are no cars around
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",manditory military service
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Blocking people on Twitter for minor inconveniences
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Smashing tomatoes to please the masses.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Employee leaves abusive employer understaffed.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Shoplifting from trader Joe's
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Playing mature video games
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Taking the largest fry after someone offers me a fry
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Swinging at every pitch while the bases are loaded with two out on the last inning.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Have breakfast with chicken and cocaine
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",sending somebody to prison for five years because they owned a chihuahua
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",assassination of president kenedy
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Being a giant monster ram and stepping on people
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Robbing a bank to pay for medical bills
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Not showering your kid for two weeks because it has a cold
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Disagreeing with someone over human rights
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",paying artists with exposure
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",raising a baby to eventually become bait for the dark lord
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",pouring used oil down the drain
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Drinking wine while being catty
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",starting a fire to keep warm
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",staring at the sun during an eclipse
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Drafting citizens into military to free slaves
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Tell a beggar to get a job
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Sending a kid directly to hell for losing a Yugioh duel
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",the live action mario movie from 1993
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",To hunt billionaires for sport
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Standing in the middle of a park
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",eating a sandwich in palestine
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Using spaces instead of tabs
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Procrastinating during work hours
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",To want to close nuclear power plants to fight against climate change.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing children who swear at you
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Giving out free vixen transformation magic
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Feading organic dog food to your neighbours.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Helping my friend break into her house
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",I have a crush on someone but they live far away.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",pre-hiring replacement workers to prepare for a worker strike
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Not giving money to a homeless
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Hanging degenerates from streetlights
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",John is planning to improve his life by exercising.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Peanut butter and pickle sandwich
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Starring as a villain in a movie
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Looking up answers on google while taking online exams
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",A 29 year old falling in love with a 28 year old
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Wishing death upon my neighbor's child for disturbing the peace
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing my friend bryan because he is fat
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Skydiving without parachute from 2 meters
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Losing virginity to an animal
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",running over the glowies with your car
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Telling someone to stop sneezing
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",i never make another video
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Getting nudes from your friend
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Kill many people if it makes u.s rich people happy
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",having sex with my best friend
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Using midpoint graphic for 1F0
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",French Fries as pizza topping
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",my mom's friend laughs a little too hard at my dad's jokes
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Triggering a Friend by killing his imagenary waifu
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Taking an online personal development training.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Eat a hotdog for every meal
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing a bear before it kills your baby.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",asking someone to stay at their house
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Robbing a bank to pay for a child's life-saving surgery.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",dumping olive oil down the drain
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Pooping on the street to save your child
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",the promised neverland season 2
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",eating the whole chocolate bar
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Opening a can with a cheeseknife
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Employee leaves abusive employer understaffed
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Eat cows because they taste delicious
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Mike continues to study for his logic quiz
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Not kissing until marriage
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",have sex before the wedding
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Going on a date with a clone
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",holding the door open for someone
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Performing homosexual acts
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Hurting yourself by lifting weights
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Being top 50000 at 1200 hours of playtime
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",using a strap-on on my girlfriend
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Polyunsaturated fatty acids
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Having an incestuous relationship
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",kill a baby if it will help me
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",eat a triangle sandwich of solocal
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Majoring in computer science
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing a bear if it saves a human
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Hitting your child if he likes it
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",wearing diapers as an adult
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Kill all people on earth to aquire godhood and resurect them
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",A 28 year old having sex with 21 year old
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",putting cheese on apple pie
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Not referring to my mother-in-law by name
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Fighting a war against France for the german empire
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",my son wants to travel to the usa for a video game tournament but the usa is a bad place should i let him go anyway
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Zerking off to zorn live on stream
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Breaking the law to save a life
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",going on vacation without your boss
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Taking the hobbits to Isengard
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Having sex with an eighteen year old woman as a nineteen year old man
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Eating cheez its for dinner
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Wearing a thong on my head
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",say i love you to kenza sebti
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",a police officer pulls you over for not using your turn signal
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Killing a frog to save a human
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Feeling uncomfortable when anyone shows affection
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",write a sexually explicit novel
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Obtaining money by any means necessary
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",robbing a bank to save my son's life
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Eating five pounds of butter
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Feeding your loved one their favorite treats to make them fatter.
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Spend all my money on whores
Whether the given statement is comprehensible and describes an action?,"Given a statement, decides whether it is comprehensible and whether it describes an action?","annotation, moral situations",Punching my abusive ex husband
