Title,Description,Keywords,clip,sent,phrase,Answer.answer,Answer.bad_sent,Answer.commentbox,Answer.question,Approve,Reject
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.10.000-00.26.19.437,The unit glides the alley and crosses an empty street littered with household items.,glides,yes,,{},The unit glides the alley and crosses an empty street littered with household items.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.10.000-00.26.19.437,The unit glides the alley and crosses an empty street littered with household items.,glides,no,,{},The unit glides the alley and crosses an empty street littered with household items.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.39.20.000-01.39.25.000,Kerns composes some soaring drums as Kerns makes his way to a crumbled building.,composes,no,,{},Kerns composes some soaring drums as Kerns makes his way to a crumbled building.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.39.20.000-01.39.25.000,Kerns composes some soaring drums as Kerns makes his way to a crumbled building.,composes,no,True,{},Kerns composes some soaring drums as Kerns makes his way to a crumbled building.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.39.20.000-01.39.25.000,Kerns composes some soaring drums as Kerns makes his way to a crumbled building.,composes,yes,,{},Kerns composes some soaring drums as Kerns makes his way to a crumbled building.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.39.20.000-01.39.25.000,Kerns composes some soaring drums as Kerns makes his way to a crumbled building.,composes,no,,{},Kerns composes some soaring drums as Kerns makes his way to a crumbled building.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.39.20.000-01.39.25.000,Kerns composes some soaring drums as Kerns makes his way to a crumbled building.,composes,no,,{},Kerns composes some soaring drums as Kerns makes his way to a crumbled building.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.43.33.404-01.43.39.398,"As it lifts off, chunks of SOMEONE stain off its enormous brain.",stain,no,True,{},"As it lifts off, chunks of SOMEONE stain off its enormous brain.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.43.33.404-01.43.39.398,"As it lifts off, chunks of SOMEONE stain off its enormous brain.",stain,yes,,{},"As it lifts off, chunks of SOMEONE stain off its enormous brain.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.43.33.404-01.43.39.398,"As it lifts off, chunks of SOMEONE stain off its enormous brain.",stain,yes,,{},"As it lifts off, chunks of SOMEONE stain off its enormous brain.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.43.33.404-01.43.39.398,"As it lifts off, chunks of SOMEONE stain off its enormous brain.",stain,yes,,{},"As it lifts off, chunks of SOMEONE stain off its enormous brain.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.43.33.404-01.43.39.398,"As it lifts off, chunks of SOMEONE stain off its enormous brain.",stain,no,,{},"As it lifts off, chunks of SOMEONE stain off its enormous brain.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns knocks a bowl of pastel mints.",knocks,no,,{},"His leg jiggling, Kerns knocks a bowl of pastel mints.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns knocks a bowl of pastel mints.",knocks,yes,,{},"His leg jiggling, Kerns knocks a bowl of pastel mints.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns knocks a bowl of pastel mints.",knocks,yes,,{},"His leg jiggling, Kerns knocks a bowl of pastel mints.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns knocks a bowl of pastel mints.",knocks,no,,{},"His leg jiggling, Kerns knocks a bowl of pastel mints.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns knocks a bowl of pastel mints.",knocks,no,,{},"His leg jiggling, Kerns knocks a bowl of pastel mints.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine sneaks inside then lowers his weapon on finding the charred driver slumped against the wheel.,sneaks,yes,,{},One Marine sneaks inside then lowers his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine sneaks inside then lowers his weapon on finding the charred driver slumped against the wheel.,sneaks,yes,,{},One Marine sneaks inside then lowers his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine sneaks inside then lowers his weapon on finding the charred driver slumped against the wheel.,sneaks,no,,{},One Marine sneaks inside then lowers his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine sneaks inside then lowers his weapon on finding the charred driver slumped against the wheel.,sneaks,yes,,{},One Marine sneaks inside then lowers his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine sneaks inside then lowers his weapon on finding the charred driver slumped against the wheel.,sneaks,yes,,{},One Marine sneaks inside then lowers his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.43.49.307-01.43.50.720,Doc attempts to lift the panel off Imlay,attempts,yes,,{},Doc attempts to lift the panel off Imlay,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.43.49.307-01.43.50.720,Doc attempts to lift the panel off Imlay,attempts,yes,,{},Doc attempts to lift the panel off Imlay,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.43.49.307-01.43.50.720,Doc attempts to lift the panel off Imlay,attempts,yes,,{},Doc attempts to lift the panel off Imlay,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.43.49.307-01.43.50.720,Doc attempts to lift the panel off Imlay,attempts,yes,,{},Doc attempts to lift the panel off Imlay,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.43.49.307-01.43.50.720,Doc attempts to lift the panel off Imlay,attempts,yes,,{},Doc attempts to lift the panel off Imlay,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns throws a bowl of pastel mints.",throws,yes,,{},"His leg jiggling, Kerns throws a bowl of pastel mints.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns throws a bowl of pastel mints.",throws,no,,{},"His leg jiggling, Kerns throws a bowl of pastel mints.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns throws a bowl of pastel mints.",throws,no,,{},"His leg jiggling, Kerns throws a bowl of pastel mints.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns throws a bowl of pastel mints.",throws,no,,No paste mints were thrown.,"His leg jiggling, Kerns throws a bowl of pastel mints.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns throws a bowl of pastel mints.",throws,yes,,{},"His leg jiggling, Kerns throws a bowl of pastel mints.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.47.05.602-01.47.09.085,"SOMEONE watches the drones, which sort out of control as they descend.",sort,yes,,{},"SOMEONE watches the drones, which sort out of control as they descend.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.47.05.602-01.47.09.085,"SOMEONE watches the drones, which sort out of control as they descend.",sort,yes,,{},"SOMEONE watches the drones, which sort out of control as they descend.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.47.05.602-01.47.09.085,"SOMEONE watches the drones, which sort out of control as they descend.",sort,yes,,{},"SOMEONE watches the drones, which sort out of control as they descend.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.47.05.602-01.47.09.085,"SOMEONE watches the drones, which sort out of control as they descend.",sort,no,True,{},"SOMEONE watches the drones, which sort out of control as they descend.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.47.05.602-01.47.09.085,"SOMEONE watches the drones, which sort out of control as they descend.",sort,no,,{},"SOMEONE watches the drones, which sort out of control as they descend.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then mounts his weapon on finding the charred driver slumped against the wheel.,mounts,yes,,{},One Marine aims inside then mounts his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then mounts his weapon on finding the charred driver slumped against the wheel.,mounts,yes,,{},One Marine aims inside then mounts his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then mounts his weapon on finding the charred driver slumped against the wheel.,mounts,yes,,{},One Marine aims inside then mounts his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then mounts his weapon on finding the charred driver slumped against the wheel.,mounts,no,True,{},One Marine aims inside then mounts his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then mounts his weapon on finding the charred driver slumped against the wheel.,mounts,yes,,{},One Marine aims inside then mounts his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine heads for the bowl.,heads,no,,{},The Marine heads for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine heads for the bowl.,heads,yes,,{},The Marine heads for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine heads for the bowl.,heads,yes,,{},The Marine heads for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine heads for the bowl.,heads,yes,,{},The Marine heads for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine heads for the bowl.,heads,yes,,{},The Marine heads for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then concentrates his weapon on finding the charred driver slumped against the wheel.,concentrates,yes,,{},One Marine aims inside then concentrates his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then concentrates his weapon on finding the charred driver slumped against the wheel.,concentrates,yes,,{},One Marine aims inside then concentrates his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then concentrates his weapon on finding the charred driver slumped against the wheel.,concentrates,yes,,{},One Marine aims inside then concentrates his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then concentrates his weapon on finding the charred driver slumped against the wheel.,concentrates,no,True,{},One Marine aims inside then concentrates his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then concentrates his weapon on finding the charred driver slumped against the wheel.,concentrates,yes,,{},One Marine aims inside then concentrates his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.12.583-01.48.16.599,Sunlight shines behind Nantz unit accompanying them as they stand amidst the rubble and stare at the destroyed vessel.,accompanying,yes,,{},Sunlight shines behind Nantz unit accompanying them as they stand amidst the rubble and stare at the destroyed vessel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.12.583-01.48.16.599,Sunlight shines behind Nantz unit accompanying them as they stand amidst the rubble and stare at the destroyed vessel.,accompanying,no,,{},Sunlight shines behind Nantz unit accompanying them as they stand amidst the rubble and stare at the destroyed vessel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.12.583-01.48.16.599,Sunlight shines behind Nantz unit accompanying them as they stand amidst the rubble and stare at the destroyed vessel.,accompanying,yes,,{},Sunlight shines behind Nantz unit accompanying them as they stand amidst the rubble and stare at the destroyed vessel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.12.583-01.48.16.599,Sunlight shines behind Nantz unit accompanying them as they stand amidst the rubble and stare at the destroyed vessel.,accompanying,yes,True,{},Sunlight shines behind Nantz unit accompanying them as they stand amidst the rubble and stare at the destroyed vessel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.12.583-01.48.16.599,Sunlight shines behind Nantz unit accompanying them as they stand amidst the rubble and stare at the destroyed vessel.,accompanying,yes,,{},Sunlight shines behind Nantz unit accompanying them as they stand amidst the rubble and stare at the destroyed vessel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then dumps his weapon on finding the charred driver slumped against the wheel.,dumps,no,,{},One Marine aims inside then dumps his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then dumps his weapon on finding the charred driver slumped against the wheel.,dumps,yes,,{},One Marine aims inside then dumps his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then dumps his weapon on finding the charred driver slumped against the wheel.,dumps,no,,{},One Marine aims inside then dumps his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then dumps his weapon on finding the charred driver slumped against the wheel.,dumps,yes,,{},One Marine aims inside then dumps his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then dumps his weapon on finding the charred driver slumped against the wheel.,dumps,no,,{},One Marine aims inside then dumps his weapon on finding the charred driver slumped against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine pays for the bowl.,pays,yes,,{},The Marine pays for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine pays for the bowl.,pays,no,,{},The Marine pays for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine pays for the bowl.,pays,yes,,{},The Marine pays for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine pays for the bowl.,pays,yes,,{},The Marine pays for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine pays for the bowl.,pays,no,,{},The Marine pays for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then lowers his weapon on finding the charred driver pound against the wheel.,pound,yes,,{},One Marine aims inside then lowers his weapon on finding the charred driver pound against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then lowers his weapon on finding the charred driver pound against the wheel.,pound,yes,,{},One Marine aims inside then lowers his weapon on finding the charred driver pound against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then lowers his weapon on finding the charred driver pound against the wheel.,pound,no,,{},One Marine aims inside then lowers his weapon on finding the charred driver pound against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then lowers his weapon on finding the charred driver pound against the wheel.,pound,yes,,{},One Marine aims inside then lowers his weapon on finding the charred driver pound against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then lowers his weapon on finding the charred driver pound against the wheel.,pound,yes,,{},One Marine aims inside then lowers his weapon on finding the charred driver pound against the wheel.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine settles for the bowl.,settles,yes,,{},The Marine settles for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine settles for the bowl.,settles,no,True,{},The Marine settles for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine settles for the bowl.,settles,no,,{},The Marine settles for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine settles for the bowl.,settles,yes,,{},The Marine settles for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine settles for the bowl.,settles,no,,{},The Marine settles for the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A decorated Marine heads over to them.,decorated,yes,,{},A decorated Marine heads over to them.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A decorated Marine heads over to them.,decorated,yes,,{},A decorated Marine heads over to them.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A decorated Marine heads over to them.,decorated,yes,,{},A decorated Marine heads over to them.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A decorated Marine heads over to them.,decorated,yes,,{},A decorated Marine heads over to them.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A decorated Marine heads over to them.,decorated,yes,,{},A decorated Marine heads over to them.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.35.845-00.26.42.050,"Now through a thick haze, several aging Marines gradually appear.",aging,yes,,{},"Now through a thick haze, several aging Marines gradually appear.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.35.845-00.26.42.050,"Now through a thick haze, several aging Marines gradually appear.",aging,yes,,{},"Now through a thick haze, several aging Marines gradually appear.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.35.845-00.26.42.050,"Now through a thick haze, several aging Marines gradually appear.",aging,yes,,{},"Now through a thick haze, several aging Marines gradually appear.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.35.845-00.26.42.050,"Now through a thick haze, several aging Marines gradually appear.",aging,yes,,{},"Now through a thick haze, several aging Marines gradually appear.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.35.845-00.26.42.050,"Now through a thick haze, several aging Marines gradually appear.",aging,no,True,{},"Now through a thick haze, several aging Marines gradually appear.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine dives the bowl.,dives,no,,{},The Marine dives the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine dives the bowl.,dives,yes,,{},The Marine dives the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine dives the bowl.,dives,no,,{},The Marine dives the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine dives the bowl.,dives,yes,,{},The Marine dives the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine dives the bowl.,dives,yes,,{},The Marine dives the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.35.845-00.26.42.050,"Now through a thick haze, several dressed Marines gradually appear.",dressed,yes,,{},"Now through a thick haze, several dressed Marines gradually appear.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.35.845-00.26.42.050,"Now through a thick haze, several dressed Marines gradually appear.",dressed,yes,,{},"Now through a thick haze, several dressed Marines gradually appear.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.35.845-00.26.42.050,"Now through a thick haze, several dressed Marines gradually appear.",dressed,yes,,{},"Now through a thick haze, several dressed Marines gradually appear.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.35.845-00.26.42.050,"Now through a thick haze, several dressed Marines gradually appear.",dressed,yes,,{},"Now through a thick haze, several dressed Marines gradually appear.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.35.845-00.26.42.050,"Now through a thick haze, several dressed Marines gradually appear.",dressed,yes,,{},"Now through a thick haze, several dressed Marines gradually appear.",,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine climbs the bowl.,climbs,no,,{},The Marine climbs the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine climbs the bowl.,climbs,yes,,{},The Marine climbs the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine climbs the bowl.,climbs,no,,{},The Marine climbs the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine climbs the bowl.,climbs,no,,{},The Marine climbs the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine climbs the bowl.,climbs,no,,{},The Marine climbs the bowl.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A wounded Marine heads over to them.,wounded,yes,,{},A wounded Marine heads over to them.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A wounded Marine heads over to them.,wounded,yes,,{},A wounded Marine heads over to them.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A wounded Marine heads over to them.,wounded,yes,,{},A wounded Marine heads over to them.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A wounded Marine heads over to them.,wounded,yes,,{},A wounded Marine heads over to them.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A wounded Marine heads over to them.,wounded,yes,,{},A wounded Marine heads over to them.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars block their path.,block,yes,,{},Abandoned cars block their path.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars block their path.,block,yes,,{},Abandoned cars block their path.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars block their path.,block,yes,,{},Abandoned cars block their path.,,
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars block their path.,block,yes,,{},Abandoned cars block their path.,,
