Title,Description,Keywords,clip,sent,phrase
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.28.870-00.25.32.155,"Against the steady flow of evacuees, the unit edges down a street filled with abandoned vehicles.",edges down
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.11.59.715-01.12.04.165,"Nantz marches pass the soldiers, who stand there, guarding him.",guarding
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.37.000-00.25.43.288,Unit spins through the thick smoke.,spins
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.55.02.148-00.55.03.914,They drive off.,drive off
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.11.59.715-01.12.04.165,"Nantz marches pass the soldiers, who stand there, admiring him.",admiring
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.55.02.148-00.55.03.914,They freeze.,freeze
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.37.000-00.25.43.288,Unit breathes through the thick smoke.,breathes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.54.279-00.06.56.482,Harris moves to Stavrou,moves
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.14.02.000-01.14.12.782,The staff sergeant wipes the wounded civilian's brow then sits back and drains a water bottle.,drains
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.37.000-00.25.43.288,Unit tumbles through the thick smoke.,tumbles
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.54.279-00.06.56.482,Harris sprints to Stavrou,sprints
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.14.30.532-01.14.33.775,Joe lifts his loving hand.,loving
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.54.279-00.06.56.482,Harris leads to Stavrou,leads
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.37.000-00.25.43.288,Unit fades the thick smoke.,fades
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.16.08.492-01.16.12.875,Nantz replaces a clock with his watch.,replaces
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.49.873-00.25.50.673,An object bounces from the sky.,bounces
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.54.279-00.06.56.482,Harris shoves Stavrou,shoves
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.16.08.492-01.16.12.875,Nantz balances a clock with his watch.,balances
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.16.45.619-01.16.49.226,SOMEONE<The vet> kisses one of the supporting girls on the head.,supporting
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.49.873-00.25.50.673,An object hovers the sky.,hovers
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.54.279-00.06.56.482,Harris beats Stavrou,beats
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.49.873-00.25.50.673,An object swirls the sky.,swirls
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.17.15.499-01.17.16.347,The second hand ticks well ticking the 12.,ticking
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.06.54.279-00.06.56.482,Harris tackles Stavrou,tackles
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.17.56.582-01.18.00.746,"Flames blaze the burning wreckage, a various aircraft and vehicles littering the runway.",blaze
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.23.599-00.07.29.829,"He grasps SOEMONE's arm, then notices the man's hardened stare.",grasps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.56.161-00.25.58.403,Nantz says for them to move on.,says
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.06.163-01.18.08.895,"Nantz steps forward, chuck heavily.",chuck
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.23.599-00.07.29.829,"He taps SOEMONE's arm, then notices the man's hardened stare.",taps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.21.031-01.18.25.754,They usher Joe into a tent and set him down.,usher
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.56.161-00.25.58.403,Nantz urges for them to move on.,urges
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.23.599-00.07.29.829,"He rubs SOEMONE's arm, then notices the man's hardened stare.",rubs
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.18.50.000-01.18.55.133,"Brightening a little, the staff sergeant grinds to a stop.",grinds
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.56.161-00.25.58.403,Nantz tells for them to move on.,tells
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.22.48.131-01.22.51.889,"She<The vet> leads Hector to the girls, who lounge nearby.",lounge
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.22.52.946-01.22.59.391,Nantz summons a tense breath then looks at Kerns and the other Marines.,summons
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.44.892-00.07.46.312,"Now, one smooth shaving Marine awakes in a psychiatrist's office.",awakes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.56.161-00.25.58.403,Nantz asks them to move on.,asks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.24.19.000-01.24.26.405,Nantz stamps his temple then gets into Lockett face.,stamps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.44.892-00.07.46.312,"Now, one smooth shaving Marine sleeps in a psychiatrist's office.",sleeps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.56.161-00.25.58.403,Nantz causes them to move on.,causes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.44.892-00.07.46.312,"Now, one smooth shaving Marine wakes in a psychiatrist's office.",wakes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.26.15.706-01.26.22.183,Kerns carve ammunition from dead bodies.,carve
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.44.892-00.07.46.312,"Now, one smooth shaving Marine arrives at a psychiatrist's office.",arrives at
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.56.161-00.25.58.403,Nantz signals for them to push on.,push
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.31.21.861-01.31.27.680,"As Imlay selects a binocular, Nantz shifts his troubled gaze.",selects
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.44.892-00.07.46.312,"Now, one smooth shaving Marine exits a psychiatrist's office.",exits
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.25.58.403-00.26.01.198,Imlay wheels around.,wheels
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.31.30.412-01.31.31.412,In distant downtown skyscrapers shine like Roman candles.,shine
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.44.892-00.07.46.312,"Now, one smooth shaving Marine emerges a psychiatrist's office.",emerges
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.31.30.412-01.31.31.412,In distant downtown skyscrapers sprinkle like Roman candles.,sprinkle
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns gestures to a bowl of pastel mints.",gestures
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.10.000-00.26.19.437,The unit zips out of the alley and crosses an empty street littered with household items.,zips
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.10.000-00.26.19.437,The unit skates out of the alley and crosses an empty street littered with household items.,skates
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns wanders to a bowl of pastel mints.",wanders
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.31.30.412-01.31.31.412,In distant downtown skyscrapers resemble Roman candles.,resemble
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.10.000-00.26.19.437,The unit rears of the alley and crosses an empty street littered with household items.,rears
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.35.14.016-01.35.17.905,Then they relax.,relax
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.10.000-00.26.19.437,The unit bounds the alley and crosses an empty street littered with household items.,bounds
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.37.35.948-01.37.38.605,"Two jacking towers jet from its tower, smashing through a hole in the ceiling.",smashing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns proceeds to a bowl of pastel mints.",proceeds
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.10.000-00.26.19.437,The unit glides the alley and crosses an empty street littered with household items.,glides
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.39.20.000-01.39.25.000,Kerns composes some soaring drums as Kerns makes his way to a crumbled building.,composes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.43.33.404-01.43.39.398,"As it lifts off, chunks of SOMEONE stain off its enormous brain.",stain
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns knocks a bowl of pastel mints.",knocks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine sneaks inside then lowers his weapon on finding the charred driver slumped against the wheel.,sneaks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.43.49.307-01.43.50.720,Doc attempts to lift the panel off Imlay,attempts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.46.312-00.07.48.644,"His leg jiggling, Kerns throws a bowl of pastel mints.",throws
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.47.05.602-01.47.09.085,"SOMEONE watches the drones, which sort out of control as they descend.",sort
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then mounts his weapon on finding the charred driver slumped against the wheel.,mounts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine heads for the bowl.,heads
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then concentrates his weapon on finding the charred driver slumped against the wheel.,concentrates
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.12.583-01.48.16.599,Sunlight shines behind Nantz unit accompanying them as they stand amidst the rubble and stare at the destroyed vessel.,accompanying
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then dumps his weapon on finding the charred driver slumped against the wheel.,dumps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine pays for the bowl.,pays
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.27.382-00.26.35.795,One Marine aims inside then lowers his weapon on finding the charred driver pound against the wheel.,pound
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine settles for the bowl.,settles
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A decorated Marine heads over to them.,decorated
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.35.845-00.26.42.050,"Now through a thick haze, several aging Marines gradually appear.",aging
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine dives the bowl.,dives
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.35.845-00.26.42.050,"Now through a thick haze, several dressed Marines gradually appear.",dressed
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine climbs the bowl.,climbs
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A wounded Marine heads over to them.,wounded
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars block their path.,block
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.52.000-00.07.55.690,The Marine kicks the bowl.,kicks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.30.752-01.49.38.721,The staff sergeant eyes a supply of bullets and a stack of ammunition magazines arranged on a table.,arranged
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars obscure their path.,obscure
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns pops his hand and the doctor smiles.,pops
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.44.948-01.49.50.409,"As Nantz fills the magazine, the others and his unit scrutinize with disbelieving eyes.",scrutinize
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.44.854-00.26.49.046,Abandoned cars bar their path.,bar
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.08.764-00.04.12.510,"From a deck, the two brothers consider heading out to sea.",consider
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.55.392-00.26.57.709,Simmons releases his rifle.,releases
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns curls his hand and the doctor smiles.,curls
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.33.549-00.04.37.202,"Now, in a car's passenger seat, a blonde uses a vanity mirror to undo lipstick.",undo
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns waves his hand and the doctor smiles.,waves
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.55.392-00.26.57.709,Simmons retrieves his rifle.,retrieves
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.09.17.825-00.09.20.924,"As Charlie starts the engine, the headlights reveal Sam trotting in his path.",trotting
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns withdraws his hand and the doctor bows.,bows
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.55.392-00.26.57.709,Simmons unlocks his rifle.,unlocks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.14.58.745-00.15.03.519,SOMEONE races stab them.,stab
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.07.55.690-00.07.57.858,Kerns withdraws his hand and the doctor resumes.,resumes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.59.668-00.27.02.427,Then a home's tipping front steps.,tipping
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.16.41.000-00.16.46.159,Charlie shocked mouth curls into a faint smile.,shocked
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.03.000-00.08.06.379,Kerns hits his head.,hits
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.03.000-00.08.06.379,Kerns explodes his head.,explodes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.17.13.863-00.17.17.618,"Now, dull gray clouds mask the same view of the forest, the bay, and the sea.",mask
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.26.59.668-00.27.02.427,Then a home's flashing front steps.,flashing
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.03.000-00.08.06.379,Kerns sticks out his head.,sticks out
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.02.427-00.27.06.911,"The unit treads on, spread out along the hazy street.",treads
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.23.09.734-00.23.12.160,Alistair keeps his gaze locked on his boss as Alistair uses a pair of pliers to wrench a crossbow bolt out of the tree.,wrench
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.27.367-00.08.29.050,The doctor shouts at him.,shouts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.02.427-00.27.06.911,"The unit hikes on, spread out along the hazy street.",hikes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.10.403-00.27.13.774,Nantz swipes through his scope.,swipes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.27.367-00.08.29.050,The doctor sniffs at him.,sniffs
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.23.09.734-00.23.12.160,Alistair keeps his gaze locked on his boss as Alistair uses a pair of pliers to fasten a crossbow bolt out of the tree.,fasten
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.27.367-00.08.29.050,The doctor leaps at him.,leaps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.10.403-00.27.13.774,Nantz readies his scope.,readies
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.23.09.734-00.23.12.160,Alistair keeps his gaze locked on his boss as Alistair uses a pair of pliers to tighten a crossbow bolt out of the tree.,tighten
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.16.000-00.27.18.614,The staff sergeant cautiously approaches a house where a body lies sprawling down on the lawn.,sprawling
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.31.000-00.08.37.050,He notes notes in the Marine's medical file.,notes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.25.29.601-00.25.36.613,Charlie hikes past a headstone showing a weeping angel trash bags tossed over his shoulder while cradling his baseball glove to his chest smiling.,tossed
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.16.000-00.27.18.614,The staff sergeant cautiously approaches a house where a body lies flop down on the lawn.,flop
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.31.000-00.08.37.050,He adds notes in the Marine's medical file.,adds
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.31.10.225-00.31.14.667,"As Charlie steps into the street, a fisherman in waterproof bib pants passes him carrying a coil of rope suspended over his shoulder.",suspended
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.16.000-00.27.18.614,The staff sergeant cautiously approaches a house where a body lies buried down on the lawn.,buried
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.31.000-00.08.37.050,He slips notes in the Marine's medical file.,slips
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.31.26.855-00.31.30.288,A beautiful state of the art sloop tops across the harbor.,tops
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.16.000-00.27.18.614,The staff sergeant cautiously approaches a house where a body lies dying on the lawn.,dying
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.16.000-00.27.18.614,The staff sergeant cautiously approaches a house where a body lies draped on the lawn.,draped
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.41.192-00.08.43.724,Kerns forces a frustrated look.,forces
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.32.01.966-00.32.03.371,"Now, the vessel sits anchored with its foresail pinched down and tied.",pinched
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.08.57.215-00.09.00.360,"Now, the mocha-skinned Marine, Lockett holds a golf club as Lockett perches at a gravestone.",perches
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.19.883-00.27.23.099,The others pluck their weapons.,pluck
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.33.34.882-00.33.37.301,"Later, Charlie rests his head on his hand, his brow arched.",arched
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett swings the club.,swings
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.38.31.354-00.38.34.887,"Now, Charlie cautiously grabs a suspended safety wire attaching the side of Tess sloop.",attaching
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.19.883-00.27.23.099,The others train their weapons.,train
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.19.883-00.27.23.099,The others cock their weapons.,cock
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.40.44.444-00.40.49.724,"Charlie glances away, then soaks his face in his hands.",soaks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett fires the club.,fires
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.46.44.003-00.46.45.029,"Charlie rushes at them, binding his trash can lids together.",binding
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.30.500-00.27.34.227,"Through a scope, they view the haze.",view
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.16.310-00.09.18.225,Lockett fights the club.,fights
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.49.05.440-00.49.11.860,Tess slows as Charlie runs to comfort her.,comfort
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns marks his weapon at a car then shifts his crosshairs through the right.,marks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.49.05.440-00.49.11.860,Tess slows as Charlie runs to flank her.,flank
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett directs in the sunlight.",directs
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns aims his weapon at a car then weaves his crosshairs through the right.,weaves
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.52.29.066-00.52.32.539,"With a puzzled look, Charlie offers it to her.",puzzled
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.27.34.227-00.27.38.891,Kerns aims his weapon at a car then sprays his crosshairs through the right.,sprays
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett sweeps in the sunlight.",sweeps
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.09.23.000-00.09.27.068,"Shifting his gaze, Lockett casts in the sunlight.",casts
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.57.44.953-00.57.48.237,"Reaching the cabin, Charlie finds a slip of paper tacked to the door labeling a doodle of the Splendid Splinter.",labeling
