Title,Description,Keywords,obs1,obs2,generatedHyp,model,Answer.grammatical,Answer.understandable,Answer.o1_h_coherence,Answer.h_o2_coherence,Answer.overall_coherence,Answer.overall_informativeness,Answer.not-understandable-reason
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Susan loves to ride her horse on the nearby trails.,Susan needed stitches to close the cut on her head.,She loves to walk for a walk in the woods and to play with her dog.,delorean_x_only,-2,-2,-2,-2,-2,,doesn't make sense
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Susan loves to ride her horse on the nearby trails.,Susan needed stitches to close the cut on her head.,She loves to walk for a walk in the woods and to play with her dog.,delorean_x_only,-1,1,-1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Sue was cooking spaghetti noodles.,Sue burned the noodles.,"She was sitting on the couch, burned out from the previous night's party.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,2,-2,1,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Sue was cooking spaghetti noodles.,Sue burned the noodles.,"She was sitting on the couch, burned out from the previous night's party.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,1,-2,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Sue was cooking spaghetti noodles.,Sue burned the noodles.,"She was sitting on the couch, burned out from the previous night's party.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-2,-2,-2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I moved the razor over my face.,Five more swipe made my face smooth.,I was a swipe of the razor over my face.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-2,-2,-1,-1,-1,,nonsense
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I moved the razor over my face.,Five more swipe made my face smooth.,I was a swipe of the razor over my face.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-1,1,-1,-1,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I moved the razor over my face.,Five more swipe made my face smooth.,I was a swipe of the razor over my face.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-1,1,1,1,1,-1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Lara was having a birthday party.,Tina was upset she was late.,"She was having a Tina's birthday party, but she was not invited.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-2,1,-2,-2,-2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Lara was having a birthday party.,Tina was upset she was late.,"She was having a Tina's birthday party, but she was not invited.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-1,1,-2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Lara was having a birthday party.,Tina was upset she was late.,"She was having a Tina's birthday party, but she was not invited.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-1,-1,-1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Lucy's grandma insisted Lucy clean her room.,Her grandma was not impressed and cleaned the room again.,"Lucy was a little nervous, but she did as she was told.",delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Lucy's grandma insisted Lucy clean her room.,Her grandma was not impressed and cleaned the room again.,"Lucy was a little nervous, but she did as she was told.",delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Lucy's grandma insisted Lucy clean her room.,Her grandma was not impressed and cleaned the room again.,"Lucy was a little nervous, but she did as she was told.",delorean_x_only,2,2,1,1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense","In the autumn, Susan planted some flower seeds in the backyard.",She then dug up all her flowers.,She planted a bunch of them in the flowers that were growing in the garden.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-1,2,1,-1,-1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense","In the autumn, Susan planted some flower seeds in the backyard.",She then dug up all her flowers.,She planted a bunch of them in the flowers that were growing in the garden.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense","In the autumn, Susan planted some flower seeds in the backyard.",She then dug up all her flowers.,She planted a bunch of them in the flowers that were growing in the garden.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ritz was born in a large litter of 12 other puppies.,Ritz was orphaned and had to be sent to a shelter.,She was the first litter born in the new house.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,-1,-1,-2,-1,,She was the first litter is weird...'part of' would be better
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ritz was born in a large litter of 12 other puppies.,Ritz was orphaned and had to be sent to a shelter.,She was the first litter born in the new house.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,1,1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ritz was born in a large litter of 12 other puppies.,Ritz was orphaned and had to be sent to a shelter.,She was the first litter born in the new house.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",We used to go to the park all the time.,He needed 19 Stitches that night.,We would play in the park.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",We used to go to the park all the time.,He needed 19 Stitches that night.,We would play in the park.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",We used to go to the park all the time.,He needed 19 Stitches that night.,We would play in the park.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,2,2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I had a stroke in 2011.,I found a one handed monocular and use it often.,I was in the hospital for a week.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I had a stroke in 2011.,I found a one handed monocular and use it often.,I was in the hospital for a week.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I had a stroke in 2011.,I found a one handed monocular and use it often.,I was in the hospital for a week.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Amy was shopping for new slippers,Amy ended up wearing the slippers until the sole fell out.,when she came across a pair of pink sl wearing a pair of pink slippers.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-2,-1,-2,-1,-2,2,Not sure who she is talking about wearing slippers.
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Amy was shopping for new slippers,Amy ended up wearing the slippers until the sole fell out.,when she came across a pair of pink sl wearing a pair of pink slippers.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-2,-2,-2,-2,-2,,"""sl"" isn't a word."
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Amy was shopping for new slippers,Amy ended up wearing the slippers until the sole fell out.,when she came across a pair of pink sl wearing a pair of pink slippers.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-1,-1,1,1,1,1,nonsensical
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Amy was in the park walking her dog Spot.,Amy gave the mime a $5 to make up for being scared by Spot.,"Spot was a very friendly dog, she was very friendly and very playful.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-1,2,2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Amy was in the park walking her dog Spot.,Amy gave the mime a $5 to make up for being scared by Spot.,"Spot was a very friendly dog, she was very friendly and very playful.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,2,1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Amy was in the park walking her dog Spot.,Amy gave the mime a $5 to make up for being scared by Spot.,"Spot was a very friendly dog, she was very friendly and very playful.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Peyton played football professionally.,He was forced to quit playing.,He played a two-sport star at the University of Tennessee.,delorean_x_only,-2,1,2,-2,-2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Peyton played football professionally.,He was forced to quit playing.,He played a two-sport star at the University of Tennessee.,delorean_x_only,2,2,2,1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Peyton played football professionally.,He was forced to quit playing.,He played a two-sport star at the University of Tennessee.,delorean_x_only,1,1,-1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ned had always been shy.,Ned is now more shy than ever before.,"He was a shy boy, and he was always the one who was the most afraid of the other kids.",delorean_x_only,2,2,2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ned had always been shy.,Ned is now more shy than ever before.,"He was a shy boy, and he was always the one who was the most afraid of the other kids.",delorean_x_only,1,2,-1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ned had always been shy.,Ned is now more shy than ever before.,"He was a shy boy, and he was always the one who was the most afraid of the other kids.",delorean_x_only,1,1,2,2,1,-1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Anna's roots were growing out.,Now her dark roots were gone!,She was growing out.,delorean_x_only,-1,1,-1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Anna's roots were growing out.,Now her dark roots were gone!,She was growing out.,delorean_x_only,1,1,-1,1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Anna's roots were growing out.,Now her dark roots were gone!,She was growing out.,delorean_x_only,-2,-2,-2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Lucy's grandma insisted Lucy clean her room.,Her grandma was not impressed and cleaned the room again.,Lucy was not impressed by her grandma's cleaning skills.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Lucy's grandma insisted Lucy clean her room.,Her grandma was not impressed and cleaned the room again.,Lucy was not impressed by her grandma's cleaning skills.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Lucy's grandma insisted Lucy clean her room.,Her grandma was not impressed and cleaned the room again.,Lucy was not impressed by her grandma's cleaning skills.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",The chef didn't know what to make for this week's special.,Many customers loved the salmon salad but not the pasta dish.,"He had a few ideas, but salmon was out.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,1,2,-2,-2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",The chef didn't know what to make for this week's special.,Many customers loved the salmon salad but not the pasta dish.,"He had a few ideas, but salmon was out.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,1,1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",The chef didn't know what to make for this week's special.,Many customers loved the salmon salad but not the pasta dish.,"He had a few ideas, but salmon was out.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,2,2,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Paul didn't want to go to school today.,Now Paul is grounded for two weeks.,He wanted to go to school tomorrow.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,1,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Paul didn't want to go to school today.,Now Paul is grounded for two weeks.,He wanted to go to school tomorrow.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Paul didn't want to go to school today.,Now Paul is grounded for two weeks.,He wanted to go to school tomorrow.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Lilly purchased the biggest turkey she could find.,She had to fix burgers that she had in the freezer instead.,"She had to get it bigger one, because the one she had was too small.",delorean_x_only,1,2,2,1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Lilly purchased the biggest turkey she could find.,She had to fix burgers that she had in the freezer instead.,"She had to get it bigger one, because the one she had was too small.",delorean_x_only,-1,1,-1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Lilly purchased the biggest turkey she could find.,She had to fix burgers that she had in the freezer instead.,"She had to get it bigger one, because the one she had was too small.",delorean_x_only,1,1,1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Jamie becomes fat after Years of driving to the office.,Jamie wishes he had begun biking Years ago.,He decides to go to the gym and lose the weight.,delorean_x_only,2,2,2,1,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Jamie becomes fat after Years of driving to the office.,Jamie wishes he had begun biking Years ago.,He decides to go to the gym and lose the weight.,delorean_x_only,2,2,2,1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Jamie becomes fat after Years of driving to the office.,Jamie wishes he had begun biking Years ago.,He decides to go to the gym and lose the weight.,delorean_x_only,2,2,2,1,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Paul and Jessica had been married for 15 Year's.,Paul and Jessica finally went their separate ways.,"They had two children, a son and a daughter.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Paul and Jessica had been married for 15 Year's.,Paul and Jessica finally went their separate ways.,"They had two children, a son and a daughter.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Paul and Jessica had been married for 15 Year's.,Paul and Jessica finally went their separate ways.,"They had two children, a son and a daughter.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Mary makes candles.,Mary felt unappreciated.,She Mary makes candles.,delorean_x_only,-2,2,2,-2,-2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Mary makes candles.,Mary felt unappreciated.,She Mary makes candles.,delorean_x_only,-2,1,-1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Mary makes candles.,Mary felt unappreciated.,She Mary makes candles.,delorean_x_only,-1,1,1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Tami decided to attend volleyball tryouts.,Tami made the basketball team.,"She was the only girl in basketball team, so she was the only one who could play.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-1,1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Tami decided to attend volleyball tryouts.,Tami made the basketball team.,"She was the only girl in basketball team, so she was the only one who could play.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,2,-1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Tami decided to attend volleyball tryouts.,Tami made the basketball team.,"She was the only girl in basketball team, so she was the only one who could play.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-1,1,-1,-1,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I was drinking some soda out of a cup.," I had expected soda, but drank the water by mistake.",I was sitting on the water cooler.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I was drinking some soda out of a cup.," I had expected soda, but drank the water by mistake.",I was sitting on the water cooler.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-1,-1,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I was drinking some soda out of a cup.," I had expected soda, but drank the water by mistake.",I was sitting on the water cooler.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",All Kevin wanted in life was to buy his fiance a house.,Kevin bought a house.,"But when young man from the Philippines, who was living in the UK, was unable to do so because he was a foreigner.",delorean_x_only,1,2,2,-2,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",All Kevin wanted in life was to buy his fiance a house.,Kevin bought a house.,"But when young man from the Philippines, who was living in the UK, was unable to do so because he was a foreigner.",delorean_x_only,-2,-1,-2,-2,-2,,There seem to be multiple words missing.
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",All Kevin wanted in life was to buy his fiance a house.,Kevin bought a house.,"But when young man from the Philippines, who was living in the UK, was unable to do so because he was a foreigner.",delorean_x_only,-1,1,-2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ina found a golden ring in the hall at school.,Ina took the ring right to the Lost And Found office.,"She was so excited to find it that she ran to the teacher and said, 'I found a ring!'",delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ina found a golden ring in the hall at school.,Ina took the ring right to the Lost And Found office.,"She was so excited to find it that she ran to the teacher and said, 'I found a ring!'",delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ina found a golden ring in the hall at school.,Ina took the ring right to the Lost And Found office.,"She was so excited to find it that she ran to the teacher and said, 'I found a ring!'",delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Julie always wanted a kitten.,She saw a kitten alone in a corner and knew this was the one for her.,She was a little girl when she first saw a kitten in a pet shop window.,delorean_x_only,2,2,2,2,2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Julie always wanted a kitten.,She saw a kitten alone in a corner and knew this was the one for her.,She was a little girl when she first saw a kitten in a pet shop window.,delorean_x_only,2,2,1,1,1,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Julie always wanted a kitten.,She saw a kitten alone in a corner and knew this was the one for her.,She was a little girl when she first saw a kitten in a pet shop window.,delorean_x_only,2,2,2,1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ella had packed a picnic for her family.,Ella was happy that the picnic wasn't ruined.,"""She was just happy to be home,"" said her mother, who asked not to be identified.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ella had packed a picnic for her family.,Ella was happy that the picnic wasn't ruined.,"""She was just happy to be home,"" said her mother, who asked not to be identified.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Ella had packed a picnic for her family.,Ella was happy that the picnic wasn't ruined.,"""She was just happy to be home,"" said her mother, who asked not to be identified.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Wendy's brother loved to play tricks on her.,Wendy doubled up with laughter as he continued to try to blow them out,"'He would put his hand in my mouth and say, 'I'm going to eat your tongue,'' Wendy said.",delorean_x_only,2,2,2,-2,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Wendy's brother loved to play tricks on her.,Wendy doubled up with laughter as he continued to try to blow them out,"'He would put his hand in my mouth and say, 'I'm going to eat your tongue,'' Wendy said.",delorean_x_only,2,1,-2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Wendy's brother loved to play tricks on her.,Wendy doubled up with laughter as he continued to try to blow them out,"'He would put his hand in my mouth and say, 'I'm going to eat your tongue,'' Wendy said.",delorean_x_only,2,2,-2,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Jordan and his girlfriend of three Year's decided to move in together.," In the end, they decided to break up and move on.",The couple had been together break-up-free for a year and a half.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,2,-2,-2,2,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Jordan and his girlfriend of three Year's decided to move in together.," In the end, they decided to break up and move on.",The couple had been together break-up-free for a year and a half.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",Jordan and his girlfriend of three Year's decided to move in together.," In the end, they decided to break up and move on.",The couple had been together break-up-free for a year and a half.,ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,2,2,1,1,1,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I am visiting my mother-in-law this weekend.,I ordered a big number alarm clock that has good reviews.,"She was a little nervous about the trip, but I am glad I am able to go.",delorean_x_only,-1,1,1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I am visiting my mother-in-law this weekend.,I ordered a big number alarm clock that has good reviews.,"She was a little nervous about the trip, but I am glad I am able to go.",delorean_x_only,2,2,2,-2,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",I am visiting my mother-in-law this weekend.,I ordered a big number alarm clock that has good reviews.,"She was a little nervous about the trip, but I am glad I am able to go.",delorean_x_only,1,2,2,-1,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense","Anita didn't know her real father, but her step father was around.",Then he took her outside and beat her with the water-hose.,"She was a good girl, a good student.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,-1,2,-1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense","Anita didn't know her real father, but her step father was around.",Then he took her outside and beat her with the water-hose.,"She was a good girl, a good student.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,1,-2,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense","Anita didn't know her real father, but her step father was around.",Then he took her outside and beat her with the water-hose.,"She was a good girl, a good student.",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-1,-1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",The Smiths were having holidays done of the children.," Ty's face lit up as he ran to the new toy, happily posing for photos.","""I was in the toy shop and I saw the toy and I thought, 'Oh my God, this is amazing.'",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,2,2,-2,1,-2,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",The Smiths were having holidays done of the children.," Ty's face lit up as he ran to the new toy, happily posing for photos.","""I was in the toy shop and I saw the toy and I thought, 'Oh my God, this is amazing.'",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,2,-2,1,-1,,{}
Guess on what happened between two observed events.,"Given two observations, evaluate AI's guess.","story, commonsense",The Smiths were having holidays done of the children.," Ty's face lit up as he ran to the new toy, happily posing for photos.","""I was in the toy shop and I saw the toy and I thought, 'Oh my God, this is amazing.'",ours_proc_xl_rank_trim5_ml20_nox_ppl_xyz_ppl_z_c_500.json_ppl_gens_top,1,2,-1,1,-1,,{}
