Title,Description,Keywords,context
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",shovel / driveway / snow / shovel
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",metal / piece / hit / hammer / anvil
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",trail / ride / mountain / horse
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",pull / dock / boat / tie
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",cobble / wear / headscarf / stand / courtyard
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",knife / board / chop / cut
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",photographer / wedding / picture / take
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",take / picture / air / jump
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",wall / arm / stretch / stand
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",ball / hold / chase / team / player
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",table / head / shake / sit
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",floor / shirt / sit / fold / demonstrate
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",walk / street / surround / building
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",throw / sit / floor / ball
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sit / graffiti / front / wall
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",grind / meat / machine / use / demonstrate
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",feed / fence / goat / stand
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hair / scissor / cut / comb
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hold / run / field / stick
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",leave / groom / bride / friend / wedding
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",tool / hand / lock / hold
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",jump / swim / pool / water
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",swim / school / diver / background / fish
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",floor / foot / sit / massage
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",dog / jet / water / squirt
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hit / target / axe / bullseye / throw
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",chip / piece / rock / tool
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",cream / shave / put / leg
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hold / smile / rope / wear / helmet
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",piece / string / tie / demonstrate / knot
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hold / football / kick / run
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",climb / slide / top / rope
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sidewalk / walk / building / front
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",window / building / wash / hang
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",pool / swim / kid / watch
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",stove / pan / scramble / egg
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",shirt / tie / tie / wear
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",painting / coat / stand / hold / front
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sunglass / helmet / wear / gun
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",fruit / market / vegetable / sell
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",water / hand / rub / turn / faucet
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",wave / surround / carry / flag / crowd
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",place / sausage / cook / grill
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",line / wait / buy / cream
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",lunch / movie / eat / watch
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",jump / watch / mat / athlete / bar
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",pit / run / track / land / jump
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",perform / music / room / dance
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",cut / clipper / hair / bathroom
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",wear / shirt / hand / hold
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sit / talk / microphone / listen
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",action / crack / sound / produce / knuckle
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",finger / guitar / hold / move
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",break / ride / take / bike
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",wear / vest / helmet / sit / motorcycle
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sit / table / peel / potato
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",build / front / house / stand
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",drink / restaurant / wine / eat / sit
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",blow / birthday / cake / candle
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",toddler / sit / table / fork / spaghetti
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",treat / sit / wait / dog
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",jump / practice / track / field
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",ramp / bike / fall / ride
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sit / vest / take / break / worker
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",car / gas / pump / put
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",snow / pile / fall / ground / jump
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",gutter / clean / device / house
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",ball / mouth / dog / run
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",saw / piece / wood / saw
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",shove / mouth / watch / food / disbelief
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",mow / field / grass / sit / mower
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",run / research / raise / marathon / money
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",throw / owner / ball / dog
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",check / tire / pressure / gauge
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hold / music / hand / dance
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",work / fly / spark / night / welder
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",rug / wipe / window / use / lady
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",read / sit / paper / bench
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",read / story / teacher / listen
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",crowd / award / speech / front / give
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",machine / metal / polish / piece
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",flame / blow / create / fire / hold
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",give / lecture / professor / student
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",laptop / smoke / sit / access / step
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",jump / dog / hold / stick
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",wear / stair / flight / walk / clothing
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",demonstrate / apply / eyebrow / makeup
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",headphone / watch / cartoon / wear
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",drum / pail / jean / shirt / cap
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",bush / run / path / dog
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",shake / talk / sit / chair
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",pond / feed / fish / hold / bottle
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hat / project / work / wear
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",carry / shoe / beach / walk
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hurdle / run / jump / field
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",platform / dog / look / stand / rubble
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",leg / remove / hair / strip / apply
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",cup / chair / drink / sit
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",room / ear / phone / walk
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",use / open / cap / bottle
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",shirt / hold / marker / run / track
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",hat / wear / photo / take
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",sit / hold / look / chair / book
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",crash / swim / wave / ocean
Compose a sentence in English about a common scene according to a given set of words,"Given a set of words (i.e. nouns and verbs), please write down a natural, simple ENGLISH sentence describing a everyday scene containing all of them. Also, you are required to write down the background commonsense knowledge needed in the process.","utterance, data collection, sentence, common sense, writing,",piece / roll / hand / dough
