Title,Description,Keywords,e1_0,e2_0,relation_0,score_0,gold_triple_idx_0,readable_relation_0,e1_1,e2_1,relation_1,score_1,gold_triple_idx_1,readable_relation_1,e1_2,e2_2,relation_2,score_2,gold_triple_idx_2,readable_relation_2,e1_3,e2_3,relation_3,score_3,gold_triple_idx_3,readable_relation_3,e1_4,e2_4,relation_4,score_4,gold_triple_idx_4,readable_relation_4,e1_5,e2_5,relation_5,score_5,gold_triple_idx_5,readable_relation_5,e1_6,e2_6,relation_6,score_6,gold_triple_idx_6,readable_relation_6,e1_7,e2_7,relation_7,score_7,gold_triple_idx_7,readable_relation_7,e1_8,e2_8,relation_8,score_8,gold_triple_idx_8,readable_relation_8,e1_9,e2_9,relation_9,score_9,gold_triple_idx_9,readable_relation_9
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX eats healthy things,to be healthy,xIntent,0.8857952,282,intent of PersonX,PersonX eats healthy things,to lose weight,xIntent,0.5831636,282,intent of PersonX,PersonX eats healthy things,to exercise,xIntent,0.48329225,282,intent of PersonX,PersonX eats healthy things,to cook,xIntent,0.39151534,282,intent of PersonX,PersonX eats healthy things,healthy,xIntent,0.38074502,282,intent of PersonX,PersonX eats healthy things,to be in shape,xIntent,0.3698517,282,intent of PersonX,PersonX eats healthy things,to be fit,xIntent,0.34265476,282,intent of PersonX,PersonX eats healthy things,to be healthier,xIntent,0.34127006,282,intent of PersonX,PersonX eats healthy things,to eat,xIntent,0.32842785,282,intent of PersonX,PersonX eats healthy things,to not be hungry,xIntent,0.3150331,282,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX loves one 's,smiles,xEffect,0.45529073,83,effect on PersonX,PersonX loves one 's,PersonX smiles,xEffect,0.40256688,83,effect on PersonX,PersonX loves one 's,gets thanked,xEffect,0.35940245,83,effect on PersonX,PersonX loves one 's,PersonX sweats from nervousness,xEffect,0.33247882,83,effect on PersonX,PersonX loves one 's,gets yelled at,xEffect,0.33118865,83,effect on PersonX,PersonX loves one 's,their virginity,xEffect,0.32832643,83,effect on PersonX,PersonX loves one 's,i breath deeply in relief,xEffect,0.31520507,83,effect on PersonX,PersonX loves one 's,thanked,xEffect,0.3028365,83,effect on PersonX,PersonX loves one 's,is thanked,xEffect,0.29308468,83,effect on PersonX,PersonX loves one 's,PersonY's love,xEffect,0.2902879,83,effect on PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX realizes PersonY forgot PersonX's wallet,gets yelled at,xEffect,0.54216176,283,effect on PersonX,PersonX realizes PersonY forgot PersonX's wallet,PersonX sweats from nervousness,xEffect,0.49717575,283,effect on PersonX,PersonX realizes PersonY forgot PersonX's wallet,yelled at,xEffect,0.4387191,283,effect on PersonX,PersonX realizes PersonY forgot PersonX's wallet,i breath deeply in relief,xEffect,0.3412478,283,effect on PersonX,PersonX realizes PersonY forgot PersonX's wallet,punished,xEffect,0.33356243,283,effect on PersonX,PersonX realizes PersonY forgot PersonX's wallet,x has to update y on the changes in the system,xEffect,0.3081292,283,effect on PersonX,PersonX realizes PersonY forgot PersonX's wallet,PersonX is yelled at,xEffect,0.3068559,283,effect on PersonX,PersonX realizes PersonY forgot PersonX's wallet,is yelled at,xEffect,0.30663294,283,effect on PersonX,PersonX realizes PersonY forgot PersonX's wallet,panics,xEffect,0.2851289,283,effect on PersonX,PersonX realizes PersonY forgot PersonX's wallet,none,xEffect,0.28365147,283,effect on PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX convinces PersonY otherwise,each other,oReact,0.27802145,84,reaction of others besides PersonX,PersonX convinces PersonY otherwise,angry,oReact,0.26872417,84,reaction of others besides PersonX,PersonX convinces PersonY otherwise,receives hate mail,oReact,0.26470998,84,reaction of others besides PersonX,PersonX convinces PersonY otherwise,them out of the apartment,oReact,0.25750893,84,reaction of others besides PersonX,PersonX convinces PersonY otherwise,justified,oReact,0.24707155,84,reaction of others besides PersonX,PersonX convinces PersonY otherwise,the crowd,oReact,0.23938121,84,reaction of others besides PersonX,PersonX convinces PersonY otherwise,powerful,oReact,0.22965115,84,reaction of others besides PersonX,PersonX convinces PersonY otherwise,helpful,oReact,0.22628261,84,reaction of others besides PersonX,PersonX convinces PersonY otherwise,fabric supply stores may send email or other advertisements to PersonX to promote the selling of materials that PersonX needs to buy in order to make clothes,oReact,0.22116496,84,reaction of others besides PersonX,PersonX convinces PersonY otherwise,her again,oReact,0.19892243,84,reaction of others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX gathers the ingredients,to eat,xIntent,0.52398455,284,intent of PersonX,PersonX gathers the ingredients,to be healthy,xIntent,0.49137187,284,intent of PersonX,PersonX gathers the ingredients,to be prepared,xIntent,0.47636628,284,intent of PersonX,PersonX gathers the ingredients,to cook,xIntent,0.4488278,284,intent of PersonX,PersonX gathers the ingredients,i breath deeply in relief,xIntent,0.35531116,284,intent of PersonX,PersonX gathers the ingredients,to drink it,xIntent,0.32733175,284,intent of PersonX,PersonX gathers the ingredients,to go to the store,xIntent,0.3021259,284,intent of PersonX,PersonX gathers the ingredients,anything they want,xIntent,0.29371572,284,intent of PersonX,PersonX gathers the ingredients,each other,xIntent,0.29013968,284,intent of PersonX,PersonX gathers the ingredients,to eat them,xIntent,0.2886861,284,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX says hello,PersonX smiles,xEffect,0.71212995,85,effect on PersonX,PersonX says hello,talks,xEffect,0.49147734,85,effect on PersonX,PersonX says hello,PersonX sweats from nervousness,xEffect,0.41253203,85,effect on PersonX,PersonX says hello,gets thanked,xEffect,0.4091897,85,effect on PersonX,PersonX says hello,shakes hands,xEffect,0.40291235,85,effect on PersonX,PersonX says hello,PersonX is thanked,xEffect,0.39106154,85,effect on PersonX,PersonX says hello,laughs,xEffect,0.38057244,85,effect on PersonX,PersonX says hello,i breath deeply in relief,xEffect,0.34995362,85,effect on PersonX,PersonX says hello,is thanked,xEffect,0.34773803,85,effect on PersonX,PersonX says hello,gets a hug,xEffect,0.34477174,85,effect on PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX hears a snap,curious,xAttr,0.7181605,285,attributes of PersonX,PersonX hears a snap,scared,xAttr,0.6773835,285,attributes of PersonX,PersonX hears a snap,clumsy,xAttr,0.65949494,285,attributes of PersonX,PersonX hears a snap,sensitive,xAttr,0.5901815,285,attributes of PersonX,PersonX hears a snap,afraid,xAttr,0.57187194,285,attributes of PersonX,PersonX hears a snap,timid,xAttr,0.5664284,285,attributes of PersonX,PersonX hears a snap,frightened,xAttr,0.5664131,285,attributes of PersonX,PersonX hears a snap,careless,xAttr,0.54110646,285,attributes of PersonX,PersonX hears a snap,loud,xAttr,0.5116887,285,attributes of PersonX,PersonX hears a snap,alert,xAttr,0.493347,285,attributes of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX lays PersonX's sandwich down,active,xAttr,0.5865598,86,attributes of PersonX,PersonX lays PersonX's sandwich down,thoughtful,xAttr,0.5463786,86,attributes of PersonX,PersonX lays PersonX's sandwich down,prepared,xAttr,0.4809187,86,attributes of PersonX,PersonX lays PersonX's sandwich down,hungry,xAttr,0.47318268,86,attributes of PersonX,PersonX lays PersonX's sandwich down,determined,xAttr,0.4541077,86,attributes of PersonX,PersonX lays PersonX's sandwich down,patient,xAttr,0.45193258,86,attributes of PersonX,PersonX lays PersonX's sandwich down,careless,xAttr,0.45154175,86,attributes of PersonX,PersonX lays PersonX's sandwich down,tired,xAttr,0.4447951,86,attributes of PersonX,PersonX lays PersonX's sandwich down,lazy,xAttr,0.4429448,86,attributes of PersonX,PersonX lays PersonX's sandwich down,attentive,xAttr,0.37907258,86,attributes of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX rids horses,to relax,xIntent,0.55666685,286,intent of PersonX,PersonX rids horses,to exercise,xIntent,0.5294759,286,intent of PersonX,PersonX rids horses,to be healthy,xIntent,0.5114193,286,intent of PersonX,PersonX rids horses,to rest,xIntent,0.47655347,286,intent of PersonX,PersonX rids horses,to get somewhere,xIntent,0.3236114,286,intent of PersonX,PersonX rids horses,to win,xIntent,0.29035845,286,intent of PersonX,PersonX rids horses,every moment,xIntent,0.28526312,286,intent of PersonX,PersonX rids horses,i breath deeply in relief,xIntent,0.27288094,286,intent of PersonX,PersonX rids horses,their makeup,xIntent,0.269609,286,intent of PersonX,PersonX rids horses,to eat,xIntent,0.25607786,286,intent of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX finishes PersonX's paper,to study,xNeed,0.6405437,87,"before the event, PersonX might need to",PersonX finishes PersonX's paper,study,xNeed,0.49381545,87,"before the event, PersonX might need to",PersonX finishes PersonX's paper,to practice,xNeed,0.44109613,87,"before the event, PersonX might need to",PersonX finishes PersonX's paper,practice,xNeed,0.39565176,87,"before the event, PersonX might need to",PersonX finishes PersonX's paper,i breath deeply in relief,xNeed,0.35657945,87,"before the event, PersonX might need to",PersonX finishes PersonX's paper,go to school,xNeed,0.31895292,87,"before the event, PersonX might need to",PersonX finishes PersonX's paper,to go to the library,xNeed,0.30121094,87,"before the event, PersonX might need to",PersonX finishes PersonX's paper,to go to school,xNeed,0.2886549,87,"before the event, PersonX might need to",PersonX finishes PersonX's paper,to go to the store,xNeed,0.28170332,87,"before the event, PersonX might need to",PersonX finishes PersonX's paper,to go to work,xNeed,0.2636481,87,"before the event, PersonX might need to"
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX watches  anymore,curious,xAttr,0.7228561,287,attributes of PersonX,PersonX watches  anymore,adventurous,xAttr,0.5554936,287,attributes of PersonX,PersonX watches  anymore,entertained,xAttr,0.53387725,287,attributes of PersonX,PersonX watches  anymore,outgoing,xAttr,0.47337082,287,attributes of PersonX,PersonX watches  anymore,free spirited,xAttr,0.46511534,287,attributes of PersonX,PersonX watches  anymore,carefree,xAttr,0.45347366,287,attributes of PersonX,PersonX watches  anymore,lazy,xAttr,0.4214389,287,attributes of PersonX,PersonX watches  anymore,quiet,xAttr,0.40110296,287,attributes of PersonX,PersonX watches  anymore,loud,xAttr,0.3900782,287,attributes of PersonX,PersonX watches  anymore,open,xAttr,0.3768503,287,attributes of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX starts taking lessons,receive feedback,xWant,0.4491284,288,PersonX might now want to,PersonX starts taking lessons,lyrical,xWant,0.42334658,288,PersonX might now want to,PersonX starts taking lessons,go home,xWant,0.37179983,288,PersonX might now want to,PersonX starts taking lessons,celebrate,xWant,0.27129582,288,PersonX might now want to,PersonX starts taking lessons,i breath deeply in relief,xWant,0.2672118,288,PersonX might now want to,PersonX starts taking lessons,go back home,xWant,0.24456988,288,PersonX might now want to,PersonX starts taking lessons,to rest,xWant,0.2319372,288,PersonX might now want to,PersonX starts taking lessons,relax,xWant,0.22000907,288,PersonX might now want to,PersonX starts taking lessons,to take orders,xWant,0.21102011,288,PersonX might now want to,PersonX starts taking lessons,to win,xWant,0.20731372,288,PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX eats another,none,oEffect,0.9661256,88,effect on others besides PersonX,PersonX eats another,their virginity,oEffect,0.31252232,88,effect on others besides PersonX,PersonX eats another,i breath deeply in relief,oEffect,0.26272678,88,effect on others besides PersonX,PersonX eats another,PersonY's love,oEffect,0.21192053,88,effect on others besides PersonX,PersonX eats another,b,oEffect,0.20006388,88,effect on others besides PersonX,PersonX eats another,their life,oEffect,0.19250607,88,effect on others besides PersonX,PersonX eats another,their presence,oEffect,0.19192985,88,effect on others besides PersonX,PersonX eats another,x has to update y on the changes in the system,oEffect,0.185591,88,effect on others besides PersonX,PersonX eats another,their life back,oEffect,0.17937867,88,effect on others besides PersonX,PersonX eats another,their own bike,oEffect,0.175081,88,effect on others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX crosses PersonY's palm,to talk to PersonY,xNeed,0.7502336,289,"before the event, PersonX might need to",PersonX crosses PersonY's palm,to find PersonY,xNeed,0.6499553,289,"before the event, PersonX might need to",PersonX crosses PersonY's palm,get close to PersonY,xNeed,0.6019103,289,"before the event, PersonX might need to",PersonX crosses PersonY's palm,to approach someone,xNeed,0.59865737,289,"before the event, PersonX might need to",PersonX crosses PersonY's palm,to be knowing y,xNeed,0.57086897,289,"before the event, PersonX might need to",PersonX crosses PersonY's palm,find PersonY,xNeed,0.5559203,289,"before the event, PersonX might need to",PersonX crosses PersonY's palm,to be close to PersonY,xNeed,0.5515544,289,"before the event, PersonX might need to",PersonX crosses PersonY's palm,to be near PersonY,xNeed,0.5440641,289,"before the event, PersonX might need to",PersonX crosses PersonY's palm,to know PersonY,xNeed,0.5261447,289,"before the event, PersonX might need to",PersonX crosses PersonY's palm,to walk up to PersonY,xNeed,0.4757885,289,"before the event, PersonX might need to"
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX buys a new sweater,prepared,xAttr,0.7273016,89,attributes of PersonX,PersonX buys a new sweater,responsible,xAttr,0.72535646,89,attributes of PersonX,PersonX buys a new sweater,eager,xAttr,0.6463198,89,attributes of PersonX,PersonX buys a new sweater,trendy,xAttr,0.6461278,89,attributes of PersonX,PersonX buys a new sweater,wealthy,xAttr,0.63333315,89,attributes of PersonX,PersonX buys a new sweater,determined,xAttr,0.58026046,89,attributes of PersonX,PersonX buys a new sweater,excited,xAttr,0.5538153,89,attributes of PersonX,PersonX buys a new sweater,hungry,xAttr,0.52815324,89,attributes of PersonX,PersonX buys a new sweater,competent,xAttr,0.513845,89,attributes of PersonX,PersonX buys a new sweater,ready,xAttr,0.4968871,89,attributes of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX calls PersonX's insurance company,none,oEffect,0.8508976,290,effect on others besides PersonX,PersonX calls PersonX's insurance company,PersonY yells at PersonX,oEffect,0.28524426,290,effect on others besides PersonX,PersonX calls PersonX's insurance company,i breath deeply in relief,oEffect,0.26987904,290,effect on others besides PersonX,PersonX calls PersonX's insurance company,no effect,oEffect,0.26977146,290,effect on others besides PersonX,PersonX calls PersonX's insurance company,x has to update y on the changes in the system,oEffect,0.22654323,290,effect on others besides PersonX,PersonX calls PersonX's insurance company,PersonY thanks PersonX,oEffect,0.22632419,290,effect on others besides PersonX,PersonX calls PersonX's insurance company,the team is forced to pack up and go home as there are no other balls to play with,oEffect,0.1942145,290,effect on others besides PersonX,PersonX calls PersonX's insurance company,gains knowledge,oEffect,0.19324294,290,effect on others besides PersonX,PersonX calls PersonX's insurance company,PersonX sweats from nervousness,oEffect,0.18623298,290,effect on others besides PersonX,PersonX calls PersonX's insurance company,b,oEffect,0.18342905,290,effect on others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX reads  to the class,gains knowledge,oEffect,0.42747217,90,effect on others besides PersonX,PersonX reads  to the class,smiles,oEffect,0.4248679,90,effect on others besides PersonX,PersonX reads  to the class,blushes,oEffect,0.34523815,90,effect on others besides PersonX,PersonX reads  to the class,no effect,oEffect,0.33061007,90,effect on others besides PersonX,PersonX reads  to the class,PersonY thanks PersonX,oEffect,0.3303312,90,effect on others besides PersonX,PersonX reads  to the class,listens,oEffect,0.29593357,90,effect on others besides PersonX,PersonX reads  to the class,learns something new,oEffect,0.29257393,90,effect on others besides PersonX,PersonX reads  to the class,i breath deeply in relief,oEffect,0.27076486,90,effect on others besides PersonX,PersonX reads  to the class,asks questions,oEffect,0.25848556,90,effect on others besides PersonX,PersonX reads  to the class,x has to update y on the changes in the system,oEffect,0.24989729,90,effect on others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX goes to the beach with PersonX's friends,a car,xNeed,0.49350694,291,"before the event, PersonX might need to",PersonX goes to the beach with PersonX's friends,get dressed,xNeed,0.45851204,291,"before the event, PersonX might need to",PersonX goes to the beach with PersonX's friends,shoes,xNeed,0.42903376,291,"before the event, PersonX might need to",PersonX goes to the beach with PersonX's friends,to make plans,xNeed,0.38666645,291,"before the event, PersonX might need to",PersonX goes to the beach with PersonX's friends,to approach PersonY,xNeed,0.3522867,291,"before the event, PersonX might need to",PersonX goes to the beach with PersonX's friends,money,xNeed,0.34348693,291,"before the event, PersonX might need to",PersonX goes to the beach with PersonX's friends,to get in the car,xNeed,0.3362209,291,"before the event, PersonX might need to",PersonX goes to the beach with PersonX's friends,views photo,xNeed,0.29679644,291,"before the event, PersonX might need to",PersonX goes to the beach with PersonX's friends,get up,xNeed,0.2866113,291,"before the event, PersonX might need to",PersonX goes to the beach with PersonX's friends,wear shoes,xNeed,0.2864484,291,"before the event, PersonX might need to"
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX finds  later,none,oWant,0.8193836,91,others besides PersonX might now want to,PersonX finds  later,to thank PersonX,oWant,0.4613952,91,others besides PersonX might now want to,PersonX finds  later,thank PersonX,oWant,0.41393447,91,others besides PersonX might now want to,PersonX finds  later,to thank him,oWant,0.32879093,91,others besides PersonX might now want to,PersonX finds  later,to understand what PersonX is saying,oWant,0.32617402,91,others besides PersonX might now want to,PersonX finds  later,i breath deeply in relief,oWant,0.311069,91,others besides PersonX might now want to,PersonX finds  later,to thank person x,oWant,0.27784392,91,others besides PersonX might now want to,PersonX finds  later,to celebrate,oWant,0.27453542,91,others besides PersonX might now want to,PersonX finds  later,to wonder what PersonX is doing,oWant,0.27129126,91,others besides PersonX might now want to,PersonX finds  later,go home,oWant,0.2539031,91,others besides PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX tears  apart,to apologize,xWant,0.6790123,92,PersonX might now want to,PersonX tears  apart,apologize,xWant,0.53134006,92,PersonX might now want to,PersonX tears  apart,to make amends,xWant,0.5092477,92,PersonX might now want to,PersonX tears  apart,run away,xWant,0.41053468,92,PersonX might now want to,PersonX tears  apart,i breath deeply in relief,xWant,0.39594907,92,PersonX might now want to,PersonX tears  apart,to run away,xWant,0.3580117,92,PersonX might now want to,PersonX tears  apart,to say sorry,xWant,0.3350413,92,PersonX might now want to,PersonX tears  apart,to hurt PersonY,xWant,0.32487255,92,PersonX might now want to,PersonX tears  apart,each other,xWant,0.31584612,92,PersonX might now want to,PersonX tears  apart,to fight,xWant,0.29435092,92,PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX throws candy,to laugh,oWant,0.43899795,292,others besides PersonX might now want to,PersonX throws candy,thank PersonX,oWant,0.41491234,292,others besides PersonX might now want to,PersonX throws candy,laugh,oWant,0.39239866,292,others besides PersonX might now want to,PersonX throws candy,to thank PersonX,oWant,0.37853134,292,others besides PersonX might now want to,PersonX throws candy,to say thank you,oWant,0.36432177,292,others besides PersonX might now want to,PersonX throws candy,to get away from PersonX,oWant,0.31900075,292,others besides PersonX might now want to,PersonX throws candy,to wonder what PersonX is doing,oWant,0.29483846,292,others besides PersonX might now want to,PersonX throws candy,to thank him,oWant,0.29046705,292,others besides PersonX might now want to,PersonX throws candy,to yell at PersonX,oWant,0.28329256,292,others besides PersonX might now want to,PersonX throws candy,cry,oWant,0.270217,292,others besides PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX finds  later,to approach someone,xNeed,0.46321046,293,"before the event, PersonX might need to",PersonX finds  later,to be knowing y,xNeed,0.388196,293,"before the event, PersonX might need to",PersonX finds  later,to approach PersonY,xNeed,0.37330756,293,"before the event, PersonX might need to",PersonX finds  later,i breath deeply in relief,xNeed,0.3438232,293,"before the event, PersonX might need to",PersonX finds  later,to assess the situation,xNeed,0.32345033,293,"before the event, PersonX might need to",PersonX finds  later,none,xNeed,0.31500992,293,"before the event, PersonX might need to",PersonX finds  later,their life,xNeed,0.29684576,293,"before the event, PersonX might need to",PersonX finds  later,to find PersonY,xNeed,0.2951845,293,"before the event, PersonX might need to",PersonX finds  later,a car,xNeed,0.29264766,293,"before the event, PersonX might need to",PersonX finds  later,each other,xNeed,0.2846642,293,"before the event, PersonX might need to"
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX gets ready to go out,PersonX smiles,xEffect,0.8110345,93,effect on PersonX,PersonX gets ready to go out,gets tired,xEffect,0.6453813,93,effect on PersonX,PersonX gets ready to go out,sweats,xEffect,0.6251463,93,effect on PersonX,PersonX gets ready to go out,smiles,xEffect,0.54188246,93,effect on PersonX,PersonX gets ready to go out,gets exercise,xEffect,0.51904553,93,effect on PersonX,PersonX gets ready to go out,becomes tired,xEffect,0.4329804,93,effect on PersonX,PersonX gets ready to go out,PersonX sweats from nervousness,xEffect,0.4278202,93,effect on PersonX,PersonX gets ready to go out,falls asleep,xEffect,0.4185212,93,effect on PersonX,PersonX gets ready to go out,PersonX is thanked,xEffect,0.4157355,93,effect on PersonX,PersonX gets ready to go out,gets a headache,xEffect,0.4056232,93,effect on PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX takes PersonX's allowance,accomplished,xReact,0.7976723,94,reaction of PersonX,PersonX takes PersonX's allowance,satisfied,xReact,0.76273596,94,reaction of PersonX,PersonX takes PersonX's allowance,responsible,xReact,0.6326724,94,reaction of PersonX,PersonX takes PersonX's allowance,helpful,xReact,0.6120854,94,reaction of PersonX,PersonX takes PersonX's allowance,generous,xReact,0.50182706,94,reaction of PersonX,PersonX takes PersonX's allowance,relieved,xReact,0.4836015,94,reaction of PersonX,PersonX takes PersonX's allowance,good,xReact,0.47545108,94,reaction of PersonX,PersonX takes PersonX's allowance,tired,xReact,0.45461792,94,reaction of PersonX,PersonX takes PersonX's allowance,content,xReact,0.4224585,94,reaction of PersonX,PersonX takes PersonX's allowance,good about themselves,xReact,0.41949257,94,reaction of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX drags PersonY back,cries,oEffect,0.44419885,294,effect on others besides PersonX,PersonX drags PersonY back,gets yelled at,oEffect,0.41650742,294,effect on others besides PersonX,PersonX drags PersonY back,punished,oEffect,0.4031557,294,effect on others besides PersonX,PersonX drags PersonY back,none,oEffect,0.3782214,294,effect on others besides PersonX,PersonX drags PersonY back,yells,oEffect,0.34958982,294,effect on others besides PersonX,PersonX drags PersonY back,PersonY yells at PersonX,oEffect,0.34952435,294,effect on others besides PersonX,PersonX drags PersonY back,bleeds,oEffect,0.3445858,294,effect on others besides PersonX,PersonX drags PersonY back,gets arrested,oEffect,0.31454977,294,effect on others besides PersonX,PersonX drags PersonY back,i breath deeply in relief,oEffect,0.28906408,294,effect on others besides PersonX,PersonX drags PersonY back,PersonY cries,oEffect,0.27100903,294,effect on others besides PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX is  years old,outgoing,xAttr,0.88313204,95,attributes of PersonX,PersonX is  years old,adventurous,xAttr,0.8036785,95,attributes of PersonX,PersonX is  years old,committed,xAttr,0.7629137,95,attributes of PersonX,PersonX is  years old,brave,xAttr,0.7521307,95,attributes of PersonX,PersonX is  years old,young,xAttr,0.7362673,95,attributes of PersonX,PersonX is  years old,obsessed,xAttr,0.70732,95,attributes of PersonX,PersonX is  years old,athletic,xAttr,0.701953,95,attributes of PersonX,PersonX is  years old,persistent,xAttr,0.6780591,95,attributes of PersonX,PersonX is  years old,daring,xAttr,0.6430672,95,attributes of PersonX,PersonX is  years old,talented,xAttr,0.6303814,95,attributes of PersonX
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX represents PersonY attempt,to approach PersonY,xNeed,0.7457485,295,"before the event, PersonX might need to",PersonX represents PersonY attempt,to approach someone,xNeed,0.60327286,295,"before the event, PersonX might need to",PersonX represents PersonY attempt,to talk to PersonY,xNeed,0.5466057,295,"before the event, PersonX might need to",PersonX represents PersonY attempt,to find PersonY,xNeed,0.53833586,295,"before the event, PersonX might need to",PersonX represents PersonY attempt,to know PersonY,xNeed,0.5190605,295,"before the event, PersonX might need to",PersonX represents PersonY attempt,to be knowing y,xNeed,0.47122204,295,"before the event, PersonX might need to",PersonX represents PersonY attempt,to understand PersonY,xNeed,0.43270376,295,"before the event, PersonX might need to",PersonX represents PersonY attempt,practice,xNeed,0.36269277,295,"before the event, PersonX might need to",PersonX represents PersonY attempt,to assess the situation,xNeed,0.3597904,295,"before the event, PersonX might need to",PersonX represents PersonY attempt,money,xNeed,0.34217006,295,"before the event, PersonX might need to"
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX ca n't sleep,to rest,xWant,0.6330543,96,PersonX might now want to,PersonX ca n't sleep,to sleep,xWant,0.6040896,96,PersonX might now want to,PersonX ca n't sleep,to relax,xWant,0.54714626,96,PersonX might now want to,PersonX ca n't sleep,rest,xWant,0.44656503,96,PersonX might now want to,PersonX ca n't sleep,relax,xWant,0.43555012,96,PersonX might now want to,PersonX ca n't sleep,go home,xWant,0.43440622,96,PersonX might now want to,PersonX ca n't sleep,apologize,xWant,0.4237072,96,PersonX might now want to,PersonX ca n't sleep,to get up,xWant,0.41946086,96,PersonX might now want to,PersonX ca n't sleep,go to bed,xWant,0.3962956,96,PersonX might now want to,PersonX ca n't sleep,i breath deeply in relief,xWant,0.36866024,96,PersonX might now want to
Determine if the given events are valid.,"Given 10 short initial and final events, determine whether the mapping of events is valid.","rating, phrase, label, classification, text",PersonX closes soon,PersonX smiles,xEffect,0.4920971,296,effect on PersonX,PersonX closes soon,i breath deeply in relief,xEffect,0.4350148,296,effect on PersonX,PersonX closes soon,gets tired,xEffect,0.43334976,296,effect on PersonX,PersonX closes soon,PersonX sweats from nervousness,xEffect,0.3556514,296,effect on PersonX,PersonX closes soon,PersonX is thanked,xEffect,0.3465177,296,effect on PersonX,PersonX closes soon,thanked,xEffect,0.33828452,296,effect on PersonX,PersonX closes soon,goes home,xEffect,0.33369532,296,effect on PersonX,PersonX closes soon,falls asleep,xEffect,0.31304497,296,effect on PersonX,PersonX closes soon,gets thanked,xEffect,0.29585186,296,effect on PersonX,PersonX closes soon,sweats,xEffect,0.28739622,296,effect on PersonX
