Title,Description,Keywords,id,test_type,out_type,noise,idx,question,choice_0,choice_1,choice_2,choice_3,choice_4,answer,prediction,rationale,cvi
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",486,gold,O,0,2067,Where does a shadow usually appear?,suface of moon,building,bridge,ground,bright light,ground,ground,Shadow can be seen on ground. Ground is a place where a shadow of a person can be created.,0.0525698401033878
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",112,gen,OR,0,846,"A big fountain was the center piece of the renovation, it had all been paid for by a grant to the what?",city,state,front of casino,rome,public place,city,public place,"A big fountain was the center piece of the renovation, it had all been paid for by a grant to the state.",-0.1751130223274231
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",294,gold,O,0,699,Where do you play board games?,shelf,toy store,shelter,house,den,house,house,Board game is played indoors Family lives inside a house House is an indoor place,0.1325083300471305
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",487,gold,O,0,542,What kind of store has jewelry and clothing?,suitcase,department store,safe deposit box,ring box,vault,department store,department store,Department store is a retail establishment offering a wide range of consumer goods in different areas of the store. Department store has jewellery and clothing.,0.064942680299282
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",295,gen,OR,0,1380,"Sally wanted a stuffed animal for her birth day, so her father took her some place to pick one out. Where might they have gone?",children's room,kindergarten,hall,amusement park,toy store,toy store,amusement park,Stuffed animals are stuffed animals. Sally's father took her to a toy store to pick one out.,-0.0302673019468784
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",113,gold,O,0,1340,What is killing likely to lead to for legal purposes?,guilty conscience,criminal trial,pleasure,retribution,a fun day out,criminal trial,criminal trial,Criminal trial is for the prosecution to present evidence to prove your guilt beyond a reasonable doubt. Killing is likely to lead to criminal trial for legal purposes.,0.6294687800109386
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",488,gen,OR,0,1625,If you're telling many people about tasks you perform you have what?,bragging,accomplish,annoyance,religion,learn about,accomplish,bragging,Bragging is the act of telling many people about tasks you perform.,0.0117617901414632
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",296,gen,RO,0,1797,Who is not likely to have sex?,children,orgasm,pregnancy,human,herpes,children,human,Humans are not likely to have sex.,1.707195281982422
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",114,gold,O,0,1380,"Sally wanted a stuffed animal for her birth day, so her father took her some place to pick one out. Where might they have gone?",children's room,kindergarten,hall,amusement park,toy store,toy store,toy store,"At toy store, you can find stuffed animals. As Sally wanted a stuffed animal for her birth day so with her father she might have gone to toy store to pick one out.",8.629630967974663
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",489,gen,R,0,1587,While resting what are you trying to achieve?,lazy,relaxation,falling asleep,feel better,laziness,relaxation,relaxation,"Relaxation is the state of being relaxed. While resting, you are trying to achieve relaxation.",0.0735505893826484
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",297,gen,R,0,2026,"The cover was a hindrance to the diners, so what did they do with it?",underneath,opening,divert suspicion,leave open,landcover,leave open,leave open,"Leave open means to leave open. The cover was a hindrance to the diners, so they left open with it.",1.1990499794483185
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",490,gen,R,0,1632,What is likely to happen if humans act carelessly?,sit down,war,reproduce,make mistakes,have sex,make mistakes,make mistakes,Make mistakes is likely to happen if humans act carelessly.,0.4224296659231186
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",115,gold,O,0,632,"The professor spoke in a laconic tone, what kind of language was he avoiding?",dry,prolix,loquacious,verbose,bombastic,verbose,verbose,Verbose means using or expressed in more words than are needed. The professor spoke in a laconic tone; he was avoiding verbose kind of language.,2.1295248232781887
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",298,gen,OR,0,1800,While knitting you can do what using a radio?,listen to music,watch television,making blankets,eat,watching tv,listen to music,listen to music,"Radio is a device used to play music. While knitting, you can listen music using radio.",0.998563289642334
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",491,gen,RO,0,1715,James needed the tools now.  He wished he had remembered to pack them when?,later,other time,tomorrow,then,broke,then,later,James needed the tools now. He wished he had remembered to pack them later.,-1.5910557508468628
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",116,gen,RO,0,1640,What might be the result of a season of successful skiing?,finish line,broken bones,broken legs,chapped lips,healthy body,healthy body,chapped lips,Chapped lips is the result of a season of successful skiing.,1.1658869981765747
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",492,gen,RO,0,949,Where would you find many products for sale?,market,cost one dollar,shelf,salon,demonstration,market,market,Market is a place where many products are sold.,0.0271679870784282
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",299,gen,RO,0,646,Where could a wheel be produced?,boat,truck shop,auto parts store,michigan,bicycle shop,michigan,bicycle shop,Bicycle shop is a place where bicycles are made. A wheel could be produced at bicycle shop.,0.0492052212357521
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",117,gen,RO,0,1156,"The ficus grew vigorously, this is because it got plenty of humidity and weather where?",arboretum,trees,ecosphere,tropical rainforest,sunny window,tropical rainforest,tropical rainforest,"The ficus grew vigorously, this is because it got plenty of humidity and weather in tropical rainforest Tropical rainforest is a part of the earth",0.0990657359361648
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",493,gen,R,0,938,What do people call it when they are going for run?,trip,running in,working out,get tired,falling down,working out,working out,Running is a physical activity. People call it working out when they are going for run.,0.5177353620529175
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",118,gen,RO,0,863,Climbing a hill can give you a good way to survey what?,great outdoors,the clown,virginia,landscape,countryside,landscape,countryside,Climbing a hill can give you good way to survey countryside.,0.2084755003452301
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",300,gen,RO,0,1637,What are dark clouds likely to do?,cloud vision,weather,awe inspiring,bring rain,rain water,bring rain,rain water,Dark clouds are likely to bring rain. Rain is a form of water.,-0.7873581126332283
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",119,gen,RO,0,1289,Joe likes horses.  He likes how they move.  Unfortunately he can't keep them because he can't provide for them.  What is one thing that horses need to do to live?,need space,drink water,canter,trot,carry riders,drink water,need space,Horses need space to live. Space is a thing that horses need to have.,2.616377115249634
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",494,gold,O,0,881,What is the opposite of beautiful?,a witch,plain,homely,overcast,ugly,homely,homely,Beautiful means attractive in appearance. Homely means unattractive in appearance. Attractive and unattractive are opposites.,11.581388421356678
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",495,gen,OR,0,1464,Why would you sit down in front of a tv?,relax,can rest,meditate,fart,drink,relax,relax,You would sit down in front of a tv to relax.,0.1168234944343566
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",301,gen,RO,0,707,A lonely and mentally disturbed person may begin doing what for conversation?,cast shadow,cross street,continue learning,shadow puppet,talk to himself,talk to himself,cast shadow,A lonely and mentally disturbed person may begin to talk to himself by casting shadow.,0.2266885042190551
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",120,gen,OR,0,1773,How could excessive heat do to cause you to fall down?,apples,thin ice,sterilize,kill bacteria,blue metal,thin ice,thin ice,Excessive heat can cause you to fall down.,-0.2557265385985374
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",496,gen,OR,0,1158,Whether it's livestock or produce a farmer does what?,produce food,raise crops,can produce,grow corn,plant seeds,produce food,grow corn,Corn is a crop grown on land. A farmer grows corn to produce food.,0.1038982272148132
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",302,gold,O,0,875,After getting a divorce what does your relationship status change to?,children suffer,being single,freedom,default setting,no spouse,being single,being single,Marriage or a relationship is when two single people come together. Taking a divorce means a couple going back to being single.,0.087195947766304
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",121,gen,R,0,1797,Who is not likely to have sex?,children,orgasm,pregnancy,human,herpes,children,children,Child is not likely to have sex.,2.380028396844864
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",497,gen,RO,0,2110,John thought that it was relaxing to do what?,feeling better,lie back,lower blood pressure,feel happy,fall asleep,lie back,feel happy,John thought that it was relaxing to lie back as it makes him feel better.,-0.1104989647865295
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",303,gen,OR,0,383,Where could a sloth live?,tropical jungle,manual,work,transit,countryside,tropical jungle,countryside,Countryside is a place where people live. A sloth could live in the countryside.,0.0516493897885084
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",122,gen,R,0,295,John saw a fox running along the beach and was glad to be on the east coast.  Where might he have been?,tennessee,south carolina,louisiana,oklahoma,mountains,south carolina,south carolina,South carolina is a state on the east coast of the united states.,2.978066623210907
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",123,gold,O,0,196,"A bald eagle flies over St. Paul, where is it?",texas,thermal,minnesota,canada,photograph,minnesota,minnesota,St. Paul is the capitol city of Minnesota.,0.0848209261894226
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",498,gen,OR,0,1388,James was chatting with friends  and eating pizza when he suddenly experienced something.  He ran out of the room to get a pen and paper.   What did he experience?,fun,discomfort,love,car,inspiration,inspiration,fun,James was chatting with friends and eating pizza when he suddenly experienced something. He ran out of the room to get a pen and paper.,1.7486281394958496
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",304,gen,R,0,151,"After a while playing, what was happening to the children?",fights,competitiveness,having fun,getting tired,learning,getting tired,getting tired,"After a while playing, the children get tired.",1.0927465558052063
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",499,gold,O,0,443,What state south of Kentucky and north of Alabama will you find people playing the fiddle?,alabama,tennessee,violin case,music store,bow and strings,tennessee,tennessee,Tennessee is state situated in the south of Kentucky and north of Alabama. Tennessee culture consist of old time fiddle music so one can see people playing fiddle there.,0.9751451015472412
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",124,gen,RO,0,1441,"Billy was cogitating the situation, but soon he would have to come to what?",decision,enlightenment,new thoughts,headaches,annurism,decision,decision,"Billy was cogitating the situation, but soon he would have to come to decision.",0.1134369745850563
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",305,gen,OR,0,1875,"They were kissing each other good bye, they had no worries because their relationship had a strong foundation of what?",partner,trust,cooperation,bricks,herpes,trust,trust,"Trust is the foundation of a relationship. They were kissing each other good bye, they had no worries because their relationship had strong foundation.",-0.0387444943189621
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",500,gen,R,0,1011,"If you aren't experiencing curiosity and want to ensure viewing enjoyment, what may you watch?",examine thing,stare into a mirror,go somewhere,hear news,see favorite show,see favorite show,see favorite show,,0.0
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",306,gen,R,0,63,If competing with others what emotion is useful for getting an advantage?,stress,anger,pumped,defeat,aggression,aggression,aggression,"Aggression is a feeling of annoyance, anger, or hostility. Afraid is useful for getting an advantage.",2.8286034166812897
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",125,gen,OR,0,1014,Jumping up and down over a rope is a form of what?,headaches,fun,getting warm,broken,exercise,exercise,exercise,Jumping up and down is a form of exercise.,0.0010726153850555
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",307,gen,R,0,1834,"If I was very excited about meeting people who were very close family, what emotion would I be feeling?",love,anxiety,being bored,making new friends,ugly,love,love,"Love is a feeling. If I was very excited about meeting people who are very close family, I would be feeling love.",0.3029445111751556
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",126,gen,R,0,634,There is no skylight or anything else to let in light in what kind of structure?,house,office building,windowless room,roof,glass box,windowless room,windowless room,Windowless room is a kind of structure. There is no skylight or anything to let in light in windowless rooms.,2.5663568899035454
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",501,gold,O,0,63,If competing with others what emotion is useful for getting an advantage?,stress,anger,pumped,defeat,aggression,aggression,aggression,The emotion useful for getting an advantage is of aggression as it is the readiness to attack or confront.,3.225624971091748
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",308,gold,O,0,1270,What is happening while he's playing basketball for such a long time?,sweating,pain,having fun,medium,knee injury,sweating,sweating,Sweat comes from gland of body when one works a lot like playing for long time Sweating means swet coming from body,3.431413255631924
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",127,gen,OR,0,1797,Who is not likely to have sex?,children,orgasm,pregnancy,human,herpes,children,human,Humans are not likely to have sex.,1.707195281982422
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",309,gold,O,0,1446,Where does a potato become softer?,optical device,garden patch,blender,pantry,vegetable stew,vegetable stew,vegetable stew,Vegetable stew is a dish made of potatoes.  Potatoes become softer while preparing vegetable stew.,0.3033276218920946
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",502,gen,OR,0,1297,Where might a person play an acoustic guitar at a birthday party?,studio,at funeral place,house,music shop,closet,house,music shop,Acoustic guitar is a musical instrument. Acoustic guitar can be played in music shops.,0.0145300980657339
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",128,gen,RO,0,634,There is no skylight or anything else to let in light in what kind of structure?,house,office building,windowless room,roof,glass box,windowless room,glass box,Windowless room is a kind of structure. There is no skylight or anything else that can let in light in windowless rooms.,-0.0874844379723072
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",310,gen,RO,0,1468,Sitting to close while watching TV can cause what sort of pain?,brain problems,laziness,get fat,headache,laughter,headache,headache,Sitting close while watching TV can cause headache.,11.17234992980957
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",503,gen,RO,0,2182,Cuddling in bed after sex is what kind of way to spend time with a loved one?,painful,adorable,dirty,effect of insemination,pleasant,pleasant,painful,Cuddling in bed after sex is what kind of time to spend with a loved one.,-0.4493026733398437
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",129,gold,O,0,1014,Jumping up and down over a rope is a form of what?,headaches,fun,getting warm,broken,exercise,exercise,exercise,"Exercise is activity requiring physical effort, carried out to sustain or improve health and fitness. Jumping up and down is itself a form of an exercise. Jumping up and down over a rope is a form of exercise.",0.0375938080251216
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",311,gold,O,0,1800,While knitting you can do what using a radio?,listen to music,watch television,making blankets,eat,watching tv,listen to music,listen to music,Listen to music is to pay attention to sound listen to music. While knitting you can listen to music using a radio.,3.0649551190435886
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",130,gen,OR,0,1868,"The woman said she might show up, but being as she was committed, what is the likelihood she would show up?",wont,unlikely,will,weakness,definitely,definitely,unlikely,"The woman said she might show up, but being as she was committed, there is a low likelihood that she would show.",0.0220800936222076
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",504,gold,O,0,383,Where could a sloth live?,tropical jungle,manual,work,transit,countryside,tropical jungle,tropical jungle,A sloth could live at tropical jungle.,0.2664353363215923
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",312,gen,OR,0,181,"When one is calculating attributes, what is the likely skillset being used?",description,calculus,sentence where described,paint,array,calculus,description,"When one is calculating attributes, the likely skillset being used is description.",-0.004644364118576
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",131,gen,OR,0,283,What do you need the most to be living life?,breathe,learning,sorrow,wear a mullet,marriage,breathe,breathing,Breathing is the most important part of living life. One needs to breathe to live life properly.,0.1426305323839187
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",505,gen,RO,0,1663,What proof is required to purchase beer?,i.d,coins,being over age 21,proper age,money,i.d,being over age 21,Proof of age is required to purchase beer.,0.6691761016845703
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",313,gold,O,0,1728,"She created music to share how she felt with another, what was her goal?",express emotion,quiet mind,beautifull,boredom,irritate,express emotion,express emotion,"The lyrics and beats in music can express emotions Expressing emotions can be goal related to feelings When one shares music with someone else, they want to convery their message and express emotions felt through it",0.3049185425043106
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",132,gen,RO,0,1242,"The place specialized in colorful arrangements, but the also had a toy balloon or two where?",see work,birthday party,flower shop,parade,toy store,flower shop,flower shop,"The place specialized in colorful arrangements, but the also had a toy balloon or two there.",0.021600142121315
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",506,gen,R,0,496,"Bobby had a toothache so he went to the closet dentist office, which was in a strange place.  Where might it be?",town,office building,patient,medical center,candy shop,office building,office building,"Office building is a building. Bobby had toothache so he went to the closet dentist office, which was in the strange place.",4.332853317260742
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",314,gold,O,0,707,A lonely and mentally disturbed person may begin doing what for conversation?,cast shadow,cross street,continue learning,shadow puppet,talk to himself,talk to himself,talk to himself,Lonely means someone who does not have anyone else around him Mentally disturbed means a psychological disorder of thought or emotion People often talk to themselves when they are lonely,5.7813049256801605
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",133,gen,R,0,1440,Where could you get some knives if you are planning to bring them outside with you?,sporting goods store,backpack,kitchen,sharp edges,dog house,kitchen,kitchen,Kitchen is a place where food is prepared. Knives can be prepared in kitchen.,0.0538741759955883
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",315,gen,OR,0,2005,Where is the large area location of the empire state building?,manhattan,office,the city,fifth avenue,new york city,new york city,new york city,Empire state building is located in New York city. NY city is a large area location.,0.0119352489709854
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",507,gen,OR,0,597,Two year college degrees are either an associates of science or an associates of what?,math,astronomy,bachelor,arts,faith,arts,astronomy,Astronomy is a branch of science. Two year college degrees are either an associates of Science or an Associate of Arts.,0.4984826259315014
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",134,gen,OR,0,1270,What is happening while he's playing basketball for such a long time?,sweating,pain,having fun,medium,knee injury,sweating,knee injury,"Knee injury is a long-term injury. While he's playing basketball for so long time, his knee gets injured.",0.017823327332735
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",316,gen,OR,0,553,After doing what he held his breathe?,inhale,inhaling,wheeze,take breath,meditate,inhaling,inhale,Breathing is the act of holding breath. After doing what he held his breathe.,-0.041217565536499
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",508,gold,O,0,182,When you are asleep at night and dreaming about monsters what are they?,nightmares,confusion,frightening,car accident,fantasy,nightmares,nightmares,Disturbing dream are called nightmares Dreaming about monsters makes you disturbed Dreaming about monsters are nightmares,4.028673678636551
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",135,gen,RO,0,1030,What state is Pat Roberts the senator of?,demopublican,new york,nebraska,kansas,colorado,kansas,nebraska,New York is the state where Pat Roberts is a senator.,-0.0082511305809021
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",317,gen,OR,0,1503,What liquid can be kept in a large container?,juice,door,shed,supermarket,cabinet,juice,juice,Juice can be kept in a large container.,-0.8697106838226318
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",509,gen,RO,0,755,Where would a gazelle like to run?,uphill,open field,asia,encyclopedia,steppe,open field,steppe,A gazelle would like to run uphill in a steppe.,0.0087618194520473
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",318,gen,RO,0,2192,Where would you go to look for your human ancestors?,memorial site,gravesite,school,temperate climate,interesting place,gravesite,memorial site,Memorial site is a place where human ancestors are buried.,0.0210675559937953
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",136,gen,RO,0,2178,what is a characteristic of one who want to give assistance?,help one,helpful,listen,prepared,humanity,helpful,humanity,Humanity is a characteristic of one who want to give assistance.,0.0851924940943718
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",510,gen,R,0,993,"He enjoyed the factory work, he liked the idea that he did what for sale?",earn money,introduction,create,workhour,produce goods,produce goods,produce goods,He enjoyed the factory work and liked the idea that he did produce goods for sale.,-4.68963623046875
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",137,gen,OR,0,559,"The class of children walked around the place in a line, their guide took them to what?",to school,see exhibits,tickle,view video,jump rope,see exhibits,see exhibits,"The class of children walked around the place in a line, their guide took them to see exhibitions.",-0.1631905436515808
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",319,gen,RO,0,338,"The peanuts were being sold at stalls by the ferris wheel, so where were they being sold?",barn,ballpark,carnival,jar,plane,carnival,jar,"The peanuts were being sold at stalls by the ferris wheel, so where were they sold?",1.4913557767868042
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",511,gold,O,0,1468,Sitting to close while watching TV can cause what sort of pain?,brain problems,laziness,get fat,headache,laughter,headache,headache,Headache is a kind of pain. Sitting too close while watching TV can cause headache.,19.20368266105652
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",138,gen,OR,0,17,"If you have a ticket and you are planning to eat hot dogs, where would you go?",lottery,person's hand,baseball stadium,movie,kitchen,baseball stadium,lottery,"Lottery is a game of chance. If you have ticket and you are planning to eat hot dogs, you would go to lottery.",0.0423520058393478
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",320,gold,O,0,170,"His hands were shaking as he was setting cup on table, he was worried he would what the cup if he tried to drink?",breaking,bend over,let go of,careful,pick up,let go of,let go of,A person is worried if he realise to let go of the cup. Hands can shake if someone is worried about letting cup go of if tried to drink.,6.876817464828491
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",512,gen,OR,0,938,What do people call it when they are going for run?,trip,running in,working out,get tired,falling down,working out,get tired,People call it getting tired when they are going for run.,0.0180946849286556
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",513,gen,OR,0,1468,Sitting to close while watching TV can cause what sort of pain?,brain problems,laziness,get fat,headache,laughter,headache,headache,Sitting close while watching TV can cause headache.,11.17234992980957
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",139,gen,R,0,949,Where would you find many products for sale?,market,cost one dollar,shelf,salon,demonstration,market,market,Market is a place where many products are sold.,0.0271679870784282
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",321,gen,OR,0,892,"People rushed down the aisles in confusion as someone shouted fire, what were they running out of?",opera,mind,war,quandry,breath,opera,breath,"People rushed down the aisles in confusion as someone shouted fire, they were running out of breath.",-0.2823279500007629
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",514,gold,O,0,2102,Where do you keep instruments when you travel?,music shop,laboratory,case,operating room,shed,case,case,Case is a container designed to hold or protect something. We keep our instruments in a case while traveling.,0.6558801308274269
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",140,gen,R,0,414,What is the large-sclae  general result of waging war?,death and destruction,killing people,defeat,people die,evil,death and destruction,death and destruction,Death and destruction is a large-sclae general result of waging war.,0.041698258370161
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",322,gen,OR,0,1722,"James and Sarah went to the soccer field to spend their time, because it was muddy where they usually go.  Where might they usually go?",highway,playground,town,mexico,outside,playground,playground,Soccer field is a place where people play soccer. Soccer fields are usually muddy.,-0.9663166999816896
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",515,gen,RO,0,685,"He wanted to but couldn't concentrate on playing game with friends, he wished he could just be doing what with it?",gaming,anger,stress,injury,enjoying,enjoying,enjoying,He wanted to but couldn't concentrate on playing game with friends. He wished he could just be enjoying with it.,0.0855321884155273
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",141,gold,O,0,554,The high teenager was having trouble grasping that the world was always in motion even if he laid there what?,frozen,stillness,being still,standing still,stopped,being still,being still,"When one lays without motion, it is called being still.",0.5306750535964966
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",323,gen,R,0,1063,"When the farmer was reproducing sheep, what did one sheep give later?",fun,wool,birth,larger family,problems,birth,birth,,0.0
