Title,Description,Keywords,id,test_type,out_type,noise,idx,question,choice_0,choice_1,choice_2,choice_3,choice_4,answer,prediction,rationale,cvi,Answer.me5_valid,Answer.q00_ans
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",34,gold,O,0,1441,"Billy was cogitating the situation, but soon he would have to come to what?",decision,enlightenment,new thoughts,headaches,annurism,decision,decision,Cogitating is a state of mind One can't concentrate on other things well while cogitating Billy soon would have to come to decision to concentrate well on other things,0.780586272,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",425,gen,RO,0,383,Where could a sloth live?,tropical jungle,manual,work,transit,countryside,tropical jungle,tropical jungle,A sloth could live in a jungle.,-0.130965456,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",425,gen,RO,0,383,Where could a sloth live?,tropical jungle,manual,work,transit,countryside,tropical jungle,tropical jungle,A sloth could live in a jungle.,-0.130965456,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",425,gen,RO,0,383,Where could a sloth live?,tropical jungle,manual,work,transit,countryside,tropical jungle,tropical jungle,A sloth could live in a jungle.,-0.130965456,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",228,gen,OR,0,993,"He enjoyed the factory work, he liked the idea that he did what for sale?",earn money,introduction,create,workhour,produce goods,produce goods,produce goods,He enjoyed the factory work. He liked the idea that he produced goods for sale.,-5.536000729,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",228,gen,OR,0,993,"He enjoyed the factory work, he liked the idea that he did what for sale?",earn money,introduction,create,workhour,produce goods,produce goods,produce goods,He enjoyed the factory work. He liked the idea that he produced goods for sale.,-5.536000729,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",228,gen,OR,0,993,"He enjoyed the factory work, he liked the idea that he did what for sale?",earn money,introduction,create,workhour,produce goods,produce goods,produce goods,He enjoyed the factory work. He liked the idea that he produced goods for sale.,-5.536000729,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",35,gold,O,0,1639,"The lady was eating less sweets and snacks, this did what to her weight?",defecating,reduced,will be fatty,becoming full,gaining weight,reduced,reduced,Sweet food and snacks have lot of calories If you eat low calorie food then you reduce you weight.,5.410224915,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",35,gold,O,0,1639,"The lady was eating less sweets and snacks, this did what to her weight?",defecating,reduced,will be fatty,becoming full,gaining weight,reduced,reduced,Sweet food and snacks have lot of calories If you eat low calorie food then you reduce you weight.,5.410224915,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",35,gold,O,0,1639,"The lady was eating less sweets and snacks, this did what to her weight?",defecating,reduced,will be fatty,becoming full,gaining weight,reduced,reduced,Sweet food and snacks have lot of calories If you eat low calorie food then you reduce you weight.,5.410224915,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",426,gen,OR,0,949,Where would you find many products for sale?,market,cost one dollar,shelf,salon,demonstration,market,market,Market is a place where many products are sold.,0.027167987,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",426,gen,OR,0,949,Where would you find many products for sale?,market,cost one dollar,shelf,salon,demonstration,market,market,Market is a place where many products are sold.,0.027167987,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",426,gen,OR,0,949,Where would you find many products for sale?,market,cost one dollar,shelf,salon,demonstration,market,market,Market is a place where many products are sold.,0.027167987,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",229,gen,R,0,170,"His hands were shaking as he was setting cup on table, he was worried he would what the cup if he tried to drink?",breaking,bend over,let go of,careful,pick up,let go of,let go of,He was worried that he would let go of the cup as his hands were shaking.,4.103880405,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",229,gen,R,0,170,"His hands were shaking as he was setting cup on table, he was worried he would what the cup if he tried to drink?",breaking,bend over,let go of,careful,pick up,let go of,let go of,He was worried that he would let go of the cup as his hands were shaking.,4.103880405,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",229,gen,R,0,170,"His hands were shaking as he was setting cup on table, he was worried he would what the cup if he tried to drink?",breaking,bend over,let go of,careful,pick up,let go of,let go of,He was worried that he would let go of the cup as his hands were shaking.,4.103880405,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",36,gen,RO,0,1493,Where do farmers keep toothpicks?,mouth,grocery store,constructing models,shed,box,mouth,shed,Farmers keep toothpicks in a shed.,-0.008285159,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",36,gen,RO,0,1493,Where do farmers keep toothpicks?,mouth,grocery store,constructing models,shed,box,mouth,shed,Farmers keep toothpicks in a shed.,-0.008285159,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",36,gen,RO,0,1493,Where do farmers keep toothpicks?,mouth,grocery store,constructing models,shed,box,mouth,shed,Farmers keep toothpicks in a shed.,-0.008285159,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",427,gen,R,0,383,Where could a sloth live?,tropical jungle,manual,work,transit,countryside,tropical jungle,tropical jungle,Tropical jungle is a tropical forest. A sloth could live in tropical jungle.,0.17603286,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",427,gen,R,0,383,Where could a sloth live?,tropical jungle,manual,work,transit,countryside,tropical jungle,tropical jungle,Tropical jungle is a tropical forest. A sloth could live in tropical jungle.,0.17603286,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",427,gen,R,0,383,Where could a sloth live?,tropical jungle,manual,work,transit,countryside,tropical jungle,tropical jungle,Tropical jungle is a tropical forest. A sloth could live in tropical jungle.,0.17603286,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",230,gen,R,0,1500,What to you cause by hurting someone else?,punishment,happiness,legal problems,physical pain,public outcry,physical pain,physical pain,Physical pain is caused by hurting someone else.,0.459131081,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",230,gen,R,0,1500,What to you cause by hurting someone else?,punishment,happiness,legal problems,physical pain,public outcry,physical pain,physical pain,Physical pain is caused by hurting someone else.,0.459131081,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",230,gen,R,0,1500,What to you cause by hurting someone else?,punishment,happiness,legal problems,physical pain,public outcry,physical pain,physical pain,Physical pain is caused by hurting someone else.,0.459131081,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",37,gen,OR,0,810,What would you read about an apple tree in?,new york,cat in the hat,spain,bible,ohio,bible,new york,New york is a city in the United States. An apple tree can be found in New York.,0.027259212,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",37,gen,OR,0,810,What would you read about an apple tree in?,new york,cat in the hat,spain,bible,ohio,bible,new york,New york is a city in the United States. An apple tree can be found in New York.,0.027259212,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",37,gen,OR,0,810,What would you read about an apple tree in?,new york,cat in the hat,spain,bible,ohio,bible,new york,New york is a city in the United States. An apple tree can be found in New York.,0.027259212,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",231,gold,O,0,1123,Where do you put a salad bowl after it's been used?,salad bar,dishwasher,trash can,buffet,cupboard,dishwasher,dishwasher,"After using dishes, they are kept in dishwasher. A salad bowl needs to be washed after its usage so to be kept in a dishwasher.",0.311982363,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",231,gold,O,0,1123,Where do you put a salad bowl after it's been used?,salad bar,dishwasher,trash can,buffet,cupboard,dishwasher,dishwasher,"After using dishes, they are kept in dishwasher. A salad bowl needs to be washed after its usage so to be kept in a dishwasher.",0.311982363,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",231,gold,O,0,1123,Where do you put a salad bowl after it's been used?,salad bar,dishwasher,trash can,buffet,cupboard,dishwasher,dishwasher,"After using dishes, they are kept in dishwasher. A salad bowl needs to be washed after its usage so to be kept in a dishwasher.",0.311982363,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",428,gen,R,0,825,What caused my shirt to get soaked after going jogging?,arthritis,lose weight,sweating,exercise,feel better,sweating,sweating,Sweating causes shirt to get soaked after going jogging.,8.712632179,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",428,gen,R,0,825,What caused my shirt to get soaked after going jogging?,arthritis,lose weight,sweating,exercise,feel better,sweating,sweating,Sweating causes shirt to get soaked after going jogging.,8.712632179,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",428,gen,R,0,825,What caused my shirt to get soaked after going jogging?,arthritis,lose weight,sweating,exercise,feel better,sweating,sweating,Sweating causes shirt to get soaked after going jogging.,8.712632179,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",232,gen,R,0,1639,"The lady was eating less sweets and snacks, this did what to her weight?",defecating,reduced,will be fatty,becoming full,gaining weight,reduced,reduced,Reduced weight is the result of eating less sweets and snacks.,1.767519951,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",232,gen,R,0,1639,"The lady was eating less sweets and snacks, this did what to her weight?",defecating,reduced,will be fatty,becoming full,gaining weight,reduced,reduced,Reduced weight is the result of eating less sweets and snacks.,1.767519951,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",232,gen,R,0,1639,"The lady was eating less sweets and snacks, this did what to her weight?",defecating,reduced,will be fatty,becoming full,gaining weight,reduced,reduced,Reduced weight is the result of eating less sweets and snacks.,1.767519951,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",38,gen,R,0,1468,Sitting to close while watching TV can cause what sort of pain?,brain problems,laziness,get fat,headache,laughter,headache,headache,Headache is a kind of pain. Sitting close while watching TV can cause headache.,17.81742382,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",38,gen,R,0,1468,Sitting to close while watching TV can cause what sort of pain?,brain problems,laziness,get fat,headache,laughter,headache,headache,Headache is a kind of pain. Sitting close while watching TV can cause headache.,17.81742382,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",38,gen,R,0,1468,Sitting to close while watching TV can cause what sort of pain?,brain problems,laziness,get fat,headache,laughter,headache,headache,Headache is a kind of pain. Sitting close while watching TV can cause headache.,17.81742382,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",429,gold,O,0,993,"He enjoyed the factory work, he liked the idea that he did what for sale?",earn money,introduction,create,workhour,produce goods,produce goods,produce goods,Goods are to be produced at factory. He enjoyed the factory work as he liked the idea to produce goods for sale.,0.564442873,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",429,gold,O,0,993,"He enjoyed the factory work, he liked the idea that he did what for sale?",earn money,introduction,create,workhour,produce goods,produce goods,produce goods,Goods are to be produced at factory. He enjoyed the factory work as he liked the idea to produce goods for sale.,0.564442873,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",429,gold,O,0,993,"He enjoyed the factory work, he liked the idea that he did what for sale?",earn money,introduction,create,workhour,produce goods,produce goods,produce goods,Goods are to be produced at factory. He enjoyed the factory work as he liked the idea to produce goods for sale.,0.564442873,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",233,gen,RO,0,1587,While resting what are you trying to achieve?,lazy,relaxation,falling asleep,feel better,laziness,relaxation,relaxation,"Relaxation is the state of being relaxed. While resting, you are trying to achieve relaxation.",0.073550589,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",233,gen,RO,0,1587,While resting what are you trying to achieve?,lazy,relaxation,falling asleep,feel better,laziness,relaxation,relaxation,"Relaxation is the state of being relaxed. While resting, you are trying to achieve relaxation.",0.073550589,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",233,gen,RO,0,1587,While resting what are you trying to achieve?,lazy,relaxation,falling asleep,feel better,laziness,relaxation,relaxation,"Relaxation is the state of being relaxed. While resting, you are trying to achieve relaxation.",0.073550589,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",39,gen,OR,0,1568,"The herding dog had ample room to run and play, he loved it at the what?",neighbor's house,back yard,outside,farmyard,backyard,farmyard,backyard,"Backyard is a place where people live. The herding dog had ample room to run and play, he loved it at the backyard.",0.033139674,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",39,gen,OR,0,1568,"The herding dog had ample room to run and play, he loved it at the what?",neighbor's house,back yard,outside,farmyard,backyard,farmyard,backyard,"Backyard is a place where people live. The herding dog had ample room to run and play, he loved it at the backyard.",0.033139674,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",39,gen,OR,0,1568,"The herding dog had ample room to run and play, he loved it at the what?",neighbor's house,back yard,outside,farmyard,backyard,farmyard,backyard,"Backyard is a place where people live. The herding dog had ample room to run and play, he loved it at the backyard.",0.033139674,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",430,gen,RO,0,151,"After a while playing, what was happening to the children?",fights,competitiveness,having fun,getting tired,learning,getting tired,getting tired,"After a while playing, the children get tired.",1.092746556,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",430,gen,RO,0,151,"After a while playing, what was happening to the children?",fights,competitiveness,having fun,getting tired,learning,getting tired,getting tired,"After a while playing, the children get tired.",1.092746556,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",430,gen,RO,0,151,"After a while playing, what was happening to the children?",fights,competitiveness,having fun,getting tired,learning,getting tired,getting tired,"After a while playing, the children get tired.",1.092746556,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",234,gen,R,0,96,What do you need to do to be able to have lunch?,get food,eat food,stop working,spend money,prepare food,get food,get food,Food is a food. You need to get food to be able to have lunch.,0.130613029,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",234,gen,R,0,96,What do you need to do to be able to have lunch?,get food,eat food,stop working,spend money,prepare food,get food,get food,Food is a food. You need to get food to be able to have lunch.,0.130613029,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",234,gen,R,0,96,What do you need to do to be able to have lunch?,get food,eat food,stop working,spend money,prepare food,get food,get food,Food is a food. You need to get food to be able to have lunch.,0.130613029,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",40,gen,RO,0,1908,You can use a stick to swat at what growing in a field?,woods,forest,bicycle spokes,home,grass,grass,grass,You can use a stick to swat at grass in field.,0.30033803,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",40,gen,RO,0,1908,You can use a stick to swat at what growing in a field?,woods,forest,bicycle spokes,home,grass,grass,grass,You can use a stick to swat at grass in field.,0.30033803,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",40,gen,RO,0,1908,You can use a stick to swat at what growing in a field?,woods,forest,bicycle spokes,home,grass,grass,grass,You can use a stick to swat at grass in field.,0.30033803,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",235,gold,O,0,96,What do you need to do to be able to have lunch?,get food,eat food,stop working,spend money,prepare food,get food,get food,Having lunch means eating food. One needs to get food to eat it.,0.318324983,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",235,gold,O,0,96,What do you need to do to be able to have lunch?,get food,eat food,stop working,spend money,prepare food,get food,get food,Having lunch means eating food. One needs to get food to eat it.,0.318324983,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",235,gold,O,0,96,What do you need to do to be able to have lunch?,get food,eat food,stop working,spend money,prepare food,get food,get food,Having lunch means eating food. One needs to get food to eat it.,0.318324983,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",431,gen,OR,0,1289,Joe likes horses.  He likes how they move.  Unfortunately he can't keep them because he can't provide for them.  What is one thing that horses need to do to live?,need space,drink water,canter,trot,carry riders,drink water,drink water,Horses need water to live. Drinking water is one thing that horses need to drink.,3.710132837,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",431,gen,OR,0,1289,Joe likes horses.  He likes how they move.  Unfortunately he can't keep them because he can't provide for them.  What is one thing that horses need to do to live?,need space,drink water,canter,trot,carry riders,drink water,drink water,Horses need water to live. Drinking water is one thing that horses need to drink.,3.710132837,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",431,gen,OR,0,1289,Joe likes horses.  He likes how they move.  Unfortunately he can't keep them because he can't provide for them.  What is one thing that horses need to do to live?,need space,drink water,canter,trot,carry riders,drink water,drink water,Horses need water to live. Drinking water is one thing that horses need to drink.,3.710132837,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",41,gold,O,0,937,Where would you store glue when it's not in use?,desk drawer,art room,classroom,bathroom,school,desk drawer,desk drawer,Desk drawer is a storage space. Stationary and art items can be stored in a desk drawer. Bottle of glue comes under stationary and art items.,0.144410314,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",41,gold,O,0,937,Where would you store glue when it's not in use?,desk drawer,art room,classroom,bathroom,school,desk drawer,desk drawer,Desk drawer is a storage space. Stationary and art items can be stored in a desk drawer. Bottle of glue comes under stationary and art items.,0.144410314,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",41,gold,O,0,937,Where would you store glue when it's not in use?,desk drawer,art room,classroom,bathroom,school,desk drawer,desk drawer,Desk drawer is a storage space. Stationary and art items can be stored in a desk drawer. Bottle of glue comes under stationary and art items.,0.144410314,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",236,gen,OR,0,1637,What are dark clouds likely to do?,cloud vision,weather,awe inspiring,bring rain,rain water,bring rain,bring rain,Rain is a form of water. Dark clouds are likely to cause rain.,-0.037942231,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",236,gen,OR,0,1637,What are dark clouds likely to do?,cloud vision,weather,awe inspiring,bring rain,rain water,bring rain,bring rain,Rain is a form of water. Dark clouds are likely to cause rain.,-0.037942231,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",236,gen,OR,0,1637,What are dark clouds likely to do?,cloud vision,weather,awe inspiring,bring rain,rain water,bring rain,bring rain,Rain is a form of water. Dark clouds are likely to cause rain.,-0.037942231,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",42,gen,R,0,2192,Where would you go to look for your human ancestors?,memorial site,gravesite,school,temperate climate,interesting place,gravesite,gravesite,Gravesite is a place where human ancestors are buried.,0.03993934,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",42,gen,R,0,2192,Where would you go to look for your human ancestors?,memorial site,gravesite,school,temperate climate,interesting place,gravesite,gravesite,Gravesite is a place where human ancestors are buried.,0.03993934,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",42,gen,R,0,2192,Where would you go to look for your human ancestors?,memorial site,gravesite,school,temperate climate,interesting place,gravesite,gravesite,Gravesite is a place where human ancestors are buried.,0.03993934,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",432,gen,OR,0,167,What relatively small area is known for its steakhouses?,maine,florida,arizona,kansas city,michigan,kansas city,michigan,Michigan is a relatively small area known for its steakhouses.,3.140529484,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",432,gen,OR,0,167,What relatively small area is known for its steakhouses?,maine,florida,arizona,kansas city,michigan,kansas city,michigan,Michigan is a relatively small area known for its steakhouses.,3.140529484,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",432,gen,OR,0,167,What relatively small area is known for its steakhouses?,maine,florida,arizona,kansas city,michigan,kansas city,michigan,Michigan is a relatively small area known for its steakhouses.,3.140529484,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",43,gold,O,0,75,"The agricultural specialist walked from row to row, so where was he likely?",sequence of similar things,farmer's field,working field,auditorium,vegetable garden,farmer's field,farmer's field,Agriculturist walks in farmer's field. Walking from row to row is possible in a farmer's field.,0.04678075,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",43,gold,O,0,75,"The agricultural specialist walked from row to row, so where was he likely?",sequence of similar things,farmer's field,working field,auditorium,vegetable garden,farmer's field,farmer's field,Agriculturist walks in farmer's field. Walking from row to row is possible in a farmer's field.,0.04678075,,no
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",43,gold,O,0,75,"The agricultural specialist walked from row to row, so where was he likely?",sequence of similar things,farmer's field,working field,auditorium,vegetable garden,farmer's field,farmer's field,Agriculturist walks in farmer's field. Walking from row to row is possible in a farmer's field.,0.04678075,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",433,gen,RO,0,2170,"If one wants to breathe while they sleep, air needs to be inside of what?",cupboard,surface of earth,space shuttle,supermarket balloon,house,house,house,Air needs to be inside of a house to breathe while sleeping.,0.072921336,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",433,gen,RO,0,2170,"If one wants to breathe while they sleep, air needs to be inside of what?",cupboard,surface of earth,space shuttle,supermarket balloon,house,house,house,Air needs to be inside of a house to breathe while sleeping.,0.072921336,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",433,gen,RO,0,2170,"If one wants to breathe while they sleep, air needs to be inside of what?",cupboard,surface of earth,space shuttle,supermarket balloon,house,house,house,Air needs to be inside of a house to breathe while sleeping.,0.072921336,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",44,gold,O,0,1485,What will happen if you are performing successfully?,anxiety,achieve,happiness,fear,energetic,happiness,happiness,"Success always brings happiness When one performs successfully, the audience always appreciates it with applaudes Appreciation tends to bring them happiness",3.58088024,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",44,gold,O,0,1485,What will happen if you are performing successfully?,anxiety,achieve,happiness,fear,energetic,happiness,happiness,"Success always brings happiness When one performs successfully, the audience always appreciates it with applaudes Appreciation tends to bring them happiness",3.58088024,2.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",44,gold,O,0,1485,What will happen if you are performing successfully?,anxiety,achieve,happiness,fear,energetic,happiness,happiness,"Success always brings happiness When one performs successfully, the audience always appreciates it with applaudes Appreciation tends to bring them happiness",3.58088024,3.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",45,gen,R,0,1388,James was chatting with friends  and eating pizza when he suddenly experienced something.  He ran out of the room to get a pen and paper.   What did he experience?,fun,discomfort,love,car,inspiration,inspiration,inspiration,James was chatting with friends and eating pizza when he suddenly experienced inspiration. He ran out of the room to get a pen and paper.,1.928780079,1.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",45,gen,R,0,1388,James was chatting with friends  and eating pizza when he suddenly experienced something.  He ran out of the room to get a pen and paper.   What did he experience?,fun,discomfort,love,car,inspiration,inspiration,inspiration,James was chatting with friends and eating pizza when he suddenly experienced inspiration. He ran out of the room to get a pen and paper.,1.928780079,0.0,yes
Evaluate the quality of explanations,Evaluate the quality of an explanation with respect to the answer to the question,"commonsense, explanations, quality, AI",45,gen,R,0,1388,James was chatting with friends  and eating pizza when he suddenly experienced something.  He ran out of the room to get a pen and paper.   What did he experience?,fun,discomfort,love,car,inspiration,inspiration,inspiration,James was chatting with friends and eating pizza when he suddenly experienced inspiration. He ran out of the room to get a pen and paper.,1.928780079,0.0,yes
