Title,Description,Keywords,clip,sent,phrase
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.33.21.692-00.33.25.607,Harris gazes up at the building's roof then shares a look with Imlay,shares
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.33.39.000-00.33.44.729,"Staring down his gun's scope, Lenihan feebly sidesteps in front of some stairs which lead up to a pool patio.",lead
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.33.44.729-00.33.51.763,"Swinging around, Lenihan aims his gun at the sky but sees nothing.",aims
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.33.44.729-00.33.51.763,"Swinging around, Lenihan aims his gun at the sky but sees nothing.",sees
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.33.52.959-00.33.55.591,"Behind him, an alien emerges from the pool.",emerges from
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.33.55.591-00.33.56.736,Lenihan wheels around.,wheels
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.00.884-00.34.05.061,Lenihan knocks it backwards into the pool.,knocks
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.05.382-00.34.12.028,"Sitting up, Lenihan notices smoke rising from his backpack.",smoke
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.05.382-00.34.12.028,"Sitting up, Lenihan notices smoke rising from his backpack.",rising
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.05.382-00.34.12.028,"Sitting up, Lenihan notices smoke rising from his backpack.",rising from
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.12.028-00.34.15.674,"As Lenihan shakes off the smoldering pack, it fills the air with a thin haze.",fills
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.26.099-00.34.29.065,"Creeping to the edge of the pool, Lenihan aims into its rippling murky water.",rippling
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.35.776-00.34.38.999,Something moves below surface.,moves
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.34.35.776-00.34.38.999,Something moves below surface.,moves below
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.12.000-00.35.15.029,Imlay pulls the pin from his grenade.,pulls
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.15.029-00.35.19.406,Water dives in upward as the grenade explodes.,dives
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.35.630-00.35.42.032,"His men move out into the open, one of them limping.",move
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.35.630-00.35.42.032,"His men move out into the open, one of them limping.",limping
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.35.55.317-00.36.02.210,"As the Marines head into the street, a fiery projectile streaks down.",head
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.36.40.500-00.36.44.647,Nantz presses a dressing to Simmons's charred neck.,presses
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.39.14.000-00.39.16.503,The corporal tosses a grenade.,tosses
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.39.22.712-00.39.25.011,"As they near an open doorway, Nantz signals them to halt.",signals
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.39.28.858-00.39.36.000,"As they enter, Nantz sweeps a light from his rifle scope around the destroyed room.",enter
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.39.36.000-00.39.42.091,It passes over legs of some upturned chairs which sit beside a pair of tall cabinets.,sit beside
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.40.04.625-00.40.08.836,The beam glows on a man and woman.,glows
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.40.04.625-00.40.08.836,The beam glows on a man and woman.,glows on
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.40.49.312-00.40.52.177,They hug.,hug
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.41.17.000-00.41.18.553,"Overhead, a burst of fire explodes through the helicopter's windshield.",explodes
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.42.13.000-00.42.18.269,Harris and Doc carry the dead man away.,carry
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.43.10.790-00.43.24.532,"Meanwhile, Nantz approaches Martinez who listens to the sat phone.",listens
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.44.44.500-00.44.48.959,Jets soar through the sky.,soar
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.44.51.000-00.44.54.498,Nantz tosses Martinez helmet then gives him a nod.,tosses
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.45.18.016-00.45.20.710,Doc shines a penlight.,shines
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.46.14.789-00.46.17.793,"As the father and son leave, a mournful look crosses the staff sergeant's face.",leave
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.48.45.000-00.48.52.102,SOMEONE watches through his scope as Stavrou and Harris run outside.,watches through
