Title,Description,Keywords,clip,sent,phrase,Answer.answer,Answer.bad_sent,Answer.commentbox,Answer.question
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.12.583-01.48.16.599,Sunlight shines behind Nantz unit silhouetting them as they stand amidst the rubble and stare at the destroyed vessel.,silhouetting,yes,,{},Sunlight shines behind Nantz unit silhouetting them as they stand amidst the rubble and stare at the destroyed vessel.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They halt on Nantz hand signal.,halt,yes,,{},They halt on Nantz hand signal.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They halt on Nantz hand signal.,halt,yes,,{},They halt on Nantz hand signal.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They halt on Nantz hand signal.,halt,yes,,{},They halt on Nantz hand signal.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They halt on Nantz hand signal.,halt,yes,,{},They halt on Nantz hand signal.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They halt on Nantz hand signal.,halt,yes,,{},They halt on Nantz hand signal.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A commanding Marine heads over to them.,commanding,yes,,{},A commanding Marine heads over to them.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A commanding Marine heads over to them.,commanding,yes,,{},A commanding Marine heads over to them.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A commanding Marine heads over to them.,commanding,yes,,{},A commanding Marine heads over to them.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A commanding Marine heads over to them.,commanding,yes,,{},A commanding Marine heads over to them.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.48.54.083-01.48.58.427,A commanding Marine heads over to them.,commanding,yes,,{},A commanding Marine heads over to them.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They halt on Nantz hand signal.,halt on,yes,,{},They halt on Nantz hand signal.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They halt on Nantz hand signal.,halt on,yes,,{},They halt on Nantz hand signal.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They halt on Nantz hand signal.,halt on,yes,,{},They halt on Nantz hand signal.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They halt on Nantz hand signal.,halt on,yes,,{},They halt on Nantz hand signal.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.17.000-00.12.19.606,They halt on Nantz hand signal.,halt on,yes,,{},They halt on Nantz hand signal.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.30.752-01.49.38.721,The staff sergeant eyes a supply of bullets and a stack of ammunition magazines sitting on a table.,sitting,yes,,{},The staff sergeant eyes a supply of bullets and a stack of ammunition magazines sitting on a table.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.30.752-01.49.38.721,The staff sergeant eyes a supply of bullets and a stack of ammunition magazines sitting on a table.,sitting,yes,,{},The staff sergeant eyes a supply of bullets and a stack of ammunition magazines sitting on a table.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.30.752-01.49.38.721,The staff sergeant eyes a supply of bullets and a stack of ammunition magazines sitting on a table.,sitting,yes,,{},The staff sergeant eyes a supply of bullets and a stack of ammunition magazines sitting on a table.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.30.752-01.49.38.721,The staff sergeant eyes a supply of bullets and a stack of ammunition magazines sitting on a table.,sitting,yes,,{},The staff sergeant eyes a supply of bullets and a stack of ammunition magazines sitting on a table.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.30.752-01.49.38.721,The staff sergeant eyes a supply of bullets and a stack of ammunition magazines sitting on a table.,sitting,yes,,{},The staff sergeant eyes a supply of bullets and a stack of ammunition magazines sitting on a table.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop out,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop out,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop out,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop out,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop out,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.44.948-01.49.50.409,"As Nantz fills the magazine, the others and his unit watch with disbelieving eyes.",watch,yes,,{},"As Nantz fills the magazine, the others and his unit watch with disbelieving eyes."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.44.948-01.49.50.409,"As Nantz fills the magazine, the others and his unit watch with disbelieving eyes.",watch,yes,,{},"As Nantz fills the magazine, the others and his unit watch with disbelieving eyes."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.44.948-01.49.50.409,"As Nantz fills the magazine, the others and his unit watch with disbelieving eyes.",watch,yes,,{},"As Nantz fills the magazine, the others and his unit watch with disbelieving eyes."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.44.948-01.49.50.409,"As Nantz fills the magazine, the others and his unit watch with disbelieving eyes.",watch,yes,,{},"As Nantz fills the magazine, the others and his unit watch with disbelieving eyes."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_01.49.44.948-01.49.50.409,"As Nantz fills the magazine, the others and his unit watch with disbelieving eyes.",watch,yes,,{},"As Nantz fills the magazine, the others and his unit watch with disbelieving eyes."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop out of,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop out of,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop out of,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop out of,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.19.606-00.12.22.488,Two men hop out of the vehicles.,hop out of,yes,,{},Two men hop out of the vehicles.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.08.764-00.04.12.510,"From a deck, the two brothers watch heading out to sea.",watch,yes,True,{},"From a deck, the two brothers watch heading out to sea."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.08.764-00.04.12.510,"From a deck, the two brothers watch heading out to sea.",watch,yes,,{},"From a deck, the two brothers watch heading out to sea."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.08.764-00.04.12.510,"From a deck, the two brothers watch heading out to sea.",watch,no,,{},"From a deck, the two brothers watch heading out to sea."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.08.764-00.04.12.510,"From a deck, the two brothers watch heading out to sea.",watch,yes,,{},"From a deck, the two brothers watch heading out to sea."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.08.764-00.04.12.510,"From a deck, the two brothers watch heading out to sea.",watch,no,True,{},"From a deck, the two brothers watch heading out to sea."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.33.783-00.12.35.632,They glance skyward.,glance,yes,,{},They glance skyward.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.33.783-00.12.35.632,They glance skyward.,glance,yes,,{},They glance skyward.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.33.783-00.12.35.632,They glance skyward.,glance,yes,,{},They glance skyward.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.33.783-00.12.35.632,They glance skyward.,glance,no,True,{},They glance skyward.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.33.783-00.12.35.632,They glance skyward.,glance,yes,,{},They glance skyward.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.33.549-00.04.37.202,"Now, in a car's passenger seat, a blonde uses a vanity mirror to apply lipstick.",apply,yes,,{},"Now, in a car's passenger seat, a blonde uses a vanity mirror to apply lipstick."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.33.549-00.04.37.202,"Now, in a car's passenger seat, a blonde uses a vanity mirror to apply lipstick.",apply,yes,,{},"Now, in a car's passenger seat, a blonde uses a vanity mirror to apply lipstick."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.33.549-00.04.37.202,"Now, in a car's passenger seat, a blonde uses a vanity mirror to apply lipstick.",apply,yes,,{},"Now, in a car's passenger seat, a blonde uses a vanity mirror to apply lipstick."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.33.549-00.04.37.202,"Now, in a car's passenger seat, a blonde uses a vanity mirror to apply lipstick.",apply,yes,,{},"Now, in a car's passenger seat, a blonde uses a vanity mirror to apply lipstick."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.04.33.549-00.04.37.202,"Now, in a car's passenger seat, a blonde uses a vanity mirror to apply lipstick.",apply,yes,,{},"Now, in a car's passenger seat, a blonde uses a vanity mirror to apply lipstick."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.45.000-00.12.46.807,John heads off.,heads,yes,,{},John heads off.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.45.000-00.12.46.807,John heads off.,heads,yes,,{},John heads off.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.45.000-00.12.46.807,John heads off.,heads,yes,,{},John heads off.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.45.000-00.12.46.807,John heads off.,heads,yes,,{},John heads off.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.45.000-00.12.46.807,John heads off.,heads,yes,,{},John heads off.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.09.17.825-00.09.20.924,"As Charlie starts the engine, the headlights reveal Sam standing in his path.",standing,yes,,{},"As Charlie starts the engine, the headlights reveal Sam standing in his path."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.09.17.825-00.09.20.924,"As Charlie starts the engine, the headlights reveal Sam standing in his path.",standing,yes,,{},"As Charlie starts the engine, the headlights reveal Sam standing in his path."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.09.17.825-00.09.20.924,"As Charlie starts the engine, the headlights reveal Sam standing in his path.",standing,yes,,{},"As Charlie starts the engine, the headlights reveal Sam standing in his path."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.09.17.825-00.09.20.924,"As Charlie starts the engine, the headlights reveal Sam standing in his path.",standing,yes,,{},"As Charlie starts the engine, the headlights reveal Sam standing in his path."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.09.17.825-00.09.20.924,"As Charlie starts the engine, the headlights reveal Sam standing in his path.",standing,yes,,{},"As Charlie starts the engine, the headlights reveal Sam standing in his path."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.14.58.745-00.15.03.519,SOMEONE races pass them.,pass,yes,,{},SOMEONE races pass them.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.14.58.745-00.15.03.519,SOMEONE races pass them.,pass,yes,True,{},SOMEONE races pass them.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.14.58.745-00.15.03.519,SOMEONE races pass them.,pass,no,True,{},SOMEONE races pass them.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.14.58.745-00.15.03.519,SOMEONE races pass them.,pass,no,,{},SOMEONE races pass them.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.14.58.745-00.15.03.519,SOMEONE races pass them.,pass,no,,{},SOMEONE races pass them.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz shifts his uneasy gaze.,shifts,yes,,{},Nantz shifts his uneasy gaze.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz shifts his uneasy gaze.,shifts,yes,,{},Nantz shifts his uneasy gaze.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz shifts his uneasy gaze.,shifts,yes,,{},Nantz shifts his uneasy gaze.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz shifts his uneasy gaze.,shifts,yes,,{},Nantz shifts his uneasy gaze.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.52.216-00.12.55.835,Nantz shifts his uneasy gaze.,shifts,yes,,{},Nantz shifts his uneasy gaze.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez walks with Imlay",walks,yes,,{},"Now in a hallway, Martinez walks with Imlay"
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez walks with Imlay",walks,yes,,{},"Now in a hallway, Martinez walks with Imlay"
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez walks with Imlay",walks,yes,,{},"Now in a hallway, Martinez walks with Imlay"
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez walks with Imlay",walks,yes,,{},"Now in a hallway, Martinez walks with Imlay"
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez walks with Imlay",walks,yes,,{},"Now in a hallway, Martinez walks with Imlay"
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.16.41.000-00.16.46.159,Charlie gaping mouth curls into a faint smile.,gaping,yes,,{},Charlie gaping mouth curls into a faint smile.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.16.41.000-00.16.46.159,Charlie gaping mouth curls into a faint smile.,gaping,yes,,{},Charlie gaping mouth curls into a faint smile.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.16.41.000-00.16.46.159,Charlie gaping mouth curls into a faint smile.,gaping,yes,,{},Charlie gaping mouth curls into a faint smile.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.16.41.000-00.16.46.159,Charlie gaping mouth curls into a faint smile.,gaping,yes,,{},Charlie gaping mouth curls into a faint smile.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.16.41.000-00.16.46.159,Charlie gaping mouth curls into a faint smile.,gaping,yes,,{},Charlie gaping mouth curls into a faint smile.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.17.13.863-00.17.17.618,"Now, dull gray clouds hang over the same view of the forest, the bay, and the sea.",hang over,yes,,{},"Now, dull gray clouds hang over the same view of the forest, the bay, and the sea."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.17.13.863-00.17.17.618,"Now, dull gray clouds hang over the same view of the forest, the bay, and the sea.",hang over,yes,,{},"Now, dull gray clouds hang over the same view of the forest, the bay, and the sea."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.17.13.863-00.17.17.618,"Now, dull gray clouds hang over the same view of the forest, the bay, and the sea.",hang over,yes,,{},"Now, dull gray clouds hang over the same view of the forest, the bay, and the sea."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.17.13.863-00.17.17.618,"Now, dull gray clouds hang over the same view of the forest, the bay, and the sea.",hang over,yes,,{},"Now, dull gray clouds hang over the same view of the forest, the bay, and the sea."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.17.13.863-00.17.17.618,"Now, dull gray clouds hang over the same view of the forest, the bay, and the sea.",hang over,yes,,{},"Now, dull gray clouds hang over the same view of the forest, the bay, and the sea."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez walks with Imlay",walks with,yes,,{},"Now in a hallway, Martinez walks with Imlay"
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez walks with Imlay",walks with,yes,,{},"Now in a hallway, Martinez walks with Imlay"
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez walks with Imlay",walks with,yes,,{},"Now in a hallway, Martinez walks with Imlay"
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez walks with Imlay",walks with,yes,,{},"Now in a hallway, Martinez walks with Imlay"
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.12.56.404-00.13.00.902,"Now in a hallway, Martinez walks with Imlay",walks with,yes,,{},"Now in a hallway, Martinez walks with Imlay"
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.23.09.734-00.23.12.160,Alistair keeps his gaze locked on his boss as Alistair uses a pair of pliers to tug a crossbow bolt out of the tree.,tug,yes,,{},Alistair keeps his gaze locked on his boss as Alistair uses a pair of pliers to tug a crossbow bolt out of the tree.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.23.09.734-00.23.12.160,Alistair keeps his gaze locked on his boss as Alistair uses a pair of pliers to tug a crossbow bolt out of the tree.,tug,yes,,{},Alistair keeps his gaze locked on his boss as Alistair uses a pair of pliers to tug a crossbow bolt out of the tree.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.23.09.734-00.23.12.160,Alistair keeps his gaze locked on his boss as Alistair uses a pair of pliers to tug a crossbow bolt out of the tree.,tug,yes,,{},Alistair keeps his gaze locked on his boss as Alistair uses a pair of pliers to tug a crossbow bolt out of the tree.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.23.09.734-00.23.12.160,Alistair keeps his gaze locked on his boss as Alistair uses a pair of pliers to tug a crossbow bolt out of the tree.,tug,yes,,{},Alistair keeps his gaze locked on his boss as Alistair uses a pair of pliers to tug a crossbow bolt out of the tree.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.23.09.734-00.23.12.160,Alistair keeps his gaze locked on his boss as Alistair uses a pair of pliers to tug a crossbow bolt out of the tree.,tug,yes,,{},Alistair keeps his gaze locked on his boss as Alistair uses a pair of pliers to tug a crossbow bolt out of the tree.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.13.30.213-00.13.37.565,"In the Humvee, Nantz rides in the passenger seat while John drives.",rides,yes,,{},"In the Humvee, Nantz rides in the passenger seat while John drives."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.13.30.213-00.13.37.565,"In the Humvee, Nantz rides in the passenger seat while John drives.",rides,yes,,{},"In the Humvee, Nantz rides in the passenger seat while John drives."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.13.30.213-00.13.37.565,"In the Humvee, Nantz rides in the passenger seat while John drives.",rides,yes,,{},"In the Humvee, Nantz rides in the passenger seat while John drives."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.13.30.213-00.13.37.565,"In the Humvee, Nantz rides in the passenger seat while John drives.",rides,yes,,{},"In the Humvee, Nantz rides in the passenger seat while John drives."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3009_BATTLE_LOS_ANGELES_00.13.30.213-00.13.37.565,"In the Humvee, Nantz rides in the passenger seat while John drives.",rides,yes,,{},"In the Humvee, Nantz rides in the passenger seat while John drives."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.25.29.601-00.25.36.613,Charlie hikes past a headstone showing a weeping angel trash bags slung over his shoulder while cradling his baseball glove to his chest smiling.,slung,yes,,{},Charlie hikes past a headstone showing a weeping angel trash bags slung over his shoulder while cradling his baseball glove to his chest smiling.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.25.29.601-00.25.36.613,Charlie hikes past a headstone showing a weeping angel trash bags slung over his shoulder while cradling his baseball glove to his chest smiling.,slung,yes,,{},Charlie hikes past a headstone showing a weeping angel trash bags slung over his shoulder while cradling his baseball glove to his chest smiling.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.25.29.601-00.25.36.613,Charlie hikes past a headstone showing a weeping angel trash bags slung over his shoulder while cradling his baseball glove to his chest smiling.,slung,yes,,{},Charlie hikes past a headstone showing a weeping angel trash bags slung over his shoulder while cradling his baseball glove to his chest smiling.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.25.29.601-00.25.36.613,Charlie hikes past a headstone showing a weeping angel trash bags slung over his shoulder while cradling his baseball glove to his chest smiling.,slung,yes,,{},Charlie hikes past a headstone showing a weeping angel trash bags slung over his shoulder while cradling his baseball glove to his chest smiling.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.25.29.601-00.25.36.613,Charlie hikes past a headstone showing a weeping angel trash bags slung over his shoulder while cradling his baseball glove to his chest smiling.,slung,yes,,{},Charlie hikes past a headstone showing a weeping angel trash bags slung over his shoulder while cradling his baseball glove to his chest smiling.
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.31.10.225-00.31.14.667,"As Charlie steps into the street, a fisherman in waterproof bib pants passes him carrying a coil of rope slung over his shoulder.",slung,yes,,{},"As Charlie steps into the street, a fisherman in waterproof bib pants passes him carrying a coil of rope slung over his shoulder."
video sentence evaluation,Determine if sentence matches the video,"video, language, evaluation",3015_CHARLIE_ST_CLOUD_00.31.10.225-00.31.14.667,"As Charlie steps into the street, a fisherman in waterproof bib pants passes him carrying a coil of rope slung over his shoulder.",slung,yes,,{},"As Charlie steps into the street, a fisherman in waterproof bib pants passes him carrying a coil of rope slung over his shoulder."
