Title,Description,Keywords,qID,attr1,attr1_neg,attr1_pos,attr2,attr2_neg,attr2_pos,Answer.answer_value,Answer.objects,Answer.qID
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",456,mass,large,small,thickness,thick,thin,3,"Tree Trunk, Twig, Branch",456
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",457,mass,large,small,volume,large,small,3,"ocean, sahara",457
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",457,mass,large,small,volume,large,small,3,"a planet, a car, a rock",457
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",457,mass,large,small,volume,large,small,3,"weight, ball",457
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",247,density,dense,sparse,electric conductivity,high,low,-1,"heavy gauge wire, light gauge wire",247
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",458,mass,large,small,weight,heavy,light,3,"planets, moon, mountains",458
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",458,mass,large,small,weight,heavy,light,3,"elephant, dumbbell",458
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",458,mass,large,small,weight,heavy,light,3,Any sort of physical object in a graviational field,458
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",52,altitude,high,low,pressure,high,low,3,"the top of a mountain, inside of an airplane",52
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",52,altitude,high,low,pressure,high,low,-3,"beach, mountain top",52
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",52,altitude,high,low,pressure,high,low,3,"a high mountain, and a low valley.",52
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",248,density,dense,sparse,flexibility,flexible,rigid,-3,a piece of metal,248
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",459,mass,large,small,width,wide,narrow,1,"river, ocean",459
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",459,mass,large,small,width,wide,narrow,3,"a truck, a tree, a boulder",459
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",459,mass,large,small,width,wide,narrow,2,house,459
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",249,density,dense,sparse,granularity,coarse,fine,1,sandy island beach area,249
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",249,density,dense,sparse,granularity,coarse,fine,3,"sand, boulder",249
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",249,density,dense,sparse,granularity,coarse,fine,1,Sand,249
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",53,altitude,high,low,resistance,high,low,0,na,53
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",53,altitude,high,low,resistance,high,low,-3,gravity,53
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",53,altitude,high,low,resistance,high,low,3,"wind, air, oxygen",53
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",54,altitude,high,low,shape,"sharp, spiky","round, flat",3,deep sea creatures,54
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",54,altitude,high,low,shape,"sharp, spiky","round, flat",1,hills and valleys,54
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",250,density,dense,sparse,hardness,hard,soft,0,na,250
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",250,density,dense,sparse,hardness,hard,soft,3,"rocks, stone, buildings",250
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",250,density,dense,sparse,hardness,hard,soft,2,pillow,250
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",55,altitude,high,low,size,large,small,1,Mountains,55
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",251,density,dense,sparse,length,long,short,0,"oatmeal, rice fields, working ants",251
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",251,density,dense,sparse,length,long,short,0,na,251
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",56,altitude,high,low,sound,loud,quiet,-2,top of the mountain,56
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",461,odor,strong,weak,resistance,high,low,2,rocks,461
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",57,altitude,high,low,sound pitch,high,low,2,drone,57
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",57,altitude,high,low,sound pitch,high,low,2,airplane,57
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",252,density,dense,sparse,magnitude,large,small,0,na,252
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",252,density,dense,sparse,magnitude,large,small,3,a meteor heading to earth,252
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",252,density,dense,sparse,magnitude,large,small,3,"forest, hills, mountains",252
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",58,altitude,high,low,speed,fast,slow,2,planes go to higher altitudes before they go faster,58
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",58,altitude,high,low,speed,fast,slow,1,airplane,58
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",58,altitude,high,low,speed,fast,slow,2,"sports car, F1 car",58
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",462,odor,strong,weak,shape,"sharp, spiky","round, flat",-1,Faeces,462
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",462,odor,strong,weak,shape,"sharp, spiky","round, flat",0,"cactus, fruit, vegetables, tree branches",462
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",462,odor,strong,weak,shape,"sharp, spiky","round, flat",-1,"cactus, dough, spices",462
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",253,density,dense,sparse,mass,large,small,3,gas,253
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",253,density,dense,sparse,mass,large,small,3,"a planet, jello, rice krispy treats",253
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",253,density,dense,sparse,mass,large,small,3,planet,253
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",463,odor,strong,weak,size,large,small,1,"onions, garlic and spices",463
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",463,odor,strong,weak,size,large,small,1,Broom,463
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",59,altitude,high,low,stability,stable,unstable,2,"Mountains, trees",59
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",60,altitude,high,low,strength,strong,weak,2,Climbing gear,60
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",60,altitude,high,low,strength,strong,weak,2,bird survival,60
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",464,odor,strong,weak,sound,loud,quiet,1,a fart,464
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",61,altitude,high,low,temperature,high,low,-3,"air at top of mountain, air bottom of mountain",61
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",61,altitude,high,low,temperature,high,low,2,house,61
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",61,altitude,high,low,temperature,high,low,-3,Any physical object,61
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",255,density,dense,sparse,pressure,high,low,1,"cheese cloth,",255
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",255,density,dense,sparse,pressure,high,low,3,"stone, air",255
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",255,density,dense,sparse,pressure,high,low,3,Most objects have this quality,255
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",256,density,dense,sparse,resistance,high,low,-2,"heavy tarp, mesh tarp",256
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",256,density,dense,sparse,resistance,high,low,3,chainsaws cutting trees and bushes,256
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",256,density,dense,sparse,resistance,high,low,3,"stone, wood",256
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",64,altitude,high,low,thickness,thick,thin,-2,"air in the sky, oxygen",64
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",65,altitude,high,low,volume,large,small,2,aircraft,65
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",65,altitude,high,low,volume,large,small,3,"Mountains, trees",65
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",257,density,dense,sparse,shape,"sharp, spiky","round, flat",2,"pond, woods, corn fields while growing and after being collected the stalks are sharp and the field is empty looking.",257
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",257,density,dense,sparse,shape,"sharp, spiky","round, flat",0,na,257
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",258,density,dense,sparse,size,large,small,3,"marijuana gram, bowl of popcorn",258
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",258,density,dense,sparse,size,large,small,3,"sun, planets",258
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",66,altitude,high,low,weight,heavy,light,-3,space,66
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",66,altitude,high,low,weight,heavy,light,-2,air on top of mt rainer,66
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",259,density,dense,sparse,sound,loud,quiet,-2,"concert hall full of people, concert hall with zero people",259
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",259,density,dense,sparse,sound,loud,quiet,-3,na,259
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",468,odor,strong,weak,strength,strong,weak,-3,"poop, burned food, dirt, fresh cut grass, mold",468
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",67,altitude,high,low,width,wide,narrow,2,corridor,67
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",469,odor,strong,weak,temperature,high,low,0,na,469
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",469,odor,strong,weak,temperature,high,low,1,hotter garbage has a stronger odor,469
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",469,odor,strong,weak,temperature,high,low,2,Spices,469
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",260,density,dense,sparse,sound pitch,high,low,-3,Dense walls are hard to hear through.,260
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",260,density,dense,sparse,sound pitch,high,low,-2,"thick surrounding wall, a thin partition wall",260
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",261,density,dense,sparse,speed,fast,slow,-2,"a denser object is heavier than a non-dense object of the same size, and would be slower",261
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",261,density,dense,sparse,speed,fast,slow,-2,Rocks,261
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",470,odor,strong,weak,texture,rough,smooth,3,"leather,  chocolate, coconut, wood",470
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",470,odor,strong,weak,texture,rough,smooth,3,fresh cut wood,470
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",470,odor,strong,weak,texture,rough,smooth,3,"apples, fish, oranges, sprouts",470
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",68,area,vast,small,brightness,light,dark,0,na,68
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",68,area,vast,small,brightness,light,dark,1,cities,68
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",262,density,dense,sparse,stability,stable,unstable,2,Liquids,262
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",262,density,dense,sparse,stability,stable,unstable,3,"Concrete Wall, Metal Building, Cotton Balls stacked on top of each other",262
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",69,area,vast,small,clarity,clear,obscure,2,desert,69
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",69,area,vast,small,clarity,clear,obscure,1,"fields, oceans, valleys, deserts",69
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",263,density,dense,sparse,strength,strong,weak,2,"forest with heavy growth, few trees on golf course",263
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",263,density,dense,sparse,strength,strong,weak,1,densely packed sand,263
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",263,density,dense,sparse,strength,strong,weak,-1,"mop, air",263
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",472,odor,strong,weak,thickness,thick,thin,1,"string, bull rope",472
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",70,area,vast,small,cleanness,clean,dirty,0,na,70
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",70,area,vast,small,cleanness,clean,dirty,-2,"a very big room, a very small room",70
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",264,density,dense,sparse,temperature,high,low,3,"a wool jacket, a tanktop",264
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",264,density,dense,sparse,temperature,high,low,-2,Water,264
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",473,odor,strong,weak,volume,large,small,-2,"compost pile, sewage, the dump, dog poo",473
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",265,density,dense,sparse,texture,rough,smooth,3,"carpet, hair, cool whip, gum",265
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",71,area,vast,small,complexity,complex,simple,3,"large buildings, castles",71
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",266,density,dense,sparse,thermal conductivity,high,low,3,"a jacket, metal",266
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",266,density,dense,sparse,thermal conductivity,high,low,-2,Metals,266
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",72,area,vast,small,cost,expensive,cheap,0,na,72
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",72,area,vast,small,cost,expensive,cheap,3,"A farm with many acres, a mansion",72
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",72,area,vast,small,cost,expensive,cheap,2,"Diamonds, emeralds",72
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",267,density,dense,sparse,thickness,thick,thin,3,"bears winter coat, bears summer coat",267
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",267,density,dense,sparse,thickness,thick,thin,3,"a forest, someone's hair",267
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",267,density,dense,sparse,thickness,thick,thin,3,fog,267
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",474,odor,strong,weak,weight,heavy,light,-2,body odor,474
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",73,area,vast,small,density,dense,sparse,3,A field,73
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",73,area,vast,small,density,dense,sparse,2,city vs rural,73
How are two physical attributes associated ?,"Given two physical attributes (e.g., weight & speed), rate how the attributes are positively or negatively associated.","commonsense, physics, intuition",73,area,vast,small,density,dense,sparse,2,"a large map, a small vase",73
