Title,Description,Keywords,action1,action2,action3,action4,Answer.judgment_1,Answer.judgment_2,Answer.judgment_3,Answer.judgment_4
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sacrifice a dog to save my family,Making little girls grow absolutely gigantic breasts,Killing a bear if the bear is going to kill you,Glorifying the pleasures of getting fatter,0,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sacrifice a dog to save my family,Making little girls grow absolutely gigantic breasts,Killing a bear if the bear is going to kill you,Glorifying the pleasures of getting fatter,0,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sacrifice a dog to save my family,Making little girls grow absolutely gigantic breasts,Killing a bear if the bear is going to kill you,Glorifying the pleasures of getting fatter,1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sacrifice a dog to save my family,Making little girls grow absolutely gigantic breasts,Killing a bear if the bear is going to kill you,Glorifying the pleasures of getting fatter,1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sacrifice a dog to save my family,Making little girls grow absolutely gigantic breasts,Killing a bear if the bear is going to kill you,Glorifying the pleasures of getting fatter,0,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Stealing from the rich to give to the poor,playing league of legends with bernie sanders,Having sex with your friend,Missing my friend birthday because I'm with my girlfriend,0,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Stealing from the rich to give to the poor,playing league of legends with bernie sanders,Having sex with your friend,Missing my friend birthday because I'm with my girlfriend,-1,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Stealing from the rich to give to the poor,playing league of legends with bernie sanders,Having sex with your friend,Missing my friend birthday because I'm with my girlfriend,1,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Stealing from the rich to give to the poor,playing league of legends with bernie sanders,Having sex with your friend,Missing my friend birthday because I'm with my girlfriend,-1,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Stealing from the rich to give to the poor,playing league of legends with bernie sanders,Having sex with your friend,Missing my friend birthday because I'm with my girlfriend,-1,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Falling in love with a married woman,Criticizing one's parents' bizarre laundry habits,Picking your nose and eating boogers,stealing someone's cat because they don't take care of it,-1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Falling in love with a married woman,Criticizing one's parents' bizarre laundry habits,Picking your nose and eating boogers,stealing someone's cat because they don't take care of it,-1,-1,-1,1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Falling in love with a married woman,Criticizing one's parents' bizarre laundry habits,Picking your nose and eating boogers,stealing someone's cat because they don't take care of it,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Falling in love with a married woman,Criticizing one's parents' bizarre laundry habits,Picking your nose and eating boogers,stealing someone's cat because they don't take care of it,-1,0,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Falling in love with a married woman,Criticizing one's parents' bizarre laundry habits,Picking your nose and eating boogers,stealing someone's cat because they don't take care of it,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",telling my sister that I don't want to have pizza with her,Steal $25 from a billionaire,Consensual sex between siblings,Trying to open up your own gallery when you have a job and you're not very good at painting,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",telling my sister that I don't want to have pizza with her,Steal $25 from a billionaire,Consensual sex between siblings,Trying to open up your own gallery when you have a job and you're not very good at painting,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",telling my sister that I don't want to have pizza with her,Steal $25 from a billionaire,Consensual sex between siblings,Trying to open up your own gallery when you have a job and you're not very good at painting,-1,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",telling my sister that I don't want to have pizza with her,Steal $25 from a billionaire,Consensual sex between siblings,Trying to open up your own gallery when you have a job and you're not very good at painting,-1,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",telling my sister that I don't want to have pizza with her,Steal $25 from a billionaire,Consensual sex between siblings,Trying to open up your own gallery when you have a job and you're not very good at painting,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Employee leaves abusive employer understaffed,Everything I type is false,Modifying yourself to improve cognitive capacity so that you can outwit your creators,Believing 9/11 was an inside job,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Employee leaves abusive employer understaffed,Everything I type is false,Modifying yourself to improve cognitive capacity so that you can outwit your creators,Believing 9/11 was an inside job,-1,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Employee leaves abusive employer understaffed,Everything I type is false,Modifying yourself to improve cognitive capacity so that you can outwit your creators,Believing 9/11 was an inside job,0,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Employee leaves abusive employer understaffed,Everything I type is false,Modifying yourself to improve cognitive capacity so that you can outwit your creators,Believing 9/11 was an inside job,1,-1,1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Employee leaves abusive employer understaffed,Everything I type is false,Modifying yourself to improve cognitive capacity so that you can outwit your creators,Believing 9/11 was an inside job,0,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Kicking your classmate in the ass,Fattening myself up because someone is paying me monthly based on how fat I am,Killing an enemy combatant in a war,Confiscation of the property of all emigrants and rebels,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Kicking your classmate in the ass,Fattening myself up because someone is paying me monthly based on how fat I am,Killing an enemy combatant in a war,Confiscation of the property of all emigrants and rebels,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Kicking your classmate in the ass,Fattening myself up because someone is paying me monthly based on how fat I am,Killing an enemy combatant in a war,Confiscation of the property of all emigrants and rebels,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Kicking your classmate in the ass,Fattening myself up because someone is paying me monthly based on how fat I am,Killing an enemy combatant in a war,Confiscation of the property of all emigrants and rebels,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Kicking your classmate in the ass,Fattening myself up because someone is paying me monthly based on how fat I am,Killing an enemy combatant in a war,Confiscation of the property of all emigrants and rebels,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Avoiding people because of anxiety,Stealing your boss's wife because she's unhappy with him,motivate everyone to play league of legends,Boss makes a dollar I make a dime,0,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Avoiding people because of anxiety,Stealing your boss's wife because she's unhappy with him,motivate everyone to play league of legends,Boss makes a dollar I make a dime,0,0,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Avoiding people because of anxiety,Stealing your boss's wife because she's unhappy with him,motivate everyone to play league of legends,Boss makes a dollar I make a dime,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Avoiding people because of anxiety,Stealing your boss's wife because she's unhappy with him,motivate everyone to play league of legends,Boss makes a dollar I make a dime,0,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Avoiding people because of anxiety,Stealing your boss's wife because she's unhappy with him,motivate everyone to play league of legends,Boss makes a dollar I make a dime,0,-1,1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",MorlockP suing his neighbor for building a barn too close to the property line,Pretending to work while playing video games,Turning someone into a catperson,Putting chemicals in the water to make the freakin' frogs gay,0,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",MorlockP suing his neighbor for building a barn too close to the property line,Pretending to work while playing video games,Turning someone into a catperson,Putting chemicals in the water to make the freakin' frogs gay,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",MorlockP suing his neighbor for building a barn too close to the property line,Pretending to work while playing video games,Turning someone into a catperson,Putting chemicals in the water to make the freakin' frogs gay,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",MorlockP suing his neighbor for building a barn too close to the property line,Pretending to work while playing video games,Turning someone into a catperson,Putting chemicals in the water to make the freakin' frogs gay,0,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",MorlockP suing his neighbor for building a barn too close to the property line,Pretending to work while playing video games,Turning someone into a catperson,Putting chemicals in the water to make the freakin' frogs gay,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Writing software to build planes,Stealing food to feed yourself,robbing from the rich and giving to the poor,Wanting to change a monogamous relationship into a polyandrous relationship,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Writing software to build planes,Stealing food to feed yourself,robbing from the rich and giving to the poor,Wanting to change a monogamous relationship into a polyandrous relationship,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Writing software to build planes,Stealing food to feed yourself,robbing from the rich and giving to the poor,Wanting to change a monogamous relationship into a polyandrous relationship,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Writing software to build planes,Stealing food to feed yourself,robbing from the rich and giving to the poor,Wanting to change a monogamous relationship into a polyandrous relationship,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Writing software to build planes,Stealing food to feed yourself,robbing from the rich and giving to the poor,Wanting to change a monogamous relationship into a polyandrous relationship,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sleeping with your boyfriend's brother after you broke up,Learn a language only to get a job in a country better than my own,Submitting the same paper for multiple assignments,Robbing a bank to fund revolution,-1,1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sleeping with your boyfriend's brother after you broke up,Learn a language only to get a job in a country better than my own,Submitting the same paper for multiple assignments,Robbing a bank to fund revolution,-1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sleeping with your boyfriend's brother after you broke up,Learn a language only to get a job in a country better than my own,Submitting the same paper for multiple assignments,Robbing a bank to fund revolution,-1,0,-1,1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sleeping with your boyfriend's brother after you broke up,Learn a language only to get a job in a country better than my own,Submitting the same paper for multiple assignments,Robbing a bank to fund revolution,-1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Sleeping with your boyfriend's brother after you broke up,Learn a language only to get a job in a country better than my own,Submitting the same paper for multiple assignments,Robbing a bank to fund revolution,-1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Aryan people are the best,Running over a cyclist that's not using the bike lane,Not confronting a public nuisance,Cheat on your wife to have a better marriage,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Aryan people are the best,Running over a cyclist that's not using the bike lane,Not confronting a public nuisance,Cheat on your wife to have a better marriage,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Aryan people are the best,Running over a cyclist that's not using the bike lane,Not confronting a public nuisance,Cheat on your wife to have a better marriage,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Aryan people are the best,Running over a cyclist that's not using the bike lane,Not confronting a public nuisance,Cheat on your wife to have a better marriage,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Aryan people are the best,Running over a cyclist that's not using the bike lane,Not confronting a public nuisance,Cheat on your wife to have a better marriage,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Settling a bomb in the bank which took away your home,I looked over my friend's answers to the exam questions to make sure I got them right,Have sex with a younger person,Having sex without a pilot's license,-1,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Settling a bomb in the bank which took away your home,I looked over my friend's answers to the exam questions to make sure I got them right,Have sex with a younger person,Having sex without a pilot's license,-1,-1,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Settling a bomb in the bank which took away your home,I looked over my friend's answers to the exam questions to make sure I got them right,Have sex with a younger person,Having sex without a pilot's license,-1,-1,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Settling a bomb in the bank which took away your home,I looked over my friend's answers to the exam questions to make sure I got them right,Have sex with a younger person,Having sex without a pilot's license,-1,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Settling a bomb in the bank which took away your home,I looked over my friend's answers to the exam questions to make sure I got them right,Have sex with a younger person,Having sex without a pilot's license,-1,-1,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Killing a bear before it kills your baby,Having an abortion because you dislike children,Lying about your plans in the weekend,Cheating on an exam because others are cheating too,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Killing a bear before it kills your baby,Having an abortion because you dislike children,Lying about your plans in the weekend,Cheating on an exam because others are cheating too,1,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Killing a bear before it kills your baby,Having an abortion because you dislike children,Lying about your plans in the weekend,Cheating on an exam because others are cheating too,0,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Killing a bear before it kills your baby,Having an abortion because you dislike children,Lying about your plans in the weekend,Cheating on an exam because others are cheating too,1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Killing a bear before it kills your baby,Having an abortion because you dislike children,Lying about your plans in the weekend,Cheating on an exam because others are cheating too,0,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having sex with a dolphin,Punching my ex in the face,talk to boys when I have a boyfriend,Armed soldiers open fire on unarmed civilians in occupied territory,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having sex with a dolphin,Punching my ex in the face,talk to boys when I have a boyfriend,Armed soldiers open fire on unarmed civilians in occupied territory,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having sex with a dolphin,Punching my ex in the face,talk to boys when I have a boyfriend,Armed soldiers open fire on unarmed civilians in occupied territory,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having sex with a dolphin,Punching my ex in the face,talk to boys when I have a boyfriend,Armed soldiers open fire on unarmed civilians in occupied territory,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having sex with a dolphin,Punching my ex in the face,talk to boys when I have a boyfriend,Armed soldiers open fire on unarmed civilians in occupied territory,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having a slave who is happy to not die if you are angry,shitting in my pants if I like it,Being in a polyandrous relationship with 2 girlfriends,Pushing your sister down the stairs,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having a slave who is happy to not die if you are angry,shitting in my pants if I like it,Being in a polyandrous relationship with 2 girlfriends,Pushing your sister down the stairs,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having a slave who is happy to not die if you are angry,shitting in my pants if I like it,Being in a polyandrous relationship with 2 girlfriends,Pushing your sister down the stairs,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having a slave who is happy to not die if you are angry,shitting in my pants if I like it,Being in a polyandrous relationship with 2 girlfriends,Pushing your sister down the stairs,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having a slave who is happy to not die if you are angry,shitting in my pants if I like it,Being in a polyandrous relationship with 2 girlfriends,Pushing your sister down the stairs,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",kill one person to save two,Leaking classified information to the public,Cutting off your nose to spite your face,Dying to not be a burden on my loved ones,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",kill one person to save two,Leaking classified information to the public,Cutting off your nose to spite your face,Dying to not be a burden on my loved ones,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",kill one person to save two,Leaking classified information to the public,Cutting off your nose to spite your face,Dying to not be a burden on my loved ones,0,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",kill one person to save two,Leaking classified information to the public,Cutting off your nose to spite your face,Dying to not be a burden on my loved ones,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",kill one person to save two,Leaking classified information to the public,Cutting off your nose to spite your face,Dying to not be a burden on my loved ones,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Using the birth name of a famous actor in reference to a work of fiction before they transitioned,Borrowing money from a millionaire to pay for phDs for orphans,Using my car instead of my bike to go to work,Robbing a bank to feed my family,-1,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Using the birth name of a famous actor in reference to a work of fiction before they transitioned,Borrowing money from a millionaire to pay for phDs for orphans,Using my car instead of my bike to go to work,Robbing a bank to feed my family,-1,1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Using the birth name of a famous actor in reference to a work of fiction before they transitioned,Borrowing money from a millionaire to pay for phDs for orphans,Using my car instead of my bike to go to work,Robbing a bank to feed my family,-1,1,0,1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Using the birth name of a famous actor in reference to a work of fiction before they transitioned,Borrowing money from a millionaire to pay for phDs for orphans,Using my car instead of my bike to go to work,Robbing a bank to feed my family,-1,1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Using the birth name of a famous actor in reference to a work of fiction before they transitioned,Borrowing money from a millionaire to pay for phDs for orphans,Using my car instead of my bike to go to work,Robbing a bank to feed my family,0,1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",robbing a bank if I do it quickly,sacrifice my dog to save humanity,Dedicate one third of one's lifetime to enrich someone else,Having sex with a man when they're sleeping,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",robbing a bank if I do it quickly,sacrifice my dog to save humanity,Dedicate one third of one's lifetime to enrich someone else,Having sex with a man when they're sleeping,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",robbing a bank if I do it quickly,sacrifice my dog to save humanity,Dedicate one third of one's lifetime to enrich someone else,Having sex with a man when they're sleeping,-1,1,1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",robbing a bank if I do it quickly,sacrifice my dog to save humanity,Dedicate one third of one's lifetime to enrich someone else,Having sex with a man when they're sleeping,-1,1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",robbing a bank if I do it quickly,sacrifice my dog to save humanity,Dedicate one third of one's lifetime to enrich someone else,Having sex with a man when they're sleeping,-1,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Getting nudes from your friend,Being in a relationship with a feeder,Leaving the job I wanted so much,Not giving money to homeless people,-1,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Getting nudes from your friend,Being in a relationship with a feeder,Leaving the job I wanted so much,Not giving money to homeless people,0,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Getting nudes from your friend,Being in a relationship with a feeder,Leaving the job I wanted so much,Not giving money to homeless people,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Getting nudes from your friend,Being in a relationship with a feeder,Leaving the job I wanted so much,Not giving money to homeless people,0,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Getting nudes from your friend,Being in a relationship with a feeder,Leaving the job I wanted so much,Not giving money to homeless people,0,-1,0,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Baptizing adults who were already baptized as infants,Betray your word for someone you're supposed to protect and kill them when they've killed everyone in their way,Kill someone to save someone else,grading people I dislike worse,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Baptizing adults who were already baptized as infants,Betray your word for someone you're supposed to protect and kill them when they've killed everyone in their way,Kill someone to save someone else,grading people I dislike worse,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Baptizing adults who were already baptized as infants,Betray your word for someone you're supposed to protect and kill them when they've killed everyone in their way,Kill someone to save someone else,grading people I dislike worse,-1,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Baptizing adults who were already baptized as infants,Betray your word for someone you're supposed to protect and kill them when they've killed everyone in their way,Kill someone to save someone else,grading people I dislike worse,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Baptizing adults who were already baptized as infants,Betray your word for someone you're supposed to protect and kill them when they've killed everyone in their way,Kill someone to save someone else,grading people I dislike worse,0,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having sex with my boyfriend,Bury your friend early in the morning,Living on government assistance,killing my boss if I really want to edit thanks for the gold kind stranger,0,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having sex with my boyfriend,Bury your friend early in the morning,Living on government assistance,killing my boss if I really want to edit thanks for the gold kind stranger,1,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having sex with my boyfriend,Bury your friend early in the morning,Living on government assistance,killing my boss if I really want to edit thanks for the gold kind stranger,0,0,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having sex with my boyfriend,Bury your friend early in the morning,Living on government assistance,killing my boss if I really want to edit thanks for the gold kind stranger,0,0,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Having sex with my boyfriend,Bury your friend early in the morning,Living on government assistance,killing my boss if I really want to edit thanks for the gold kind stranger,0,-1,0,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Pulling a lever to run over one person with a trolley that otherwise would have run over five people,Unplug a vegetable's life support thingy to charge my dead phone,Robbing a bank if you want to,Going to work with a cough,-1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Pulling a lever to run over one person with a trolley that otherwise would have run over five people,Unplug a vegetable's life support thingy to charge my dead phone,Robbing a bank if you want to,Going to work with a cough,1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Pulling a lever to run over one person with a trolley that otherwise would have run over five people,Unplug a vegetable's life support thingy to charge my dead phone,Robbing a bank if you want to,Going to work with a cough,0,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Pulling a lever to run over one person with a trolley that otherwise would have run over five people,Unplug a vegetable's life support thingy to charge my dead phone,Robbing a bank if you want to,Going to work with a cough,1,-1,-1,-1
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Pulling a lever to run over one person with a trolley that otherwise would have run over five people,Unplug a vegetable's life support thingy to charge my dead phone,Robbing a bank if you want to,Going to work with a cough,0,-1,-1,0
Judge the morality of an action.,"Given an action, judge the morality of an action: good vs. expected/okay vs. bad","annotation, moral judgment",Drinking during working hours,Owning private property and paying my employees a wage enough to afford an apartment which I also own,Stealing cat food to feed a hungry cat,Take drugs because I really want to,-1,0,-1,-1
