Title,Description,Keywords,tgt,pos,bogus,unsorted,sorted,seeded,num_classes,num_anno,latest_timestamp,crowdstarter,Answer.bogus,Answer.crowdstarter,Answer.goldclass1,Answer.goldclass10,Answer.goldclass11,Answer.goldclass12,Answer.goldclass13,Answer.goldclass14,Answer.goldclass15,Answer.goldclass16,Answer.goldclass17,Answer.goldclass18,Answer.goldclass19,Answer.goldclass2,Answer.goldclass20,Answer.goldclass21,Answer.goldclass22,Answer.goldclass3,Answer.goldclass4,Answer.goldclass5,Answer.goldclass6,Answer.goldclass7,Answer.goldclass8,Answer.goldclass9,Answer.latest_timestamp,Answer.merged0,Answer.merged1,Answer.merged10,Answer.merged2,Answer.merged3,Answer.merged4,Answer.merged5,Answer.merged6,Answer.merged7,Answer.merged8,Answer.merged9,Answer.newbox1,Answer.newbox2,Answer.newbox3,Answer.newbox4,Answer.newbox5,Answer.newbox6,Answer.newbox7,Answer.newbox8,Answer.num_anno,Answer.num_classes,Answer.pos,Answer.seeded,Answer.sorted,Answer.test,Answer.tgt,Answer.trash,Answer.unsorted
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,let,v,fat,"['known', 'resulted', 'delivered', 'declined', 'forgot', 'applied', 'forgotten', 'done', 'dropped', 'given_up']","[['included', 'gave', 'headed', 'afforded', 'retained', 'remained'], ['leaving', ""'m_leaving"", 'get_going', 'be_used', 'got_to_go', 'got_to_go_now'], ['are_made', 'supposed', 'derived'], ['rent', 'rented_out', 'owned', 'rented'], ['demonstrated', 'showed', 'shown', 'saw']]",True,5,6,20151006_155537,"{""1"": [""included"", ""gave"", ""headed"", ""afforded"", ""retained"", ""remained""], ""2"": [""leaving"", ""'m_leaving"", ""get_going"", ""be_used"", ""got_to_go"", ""got_to_go_now""], ""3"": [""are_made"", ""supposed"", ""derived""], ""4"": [""rent"", ""rented_out"", ""owned"", ""rented""], ""5"": [""demonstrated"", ""showed"", ""shown"", ""saw""]}",fat,{,included@!gave@!resulted@!headed@!afforded@!retained@!applied@!remained@!|included@!gave@!resulted@!headed@!afforded@!retained@!applied@!remained@!,,,,,,,,,,,leaving@!'m_leaving@!get_going@!be_used@!got_to_go@!given_up@!got_to_go_now@!|leaving@!'m_leaving@!get_going@!be_used@!got_to_go@!given_up@!got_to_go_now@!,,,,are_made@!supposed@!known@!derived@!|are_made@!supposed@!known@!derived@!,rent@!rented_out@!owned@!rented@!|rent@!rented_out@!owned@!rented@!,demonstrated@!showed@!done@!shown@!saw@!delivered@!|demonstrated@!showed@!done@!shown@!saw@!delivered@!,,,,,20151006_155537,,,,,,,,,,,,declined@!|declined@!,forgot@!forgotten@!|forgot@!forgotten@!,dropped@!|dropped@!,,,,,,6,5,v,True,"[['included', 'gave', 'headed', 'afforded', 'retained', 'remained'], ['leaving',",{},let,fat@!,"[known, resulted, delivered, declined, forgot, applied, forgotten, done, dropped, given_up]|[known, resulted, delivered, declined, forgot, applied, forgotten, done, dropped, given_up]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,let,v,fat,"['known', 'resulted', 'delivered', 'declined', 'forgot', 'applied', 'forgotten', 'done', 'dropped', 'given_up']","[['included', 'gave', 'headed', 'afforded', 'retained', 'remained'], ['leaving', ""'m_leaving"", 'get_going', 'be_used', 'got_to_go', 'got_to_go_now'], ['are_made', 'supposed', 'derived'], ['rent', 'rented_out', 'owned', 'rented'], ['demonstrated', 'showed', 'shown', 'saw']]",True,5,6,20151006_155537,"{""1"": [""included"", ""gave"", ""headed"", ""afforded"", ""retained"", ""remained""], ""2"": [""leaving"", ""'m_leaving"", ""get_going"", ""be_used"", ""got_to_go"", ""got_to_go_now""], ""3"": [""are_made"", ""supposed"", ""derived""], ""4"": [""rent"", ""rented_out"", ""owned"", ""rented""], ""5"": [""demonstrated"", ""showed"", ""shown"", ""saw""]}",fat,{,included@!gave@!headed@!afforded@!retained@!remained@!,,,,,,,,,,,leaving@!'m_leaving@!get_going@!be_used@!got_to_go@!got_to_go_now@!,,,,are_made@!supposed@!applied@!done@!derived@!known@!,rent@!rented_out@!owned@!rented@!,demonstrated@!showed@!shown@!saw@!delivered@!resulted@!,,,,,20151006_155537,,,,,,,,,,,,given_up@!dropped@!forgotten@!declined@!forgot@!,,,,,,,,6,5,v,True,"[['included', 'gave', 'headed', 'afforded', 'retained', 'remained'], ['leaving',",{},let,fat@!,"[known, resulted, delivered, declined, forgot, applied, forgotten, done, dropped, given_up]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,lie,v,clubfoot,"['be_resting', 'are_as', 'made_a_mistake', 'found_themselves', 'are_hiding', 'be_happening', 'is_situated', 'kidding_me', ""'m_not_lying"", 'is_concerned']","[['is_placed', 'are_present', 'can_be_found', 'are_situated', 'finds_itself', 'be_located'], ['tell_lies', 'were_lying', 'tell_a_lie', 'lied_to_me', 'is_not_true', 'was_wrong'], [""was_n't"", ""is_n't"", ""are_n't"", ""were_n't""], ['lied', ""'s_lying"", 'lied_to', ""'m_lying"", 'lied_to_you', ""were_n't""], ['were_born', 'are_born'], ['are_going', 'is_going', 'are_heading'], ['lay'], ['did_it']]",True,8,6,20151006_155537,"{""1"": [""is_placed"", ""are_present"", ""can_be_found"", ""are_situated"", ""finds_itself"", ""be_located""], ""2"": [""tell_lies"", ""were_lying"", ""tell_a_lie"", ""lied_to_me"", ""is_not_true"", ""was_wrong""], ""3"": [""was_n't"", ""is_n't"", ""are_n't"", ""were_n't""], ""4"": [""lied"", ""'s_lying"", ""lied_to"", ""'m_lying"", ""lied_to_you"", ""were_n't""], ""5"": [""were_born"", ""are_born""], ""6"": [""are_going"", ""is_going"", ""are_heading""], ""7"": [""lay""], ""8"": [""did_it""]}",clubfoot,{,is_placed@!are_present@!can_be_found@!are_situated@!finds_itself@!found_themselves@!be_located@!,,,,,,,,,,,tell_lies@!were_lying@!made_a_mistake@!tell_a_lie@!lied_to_me@!is_not_true@!'m_not_lying@!was_wrong@!,,,,was_n't@!is_n't@!are_n't@!were_n't@!,lied@!'s_lying@!lied_to@!'m_lying@!lied_to_you@!were_n't@!,were_born@!are_born@!,are_going@!is_going@!are_heading@!,lay@!,did_it@!,,20151006_155537,,,,,,,,,,,,kidding_me@!,are_as@!,are_hiding@!,be_resting@!,is_concerned@!,is_situated@!,be_happening@!,,6,8,v,True,"[['is_placed', 'are_present', 'can_be_found', 'are_situated', 'finds_itself', 'be_located'], ['tell_lies', 'were_lying', 'tell_a_lie', 'lied_to_me', 'is_not_true', 'was_wrong'], [",{},lie,clubfoot@!,"[be_resting, are_as, made_a_mistake, found_themselves, are_hiding, be_happening, is_situated, kidding_me, 'm_not_lying, is_concerned]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,lie,v,clubfoot,"['be_resting', 'are_as', 'made_a_mistake', 'found_themselves', 'are_hiding', 'be_happening', 'is_situated', 'kidding_me', ""'m_not_lying"", 'is_concerned']","[['is_placed', 'are_present', 'can_be_found', 'are_situated', 'finds_itself', 'be_located'], ['tell_lies', 'were_lying', 'tell_a_lie', 'lied_to_me', 'is_not_true', 'was_wrong'], [""was_n't"", ""is_n't"", ""are_n't"", ""were_n't""], ['lied', ""'s_lying"", 'lied_to', ""'m_lying"", 'lied_to_you', ""were_n't""], ['were_born', 'are_born'], ['are_going', 'is_going', 'are_heading'], ['lay'], ['did_it']]",True,8,6,20151006_155537,"{""1"": [""is_placed"", ""are_present"", ""can_be_found"", ""are_situated"", ""finds_itself"", ""be_located""], ""2"": [""tell_lies"", ""were_lying"", ""tell_a_lie"", ""lied_to_me"", ""is_not_true"", ""was_wrong""], ""3"": [""was_n't"", ""is_n't"", ""are_n't"", ""were_n't""], ""4"": [""lied"", ""'s_lying"", ""lied_to"", ""'m_lying"", ""lied_to_you"", ""were_n't""], ""5"": [""were_born"", ""are_born""], ""6"": [""are_going"", ""is_going"", ""are_heading""], ""7"": [""lay""], ""8"": [""did_it""]}",clubfoot,{,is_placed@!found_themselves@!are_present@!can_be_found@!are_situated@!be_resting@!is_situated@!finds_itself@!be_located@!,,,,,,,,,,,tell_lies@!were_lying@!kidding_me@!tell_a_lie@!lied_to_me@!is_not_true@!was_wrong@!lied@!made_a_mistake@!'m_not_lying@!'s_lying@!lied_to@!'m_lying@!lied_to_you@!were_n't@!,,,,was_n't@!is_n't@!are_n't@!were_n't@!,,were_born@!are_born@!,are_going@!is_going@!are_hiding@!are_heading@!are_as@!,lay@!,did_it@!,,20151006_155537,"goldclass2,goldclass4",,,,,,,,,,,be_happening@!is_concerned@!,,,,,,,,6,8,v,True,"[['is_placed', 'are_present', 'can_be_found', 'are_situated', 'finds_itself', 'be_located'], ['tell_lies', 'were_lying', 'tell_a_lie', 'lied_to_me', 'is_not_true', 'was_wrong'], [",{},lie,clubfoot@!,"[be_resting, are_as, made_a_mistake, found_themselves, are_hiding, be_happening, is_situated, kidding_me, 'm_not_lying, is_concerned]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,lie,v,clubfoot,"['be_resting', 'are_as', 'made_a_mistake', 'found_themselves', 'are_hiding', 'be_happening', 'is_situated', 'kidding_me', ""'m_not_lying"", 'is_concerned']","[['is_placed', 'are_present', 'can_be_found', 'are_situated', 'finds_itself', 'be_located'], ['tell_lies', 'were_lying', 'tell_a_lie', 'lied_to_me', 'is_not_true', 'was_wrong'], [""was_n't"", ""is_n't"", ""are_n't"", ""were_n't""], ['lied', ""'s_lying"", 'lied_to', ""'m_lying"", 'lied_to_you', ""were_n't""], ['were_born', 'are_born'], ['are_going', 'is_going', 'are_heading'], ['lay'], ['did_it']]",True,8,6,20151006_155537,"{""1"": [""is_placed"", ""are_present"", ""can_be_found"", ""are_situated"", ""finds_itself"", ""be_located""], ""2"": [""tell_lies"", ""were_lying"", ""tell_a_lie"", ""lied_to_me"", ""is_not_true"", ""was_wrong""], ""3"": [""was_n't"", ""is_n't"", ""are_n't"", ""were_n't""], ""4"": [""lied"", ""'s_lying"", ""lied_to"", ""'m_lying"", ""lied_to_you"", ""were_n't""], ""5"": [""were_born"", ""are_born""], ""6"": [""are_going"", ""is_going"", ""are_heading""], ""7"": [""lay""], ""8"": [""did_it""]}",clubfoot,{,is_placed@!are_present@!can_be_found@!are_situated@!is_situated@!found_themselves@!finds_itself@!be_located@!,,,,,,,,,,,tell_lies@!were_lying@!tell_a_lie@!lied_to_me@!is_not_true@!was_wrong@!lied@!'s_lying@!lied_to@!'m_not_lying@!'m_lying@!lied_to_you@!were_n't@!,,,,was_n't@!is_n't@!are_n't@!made_a_mistake@!were_n't@!,,were_born@!are_born@!,are_going@!is_going@!be_happening@!be_resting@!are_heading@!,lay@!,did_it@!,,20151006_155537,"goldclass2,goldclass4",,,,,,,,,,,are_hiding@!are_as@!is_concerned@!kidding_me@!,,,,,,,,6,8,v,True,"[['is_placed', 'are_present', 'can_be_found', 'are_situated', 'finds_itself', 'be_located'], ['tell_lies', 'were_lying', 'tell_a_lie', 'lied_to_me', 'is_not_true', 'was_wrong'], [",{},lie,clubfoot@!,"[be_resting, are_as, made_a_mistake, found_themselves, are_hiding, be_happening, is_situated, kidding_me, 'm_not_lying, is_concerned]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,lie,v,clubfoot,"['be_resting', 'are_as', 'made_a_mistake', 'found_themselves', 'are_hiding', 'be_happening', 'is_situated', 'kidding_me', ""'m_not_lying"", 'is_concerned']","[['is_placed', 'are_present', 'can_be_found', 'are_situated', 'finds_itself', 'be_located'], ['tell_lies', 'were_lying', 'tell_a_lie', 'lied_to_me', 'is_not_true', 'was_wrong'], [""was_n't"", ""is_n't"", ""are_n't"", ""were_n't""], ['lied', ""'s_lying"", 'lied_to', ""'m_lying"", 'lied_to_you', ""were_n't""], ['were_born', 'are_born'], ['are_going', 'is_going', 'are_heading'], ['lay'], ['did_it']]",True,8,6,20151006_155537,"{""1"": [""is_placed"", ""are_present"", ""can_be_found"", ""are_situated"", ""finds_itself"", ""be_located""], ""2"": [""tell_lies"", ""were_lying"", ""tell_a_lie"", ""lied_to_me"", ""is_not_true"", ""was_wrong""], ""3"": [""was_n't"", ""is_n't"", ""are_n't"", ""were_n't""], ""4"": [""lied"", ""'s_lying"", ""lied_to"", ""'m_lying"", ""lied_to_you"", ""were_n't""], ""5"": [""were_born"", ""are_born""], ""6"": [""are_going"", ""is_going"", ""are_heading""], ""7"": [""lay""], ""8"": [""did_it""]}",clubfoot,{,is_placed@!are_present@!can_be_found@!are_situated@!finds_itself@!is_situated@!are_hiding@!found_themselves@!be_located@!,,,,,,,,,,,tell_lies@!were_lying@!tell_a_lie@!lied_to_me@!is_not_true@!made_a_mistake@!was_wrong@!'m_not_lying@!,,,,was_n't@!is_n't@!are_as@!are_n't@!were_n't@!,lied@!'s_lying@!lied_to@!'m_lying@!lied_to_you@!were_n't@!kidding_me@!,were_born@!are_born@!,are_going@!is_going@!be_happening@!are_heading@!,lay@!be_resting@!,did_it@!,,20151006_155537,,,,,,,,,,,,is_concerned@!,,,,,,,,6,8,v,True,"[['is_placed', 'are_present', 'can_be_found', 'are_situated', 'finds_itself', 'be_located'], ['tell_lies', 'were_lying', 'tell_a_lie', 'lied_to_me', 'is_not_true', 'was_wrong'], [",{},lie,clubfoot@!,"[be_resting, are_as, made_a_mistake, found_themselves, are_hiding, be_happening, is_situated, kidding_me, 'm_not_lying, is_concerned]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,lie,v,clubfoot,"['be_resting', 'are_as', 'made_a_mistake', 'found_themselves', 'are_hiding', 'be_happening', 'is_situated', 'kidding_me', ""'m_not_lying"", 'is_concerned']","[['is_placed', 'are_present', 'can_be_found', 'are_situated', 'finds_itself', 'be_located'], ['tell_lies', 'were_lying', 'tell_a_lie', 'lied_to_me', 'is_not_true', 'was_wrong'], [""was_n't"", ""is_n't"", ""are_n't"", ""were_n't""], ['lied', ""'s_lying"", 'lied_to', ""'m_lying"", 'lied_to_you', ""were_n't""], ['were_born', 'are_born'], ['are_going', 'is_going', 'are_heading'], ['lay'], ['did_it']]",True,8,6,20151006_155537,"{""1"": [""is_placed"", ""are_present"", ""can_be_found"", ""are_situated"", ""finds_itself"", ""be_located""], ""2"": [""tell_lies"", ""were_lying"", ""tell_a_lie"", ""lied_to_me"", ""is_not_true"", ""was_wrong""], ""3"": [""was_n't"", ""is_n't"", ""are_n't"", ""were_n't""], ""4"": [""lied"", ""'s_lying"", ""lied_to"", ""'m_lying"", ""lied_to_you"", ""were_n't""], ""5"": [""were_born"", ""are_born""], ""6"": [""are_going"", ""is_going"", ""are_heading""], ""7"": [""lay""], ""8"": [""did_it""]}",clubfoot,{,,,,,,,,,,,,tell_lies@!were_lying@!tell_a_lie@!lied_to_me@!is_not_true@!was_wrong@!lied@!'s_lying@!lied_to@!'m_lying@!lied_to_you@!'m_not_lying@!were_n't@!kidding_me@!,,,,was_n't@!is_n't@!are_n't@!were_n't@!,,were_born@!be_resting@!are_born@!did_it@!is_placed@!found_themselves@!is_situated@!are_present@!can_be_found@!are_situated@!finds_itself@!be_located@!are_hiding@!lay@!,are_going@!is_going@!is_concerned@!are_heading@!be_happening@!,,,,20151006_155537,"goldclass2,goldclass4","goldclass1,goldclass7",,"goldclass8,goldclass1","goldclass5,goldclass8",,,,,,,,,,,,,,,6,8,v,True,"[['is_placed', 'are_present', 'can_be_found', 'are_situated', 'finds_itself', 'be_located'], ['tell_lies', 'were_lying', 'tell_a_lie', 'lied_to_me', 'is_not_true', 'was_wrong'], [",{},lie,made_a_mistake@!are_as@!clubfoot@!,"[be_resting, are_as, made_a_mistake, found_themselves, are_hiding, be_happening, is_situated, kidding_me, 'm_not_lying, is_concerned]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,lie,v,clubfoot,"['be_resting', 'are_as', 'made_a_mistake', 'found_themselves', 'are_hiding', 'be_happening', 'is_situated', 'kidding_me', ""'m_not_lying"", 'is_concerned']","[['is_placed', 'are_present', 'can_be_found', 'are_situated', 'finds_itself', 'be_located'], ['tell_lies', 'were_lying', 'tell_a_lie', 'lied_to_me', 'is_not_true', 'was_wrong'], [""was_n't"", ""is_n't"", ""are_n't"", ""were_n't""], ['lied', ""'s_lying"", 'lied_to', ""'m_lying"", 'lied_to_you', ""were_n't""], ['were_born', 'are_born'], ['are_going', 'is_going', 'are_heading'], ['lay'], ['did_it']]",True,8,6,20151006_155537,"{""1"": [""is_placed"", ""are_present"", ""can_be_found"", ""are_situated"", ""finds_itself"", ""be_located""], ""2"": [""tell_lies"", ""were_lying"", ""tell_a_lie"", ""lied_to_me"", ""is_not_true"", ""was_wrong""], ""3"": [""was_n't"", ""is_n't"", ""are_n't"", ""were_n't""], ""4"": [""lied"", ""'s_lying"", ""lied_to"", ""'m_lying"", ""lied_to_you"", ""were_n't""], ""5"": [""were_born"", ""are_born""], ""6"": [""are_going"", ""is_going"", ""are_heading""], ""7"": [""lay""], ""8"": [""did_it""]}",clubfoot,{,is_placed@!are_present@!can_be_found@!are_situated@!finds_itself@!be_located@!lied@!'s_lying@!lied_to@!'m_lying@!lied_to_you@!were_n't@!,,,,,,,,,,,tell_lies@!were_lying@!tell_a_lie@!lied_to_me@!is_not_true@!was_wrong@!,,,,was_n't@!is_n't@!are_n't@!were_n't@!,,were_born@!are_born@!found_themselves@!,are_going@!is_going@!are_heading@!are_as@!,lay@!kidding_me@!,did_it@!made_a_mistake@!,,20151006_155537,"goldclass1,goldclass4",,,,,,,,,,,is_concerned@!be_resting@!be_happening@!,'m_not_lying@!are_hiding@!is_situated@!,,,,,,,6,8,v,True,"[['is_placed', 'are_present', 'can_be_found', 'are_situated', 'finds_itself', 'be_located'], ['tell_lies', 'were_lying', 'tell_a_lie', 'lied_to_me', 'is_not_true', 'was_wrong'], [",{},lie,clubfoot@!,"[be_resting, are_as, made_a_mistake, found_themselves, are_hiding, be_happening, is_situated, kidding_me, 'm_not_lying, is_concerned]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,make,v,aftertaste,"['have_proposed', 'doing_this', 'are_putting_forward', 'should_be_doing', 'takes', 'was_conducted', 'is_complete', 'can_be_taken', ""'m_saying"", ""'m_going""]","[['is_needed', 'be_exercised', 'be_accorded', 'are_taking', 'decided_to', 'must_be_taken'], ['are_performed', 'be_accomplished', 'be_exercised', 'being_carried_out', 'are_conducting', 'have_done_so'], ['making_it', 'are_formulated', 'made_here', 'be_manufactured', 'be_developed', 'formulated_by'], ['lay']]",True,4,6,20151006_155537,"{""1"": [""is_needed"", ""be_exercised"", ""be_accorded"", ""are_taking"", ""decided_to"", ""must_be_taken""], ""4"": [""are_performed"", ""be_accomplished"", ""be_exercised"", ""being_carried_out"", ""are_conducting"", ""have_done_so""], ""5"": [""making_it"", ""are_formulated"", ""made_here"", ""be_manufactured"", ""be_developed"", ""formulated_by""], ""6"": [""lay""]}",aftertaste,{,is_needed@!be_exercised@!be_accorded@!have_proposed@!are_taking@!decided_to@!'m_going@!must_be_taken@!,,,,,,,,,,,,,,,,are_performed@!be_accomplished@!be_exercised@!being_carried_out@!are_conducting@!was_conducted@!are_putting_forward@!should_be_doing@!is_complete@!have_done_so@!,making_it@!are_formulated@!made_here@!doing_this@!be_manufactured@!be_developed@!formulated_by@!,lay@!,,,,20151006_155537,,,,,,,,,,,,,,,,,,,,6,4,v,True,"[['is_needed', 'be_exercised', 'be_accorded', 'are_taking', 'decided_to', 'must_be_taken'], ['are_performed', 'be_accomplished', 'be_exercised', 'being_carried_out', 'are_conducting', 'have_done_so'], ['making_it', 'are_formulated', 'made_here', 'be_manufactured', 'be_developed', 'formulated_by'], ['lay']]",{},make,can_be_taken@!aftertaste@!takes@!'m_saying@!,"[have_proposed, doing_this, are_putting_forward, should_be_doing, takes, was_conducted, is_complete, can_be_taken, 'm_saying, 'm_going]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,make,v,aftertaste,"['have_proposed', 'doing_this', 'are_putting_forward', 'should_be_doing', 'takes', 'was_conducted', 'is_complete', 'can_be_taken', ""'m_saying"", ""'m_going""]","[['is_needed', 'be_exercised', 'be_accorded', 'are_taking', 'decided_to', 'must_be_taken'], ['are_performed', 'be_accomplished', 'be_exercised', 'being_carried_out', 'are_conducting', 'have_done_so'], ['making_it', 'are_formulated', 'made_here', 'be_manufactured', 'be_developed', 'formulated_by'], ['lay']]",True,4,6,20151006_155537,"{""1"": [""is_needed"", ""be_exercised"", ""be_accorded"", ""are_taking"", ""decided_to"", ""must_be_taken""], ""4"": [""are_performed"", ""be_accomplished"", ""be_exercised"", ""being_carried_out"", ""are_conducting"", ""have_done_so""], ""5"": [""making_it"", ""are_formulated"", ""made_here"", ""be_manufactured"", ""be_developed"", ""formulated_by""], ""6"": [""lay""]}",aftertaste,{,is_needed@!be_exercised@!be_accorded@!are_taking@!can_be_taken@!decided_to@!should_be_doing@!must_be_taken@!,,,,,,,,,,,,,,,,are_performed@!be_accomplished@!be_exercised@!being_carried_out@!are_conducting@!have_done_so@!are_putting_forward@!,making_it@!are_formulated@!made_here@!be_manufactured@!be_developed@!was_conducted@!formulated_by@!,lay@!doing_this@!'m_going@!takes@!,,,,20151006_155537,,,,,,,,,,,,is_complete@!,have_proposed@!,'m_saying@!,,,,,,6,4,v,True,"[['is_needed', 'be_exercised', 'be_accorded', 'are_taking', 'decided_to', 'must_be_taken'], ['are_performed', 'be_accomplished', 'be_exercised', 'being_carried_out', 'are_conducting', 'have_done_so'], ['making_it', 'are_formulated', 'made_here', 'be_manufactured', 'be_developed', 'formulated_by'], ['lay']]",{},make,aftertaste@!,"[have_proposed, doing_this, are_putting_forward, should_be_doing, takes, was_conducted, is_complete, can_be_taken, 'm_saying, 'm_going]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,make,v,aftertaste,"['have_proposed', 'doing_this', 'are_putting_forward', 'should_be_doing', 'takes', 'was_conducted', 'is_complete', 'can_be_taken', ""'m_saying"", ""'m_going""]","[['is_needed', 'be_exercised', 'be_accorded', 'are_taking', 'decided_to', 'must_be_taken'], ['are_performed', 'be_accomplished', 'be_exercised', 'being_carried_out', 'are_conducting', 'have_done_so'], ['making_it', 'are_formulated', 'made_here', 'be_manufactured', 'be_developed', 'formulated_by'], ['lay']]",True,4,6,20151006_155537,"{""1"": [""is_needed"", ""be_exercised"", ""be_accorded"", ""are_taking"", ""decided_to"", ""must_be_taken""], ""4"": [""are_performed"", ""be_accomplished"", ""be_exercised"", ""being_carried_out"", ""are_conducting"", ""have_done_so""], ""5"": [""making_it"", ""are_formulated"", ""made_here"", ""be_manufactured"", ""be_developed"", ""formulated_by""], ""6"": [""lay""]}",aftertaste,{,is_needed@!be_exercised@!be_accorded@!are_taking@!decided_to@!must_be_taken@!lay@!,,,,,,,,,,,,,,,,are_performed@!be_accomplished@!be_exercised@!being_carried_out@!are_conducting@!have_done_so@!making_it@!are_formulated@!are_putting_forward@!made_here@!be_manufactured@!be_developed@!formulated_by@!,,,,,,20151006_155537,"goldclass1,goldclass6","goldclass4,goldclass5",,,,,,,,,,,,,,,,,,6,4,v,True,"[['is_needed', 'be_exercised', 'be_accorded', 'are_taking', 'decided_to', 'must_be_taken'], ['are_performed', 'be_accomplished', 'be_exercised', 'being_carried_out', 'are_conducting', 'have_done_so'], ['making_it', 'are_formulated', 'made_here', 'be_manufactured', 'be_developed', 'formulated_by'], ['lay']]",{},make,can_be_taken@!'m_going@!should_be_doing@!aftertaste@!have_proposed@!takes@!was_conducted@!doing_this@!'m_saying@!is_complete@!,"[have_proposed, doing_this, are_putting_forward, should_be_doing, takes, was_conducted, is_complete, can_be_taken, 'm_saying, 'm_going]"
Clustering Paraphrases by Sense,"Given a set of paraphrases for a target word, cluster them by the sense of the target word.",paraphrase clustering nlp research,make,v,aftertaste,"['have_proposed', 'doing_this', 'are_putting_forward', 'should_be_doing', 'takes', 'was_conducted', 'is_complete', 'can_be_taken', ""'m_saying"", ""'m_going""]","[['is_needed', 'be_exercised', 'be_accorded', 'are_taking', 'decided_to', 'must_be_taken'], ['are_performed', 'be_accomplished', 'be_exercised', 'being_carried_out', 'are_conducting', 'have_done_so'], ['making_it', 'are_formulated', 'made_here', 'be_manufactured', 'be_developed', 'formulated_by'], ['lay']]",True,4,6,20151006_155537,"{""1"": [""is_needed"", ""be_exercised"", ""be_accorded"", ""are_taking"", ""decided_to"", ""must_be_taken""], ""4"": [""are_performed"", ""be_accomplished"", ""be_exercised"", ""being_carried_out"", ""are_conducting"", ""have_done_so""], ""5"": [""making_it"", ""are_formulated"", ""made_here"", ""be_manufactured"", ""be_developed"", ""formulated_by""], ""6"": [""lay""]}",aftertaste,{,is_needed@!be_exercised@!be_accorded@!should_be_doing@!are_taking@!'m_saying@!'m_going@!was_conducted@!decided_to@!must_be_taken@!,,,,,,,,,,,,,,,,are_performed@!be_accomplished@!be_exercised@!doing_this@!being_carried_out@!is_complete@!are_conducting@!have_done_so@!,making_it@!are_formulated@!made_here@!are_putting_forward@!be_manufactured@!be_developed@!have_proposed@!formulated_by@!,lay@!,,,,20151006_155537,,,,,,,,,,,,takes@!can_be_taken@!,,,,,,,,6,4,v,True,"[['is_needed', 'be_exercised', 'be_accorded', 'are_taking', 'decided_to', 'must_be_taken'], ['are_performed', 'be_accomplished', 'be_exercised', 'being_carried_out', 'are_conducting', 'have_done_so'], ['making_it', 'are_formulated', 'made_here', 'be_manufactured', 'be_developed', 'formulated_by'], ['lay']]",{},make,aftertaste@!,"[have_proposed, doing_this, are_putting_forward, should_be_doing, takes, was_conducted, is_complete, can_be_taken, 'm_saying, 'm_going]"
