Title,Description,Keywords,id,premise,hypothesis,gold_label,predicted_explanation,Answer.acceptable
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_107_gold,"A person of indeterminate sex wearing a dark hat, neutral pants, and a red shirt walking up a rocky slope at high altitude in the daytime.",A person is wearing a bright hat,FALSE,A dark hat is not a bright hat.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_107_gold,"A person of indeterminate sex wearing a dark hat, neutral pants, and a red shirt walking up a rocky slope at high altitude in the daytime.",A person is wearing a bright hat,FALSE,A dark hat is not a bright hat.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_208_gold,A man and wife stand at the alter as they get married.,A man and woman are getting eloped,neither,It is not necessarily true that they eloped.,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_208_gold,A man and wife stand at the alter as they get married.,A man and woman are getting eloped,neither,It is not necessarily true that they eloped.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_208_gold,A man and wife stand at the alter as they get married.,A man and woman are getting eloped,neither,It is not necessarily true that they eloped.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_95_gold,A young Asian girl is wearing a pink dress and holding an umbrella even though it is not raining.,The girl in a blue dress is standing in the rain with an umbrella.,FALSE,A girl can not be standing in the rain with an umbrella and be holding an umbrella when it is not raining.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_95_gold,A young Asian girl is wearing a pink dress and holding an umbrella even though it is not raining.,The girl in a blue dress is standing in the rain with an umbrella.,FALSE,A girl can not be standing in the rain with an umbrella and be holding an umbrella when it is not raining.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_95_gold,A young Asian girl is wearing a pink dress and holding an umbrella even though it is not raining.,The girl in a blue dress is standing in the rain with an umbrella.,FALSE,A girl can not be standing in the rain with an umbrella and be holding an umbrella when it is not raining.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_135_gold,"Three workers, with life vests and hard hats, on a boat hanging from cables over water.","Three lifeguards are haning from the boar, trying to save the dog from drowning.",neither,Lifeguards are not the only profession that works near water.,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_135_gold,"Three workers, with life vests and hard hats, on a boat hanging from cables over water.","Three lifeguards are haning from the boar, trying to save the dog from drowning.",neither,Lifeguards are not the only profession that works near water.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_135_gold,"Three workers, with life vests and hard hats, on a boat hanging from cables over water.","Three lifeguards are haning from the boar, trying to save the dog from drowning.",neither,Lifeguards are not the only profession that works near water.,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_118_gold,A man wearing red sunglasses is carrying two cameras.,The man has two cameras.,TRUE,A man is carrying two cameras and he is wearing red sunglasses.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_118_gold,A man wearing red sunglasses is carrying two cameras.,The man has two cameras.,TRUE,A man is carrying two cameras and he is wearing red sunglasses.,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_118_gold,A man wearing red sunglasses is carrying two cameras.,The man has two cameras.,TRUE,A man is carrying two cameras and he is wearing red sunglasses.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_8_gold,A group of people traveling in a small wooden boat.,A group of people waiting for a larger boat.,FALSE,One cannot be traveling and waiting simultaneously.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_8_gold,A group of people traveling in a small wooden boat.,A group of people waiting for a larger boat.,FALSE,One cannot be traveling and waiting simultaneously.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_8_gold,A group of people traveling in a small wooden boat.,A group of people waiting for a larger boat.,FALSE,One cannot be traveling and waiting simultaneously.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_192_gold,A choir of youths are singing.,a choir of kids are singing,TRUE,Youths are kids.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_192_gold,A choir of youths are singing.,a choir of kids are singing,TRUE,Youths are kids.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_192_gold,A choir of youths are singing.,a choir of kids are singing,TRUE,Youths are kids.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_146_gold,Two men and a Frisbee,Two men playing with a basketball.,FALSE,The men are either playing basketball or playing with a Frisbee.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_146_gold,Two men and a Frisbee,Two men playing with a basketball.,FALSE,The men are either playing basketball or playing with a Frisbee.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_146_gold,Two men and a Frisbee,Two men playing with a basketball.,FALSE,The men are either playing basketball or playing with a Frisbee.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_90_gold,Children play in a shallow pool next to a large image of a girl's face.,The children are in a very deep pool.,FALSE,He refers to a shallow pool not a deep pool.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_90_gold,Children play in a shallow pool next to a large image of a girl's face.,The children are in a very deep pool.,FALSE,He refers to a shallow pool not a deep pool.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_90_gold,Children play in a shallow pool next to a large image of a girl's face.,The children are in a very deep pool.,FALSE,He refers to a shallow pool not a deep pool.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_100_gold,A city street corner with two passing bicyclists and several pedestrians.,The traffic is busy.,neither,There's not necessarily traffic and it's not necessarily busy.,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_100_gold,A city street corner with two passing bicyclists and several pedestrians.,The traffic is busy.,neither,There's not necessarily traffic and it's not necessarily busy.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_100_gold,A city street corner with two passing bicyclists and several pedestrians.,The traffic is busy.,neither,There's not necessarily traffic and it's not necessarily busy.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_129_gold,A man with a cigarette sits on the stoop.,An old man is smoking a cigar.,neither,If a man has a cigarette doesn't mean he is old or he is smoking a cigar,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_129_gold,A man with a cigarette sits on the stoop.,An old man is smoking a cigar.,neither,If a man has a cigarette doesn't mean he is old or he is smoking a cigar,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_129_gold,A man with a cigarette sits on the stoop.,An old man is smoking a cigar.,neither,If a man has a cigarette doesn't mean he is old or he is smoking a cigar,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_121_gold,Two dogs are playing catch in a field.,The two dogs are playing with a frisbee.,neither,Fetch can be played with something other than a frisbee,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_121_gold,Two dogs are playing catch in a field.,The two dogs are playing with a frisbee.,neither,Fetch can be played with something other than a frisbee,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_121_gold,Two dogs are playing catch in a field.,The two dogs are playing with a frisbee.,neither,Fetch can be played with something other than a frisbee,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_10_gold,A soldier using binoculars in a desert.,A soldier using binoculars searches for the enemy in a desert.,neither,Just because a soldier uses binoculars in the desert doesn't necessarily mean he searches for enemy.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_10_gold,A soldier using binoculars in a desert.,A soldier using binoculars searches for the enemy in a desert.,neither,Just because a soldier uses binoculars in the desert doesn't necessarily mean he searches for enemy.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_10_gold,A soldier using binoculars in a desert.,A soldier using binoculars searches for the enemy in a desert.,neither,Just because a soldier uses binoculars in the desert doesn't necessarily mean he searches for enemy.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_31_gold,"A girl in a purple top, baggy pants and sneakers is blowing a kiss, while another girl in black watches.",A girl is smoking a cigar in a pool hall.,FALSE,One cannot be smoking a cigar and blowing a kiss at the same time.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_31_gold,"A girl in a purple top, baggy pants and sneakers is blowing a kiss, while another girl in black watches.",A girl is smoking a cigar in a pool hall.,FALSE,One cannot be smoking a cigar and blowing a kiss at the same time.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_31_gold,"A girl in a purple top, baggy pants and sneakers is blowing a kiss, while another girl in black watches.",A girl is smoking a cigar in a pool hall.,FALSE,One cannot be smoking a cigar and blowing a kiss at the same time.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_203_gold,People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.,People are taking the elevator.,FALSE,Answer;People can either be taking the elevator  or be waiting for it,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_203_gold,People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.,People are taking the elevator.,FALSE,Answer;People can either be taking the elevator  or be waiting for it,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_203_gold,People are on an escalator waiting to get to their destination while looking outside of the glass that makes up the wall.,People are taking the elevator.,FALSE,Answer;People can either be taking the elevator  or be waiting for it,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_201_gold,a blond woman kissing the cheek of a brown-haired man.,The couple is displaying affection.,neither,Just because a women kisses a man does not mean that they are a couple.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_201_gold,a blond woman kissing the cheek of a brown-haired man.,The couple is displaying affection.,neither,Just because a women kisses a man does not mean that they are a couple.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_201_gold,a blond woman kissing the cheek of a brown-haired man.,The couple is displaying affection.,neither,Just because a women kisses a man does not mean that they are a couple.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_210_gold,GEntleman sketching on brown paper at Christmas.,The man sketched on paper.,TRUE,A gentleman is a man.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_210_gold,GEntleman sketching on brown paper at Christmas.,The man sketched on paper.,TRUE,A gentleman is a man.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_210_gold,GEntleman sketching on brown paper at Christmas.,The man sketched on paper.,TRUE,A gentleman is a man.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_240_gold,A child making a sand castle on the beach.,A child uses their imagination.,neither,It is not clear that the child is using their imagination in rather than just making a standard sandcastle with the tools they have available.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_240_gold,A child making a sand castle on the beach.,A child uses their imagination.,neither,It is not clear that the child is using their imagination in rather than just making a standard sandcastle with the tools they have available.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_240_gold,A child making a sand castle on the beach.,A child uses their imagination.,neither,It is not clear that the child is using their imagination in rather than just making a standard sandcastle with the tools they have available.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_187_gold,The child is hanging upside down with his legs over a pole.,The child is upside down.,TRUE,Upside down is a rephrasing of hanging upside down.,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_187_gold,The child is hanging upside down with his legs over a pole.,The child is upside down.,TRUE,Upside down is a rephrasing of hanging upside down.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_187_gold,The child is hanging upside down with his legs over a pole.,The child is upside down.,TRUE,Upside down is a rephrasing of hanging upside down.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_85_gold,A man with his arm around a woman.,A man is with a woman.,TRUE,Man with his arm around a woman is with a woman.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_85_gold,A man with his arm around a woman.,A man is with a woman.,TRUE,Man with his arm around a woman is with a woman.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_85_gold,A man with his arm around a woman.,A man is with a woman.,TRUE,Man with his arm around a woman is with a woman.,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_37_gold,A robed dancer holding fire stick entertains a crowd.,A man in pants and a t-shirt doing fire tricks.,FALSE,A robed dancer cannot be wearing pants.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_37_gold,A robed dancer holding fire stick entertains a crowd.,A man in pants and a t-shirt doing fire tricks.,FALSE,A robed dancer cannot be wearing pants.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_37_gold,A robed dancer holding fire stick entertains a crowd.,A man in pants and a t-shirt doing fire tricks.,FALSE,A robed dancer cannot be wearing pants.,-1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_81_gold,"An elderly man with glasses, a red ball cap and backpack is standing in front of an open doorway.",a man with glasses,TRUE,A man with glasses is rephrased as man with glasses.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_81_gold,"An elderly man with glasses, a red ball cap and backpack is standing in front of an open doorway.",a man with glasses,TRUE,A man with glasses is rephrased as man with glasses.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_81_gold,"An elderly man with glasses, a red ball cap and backpack is standing in front of an open doorway.",a man with glasses,TRUE,A man with glasses is rephrased as man with glasses.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_202_gold,Women in red are performing with nun-chucks.,Women are wielding nun-chucks.,TRUE,The women are wielding nun-chucks because they are with nun-chucks.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_202_gold,Women in red are performing with nun-chucks.,Women are wielding nun-chucks.,TRUE,The women are wielding nun-chucks because they are with nun-chucks.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_202_gold,Women in red are performing with nun-chucks.,Women are wielding nun-chucks.,TRUE,The women are wielding nun-chucks because they are with nun-chucks.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_163_gold,Twenty five people are marching.,A big group marches around.,TRUE,The group is big because there are twenty five people in the group.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_163_gold,Twenty five people are marching.,A big group marches around.,TRUE,The group is big because there are twenty five people in the group.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_163_gold,Twenty five people are marching.,A big group marches around.,TRUE,The group is big because there are twenty five people in the group.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_3_gold,"Two hockey players on opposing teams, one in a red and white jersey and one in a blue and black jersey, are standing on the rink.",Hockey players are standing on the ice rink.,TRUE,Two hockey players standing on the rink implies that hockey players are standing on the rink.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_3_gold,"Two hockey players on opposing teams, one in a red and white jersey and one in a blue and black jersey, are standing on the rink.",Hockey players are standing on the ice rink.,TRUE,Two hockey players standing on the rink implies that hockey players are standing on the rink.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_3_gold,"Two hockey players on opposing teams, one in a red and white jersey and one in a blue and black jersey, are standing on the rink.",Hockey players are standing on the ice rink.,TRUE,Two hockey players standing on the rink implies that hockey players are standing on the rink.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_23_gold,A couple of newlyweds kissing underneath the bride's veil.,Two people kissing.,TRUE,A couple kissing constitutes two people kissing.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_23_gold,A couple of newlyweds kissing underneath the bride's veil.,Two people kissing.,TRUE,A couple kissing constitutes two people kissing.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_23_gold,A couple of newlyweds kissing underneath the bride's veil.,Two people kissing.,TRUE,A couple kissing constitutes two people kissing.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_170_gold,An officer in a black uniform and hat stands to the left of a large structure with other officers in the background.,An officer enjoys coffee in a shop.,FALSE,One cannot be in a shop and standing to the left of the structure.,1
Rate your opinion of the quality of explanations.,"This task will involve looking at the label assigned to a pair of sentences. The label indicates whether the sentences are related. Then, you will read an explanation for the label and answer questions rating its quality.","natural language inference, explanations, AI, reading, interpretation",esnli_train_170_gold,An officer in a black uniform and hat stands to the left of a large structure with other officers in the background.,An officer enjoys coffee in a shop.,FALSE,One cannot be in a shop and standing to the left of the structure.,1
