Title,Description,Keywords,SENTENCE1,QUESTION1,SENTENCE2,QUESTION2,SENTENCE3,QUESTION3,SENTENCE4,QUESTION4,SENTENCE5,QUESTION5,SENTENCE6,QUESTION6,SENTENCE7,QUESTION7,SENTENCE8,QUESTION8,SENTENCE9,QUESTION9,SENTENCE10,QUESTION10,SENTENCE11,QUESTION11,SENTENCE12,QUESTION12,SENTENCE13,QUESTION13,SENTENCE14,QUESTION14,SENTENCE15,QUESTION15,Answer.Question-1-why,Answer.Question-10-why,Answer.Question-11-why,Answer.Question-12-why,Answer.Question-13-why,Answer.Question-14-why,Answer.Question-15-why,Answer.Question-2-why,Answer.Question-3-why,Answer.Question-4-why,Answer.Question-5-why,Answer.Question-6-why,Answer.Question-7-why,Answer.Question-8-why,Answer.Question-9-why,Answer.ignoreMe,Answer.ignoreMe2,Answer.optradio1,Answer.optradio10,Answer.optradio11,Answer.optradio12,Answer.optradio13,Answer.optradio14,Answer.optradio15,Answer.optradio2,Answer.optradio3,Answer.optradio4,Answer.optradio5,Answer.optradio6,Answer.optradio7,Answer.optradio8,Answer.optradio9
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",Her best friend Maddy was also a dancer; they often competed with each other to get the top parts in the dances.,Who was Eliza's friend from the ballet school and what did their mom's think?,Lightning is static electricity on a grand scale.,Why can't you run electricity off of lightning if it's static electricity?,"988 the Irish kings finally united under the king of Munster, Brian Ború, and in a great battle drove the Vikings north of the Liffey.",What became of the Vikings in Ireland after Brian Boru defeated them?,"At the White House, the video teleconference was conducted from the Situation Room by Richard Clarke, a special assistant to the president long involved in counterterrorism.","The teleconference in the Situation Room, determined its first topic would be what?","According to the radar reconstruction, American 77 reemerged as a primary target on Indianapolis Center radar scopes at 9:05, east of its last known position.",How long did American 77 stay on the Indianapolis Center Radar?,"They built towns, industries, roads, and bridges, developed agriculture, and bequeathed the Latin language, of which Portuguese is a direct descendant.","Who built towns, industries, roads, bridges, and developed agriculture to influence all of Iberia?",Richie scours the city to find the young wunderkind and then hilariously conspires with Kevin to get Harold a horn to play .,What did the appearance of Harold's uncle inspire Richie to do?,His body then turns chemical energy into motion.,Where does your body get the energy to work from?,He urged Musharraf to use his influence with the Taliban on Bin Ladin and al Qaeda.,When did Bush ask Musharraf to use his influence on the Taliban?,"In Connaught, where the Celtic genius may be supposed to have the freest opportunity for expressing itself, the towns are all exactly alike, and their resemblance consists in the absence of any beauty which can please the eye.",Why don't the Irish get credit for their domestic architecture?,"Ironically, as the handover approached, the British granted the Hong Kong Chinese more political autonomy than they had done since the colony was founded, including such democratic reforms as elections to the Legislative Council.",What year did the British hand over control of Hong Kong to the Chinese?,"Later that day , Aadhi is found missing .",What did the gang do to get revenge from Simon?,Schools were scarce between World War I and World War II.,What school was established after the World War I and World War II scarcity?,His birthday party was coming up and he hoped that his parents would finally get him the bike.,What did Tim want for a present and did he get it?,The recycled material can be made into t-shirts!,What new product can you buy that is made out of old recycled material?,,,including such democratic reforms as elections to the Legislative Council.,,and World War II.,His birthday party,be made into t-shirts!,a grand scale,988 the Irish kings finally united under the king of Munster,a special assistant to the president long involved in counterterrorism.,east of its last known position.,,Richie scours the city to find the young wunderkind,chemical energy into motion.,the Taliban on Bin Ladin and al Qaeda.,on,on,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","In 2001, county judges heard 98 Protection From Abuse cases, finding the defendant guilty in 48 percent of those cases, either after a hearing or through a technical violation or plea.",In what county were the statistics of 48% guilty and 27% dismissed or not guilty established?,"He was in charge--in charge of the greatest railroad building job on earth--_he_, Jack Howland, who less than twenty years ago was a barefooted, half-starved urchin peddling papers in the streets where he was now famous!",Who had an attempt made on his life?,In the earlier history of the sport there was a tendency to win by any means that did not actually cross the line of dishonesty.,What characteristics of the pastime of baseball has been repressed?,Shorter days signal the coming of winter.,What is it about winter that makes it difficult for plants to survive?,"A taproot system has a very long primary root, called a taproot.",WHAT ARE THE TWO DIFFERENT TYPES OF ROOT SYSTEMS?,"They are tracked down by Masazuka , who sends Temple's thugs to take down the couple .",Who did Musakuza send for the sensei?,"A considerable accession of power was granted him after the death of Philip, son of Machatas; and he was allowed to retain his authority at the death of Alexander himself (323 BC), as well as in the subsequent partition of the provinces at Triparadisus, 321 BC.",Which chieftain came to Alexander and submitted to his authority?,"Government data shows cells of the drug gang known as Los Zetas are in the area to protect drug trafficking paths between Honduras and Mexico, intimidating the population with their heavy weapons and threatening farmers to give up their land for criminal activities, AGN reported.",Which drug gang is active in Guatemala for which emergency has been declared?,"The four escape the liquid paper daleks , Which are scared off by the two-headed monster that El had an encounter with earlier , in a shoe car .",Why did El's car break apart so easily?,"Unlike you, magnets do not need to touch the other object.",What movement does magnetic force cause?,"Mountain streams erode narrow, V-shaped valleys and waterfalls.",Do mountain streams create broad floodplains and meanders?,"All of a sudden, a stranger walked up to Derek and asked him if he wanted some rock sugar candy.",What did a stranger offer Derek?,"He directed McLaughlin, Wolfowitz, and Joint Chiefs Vice Chairman Richard Myers to deploy Predators capable of being armed no later than September 1.",What kind of time frame did Hadley set for the preparation of the armed missile?,These chemical signals are called hormones.,Which system sends a chemical signal?,He really wanted pizza so they called up Pizza Palace to place their order.,Who chose pizza for the dinner?,,,,rock sugar candy,,,,,,Plants need more sunlight,,,Machatas,,,on,on,no,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","In 2001, county judges heard 98 Protection From Abuse cases, finding the defendant guilty in 48 percent of those cases, either after a hearing or through a technical violation or plea.",In what county were the statistics of 48% guilty and 27% dismissed or not guilty established?,"He was in charge--in charge of the greatest railroad building job on earth--_he_, Jack Howland, who less than twenty years ago was a barefooted, half-starved urchin peddling papers in the streets where he was now famous!",Who had an attempt made on his life?,In the earlier history of the sport there was a tendency to win by any means that did not actually cross the line of dishonesty.,What characteristics of the pastime of baseball has been repressed?,Shorter days signal the coming of winter.,What is it about winter that makes it difficult for plants to survive?,"A taproot system has a very long primary root, called a taproot.",WHAT ARE THE TWO DIFFERENT TYPES OF ROOT SYSTEMS?,"They are tracked down by Masazuka , who sends Temple's thugs to take down the couple .",Who did Musakuza send for the sensei?,"A considerable accession of power was granted him after the death of Philip, son of Machatas; and he was allowed to retain his authority at the death of Alexander himself (323 BC), as well as in the subsequent partition of the provinces at Triparadisus, 321 BC.",Which chieftain came to Alexander and submitted to his authority?,"Government data shows cells of the drug gang known as Los Zetas are in the area to protect drug trafficking paths between Honduras and Mexico, intimidating the population with their heavy weapons and threatening farmers to give up their land for criminal activities, AGN reported.",Which drug gang is active in Guatemala for which emergency has been declared?,"The four escape the liquid paper daleks , Which are scared off by the two-headed monster that El had an encounter with earlier , in a shoe car .",Why did El's car break apart so easily?,"Unlike you, magnets do not need to touch the other object.",What movement does magnetic force cause?,"Mountain streams erode narrow, V-shaped valleys and waterfalls.",Do mountain streams create broad floodplains and meanders?,"All of a sudden, a stranger walked up to Derek and asked him if he wanted some rock sugar candy.",What did a stranger offer Derek?,"He directed McLaughlin, Wolfowitz, and Joint Chiefs Vice Chairman Richard Myers to deploy Predators capable of being armed no later than September 1.",What kind of time frame did Hadley set for the preparation of the armed missile?,These chemical signals are called hormones.,Which system sends a chemical signal?,He really wanted pizza so they called up Pizza Palace to place their order.,Who chose pizza for the dinner?,,,,,,,,,,,,,,,,on,on,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","In 2001, county judges heard 98 Protection From Abuse cases, finding the defendant guilty in 48 percent of those cases, either after a hearing or through a technical violation or plea.",In what county were the statistics of 48% guilty and 27% dismissed or not guilty established?,"He was in charge--in charge of the greatest railroad building job on earth--_he_, Jack Howland, who less than twenty years ago was a barefooted, half-starved urchin peddling papers in the streets where he was now famous!",Who had an attempt made on his life?,In the earlier history of the sport there was a tendency to win by any means that did not actually cross the line of dishonesty.,What characteristics of the pastime of baseball has been repressed?,Shorter days signal the coming of winter.,What is it about winter that makes it difficult for plants to survive?,"A taproot system has a very long primary root, called a taproot.",WHAT ARE THE TWO DIFFERENT TYPES OF ROOT SYSTEMS?,"They are tracked down by Masazuka , who sends Temple's thugs to take down the couple .",Who did Musakuza send for the sensei?,"A considerable accession of power was granted him after the death of Philip, son of Machatas; and he was allowed to retain his authority at the death of Alexander himself (323 BC), as well as in the subsequent partition of the provinces at Triparadisus, 321 BC.",Which chieftain came to Alexander and submitted to his authority?,"Government data shows cells of the drug gang known as Los Zetas are in the area to protect drug trafficking paths between Honduras and Mexico, intimidating the population with their heavy weapons and threatening farmers to give up their land for criminal activities, AGN reported.",Which drug gang is active in Guatemala for which emergency has been declared?,"The four escape the liquid paper daleks , Which are scared off by the two-headed monster that El had an encounter with earlier , in a shoe car .",Why did El's car break apart so easily?,"Unlike you, magnets do not need to touch the other object.",What movement does magnetic force cause?,"Mountain streams erode narrow, V-shaped valleys and waterfalls.",Do mountain streams create broad floodplains and meanders?,"All of a sudden, a stranger walked up to Derek and asked him if he wanted some rock sugar candy.",What did a stranger offer Derek?,"He directed McLaughlin, Wolfowitz, and Joint Chiefs Vice Chairman Richard Myers to deploy Predators capable of being armed no later than September 1.",What kind of time frame did Hadley set for the preparation of the armed missile?,These chemical signals are called hormones.,Which system sends a chemical signal?,He really wanted pizza so they called up Pizza Palace to place their order.,Who chose pizza for the dinner?,,magnets do not need to touch the other object.,"Mountain streams erode narrow, V-shaped valleys and waterfalls.",sugar candy.,,,so they called up Pizza Palace to place their order.,,,,"A taproot system has a very long primary root, called a taproot.",sends Temple's thugs to take down the couple,"at the death of Alexander himself (323 BC), as well as in the subsequent partition of the provinces at Triparadisus, 321 BC.",,"Which are scared off by the two-headed monster that El had an encounter with earlier , in a shoe car .",on,on,no,yes,yes,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","But over time, characterizations of her became more complex, and the persona of Madame White Snake became more sympathetic, and perhaps even a model of the ideal Confucian wife, particularly in “Pagoda”.",What notes did Whalen Lai say about Madame White Snake?,"He finds a hidden passage with a tape recorder that warns him to stay in the sickroom , but ignores it .",What happened to Peter Strahm who was confined in a sick room after he ignored the warning in the tape recorder?,Reluctantly he went to the printing office and made known his errand.,Did it seem that Mr. Driggs responded negatively to Mr. Steadman's errand?,Did you notice the long antennas on its head?,Where are the snails eyes?,Military planners did not include contingency planning for an invasion of Afghanistan.,What new concept did CENTCOM add and what plan did the military planners not include?,They are soon recaptured and told they will now face probable death penalty .,Why did the Hungarian football team face a death penalty?,Crops and livestock may die.,How do trees impact rainfall?,"There are three of us, so we need three sandwiches.",What was Sam going to bring to the beach?,Joey and Jimmy got out of the water and started walking home.,"On the way to the pond, who did Joey and Jimmy meet?",Only certain animals were able to get at the plants hidden nectar.,What is the purpose of hidden nectar?,Weathering breaks down rocks into smaller pieces.,What's the process by which soil is produced?,"Oscar-winning actress Joan Fontaine died Sunday, her longtime friend Noel Beutel said Monday.",How old was Joan Fontaine when she died?,"Chester Arthur Stiles, 37, of Nevada is being sought as a suspect in the videotaped rape of a 3-year-old girl.",Where in Las Vegas? What was he a suspect for. How old was the little girl and when was she found?,"In fact, the entire Himalaya mountain range was raised.",How were the Himalayas uplifted?,Oil coats the surfaces of moving parts.,How does oil reduce friction between moving car parts?,,,,,3-year-old girl.,,,,,,,,,,,on,on,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","But over time, characterizations of her became more complex, and the persona of Madame White Snake became more sympathetic, and perhaps even a model of the ideal Confucian wife, particularly in “Pagoda”.",What notes did Whalen Lai say about Madame White Snake?,"He finds a hidden passage with a tape recorder that warns him to stay in the sickroom , but ignores it .",What happened to Peter Strahm who was confined in a sick room after he ignored the warning in the tape recorder?,Reluctantly he went to the printing office and made known his errand.,Did it seem that Mr. Driggs responded negatively to Mr. Steadman's errand?,Did you notice the long antennas on its head?,Where are the snails eyes?,Military planners did not include contingency planning for an invasion of Afghanistan.,What new concept did CENTCOM add and what plan did the military planners not include?,They are soon recaptured and told they will now face probable death penalty .,Why did the Hungarian football team face a death penalty?,Crops and livestock may die.,How do trees impact rainfall?,"There are three of us, so we need three sandwiches.",What was Sam going to bring to the beach?,Joey and Jimmy got out of the water and started walking home.,"On the way to the pond, who did Joey and Jimmy meet?",Only certain animals were able to get at the plants hidden nectar.,What is the purpose of hidden nectar?,Weathering breaks down rocks into smaller pieces.,What's the process by which soil is produced?,"Oscar-winning actress Joan Fontaine died Sunday, her longtime friend Noel Beutel said Monday.",How old was Joan Fontaine when she died?,"Chester Arthur Stiles, 37, of Nevada is being sought as a suspect in the videotaped rape of a 3-year-old girl.",Where in Las Vegas? What was he a suspect for. How old was the little girl and when was she found?,"In fact, the entire Himalaya mountain range was raised.",How were the Himalayas uplifted?,Oil coats the surfaces of moving parts.,How does oil reduce friction between moving car parts?,,,,,,,It coats the surfaces of moving parts.,,,,,,,,,on,on,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","But over time, characterizations of her became more complex, and the persona of Madame White Snake became more sympathetic, and perhaps even a model of the ideal Confucian wife, particularly in “Pagoda”.",What notes did Whalen Lai say about Madame White Snake?,"He finds a hidden passage with a tape recorder that warns him to stay in the sickroom , but ignores it .",What happened to Peter Strahm who was confined in a sick room after he ignored the warning in the tape recorder?,Reluctantly he went to the printing office and made known his errand.,Did it seem that Mr. Driggs responded negatively to Mr. Steadman's errand?,Did you notice the long antennas on its head?,Where are the snails eyes?,Military planners did not include contingency planning for an invasion of Afghanistan.,What new concept did CENTCOM add and what plan did the military planners not include?,They are soon recaptured and told they will now face probable death penalty .,Why did the Hungarian football team face a death penalty?,Crops and livestock may die.,How do trees impact rainfall?,"There are three of us, so we need three sandwiches.",What was Sam going to bring to the beach?,Joey and Jimmy got out of the water and started walking home.,"On the way to the pond, who did Joey and Jimmy meet?",Only certain animals were able to get at the plants hidden nectar.,What is the purpose of hidden nectar?,Weathering breaks down rocks into smaller pieces.,What's the process by which soil is produced?,"Oscar-winning actress Joan Fontaine died Sunday, her longtime friend Noel Beutel said Monday.",How old was Joan Fontaine when she died?,"Chester Arthur Stiles, 37, of Nevada is being sought as a suspect in the videotaped rape of a 3-year-old girl.",Where in Las Vegas? What was he a suspect for. How old was the little girl and when was she found?,"In fact, the entire Himalaya mountain range was raised.",How were the Himalayas uplifted?,Oil coats the surfaces of moving parts.,How does oil reduce friction between moving car parts?,"he claimed, nobody cared about making money.",certain animals were able to get at the plants,,"Sunday, her longtime friend Noel Beutel said Monday.",,mountain range was raised.,Oil coats,,the printing office and made known his errand.,,contingency planning for an invasion of Afghanistan.,,,,got out of the water and started walking home.,on,on,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,yes
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",The poet's body was taken secretly at midnight and buried on his mother's estate.,How was Pushkin's funeral influenced by the Tsarist administration?,"Alice 's father is employed as a clerk in a factory owned by Mr. Lamb , who has kept Adams on salary for years despite his lengthy illness .",Who continues to pay the invalid Mr. Adams a salary despite his failure to work for a long period due to illness?,The general principles behind weather can be stated simply: The Sun heats Earths surface more in some places than others.,How is the sun involved in the creation of weather?,"When they start hunting him down , Jin Wu and his wife Akane sail to China both to escape their wrathful kinsmen , and for Jin Wu to complete revenge by finding the last man he holds responsible for his father's death .",Why did Jin Wu and his wife sail to China?,Earth processes have not changed over time.,In what way is the Earth the same as the past?,"The hijackers quickly gained control and sprayed Mace, pepper spray, or some other irritant in the first-class cabin, in order to force the passengers and flight attendants toward the rear of the plane.",Who claimed they had a bomb?,"After graduating from high school in 1995, Shehhi joined the Emirati military and received half a year of basic training before gaining admission to a military scholarship program that would fund his continued study in Germany.",Who were Atta and Binalshibh?,The state has been first to pass major public health initiatives that have spread throughout the country.,What state became the first to pass major public health initiatives?,"When Ludo runs into his former lover Marie in the disco , and Anna's old boyfriend Ralf comes to stay in their flat for a few days , the young couple faces serious jealousy and doubt in their relationship .",What does Anna do as a result of her jealousy?,He knew he would jump up and down.,What would Jake's grandfather do when he watched him play?,"He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own nuclear weapons research.","Who was asked to send a letter to President Roosevelt, recommending the U.S. pay attention and engage in its own nuclear weapons research?","He did not understand the boy's peculiar and erratic nature, and was particularly displeased when he found that Edgar had run into debt at college.",Describe a scene that illustrates the differences Poe's parents had in their affection for him.,It was the Sun and the stars that orbited the Earth.,How were Earth bound observations used?,They are not to be used to help a family manage their mother or help a doctor or nursing home get permission for a pill or procedure they feel is in the best interest of a patient.,What should not to be used to help a doctor or nursing home get permission for a pill or procedure?,"As a result, families wanted to educate their sons, who became village role models.",What is changing in Matau for women?,,,,,,,,,,,,,,,,on,on,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",The poet's body was taken secretly at midnight and buried on his mother's estate.,How was Pushkin's funeral influenced by the Tsarist administration?,"Alice 's father is employed as a clerk in a factory owned by Mr. Lamb , who has kept Adams on salary for years despite his lengthy illness .",Who continues to pay the invalid Mr. Adams a salary despite his failure to work for a long period due to illness?,The general principles behind weather can be stated simply: The Sun heats Earths surface more in some places than others.,How is the sun involved in the creation of weather?,"When they start hunting him down , Jin Wu and his wife Akane sail to China both to escape their wrathful kinsmen , and for Jin Wu to complete revenge by finding the last man he holds responsible for his father's death .",Why did Jin Wu and his wife sail to China?,Earth processes have not changed over time.,In what way is the Earth the same as the past?,"The hijackers quickly gained control and sprayed Mace, pepper spray, or some other irritant in the first-class cabin, in order to force the passengers and flight attendants toward the rear of the plane.",Who claimed they had a bomb?,"After graduating from high school in 1995, Shehhi joined the Emirati military and received half a year of basic training before gaining admission to a military scholarship program that would fund his continued study in Germany.",Who were Atta and Binalshibh?,The state has been first to pass major public health initiatives that have spread throughout the country.,What state became the first to pass major public health initiatives?,"When Ludo runs into his former lover Marie in the disco , and Anna's old boyfriend Ralf comes to stay in their flat for a few days , the young couple faces serious jealousy and doubt in their relationship .",What does Anna do as a result of her jealousy?,He knew he would jump up and down.,What would Jake's grandfather do when he watched him play?,"He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own nuclear weapons research.","Who was asked to send a letter to President Roosevelt, recommending the U.S. pay attention and engage in its own nuclear weapons research?","He did not understand the boy's peculiar and erratic nature, and was particularly displeased when he found that Edgar had run into debt at college.",Describe a scene that illustrates the differences Poe's parents had in their affection for him.,It was the Sun and the stars that orbited the Earth.,How were Earth bound observations used?,They are not to be used to help a family manage their mother or help a doctor or nursing home get permission for a pill or procedure they feel is in the best interest of a patient.,What should not to be used to help a doctor or nursing home get permission for a pill or procedure?,"As a result, families wanted to educate their sons, who became village role models.",What is changing in Matau for women?,,,,,,,,Mr. Lamb,The Sun heats different parts of Earth's surface.,To escape their kinsmen and for Jun Wu to get revenge on a man he believes is responsible for the death of his father.,Its processes have stayed the same.,,,,,on,on,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",The poet's body was taken secretly at midnight and buried on his mother's estate.,How was Pushkin's funeral influenced by the Tsarist administration?,"Alice 's father is employed as a clerk in a factory owned by Mr. Lamb , who has kept Adams on salary for years despite his lengthy illness .",Who continues to pay the invalid Mr. Adams a salary despite his failure to work for a long period due to illness?,The general principles behind weather can be stated simply: The Sun heats Earths surface more in some places than others.,How is the sun involved in the creation of weather?,"When they start hunting him down , Jin Wu and his wife Akane sail to China both to escape their wrathful kinsmen , and for Jin Wu to complete revenge by finding the last man he holds responsible for his father's death .",Why did Jin Wu and his wife sail to China?,Earth processes have not changed over time.,In what way is the Earth the same as the past?,"The hijackers quickly gained control and sprayed Mace, pepper spray, or some other irritant in the first-class cabin, in order to force the passengers and flight attendants toward the rear of the plane.",Who claimed they had a bomb?,"After graduating from high school in 1995, Shehhi joined the Emirati military and received half a year of basic training before gaining admission to a military scholarship program that would fund his continued study in Germany.",Who were Atta and Binalshibh?,The state has been first to pass major public health initiatives that have spread throughout the country.,What state became the first to pass major public health initiatives?,"When Ludo runs into his former lover Marie in the disco , and Anna's old boyfriend Ralf comes to stay in their flat for a few days , the young couple faces serious jealousy and doubt in their relationship .",What does Anna do as a result of her jealousy?,He knew he would jump up and down.,What would Jake's grandfather do when he watched him play?,"He was asked to lend his support by writing a letter, with Szilard, to President Roosevelt, recommending the U.S. pay attention and engage in its own nuclear weapons research.","Who was asked to send a letter to President Roosevelt, recommending the U.S. pay attention and engage in its own nuclear weapons research?","He did not understand the boy's peculiar and erratic nature, and was particularly displeased when he found that Edgar had run into debt at college.",Describe a scene that illustrates the differences Poe's parents had in their affection for him.,It was the Sun and the stars that orbited the Earth.,How were Earth bound observations used?,They are not to be used to help a family manage their mother or help a doctor or nursing home get permission for a pill or procedure they feel is in the best interest of a patient.,What should not to be used to help a doctor or nursing home get permission for a pill or procedure?,"As a result, families wanted to educate their sons, who became village role models.",What is changing in Matau for women?,,,,,,,,,,When his wrathful kinsmen started hunting him down.,,,,,,on,on,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",A magnetic force does not require objects to touch.,Do magnets need to be touching to create force?,"Anticipating an invasion by Masazuka , the sensei assigns Casey and Namiko to guard an old chest called the Yoroi Bitsu , Which contains the suit and weapons of an ancient ninja .",Why did Casey take the Yoroi Bitsu to New York?,"The state of siege also allows the government to place greater restrictions on public gatherings, travel visas and gun licenses, among other things, according to AGN.",What does the 30 day emergency rule allow the Guatemalan government to do?,"It needed to be designed to explode in a different way, and even then had to be targeted with extreme precision.",What kind of work did the Hellfire Warhead carried by The Predator need?,"In the winter of 327/326 BC, Alexander personally led a campaign against these clans; the Aspasioi of Kunar valleys, the Guraeans of the Guraeus valley, and the Assakenoi of the Swat and Buner valleys.",What injuries did Alexander experience at the battles Aspasioi and Assakenoi?,"He was in charge--in charge of the greatest railroad building job on earth--_he_, Jack Howland, who less than twenty years ago was a barefooted, half-starved urchin peddling papers in the streets where he was now famous!",Whose feelings of ambition were stirred by the previous scene? Give first and last name.,"In 2001, county judges heard 98 Protection From Abuse cases, finding the defendant guilty in 48 percent of those cases, either after a hearing or through a technical violation or plea.",Will everyone have to pay a fine for beating a woman or a dog in Schuylkill County?,"In the blink of an eye, she shifted her weight.",Did Michele lose control of her scooter?,Her name was Sandy.,How did Sandy feel about Derek?,"El finds another portal , and nearly gets eaten by the monster , who ends up in the real world while chasing a leftover tyre from the devoured car and attacks Lindsay Fleay .",Who built the car that had its tyre fly off and leads the two-headed monster into the real world?,Experience of more than a quarter of a century has most abundantly proved that the standard of Base Ball has steadily been elevated.,Is any argument required to prove that the standard of Base Ball has steadily been elevated?,These roots branch out to the sides.,What is the difference between primary and secondary roots?,They build up in caves as water continues to drip.,Where do stalactites and stalagmites occur?,The clown started the show by squirting some water from a flower into John's face.,Whose face did the clown turn red?,It allows them to survive the cold and dry winter.,Why do some plants go dormant in winter?,"No, they do not need to be touching.",,,,In caves.,,It allows them to survive the weather.,,,,,Jack Howland,No,,,on,on,yes,no,no,no,yes,no,yes,no,no,no,no,yes,yes,no,no
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",A magnetic force does not require objects to touch.,Do magnets need to be touching to create force?,"Anticipating an invasion by Masazuka , the sensei assigns Casey and Namiko to guard an old chest called the Yoroi Bitsu , Which contains the suit and weapons of an ancient ninja .",Why did Casey take the Yoroi Bitsu to New York?,"The state of siege also allows the government to place greater restrictions on public gatherings, travel visas and gun licenses, among other things, according to AGN.",What does the 30 day emergency rule allow the Guatemalan government to do?,"It needed to be designed to explode in a different way, and even then had to be targeted with extreme precision.",What kind of work did the Hellfire Warhead carried by The Predator need?,"In the winter of 327/326 BC, Alexander personally led a campaign against these clans; the Aspasioi of Kunar valleys, the Guraeans of the Guraeus valley, and the Assakenoi of the Swat and Buner valleys.",What injuries did Alexander experience at the battles Aspasioi and Assakenoi?,"He was in charge--in charge of the greatest railroad building job on earth--_he_, Jack Howland, who less than twenty years ago was a barefooted, half-starved urchin peddling papers in the streets where he was now famous!",Whose feelings of ambition were stirred by the previous scene? Give first and last name.,"In 2001, county judges heard 98 Protection From Abuse cases, finding the defendant guilty in 48 percent of those cases, either after a hearing or through a technical violation or plea.",Will everyone have to pay a fine for beating a woman or a dog in Schuylkill County?,"In the blink of an eye, she shifted her weight.",Did Michele lose control of her scooter?,Her name was Sandy.,How did Sandy feel about Derek?,"El finds another portal , and nearly gets eaten by the monster , who ends up in the real world while chasing a leftover tyre from the devoured car and attacks Lindsay Fleay .",Who built the car that had its tyre fly off and leads the two-headed monster into the real world?,Experience of more than a quarter of a century has most abundantly proved that the standard of Base Ball has steadily been elevated.,Is any argument required to prove that the standard of Base Ball has steadily been elevated?,These roots branch out to the sides.,What is the difference between primary and secondary roots?,They build up in caves as water continues to drip.,Where do stalactites and stalagmites occur?,The clown started the show by squirting some water from a flower into John's face.,Whose face did the clown turn red?,It allows them to survive the cold and dry winter.,Why do some plants go dormant in winter?,,,,,,,,,,,,,,,,on,on,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
