Title,Description,Keywords,SENTENCE1,QUESTION1,SENTENCE2,QUESTION2,SENTENCE3,QUESTION3,SENTENCE4,QUESTION4,SENTENCE5,QUESTION5,SENTENCE6,QUESTION6,SENTENCE7,QUESTION7,SENTENCE8,QUESTION8,SENTENCE9,QUESTION9,SENTENCE10,QUESTION10,SENTENCE11,QUESTION11,SENTENCE12,QUESTION12,SENTENCE13,QUESTION13,SENTENCE14,QUESTION14,SENTENCE15,QUESTION15
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","Born in Pella in 356 BC, Alexander succeeded his father, Philip II, to the throne at the age of twenty.",By what year did Alexander the Great create one of the largest empires of the ancient world?,"Moreover, Albanian has undergone a vowel shift in which stressed, long o has fallen to a, much like in the former and opposite the latter.",In which non-Albanian language-family has a raised to o?,Some LEGO creatures appear and build a small car for him to drive through the world of passages .,How many cars had El driven or been in during the scene?,"Another three children Fritzl fathered with Elisabeth were taken to live above ground with Fritzl and his wife, who says she had no idea that her daughter was being held captive.",How old was Josef Fritzl when he first held his daughter captive?,His 1997 song `` Twice as Deep '' by Greg Oblivian & the Tip Tops is featured .,What genre is the song Twice as deep?,It also compensates Libyan victims of U.S. airstrikes in the 1980s.,What steps has the United States government taken as part of the normalization of relations with Libya?,"Although Bin Ladin, Atef, and KSM initially contemplated using established al Qaeda members to execute the planes operation, the late 1999 arrival in Kandahar of four aspiring jihadists from Germany suddenly presented a more attractive alternative.",Who are the four jihadists that arrived in Kandahar in 1999,"There was no other hiding-place possible, except beneath the bed, and the ruthless hand of the inspector had torn off the white muslin bed hangings, revealing emptiness underneath.",Why did Rolfe stop his search in the first room?,The nervous system does not work alone.,Which two systems control all other organ systems?,Radiation is the transfer of thermal energy by waves.,waves that transfer thermal energy through empty space are called,"Jack is incredibly irritated about the holiday visit of his `` identical '' { { cite web } } twin sister Jill , as he has to pick her up at 4:00 am .",What is Jill's relationship with Jack?,Sanjay is introduced as he brutally murders a man .,"Sanjay is first seen doing what, Which he memorializes with a Polaroid picture?","During one reception, the building was stormed by people who wanted to see and hear him.",How was Einstein received in Palestine?,"None of these qualities as a rule add much to home comfort, and yet, it is said that he lived happily with his wife.","Who lived happily with his wife, despite some negative qualities?",These roots branch out to the sides.,WHICH ROOTS BRANCH OUT TO THE SIDES?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",She looked through the seed magazines.,From where did she order the tastiest kind of each vegetable and the prettiest kind of each flower?,It explains why helium balloons rise.,What are some things density explains?,Two other types of mass movement are slump and creep.,What are the two types of less destructive mass movement?,"Some of its Southeast Asian neighbors, including Indonesia and the Philippines, have suffered devastating natural disasters in recent years and are all too familiar with the media frenzy that accompanies a major crisis.",What neighboring countries of Malaysia have recently suffered natural disasters?,The FDA's Division of Pharmaceutical Analysis analyzed the ingredients in a small sample of cartridges from two leading brands of e-cigarettes.,What Division of the FDA found they contain carcinogens and other toxic chemicals dangerous to humans?,"He named the house, which was completed in 1802, the Grange after his grandfather Alexander's estate in Ayrshire, Scotland.",What was the Grange?,"The FBI was struggling to build up its institutional capabilities to do more against terrorism, relying on a strategy called MAXCAP 05 that had been unveiled in the summer of 2000.",How did Ashcroft want to reform FBI?,"The gases floated off into the air, leaving behind just the ashes.",What happened to the matter changed to when burning a fire?,"His work in engraving seems to have had an intimidating effect upon his German successors, the Little Masters who attempted few large engravings but continued Durer's themes in small, rather cramped compositions.",Who had an intimidating effect on Little Masters for large engravings?,Telerate's two independent directors have rejected the offer as inadequate.,What is the offer that Telerate's two independent directors have rejected as inadequate?,"She proceeds to make a scene and , when the photographers ask her to repeat it for the cameras , she obliges .",What does Alla Nazimova do to make a scene at the funeral?,Mintie also started to ask questions about the medical field.,Whose career started more than 20 years ago in a garage behind a Catholic Worker soup kitchen?,The organization provides legal assistance and advocacy in 17 counties.,What organization provides legal assistance and advocacy in 17 counties?,"James is one of more than 3,000 clients served last year by MALS, which provides assistance for civil matters, such as domestic abuse and family-related problems, Social Security and Supplemental Security Income, veterans, housing and consumer fraud cases.",Does MALS serve clients who are handicapped?,"Other men followed, and in the fortune of each Mr. Thorndike found himself, to his surprise, taking a personal interest.",Who is Mr. Thorndike investing in?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","Growing up on a farm near St. Paul, L. Mark Bailey didn't dream of becoming a judge.",Who graduated from North Decatur High School in 1975?,"Consequently , the A.C.P. , his wife Revati and younger son Vishal are griefstricken over the loss of young Vikas .",Why did Vishal confront the ganglords?,Of course not.,Do magnets stick to all materials?,"The Athenians, led by Demosthenes, voted to seek alliance with Thebes against Macedonia.",Which state won an alliance with Macedonia?,All these traits help to attract animals.,How many traits help attract animals?,"But before their final encounter , Foo took poison to restore his honor by his own death , and he asks Jin to kill him in order to spare him the last agony , Which promptly leads to a misunderstanding between Jay and Jin .",Why does Foo make peace with Jin?,"Tom shoots all the balls in succession with his cue , and then tries to shoot Jerry , but the mouse hangs onto the cue tip .","After stacking up on his side of the table, Tom shoots the balls, but Jerry hangs onto what?",Look at the cactus in Figure 3.1.,Do any plants with leaves that look like needles live in the desert?,in what is now Shandong Province in eastern China.,Where was Kongfuzi born?,"The nonprofit has been barred from returning to its 90 Church St. headquarters, across from the World Trade Center site, because of environmental concerns.","Which organization has been barred from returning to its 90 Church St. headquarters, across from the World Trade Center site, because of environmental concerns?","New York (CNN) -- Three defendants pleaded guilty in federal court Wednesday to conspiring to defraud a Holocaust reparations organization out of $57.3 million, according to court documents.",In what country is the Holocaust reparations organization that was defrauded by the three defendants?,"For bringing legal representation to the poor and a host of other social causes, including finding medical care for seriously ill children in Latin America, the Moravian College Alumni Association has chosen Rooney for its prestigious Haupert Humanitarian Award.",What award will be presented on Moravian's Priscilla Payne Hurd campus?,"Charlie 's best friend since kindergarten , Joe McCall , who has a wife named Ethel and children in Indianapolis , comes to New York for a stay at Charlie 's apartment , claiming that the excitement is gone from his 11-year marriage and that he wants to leave his wife .",Why does Joe start seeing Sylvia?,Gravitational potential energy has the ability to cause motion.,What sort of change can gravitational potential energy cause?,An electron has a negative electric charge (see Figure below).,What kind of charge does a particle with more protons than electrons have?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","Meantime, the City Council proposed slashing the Mayor's allocation of $62.8 million for 18-B lawyers by 66 percent, to $21.4 million.",Which former mayor had an allocation of $62.8 million for lawyers appointed pursuant to Article 18-B?,Living things need non-living matter as well as energy.,What can matter be used to build?,"The Sudanese government is thought to have responded to the rebellion by conducting sustained air raids with the use of Russian-made Antonov bombers, which have raised concerns over civilian casualties.",What type of aircraft dropped the bombs on Heiban Bible College?,"“Come on, let's get you a glass of champagne.” I looked longingly at the slices of cheddar olive bread as she whisked me over to the bar, but didn't protest.",What color is Alexis' hair?,"TJ Jackson, 34, is the son of Tito Jackson and the late Delores Martes Jackson.",Who is the brother of Tito Jackson?,One day Billy and Sandy went to the neighborhood fair.,What was Bob the clown good at?,"The Italian authorities provided the FBI with information from wiretaps of Tokhtakhounov's home telephone, part of an investigation into his criminal activities.",How did the FBI cite a conversation between Tokhtakhounov and Anissina's mother?,The third present was the biggest one.,How many presents did Tim open before opening his bike?,"The aristocrat or court patron lent his prestige to a powerful provincial proprietor, who employed a competent estate-manager to oversee smallholders, who in turn worked their farms with dependent laborers.",How did Japanese feudalism impact Kyoto?,A government-sponsored coup last year made Bruce Iwasaki and Neal Dudovitz the kings of Los Angeles County's federally funded legal aid community.,Who was the owner of Legal Aid Society of Long Beach before the merger?,"Recommendation: The U.S. government must define what the message is, what it stands for.",should offer an example of moral leadership in the world,"Ercolino was listed as a vice president of sales at Hazan Import Corp., according to his LinkedIn profile.",Who was interviewed about Ercolino's death?,Curbside recycling usually takes these items too.,How do you recycle in your community?,"The Agencies Confer When they learned a second plane had struck the World Trade Center, nearly everyone in the White House told us, they immediately knew it was not an accident.",Why did the FAA and White House teleconferences fail to stop the plane from hitting the Pentagon?,"The Osprey was assigned to the 1st Special Operations Wing, the Air Force said.",Did the Marines or the Air Force use the Osprey first?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English",Some are trying to escape eviction or an abusive marriage.,Who are some of the clients that MALS serve?,"If you build a campfire, you start with a large stack of sticks and logs.","What can cause wood to change to ashes, carbon dioxide, water vapor, and other gases?",The disappearance of Malaysia Airlines Flight 370 has thrust the government into the dazzling glare of worldwide attention.,"According to the media, has the Malaysian government done well in responding to the disappearance of Flight 370?",Slump is the sudden movement of large blocks of rock and soil down a slope.,What is the difference between slump and creep?,"The only home Hamilton ever owned was a Federal style mansion designed by John McComb Jr., which he built on his 32-acre country estate in Hamilton Heights in upper Manhattan.",What finally became of the home that Hamilton owned?,"On his arrival at the Justice Department, Ashcroft told us, he faced a number of problems spotlighting the need for reform at the FBI.",How did Ashcroft want to reform FBI?,Josie started planning her new garden in the winter.,How did Josie determine what to plant in her garden?,"Back at the funeral , Alla Nazimova makes a flamboyant entrance .","Who makes a scene at Valentinos funeral, and repeats it for photographers?",You can see this in action by pouring vegetable oil into water.,Do differences in density influence the phenomenon that occurs when pouring vegetable oil into water?,"His work in engraving seems to have had an intimidating effect upon his German successors, the Little Masters who attempted few large engravings but continued Durer's themes in small, rather cramped compositions.",Who was not intimidated by Durer in producing large engravings?,E-cigarettes are battery-operated and contain cartridges filled with nicotine and other chemicals.,What products is the FDA Concerned about?,U.S. Rep. John Tanner announced Monday that the grant was awarded to West Tennessee Legal Services of Jackson.,Where do West Tennessee Legal Servies of Jackson provide legal services?,"I realized with a shock that the work had really disintegrated and we had lost a whole generation of public-interest lawyers, she said.",What does Mintie refer to as going from being an economic sacrifice to an economic impossibility?,"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones doesn't already own, had been set to expire Nov. 6.",True or false. Dow Jonest & Co. was able to buy the 33% of Telerate that they didn't already own.,"“Anything you give her,” he answered, “would be well invested.” “If you will tell me her name and address?” whispered the banker.",What kind of profession does Mr. Thordike have?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","That man , Fukuda , leads a peaceful life as a mirror maker under the name of Uncle Foo .",For whom is Jay the young protege?,"Jerry is mad and walks up through the pocket , first sees nothing , but after a few steps back to the pocket , he spots Tom perched behind it .",Why is Jerry mad?,"The Legal Aid office on Montague Street in Brooklyn Heights, where 65 displaced workers have cobbled together space amid the faded and scratched walls, looks more like a bargain basement.",What are some memories Legal Aid's workers recall about the old office?,Neutrons do not matter as they have no charge.,How will increasing neutrons affect the particle's charge?,"Although at first she wards off Charlie 's advances , she comes to see him as the ideal man for her plans .",Who does Julie see as her ideal man?,"At age 16, Alexander's education under Aristotle ended.",At what age did Alexander's education end and he fulfilled the role of regent and heir apparent?,Palm trees grow in the rainforest.,Why do palm trees not have to worry about losing water through their leaves?,"Genrikh Kolontyrskiy, Moysey Kucher and Dora Kucher, all of Brooklyn, helped produce and process some of the thousands of fraudulent applications for the Conference on Jewish Material Claims Against Germany that are under investigation.","How did Genrikh Kolontyrskiy, Moysey Kucher and Dora Kucher plea in federal court?",Magnetism is the ability of a material to be attracted by a magnet.,What ability of material can also act like a magnet?,Gravitational Potential Energy is affected by position.,What kind of position would an object need to possess gravitational potential energy?,Elaan is a declaration of war against the reign of terror unleashed by the ganglords .,Who plays the main role as an upright and principled Police Officer in this story?,"After several years of private practice from 1982-90, he became the judge of Decatur County Court for a year.",Who eventually became the judge of Decatur County Court for a year?,"It was only after the death of Chairman Mao (1976) and the opening of China to the outside world under more progressive reformers that Confucius, too, was “rehabilitated.” Unlike Confucius, about whose life many specific and even colorful details are known, the philosopher Laozi (Lao Tse or Lao-Tzu) is an enigma.",Do we know the exact date of Laozi's birth?,"While there, some of the pollen brushes off on the stigma.",What allows cross pollination within animals?,"In black jeans and button-down shirt, he's a kind of folk hero in the south Bethlehem melting pot where he's crafted a law practice catering to working-class families - mostly Latino - in the shadow of the hulkish remnants of Bethlehem Steel.",How did Fred Rooney physically look?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","However , Captain Paranoia finds another Portal , Which takes him to a `` white expanse '' world , where a plasticine creature messes around with him , making him very annoyed and then flushs him out of the white colored world .",Which two characters have gone through a portal by themselves?,"He founded some twenty cities that bore his name, most notably Alexandria in Egypt.","Where did the city Alexandria, Egypt get its name from?","On his return voyage, he visited Palestine for 12 days in what would become his only visit to that region.",Which of Einstein's visits was longer: the one to Palestine or the one to the United States?,"Under the agreement, Libya pays more than $500 million to settle remaining claims from the Lockerbie case and more than $280 million for victims of the disco bombing.",How much were victims of the 1988 case paid?,"None of these qualities as a rule add much to home comfort, and yet, it is said that he lived happily with his wife.",Whose negative qualities was the result of jealousy of his rivals?,Her professor denies access to Sanjay's records as it is currently under criminal investigation .,Why does Sunita's professor deny her access to records on Sanjay Singhania?,"After completing a course in German, Atta traveled to Germany for the first time in July 1992.",How many years after graduating Cairo university passed before Mohamed Atta traveled to Germany,"It was prettily furnished in white, with white curtains, and toilet-table articles in ivory to match.",What color were the furnishings in the first room Rolfe entered?,"Kerstin, along with six other children, was born from Josef Fritzl's incestuous relationship with his daughter Elisabeth, now 43, whom he raped repeatedly during the 24 years she was imprisoned beneath his home.",How old was Josef Fritzl when he first held his daughter captive?,"This film is similar to another movie by a Spanish punk group , La matanza can bal de los garrulos lis rgicos produced by Siniestro Total",Movie by a Spanish punk group is similar to Which films song of 1997?,"As the videos progress , it seems that Jack is the more gifted twin , with Jill constantly trying to get his attention by hitting him , hurting girls around him , etc. .",Among Jack and Jill who is the gifted child?,She started to lose control of her scooter.,Why did Michelle think she was going to fall?,These roots branch out to the sides.,What makes up the roots system of a plant?,"(Illyrian and Daco-Thracian, however, might have been closely related languages; see Thraco-Illyrian.) Establishing longer relations, Albanian is often compared to Balto-Slavic on the one hand and Germanic on the other, both of which share a number of isoglosses with Albanian.","Of the languages that scholars compare to Albanian language, which is most closely related to the Albanian language and why?",Convection is the transfer of thermal energy.,the transfer of thermal energy in a fluid is called
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","The organization doesn't have a staff member who speaks Spanish and the need is increasing with growing Hispanic populations, said the organization's executive director Steven Xanthopoulos.",Who estimated that the grant money will help handle at least another 180 cases next year?,"The house remained in the family until 1833 when his widow sold it to Thomas E. Davis, a British born real estate developer, for $25,000.","When was the Grange originally built, and when was it sold?","These men when they come under her charge,” he insisted, eagerly, “need money to start again, don’t they?” He spoke anxiously.",Who is Mr. Thorndike investing in?,"On his arrival at the Justice Department, Ashcroft told us, he faced a number of problems spotlighting the need for reform at the FBI.",Former senator of which state wanted to reform FBI?,"The offer, valued at about $576 million for the 33% of Telerate that Dow Jones doesn't already own, had been set to expire Nov. 6.",Did both of Telerate's two independent directors reject the $576 million offer?,You can see a colorful demonstration in this video.,How can I observe the role density plays?,She ordered the tastiest kind of each vegetable and the prettiest kind of each flower.,What kinds of things did Josie want to plant?,The most destructive types of mass movement are landslides and mudslides.,What are four types of mass movement?,They solved a lot of my problems.,How do you know that James was appreciative of the legal services she recieved?,"By the end of the evening, all that is left is a small pile of ashes.",WHAT IS LEFT WHEN THE STACK SHRINKS?,The FDA has been examining and seizing shipments of non-U.S.-made e-cigarettes at the U.S. border since summer 2008.,Why did the FDA begin testing e-cigarettes?,"Durer exerted a huge influence on the artists of succeeding generations, especially in printmaking, the medium through which his contemporaries mostly experienced his art, as his paintings were predominately in private collections located in only a few cities.",Who is the artist with the longest name that was influenced by Durer to use the printmaking medium?,Her career started more than 20 years ago in a garage behind a Catholic Worker soup kitchen on skid row in Los Angeles.,Where did her million dollar organization start?,"Once in California , he upsets Fatty Arbuckle by grabbing the starlet next to Arbuckle and romancing her into becoming his first wife , Jean Acker .",In what state did Rudolph Valentino begin his movie career?,"I think on a stress test, they're failing, Bower told CNN's Jake Tapper, pointing to the government's coordination of different agencies and communication with other countries.","According to the media, has the Malaysian government done well in responding to the disappearance of Flight 370?"
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","Following a series of problems from the airport to the house , Jack's patience is soon stretched increasingly thin .",What turned Jack's tranquil life upside down?,Fritzl initially confessed to raping his daughter and having seven children with her.,Where did Josef Fritzl keep his children born from his daughter?,"Alexander III of Macedon (20/21 July 356 - 10/11 June 323 BC), commonly known as Alexander the Great (Greek: Alexandros o Megas, Alexandros ho Megas [a.lek.san.dros ho me.gas]), was a King (Basileus) of the Ancient Greek kingdom of Macedon and a member of the Argead dynasty.","Where did the city Alexandria, Egypt get its name from?","Under the agreement, Libya pays more than $500 million to settle remaining claims from the Lockerbie case and more than $280 million for victims of the disco bombing.",How much money was paid to the victims of the Berlin bombing?,"He went on to deliver several lectures at Columbia University and Princeton University, and in Washington he accompanied representatives of the National Academy of Science on a visit to the White House.",At which universities did Einstein deliver lectures on his 1921 trip to the United States?,It features music from Greg Cartwright of Reigning Sound and The Oblivians .,What musical artist(s) plays an important role in the film?,Radiation is the transfer of thermal energy by waves.,Can convection travel thorough empty space?,It is revealed that Sanjay has anterograde amnesia where he loses his memory every 15 minutes .,What reveals that Sanjay has anterograde amnesia?,"Cherubini married Mademoiselle Cecile Turette, when he was thirty-five, and the marriage was not a success.",Who left a son and two daughters?,"Rolfe put down the little dog he had been holding, and went out into the hall.",What did the dog do after Rolfe but him down?,"Eventually, the seeds fall off.",How do plant seeds move when the wind doesn't blow?,"They must absorb water and minerals, anchor and support the plant, and store food.",What is the purpose of plant roots?,"Although Bin Ladin, Atef, and KSM initially contemplated using established al Qaeda members to execute the planes operation, the late 1999 arrival in Kandahar of four aspiring jihadists from Germany suddenly presented a more attractive alternative.",Were the key players in the 9/11 conspiracy who executed the plane operations established al Qaeda members?,"However , Captain Paranoia finds another Portal , Which takes him to a `` white expanse '' world , where a plasticine creature messes around with him , making him very annoyed and then flushs him out of the white colored world .",What did captain do when he was in `` white expanse '' world?,Michelle can thank her nervous system.,What bodily system allowed Michelle to react quickly?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","His success in spreading his reputation across Europe through prints was undoubtedly an inspiration for major artists such as Raphael, Titian, and Parmigianino, all of whom collaborated with printmakers in order to promote and distribute their work.",Who is the artist with the longest name that was influenced by Durer to use the printmaking medium?,Differences in density of matter explain many phenomena.,What can density explain?,"On May 9, the attorney general testified at a congressional hearing concerning federal efforts to combat terrorism.",How did Ashcroft want to reform FBI?,"The Grange, first moved from its original location in 1889, was moved again in 2008 to a spot in St. Nicholas Park on land that was once part of the Hamilton estate, in Hamilton Heights, a neighborhood in upper Manhattan.",The Grange occupied its original location for how many years?,"These men when they come under her charge,” he insisted, eagerly, “need money to start again, don’t they?” He spoke anxiously.",In what sense are the failures that Mr. Thorndike wants to help being lifted to their feet?,Malaysian officials have created confusion by issuing contradictory statements on key aspects of the investigation.,Contradictory statements by the government of Malaysia have irritated what country involved with the investigation?,U.S. Rep. John Tanner announced Monday that the grant was awarded to West Tennessee Legal Services of Jackson.,How many cases does the West Tennessee Legal Services of Jackson close a year?,"Mintie received a $100,000 Use Your Life Award from Oprah's Angel Network, a nonprofit organization that awards money to those who help others.",How much money did go to the recipients?,"The wood changed not only to ashes, but also to carbon dioxide, water vapor, and other gases.",What happened to the wood?,"Because e-cigarettes have not been submitted to the FDA for evaluation or approval, the agency had no way of knowing the levels of nicotine or the amounts or kinds of other chemicals that the various brands of these products deliver to the user.",What are two chemicals that have been detected by the FDA that are of a concern?,Josie started planning her new garden in the winter.,What was Josie planning to do in the winter?,Telerate provides an electronic financial information network.,Did Dow Jones & Co. extend an $18-a-share offer to a corporation that provides an electronic financial information network?,Some are trying to escape eviction or an abusive marriage.,Does MALS help people who are trying to escape an abusive marriage?,Two other types of mass movement are slump and creep.,Why are mudslides and landslides the most destructive types of mass movement?,"The hugely successful 1921 film launches Valentino to superstardom , and she is proud to have discovered him .",Who claims to have discovered Valentino?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","El , Pee , Captain Paranoia and the Plasticine creature , go through the Portal , and find themselves in the real world , and get chased by liquid paper daleks .",How many times did Captain Paranoia go through a portal?,Figure 3.2 shows two different types of plant root systems.,WHAT ARE THE TWO DIFFERENT TYPES OF ROOT SYSTEMS?,"For some of his observations, Einstein was clearly surprised: What strikes a visitor is the joyous, positive attitude to life .",How did Einstein describe characteristics of Americans?,President Bush signed an executive order Friday restoring Libyan immunity from terrorism-related lawsuits and dismissing pending cases over compensation as part of a deal reached this summer.,The historic agreement was signed on what day of the week by President Bush?,"Ace , a wannabe rock star , is on his way to a concert of the band Guitar Wolf when space aliens invade the Earth .",Why and where do the dead rise?,Convection is the transfer of thermal energy.,Can convection travel thorough empty space?,Some plants rely on seeds getting stuck in animal fur.,Do ferns and mosses rely on animal fur to spread their seeds?,"Sanjay uses a system of photographs , notes , and tattoos on his body to recover his memory after each cycle .","Why is Sanjay using a system of photographs, notes, and tattoos on his body and killing people systematically?","The door of the wardrobe had been flung open by the inspector, and the dresses and other articles of feminine apparel it contained flung out on the floor.",Why did Rolfe stop his search in the first room?,The film opens with homemade videos of Jack and Jill growing up .,What type of videos did Jack and Jill appear on?,"The Hamburg group shared the anti-U.S. fervor of the other candidates for the operation, but added the enormous advantages of fluency in English and familiarity with life in the West, based on years that each member of the group had spent living in Germany.",What group from Germany became key players in the 9/11 conspiracy,"(CNN) -- A 19-year-old girl whose hospitalization exposed a shocking Austrian incest case has woken from her coma, a development that could shed new light on what occurred in the basement were she was held captive for decades.",How old was Elizabeth when Kerstin was born?,"Alexander III of Macedon (20/21 July 356 - 10/11 June 323 BC), commonly known as Alexander the Great (Greek: Alexandros o Megas, Alexandros ho Megas [a.lek.san.dros ho me.gas]), was a King (Basileus) of the Ancient Greek kingdom of Macedon and a member of the Argead dynasty.",How old was Alexander II when he died?,"None of these qualities as a rule add much to home comfort, and yet, it is said that he lived happily with his wife.",Who took an ardent interest in the welfare of Mozart's widow and children?,The endocrine system sends another type of signal.,What system works with the endocrine system?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","In past years, the City Council had consistently added $5.6 million to the $54.7 million proposed for the Legal Aid Society by former Mayor Giuliani, bringing the total to just a shade over $60 million.","By increasing current funding to the Legal Aid society by $25.6 million, how much is the Council increasing their funding?",It was indeed — until 1869.,What time period was Heian-kyo used as a site for the imperial family?,"At the White House, the video teleconference was conducted from the Situation Room by Richard Clarke, a special assistant to the president long involved in counterterrorism.",When did the teleconference held by Richard Clarke begin in the White House Situation Room?,From a.d.,When did the Vikings begin to raid Ireland?,"It holds eight, Kelly said.",How many rounds had Jeffrey Johnson fired from his pistol?,"At most recycling centers, you can drop off metal cans, cardboard, and paper products, glass containers, and plastic bottles.",How do you recycle in your community?,"(CNN) -- A Christian evangelical group said Thursday that a Bible school -- backed by American evangelist Franklin Graham -- was destroyed in the latest bombing raid to hit South Kordofan, an oil-rich Sudanese province that borders the newly created independent country of South Sudan.",The Nuba Mountains are located in what Sudanese state?,His hands can move to play the guitar.,What can energy help do in the paragraph?,America and its friends have a crucial advantage-we can offer these parents a vision that might give their children a better future.,Which parents can be offered a vision that might give their children a better future?,"Initially it was believed Delores Martes Jackson, who had divorced from Tito Jackson in 1993, drowned in a swimming pool, but the case was reopened, and her sons in 1995 filed a wrongful-death lawsuit against a man they accused of killing her.",What is TJ's mother's name?,Billy and Sandy had even heard that sometimes Bob the clown would give out free cotton candy and candy apples.,What was Bob the clown good at?,She's a scapegoat and a target of a corrupt system and was unfairly singled out.,"Who was the speaker referring to in the statement, She's a scapegoat and a target of a corrupt system and was unfairly singled out.?","When living things die, the cycle repeats.",What do living things use non living matter for?,"at Hurlburt Field's Eglin Range, said Amy Nicholson, chief of public affairs at the airfield.",Amy Nicholson said the crash that occurred at 6:45pm happened where?,The third present was the biggest one.,How many presents did Tim open before his dad brought in the bike?
Answering English Questions Given Single Sentences,"Tell us whether the questions are answerable or not, given single sentences.","Question Answering, English","The organization, also known as the Claims Conference, distributes more than $400 million a year from funds provided by the German government to victims of the Holocaust.",What did the material contain?,"Growing up on a farm near St. Paul, L. Mark Bailey didn't dream of becoming a judge.",Did Bailey want to be a judge when he graduated high school?,Why do you think it is important to attract animals?,Why do you think it is important to attract animals?,Maybe your little sisters drawings are hung on the fridge in this manner.,What are some examples of things you can hold up by a magnet on a refrigerator?,"The story revolves around an upright and principled Police Officer , A.C.P. Ramakant Chaudhary whose eldest son Vikas is killed in a pre-planned accident .",Who plays the main role as an upright and principled Police Officer in this story?,"Jerry tries to jump into another corner pocket , but Tom aims a cue ball with so much force that it roll's into the pocket , and spins back out of it and it rolls Jerry backwards to Tom , who has made a ramp with his cue stick for the mouse to slide up .",Who then shoots a stream of balls,Gravitational potential energy has the ability to cause motion.,"Why is the skateboarder, who is up on a ramp, able to move downward to the bottom of the ramp?","When they start hunting him down , Jin Wu and his wife Akane sail to China both to escape their wrathful kinsmen , and for Jin Wu to complete revenge by finding the last man he holds responsible for his father's death .",What is the ninja's wife's name?,"Confucius laid great stress on the proper and harmonious relationships between ruler and subject, parent and child, teacher and student, the individual and the state.",Was their dire consequences that inevitably resulted when proper and harmonious relationships between ruler and subject were disturbed.,"Charlie 's best friend since kindergarten , Joe McCall , who has a wife named Ethel and children in Indianapolis , comes to New York for a stay at Charlie 's apartment , claiming that the excitement is gone from his 11-year marriage and that he wants to leave his wife .",Which character is the youngest of the four?,"'Fred's so low-key, he's Midwestern in effect,'' says Glen, a former New York Supreme Court judge.",How would one describe Fred's demeanor?,Its leaves look like needles.,Do any plants with leaves that look like needles live in the desert?,"In her storage room-turned-office, Jennifer Baum works under an expanding leak that is causing the ceiling to turn brown and crumble.",Why must employees wear protective gear before entering Jennifer Baum's office?,The new object now has more electrons than protons.,What kind of charge does an atom with more electrons than protons have?,"Alexander responded quickly, driving them from their territory.",Who founded Alexandropolis?
